Date,Adj Close_SRM.NS,Close_SRM.NS,High_SRM.NS,Low_SRM.NS,Open_SRM.NS,Volume_SRM.NS,Date
2024-11-25,339.95001220703125,339.95001220703125,360.1000061035156,311.25,336.04998779296875,824348,2024-11-25
2024-12-02,327.0,327.0,360.0,320.20001220703125,347.0,457526,2024-12-02
2024-12-09,347.70001220703125,347.70001220703125,359.6499938964844,313.75,324.3500061035156,664035,2024-12-09
2024-12-16,371.1000061035156,371.1000061035156,398.54998779296875,346.8999938964844,347.70001220703125,1411652,2024-12-16
2024-12-23,397.3999938964844,397.3999938964844,414.20001220703125,373.29998779296875,385.0,835351,2024-12-23
2024-12-30,418.1499938964844,418.1499938964844,430.8999938964844,385.25,398.70001220703125,565877,2024-12-30
2025-01-06,371.25,371.25,425.79998779296875,355.25,424.3999938964844,357208,2025-01-06
2025-01-13,388.1000061035156,388.1000061035156,399.0,352.70001220703125,363.0,172041,2025-01-13
2025-01-20,367.25,367.25,398.0,348.1000061035156,394.54998779296875,104354,2025-01-20
2025-01-27,348.5,348.5,370.25,331.29998779296875,350.1000061035156,82528,2025-01-27
2025-02-03,342.6000061035156,342.6000061035156,361.79998779296875,333.0,361.79998779296875,55324,2025-02-03
2025-02-10,339.54998779296875,339.54998779296875,352.3999938964844,314.1000061035156,338.25,209040,2025-02-10
2025-02-17,337.6000061035156,337.6000061035156,349.0,314.45001220703125,328.20001220703125,161417,2025-02-17
2025-02-24,318.04998779296875,318.04998779296875,342.5,316.0,331.1000061035156,36627,2025-02-24
2025-03-03,329.25,329.25,332.8500061035156,287.04998779296875,321.0,40560,2025-03-03
2025-03-10,318.0,318.0,332.0,308.0,332.0,36648,2025-03-10
2025-03-17,326.6499938964844,326.6499938964844,328.95001220703125,300.54998779296875,325.0,41509,2025-03-17
2025-03-24,322.70001220703125,322.70001220703125,338.0,311.0,326.0,61228,2025-03-24
2025-03-31,327.29998779296875,327.29998779296875,339.6000061035156,319.0,322.70001220703125,21789,2025-03-31
2025-04-07,322.45001220703125,322.45001220703125,328.95001220703125,310.95001220703125,311.0,20786,2025-04-07
2025-04-14,368.20001220703125,368.20001220703125,386.8999938964844,350.0,350.0,289497,2025-04-14
2025-04-21,321.3500061035156,321.3500061035156,379.0,315.1000061035156,374.45001220703125,245006,2025-04-21
2025-04-28,318.3500061035156,318.3500061035156,330.25,309.8500061035156,318.1000061035156,102302,2025-04-28
2025-05-05,303.3500061035156,303.3500061035156,325.20001220703125,298.3500061035156,325.0,86720,2025-05-05
2025-05-12,361.20001220703125,361.20001220703125,364.0,307.8999938964844,307.8999938964844,115083,2025-05-12
2025-05-19,377.54998779296875,377.54998779296875,443.1000061035156,350.54998779296875,362.0,1286531,2025-05-19
2025-05-26,443.3500061035156,443.3500061035156,451.0,377.6000061035156,384.0,1481969,2025-05-26
2025-06-02,434.6000061035156,434.6000061035156,467.8999938964844,426.6000061035156,460.0,797103,2025-06-02
2025-06-09,431.04998779296875,431.04998779296875,462.0,401.25,444.0,632342,2025-06-09
2025-06-16,444.0,444.0,453.0,426.6499938964844,435.3500061035156,717471,2025-06-16
2025-06-23,476.6000061035156,476.6000061035156,507.8500061035156,440.3999938964844,443.1000061035156,1542697,2025-06-23
2025-06-30,485.20001220703125,485.20001220703125,507.79998779296875,467.04998779296875,483.45001220703125,766163,2025-06-30
2025-07-07,478.75,478.75,499.5,468.0,488.79998779296875,425473,2025-07-07
2025-07-14,482.75,482.75,492.3999938964844,457.3999938964844,478.0,168541,2025-07-14
