Date,Adj Close_AJOONI.NS,Close_AJOONI.NS,High_AJOONI.NS,Low_AJOONI.NS,Open_AJOONI.NS,Volume_AJOONI.NS,Date
2025-02-03,7.5,7.5,7.900000095367432,7.0,7.300000190734863,2607199,2025-02-03
2025-02-10,6.539999961853027,6.539999961853027,7.489999771118164,6.400000095367432,7.46999979019165,2564498,2025-02-10
2025-02-17,7.090000152587891,7.090000152587891,7.179999828338623,6.099999904632568,6.539999961853027,2785362,2025-02-17
2025-02-24,7.380000114440918,7.380000114440918,7.739999771118164,6.809999942779541,7.090000152587891,8254137,2025-02-24
2025-03-03,7.269999980926514,7.269999980926514,7.739999771118164,6.829999923706055,7.380000114440918,5191787,2025-03-03
2025-03-10,6.380000114440918,6.380000114440918,7.599999904632568,6.260000228881836,7.260000228881836,2812242,2025-03-10
2025-03-17,6.269999980926514,6.269999980926514,6.550000190734863,5.949999809265137,6.550000190734863,7066204,2025-03-17
2025-03-24,5.599999904632568,5.599999904632568,6.599999904632568,5.400000095367432,6.329999923706055,6192411,2025-03-24
2025-03-31,5.889999866485596,5.889999866485596,6.199999809265137,5.409999847412109,5.599999904632568,3982192,2025-03-31
2025-04-07,6.03000020980835,6.03000020980835,6.480000019073486,5.239999771118164,5.349999904632568,4576453,2025-04-07
2025-04-14,6.039999961853027,6.039999961853027,6.389999866485596,5.949999809265137,6.050000190734863,2931168,2025-04-14
2025-04-21,6.010000228881836,6.010000228881836,6.400000095367432,5.909999847412109,6.21999979019165,4468582,2025-04-21
2025-04-28,5.929999828338623,5.929999828338623,6.190000057220459,5.849999904632568,6.010000228881836,2680335,2025-04-28
2025-05-05,5.53000020980835,5.53000020980835,5.989999771118164,5.389999866485596,5.989999771118164,1964108,2025-05-05
2025-05-12,5.840000152587891,5.840000152587891,6.050000190734863,5.630000114440918,5.630000114440918,3652083,2025-05-12
2025-05-19,5.860000133514404,5.860000133514404,6.099999904632568,5.760000228881836,5.900000095367432,3261659,2025-05-19
2025-05-26,5.869999885559082,5.869999885559082,5.980000019073486,5.800000190734863,5.929999828338623,1315412,2025-05-26
2025-06-02,5.619999885559082,5.619999885559082,5.940000057220459,5.5,5.800000190734863,2949545,2025-06-02
2025-06-09,5.5,5.5,5.769999980926514,5.489999771118164,5.75,2419513,2025-06-09
2025-06-16,5.460000038146973,5.460000038146973,5.75,5.400000095367432,5.5,2015196,2025-06-16
2025-06-23,6.019999980926514,6.019999980926514,6.599999904632568,5.400000095367432,5.460000038146973,5816547,2025-06-23
2025-06-30,5.860000133514404,5.860000133514404,6.059999942779541,5.820000171661377,6.050000190734863,2200649,2025-06-30
2025-07-07,5.659999847412109,5.659999847412109,5.880000114440918,5.650000095367432,5.849999904632568,1195137,2025-07-07
2025-07-14,5.619999885559082,5.619999885559082,5.730000019073486,5.599999904632568,5.710000038146973,666493,2025-07-14
