Date,Adj Close_SOFTTECH.NS,Close_SOFTTECH.NS,High_SOFTTECH.NS,Low_SOFTTECH.NS,Open_SOFTTECH.NS,Volume_SOFTTECH.NS,Date
2020-12-21,85.75,85.75,86.4000015258789,77.8499984741211,81.9000015258789,116800,2020-12-21
2020-12-28,93.0,93.0,93.0,82.25,83.0999984741211,89600,2020-12-28
2021-01-04,89.3499984741211,89.3499984741211,94.8499984741211,89.0,92.94999694824219,51200,2021-01-04
2021-01-11,95.0,95.0,95.0,91.0,91.0,40000,2021-01-11
2021-01-18,89.3499984741211,89.3499984741211,97.0,89.0,95.0,32000,2021-01-18
2021-01-25,90.5,90.5,94.94999694824219,90.5,91.0,20800,2021-01-25
2021-02-01,93.9000015258789,93.9000015258789,95.94999694824219,91.0,92.5,33600,2021-02-01
2021-02-08,92.0999984741211,92.0999984741211,95.44999694824219,92.0,92.0,12800,2021-02-08
2021-02-15,90.0,90.0,92.0,90.0,92.0,27200,2021-02-15
2021-02-22,90.0,90.0,90.0,90.0,90.0,1600,2021-02-22
2021-03-01,94.5,94.5,95.25,89.75,90.0,25600,2021-03-01
2021-03-08,95.80000305175781,95.80000305175781,99.0,90.0,95.0,30400,2021-03-08
2021-03-15,83.3499984741211,83.3499984741211,97.0999984741211,80.3499984741211,95.80000305175781,72000,2021-03-15
2021-03-22,103.94999694824219,103.94999694824219,104.0,84.0,84.0999984741211,256000,2021-03-22
2021-03-29,103.55000305175781,103.55000305175781,104.0,103.55000305175781,103.94999694824219,4800,2021-03-29
2021-04-05,91.0,91.0,98.4000015258789,90.5999984741211,98.4000015258789,9600,2021-04-05
2021-04-12,99.5,99.5,99.5,91.0,91.0,8000,2021-04-12
2021-04-19,94.55000305175781,94.55000305175781,94.5999984741211,94.55000305175781,94.55000305175781,4800,2021-04-19
2021-04-26,94.3499984741211,94.3499984741211,94.55000305175781,89.8499984741211,94.55000305175781,9600,2021-04-26
2021-05-03,92.0,92.0,95.5,89.0999984741211,90.0,11200,2021-05-03
2021-05-10,92.0,92.0,92.0,92.0,92.0,0,2021-05-10
2021-05-17,93.0,93.0,93.5,92.0,92.0,6400,2021-05-17
2021-05-24,91.0,91.0,92.0,88.3499984741211,88.5,14400,2021-05-24
2021-05-31,95.55000305175781,95.55000305175781,95.55000305175781,91.0,91.0,22400,2021-05-31
2021-06-07,95.5,95.5,95.55000305175781,95.5,95.55000305175781,1600,2021-06-07
2021-06-14,114.8499984741211,114.8499984741211,115.5,91.25,91.25,43200,2021-06-14
2021-06-21,129.5,129.5,133.39999389648438,117.5,120.5,49600,2021-06-21
2021-06-28,107.0,107.0,123.05000305175781,105.0,123.05000305175781,60800,2021-06-28
2021-07-05,110.0,110.0,114.30000305175781,108.0,109.0,65600,2021-07-05
2021-07-12,108.0,108.0,109.0,108.0,109.0,8000,2021-07-12
2021-07-19,108.0,108.0,108.0,108.0,108.0,0,2021-07-19
2021-07-26,109.0,109.0,110.0,108.0,108.0,14400,2021-07-26
2021-08-02,116.0,116.0,116.0,104.0,112.0,12800,2021-08-02
2021-08-09,116.0,116.0,121.75,116.0,116.0,41600,2021-08-09
2021-08-16,107.0,107.0,112.0999984741211,106.5,112.0999984741211,8000,2021-08-16
2021-08-23,107.0,107.0,107.0,107.0,107.0,0,2021-08-23
2021-08-30,116.80000305175781,116.80000305175781,116.80000305175781,106.9000015258789,106.9000015258789,12800,2021-08-30
2021-09-06,122.5,122.5,122.5999984741211,116.80000305175781,116.80000305175781,4800,2021-09-06
2021-09-13,122.5,122.5,122.5,122.5,122.5,0,2021-09-13
2021-09-20,122.5,122.5,122.5,122.5,122.5,0,2021-09-20
2021-09-27,122.5,122.5,122.5,122.5,122.5,0,2021-09-27
2021-10-04,122.5,122.5,122.5,122.5,122.5,0,2021-10-04
2021-10-11,129.0,129.0,129.0,128.60000610351562,128.60000610351562,4800,2021-10-11
2021-10-18,129.0,129.0,129.0,129.0,129.0,1600,2021-10-18
2021-10-25,129.0,129.0,129.0,129.0,129.0,0,2021-10-25
2021-11-01,129.25,129.25,129.25,129.0,129.0,1600,2021-11-01
2021-11-08,130.0,130.0,130.0,129.25,129.25,1600,2021-11-08
2021-11-15,128.0,128.0,130.0,128.0,130.0,1600,2021-11-15
2021-11-22,128.0,128.0,128.0,128.0,128.0,0,2021-11-22
2021-11-29,127.3499984741211,127.3499984741211,128.0,127.3499984741211,128.0,8000,2021-11-29
2021-12-06,127.3499984741211,127.3499984741211,127.3499984741211,127.3499984741211,127.3499984741211,0,2021-12-06
2021-12-13,121.0,121.0,127.3499984741211,121.0,127.3499984741211,1600,2021-12-13
2021-12-20,117.0,117.0,121.0,117.0,121.0,1600,2021-12-20
2021-12-27,117.0,117.0,117.0,117.0,117.0,1600,2021-12-27
2022-01-03,117.0,117.0,117.0,117.0,117.0,1600,2022-01-03
2022-01-10,115.0,115.0,117.0,111.1500015258789,117.0,4800,2022-01-10
2022-01-17,121.0,121.0,121.0,115.0,115.0,3200,2022-01-17
2022-01-24,120.0,120.0,121.0,120.0,121.0,3200,2022-01-24
2022-01-31,126.0,126.0,126.0,120.0,120.0,11200,2022-01-31
2022-02-07,126.0,126.0,126.0,126.0,126.0,0,2022-02-07
2022-02-14,131.0,131.0,131.0,125.0,126.0,6400,2022-02-14
2022-02-21,127.9000015258789,127.9000015258789,140.9499969482422,124.44999694824219,131.0,34471,2022-02-21
2022-02-28,114.19999694824219,114.19999694824219,134.0,111.69999694824219,134.0,22701,2022-02-28
2022-03-07,115.0,115.0,118.0,103.55000305175781,110.05000305175781,8690,2022-03-07
2022-03-14,111.30000305175781,111.30000305175781,120.75,104.19999694824219,120.75,4142,2022-03-14
2022-03-21,105.69999694824219,105.69999694824219,114.0,104.1500015258789,114.0,6739,2022-03-21
2022-03-28,106.0,106.0,113.55000305175781,97.5,109.94999694824219,8137,2022-03-28
2022-04-04,114.9000015258789,114.9000015258789,116.0999984741211,100.69999694824219,102.94999694824219,43602,2022-04-04
2022-04-11,137.75,137.75,144.8000030517578,110.0,119.0,68804,2022-04-11
2022-04-18,120.5999984741211,120.5999984741211,140.0,108.3499984741211,140.0,42771,2022-04-18
2022-04-25,114.8499984741211,114.8499984741211,126.80000305175781,114.6500015258789,124.0,26023,2022-04-25
2022-05-02,118.1500015258789,118.1500015258789,121.94999694824219,111.25,112.55000305175781,2840,2022-05-02
2022-05-09,111.94999694824219,111.94999694824219,124.0,107.55000305175781,118.1500015258789,1284,2022-05-09
2022-05-16,115.94999694824219,115.94999694824219,117.30000305175781,104.55000305175781,111.94999694824219,2531,2022-05-16
2022-05-23,108.0,108.0,114.5,103.3499984741211,112.4000015258789,8943,2022-05-23
2022-05-30,101.30000305175781,101.30000305175781,113.4000015258789,100.19999694824219,113.4000015258789,10461,2022-05-30
2022-06-06,89.6500015258789,89.6500015258789,104.9000015258789,89.55000305175781,101.30000305175781,7489,2022-06-06
2022-06-13,92.1500015258789,92.1500015258789,103.0,86.0,91.94999694824219,5993,2022-06-13
2022-06-20,88.25,88.25,94.94999694824219,87.5,92.0,1088,2022-06-20
2022-06-27,89.0,89.0,94.94999694824219,86.5,86.5,1204,2022-06-27
2022-07-04,97.9000015258789,97.9000015258789,102.4000015258789,84.6500015258789,84.6500015258789,5129,2022-07-04
2022-07-11,95.94999694824219,95.94999694824219,101.4000015258789,91.5999984741211,97.9000015258789,3077,2022-07-11
2022-07-18,103.44999694824219,103.44999694824219,108.9000015258789,93.80000305175781,95.94999694824219,8231,2022-07-18
2022-07-25,115.3499984741211,115.3499984741211,118.0,98.5,100.0,3503,2022-07-25
2022-08-01,116.5,116.5,123.80000305175781,109.19999694824219,110.0999984741211,15170,2022-08-01
2022-08-08,114.5,114.5,122.30000305175781,110.69999694824219,122.30000305175781,7347,2022-08-08
2022-08-15,125.1500015258789,125.1500015258789,126.19999694824219,114.19999694824219,114.5,27197,2022-08-15
2022-08-22,124.6500015258789,124.6500015258789,130.6999969482422,117.9000015258789,125.1500015258789,8366,2022-08-22
2022-08-29,144.6999969482422,144.6999969482422,148.0,121.5,129.8000030517578,13637,2022-08-29
2022-09-05,162.0,162.0,172.0,142.0,144.6999969482422,39511,2022-09-05
2022-09-12,164.85000610351562,164.85000610351562,170.39999389648438,152.9499969482422,162.0,9574,2022-09-12
2022-09-19,183.9499969482422,183.9499969482422,188.0,158.4499969482422,167.9499969482422,17875,2022-09-19
2022-09-26,169.3000030517578,169.3000030517578,203.35000610351562,169.3000030517578,193.10000610351562,19834,2022-09-26
2022-10-03,168.60000610351562,168.60000610351562,168.60000610351562,152.85000610351562,160.85000610351562,14259,2022-10-03
2022-10-10,167.39999389648438,167.39999389648438,181.0,162.60000610351562,175.0,21031,2022-10-10
2022-10-17,161.35000610351562,161.35000610351562,174.9499969482422,160.0500030517578,165.9499969482422,3576,2022-10-17
2022-10-24,166.0,166.0,175.6999969482422,155.5,168.64999389648438,3940,2022-10-24
2022-10-31,160.5500030517578,160.5500030517578,171.64999389648438,153.89999389648438,165.9499969482422,24467,2022-10-31
2022-11-07,150.8000030517578,150.8000030517578,168.0,145.75,155.6999969482422,7518,2022-11-07
2022-11-14,155.75,155.75,156.0,148.0,149.0,6741,2022-11-14
2022-11-21,149.10000610351562,149.10000610351562,157.0,146.0500030517578,155.75,7284,2022-11-21
2022-11-28,150.64999389648438,150.64999389648438,159.75,144.0,147.0,4126,2022-11-28
2022-12-05,136.6999969482422,136.6999969482422,155.0,135.10000610351562,153.75,5412,2022-12-05
2022-12-12,147.5500030517578,147.5500030517578,157.4499969482422,130.9499969482422,130.9499969482422,6575,2022-12-12
2022-12-19,136.25,136.25,154.3000030517578,136.0,144.10000610351562,4631,2022-12-19
2022-12-26,144.39999389648438,144.39999389648438,157.0,135.0,135.0,5952,2022-12-26
2023-01-02,152.75,152.75,157.0,142.8000030517578,144.0,11284,2023-01-02
2023-01-09,166.39999389648438,166.39999389648438,179.0,153.0500030517578,159.60000610351562,26955,2023-01-09
2023-01-16,180.9499969482422,180.9499969482422,186.4499969482422,163.6999969482422,163.75,42525,2023-01-16
2023-01-23,179.4499969482422,179.4499969482422,189.0,175.10000610351562,180.9499969482422,13255,2023-01-23
2023-01-30,182.89999389648438,182.89999389648438,184.9499969482422,164.0,181.1999969482422,13478,2023-01-30
2023-02-06,176.0500030517578,176.0500030517578,186.6999969482422,166.0,185.9499969482422,11603,2023-02-06
2023-02-13,168.10000610351562,168.10000610351562,193.64999389648438,162.0,193.64999389648438,8784,2023-02-13
2023-02-20,168.0500030517578,168.0500030517578,186.1999969482422,165.0,170.10000610351562,20975,2023-02-20
2023-02-27,165.0,165.0,178.9499969482422,164.0,165.0,4067,2023-02-27
2023-03-06,166.10000610351562,166.10000610351562,179.6999969482422,163.0,176.0500030517578,8821,2023-03-06
2023-03-13,155.0500030517578,155.0500030517578,173.9499969482422,145.14999389648438,171.5,3102,2023-03-13
2023-03-20,162.39999389648438,162.39999389648438,169.75,150.6999969482422,151.39999389648438,14654,2023-03-20
2023-03-27,142.14999389648438,142.14999389648438,177.89999389648438,140.85000610351562,177.89999389648438,13763,2023-03-27
2023-04-03,145.60000610351562,145.60000610351562,155.75,131.35000610351562,144.5,29004,2023-04-03
2023-04-10,144.64999389648438,144.64999389648438,153.14999389648438,136.0,148.5500030517578,11465,2023-04-10
2023-04-17,155.0,155.0,187.9499969482422,142.4499969482422,147.85000610351562,119856,2023-04-17
2023-04-24,155.5,155.5,161.6999969482422,147.0500030517578,150.39999389648438,24717,2023-04-24
2023-05-01,153.5,153.5,160.0,148.0,155.5,11367,2023-05-01
2023-05-08,152.1999969482422,152.1999969482422,157.89999389648438,149.5,151.60000610351562,7007,2023-05-08
2023-05-15,148.9499969482422,148.9499969482422,157.0,147.0,154.35000610351562,11514,2023-05-15
2023-05-22,137.85000610351562,137.85000610351562,154.9499969482422,121.55000305175781,150.3000030517578,33373,2023-05-22
2023-05-29,138.60000610351562,138.60000610351562,161.0,135.0,144.9499969482422,63570,2023-05-29
2023-06-05,135.10000610351562,135.10000610351562,145.89999389648438,134.0,142.3000030517578,17063,2023-06-05
2023-06-12,134.8000030517578,134.8000030517578,155.89999389648438,133.0,138.75,98656,2023-06-12
2023-06-19,156.4499969482422,156.4499969482422,163.9499969482422,125.55000305175781,141.0,257280,2023-06-19
2023-06-26,159.10000610351562,159.10000610351562,185.1999969482422,147.14999389648438,170.0,424933,2023-06-26
2023-07-03,145.35000610351562,145.35000610351562,160.6999969482422,144.64999389648438,159.0,44054,2023-07-03
2023-07-10,154.4499969482422,154.4499969482422,158.0,140.0,148.0,55645,2023-07-10
2023-07-17,147.1999969482422,147.1999969482422,159.0,146.5,154.0,58668,2023-07-17
2023-07-24,148.14999389648438,148.14999389648438,154.0,145.0,147.1999969482422,62849,2023-07-24
2023-07-31,151.25,151.25,160.25,138.0500030517578,148.64999389648438,155728,2023-07-31
2023-08-07,147.6999969482422,147.6999969482422,159.89999389648438,145.8000030517578,153.6999969482422,79740,2023-08-07
2023-08-14,142.39999389648438,142.39999389648438,151.0,141.60000610351562,151.0,33270,2023-08-14
2023-08-21,141.60000610351562,141.60000610351562,161.0,140.60000610351562,146.9499969482422,73550,2023-08-21
2023-08-28,153.89999389648438,153.89999389648438,166.0,141.0,141.0,222522,2023-08-28
2023-09-04,152.14999389648438,152.14999389648438,168.0,150.1999969482422,152.0,144420,2023-09-04
2023-09-11,165.4499969482422,165.4499969482422,170.5,149.1999969482422,157.4499969482422,273600,2023-09-11
2023-09-18,176.10000610351562,176.10000610351562,184.14999389648438,163.10000610351562,165.4499969482422,262541,2023-09-18
2023-09-25,179.25,179.25,183.6999969482422,172.5,176.64999389648438,154332,2023-09-25
2023-10-02,266.04998779296875,266.04998779296875,287.45001220703125,176.60000610351562,179.25,1303580,2023-10-02
2023-10-09,228.14999389648438,228.14999389648438,263.29998779296875,226.25,255.10000610351562,138346,2023-10-09
2023-10-16,241.14999389648438,241.14999389648438,256.0,217.10000610351562,227.0,73596,2023-10-16
2023-10-23,229.39999389648438,229.39999389648438,243.89999389648438,206.8000030517578,241.14999389648438,35677,2023-10-23
2023-10-30,229.1999969482422,229.1999969482422,236.0,211.5,228.0,44335,2023-10-30
2023-11-06,215.8000030517578,215.8000030517578,240.0,207.5,240.0,47198,2023-11-06
2023-11-13,217.3000030517578,217.3000030517578,220.9499969482422,210.0500030517578,215.10000610351562,26097,2023-11-13
2023-11-20,224.85000610351562,224.85000610351562,234.0,217.39999389648438,219.9499969482422,51505,2023-11-20
2023-11-27,227.0,227.0,235.0,213.60000610351562,224.85000610351562,35268,2023-11-27
2023-12-04,237.39999389648438,237.39999389648438,248.6999969482422,224.5,227.0,105178,2023-12-04
2023-12-11,239.85000610351562,239.85000610351562,250.0,233.0500030517578,233.0500030517578,21932,2023-12-11
2023-12-18,225.8000030517578,225.8000030517578,250.0,218.85000610351562,239.85000610351562,20527,2023-12-18
2023-12-25,229.89999389648438,229.89999389648438,232.5,218.0,225.8000030517578,10128,2023-12-25
2024-01-01,245.5500030517578,245.5500030517578,253.0,222.0,229.0,25653,2024-01-01
2024-01-08,275.29998779296875,275.29998779296875,279.0,241.5,254.9499969482422,91500,2024-01-08
2024-01-15,284.3999938964844,284.3999938964844,288.6000061035156,266.5,275.29998779296875,48587,2024-01-15
2024-01-22,279.1000061035156,279.1000061035156,291.8500061035156,272.0,284.3999938964844,24770,2024-01-22
2024-01-29,283.3999938964844,283.3999938964844,292.04998779296875,273.0,279.1000061035156,23445,2024-01-29
2024-02-05,262.3999938964844,262.3999938964844,295.6000061035156,247.85000610351562,295.6000061035156,25456,2024-02-05
2024-02-12,262.29998779296875,262.29998779296875,270.0,236.0,263.3500061035156,43025,2024-02-12
2024-02-19,285.0,285.0,287.95001220703125,257.29998779296875,257.29998779296875,138323,2024-02-19
2024-02-26,331.29998779296875,331.29998779296875,338.45001220703125,280.0,280.0,196029,2024-02-26
2024-03-04,321.3999938964844,321.3999938964844,344.0,318.0,337.95001220703125,51552,2024-03-04
2024-03-11,285.6499938964844,285.6499938964844,319.0,269.70001220703125,315.0,22938,2024-03-11
2024-03-18,280.0,280.0,295.0,267.8999938964844,285.0,21023,2024-03-18
2024-03-25,296.1499938964844,296.1499938964844,299.6000061035156,270.75,280.0,19841,2024-03-25
2024-04-01,325.0,325.0,343.0,300.0,305.0,30655,2024-04-01
2024-04-08,325.0,325.0,337.8999938964844,310.0,330.0,17626,2024-04-08
2024-04-15,327.0,327.0,337.0,308.75,325.0,20089,2024-04-15
2024-04-22,359.6499938964844,359.6499938964844,361.3999938964844,314.0,316.20001220703125,142658,2024-04-22
2024-04-29,352.45001220703125,352.45001220703125,377.6000061035156,341.1000061035156,368.75,156434,2024-04-29
2024-05-06,334.3500061035156,334.3500061035156,364.3999938964844,326.5,354.3999938964844,51490,2024-05-06
2024-05-13,344.75,344.75,362.8500061035156,321.8999938964844,349.95001220703125,113996,2024-05-13
2024-05-20,330.29998779296875,330.29998779296875,348.95001220703125,318.25,341.20001220703125,98366,2024-05-20
2024-05-27,311.70001220703125,311.70001220703125,340.79998779296875,299.20001220703125,334.8500061035156,136576,2024-05-27
2024-06-03,290.3500061035156,290.3500061035156,321.45001220703125,280.20001220703125,312.3999938964844,148983,2024-06-03
2024-06-10,330.0,330.0,330.0,283.0,290.6000061035156,62614,2024-06-10
2024-06-17,352.79998779296875,352.79998779296875,360.04998779296875,330.0,330.0,77917,2024-06-17
2024-06-24,371.3999938964844,371.3999938964844,379.0,344.54998779296875,344.8999938964844,99643,2024-06-24
2024-07-01,361.6499938964844,361.6499938964844,395.95001220703125,354.20001220703125,377.95001220703125,76798,2024-07-01
2024-07-08,373.95001220703125,373.95001220703125,381.04998779296875,350.04998779296875,361.6499938964844,60573,2024-07-08
2024-07-15,351.6499938964844,351.6499938964844,391.0,347.1499938964844,365.0,70532,2024-07-15
2024-07-22,350.04998779296875,350.04998779296875,361.8500061035156,335.1499938964844,350.8999938964844,28878,2024-07-22
2024-07-29,361.0,361.0,374.8999938964844,340.1499938964844,340.1499938964844,27135,2024-07-29
2024-08-05,344.3500061035156,344.3500061035156,362.8999938964844,340.0,345.25,17456,2024-08-05
2024-08-12,356.1000061035156,356.1000061035156,378.6499938964844,314.0,360.0,120694,2024-08-12
2024-08-19,373.20001220703125,373.20001220703125,411.20001220703125,345.1000061035156,365.95001220703125,225998,2024-08-19
2024-08-26,360.8999938964844,360.8999938964844,385.0,318.1000061035156,373.20001220703125,74003,2024-08-26
2024-09-02,363.25,363.25,379.75,346.3999938964844,379.75,31154,2024-09-02
2024-09-09,352.29998779296875,352.29998779296875,370.25,340.95001220703125,368.0,47535,2024-09-09
2024-09-16,371.3999938964844,371.3999938964844,381.8999938964844,353.0,360.0,65512,2024-09-16
2024-09-23,350.29998779296875,350.29998779296875,380.0,338.25,368.95001220703125,50600,2024-09-23
2024-09-30,359.75,359.75,377.0,346.8999938964844,354.0,59804,2024-09-30
2024-10-07,356.29998779296875,356.29998779296875,371.8500061035156,328.3500061035156,360.3500061035156,34785,2024-10-07
2024-10-14,357.3999938964844,357.3999938964844,364.04998779296875,344.8500061035156,363.54998779296875,22754,2024-10-14
2024-10-21,340.70001220703125,340.70001220703125,355.8999938964844,305.0,352.75,21216,2024-10-21
2024-10-28,375.45001220703125,375.45001220703125,384.95001220703125,335.04998779296875,335.04998779296875,23971,2024-10-28
2024-11-04,415.1499938964844,415.1499938964844,430.95001220703125,360.1000061035156,382.95001220703125,253882,2024-11-04
2024-11-11,385.3999938964844,385.3999938964844,435.0,380.1000061035156,425.0,33257,2024-11-11
2024-11-18,391.29998779296875,391.29998779296875,417.8500061035156,383.0,391.20001220703125,36260,2024-11-18
2024-11-25,397.95001220703125,397.95001220703125,435.0,380.0,422.95001220703125,33934,2024-11-25
2024-12-02,406.45001220703125,406.45001220703125,410.1000061035156,364.29998779296875,403.75,31611,2024-12-02
2024-12-09,564.25,564.25,612.0499877929688,404.95001220703125,405.0,1604709,2024-12-09
2024-12-16,492.3999938964844,492.3999938964844,564.2000122070312,483.04998779296875,564.0499877929688,84162,2024-12-16
2024-12-23,522.9500122070312,522.9500122070312,522.9500122070312,451.25,495.0,50968,2024-12-23
2024-12-30,534.0499877929688,534.0499877929688,559.7999877929688,506.0,527.0,30415,2024-12-30
2025-01-06,463.75,463.75,534.0499877929688,453.20001220703125,528.0,14079,2025-01-06
2025-01-13,464.6499938964844,464.6499938964844,471.0,428.25,471.0,14488,2025-01-13
2025-01-20,434.29998779296875,434.29998779296875,480.0,433.0,480.0,2603,2025-01-20
2025-01-27,438.95001220703125,438.95001220703125,453.0,380.0,453.0,35032,2025-01-27
2025-02-03,396.04998779296875,396.04998779296875,438.95001220703125,384.1000061035156,438.95001220703125,9482,2025-02-03
2025-02-10,336.1000061035156,336.1000061035156,408.5,326.20001220703125,408.5,10711,2025-02-10
2025-02-17,333.1000061035156,333.1000061035156,347.29998779296875,296.0,321.54998779296875,11255,2025-02-17
2025-02-24,365.6000061035156,365.6000061035156,384.70001220703125,328.0,346.70001220703125,7814,2025-02-24
2025-03-03,332.79998779296875,332.79998779296875,360.0,332.79998779296875,360.0,2115,2025-03-03
2025-03-10,315.3500061035156,315.3500061035156,335.0,315.3500061035156,335.0,4245,2025-03-10
2025-03-17,319.54998779296875,319.54998779296875,319.54998779296875,303.79998779296875,310.0,8189,2025-03-17
2025-03-24,352.1499938964844,352.1499938964844,352.1499938964844,321.0,325.8999938964844,10790,2025-03-24
2025-03-31,360.0,360.0,364.0,352.1499938964844,352.1499938964844,3236,2025-03-31
2025-04-07,353.29998779296875,353.29998779296875,368.75,343.0,364.0,3528,2025-04-07
2025-04-14,366.8999938964844,366.8999938964844,372.0,355.0,355.0,1874,2025-04-14
2025-04-21,362.95001220703125,362.95001220703125,421.0,355.0,380.0,58563,2025-04-21
2025-04-28,349.5,349.5,376.79998779296875,335.54998779296875,370.0,35249,2025-04-28
2025-05-05,335.1499938964844,335.1499938964844,369.0,320.20001220703125,340.25,23623,2025-05-05
2025-05-12,364.5,364.5,376.54998779296875,332.04998779296875,339.3500061035156,29963,2025-05-12
2025-05-19,369.79998779296875,369.79998779296875,388.3500061035156,347.75,369.8999938964844,21421,2025-05-19
2025-05-26,350.04998779296875,350.04998779296875,403.3999938964844,347.0,385.70001220703125,27086,2025-05-26
2025-06-02,350.0,350.0,362.3500061035156,324.0,352.3999938964844,36533,2025-06-02
2025-06-09,332.79998779296875,332.79998779296875,354.95001220703125,323.0,350.0,38311,2025-06-09
2025-06-16,374.3999938964844,374.3999938964844,394.0,314.04998779296875,336.8500061035156,382627,2025-06-16
2025-06-23,380.3999938964844,380.3999938964844,390.0,361.1000061035156,382.0,72242,2025-06-23
2025-06-30,390.8999938964844,390.8999938964844,418.79998779296875,381.0,386.1000061035156,135691,2025-06-30
2025-07-07,401.29998779296875,401.29998779296875,413.0,371.04998779296875,383.0,73874,2025-07-07
2025-07-14,389.25,389.25,407.75,385.54998779296875,398.0,23338,2025-07-14
