Date,Adj Close_WINDLAS.NS,Close_WINDLAS.NS,High_WINDLAS.NS,Low_WINDLAS.NS,Open_WINDLAS.NS,Volume_WINDLAS.NS,Date
2022-02-14,256.1017761230469,264.25,284.1499938964844,262.5,284.1499938964844,181210,2022-02-14
2022-02-21,235.7493438720703,243.25,265.25,232.75,264.29998779296875,161814,2022-02-21
2022-02-28,234.15020751953125,241.60000610351562,249.0,238.0,245.8000030517578,74997,2022-02-28
2022-03-07,233.7625274658203,241.1999969482422,246.0,230.0,239.0,116243,2022-03-07
2022-03-14,232.06651306152344,239.4499969482422,242.89999389648438,233.0,240.35000610351562,106020,2022-03-14
2022-03-21,218.44973754882812,225.39999389648438,241.0500030517578,224.89999389648438,240.0,197068,2022-03-21
2022-03-28,216.9959716796875,223.89999389648438,229.0,209.3000030517578,225.39999389648438,446384,2022-03-28
2022-04-04,233.13258361816406,240.5500030517578,248.9499969482422,223.1999969482422,223.1999969482422,233722,2022-04-04
2022-04-11,229.4497528076172,236.75,244.5,234.9499969482422,244.5,42143,2022-04-11
2022-04-18,255.520263671875,263.6499938964844,284.0,242.0500030517578,243.0,715474,2022-04-18
2022-04-25,242.58193969726562,250.3000030517578,268.70001220703125,249.25,260.6499938964844,149436,2022-04-25
2022-05-02,224.02243041992188,231.14999389648438,249.0500030517578,226.0,249.0500030517578,110113,2022-05-02
2022-05-09,220.3880615234375,227.39999389648438,253.39999389648438,213.0,229.5,224149,2022-05-09
2022-05-16,221.45416259765625,228.5,234.6999969482422,223.5500030517578,229.0,118930,2022-05-16
2022-05-23,216.7052459716797,223.60000610351562,228.6999969482422,221.0,228.64999389648438,215134,2022-05-23
2022-05-30,222.90789794921875,230.0,232.85000610351562,224.25,226.64999389648438,150753,2022-05-30
2022-06-06,221.8902587890625,228.9499969482422,234.0,225.64999389648438,231.8000030517578,68910,2022-06-06
2022-06-13,204.542236328125,211.0500030517578,226.5,206.0,226.5,72669,2022-06-13
2022-06-20,213.11932373046875,219.89999389648438,223.0,203.25,212.0,86783,2022-06-20
2022-06-27,209.67880249023438,216.35000610351562,226.0,213.0500030517578,223.89999389648438,43810,2022-06-27
2022-07-04,216.7052459716797,223.60000610351562,239.5500030517578,216.5,219.5500030517578,85290,2022-07-04
2022-07-11,209.92108154296875,216.60000610351562,225.0,214.14999389648438,220.60000610351562,62394,2022-07-11
2022-07-18,218.6920166015625,225.64999389648438,232.60000610351562,216.0,219.0,103922,2022-07-18
2022-07-25,204.2999267578125,210.8000030517578,226.9499969482422,208.0,226.9499969482422,142238,2022-07-25
2022-08-01,210.64796447753906,217.35000610351562,233.9499969482422,211.0,211.0,362617,2022-08-01
2022-08-08,208.17660522460938,214.8000030517578,219.8000030517578,211.0,218.89999389648438,115687,2022-08-08
2022-08-15,207.35279846191406,213.9499969482422,219.14999389648438,212.25,214.8000030517578,151924,2022-08-15
2022-08-22,206.7228546142578,213.3000030517578,216.0,211.5,214.8000030517578,144285,2022-08-22
2022-08-29,213.50698852539062,220.3000030517578,227.4499969482422,209.6999969482422,211.10000610351562,196913,2022-08-29
2022-09-05,227.4629669189453,234.6999969482422,243.3000030517578,221.0,224.60000610351562,589333,2022-09-05
2022-09-12,228.3396759033203,232.14999389648438,261.3999938964844,230.60000610351562,234.6999969482422,745415,2022-09-12
2022-09-19,227.9462432861328,231.75,253.5500030517578,230.0500030517578,235.0,384243,2022-09-19
2022-09-26,230.30685424804688,234.14999389648438,239.6999969482422,223.9499969482422,230.14999389648438,143202,2022-09-26
2022-10-03,239.50340270996094,243.5,244.8000030517578,231.0500030517578,232.0,95123,2022-10-03
2022-10-10,231.63470458984375,235.5,243.10000610351562,227.10000610351562,243.10000610351562,90883,2022-10-10
2022-10-17,224.94631958007812,228.6999969482422,238.85000610351562,228.0,234.75,78851,2022-10-17
2022-10-24,220.27427673339844,223.9499969482422,236.10000610351562,212.0,228.6999969482422,373940,2022-10-24
2022-10-31,238.91323852539062,242.89999389648438,248.0,222.10000610351562,222.10000610351562,419226,2022-10-31
2022-11-07,239.6017608642578,243.60000610351562,259.5,239.10000610351562,249.9499969482422,488875,2022-11-07
2022-11-14,240.58535766601562,244.60000610351562,245.39999389648438,235.85000610351562,242.25,163535,2022-11-14
2022-11-21,260.01116943359375,264.3500061035156,269.75,243.25,245.3000030517578,543797,2022-11-21
2022-11-28,257.65057373046875,261.95001220703125,268.95001220703125,258.25,267.25,219988,2022-11-28
2022-12-05,252.29002380371094,256.5,265.3500061035156,255.0,259.3500061035156,160386,2022-12-05
2022-12-12,249.5851593017578,253.75,262.95001220703125,250.5500030517578,259.79998779296875,187900,2022-12-12
2022-12-19,237.92965698242188,241.89999389648438,258.04998779296875,239.64999389648438,254.9499969482422,224245,2022-12-19
2022-12-26,245.99508666992188,250.10000610351562,254.0,238.1999969482422,238.25,93036,2022-12-26
2023-01-02,238.42144775390625,242.39999389648438,252.0,235.0,246.35000610351562,159417,2023-01-02
2023-01-09,241.51976013183594,245.5500030517578,251.5,242.10000610351562,242.60000610351562,63623,2023-01-09
2023-01-16,248.74911499023438,252.89999389648438,259.5,243.64999389648438,247.6999969482422,113270,2023-01-16
2023-01-23,232.91336059570312,236.8000030517578,253.85000610351562,235.60000610351562,252.25,59621,2023-01-23
2023-01-30,237.48704528808594,241.4499969482422,253.9499969482422,237.60000610351562,241.4499969482422,82567,2023-01-30
2023-02-06,246.6343994140625,250.75,256.0,238.1999969482422,241.4499969482422,113958,2023-02-06
2023-02-13,251.45396423339844,255.64999389648438,259.0,247.64999389648438,250.75,153479,2023-02-13
2023-02-20,251.89659118652344,256.1000061035156,258.3500061035156,242.89999389648438,256.0,137609,2023-02-20
2023-02-27,246.9294891357422,251.0500030517578,263.29998779296875,243.1999969482422,255.39999389648438,270628,2023-02-27
2023-03-06,248.35568237304688,252.5,254.14999389648438,248.0,248.14999389648438,90849,2023-03-06
2023-03-13,236.01165771484375,239.9499969482422,254.4499969482422,236.8000030517578,249.0,85381,2023-03-13
2023-03-20,235.07725524902344,239.0,243.5,233.0,242.25,147747,2023-03-20
2023-03-27,221.60211181640625,225.3000030517578,242.14999389648438,220.5500030517578,238.9499969482422,110884,2023-03-27
2023-04-03,242.10989379882812,246.14999389648438,247.89999389648438,226.10000610351562,228.64999389648438,51940,2023-04-03
2023-04-10,244.17543029785156,248.25,253.0,241.5,242.10000610351562,66403,2023-04-10
2023-04-17,246.9294891357422,251.0500030517578,255.0,244.14999389648438,255.0,64247,2023-04-17
2023-04-24,249.92942810058594,254.10000610351562,255.0,247.75,251.10000610351562,122353,2023-04-24
2023-05-01,251.060546875,255.25,262.5,251.0,254.10000610351562,144841,2023-05-01
2023-05-08,263.25701904296875,267.6499938964844,280.0,257.04998779296875,263.95001220703125,397697,2023-05-08
2023-05-15,269.3060607910156,273.79998779296875,278.0,267.0,268.45001220703125,157355,2023-05-15
2023-05-22,263.15863037109375,267.54998779296875,282.3999938964844,265.29998779296875,273.5,137421,2023-05-22
2023-05-29,276.3387451171875,280.95001220703125,283.5,260.1000061035156,273.0,174164,2023-05-29
2023-06-05,272.5027160644531,277.04998779296875,287.70001220703125,271.54998779296875,285.95001220703125,128347,2023-06-05
2023-06-12,296.2071533203125,301.1499938964844,317.5,271.04998779296875,278.0,908955,2023-06-12
2023-06-19,297.9776611328125,302.95001220703125,317.5,292.04998779296875,307.0,389098,2023-06-19
2023-06-26,293.9449462890625,298.8500061035156,315.8500061035156,295.79998779296875,300.0,160212,2023-06-26
2023-07-03,328.6163635253906,334.1000061035156,342.79998779296875,295.54998779296875,298.8500061035156,1312740,2023-07-03
2023-07-10,321.9771728515625,327.3500061035156,346.5,320.0,337.8500061035156,365258,2023-07-10
2023-07-17,334.714599609375,340.29998779296875,345.0,319.6000061035156,327.0,314886,2023-07-17
2023-07-24,326.55084228515625,332.0,349.8999938964844,324.75,345.3500061035156,237556,2023-07-24
2023-07-31,305.6496276855469,310.75,347.6000061035156,310.0,332.5,280925,2023-07-31
2023-08-07,379.5169982910156,385.8500061035156,391.0,306.20001220703125,311.0,1638899,2023-08-07
2023-08-14,394.2215881347656,400.79998779296875,420.8999938964844,373.3500061035156,388.0,710688,2023-08-14
2023-08-21,357.5830078125,363.54998779296875,406.1000061035156,356.79998779296875,400.79998779296875,598824,2023-08-21
2023-08-28,382.22186279296875,388.6000061035156,392.5,355.29998779296875,367.54998779296875,359442,2023-08-28
2023-09-04,369.9761657714844,376.1499938964844,395.5,370.70001220703125,390.45001220703125,284400,2023-09-04
2023-09-11,365.7181396484375,368.0,387.8500061035156,348.3999938964844,376.1499938964844,268346,2023-09-11
2023-09-18,347.3328552246094,349.5,374.45001220703125,346.8500061035156,365.0,108247,2023-09-18
2023-09-25,354.3391418457031,356.54998779296875,361.0,333.6000061035156,351.95001220703125,150880,2023-09-25
2023-10-02,365.8175354003906,368.1000061035156,383.8500061035156,353.0,356.54998779296875,235291,2023-10-02
2023-10-09,368.3517150878906,370.6499938964844,382.8500061035156,357.6000061035156,368.1499938964844,263092,2023-10-09
2023-10-16,342.16510009765625,344.29998779296875,375.70001220703125,342.20001220703125,371.04998779296875,188599,2023-10-16
2023-10-23,329.3948059082031,331.45001220703125,347.20001220703125,311.6000061035156,342.29998779296875,127284,2023-10-23
2023-10-30,362.4386291503906,364.70001220703125,378.0,326.45001220703125,333.79998779296875,572580,2023-10-30
2023-11-06,408.6005859375,411.1499938964844,419.04998779296875,361.04998779296875,361.04998779296875,858209,2023-11-06
2023-11-13,417.8926086425781,420.5,433.5,408.20001220703125,415.0,754019,2023-11-13
2023-11-20,424.0044860839844,426.6499938964844,466.6000061035156,423.54998779296875,424.5,952077,2023-11-20
2023-11-27,420.9237060546875,423.54998779296875,439.0,417.0,426.6499938964844,243961,2023-11-27
2023-12-04,412.8242492675781,415.3999938964844,430.0,409.04998779296875,423.6499938964844,335067,2023-12-04
2023-12-11,400.8986511230469,403.3999938964844,438.75,401.04998779296875,413.0,379607,2023-12-11
2023-12-18,426.24053955078125,428.8999938964844,439.5,400.1000061035156,403.3999938964844,585952,2023-12-18
2023-12-25,426.0914611816406,428.75,457.45001220703125,423.45001220703125,428.8999938964844,421002,2023-12-25
2024-01-01,494.96173095703125,498.04998779296875,544.0,431.95001220703125,432.0,4464767,2024-01-01
2024-01-08,480.4523010253906,483.45001220703125,517.0499877929688,476.0,498.95001220703125,662277,2024-01-08
2024-01-15,479.5081787109375,482.5,489.0,458.1000061035156,483.45001220703125,391065,2024-01-15
2024-01-22,481.5454406738281,484.54998779296875,488.75,452.54998779296875,482.5,399455,2024-01-22
2024-01-29,465.6943664550781,468.6000061035156,507.0,460.54998779296875,487.0,438498,2024-01-29
2024-02-05,506.0923156738281,509.25,555.0,461.04998779296875,463.8999938964844,1493289,2024-02-05
2024-02-12,505.64508056640625,508.79998779296875,534.1500244140625,471.04998779296875,511.45001220703125,617598,2024-02-12
2024-02-19,543.75732421875,547.1500244140625,583.5,502.8999938964844,516.4500122070312,1301575,2024-02-19
2024-02-26,575.0122680664062,578.5999755859375,590.8499755859375,485.0,547.2000122070312,2191276,2024-02-26
2024-03-04,555.0369262695312,558.5,578.75,531.0,578.75,522586,2024-03-04
2024-03-11,517.0737915039062,520.2999877929688,564.0499877929688,474.1000061035156,558.5999755859375,732820,2024-03-11
2024-03-18,527.8565673828125,531.1500244140625,534.7000122070312,502.5,520.25,223483,2024-03-18
2024-03-25,507.1357727050781,510.29998779296875,535.9000244140625,508.0,531.1500244140625,126729,2024-03-25
2024-04-01,550.6641845703125,554.0999755859375,568.9500122070312,515.1500244140625,515.9000244140625,348658,2024-04-01
2024-04-08,531.0863647460938,534.4000244140625,567.9500122070312,530.0,559.0,197426,2024-04-08
2024-04-15,549.4716796875,552.9000244140625,568.0,506.54998779296875,526.4000244140625,240646,2024-04-15
2024-04-22,543.75732421875,547.1500244140625,579.0,545.0,561.2000122070312,243519,2024-04-22
2024-04-29,546.0430297851562,549.4500122070312,570.9000244140625,535.5499877929688,561.0,273444,2024-04-29
2024-05-06,501.42144775390625,504.54998779296875,557.4500122070312,495.6499938964844,549.4500122070312,234061,2024-05-06
2024-05-13,539.4342651367188,542.7999877929688,566.0,500.0,504.6000061035156,220149,2024-05-13
2024-05-20,614.3667602539062,618.2000122070312,648.0,585.0,589.7999877929688,1088510,2024-05-20
2024-05-27,628.1805419921875,632.0999755859375,650.0,580.0,624.9000244140625,337826,2024-05-27
2024-06-03,659.8827514648438,664.0,677.7000122070312,555.0499877929688,659.8499755859375,452973,2024-06-03
2024-06-10,719.8585205078125,724.3499755859375,794.5,646.7999877929688,670.0,944040,2024-06-10
2024-06-17,712.6535034179688,717.0999755859375,731.6500244140625,685.9500122070312,724.3499755859375,212487,2024-06-17
2024-06-24,713.2001342773438,717.6500244140625,738.9000244140625,690.0499877929688,722.9500122070312,180682,2024-06-24
2024-07-01,710.4174194335938,714.8499755859375,750.9500122070312,708.0,750.9000244140625,209813,2024-07-01
2024-07-08,696.4545288085938,700.7999877929688,757.9000244140625,693.0999755859375,725.0,217694,2024-07-08
2024-07-15,681.845703125,686.0999755859375,723.9500122070312,680.1500244140625,700.0,194994,2024-07-15
2024-07-22,723.7840576171875,728.2999877929688,751.2000122070312,659.0,705.0,411375,2024-07-22
2024-07-29,807.8097534179688,812.8499755859375,843.0,739.1500244140625,739.1500244140625,672527,2024-07-29
2024-08-05,860.0836181640625,865.4500122070312,887.8499755859375,768.0,790.0499877929688,455905,2024-08-05
2024-08-12,835.18896484375,840.4000244140625,899.8499755859375,707.0,865.0499877929688,802096,2024-08-12
2024-08-19,809.3004760742188,814.3499755859375,852.0,786.5499877929688,834.0499877929688,327884,2024-08-19
2024-08-26,814.7166748046875,819.7999877929688,858.0,805.0,820.0,171886,2024-08-26
2024-09-02,895.6119384765625,901.2000122070312,929.0,807.0,827.5,404505,2024-09-02
2024-09-09,900.4815673828125,906.0999755859375,952.0999755859375,866.2999877929688,894.0,315750,2024-09-09
2024-09-16,873.996826171875,879.4500122070312,916.5999755859375,846.2999877929688,916.5999755859375,202955,2024-09-16
2024-09-23,830.1500244140625,830.1500244140625,880.7000122070312,824.7000122070312,872.7999877929688,144861,2024-09-23
2024-09-30,883.9500122070312,883.9500122070312,895.5999755859375,821.2999877929688,832.6500244140625,154051,2024-09-30
2024-10-07,950.7999877929688,950.7999877929688,959.7999877929688,827.7999877929688,895.0,208092,2024-10-07
2024-10-14,1020.6500244140625,1020.6500244140625,1061.1500244140625,955.0999755859375,960.2000122070312,408758,2024-10-14
2024-10-21,963.4000244140625,963.4000244140625,1027.75,926.0,1023.9000244140625,152265,2024-10-21
2024-10-28,1097.4000244140625,1097.4000244140625,1143.0,905.5999755859375,950.4000244140625,284246,2024-10-28
2024-11-04,1078.4000244140625,1078.4000244140625,1198.25,1028.0,1115.8499755859375,467213,2024-11-04
2024-11-11,1025.050048828125,1025.050048828125,1106.949951171875,934.0999755859375,1070.0,292706,2024-11-11
2024-11-18,961.7000122070312,961.7000122070312,1050.0,905.25,1025.050048828125,175584,2024-11-18
2024-11-25,1093.1500244140625,1093.1500244140625,1150.0,961.7000122070312,961.7000122070312,530021,2024-11-25
2024-12-02,1144.25,1144.25,1164.949951171875,1070.0999755859375,1091.9000244140625,235697,2024-12-02
2024-12-09,1042.6500244140625,1042.6500244140625,1178.8499755859375,1021.0,1165.0,182986,2024-12-09
2024-12-16,1031.550048828125,1031.550048828125,1110.0,1020.0,1052.9000244140625,132939,2024-12-16
2024-12-23,1043.550048828125,1043.550048828125,1078.0,1000.0999755859375,1041.6500244140625,79629,2024-12-23
2024-12-30,1010.0499877929688,1010.0499877929688,1077.8499755859375,998.0,1048.800048828125,142261,2024-12-30
2025-01-06,988.75,988.75,1075.0,962.5999755859375,1002.25,206395,2025-01-06
2025-01-13,1007.2999877929688,1007.2999877929688,1049.550048828125,902.0,948.0,181751,2025-01-13
2025-01-20,971.3499755859375,971.3499755859375,1033.5,960.0,1010.0,180436,2025-01-20
2025-01-27,979.0499877929688,979.0499877929688,1031.949951171875,833.0,960.0499877929688,328619,2025-01-27
2025-02-03,999.3499755859375,999.3499755859375,1078.699951171875,952.0,974.0499877929688,178840,2025-02-03
2025-02-10,768.9000244140625,768.9000244140625,1020.0,760.0,1020.0,531775,2025-02-10
2025-02-17,790.5999755859375,790.5999755859375,817.0,665.0999755859375,768.2999877929688,1503101,2025-02-17
2025-02-24,763.0,763.0,851.9500122070312,750.0,760.3499755859375,393814,2025-02-24
2025-03-03,924.0499877929688,924.0499877929688,944.4500122070312,777.5999755859375,781.0,1318803,2025-03-03
2025-03-10,893.0,893.0,945.0,877.0499877929688,937.9000244140625,302752,2025-03-10
2025-03-17,924.1500244140625,924.1500244140625,940.0,852.0,898.0,242858,2025-03-17
2025-03-24,1040.5,1040.5,1085.050048828125,948.0499877929688,950.0,624614,2025-03-24
2025-03-31,983.4000244140625,983.4000244140625,1084.1500244140625,960.1500244140625,1040.5,264071,2025-03-31
2025-04-07,967.0499877929688,967.0499877929688,980.0,813.25,832.4500122070312,297117,2025-04-07
2025-04-14,1084.0999755859375,1084.0999755859375,1140.0,967.0499877929688,967.0499877929688,665846,2025-04-14
2025-04-21,1000.5,1000.5,1119.0999755859375,976.7999877929688,1055.0,344696,2025-04-21
2025-04-28,967.7999877929688,967.7999877929688,1029.0,956.0,975.5,166272,2025-04-28
2025-05-05,982.5499877929688,982.5499877929688,1009.5499877929688,925.0,979.7000122070312,252879,2025-05-05
2025-05-12,956.6500244140625,956.6500244140625,1034.949951171875,951.1500244140625,1034.949951171875,240195,2025-05-12
2025-05-19,917.4000244140625,917.4000244140625,975.0499877929688,871.0499877929688,960.0,562853,2025-05-19
2025-05-26,912.3499755859375,912.3499755859375,945.0,907.0,935.0,241724,2025-05-26
2025-06-02,914.5999755859375,914.5999755859375,941.9500122070312,905.5,909.0,150332,2025-06-02
2025-06-09,932.5499877929688,932.5499877929688,953.75,895.0,914.9500122070312,327840,2025-06-09
2025-06-16,884.4000244140625,884.4000244140625,961.9500122070312,868.4500122070312,923.25,184815,2025-06-16
2025-06-23,892.2999877929688,892.2999877929688,915.7000122070312,865.5,879.1500244140625,167551,2025-06-23
2025-06-30,903.25,903.25,916.9000244140625,865.0,883.0,239253,2025-06-30
2025-07-07,892.7999877929688,892.7999877929688,947.2000122070312,885.0,903.2999877929688,186706,2025-07-07
2025-07-14,924.5,924.5,929.0,875.0,890.0,60342,2025-07-14
