Date,Adj Close_KIOCL.NS,Close_KIOCL.NS,High_KIOCL.NS,Low_KIOCL.NS,Open_KIOCL.NS,Volume_KIOCL.NS,Date
2021-10-04,269.4201354980469,271.5,279.8999938964844,250.25,254.75,575355,2021-10-04
2021-10-11,283.21368408203125,285.3999938964844,319.0,273.04998779296875,274.8999938964844,1642110,2021-10-11
2021-10-18,260.9356689453125,262.95001220703125,305.0,255.64999389648438,286.54998779296875,711283,2021-10-18
2021-10-25,259.9433288574219,261.95001220703125,286.0,255.60000610351562,265.0,338958,2021-10-25
2021-11-01,264.21038818359375,266.25,275.0,255.5,266.0,177931,2021-11-01
2021-11-08,266.14544677734375,268.20001220703125,274.8500061035156,261.3500061035156,269.0,210780,2021-11-08
2021-11-15,250.36724853515625,252.3000030517578,266.8999938964844,247.5,262.0,258726,2021-11-15
2021-11-22,238.85609436035156,240.6999969482422,260.3500061035156,237.60000610351562,257.79998779296875,217525,2021-11-22
2021-11-29,229.82398986816406,230.6999969482422,240.64999389648438,209.39999389648438,239.9499969482422,277104,2021-11-29
2021-12-06,232.46392822265625,233.35000610351562,239.39999389648438,228.35000610351562,231.0,169446,2021-12-06
2021-12-13,260.30780029296875,261.29998779296875,308.3999938964844,230.5500030517578,231.10000610351562,1976398,2021-12-13
2021-12-20,264.3922119140625,265.3999938964844,277.8999938964844,238.14999389648438,258.5,1195270,2021-12-20
2021-12-27,256.97052001953125,257.95001220703125,276.0,256.54998779296875,265.3999938964844,376505,2021-12-27
2022-01-03,255.37660217285156,256.3500061035156,264.79998779296875,250.1999969482422,258.0,279047,2022-01-03
2022-01-10,258.9131164550781,259.8999938964844,270.0,256.6000061035156,258.0,340645,2022-01-10
2022-01-17,258.11614990234375,259.1000061035156,274.04998779296875,256.0,261.70001220703125,296080,2022-01-17
2022-01-24,245.6138153076172,246.5500030517578,259.6499938964844,239.0,258.0,153997,2022-01-24
2022-01-31,257.07012939453125,258.04998779296875,270.1000061035156,245.0,247.0,304646,2022-01-31
2022-02-07,236.89703369140625,237.8000030517578,259.45001220703125,232.35000610351562,248.5,340184,2022-02-07
2022-02-14,221.80455017089844,222.64999389648438,234.9499969482422,222.0,233.0500030517578,120629,2022-02-14
2022-02-21,204.3212127685547,205.10000610351562,252.0,191.0,222.0,1472031,2022-02-21
2022-02-28,238.09246826171875,239.0,260.8999938964844,199.3000030517578,207.39999389648438,1338733,2022-02-28
2022-03-07,230.22247314453125,231.10000610351562,245.39999389648438,228.10000610351562,239.0,404714,2022-03-07
2022-03-14,226.28746032714844,227.14999389648438,238.0,224.14999389648438,233.0,255641,2022-03-14
2022-03-21,221.5554962158203,222.39999389648438,233.9499969482422,221.5,225.3000030517578,209441,2022-03-21
2022-03-28,217.7699432373047,218.60000610351562,226.14999389648438,207.0,224.39999389648438,443204,2022-03-28
2022-04-04,232.16506958007812,233.0500030517578,238.8000030517578,219.9499969482422,221.89999389648438,483100,2022-04-04
2022-04-11,222.3524627685547,223.1999969482422,235.6999969482422,220.0,234.1999969482422,137974,2022-04-11
2022-04-18,226.6859588623047,227.5500030517578,240.0,217.0,217.25,399455,2022-04-18
2022-04-25,222.5019073486328,223.35000610351562,240.0,211.60000610351562,227.5500030517578,682991,2022-04-25
2022-05-02,220.16082763671875,221.0,262.5,215.0,220.0,1223312,2022-05-02
2022-05-09,202.77708435058594,203.5500030517578,232.5500030517578,192.4499969482422,221.9499969482422,358603,2022-05-09
2022-05-16,216.9231719970703,217.75,234.5,190.0,206.0,636457,2022-05-16
2022-05-23,199.34019470214844,200.10000610351562,215.39999389648438,191.0,205.8000030517578,382742,2022-05-23
2022-05-30,196.6006317138672,197.35000610351562,204.85000610351562,196.0500030517578,203.5,170299,2022-05-30
2022-06-06,192.61582946777344,193.35000610351562,201.14999389648438,190.14999389648438,198.0,131402,2022-06-06
2022-06-13,189.37815856933594,190.10000610351562,199.89999389648438,166.64999389648438,190.0,810833,2022-06-13
2022-06-20,191.66941833496094,192.39999389648438,200.0,170.5,188.85000610351562,945016,2022-06-20
2022-06-27,192.1675262451172,192.89999389648438,205.75,186.10000610351562,193.0,762709,2022-06-27
2022-07-04,194.65802001953125,195.39999389648438,226.64999389648438,188.0,193.89999389648438,670964,2022-07-04
2022-07-11,194.3093719482422,195.0500030517578,198.5,191.35000610351562,197.0,127693,2022-07-11
2022-07-18,197.49720764160156,198.25,206.0,195.10000610351562,196.0,171478,2022-07-18
2022-07-25,200.03753662109375,200.8000030517578,207.0,195.35000610351562,198.75,227001,2022-07-25
2022-08-01,197.24815368652344,198.0,209.8000030517578,197.0500030517578,202.60000610351562,337750,2022-08-01
2022-08-08,191.96827697753906,192.6999969482422,200.0,191.25,198.9499969482422,79380,2022-08-08
2022-08-15,192.8150634765625,193.5500030517578,199.6999969482422,192.0,192.6999969482422,102978,2022-08-15
2022-08-22,203.42462158203125,204.1999969482422,207.0,189.0,193.35000610351562,381012,2022-08-22
2022-08-29,198.99151611328125,199.75,211.75,195.6999969482422,199.0,296496,2022-08-29
2022-09-05,203.6736602783203,204.4499969482422,215.0500030517578,202.14999389648438,204.75,225949,2022-09-05
2022-09-12,212.6999969482422,212.6999969482422,223.25,198.0500030517578,207.5,518226,2022-09-12
2022-09-19,195.60000610351562,195.60000610351562,215.89999389648438,193.10000610351562,215.0500030517578,268036,2022-09-19
2022-09-26,188.60000610351562,188.60000610351562,195.14999389648438,182.1999969482422,193.0,126153,2022-09-26
2022-10-03,188.39999389648438,188.39999389648438,189.89999389648438,179.14999389648438,189.89999389648438,118404,2022-10-03
2022-10-10,186.0500030517578,186.0500030517578,194.64999389648438,184.85000610351562,187.4499969482422,76180,2022-10-10
2022-10-17,179.6999969482422,179.6999969482422,189.0,178.5500030517578,185.4499969482422,78211,2022-10-17
2022-10-24,179.60000610351562,179.60000610351562,184.0,177.9499969482422,183.3000030517578,40077,2022-10-24
2022-10-31,180.1999969482422,180.1999969482422,184.39999389648438,174.0,181.39999389648438,125296,2022-10-31
2022-11-07,178.0,178.0,183.6999969482422,174.0,181.0,119123,2022-11-07
2022-11-14,175.6999969482422,175.6999969482422,183.35000610351562,172.0500030517578,177.5,188068,2022-11-14
2022-11-21,195.64999389648438,195.64999389648438,202.0,180.25,180.25,714789,2022-11-21
2022-11-28,217.75,217.75,236.6999969482422,193.5,195.64999389648438,2164497,2022-11-28
2022-12-05,204.9499969482422,204.9499969482422,222.8000030517578,204.0500030517578,219.89999389648438,195321,2022-12-05
2022-12-12,211.0,211.0,232.89999389648438,202.5,204.9499969482422,600769,2022-12-12
2022-12-19,184.9499969482422,184.9499969482422,231.4499969482422,183.0,216.0,391370,2022-12-19
2022-12-26,228.1999969482422,228.1999969482422,230.0500030517578,184.25,187.6999969482422,925487,2022-12-26
2023-01-02,213.9499969482422,213.9499969482422,233.89999389648438,212.5,228.0,782448,2023-01-02
2023-01-09,221.60000610351562,221.60000610351562,223.89999389648438,210.39999389648438,217.9499969482422,462460,2023-01-09
2023-01-16,214.5500030517578,214.5500030517578,225.0,211.0,224.89999389648438,365803,2023-01-16
2023-01-23,209.6999969482422,209.6999969482422,223.39999389648438,201.8000030517578,216.89999389648438,567763,2023-01-23
2023-01-30,201.25,201.25,217.0500030517578,198.6999969482422,210.89999389648438,349536,2023-01-30
2023-02-06,203.39999389648438,203.39999389648438,205.5,194.0,203.25,201217,2023-02-06
2023-02-13,198.14999389648438,198.14999389648438,205.9499969482422,195.39999389648438,205.9499969482422,127544,2023-02-13
2023-02-20,196.14999389648438,196.14999389648438,214.89999389648438,195.0,202.0,229787,2023-02-20
2023-02-27,194.25,194.25,202.75,186.6999969482422,197.89999389648438,201358,2023-02-27
2023-03-06,191.0,191.0,200.9499969482422,187.0,196.5500030517578,130924,2023-03-06
2023-03-13,179.35000610351562,179.35000610351562,192.64999389648438,177.8000030517578,191.1999969482422,171340,2023-03-13
2023-03-20,175.4499969482422,175.4499969482422,181.5,175.0500030517578,179.89999389648438,99706,2023-03-20
2023-03-27,168.5500030517578,168.5500030517578,176.1999969482422,166.0,174.10000610351562,173223,2023-03-27
2023-04-03,175.6999969482422,175.6999969482422,177.4499969482422,169.89999389648438,171.0,63206,2023-04-03
2023-04-10,180.14999389648438,180.14999389648438,182.0,175.25,177.89999389648438,82612,2023-04-10
2023-04-17,192.75,192.75,216.14999389648438,183.0,185.9499969482422,1732074,2023-04-17
2023-04-24,195.0500030517578,195.0500030517578,206.0,188.3000030517578,194.0,254085,2023-04-24
2023-05-01,194.10000610351562,194.10000610351562,204.1999969482422,192.9499969482422,195.0500030517578,184953,2023-05-01
2023-05-08,189.3000030517578,189.3000030517578,196.9499969482422,188.0,195.1999969482422,142818,2023-05-08
2023-05-15,186.39999389648438,186.39999389648438,195.3000030517578,184.85000610351562,190.1999969482422,136615,2023-05-15
2023-05-22,188.75,188.75,194.39999389648438,186.0,188.0,101745,2023-05-22
2023-05-29,194.1999969482422,194.1999969482422,201.0,188.5500030517578,190.3000030517578,185861,2023-05-29
2023-06-05,191.6999969482422,191.6999969482422,199.89999389648438,190.60000610351562,197.0,147115,2023-06-05
2023-06-12,193.39999389648438,193.39999389648438,198.0,189.9499969482422,192.5,201295,2023-06-12
2023-06-19,188.6999969482422,188.6999969482422,199.0,185.4499969482422,195.3000030517578,195375,2023-06-19
2023-06-26,189.89999389648438,189.89999389648438,192.9499969482422,188.35000610351562,188.35000610351562,71129,2023-06-26
2023-07-03,185.9499969482422,185.9499969482422,191.60000610351562,184.5,191.60000610351562,193786,2023-07-03
2023-07-10,196.9499969482422,196.9499969482422,203.0500030517578,185.0,188.60000610351562,508531,2023-07-10
2023-07-17,191.1999969482422,191.1999969482422,204.0,190.5500030517578,199.0,260919,2023-07-17
2023-07-24,191.4499969482422,191.4499969482422,197.39999389648438,190.0,191.1999969482422,147496,2023-07-24
2023-07-31,225.5,225.5,246.0,192.3000030517578,193.5,4192849,2023-07-31
2023-08-07,218.0500030517578,218.0500030517578,226.89999389648438,210.4499969482422,220.0,992295,2023-08-07
2023-08-14,223.85000610351562,223.85000610351562,234.9499969482422,209.25,219.64999389648438,660353,2023-08-14
2023-08-21,219.25,219.25,234.8000030517578,217.0,223.0,1049639,2023-08-21
2023-08-28,222.8000030517578,222.8000030517578,228.6999969482422,215.0,220.9499969482422,661587,2023-08-28
2023-09-04,267.3500061035156,267.3500061035156,284.8999938964844,220.1999969482422,223.5,9652525,2023-09-04
2023-09-11,262.20001220703125,262.20001220703125,283.75,232.64999389648438,268.79998779296875,2463613,2023-09-11
2023-09-18,335.8500061035156,335.8500061035156,358.0,270.1499938964844,274.0,23940384,2023-09-18
2023-09-25,303.04998779296875,303.04998779296875,346.6000061035156,299.0,339.45001220703125,4003357,2023-09-25
2023-10-02,321.70001220703125,321.70001220703125,334.5,303.04998779296875,303.04998779296875,4804241,2023-10-02
2023-10-09,330.8500061035156,330.8500061035156,344.0,301.20001220703125,321.70001220703125,4824326,2023-10-09
2023-10-16,408.29998779296875,408.29998779296875,519.4000244140625,336.0,336.0,20616187,2023-10-16
2023-10-23,352.1499938964844,352.1499938964844,413.6499938964844,331.95001220703125,410.1000061035156,2672970,2023-10-23
2023-10-30,326.5,326.5,369.75,322.20001220703125,365.0,1515877,2023-10-30
2023-11-06,313.6499938964844,313.6499938964844,342.79998779296875,305.1000061035156,330.8999938964844,1515987,2023-11-06
2023-11-13,310.3500061035156,310.3500061035156,323.75,306.3500061035156,317.45001220703125,717209,2023-11-13
2023-11-20,308.45001220703125,308.45001220703125,322.3500061035156,305.8500061035156,312.20001220703125,1090472,2023-11-20
2023-11-27,306.6499938964844,306.6499938964844,318.8999938964844,302.79998779296875,308.45001220703125,461423,2023-11-27
2023-12-04,376.3500061035156,376.3500061035156,376.3500061035156,307.0,307.54998779296875,2955405,2023-12-04
2023-12-11,352.3500061035156,352.3500061035156,387.79998779296875,350.0,386.79998779296875,2147314,2023-12-11
2023-12-18,377.6499938964844,377.6499938964844,392.0,348.29998779296875,356.70001220703125,2547093,2023-12-18
2023-12-25,368.1499938964844,368.1499938964844,393.29998779296875,365.79998779296875,377.6499938964844,1274032,2023-12-25
2024-01-01,379.04998779296875,379.04998779296875,404.5,370.6499938964844,370.70001220703125,2814089,2024-01-01
2024-01-08,371.04998779296875,371.04998779296875,382.8500061035156,353.45001220703125,380.8999938964844,1189291,2024-01-08
2024-01-15,372.20001220703125,372.20001220703125,395.0,357.3500061035156,372.0,1729781,2024-01-15
2024-01-22,382.5,382.5,395.0,362.0,372.20001220703125,877092,2024-01-22
2024-01-29,382.54998779296875,382.54998779296875,423.0,371.45001220703125,385.5,2930416,2024-01-29
2024-02-05,424.54998779296875,424.54998779296875,498.0,383.6000061035156,384.0,9619935,2024-02-05
2024-02-12,491.54998779296875,491.54998779296875,528.7999877929688,360.1499938964844,430.75,10623992,2024-02-12
2024-02-19,508.70001220703125,508.70001220703125,577.3499755859375,488.20001220703125,491.54998779296875,8868513,2024-02-19
2024-02-26,483.70001220703125,483.70001220703125,514.75,455.0,510.0,2097567,2024-02-26
2024-03-04,447.95001220703125,447.95001220703125,504.0,438.04998779296875,495.45001220703125,940827,2024-03-04
2024-03-11,386.95001220703125,386.95001220703125,450.1499938964844,354.25,447.45001220703125,1632794,2024-03-11
2024-03-18,412.54998779296875,412.54998779296875,429.70001220703125,381.5,386.95001220703125,1530291,2024-03-18
2024-03-25,388.8999938964844,388.8999938964844,412.54998779296875,383.0,412.54998779296875,771667,2024-03-25
2024-04-01,442.54998779296875,442.54998779296875,464.79998779296875,389.95001220703125,390.0,1983230,2024-04-01
2024-04-08,448.54998779296875,448.54998779296875,472.0,442.0,444.95001220703125,1648616,2024-04-08
2024-04-15,420.45001220703125,420.45001220703125,441.6499938964844,410.1000061035156,430.0,845812,2024-04-15
2024-04-22,449.70001220703125,449.70001220703125,465.0,422.0,425.6000061035156,1406126,2024-04-22
2024-04-29,444.8999938964844,444.8999938964844,456.70001220703125,427.0,452.95001220703125,813172,2024-04-29
2024-05-06,408.3999938964844,408.3999938964844,473.75,391.75,454.95001220703125,2237636,2024-05-06
2024-05-13,460.1000061035156,460.1000061035156,467.3999938964844,395.0,408.20001220703125,1187085,2024-05-13
2024-05-20,456.5,456.5,498.0,442.3999938964844,445.1499938964844,3144129,2024-05-20
2024-05-27,426.1000061035156,426.1000061035156,473.6499938964844,416.0,459.8999938964844,1868974,2024-05-27
2024-06-03,423.3500061035156,423.3500061035156,457.0,369.0,440.0,1067548,2024-06-03
2024-06-10,461.6000061035156,461.6000061035156,495.0,415.3500061035156,430.0,4323778,2024-06-10
2024-06-17,459.04998779296875,459.04998779296875,474.0,449.70001220703125,461.6000061035156,1242699,2024-06-17
2024-06-24,448.0,448.0,491.20001220703125,442.6499938964844,459.0,2135901,2024-06-24
2024-07-01,469.45001220703125,469.45001220703125,488.54998779296875,448.0,456.45001220703125,1797096,2024-07-01
2024-07-08,466.25,466.25,511.70001220703125,451.20001220703125,473.8999938964844,2678719,2024-07-08
2024-07-15,443.6000061035156,443.6000061035156,485.1000061035156,441.8999938964844,466.25,966171,2024-07-15
2024-07-22,457.6000061035156,457.6000061035156,474.29998779296875,419.04998779296875,441.95001220703125,1277581,2024-07-22
2024-07-29,437.25,437.25,465.45001220703125,433.95001220703125,460.3500061035156,539095,2024-07-29
2024-08-05,418.6000061035156,418.6000061035156,430.0,403.1499938964844,430.0,595863,2024-08-05
2024-08-12,407.45001220703125,407.45001220703125,428.5,404.1000061035156,421.0,383104,2024-08-12
2024-08-19,417.8500061035156,417.8500061035156,438.0,407.70001220703125,407.70001220703125,433937,2024-08-19
2024-08-26,410.70001220703125,410.70001220703125,423.0,406.54998779296875,417.8500061035156,259982,2024-08-26
2024-09-02,398.6499938964844,398.6499938964844,429.8999938964844,396.3500061035156,410.8500061035156,308452,2024-09-02
2024-09-09,405.29998779296875,405.29998779296875,409.0,388.95001220703125,397.1000061035156,245184,2024-09-09
2024-09-16,382.6000061035156,382.6000061035156,406.1499938964844,372.1499938964844,405.0,262228,2024-09-16
2024-09-23,386.75,386.75,404.0,385.0,386.0,316663,2024-09-23
2024-09-30,372.0,372.0,405.54998779296875,369.20001220703125,388.8999938964844,338133,2024-09-30
2024-10-07,372.20001220703125,372.20001220703125,388.0,342.20001220703125,375.45001220703125,601095,2024-10-07
2024-10-14,365.25,365.25,385.0,355.25,374.04998779296875,179216,2024-10-14
2024-10-21,317.6499938964844,317.6499938964844,368.5,306.20001220703125,367.0,294145,2024-10-21
2024-10-28,335.1499938964844,335.1499938964844,352.45001220703125,318.04998779296875,319.95001220703125,348317,2024-10-28
2024-11-04,368.5,368.5,394.8999938964844,308.95001220703125,314.0,2847603,2024-11-04
2024-11-11,363.25,363.25,411.79998779296875,355.54998779296875,367.1000061035156,2664700,2024-11-11
2024-11-18,343.29998779296875,343.29998779296875,380.75,336.6000061035156,364.0,600362,2024-11-18
2024-11-25,372.3500061035156,372.3500061035156,378.0,343.3500061035156,345.0,670869,2024-11-25
2024-12-02,382.29998779296875,382.29998779296875,387.0,366.1499938964844,376.95001220703125,423763,2024-12-02
2024-12-09,373.1499938964844,373.1499938964844,394.25,367.04998779296875,384.3500061035156,266542,2024-12-09
2024-12-16,361.20001220703125,361.20001220703125,409.04998779296875,360.0,375.0,693792,2024-12-16
2024-12-23,355.6499938964844,355.6499938964844,391.0,355.0,365.0,421340,2024-12-23
2024-12-30,397.6000061035156,397.6000061035156,427.45001220703125,341.3500061035156,355.70001220703125,7307220,2024-12-30
2025-01-06,385.79998779296875,385.79998779296875,453.70001220703125,382.3500061035156,398.0,8305684,2025-01-06
2025-01-13,368.79998779296875,368.79998779296875,388.45001220703125,350.54998779296875,382.79998779296875,877583,2025-01-13
2025-01-20,338.8500061035156,338.8500061035156,377.20001220703125,337.0,371.25,438541,2025-01-20
2025-01-27,333.25,333.25,346.1000061035156,307.0,337.0,763523,2025-01-27
2025-02-03,320.79998779296875,320.79998779296875,335.0,315.0,331.45001220703125,356002,2025-02-03
2025-02-10,261.04998779296875,261.04998779296875,324.95001220703125,257.5,324.95001220703125,924798,2025-02-10
2025-02-17,255.60000610351562,255.60000610351562,277.04998779296875,246.1999969482422,260.0,616730,2025-02-17
2025-02-24,231.85000610351562,231.85000610351562,258.0,227.0500030517578,254.0,402447,2025-02-24
2025-03-03,258.95001220703125,258.95001220703125,275.80999755859375,216.22000122070312,233.5,734414,2025-03-03
2025-03-10,229.5399932861328,229.5399932861328,263.1400146484375,228.00999450683594,258.95001220703125,398806,2025-03-10
2025-03-17,252.0800018310547,252.0800018310547,258.29998779296875,226.1999969482422,229.0,518874,2025-03-17
2025-03-24,236.77000427246094,236.77000427246094,266.5,235.05999755859375,252.5,781732,2025-03-24
2025-03-31,232.4600067138672,232.4600067138672,252.22999572753906,227.5,236.77000427246094,450963,2025-03-31
2025-04-07,228.72999572753906,228.72999572753906,230.0,209.83999633789062,215.0,336920,2025-04-07
2025-04-14,245.72999572753906,245.72999572753906,249.38999938964844,228.72999572753906,228.72999572753906,266394,2025-04-14
2025-04-21,261.8699951171875,261.8699951171875,296.95001220703125,243.67999267578125,248.0,5659647,2025-04-21
2025-04-28,247.85000610351562,247.85000610351562,266.19000244140625,247.60000610351562,256.0,692300,2025-04-28
2025-05-05,235.5500030517578,235.5500030517578,254.89999389648438,229.1999969482422,244.3000030517578,343560,2025-05-05
2025-05-12,275.8999938964844,275.8999938964844,279.5,242.3000030517578,242.35000610351562,1488445,2025-05-12
2025-05-19,283.1499938964844,283.1499938964844,293.8999938964844,272.25,275.8999938964844,723380,2025-05-19
2025-05-26,304.54998779296875,304.54998779296875,323.95001220703125,277.79998779296875,283.79998779296875,2067044,2025-05-26
2025-06-02,315.70001220703125,315.70001220703125,335.5,296.0,300.54998779296875,4295224,2025-06-02
2025-06-09,300.95001220703125,300.95001220703125,321.95001220703125,295.04998779296875,317.5,610541,2025-06-09
2025-06-16,287.29998779296875,287.29998779296875,304.79998779296875,280.79998779296875,302.0,345243,2025-06-16
2025-06-23,299.5,299.5,302.8500061035156,280.29998779296875,282.1000061035156,682250,2025-06-23
2025-06-30,291.25,291.25,304.70001220703125,288.29998779296875,299.5,315396,2025-06-30
2025-07-07,288.04998779296875,288.04998779296875,294.75,285.79998779296875,291.25,199622,2025-07-07
2025-07-14,293.45001220703125,293.45001220703125,295.5,285.0,289.5,86828,2025-07-14
