Date,Adj Close_PLASTIBLEN.NS,Close_PLASTIBLEN.NS,High_PLASTIBLEN.NS,Low_PLASTIBLEN.NS,Open_PLASTIBLEN.NS,Volume_PLASTIBLEN.NS,Date
2025-04-14,185.1636505126953,187.33999633789062,187.8300018310547,176.0,176.0,42351,2025-04-14
2025-04-21,189.94741821289062,192.17999267578125,200.99000549316406,188.02000427246094,189.89999389648438,72678,2025-04-21
2025-04-28,182.09967041015625,184.24000549316406,200.9499969482422,182.19000244140625,192.47999572753906,59174,2025-04-28
2025-05-05,174.91412353515625,176.97000122070312,186.00999450683594,174.22000122070312,183.89999389648438,43051,2025-05-05
2025-05-12,193.06082153320312,195.3300018310547,196.0800018310547,179.97000122070312,183.8300018310547,61655,2025-05-12
2025-05-19,193.31781005859375,195.58999633789062,202.0,192.00999450683594,196.99000549316406,50022,2025-05-19
2025-05-26,214.33082580566406,216.85000610351562,228.3300018310547,191.35000610351562,196.57000732421875,304582,2025-05-26
2025-06-02,217.45411682128906,220.00999450683594,230.0,203.72999572753906,215.10000610351562,230106,2025-06-02
2025-06-09,201.86732482910156,204.24000549316406,227.0,201.05999755859375,222.5,136962,2025-06-09
2025-06-16,204.0911865234375,206.49000549316406,216.9499969482422,205.0,206.3000030517578,79736,2025-06-16
