Date,Adj Close_ESSENTIA.NS,Close_ESSENTIA.NS,High_ESSENTIA.NS,Low_ESSENTIA.NS,Open_ESSENTIA.NS,Volume_ESSENTIA.NS,Date
2024-11-25,3.0299999713897705,3.0299999713897705,3.109999895095825,2.9800000190734863,3.0,6946775,2024-11-25
2024-12-02,3.069999933242798,3.069999933242798,3.069999933242798,3.009999990463257,3.0399999618530273,4670857,2024-12-02
2024-12-09,3.3499999046325684,3.3499999046325684,3.700000047683716,3.1500000953674316,3.200000047683716,19188009,2024-12-09
2024-12-16,3.5999999046325684,3.5999999046325684,3.6700000762939453,3.299999952316284,3.4200000762939453,16509168,2024-12-16
2024-12-23,3.2699999809265137,3.2699999809265137,3.7200000286102295,3.2200000286102295,3.6700000762939453,7365556,2024-12-23
2024-12-30,3.3499999046325684,3.3499999046325684,3.5799999237060547,3.200000047683716,3.3299999237060547,7399828,2024-12-30
2025-01-06,2.9800000190734863,2.9800000190734863,3.390000104904175,2.950000047683716,3.359999895095825,8983119,2025-01-06
2025-01-13,3.1600000858306885,3.1600000858306885,3.309999942779541,2.8399999141693115,2.9800000190734863,8097583,2025-01-13
2025-01-20,2.869999885559082,2.869999885559082,3.200000047683716,2.8399999141693115,3.190000057220459,11157453,2025-01-20
2025-01-27,3.1500000953674316,3.1500000953674316,3.240000009536743,2.759999990463257,3.0999999046325684,18267040,2025-01-27
2025-02-03,3.0299999713897705,3.0299999713897705,3.200000047683716,2.9800000190734863,3.200000047683716,10585027,2025-02-03
2025-02-10,2.6500000953674316,2.6500000953674316,3.119999885559082,2.5,3.0899999141693115,13534889,2025-02-10
2025-02-17,2.690000057220459,2.690000057220459,2.799999952316284,2.5299999713897705,2.6700000762939453,14364294,2025-02-17
2025-02-24,2.450000047683716,2.450000047683716,2.7699999809265137,2.4200000762939453,2.680000066757202,9085408,2025-02-24
2025-03-03,2.6600000858306885,2.6600000858306885,2.740000009536743,2.259999990463257,2.4700000286102295,18097877,2025-03-03
2025-03-10,2.4100000858306885,2.4100000858306885,2.700000047683716,2.4000000953674316,2.680000066757202,8335041,2025-03-10
2025-03-17,2.4700000286102295,2.4700000286102295,2.609999895095825,2.25,2.4700000286102295,20015166,2025-03-17
2025-03-24,2.109999895095825,2.109999895095825,2.5299999713897705,2.0899999141693115,2.5,30917641,2025-03-24
2025-03-31,2.25,2.25,2.359999895095825,2.0199999809265137,2.109999895095825,13956102,2025-03-31
2025-04-07,2.240000009536743,2.240000009536743,2.309999942779541,2.009999990463257,2.0799999237060547,7470379,2025-04-07
2025-04-14,2.309999942779541,2.309999942779541,2.3499999046325684,2.240000009536743,2.299999952316284,6276371,2025-04-14
2025-04-21,2.3399999141693115,2.3399999141693115,2.609999895095825,2.2799999713897705,2.3399999141693115,16063275,2025-04-21
2025-04-28,2.2699999809265137,2.2699999809265137,2.4000000953674316,2.2100000381469727,2.4000000953674316,5544102,2025-04-28
2025-05-05,2.1500000953674316,2.1500000953674316,2.3299999237060547,2.069999933242798,2.25,11413705,2025-05-05
2025-05-12,2.4000000953674316,2.4000000953674316,2.4700000286102295,2.1700000762939453,2.1700000762939453,13708590,2025-05-12
2025-05-19,2.4000000953674316,2.4000000953674316,2.559999942779541,2.369999885559082,2.4200000762939453,13873032,2025-05-19
2025-05-26,2.2899999618530273,2.2899999618530273,2.4600000381469727,2.240000009536743,2.4100000858306885,13935574,2025-05-26
2025-06-02,2.240000009536743,2.240000009536743,2.3399999141693115,2.2300000190734863,2.2899999618530273,11268747,2025-06-02
2025-06-09,2.2899999618530273,2.2899999618530273,2.440000057220459,2.240000009536743,2.240000009536743,19616721,2025-06-09
2025-06-16,2.180000066757202,2.180000066757202,2.3399999141693115,2.119999885559082,2.299999952316284,14431850,2025-06-16
2025-06-23,2.200000047683716,2.200000047683716,2.2799999713897705,2.140000104904175,2.180000066757202,14654462,2025-06-23
2025-06-30,2.200000047683716,2.200000047683716,2.259999990463257,2.180000066757202,2.190000057220459,11924333,2025-06-30
2025-07-07,2.1600000858306885,2.1600000858306885,2.2300000190734863,2.1500000953674316,2.2200000286102295,8512154,2025-07-07
2025-07-14,2.1500000953674316,2.1500000953674316,2.180000066757202,2.140000104904175,2.180000066757202,3060115,2025-07-14
