Date,Adj Close_BAJAJCON.NS,Close_BAJAJCON.NS,High_BAJAJCON.NS,Low_BAJAJCON.NS,Open_BAJAJCON.NS,Volume_BAJAJCON.NS,Date
2021-01-04,195.28604125976562,220.39999389648438,232.8000030517578,215.10000610351562,217.89999389648438,2960994,2021-01-04
2021-01-11,193.3810272216797,218.25,229.3000030517578,216.5500030517578,223.0,1435012,2021-01-11
2021-01-18,195.0202178955078,220.10000610351562,230.0,215.1999969482422,216.6999969482422,2216292,2021-01-18
2021-01-25,185.4065399169922,209.25,222.0,205.5500030517578,222.0,1755683,2021-01-25
2021-02-01,229.1332550048828,258.6000061035156,284.0,209.0,209.25,23182076,2021-02-01
2021-02-08,216.9500274658203,244.85000610351562,269.0,239.0,267.75,17544123,2021-02-08
2021-02-15,228.79531860351562,252.35000610351562,259.70001220703125,233.5,246.3000030517578,9808883,2021-02-15
2021-02-22,220.13673400878906,242.8000030517578,258.6499938964844,241.39999389648438,251.14999389648438,4005524,2021-02-22
2021-03-01,223.89935302734375,246.9499969482422,253.75,242.60000610351562,245.35000610351562,2376980,2021-03-01
2021-03-08,244.7525177001953,269.95001220703125,284.70001220703125,246.75,248.85000610351562,10760036,2021-03-08
2021-03-15,243.9365234375,269.04998779296875,277.3999938964844,256.0,272.0,5807591,2021-03-15
2021-03-22,239.76588439941406,264.45001220703125,272.8999938964844,250.0,270.70001220703125,1782464,2021-03-22
2021-03-29,243.52853393554688,268.6000061035156,282.0,256.54998779296875,264.45001220703125,1824206,2021-03-29
2021-04-05,257.03778076171875,283.5,298.54998779296875,264.79998779296875,275.0,6917660,2021-04-05
2021-04-12,277.618896484375,306.20001220703125,313.29998779296875,267.6499938964844,280.0,8933803,2021-04-12
2021-04-19,260.9817199707031,287.8500061035156,324.0,282.3999938964844,299.0,10372521,2021-04-19
2021-04-26,254.27244567871094,280.45001220703125,294.0,271.0,289.75,3234458,2021-04-26
2021-05-03,242.44053649902344,267.3999938964844,283.8500061035156,264.0,280.8500061035156,3537907,2021-05-03
2021-05-10,251.05377197265625,276.8999938964844,282.8999938964844,266.5,266.5,3629709,2021-05-10
2021-05-17,252.64044189453125,278.6499938964844,288.95001220703125,270.3500061035156,279.8999938964844,5582038,2021-05-17
2021-05-24,260.0296630859375,286.79998779296875,296.75,277.54998779296875,279.95001220703125,6687802,2021-05-24
2021-05-31,265.9229736328125,293.29998779296875,296.0,283.3500061035156,287.95001220703125,3582917,2021-05-31
2021-06-07,268.3709716796875,296.0,307.79998779296875,294.0,295.8500061035156,5492817,2021-06-07
2021-06-14,273.3551940917969,297.5,302.95001220703125,285.3999938964844,298.3999938964844,4852532,2021-06-14
2021-06-21,260.62921142578125,283.6499938964844,302.95001220703125,283.0,291.6499938964844,2966594,2021-06-21
2021-06-28,262.6965637207031,285.8999938964844,292.5,283.8999938964844,284.70001220703125,1993800,2021-06-28
2021-07-05,272.6201171875,296.70001220703125,304.45001220703125,284.54998779296875,288.45001220703125,5317328,2021-07-05
2021-07-12,265.72882080078125,289.20001220703125,305.0,287.8999938964844,299.70001220703125,2919540,2021-07-12
2021-07-19,267.3827209472656,291.0,293.3500061035156,278.04998779296875,288.0,2290103,2021-07-19
2021-07-26,262.0534362792969,285.20001220703125,292.8999938964844,277.25,291.70001220703125,1675821,2021-07-26
2021-08-02,247.03036499023438,268.8500061035156,292.79998779296875,266.70001220703125,289.6000061035156,2700572,2021-08-02
2021-08-09,240.6444091796875,261.8999938964844,271.8999938964844,238.89999389648438,270.5,4384126,2021-08-09
2021-08-16,224.65660095214844,244.5,262.5,241.9499969482422,261.8999938964844,2066602,2021-08-16
2021-08-23,227.91847229003906,248.0500030517578,257.29998779296875,240.0500030517578,248.39999389648438,3086377,2021-08-23
2021-08-30,225.20791625976562,245.10000610351562,255.0,243.3000030517578,249.0,2963848,2021-08-30
2021-09-06,232.32891845703125,252.85000610351562,260.3999938964844,244.10000610351562,247.0,3411574,2021-09-06
2021-09-13,238.16357421875,259.20001220703125,265.0,250.0,253.5,3829315,2021-09-13
2021-09-20,236.41773986816406,257.29998779296875,264.45001220703125,250.0500030517578,259.0,2561798,2021-09-20
2021-09-27,232.88023376464844,253.4499969482422,260.0,250.5,259.3999938964844,2170658,2021-09-27
2021-10-04,232.42080688476562,252.9499969482422,264.29998779296875,252.0,255.8000030517578,2982430,2021-10-04
2021-10-11,238.48512268066406,259.54998779296875,270.0,253.0,254.3000030517578,3875563,2021-10-11
2021-10-18,216.1573028564453,235.25,264.75,230.8000030517578,263.70001220703125,4352577,2021-10-18
2021-10-25,212.52789306640625,231.3000030517578,237.5500030517578,227.89999389648438,235.0,1678488,2021-10-25
2021-11-01,208.76065063476562,227.1999969482422,236.5500030517578,219.0,232.10000610351562,3941991,2021-11-01
2021-11-08,195.2996368408203,212.5500030517578,230.5,211.60000610351562,230.4499969482422,3170635,2021-11-08
2021-11-15,183.9519500732422,200.1999969482422,214.75,199.14999389648438,213.60000610351562,3147177,2021-11-15
2021-11-22,177.47410583496094,193.14999389648438,202.1999969482422,186.14999389648438,202.0,4872762,2021-11-22
2021-11-29,166.40208435058594,181.10000610351562,194.0,179.4499969482422,191.10000610351562,3957328,2021-11-29
2021-12-06,184.41136169433594,200.6999969482422,202.25,181.0,182.5500030517578,6793754,2021-12-06
2021-12-13,184.96267700195312,201.3000030517578,207.5,197.10000610351562,202.5,5367659,2021-12-13
2021-12-20,182.20614624023438,198.3000030517578,204.75,192.1999969482422,200.0,3032010,2021-12-20
2021-12-27,181.93048095703125,198.0,202.5,195.0,198.3000030517578,1611637,2021-12-27
2022-01-03,177.61195373535156,193.3000030517578,201.0500030517578,191.89999389648438,198.0,2897693,2022-01-03
2022-01-10,178.5767364501953,194.35000610351562,199.5500030517578,192.3000030517578,195.0,3292816,2022-01-10
2022-01-17,170.53684997558594,185.60000610351562,196.8000030517578,185.0,196.0,3157793,2022-01-17
2022-01-24,165.52915954589844,180.14999389648438,186.0,177.0,185.0,2297418,2022-01-24
2022-01-31,165.43731689453125,180.0500030517578,189.89999389648438,178.89999389648438,182.89999389648438,3672383,2022-01-31
2022-02-07,158.77569580078125,172.8000030517578,181.5,172.10000610351562,180.8000030517578,2309493,2022-02-07
2022-02-14,162.49989318847656,172.89999389648438,175.5500030517578,162.35000610351562,171.64999389648438,3866784,2022-02-14
2022-02-21,151.22169494628906,160.89999389648438,171.9499969482422,152.10000610351562,171.9499969482422,2291046,2022-02-21
2022-02-28,152.49049377441406,162.25,165.8000030517578,156.60000610351562,157.0,1352632,2022-02-28
2022-03-07,153.9002685546875,163.75,166.9499969482422,157.25,161.4499969482422,2056858,2022-03-07
2022-03-14,151.17469787597656,160.85000610351562,164.89999389648438,157.75,163.75,2534655,2022-03-14
2022-03-21,147.60328674316406,157.0500030517578,161.9499969482422,156.60000610351562,161.5500030517578,2456742,2022-03-21
2022-03-28,157.65966796875,167.75,171.5,149.0,157.0500030517578,11920760,2022-03-28
2022-04-04,168.70289611816406,179.5,185.39999389648438,166.4499969482422,169.89999389648438,7495147,2022-04-04
2022-04-11,166.54122924804688,177.1999969482422,183.5,173.35000610351562,180.39999389648438,1317370,2022-04-11
2022-04-18,162.78184509277344,173.1999969482422,177.14999389648438,165.6999969482422,175.0,2057755,2022-04-18
2022-04-25,157.51870727539062,167.60000610351562,173.0,165.10000610351562,173.0,1358283,2022-04-25
2022-05-02,152.0675506591797,161.8000030517578,173.89999389648438,160.25,166.0,1573053,2022-05-02
2022-05-09,139.4735870361328,148.39999389648438,158.9499969482422,140.1999969482422,153.5500030517578,3520775,2022-05-09
2022-05-16,140.3194580078125,149.3000030517578,151.0,143.1999969482422,150.0,1712260,2022-05-16
2022-05-23,129.27622985839844,137.5500030517578,150.10000610351562,134.8000030517578,149.0,1791013,2022-05-23
2022-05-30,132.0957794189453,140.5500030517578,144.8000030517578,134.60000610351562,138.3000030517578,5313501,2022-05-30
2022-06-06,130.31005859375,138.64999389648438,140.6999969482422,136.3000030517578,140.3000030517578,1230962,2022-06-06
2022-06-13,123.73110961914062,131.64999389648438,137.85000610351562,129.1999969482422,137.39999389648438,1990169,2022-06-13
2022-06-20,127.25555419921875,135.39999389648438,137.0,129.0500030517578,131.6999969482422,1224452,2022-06-20
2022-06-27,128.99427795410156,137.25,143.5,136.0,137.0,1295567,2022-06-27
2022-07-04,134.96231079101562,143.60000610351562,146.5,137.0,137.0,5290202,2022-07-04
2022-07-11,152.96041870117188,162.75,167.14999389648438,142.3000030517578,143.39999389648438,8437942,2022-07-11
2022-07-18,149.34201049804688,158.89999389648438,164.5500030517578,158.10000610351562,163.0,3036824,2022-07-18
2022-07-25,156.7462921142578,162.64999389648438,164.6999969482422,154.35000610351562,159.35000610351562,2932680,2022-07-25
2022-08-01,155.58985900878906,161.4499969482422,173.89999389648438,157.6999969482422,165.0,6172781,2022-08-01
2022-08-08,158.72189331054688,164.6999969482422,167.5500030517578,160.5,161.89999389648438,1723888,2022-08-08
2022-08-15,159.01100158691406,165.0,168.9499969482422,162.5500030517578,164.6999969482422,1842972,2022-08-15
2022-08-22,155.44529724121094,161.3000030517578,165.85000610351562,157.10000610351562,164.5,1953328,2022-08-22
2022-08-29,155.63803100585938,161.5,165.39999389648438,157.5500030517578,158.10000610351562,1324039,2022-08-29
2022-09-05,155.39710998535156,161.25,163.9499969482422,159.89999389648438,162.3000030517578,1347119,2022-09-05
2022-09-12,153.66244506835938,159.4499969482422,170.5500030517578,158.14999389648438,162.8000030517578,3115512,2022-09-12
2022-09-19,153.6142578125,159.39999389648438,165.25,158.1999969482422,160.0,1726332,2022-09-19
2022-09-26,150.33767700195312,156.0,160.0,153.10000610351562,158.9499969482422,991455,2022-09-26
2022-10-03,152.36146545410156,158.10000610351562,161.25,153.60000610351562,156.8000030517578,751089,2022-10-03
2022-10-10,146.77198791503906,152.3000030517578,158.0500030517578,151.5,158.0,924057,2022-10-10
2022-10-17,144.89276123046875,150.35000610351562,154.10000610351562,145.5500030517578,152.8000030517578,1915162,2022-10-17
2022-10-24,147.25381469726562,152.8000030517578,156.35000610351562,150.39999389648438,151.4499969482422,566427,2022-10-24
2022-10-31,152.0723419189453,157.8000030517578,161.9499969482422,152.8000030517578,153.5500030517578,1559814,2022-10-31
2022-11-07,150.86770629882812,156.5500030517578,167.1999969482422,151.85000610351562,158.60000610351562,3225448,2022-11-07
2022-11-14,152.93968200683594,158.6999969482422,163.8000030517578,154.60000610351562,157.1999969482422,1272323,2022-11-14
2022-11-21,152.31326293945312,158.0500030517578,160.4499969482422,155.25,159.35000610351562,796735,2022-11-21
2022-11-28,163.15493774414062,169.3000030517578,171.3000030517578,157.25,158.0,4006971,2022-11-28
2022-12-05,173.1774444580078,179.6999969482422,184.64999389648438,169.3000030517578,171.0,10585661,2022-12-05
2022-12-12,161.80572509765625,167.89999389648438,180.8000030517578,166.0,180.0,2766560,2022-12-12
2022-12-19,155.10800170898438,160.9499969482422,172.89999389648438,158.10000610351562,168.8000030517578,2991715,2022-12-19
2022-12-26,160.26382446289062,166.3000030517578,168.14999389648438,159.64999389648438,160.60000610351562,1114828,2022-12-26
2023-01-02,166.47970581054688,172.75,175.25,166.3000030517578,166.3000030517578,1935886,2023-01-02
2023-01-09,167.20248413085938,173.5,175.9499969482422,172.25,173.0,1026254,2023-01-09
2023-01-16,168.21437072753906,174.5500030517578,175.39999389648438,172.5,173.5,995510,2023-01-16
2023-01-23,163.34767150878906,169.5,175.1999969482422,167.14999389648438,175.0,941004,2023-01-23
2023-01-30,162.0948486328125,168.1999969482422,172.0,166.0500030517578,169.1999969482422,1303171,2023-01-30
2023-02-06,161.0347900390625,167.10000610351562,169.5500030517578,166.14999389648438,168.14999389648438,714496,2023-02-06
2023-02-13,160.07107543945312,166.10000610351562,168.0,163.5500030517578,168.0,779090,2023-02-13
2023-02-20,161.90211486816406,168.0,168.9499969482422,164.60000610351562,166.4499969482422,742076,2023-02-20
2023-02-27,154.9634552001953,160.8000030517578,168.14999389648438,157.0,167.0,1513028,2023-02-27
2023-03-06,155.7344207763672,161.60000610351562,163.9499969482422,160.0500030517578,160.75,711245,2023-03-06
2023-03-13,151.3495635986328,157.0500030517578,163.10000610351562,154.85000610351562,161.5,928845,2023-03-13
2023-03-20,150.00038146972656,155.64999389648438,157.8000030517578,151.0,157.0500030517578,1091022,2023-03-20
2023-03-27,146.43467712402344,151.9499969482422,155.60000610351562,151.5,155.10000610351562,1435810,2023-03-27
2023-04-03,147.88023376464844,153.4499969482422,155.0,152.0500030517578,152.6999969482422,489014,2023-04-03
2023-04-10,151.49411010742188,157.1999969482422,158.64999389648438,150.89999389648438,154.25,757617,2023-04-10
2023-04-17,148.50665283203125,154.10000610351562,158.64999389648438,153.85000610351562,158.0,577696,2023-04-17
2023-04-24,152.4096221923828,158.14999389648438,159.6999969482422,152.6999969482422,154.8000030517578,1080130,2023-04-24
2023-05-01,168.26255798339844,174.60000610351562,181.75,158.10000610351562,158.14999389648438,7886803,2023-05-01
2023-05-08,166.57606506347656,172.85000610351562,178.0,169.64999389648438,177.5,1804372,2023-05-08
2023-05-15,174.38206481933594,180.9499969482422,183.1999969482422,172.0500030517578,172.85000610351562,3566380,2023-05-15
2023-05-22,176.35765075683594,183.0,189.6999969482422,179.0,181.0,4906924,2023-05-22
2023-05-29,181.5616455078125,188.39999389648438,192.5,180.89999389648438,184.0,4299843,2023-05-29
2023-06-05,178.9114532470703,185.64999389648438,190.9499969482422,183.0,189.0,2124215,2023-06-05
2023-06-12,177.12863159179688,183.8000030517578,188.25,182.5,185.64999389648438,1324114,2023-06-12
2023-06-19,180.4051971435547,187.1999969482422,199.6999969482422,183.10000610351562,184.6999969482422,7307124,2023-06-19
2023-06-26,186.76565551757812,193.8000030517578,196.39999389648438,187.8000030517578,188.0,2919098,2023-06-26
2023-07-03,187.48841857910156,194.5500030517578,202.0,188.1999969482422,193.0,4186127,2023-07-03
2023-07-10,188.78941345214844,195.89999389648438,198.5500030517578,192.0,194.64999389648438,1642884,2023-07-10
2023-07-17,204.64234924316406,212.35000610351562,214.10000610351562,196.5500030517578,200.0,5841485,2023-07-17
2023-07-24,203.48590087890625,211.14999389648438,213.39999389648438,206.5500030517578,212.6999969482422,2136383,2023-07-24
2023-07-31,217.84507751464844,226.0500030517578,227.89999389648438,212.0,212.3000030517578,5181174,2023-07-31
2023-08-07,226.8592987060547,230.0500030517578,237.75,219.5500030517578,226.89999389648438,6564785,2023-08-07
2023-08-14,240.6651153564453,244.0500030517578,256.6000061035156,228.0500030517578,230.0500030517578,5762905,2023-08-14
2023-08-21,248.15969848632812,251.64999389648438,256.0,238.14999389648438,245.85000610351562,3500693,2023-08-21
2023-08-28,253.82994079589844,257.3999938964844,262.3999938964844,247.1999969482422,251.9499969482422,4229755,2023-08-28
2023-09-04,238.3477020263672,241.6999969482422,261.0,240.75,257.45001220703125,2797269,2023-09-04
2023-09-11,229.96559143066406,233.1999969482422,249.8000030517578,231.89999389648438,242.85000610351562,2423335,2023-09-11
2023-09-18,228.93016052246094,232.14999389648438,237.14999389648438,226.5,232.9499969482422,1475577,2023-09-18
2023-09-25,222.07655334472656,225.1999969482422,234.5500030517578,222.0,231.60000610351562,1538419,2023-09-25
2023-10-02,228.4370880126953,231.64999389648438,234.4499969482422,224.85000610351562,225.1999969482422,1241809,2023-10-02
2023-10-09,231.93785095214844,235.1999969482422,242.35000610351562,217.5,226.8000030517578,3792683,2023-10-09
2023-10-16,235.29071044921875,238.60000610351562,250.9499969482422,230.35000610351562,236.0,2964025,2023-10-16
2023-10-23,236.67127990722656,240.0,256.0,226.4499969482422,238.5,9278328,2023-10-23
2023-10-30,231.98716735839844,235.25,245.1999969482422,230.10000610351562,238.35000610351562,1474964,2023-10-30
2023-11-06,222.91476440429688,226.0500030517578,242.8000030517578,218.39999389648438,236.5,3424050,2023-11-06
2023-11-13,222.5203094482422,225.64999389648438,228.8000030517578,220.0,227.6999969482422,2105131,2023-11-13
2023-11-20,219.90707397460938,223.0,227.5,220.60000610351562,227.4499969482422,1318197,2023-11-20
2023-11-27,218.47718811035156,221.5500030517578,227.1999969482422,220.0500030517578,223.0,1304278,2023-11-27
2023-12-04,215.76531982421875,218.8000030517578,228.25,217.60000610351562,223.1999969482422,2194086,2023-12-04
2023-12-11,217.49105834960938,220.5500030517578,222.3000030517578,213.5,219.39999389648438,1850638,2023-12-11
2023-12-18,211.67288208007812,214.64999389648438,222.0,212.0,220.5500030517578,1767622,2023-12-18
2023-12-25,216.55422973632812,219.60000610351562,226.60000610351562,206.39999389648438,214.64999389648438,4048454,2023-12-25
2024-01-01,224.3446502685547,227.5,230.9499969482422,220.14999389648438,220.89999389648438,3533720,2024-01-01
2024-01-08,223.1613006591797,226.3000030517578,232.1999969482422,224.75,227.5,2092627,2024-01-08
2024-01-15,218.7730255126953,221.85000610351562,228.1999969482422,215.35000610351562,227.39999389648438,1652357,2024-01-15
2024-01-22,213.74375915527344,216.75,222.89999389648438,212.6999969482422,221.85000610351562,1012251,2024-01-22
2024-01-29,218.37857055664062,221.4499969482422,224.9499969482422,213.85000610351562,217.89999389648438,1538547,2024-01-29
2024-02-05,209.30616760253906,212.25,225.9499969482422,211.10000610351562,223.0,2725532,2024-02-05
2024-02-12,209.10894775390625,212.0500030517578,218.1999969482422,199.75,213.39999389648438,2214909,2024-02-12
2024-02-19,239.3000030517578,239.3000030517578,249.0,212.10000610351562,212.10000610351562,11175621,2024-02-19
2024-02-26,238.6999969482422,238.6999969482422,250.85000610351562,232.60000610351562,239.25,5576835,2024-02-26
2024-03-04,227.60000610351562,227.60000610351562,240.0,225.0500030517578,240.0,1326728,2024-03-04
2024-03-11,213.4499969482422,213.4499969482422,229.39999389648438,205.5,228.89999389648438,1711763,2024-03-11
2024-03-18,219.10000610351562,219.10000610351562,223.60000610351562,212.1999969482422,213.75,954568,2024-03-18
2024-03-25,212.0500030517578,212.0500030517578,219.10000610351562,211.10000610351562,219.10000610351562,703196,2024-03-25
2024-04-01,230.75,230.75,244.0,213.0500030517578,215.9499969482422,2492008,2024-04-01
2024-04-08,228.5,228.5,232.64999389648438,225.0,232.0500030517578,1066975,2024-04-08
2024-04-15,225.64999389648438,225.64999389648438,231.6999969482422,218.5,218.5,944389,2024-04-15
2024-04-22,230.10000610351562,230.10000610351562,233.60000610351562,224.0,228.0500030517578,1627676,2024-04-22
2024-04-29,253.85000610351562,253.85000610351562,259.3999938964844,231.3000030517578,233.0,6718349,2024-04-29
2024-05-06,244.9499969482422,244.9499969482422,271.0,236.0,258.0,10956028,2024-05-06
2024-05-13,241.6999969482422,241.6999969482422,245.89999389648438,233.89999389648438,245.0500030517578,1987098,2024-05-13
2024-05-20,239.0,239.0,246.64999389648438,237.39999389648438,242.85000610351562,1327882,2024-05-20
2024-05-27,230.0500030517578,230.0500030517578,241.25,229.8000030517578,240.0,1473982,2024-05-27
2024-06-03,254.1999969482422,254.1999969482422,255.89999389648438,220.0,234.0,4450282,2024-06-03
2024-06-10,263.4800109863281,263.4800109863281,268.0,255.0,257.3999938964844,4175092,2024-06-10
2024-06-17,269.57000732421875,269.57000732421875,274.45001220703125,258.739990234375,263.4800109863281,5245905,2024-06-17
2024-06-24,263.92999267578125,263.92999267578125,273.3999938964844,258.04998779296875,271.5799865722656,1954167,2024-06-24
2024-07-01,263.75,263.75,275.0,261.20001220703125,268.0,2452729,2024-07-01
2024-07-08,266.95001220703125,266.95001220703125,281.25,264.79998779296875,265.0,4000565,2024-07-08
2024-07-15,269.75,269.75,286.8999938964844,263.29998779296875,266.95001220703125,4977922,2024-07-15
2024-07-22,275.1499938964844,275.1499938964844,281.25,258.04998779296875,268.8999938964844,2488432,2024-07-22
2024-07-29,263.3999938964844,263.3999938964844,278.8999938964844,258.25,275.95001220703125,2616632,2024-07-29
2024-08-05,271.25,271.25,284.0,255.14999389648438,259.0,6549783,2024-08-05
2024-08-12,273.75,273.75,279.8500061035156,257.3500061035156,266.0,3364921,2024-08-12
2024-08-19,272.45001220703125,272.45001220703125,286.0,271.29998779296875,273.75,3607830,2024-08-19
2024-08-26,264.04998779296875,264.04998779296875,275.8999938964844,262.1000061035156,275.79998779296875,1260135,2024-08-26
2024-09-02,268.75,268.75,288.95001220703125,262.25,265.0,4004611,2024-09-02
2024-09-09,266.3500061035156,266.3500061035156,273.95001220703125,260.6000061035156,269.5,1417491,2024-09-09
2024-09-16,256.20001220703125,256.20001220703125,269.0,247.0,269.0,1497449,2024-09-16
2024-09-23,249.0500030517578,249.0500030517578,258.1000061035156,244.60000610351562,256.29998779296875,1433213,2024-09-23
2024-09-30,240.22000122070312,240.22000122070312,251.25,234.52999877929688,251.25,1409789,2024-09-30
2024-10-07,229.99000549316406,229.99000549316406,241.3000030517578,227.27999877929688,240.1999969482422,1694087,2024-10-07
2024-10-14,228.97999572753906,228.97999572753906,238.08999633789062,223.10000610351562,230.9499969482422,1563960,2024-10-14
2024-10-21,220.19000244140625,220.19000244140625,228.0,212.72999572753906,228.0,1741658,2024-10-21
2024-10-28,231.4199981689453,231.4199981689453,232.7899932861328,215.25999450683594,220.19000244140625,856119,2024-10-28
2024-11-04,226.33999633789062,226.33999633789062,236.39999389648438,222.00999450683594,229.32000732421875,992544,2024-11-04
2024-11-11,210.2899932861328,210.2899932861328,225.3000030517578,200.10000610351562,223.0,2701678,2024-11-11
2024-11-18,203.4600067138672,203.4600067138672,211.80999755859375,202.10000610351562,210.2899932861328,811790,2024-11-18
2024-11-25,210.35000610351562,210.35000610351562,214.89999389648438,204.42999267578125,208.89999389648438,930267,2024-11-25
2024-12-02,203.60000610351562,203.60000610351562,217.0500030517578,200.6999969482422,210.35000610351562,2614800,2024-12-02
2024-12-09,214.49000549316406,214.49000549316406,233.0,204.3800048828125,204.3800048828125,4375099,2024-12-09
2024-12-16,202.50999450683594,202.50999450683594,218.92999267578125,201.0,214.8000030517578,2781088,2024-12-16
2024-12-23,201.30999755859375,201.30999755859375,208.72000122070312,199.0,204.0500030517578,1201029,2024-12-23
2024-12-30,203.99000549316406,203.99000549316406,205.86000061035156,195.2100067138672,202.05999755859375,974835,2024-12-30
2025-01-06,190.6699981689453,190.6699981689453,204.5,190.0,203.85000610351562,1598471,2025-01-06
2025-01-13,188.24000549316406,188.24000549316406,190.88999938964844,183.0500030517578,190.60000610351562,1136720,2025-01-13
2025-01-20,183.33999633789062,183.33999633789062,191.74000549316406,182.39999389648438,189.38999938964844,830375,2025-01-20
2025-01-27,188.2899932861328,188.2899932861328,191.66000366210938,175.33999633789062,183.33999633789062,1934680,2025-01-27
2025-02-03,185.22000122070312,185.22000122070312,192.75999450683594,184.0500030517578,189.64999389648438,1472498,2025-02-03
2025-02-10,172.9600067138672,172.9600067138672,188.97000122070312,171.3000030517578,185.22000122070312,1334571,2025-02-10
2025-02-17,161.57000732421875,161.57000732421875,173.5,158.91000366210938,172.5,2116766,2025-02-17
2025-02-24,155.5399932861328,155.5399932861328,166.64999389648438,154.6999969482422,161.57000732421875,1095692,2025-02-24
2025-03-03,165.5800018310547,165.5800018310547,167.22000122070312,152.0,153.4499969482422,1706729,2025-03-03
2025-03-10,158.80999755859375,158.80999755859375,167.75999450683594,158.02000427246094,166.75,1465624,2025-03-10
2025-03-17,164.07000732421875,164.07000732421875,167.27999877929688,156.16000366210938,159.05999755859375,1537681,2025-03-17
2025-03-24,157.25,157.25,170.9600067138672,155.89999389648438,165.0,3952100,2025-03-24
2025-03-31,163.47000122070312,163.47000122070312,169.60000610351562,157.25,157.25,1223000,2025-03-31
2025-04-07,169.47999572753906,169.47999572753906,174.0,151.0,151.0,1275435,2025-04-07
2025-04-14,173.8300018310547,173.8300018310547,176.8000030517578,169.47999572753906,169.47999572753906,814194,2025-04-14
2025-04-21,170.49000549316406,170.49000549316406,178.0,168.11000061035156,174.9499969482422,1260884,2025-04-21
2025-04-28,166.64999389648438,166.64999389648438,171.99000549316406,165.0,168.5,711419,2025-04-28
2025-05-05,162.0,162.0,183.4499969482422,161.39999389648438,167.0,6160210,2025-05-05
2025-05-12,169.00999450683594,169.00999450683594,170.99000549316406,165.35000610351562,166.0,2955077,2025-05-12
2025-05-19,172.2100067138672,172.2100067138672,176.8000030517578,169.08999633789062,169.8800048828125,1745156,2025-05-19
2025-05-26,174.9600067138672,174.9600067138672,183.77000427246094,172.02999877929688,172.5,2964556,2025-05-26
2025-06-02,174.0500030517578,174.0500030517578,179.69000244140625,172.83999633789062,175.0,1408233,2025-06-02
2025-06-09,177.36000061035156,177.36000061035156,184.35000610351562,172.10000610351562,174.0500030517578,2155462,2025-06-09
2025-06-16,169.25,169.25,177.52000427246094,168.25,176.9499969482422,947193,2025-06-16
2025-06-23,205.8000030517578,205.8000030517578,216.9600067138672,168.27000427246094,168.99000549316406,40202259,2025-06-23
2025-06-30,220.8699951171875,220.8699951171875,235.0,205.80999755859375,208.08999633789062,19184427,2025-06-30
