Date,Adj Close_VAISHALI.NS,Close_VAISHALI.NS,High_VAISHALI.NS,Low_VAISHALI.NS,Open_VAISHALI.NS,Volume_VAISHALI.NS,Date
2025-03-10,12.119999885559082,12.119999885559082,13.899999618530273,11.899999618530273,13.899999618530273,1390383,2025-03-10
2025-03-17,12.359999656677246,12.359999656677246,12.979999542236328,11.649999618530273,12.449999809265137,1674062,2025-03-17
2025-03-24,12.579999923706055,12.579999923706055,12.579999923706055,10.300000190734863,12.359999656677246,5613474,2025-03-24
2025-03-31,12.289999961853027,12.289999961853027,13.84000015258789,11.359999656677246,12.579999923706055,5256417,2025-03-31
2025-04-07,12.210000038146973,12.210000038146973,13.329999923706055,11.0,11.720000267028809,2026523,2025-04-07
2025-04-14,12.109999656677246,12.109999656677246,12.779999732971191,12.010000228881836,12.210000038146973,853809,2025-04-14
2025-04-21,13.720000267028809,13.720000267028809,15.239999771118164,12.109999656677246,12.109999656677246,7051158,2025-04-21
2025-04-28,12.420000076293945,12.420000076293945,14.710000038146973,12.109999656677246,13.859999656677246,4274445,2025-04-28
2025-05-05,11.399999618530273,11.399999618530273,13.149999618530273,10.899999618530273,12.25,4576845,2025-05-05
2025-05-12,12.720000267028809,12.720000267028809,13.390000343322754,11.59000015258789,11.649999618530273,6200863,2025-05-12
2025-05-19,13.079999923706055,13.079999923706055,13.420000076293945,12.59000015258789,12.899999618530273,3250912,2025-05-19
2025-05-26,12.6899995803833,12.6899995803833,13.319999694824219,12.5,13.199999809265137,1557352,2025-05-26
2025-06-02,12.819999694824219,12.819999694824219,13.149999618530273,12.130000114440918,12.6899995803833,1858568,2025-06-02
2025-06-09,12.979999542236328,12.979999542236328,13.5,12.260000228881836,12.890000343322754,4133432,2025-06-09
2025-06-16,12.460000038146973,12.460000038146973,13.170000076293945,12.220000267028809,13.0,1870432,2025-06-16
2025-06-23,11.539999961853027,11.539999961853027,12.539999961853027,10.90999984741211,12.460000038146973,3662724,2025-06-23
2025-06-30,11.430000305175781,11.430000305175781,12.0,11.270000457763672,11.550000190734863,3569986,2025-06-30
2025-07-07,12.760000228881836,12.760000228881836,13.119999885559082,11.479999542236328,11.479999542236328,4081616,2025-07-07
2025-07-14,12.539999961853027,12.539999961853027,12.8100004196167,12.069999694824219,12.399999618530273,1528184,2025-07-14
