Date,Adj Close_SUNTV.NS,Close_SUNTV.NS,High_SUNTV.NS,Low_SUNTV.NS,Open_SUNTV.NS,Volume_SUNTV.NS,Date
2021-08-16,433.1263427734375,482.8999938964844,529.7999877929688,478.0,525.5999755859375,5284315,2021-08-16
2021-08-23,432.9021301269531,482.6499938964844,504.29998779296875,471.0,482.5,9017631,2021-08-23
2021-08-30,443.4765319824219,490.6000061035156,507.79998779296875,479.04998779296875,487.79998779296875,7869190,2021-08-30
2021-09-06,444.2449951171875,491.45001220703125,497.0,479.29998779296875,495.25,4023257,2021-09-06
2021-09-13,445.7815856933594,493.1499938964844,525.4500122070312,486.0,493.0,11588687,2021-09-13
2021-09-20,461.871826171875,510.95001220703125,534.0,478.6000061035156,492.5,15167036,2021-09-20
2021-09-27,470.9113464355469,520.9500122070312,529.5999755859375,494.0,514.75,11783673,2021-09-27
2021-10-04,487.046875,538.7999877929688,563.5499877929688,515.2999877929688,521.75,16197630,2021-10-04
2021-10-11,501.1934814453125,554.4500122070312,560.1500244140625,530.5,545.2000122070312,5294123,2021-10-11
2021-10-18,497.6230773925781,550.5,568.0,536.0,567.3499755859375,11043858,2021-10-18
2021-10-25,507.11444091796875,561.0,576.5,540.0,549.6500244140625,16492309,2021-10-25
2021-11-01,549.193115234375,607.5499877929688,611.0499877929688,561.0,565.0,13775332,2021-11-01
2021-11-08,508.3348693847656,562.3499755859375,612.0,555.2000122070312,612.0,10804752,2021-11-08
2021-11-15,489.1572570800781,538.75,569.5499877929688,533.0,563.9500122070312,3761623,2021-11-15
2021-11-22,475.1294860839844,523.2999877929688,546.7000122070312,517.6500244140625,539.9000244140625,8249498,2021-11-22
2021-11-29,479.3968200683594,528.0,539.5499877929688,506.0,518.2000122070312,4648734,2021-11-29
2021-12-06,499.82574462890625,550.5,553.5,522.4500122070312,529.0,5827862,2021-12-06
2021-12-13,468.7284240722656,516.25,555.0,508.70001220703125,555.0,3986586,2021-12-13
2021-12-20,446.48370361328125,491.75,511.45001220703125,483.29998779296875,511.1000061035156,4705949,2021-12-20
2021-12-27,454.0650634765625,500.1000061035156,501.6000061035156,484.0,491.0,3801478,2021-12-27
2022-01-03,459.8305358886719,506.45001220703125,516.5499877929688,498.70001220703125,500.0,4003361,2022-01-03
2022-01-10,469.6363830566406,517.25,524.75,508.04998779296875,509.1000061035156,3381836,2022-01-10
2022-01-17,449.47991943359375,495.04998779296875,519.0999755859375,492.0,517.25,2499981,2022-01-17
2022-01-24,447.5732116699219,492.95001220703125,501.6000061035156,465.54998779296875,490.70001220703125,4094066,2022-01-24
2022-01-31,458.922607421875,505.45001220703125,518.9000244140625,492.5,496.04998779296875,3129185,2022-01-31
2022-02-07,470.18115234375,517.8499755859375,539.7999877929688,493.75,503.20001220703125,10244242,2022-02-07
2022-02-14,440.763671875,485.45001220703125,529.5999755859375,484.0,509.95001220703125,7872334,2022-02-14
2022-02-21,405.9662170410156,444.8999938964844,488.70001220703125,425.29998779296875,484.5,5819600,2022-02-21
2022-02-28,398.9857177734375,437.25,464.5,432.8500061035156,440.0,4180309,2022-02-28
2022-03-07,415.182373046875,455.0,470.0,425.0,433.79998779296875,6199062,2022-03-07
2022-03-14,428.27655029296875,469.3500061035156,478.75,448.25,458.0,4929777,2022-03-14
2022-03-21,431.4814453125,467.70001220703125,481.1499938964844,455.0,479.0,9841263,2022-03-21
2022-03-28,459.8040771484375,498.3999938964844,502.75,461.25,470.0,6654325,2022-03-28
2022-04-04,472.9967346191406,512.7000122070312,515.0,494.75,500.0,5066996,2022-04-04
2022-04-11,469.9983215332031,509.45001220703125,540.0,507.3999938964844,513.0,6269714,2022-04-11
2022-04-18,459.296630859375,497.8500061035156,515.5,493.6000061035156,505.0,3709469,2022-04-18
2022-04-25,445.0892333984375,482.45001220703125,504.0,481.0,494.95001220703125,2820974,2022-04-25
2022-05-02,417.9198303222656,453.0,487.1000061035156,450.29998779296875,479.95001220703125,2116238,2022-05-02
2022-05-09,378.20361328125,409.95001220703125,457.1000061035156,408.6499938964844,450.5,2364840,2022-05-09
2022-05-16,404.404296875,438.3500061035156,442.54998779296875,402.95001220703125,414.75,3860370,2022-05-16
2022-05-23,391.8113708496094,424.70001220703125,442.29998779296875,405.29998779296875,432.0,4531158,2022-05-23
2022-05-30,397.9464111328125,431.3500061035156,449.6499938964844,422.70001220703125,423.79998779296875,5151117,2022-05-30
2022-06-06,401.77496337890625,435.5,443.8999938964844,416.0,431.1499938964844,2711355,2022-06-06
2022-06-13,399.5147399902344,433.04998779296875,438.0,404.1499938964844,432.8999938964844,10565865,2022-06-13
2022-06-20,382.8163757324219,414.95001220703125,453.0,402.54998779296875,432.0,10741750,2022-06-20
2022-06-27,390.01239013671875,422.75,425.70001220703125,408.5,420.0,8247011,2022-06-27
2022-07-04,396.2857666015625,429.54998779296875,441.8500061035156,412.5,425.70001220703125,4633331,2022-07-04
2022-07-11,385.8608093261719,418.25,438.45001220703125,415.0,426.6000061035156,2705022,2022-07-11
2022-07-18,407.1719970703125,441.3500061035156,442.5,420.1000061035156,420.1000061035156,4605719,2022-07-18
2022-07-25,435.6329650878906,472.20001220703125,482.0,438.0,440.54998779296875,8299760,2022-07-25
2022-08-01,435.0794677734375,471.6000061035156,479.1499938964844,458.1000061035156,472.20001220703125,4436429,2022-08-01
2022-08-08,440.2457275390625,477.20001220703125,486.1499938964844,461.1000061035156,470.0,3256382,2022-08-08
2022-08-15,448.3182067871094,485.95001220703125,500.95001220703125,477.20001220703125,477.20001220703125,6985977,2022-08-15
2022-08-22,467.7842102050781,507.04998779296875,523.4500122070312,482.45001220703125,488.20001220703125,14062674,2022-08-22
2022-08-29,483.3191223144531,518.6500244140625,531.7000122070312,490.0,490.0,6321391,2022-08-29
2022-09-05,475.7242736816406,510.5,522.5999755859375,505.8999938964844,518.0,3192298,2022-09-05
2022-09-12,472.6956481933594,507.25,538.0,502.75,512.0,6372059,2022-09-12
2022-09-19,472.9751892089844,507.54998779296875,526.9000244140625,503.20001220703125,507.29998779296875,5219114,2022-09-19
2022-09-26,474.1866760253906,508.8500061035156,517.0,486.0,505.6000061035156,4420696,2022-09-26
2022-10-03,503.6806335449219,540.5,542.7000122070312,502.0,511.3999938964844,5001106,2022-10-03
2022-10-10,499.44061279296875,535.9500122070312,551.0,519.2999877929688,532.1500244140625,6587174,2022-10-10
2022-10-17,490.6343078613281,526.5,544.5,524.25,531.7000122070312,3410312,2022-10-17
2022-10-24,482.66680908203125,517.9500122070312,532.7000122070312,516.9500122070312,529.9000244140625,2112948,2022-10-24
2022-10-31,515.1427001953125,552.7999877929688,556.9000244140625,517.0,520.5499877929688,6650721,2022-10-31
2022-11-07,513.5584716796875,551.0999755859375,568.5,545.7999877929688,555.0,3743742,2022-11-07
2022-11-14,446.5098876953125,479.1499938964844,544.0,474.29998779296875,544.0,9837624,2022-11-14
2022-11-21,456.48614501953125,486.04998779296875,501.0,473.20001220703125,481.0,6357395,2022-11-21
2022-11-28,461.7455749511719,491.6499938964844,501.5,484.1499938964844,487.95001220703125,6427245,2022-11-28
2022-12-05,466.15972900390625,496.3500061035156,507.3999938964844,488.6499938964844,495.0,4527885,2022-12-05
2022-12-12,469.2120666503906,499.6000061035156,514.4500122070312,493.3500061035156,497.70001220703125,3637504,2022-12-12
2022-12-19,454.2321472167969,483.6499938964844,520.5,481.25,500.25,4752755,2022-12-19
2022-12-26,457.04974365234375,486.6499938964844,498.95001220703125,478.0,481.54998779296875,2369586,2022-12-26
2023-01-02,450.75726318359375,479.95001220703125,491.5,475.1000061035156,488.95001220703125,2403477,2023-01-02
2023-01-09,451.6964416503906,480.95001220703125,484.0,466.20001220703125,481.0,3749601,2023-01-09
2023-01-16,455.1243896484375,484.6000061035156,488.95001220703125,478.70001220703125,483.3999938964844,1567130,2023-01-16
2023-01-23,424.8829650878906,452.3999938964844,491.5,445.0,484.25,2777029,2023-01-23
2023-01-30,419.2478332519531,446.3999938964844,471.0,441.5,451.0,2724200,2023-01-30
2023-02-06,433.2886047363281,461.3500061035156,470.04998779296875,439.1000061035156,440.04998779296875,2194620,2023-02-06
2023-02-13,426.7143249511719,454.3500061035156,461.3999938964844,444.20001220703125,459.0,1817455,2023-02-13
2023-02-20,410.0902099609375,433.1000061035156,455.8500061035156,430.8999938964844,451.54998779296875,1998265,2023-02-20
2023-02-27,416.15020751953125,439.5,445.04998779296875,424.3500061035156,434.6499938964844,1748350,2023-02-27
2023-03-06,413.6883239746094,436.8999938964844,447.6000061035156,434.0,441.70001220703125,2170321,2023-03-06
2023-03-13,408.71728515625,431.6499938964844,439.54998779296875,419.04998779296875,439.1000061035156,2159863,2023-03-13
2023-03-20,396.40789794921875,418.6499938964844,439.6000061035156,416.5,430.0,1863133,2023-03-20
2023-03-27,396.03509521484375,415.8500061035156,420.6499938964844,393.79998779296875,420.0,4219065,2023-03-27
2023-04-03,402.46343994140625,422.6000061035156,424.29998779296875,416.04998779296875,420.0,1387001,2023-04-03
2023-04-10,408.6061096191406,429.04998779296875,435.6000061035156,421.45001220703125,427.0,1516797,2023-04-10
2023-04-17,398.5111999511719,418.45001220703125,431.1499938964844,414.0,429.0,1880908,2023-04-17
2023-04-24,411.22509765625,431.79998779296875,432.8500061035156,416.04998779296875,417.0,1774757,2023-04-24
2023-05-01,409.4156188964844,429.8999938964844,443.25,428.20001220703125,431.79998779296875,1681017,2023-05-01
2023-05-08,414.2725830078125,435.0,439.45001220703125,429.5,431.0,1577789,2023-05-08
2023-05-15,405.606201171875,425.8999938964844,453.0,423.1000061035156,437.70001220703125,3202188,2023-05-15
2023-05-22,424.2723083496094,445.5,451.1000061035156,425.79998779296875,431.0,3009301,2023-05-22
2023-05-29,434.27197265625,456.0,458.45001220703125,441.5,447.29998779296875,3160078,2023-05-29
2023-06-05,422.4151916503906,443.54998779296875,467.3999938964844,442.3500061035156,459.79998779296875,3623642,2023-06-05
2023-06-12,423.6532897949219,444.8500061035156,451.1499938964844,438.04998779296875,443.1499938964844,2549673,2023-06-12
2023-06-19,407.3680419921875,427.75,452.3999938964844,426.1000061035156,445.0,2796576,2023-06-19
2023-06-26,418.3200988769531,439.25,441.25,423.0,426.04998779296875,2126317,2023-06-26
2023-07-03,440.27178955078125,462.29998779296875,473.6499938964844,436.45001220703125,442.0,5577432,2023-07-03
2023-07-10,470.985107421875,494.54998779296875,498.3999938964844,457.0,464.0,7501352,2023-07-10
2023-07-17,501.65081787109375,526.75,545.4500122070312,493.0,493.0,8919213,2023-07-17
2023-07-24,517.1741333007812,543.0499877929688,554.7000122070312,521.0,530.7000122070312,9670820,2023-07-24
2023-07-31,507.79351806640625,533.2000122070312,549.1500244140625,519.0499877929688,544.0999755859375,4315695,2023-07-31
2023-08-07,519.0787353515625,545.0499877929688,555.4000244140625,531.0,535.5499877929688,5074089,2023-08-07
2023-08-14,523.1263427734375,549.2999877929688,562.0,535.0499877929688,552.4000244140625,5564330,2023-08-14
2023-08-21,575.4579467773438,604.25,615.8499755859375,539.0999755859375,545.0999755859375,21300639,2023-08-21
2023-08-28,597.9710083007812,620.7999877929688,628.5,595.2999877929688,606.9000244140625,10284402,2023-08-28
2023-09-04,597.1522216796875,619.9500122070312,626.7999877929688,607.0,622.0,4373738,2023-09-04
2023-09-11,574.2756958007812,596.2000122070312,627.0999755859375,589.5499877929688,620.7000122070312,5184894,2023-09-11
2023-09-18,572.2047119140625,594.0499877929688,602.9500122070312,585.2000122070312,600.9500122070312,2508662,2023-09-18
2023-09-25,589.6390380859375,612.1500244140625,617.4000244140625,577.4500122070312,592.0,6062751,2023-09-25
2023-10-02,606.8807373046875,630.0499877929688,638.5499877929688,602.1500244140625,612.1500244140625,8552788,2023-10-02
2023-10-09,610.2039184570312,633.5,644.8499755859375,608.5499877929688,627.25,5055344,2023-10-09
2023-10-16,626.2416381835938,650.1500244140625,666.5,592.75,632.75,10662838,2023-10-16
2023-10-23,610.107666015625,633.4000244140625,651.0,614.2000122070312,648.1500244140625,4223771,2023-10-23
2023-10-30,628.74609375,652.75,656.4000244140625,618.1500244140625,631.5,4691724,2023-10-30
2023-11-06,623.1112670898438,646.9000244140625,660.7999877929688,641.4500122070312,656.2000122070312,2989071,2023-11-06
2023-11-13,649.6481323242188,674.4500122070312,688.0,651.5999755859375,653.4000244140625,5177156,2023-11-13
2023-11-20,645.2654418945312,669.9000244140625,683.0,655.3499755859375,675.9500122070312,2923411,2023-11-20
2023-11-27,653.780029296875,673.75,686.8499755859375,663.0,669.9000244140625,3313646,2023-11-27
2023-12-04,651.6936645507812,671.5999755859375,704.0,662.6500244140625,670.5,4955520,2023-12-04
2023-12-11,675.0792846679688,695.7000122070312,699.2000122070312,666.0499877929688,677.0,4622969,2023-12-11
2023-12-18,704.0446166992188,725.5499877929688,729.0,665.4000244140625,695.7000122070312,5992817,2023-12-18
2023-12-25,691.0902709960938,712.2000122070312,731.9000244140625,700.6500244140625,725.5499877929688,2698332,2023-12-25
2024-01-01,699.9205322265625,721.2999877929688,734.9000244140625,700.2000122070312,712.0,2931306,2024-01-01
2024-01-08,688.2762451171875,709.2999877929688,733.75,689.5,721.0,3172120,2024-01-08
2024-01-15,649.5588989257812,669.4000244140625,711.7000122070312,656.3499755859375,710.0999755859375,3800838,2024-01-15
2024-01-22,630.4913330078125,649.75,669.4000244140625,614.0,669.4000244140625,2744202,2024-01-22
2024-01-29,631.267578125,650.5499877929688,671.0499877929688,643.7000122070312,650.9500122070312,3014570,2024-01-29
2024-02-05,604.2916259765625,622.75,673.0,618.0499877929688,645.4000244140625,2622439,2024-02-05
2024-02-12,606.0867309570312,624.5999755859375,641.9500122070312,599.0499877929688,625.0999755859375,2422165,2024-02-12
2024-02-19,615.5963134765625,634.4000244140625,638.0999755859375,606.25,630.0,3303466,2024-02-19
2024-02-26,598.09765625,613.9000244140625,647.9000244140625,595.0,637.0,2614292,2024-02-26
2024-03-04,606.4275512695312,622.4500122070312,648.7000122070312,597.5999755859375,628.25,2891642,2024-03-04
2024-03-11,575.0077514648438,590.2000122070312,625.5,580.0499877929688,622.4500122070312,2649185,2024-03-11
2024-03-18,571.2567749023438,586.3499755859375,598.5,567.5999755859375,592.0,1834939,2024-03-18
2024-03-25,584.7990112304688,600.25,602.5,583.4000244140625,586.3499755859375,1510394,2024-03-25
2024-04-01,606.9147338867188,622.9500122070312,628.0,598.7999877929688,600.9000244140625,2510332,2024-04-01
2024-04-08,603.1150512695312,619.0499877929688,638.2999877929688,593.0499877929688,624.0,5243520,2024-04-08
2024-04-15,584.6920166015625,597.25,623.0,593.0499877929688,616.9500122070312,2535160,2024-04-15
2024-04-22,650.4790649414062,664.4500122070312,667.5999755859375,596.7000122070312,601.0,5583081,2024-04-22
2024-04-29,642.1577758789062,655.9500122070312,667.0,642.7999877929688,667.0,2286549,2024-04-29
2024-05-06,655.4227905273438,669.5,675.75,625.5,655.9500122070312,7651055,2024-05-06
2024-05-13,660.464599609375,674.6500244140625,681.2000122070312,656.7999877929688,669.0,2517103,2024-05-13
2024-05-20,651.3112182617188,665.2999877929688,679.5999755859375,660.7999877929688,674.5,1458290,2024-05-20
2024-05-27,642.647216796875,656.4500122070312,677.4000244140625,634.0,656.0,11786253,2024-05-27
2024-06-03,705.20361328125,720.3499755859375,759.7999877929688,631.5999755859375,655.25,15194410,2024-06-03
2024-06-10,741.6213989257812,757.5499877929688,792.5999755859375,714.0499877929688,721.5499877929688,14713738,2024-06-10
2024-06-17,759.8303833007812,776.1500244140625,785.0,740.2999877929688,760.0,4691929,2024-06-17
2024-06-24,736.3839721679688,752.2000122070312,777.0,742.0499877929688,776.1500244140625,6811730,2024-06-24
2024-07-01,768.0537109375,784.5499877929688,799.8499755859375,753.5499877929688,755.0,5643447,2024-07-01
2024-07-08,791.3043823242188,808.2999877929688,816.7999877929688,766.8499755859375,784.75,10533577,2024-07-08
2024-07-15,768.7879028320312,785.2999877929688,823.4500122070312,782.0499877929688,805.9000244140625,3196421,2024-07-15
2024-07-22,812.9396362304688,830.4000244140625,833.0,763.5499877929688,782.0,3655548,2024-07-22
2024-07-29,873.73388671875,892.5,907.9500122070312,825.0499877929688,830.3499755859375,6147339,2024-07-29
2024-08-05,897.5718994140625,916.8499755859375,921.0,864.5999755859375,885.0,3857624,2024-08-05
2024-08-12,804.4715576171875,821.75,908.9000244140625,778.5999755859375,899.0,11050846,2024-08-12
2024-08-19,753.17333984375,769.3499755859375,826.2999877929688,766.5,823.7000122070312,4664152,2024-08-19
2024-08-26,809.590087890625,821.9000244140625,829.4500122070312,771.5,777.9000244140625,5849487,2024-08-26
2024-09-02,788.7568969726562,800.75,827.0,783.5,822.5,2991394,2024-09-02
2024-09-09,812.8899536132812,825.25,827.7000122070312,782.3499755859375,800.75,2531816,2024-09-09
2024-09-16,795.1102905273438,807.2000122070312,847.2999877929688,799.0,828.9000244140625,3353606,2024-09-16
2024-09-23,822.5431518554688,835.0499877929688,853.7000122070312,808.0499877929688,808.1500244140625,2920024,2024-09-23
2024-09-30,799.690673828125,811.8499755859375,853.0,804.4000244140625,836.0,1961506,2024-09-30
2024-10-07,772.1099243164062,783.8499755859375,817.9500122070312,781.0,811.8499755859375,1491331,2024-10-07
2024-10-14,748.5679931640625,759.9500122070312,795.5,756.5999755859375,788.9000244140625,2300597,2024-10-14
2024-10-21,712.7131958007812,723.5499877929688,766.4500122070312,721.0,760.0,1848871,2024-10-21
2024-10-28,742.4608154296875,753.75,770.0499877929688,718.25,723.5499877929688,1428058,2024-10-28
2024-11-04,743.8890991210938,755.2000122070312,770.0,729.75,756.0,1491028,2024-11-04
2024-11-11,719.8052368164062,730.75,754.9500122070312,702.3499755859375,754.0,2308871,2024-11-11
2024-11-18,730.5420532226562,741.6500244140625,749.9500122070312,717.7999877929688,732.0999755859375,1270664,2024-11-18
2024-11-25,747.041259765625,758.4000244140625,773.2999877929688,740.0499877929688,748.0,2606643,2024-11-25
2024-12-02,759.3794555664062,765.8499755859375,782.9000244140625,753.1500244140625,759.0,2162403,2024-12-02
2024-12-09,716.8419189453125,722.9500122070312,768.9000244140625,711.0,763.0,1443057,2024-12-09
2024-12-16,690.9624633789062,696.8499755859375,748.0,694.0999755859375,725.0,1213553,2024-12-16
2024-12-23,680.6503295898438,686.4500122070312,715.7999877929688,679.0,700.0,1216523,2024-12-23
2024-12-30,681.59228515625,687.4000244140625,701.9500122070312,676.0499877929688,684.0499877929688,1150676,2024-12-30
2025-01-06,664.53759765625,670.2000122070312,692.0999755859375,654.5499877929688,687.6500244140625,1979032,2025-01-06
2025-01-13,643.8637084960938,649.3499755859375,667.5499877929688,636.4000244140625,658.0,1036008,2025-01-13
2025-01-20,635.0390014648438,640.4500122070312,659.0,633.0,655.0,842181,2025-01-20
2025-01-27,619.9178466796875,625.2000122070312,648.9500122070312,613.5999755859375,638.0,2078097,2025-01-27
2025-02-03,626.3133544921875,631.6500244140625,648.5,608.0999755859375,625.9000244140625,2887342,2025-02-03
2025-02-10,579.6608276367188,584.5999755859375,620.9000244140625,581.2000122070312,590.0,3889229,2025-02-10
2025-02-17,573.4443359375,575.9500122070312,589.0,570.4500122070312,580.0,993840,2025-02-17
2025-02-24,559.0571899414062,561.5,630.0,552.7999877929688,570.0,3823766,2025-02-24
2025-03-03,567.420654296875,569.9000244140625,577.4500122070312,549.2999877929688,561.7000122070312,1639194,2025-03-03
2025-03-10,567.9185180664062,570.4000244140625,592.0,554.1500244140625,565.0999755859375,1107706,2025-03-10
2025-03-17,635.0,635.0,637.7000122070312,566.0,574.9500122070312,1674829,2025-03-17
2025-03-24,649.9500122070312,649.9500122070312,673.5,633.5,639.0,1539980,2025-03-24
2025-03-31,632.5,632.5,660.0,626.25,649.9500122070312,659697,2025-03-31
2025-04-07,660.0999755859375,660.0999755859375,666.0,550.0,550.0,1220826,2025-04-07
2025-04-14,667.6500244140625,667.6500244140625,691.4000244140625,658.3499755859375,660.0999755859375,613131,2025-04-14
2025-04-21,639.0499877929688,639.0499877929688,674.25,633.0499877929688,665.0,943826,2025-04-21
2025-04-28,620.75,620.75,652.3499755859375,615.1500244140625,639.0499877929688,547294,2025-04-28
2025-05-05,598.9500122070312,598.9500122070312,636.9500122070312,580.0,634.0,1047444,2025-05-05
2025-05-12,629.2000122070312,629.2000122070312,638.4500122070312,605.7000122070312,610.0,882417,2025-05-12
2025-05-19,633.4000244140625,633.4000244140625,647.5499877929688,625.0,632.5999755859375,932608,2025-05-19
2025-05-26,629.6500244140625,629.6500244140625,643.7999877929688,626.25,633.4000244140625,443826,2025-05-26
2025-06-02,614.8499755859375,614.8499755859375,645.2999877929688,602.5,624.0999755859375,794477,2025-06-02
2025-06-09,619.2999877929688,619.2999877929688,649.9000244140625,615.2999877929688,617.0,2126259,2025-06-09
2025-06-16,607.7999877929688,607.7999877929688,632.9000244140625,580.0,617.0999755859375,1944118,2025-06-16
2025-06-23,598.5499877929688,598.5499877929688,609.2000122070312,588.0499877929688,604.7000122070312,1047713,2025-06-23
2025-06-30,590.0,590.0,603.0,583.75,598.5499877929688,741741,2025-06-30
2025-07-07,566.5,566.5,594.0,562.25,594.0,1834126,2025-07-07
2025-07-14,569.1500244140625,569.1500244140625,576.4500122070312,561.5999755859375,567.0499877929688,643644,2025-07-14
