Date,Adj Close_ASPINWALL.NS,Close_ASPINWALL.NS,High_ASPINWALL.NS,Low_ASPINWALL.NS,Open_ASPINWALL.NS,Volume_ASPINWALL.NS,Date
2021-07-05,181.24722290039062,198.35000610351562,209.5500030517578,191.0500030517578,205.6999969482422,25439,2021-07-05
2021-07-12,202.3097381591797,221.39999389648438,233.0,195.64999389648438,195.64999389648438,357353,2021-07-12
2021-07-19,222.36708068847656,243.35000610351562,262.6000061035156,212.5500030517578,216.5,1170228,2021-07-19
2021-07-26,204.00021362304688,223.25,268.29998779296875,218.0,250.0,533517,2021-07-26
2021-08-02,195.86761474609375,214.35000610351562,238.6999969482422,210.25,227.89999389648438,106205,2021-08-02
2021-08-09,180.69895935058594,197.75,215.8000030517578,178.6999969482422,211.9499969482422,107216,2021-08-09
2021-08-16,168.13453674316406,184.0,199.0,181.25,195.0,18714,2021-08-16
2021-08-23,178.74436950683594,192.10000610351562,205.0,175.85000610351562,188.5,65015,2021-08-23
2021-08-30,178.9304656982422,192.3000030517578,202.0,188.35000610351562,188.35000610351562,21103,2021-08-30
2021-09-06,173.30108642578125,186.25,194.25,185.1999969482422,193.85000610351562,24376,2021-09-06
2021-09-13,171.02142333984375,183.8000030517578,196.0,171.9499969482422,181.1999969482422,59705,2021-09-13
2021-09-20,166.9273223876953,179.39999389648438,186.8000030517578,176.0,183.10000610351562,26829,2021-09-20
2021-09-27,166.74122619628906,179.1999969482422,182.9499969482422,176.0,180.0,30073,2021-09-27
2021-10-04,169.9048614501953,182.60000610351562,191.89999389648438,178.25,183.60000610351562,46987,2021-10-04
2021-10-11,170.8818359375,183.64999389648438,204.6999969482422,182.75,188.0,91719,2021-10-11
2021-10-18,160.69313049316406,172.6999969482422,188.9499969482422,165.3000030517578,188.85000610351562,45619,2021-10-18
2021-10-25,164.1359100341797,176.39999389648438,184.9499969482422,165.0,172.10000610351562,39548,2021-10-25
2021-11-01,167.48561096191406,180.0,188.0,173.0,180.4499969482422,44993,2021-11-01
2021-11-08,161.53057861328125,173.60000610351562,185.75,168.0,184.0,57461,2021-11-08
2021-11-15,147.71299743652344,158.75,174.39999389648438,157.89999389648438,174.39999389648438,54191,2021-11-15
2021-11-22,130.1735382080078,139.89999389648438,160.0500030517578,135.0,160.0500030517578,45726,2021-11-22
2021-11-29,136.8729705810547,147.10000610351562,153.0,135.60000610351562,140.9499969482422,28008,2021-11-29
2021-12-06,143.944580078125,154.6999969482422,159.9499969482422,144.85000610351562,147.10000610351562,32894,2021-12-06
2021-12-13,142.03709411621094,152.64999389648438,163.39999389648438,150.3000030517578,154.6999969482422,90596,2021-12-13
2021-12-20,129.4291534423828,139.10000610351562,155.8000030517578,135.0,155.8000030517578,29980,2021-12-20
2021-12-27,139.803955078125,150.25,156.6999969482422,135.75,139.3000030517578,37763,2021-12-27
2022-01-03,146.03814697265625,156.9499969482422,167.8000030517578,150.0500030517578,154.60000610351562,56890,2022-01-03
2022-01-10,145.43333435058594,156.3000030517578,163.6999969482422,151.25,163.6999969482422,39036,2022-01-10
2022-01-17,179.86093139648438,193.3000030517578,193.3000030517578,153.1999969482422,159.14999389648438,199496,2022-01-17
2022-01-24,166.5086212158203,178.9499969482422,227.89999389648438,175.10000610351562,221.5,659803,2022-01-24
2022-01-31,194.05068969726562,208.5500030517578,224.9499969482422,180.0,185.0,535868,2022-01-31
2022-02-07,188.56089782714844,202.64999389648438,218.5,198.3000030517578,209.0,96468,2022-02-07
2022-02-14,173.9058837890625,186.89999389648438,202.60000610351562,180.3000030517578,192.0500030517578,39119,2022-02-14
2022-02-21,167.57867431640625,180.10000610351562,188.89999389648438,160.0,181.60000610351562,75467,2022-02-21
2022-02-28,180.79141235351562,194.3000030517578,205.0,168.0,182.0,85247,2022-02-28
2022-03-07,178.9304656982422,192.3000030517578,204.0,178.5500030517578,185.5,32188,2022-03-07
2022-03-14,171.95188903808594,184.8000030517578,196.8000030517578,183.1999969482422,193.0,18503,2022-03-14
2022-03-21,164.69418334960938,177.0,188.8000030517578,175.35000610351562,188.8000030517578,41304,2022-03-21
2022-03-28,165.3455047607422,177.6999969482422,178.39999389648438,163.10000610351562,174.3000030517578,52046,2022-03-28
2022-04-04,176.41818237304688,189.60000610351562,195.0,178.89999389648438,185.8000030517578,46796,2022-04-04
2022-04-11,174.92941284179688,188.0,195.0,183.0500030517578,189.60000610351562,21152,2022-04-11
2022-04-18,177.9069366455078,191.1999969482422,196.0,182.35000610351562,188.0,42452,2022-04-18
2022-04-25,171.02142333984375,183.8000030517578,189.39999389648438,177.8000030517578,187.5500030517578,24771,2022-04-25
2022-05-02,158.5065155029297,170.35000610351562,186.0,168.14999389648438,181.0,13346,2022-05-02
2022-05-09,164.69418334960938,177.0,179.6999969482422,148.0,168.0,28949,2022-05-09
2022-05-16,166.36904907226562,178.8000030517578,188.75,170.0500030517578,179.8000030517578,44690,2022-05-16
2022-05-23,158.22738647460938,170.0500030517578,183.89999389648438,165.3000030517578,180.0,15936,2022-05-23
2022-05-30,159.34396362304688,171.25,178.85000610351562,170.0,170.0500030517578,9818,2022-05-30
2022-06-06,159.29742431640625,171.1999969482422,182.85000610351562,166.25,173.60000610351562,15133,2022-06-06
2022-06-13,148.73654174804688,159.85000610351562,171.1999969482422,152.0500030517578,171.1999969482422,32339,2022-06-13
2022-06-20,150.64398193359375,161.89999389648438,164.89999389648438,150.0,163.0,10826,2022-06-20
2022-06-27,152.64453125,164.0500030517578,171.5,160.0500030517578,163.4499969482422,8276,2022-06-27
2022-07-04,155.20333862304688,166.8000030517578,172.0500030517578,161.0,164.10000610351562,6354,2022-07-04
2022-07-11,157.48300170898438,169.25,174.9499969482422,166.4499969482422,174.8000030517578,10581,2022-07-11
2022-07-18,222.1975860595703,238.8000030517578,254.60000610351562,168.0500030517578,171.85000610351562,469281,2022-07-18
2022-07-25,210.98533630371094,226.75,257.95001220703125,224.89999389648438,240.0,255241,2022-07-25
2022-08-01,196.56297302246094,211.25,231.0,206.35000610351562,226.75,50038,2022-08-01
2022-08-08,223.73277282714844,234.10000610351562,265.0,204.0500030517578,210.0,110186,2022-08-08
2022-08-15,224.6407012939453,235.0500030517578,252.0,233.3000030517578,234.10000610351562,43967,2022-08-15
2022-08-22,238.35519409179688,249.39999389648438,255.6999969482422,225.3000030517578,226.8000030517578,81718,2022-08-22
2022-08-29,224.73626708984375,235.14999389648438,250.0500030517578,228.5500030517578,228.5500030517578,56934,2022-08-29
2022-09-05,229.08477783203125,239.6999969482422,258.6499938964844,230.5,241.0,202896,2022-09-05
2022-09-12,266.83551025390625,279.20001220703125,318.3500061035156,244.5500030517578,250.0,451006,2022-09-12
2022-09-19,242.4169921875,253.64999389648438,294.79998779296875,252.0,286.0,126296,2022-09-19
2022-09-26,242.4647674560547,253.6999969482422,260.6499938964844,237.10000610351562,250.0,51577,2022-09-26
2022-10-03,224.97520446777344,235.39999389648438,256.54998779296875,230.60000610351562,255.0,33080,2022-10-03
2022-10-10,228.94142150878906,239.5500030517578,257.0,233.1999969482422,238.0,46957,2022-10-10
2022-10-17,220.3877716064453,230.60000610351562,244.0,228.10000610351562,244.0,21110,2022-10-17
2022-10-24,217.95071411132812,228.0500030517578,235.0,213.3000030517578,235.0,37455,2022-10-24
2022-10-31,219.43206787109375,229.60000610351562,239.4499969482422,223.0,237.89999389648438,39278,2022-10-31
2022-11-07,206.57769775390625,216.14999389648438,235.0,214.3000030517578,234.4499969482422,26932,2022-11-07
2022-11-14,204.33177185058594,213.8000030517578,220.6999969482422,209.10000610351562,219.39999389648438,26339,2022-11-14
2022-11-21,202.08584594726562,211.4499969482422,221.8000030517578,207.0,220.0,24365,2022-11-21
2022-11-28,220.0532684326172,230.25,230.25,209.0,214.1999969482422,31261,2022-11-28
2022-12-05,234.43678283691406,245.3000030517578,265.0,232.5,240.0,107735,2022-12-05
2022-12-12,220.3877716064453,230.60000610351562,257.5,226.14999389648438,245.39999389648438,39920,2022-12-12
2022-12-19,207.62899780273438,217.25,255.0500030517578,216.0,235.6999969482422,50890,2022-12-19
2022-12-26,222.72927856445312,233.0500030517578,236.9499969482422,217.0500030517578,217.25,19980,2022-12-26
2023-01-02,219.67098999023438,229.85000610351562,240.0,222.1999969482422,234.8000030517578,29669,2023-01-02
2023-01-09,225.35748291015625,235.8000030517578,248.0,230.5500030517578,232.5,30453,2023-01-09
2023-01-16,227.12554931640625,237.64999389648438,244.0,227.3000030517578,236.10000610351562,15427,2023-01-16
2023-01-23,216.2781982421875,226.3000030517578,249.6999969482422,220.5500030517578,243.0,13155,2023-01-23
2023-01-30,210.7828369140625,220.5500030517578,233.0,215.0,220.0,18582,2023-01-30
2023-02-06,206.67327880859375,216.25,235.0,210.0,225.0,16145,2023-02-06
2023-02-13,195.58697509765625,204.64999389648438,218.89999389648438,202.0,210.35000610351562,22929,2023-02-13
2023-02-20,197.92848205566406,207.10000610351562,234.0,200.10000610351562,204.3000030517578,35023,2023-02-20
2023-02-27,200.22219848632812,209.5,212.0,202.5,209.0,11225,2023-02-27
2023-03-06,199.83990478515625,209.10000610351562,217.0,205.0500030517578,209.5,9868,2023-03-06
2023-03-13,202.1336212158203,211.5,232.0,199.1999969482422,213.0500030517578,39115,2023-03-13
2023-03-20,192.5286865234375,201.4499969482422,215.0,199.89999389648438,211.5,15643,2023-03-20
2023-03-27,180.43890380859375,188.8000030517578,204.89999389648438,183.60000610351562,201.35000610351562,18851,2023-03-27
2023-04-03,198.7408447265625,207.9499969482422,208.4499969482422,188.8000030517578,188.8000030517578,7586,2023-04-03
2023-04-10,196.2082061767578,205.3000030517578,213.5,200.0500030517578,213.5,6014,2023-04-10
2023-04-17,193.9144744873047,202.89999389648438,208.89999389648438,199.0,202.0,8246,2023-04-17
2023-04-24,195.6825408935547,204.75,208.0,200.0,201.0,12009,2023-04-24
2023-05-01,210.1138458251953,219.85000610351562,235.0,204.75,204.75,73272,2023-05-01
2023-05-08,218.7630615234375,228.89999389648438,238.4499969482422,209.9499969482422,223.0,43101,2023-05-08
2023-05-15,204.71405029296875,214.1999969482422,230.0,208.3000030517578,228.85000610351562,23931,2023-05-15
2023-05-22,204.666259765625,214.14999389648438,244.89999389648438,210.14999389648438,217.6999969482422,61143,2023-05-22
2023-05-29,203.0415496826172,212.4499969482422,219.9499969482422,210.0,219.9499969482422,13189,2023-05-29
2023-06-05,202.7548370361328,212.14999389648438,220.89999389648438,208.10000610351562,212.4499969482422,29182,2023-06-05
2023-06-12,237.59063720703125,248.60000610351562,294.8500061035156,205.10000610351562,208.5500030517578,581691,2023-06-12
2023-06-19,226.4087677001953,236.89999389648438,262.0,236.0,248.60000610351562,52915,2023-06-19
2023-06-26,225.73977661132812,236.1999969482422,248.25,232.0500030517578,232.1999969482422,26045,2023-06-26
2023-07-03,215.22689819335938,225.1999969482422,241.9499969482422,220.35000610351562,239.0,36312,2023-07-03
2023-07-10,223.82835388183594,234.1999969482422,237.89999389648438,223.5500030517578,224.0,21250,2023-07-10
2023-07-17,228.94142150878906,239.5500030517578,250.0,230.0,234.0,28683,2023-07-17
2023-07-24,247.6354522705078,252.64999389648438,276.70001220703125,233.14999389648438,239.5500030517578,221045,2023-07-24
2023-07-31,239.20614624023438,244.0500030517578,261.0,233.10000610351562,260.0,50524,2023-07-31
2023-08-07,226.61119079589844,231.1999969482422,248.9499969482422,230.0,242.1999969482422,23837,2023-08-07
2023-08-14,221.66140747070312,226.14999389648438,233.89999389648438,224.89999389648438,230.0500030517578,18818,2023-08-14
2023-08-21,225.385986328125,229.9499969482422,238.0,225.0,235.0,20228,2023-08-21
2023-08-28,228.62049865722656,233.25,235.9499969482422,225.0,225.0,19824,2023-08-28
2023-09-04,257.8780517578125,263.1000061035156,278.8999938964844,227.0,227.0,128569,2023-09-04
2023-09-11,256.6528625488281,261.8500061035156,282.8999938964844,242.0,268.0,147513,2023-09-11
2023-09-18,253.7613983154297,258.8999938964844,268.95001220703125,254.35000610351562,263.1000061035156,29137,2023-09-18
2023-09-25,267.4835205078125,272.8999938964844,284.0,254.0,258.8999938964844,129044,2023-09-25
2023-10-02,246.0672149658203,251.0500030517578,273.0,246.10000610351562,272.8999938964844,37245,2023-10-02
2023-10-09,241.85255432128906,246.75,258.3999938964844,241.5500030517578,241.5500030517578,17065,2023-10-09
2023-10-16,241.60751342773438,246.5,253.89999389648438,242.6999969482422,243.0,17472,2023-10-16
2023-10-23,235.92262268066406,240.6999969482422,247.0500030517578,227.0,247.0,17406,2023-10-23
2023-10-30,230.28675842285156,234.9499969482422,244.5500030517578,232.0,236.0,34056,2023-10-30
2023-11-06,227.248291015625,231.85000610351562,240.1999969482422,228.3000030517578,228.60000610351562,15029,2023-11-06
2023-11-13,231.70797729492188,236.39999389648438,240.9499969482422,227.0,233.85000610351562,38072,2023-11-13
2023-11-20,227.248291015625,231.85000610351562,254.1999969482422,228.0,236.39999389648438,36705,2023-11-20
2023-11-27,228.86553955078125,233.5,237.9499969482422,229.0500030517578,231.85000610351562,32734,2023-11-27
2023-12-04,245.381103515625,250.35000610351562,279.0,232.64999389648438,233.64999389648438,238447,2023-12-04
2023-12-11,246.0672149658203,251.0500030517578,267.79998779296875,250.0,257.8500061035156,61178,2023-12-11
2023-12-18,249.3017120361328,254.35000610351562,271.79998779296875,235.0500030517578,255.10000610351562,87543,2023-12-18
2023-12-25,242.58766174316406,247.5,258.45001220703125,245.0500030517578,254.35000610351562,31705,2023-12-25
2024-01-01,246.0672149658203,251.0500030517578,253.1999969482422,243.3000030517578,253.0500030517578,45646,2024-01-01
2024-01-08,313.5016784667969,319.8500061035156,359.0,254.0,260.0,940964,2024-01-08
2024-01-15,302.4259338378906,308.54998779296875,330.0,303.0,319.8500061035156,126906,2024-01-15
2024-01-22,302.4749755859375,308.6000061035156,320.0,286.29998779296875,308.54998779296875,58361,2024-01-22
2024-01-29,325.1164855957031,331.70001220703125,342.0,298.20001220703125,309.95001220703125,236436,2024-01-29
2024-02-05,259.29925537109375,264.54998779296875,349.8999938964844,255.0500030517578,337.79998779296875,321991,2024-02-05
2024-02-12,267.04248046875,272.45001220703125,282.70001220703125,251.10000610351562,265.95001220703125,50646,2024-02-12
2024-02-19,260.86749267578125,266.1499938964844,276.45001220703125,265.1000061035156,274.1499938964844,15665,2024-02-19
2024-02-26,248.90965270996094,253.9499969482422,272.75,251.0,264.5,32010,2024-02-26
2024-03-04,267.385498046875,272.79998779296875,301.0,250.5500030517578,252.10000610351562,305586,2024-03-04
2024-03-11,231.75698852539062,236.4499969482422,273.95001220703125,230.0,272.79998779296875,66232,2024-03-11
2024-03-18,269.9829406738281,275.45001220703125,293.8500061035156,234.0,236.10000610351562,414878,2024-03-18
2024-03-25,246.60629272460938,251.60000610351562,283.95001220703125,246.0,275.45001220703125,77054,2024-03-25
2024-04-01,259.7893371582031,265.04998779296875,272.5,254.89999389648438,255.0,61581,2024-04-01
2024-04-08,259.6423034667969,264.8999938964844,275.0,257.20001220703125,269.0,47430,2024-04-08
2024-04-15,264.9841613769531,270.3500061035156,273.8999938964844,253.0500030517578,256.54998779296875,25153,2024-04-15
2024-04-22,289.8310241699219,295.70001220703125,315.0,267.95001220703125,270.5,183175,2024-04-22
2024-04-29,275.7658386230469,281.3500061035156,301.8999938964844,275.0,297.3999938964844,43759,2024-04-29
2024-05-06,263.0238342285156,268.3500061035156,289.04998779296875,261.79998779296875,282.0,33987,2024-05-06
2024-05-13,277.9221496582031,283.54998779296875,288.95001220703125,259.04998779296875,268.6499938964844,58878,2024-05-13
2024-05-20,263.9059753417969,269.25,287.5,266.6000061035156,281.5,30644,2024-05-20
2024-05-27,255.86871337890625,261.04998779296875,275.0,257.8500061035156,271.20001220703125,30936,2024-05-27
2024-06-03,265.22918701171875,270.6000061035156,280.0,223.6999969482422,262.0,48901,2024-06-03
2024-06-10,262.6807861328125,268.0,277.20001220703125,264.95001220703125,273.0,31909,2024-06-10
2024-06-17,277.3340759277344,282.95001220703125,308.79998779296875,263.70001220703125,268.0,209288,2024-06-17
2024-06-24,269.0517883300781,274.5,289.0,270.5,283.04998779296875,33575,2024-06-24
2024-07-01,272.53131103515625,278.04998779296875,290.0,273.0,275.6000061035156,34055,2024-07-01
2024-07-08,290.22308349609375,296.1000061035156,308.79998779296875,275.04998779296875,282.0,125111,2024-07-08
2024-07-15,267.4835205078125,272.8999938964844,315.20001220703125,270.29998779296875,296.1000061035156,158456,2024-07-15
2024-07-22,281.20001220703125,281.20001220703125,288.8999938964844,266.75,274.25,44729,2024-07-22
2024-07-29,283.3500061035156,283.3500061035156,315.8999938964844,277.29998779296875,284.0,240067,2024-07-29
2024-08-05,300.25,300.25,308.0,271.5,281.0,147267,2024-08-05
2024-08-12,288.0,288.0,302.0,275.5,300.25,69009,2024-08-12
2024-08-19,303.45001220703125,303.45001220703125,319.0,285.29998779296875,288.8500061035156,503538,2024-08-19
2024-08-26,295.6499938964844,295.6499938964844,308.0,293.3500061035156,308.0,89187,2024-08-26
2024-09-02,301.6499938964844,301.6499938964844,312.8500061035156,285.0,297.20001220703125,112175,2024-09-02
2024-09-09,294.6499938964844,294.6499938964844,307.0,293.0,299.04998779296875,80819,2024-09-09
2024-09-16,293.29998779296875,293.29998779296875,313.29998779296875,285.20001220703125,296.20001220703125,103080,2024-09-16
2024-09-23,288.54998779296875,288.54998779296875,302.54998779296875,287.1000061035156,293.0,41109,2024-09-23
2024-09-30,280.79998779296875,280.79998779296875,295.8999938964844,278.95001220703125,290.1000061035156,24884,2024-09-30
2024-10-07,281.0,281.0,294.5,265.0,281.0,46772,2024-10-07
2024-10-14,282.3999938964844,282.3999938964844,293.45001220703125,277.04998779296875,281.5,30070,2024-10-14
2024-10-21,262.6000061035156,262.6000061035156,287.79998779296875,260.04998779296875,287.79998779296875,27686,2024-10-21
2024-10-28,290.6499938964844,290.6499938964844,295.0,262.79998779296875,265.3999938964844,17095,2024-10-28
2024-11-04,274.0,274.0,294.29998779296875,270.0,285.0,41026,2024-11-04
2024-11-11,264.45001220703125,264.45001220703125,295.0,263.0,274.0,40311,2024-11-11
2024-11-18,268.75,268.75,281.20001220703125,264.0,264.45001220703125,41582,2024-11-18
2024-11-25,281.54998779296875,281.54998779296875,288.70001220703125,268.75,270.0,47927,2024-11-25
2024-12-02,322.8500061035156,322.8500061035156,329.5,278.20001220703125,281.79998779296875,325939,2024-12-02
2024-12-09,313.04998779296875,313.04998779296875,327.29998779296875,310.0,327.29998779296875,128331,2024-12-09
2024-12-16,302.0,302.0,326.5,296.8999938964844,317.0,119043,2024-12-16
2024-12-23,296.8999938964844,296.8999938964844,321.0,290.3500061035156,307.0,87864,2024-12-23
2024-12-30,312.79998779296875,312.79998779296875,325.95001220703125,292.1499938964844,305.0,141257,2024-12-30
2025-01-06,303.6499938964844,303.6499938964844,324.8500061035156,293.1000061035156,311.6499938964844,134777,2025-01-06
2025-01-13,298.0,298.0,308.0,281.0,303.6499938964844,82688,2025-01-13
2025-01-20,316.75,316.75,336.5,297.95001220703125,297.95001220703125,189460,2025-01-20
2025-01-27,308.1000061035156,308.1000061035156,314.6499938964844,288.45001220703125,310.45001220703125,98229,2025-01-27
2025-02-03,328.45001220703125,328.45001220703125,345.8999938964844,297.54998779296875,306.95001220703125,206967,2025-02-03
2025-02-10,289.6499938964844,289.6499938964844,334.0,284.20001220703125,334.0,97354,2025-02-10
2025-02-17,282.70001220703125,282.70001220703125,299.5,274.0,288.25,83213,2025-02-17
2025-02-24,251.0500030517578,251.0500030517578,286.3999938964844,245.1999969482422,284.1499938964844,26926,2025-02-24
2025-03-03,261.6499938964844,261.6499938964844,266.0,226.25,246.25,68541,2025-03-03
2025-03-10,247.6999969482422,247.6999969482422,265.0,240.89999389648438,261.1000061035156,21390,2025-03-10
2025-03-17,260.45001220703125,260.45001220703125,262.1000061035156,236.35000610351562,249.5,24334,2025-03-17
2025-03-24,232.64999389648438,232.64999389648438,265.3500061035156,230.0500030517578,262.95001220703125,93611,2025-03-24
2025-03-31,253.77000427246094,253.77000427246094,273.9800109863281,226.61000061035156,232.64999389648438,95068,2025-03-31
2025-04-07,239.16000366210938,239.16000366210938,247.77999877929688,220.35000610351562,220.35000610351562,37557,2025-04-07
2025-04-14,255.25999450683594,255.25999450683594,262.489990234375,236.39999389648438,236.39999389648438,17759,2025-04-14
2025-04-21,253.88999938964844,253.88999938964844,267.989990234375,251.5500030517578,259.8999938964844,23330,2025-04-21
2025-04-28,270.0,270.0,289.5899963378906,251.33999633789062,260.79998779296875,125969,2025-04-28
2025-05-05,253.35000610351562,253.35000610351562,275.3500061035156,247.0,262.6499938964844,35220,2025-05-05
2025-05-12,288.70001220703125,288.70001220703125,293.0,255.75,255.75,30492,2025-05-12
2025-05-19,290.79998779296875,290.79998779296875,299.0,278.45001220703125,293.0,42487,2025-05-19
2025-05-26,282.45001220703125,282.45001220703125,310.0,280.3500061035156,290.79998779296875,126034,2025-05-26
2025-06-02,282.70001220703125,282.70001220703125,287.3999938964844,275.0,281.54998779296875,27486,2025-06-02
2025-06-09,285.1000061035156,285.1000061035156,289.95001220703125,276.20001220703125,281.6000061035156,19618,2025-06-09
2025-06-16,282.1000061035156,282.1000061035156,288.6499938964844,278.3999938964844,282.1000061035156,14250,2025-06-16
2025-06-23,302.04998779296875,302.04998779296875,310.0,280.0,281.6000061035156,112177,2025-06-23
2025-06-30,294.54998779296875,294.54998779296875,302.95001220703125,291.0,302.6000061035156,16609,2025-06-30
2025-07-07,293.20001220703125,293.20001220703125,303.75,288.0,293.95001220703125,18601,2025-07-07
2025-07-14,291.29998779296875,291.29998779296875,298.75,288.79998779296875,298.0,3558,2025-07-14
