Date,Adj Close_ALICON.NS,Close_ALICON.NS,High_ALICON.NS,Low_ALICON.NS,Open_ALICON.NS,Volume_ALICON.NS,Date
2021-03-29,422.4437255859375,430.79998779296875,449.70001220703125,419.0,427.5,35718,2021-03-29
2021-04-05,447.2039489746094,456.04998779296875,478.54998779296875,409.0,435.1000061035156,64879,2021-04-05
2021-04-12,419.6490173339844,427.95001220703125,455.5,417.70001220703125,455.5,17943,2021-04-12
2021-04-19,417.0013732910156,425.25,442.5,414.0,414.04998779296875,18958,2021-04-19
2021-04-26,455.34295654296875,464.3500061035156,482.0,420.0,425.25,70626,2021-04-26
2021-05-03,511.3844299316406,521.5,575.0,467.5,492.04998779296875,412717,2021-05-03
2021-05-10,503.1473083496094,513.0999755859375,556.7000122070312,504.95001220703125,527.1500244140625,40462,2021-05-10
2021-05-17,514.7184448242188,524.9000244140625,540.0,506.5,529.7000122070312,28813,2021-05-17
2021-05-24,536.0465698242188,546.6500244140625,608.0,534.9500122070312,538.9000244140625,152839,2021-05-24
2021-05-31,545.9996337890625,556.7999877929688,569.5,539.0,551.0499877929688,44309,2021-05-31
2021-06-07,543.793212890625,554.5499877929688,579.9000244140625,540.2000122070312,570.0,53445,2021-06-07
2021-06-14,542.17529296875,552.9000244140625,575.0499877929688,544.0,550.0,38595,2021-06-14
2021-06-21,553.6483154296875,564.5999755859375,590.0,538.0,554.9500122070312,54365,2021-06-21
2021-06-28,745.7484741210938,760.5,760.5,558.0,581.25,676301,2021-06-28
2021-07-05,657.7883911132812,670.7999877929688,774.0,652.1500244140625,774.0,297349,2021-07-05
2021-07-12,785.2177734375,800.75,853.8499755859375,660.1500244140625,670.7999877929688,904368,2021-07-12
2021-07-19,804.53564453125,820.4500122070312,854.7000122070312,756.4000244140625,802.9500122070312,249994,2021-07-19
2021-07-26,779.9715576171875,795.4000244140625,848.0,780.0999755859375,827.9500122070312,104650,2021-07-26
2021-08-02,824.2947387695312,840.5999755859375,865.9500122070312,729.0,802.8499755859375,313216,2021-08-02
2021-08-09,850.9672241210938,867.7999877929688,949.0,757.25,862.7999877929688,446616,2021-08-09
2021-08-16,748.6412963867188,763.4500122070312,875.75,744.0,875.75,111916,2021-08-16
2021-08-23,763.5464477539062,778.6500244140625,799.0,730.0499877929688,760.0,66611,2021-08-23
2021-08-30,796.9359741210938,812.7000122070312,841.0,775.0,780.0499877929688,100917,2021-08-30
2021-09-06,795.8572387695312,811.5999755859375,842.9000244140625,791.4500122070312,822.0,92656,2021-09-06
2021-09-13,806.9872436523438,822.9500122070312,834.0,783.0,825.0,227995,2021-09-13
2021-09-20,758.3983154296875,773.4000244140625,832.5,770.0,819.5,92598,2021-09-20
2021-09-27,760.751708984375,775.7999877929688,800.0,752.5999755859375,777.4500122070312,186638,2021-09-27
2021-10-04,755.7506103515625,770.7000122070312,819.0,740.7000122070312,797.7000122070312,137256,2021-10-04
2021-10-11,755.8487548828125,770.7999877929688,789.5,754.0999755859375,772.0,95297,2021-10-11
2021-10-18,761.38916015625,776.4500122070312,811.1500244140625,765.0,798.0,193061,2021-10-18
2021-10-25,761.38916015625,776.4500122070312,849.5,746.0,777.0,171275,2021-10-25
2021-11-01,754.1326293945312,769.0499877929688,790.0,752.7999877929688,780.3499755859375,20636,2021-11-01
2021-11-08,792.3270874023438,808.0,887.0,761.0,772.9000244140625,117873,2021-11-08
2021-11-15,766.8804931640625,782.0499877929688,823.1500244140625,777.0,802.0,61722,2021-11-15
2021-11-22,745.8465576171875,760.5999755859375,804.0,735.0499877929688,780.0999755859375,92144,2021-11-22
2021-11-29,833.9047241210938,850.4000244140625,875.0,715.5,744.0499877929688,202169,2021-11-29
2021-12-06,953.2440185546875,972.0999755859375,998.75,869.9500122070312,875.0,390329,2021-12-06
2021-12-13,866.41162109375,883.5499877929688,983.0,857.5499877929688,980.0,238914,2021-12-13
2021-12-20,807.5755004882812,823.5499877929688,883.5499877929688,790.3499755859375,883.5499877929688,111300,2021-12-20
2021-12-27,798.5048828125,814.2999877929688,844.9000244140625,801.0499877929688,801.0499877929688,87236,2021-12-27
2022-01-03,806.3497924804688,822.2999877929688,865.5499877929688,802.3499755859375,820.0,82288,2022-01-03
2022-01-10,815.2243041992188,831.3499755859375,865.0,816.0499877929688,834.9500122070312,73018,2022-01-10
2022-01-17,785.5609130859375,801.0999755859375,856.3499755859375,792.0,848.9500122070312,54226,2022-01-17
2022-01-24,806.5458984375,822.5,860.0,736.7999877929688,800.0,73565,2022-01-24
2022-01-31,804.5846557617188,820.5,846.0,800.2000122070312,846.0,30561,2022-01-31
2022-02-07,777.4710083007812,792.8499755859375,829.8499755859375,781.0999755859375,821.0,40605,2022-02-07
2022-02-14,799.3385620117188,815.1500244140625,845.0,738.4500122070312,782.0,142421,2022-02-14
2022-02-21,772.0776977539062,787.3499755859375,839.4500122070312,715.0999755859375,818.0,65059,2022-02-21
2022-02-28,742.8067016601562,757.5,799.7999877929688,751.0,785.0,26638,2022-02-28
2022-03-07,692.7469482421875,706.4500122070312,768.8499755859375,690.9500122070312,756.6500244140625,53747,2022-03-07
2022-03-14,725.7440795898438,740.0999755859375,748.5999755859375,706.0,706.5,35679,2022-03-14
2022-03-21,690.4425048828125,704.0999755859375,778.0,700.9000244140625,778.0,36019,2022-03-21
2022-03-28,682.6957397460938,696.2000122070312,714.9000244140625,656.0499877929688,714.9000244140625,94357,2022-03-28
2022-04-04,705.2005615234375,719.1500244140625,729.0999755859375,692.0999755859375,709.7999877929688,75711,2022-04-04
2022-04-11,672.64453125,685.9500122070312,728.9500122070312,684.0,715.0,22650,2022-04-11
2022-04-18,663.0836791992188,676.2000122070312,704.9500122070312,655.5499877929688,686.0,43604,2022-04-18
2022-04-25,720.105712890625,734.3499755859375,757.0,646.0,680.0,96617,2022-04-25
2022-05-02,727.0189819335938,741.4000244140625,822.0499877929688,709.4000244140625,734.3499755859375,165628,2022-05-02
2022-05-09,672.05615234375,685.3499755859375,752.4000244140625,648.5499877929688,742.75,46232,2022-05-09
2022-05-16,656.7097778320312,669.7000122070312,706.9500122070312,664.9500122070312,675.1500244140625,35371,2022-05-16
2022-05-23,738.3450317382812,752.9500122070312,770.2000122070312,640.25,657.0,50489,2022-05-23
2022-05-30,603.3649291992188,615.2999877929688,752.9500122070312,606.5,752.9500122070312,107115,2022-05-30
2022-06-06,627.2916259765625,639.7000122070312,646.75,585.1500244140625,605.0,87112,2022-06-06
2022-06-13,597.9716796875,609.7999877929688,648.0,585.25,648.0,31904,2022-06-13
2022-06-20,620.7216186523438,633.0,642.2999877929688,585.0499877929688,600.0,56184,2022-06-20
2022-06-27,638.029296875,650.6500244140625,685.4500122070312,620.5,640.0,73563,2022-06-27
2022-07-04,654.307373046875,667.25,676.7999877929688,640.5499877929688,651.9000244140625,28705,2022-07-04
2022-07-11,644.5011596679688,657.25,678.0,649.9000244140625,662.0999755859375,21790,2022-07-11
2022-07-18,697.9931030273438,711.7999877929688,723.0,658.0999755859375,658.0999755859375,91712,2022-07-18
2022-07-25,726.5286865234375,740.9000244140625,757.0,700.0,706.5999755859375,92505,2022-07-25
2022-08-01,724.42041015625,738.75,804.9500122070312,727.25,748.2999877929688,148219,2022-08-01
2022-08-08,770.4107055664062,785.6500244140625,819.0,721.0,746.1500244140625,230133,2022-08-08
2022-08-15,782.0797729492188,797.5499877929688,840.0,781.6500244140625,785.6500244140625,108322,2022-08-15
2022-08-22,791.9839477539062,807.6500244140625,827.9000244140625,772.8499755859375,797.5499877929688,118790,2022-08-22
2022-08-29,796.4456787109375,812.2000122070312,824.5999755859375,771.0,787.6500244140625,82433,2022-08-29
2022-09-05,834.88525390625,851.4000244140625,905.0,820.25,820.2999877929688,309667,2022-09-05
2022-09-12,854.007080078125,870.9000244140625,886.4000244140625,845.0,864.0,88110,2022-09-12
2022-09-19,883.3270263671875,900.7999877929688,1014.5999755859375,880.0,880.0,327024,2022-09-19
2022-09-26,856.4157104492188,871.0999755859375,934.9000244140625,843.9500122070312,890.0,215970,2022-09-26
2022-10-03,849.5829467773438,864.1500244140625,872.9500122070312,831.0,870.0,68507,2022-10-03
2022-10-10,819.8920288085938,833.9500122070312,885.0,821.0,865.0499877929688,49638,2022-10-10
2022-10-17,883.5505981445312,898.7000122070312,964.8499755859375,805.2000122070312,840.0499877929688,266890,2022-10-17
2022-10-24,867.2302856445312,882.0999755859375,918.0,870.0999755859375,899.0,16229,2022-10-24
2022-10-31,873.3258666992188,888.2999877929688,899.7999877929688,847.7000122070312,895.3499755859375,33008,2022-10-31
2022-11-07,868.0660400390625,882.9500122070312,926.7999877929688,851.0499877929688,895.0,34910,2022-11-07
2022-11-14,1053.535888671875,1071.5999755859375,1083.0,875.0499877929688,890.0,443327,2022-11-14
2022-11-21,1004.9194946289062,1022.1500244140625,1112.9000244140625,1014.0,1095.0,256855,2022-11-21
2022-11-28,971.78759765625,988.4500122070312,1045.0,975.9000244140625,1028.5,126490,2022-11-28
2022-12-05,975.2777709960938,992.0,1035.0,954.0,989.0,181215,2022-12-05
2022-12-12,945.0952758789062,961.2999877929688,1001.9500122070312,914.0,966.0,171613,2022-12-12
2022-12-19,825.2500610351562,839.4000244140625,974.0,829.0,970.0,125990,2022-12-19
2022-12-26,872.1952514648438,887.1500244140625,892.0,807.0,821.0,104675,2022-12-26
2023-01-02,923.3186645507812,939.1500244140625,1002.8499755859375,900.0,900.0,204036,2023-01-02
2023-01-09,959.6950073242188,976.1500244140625,986.0,932.5499877929688,953.25,62773,2023-01-09
2023-01-16,911.0293579101562,926.6500244140625,997.0,918.0,988.0,27933,2023-01-16
2023-01-23,874.1615600585938,889.1500244140625,940.4500122070312,838.5999755859375,940.4500122070312,48068,2023-01-23
2023-01-30,851.84423828125,866.4500122070312,909.4000244140625,845.0,906.7999877929688,34925,2023-01-30
2023-02-06,873.0308227539062,888.0,917.0,855.0,866.4500122070312,29119,2023-02-06
2023-02-13,854.8427124023438,869.5,898.8499755859375,858.0,887.0,28675,2023-02-13
2023-02-20,814.3864135742188,828.3499755859375,882.4000244140625,823.0,869.5,23497,2023-02-20
2023-02-27,779.239013671875,792.5999755859375,840.0,772.9000244140625,828.3499755859375,66641,2023-02-27
2023-03-06,767.9329223632812,781.0999755859375,828.0,760.0,795.0499877929688,49931,2023-03-06
2023-03-13,714.6957397460938,726.9500122070312,793.5,703.0499877929688,789.9500122070312,118366,2023-03-13
2023-03-20,678.9093627929688,690.5499877929688,748.1500244140625,686.4500122070312,730.0,140297,2023-03-20
2023-03-27,665.39111328125,676.7999877929688,700.0,647.0499877929688,700.0,74659,2023-03-27
2023-04-03,700.0469360351562,712.0499877929688,716.25,680.3499755859375,684.0,71715,2023-04-03
2023-04-10,775.2573852539062,788.5499877929688,861.0,711.0,714.0,229691,2023-04-10
2023-04-17,769.7025756835938,782.9000244140625,829.0,775.0,787.9500122070312,44428,2023-04-17
2023-04-24,791.5282592773438,805.0999755859375,824.0,771.0,790.0,54254,2023-04-24
2023-05-01,779.8289184570312,793.2000122070312,820.0,785.5,805.0999755859375,43123,2023-05-01
2023-05-08,754.8571166992188,767.7999877929688,805.0,764.0,798.2000122070312,73182,2023-05-08
2023-05-15,748.7124633789062,761.5499877929688,820.0,733.3499755859375,767.9000244140625,193684,2023-05-15
2023-05-22,748.4869384765625,758.7999877929688,775.2000122070312,723.0999755859375,763.2000122070312,55222,2023-05-22
2023-05-29,741.7300415039062,751.9500122070312,782.1500244140625,744.0499877929688,763.0,77011,2023-05-29
2023-06-05,737.2418823242188,747.4000244140625,801.9500122070312,743.5,765.2999877929688,123402,2023-06-05
2023-06-12,764.1215209960938,774.6500244140625,794.0,734.75,750.0,96096,2023-06-12
2023-06-19,737.7843627929688,747.9500122070312,790.0,745.1500244140625,780.4500122070312,111959,2023-06-19
2023-06-26,803.824462890625,814.9000244140625,827.8499755859375,742.0,755.3499755859375,224222,2023-06-26
2023-07-03,852.7009887695312,864.4500122070312,919.6500244140625,816.7000122070312,822.0,321846,2023-07-03
2023-07-10,838.2993774414062,849.8499755859375,878.3499755859375,816.0,862.9500122070312,98112,2023-07-10
2023-07-17,828.238037109375,839.6500244140625,872.5499877929688,832.5,849.8499755859375,66715,2023-07-17
2023-07-24,811.7650756835938,822.9500122070312,899.7999877929688,800.3499755859375,838.5,361517,2023-07-24
2023-07-31,849.59375,861.2999877929688,895.0,818.8499755859375,833.75,302090,2023-07-31
2023-08-07,818.3246459960938,829.5999755859375,879.7999877929688,825.0,866.9000244140625,83189,2023-08-07
2023-08-14,825.6240844726562,837.0,854.5,802.3499755859375,836.9000244140625,59729,2023-08-14
2023-08-21,834.748291015625,846.25,855.0,825.0,837.0,63556,2023-08-21
2023-08-28,840.1243286132812,851.7000122070312,894.0,832.4500122070312,854.7000122070312,187288,2023-08-28
2023-09-04,865.4255981445312,877.3499755859375,933.0,850.0,851.7000122070312,345978,2023-09-04
2023-09-11,857.731689453125,869.5499877929688,891.3499755859375,830.5499877929688,882.0,116040,2023-09-11
2023-09-18,838.3444213867188,846.1500244140625,880.0,833.0,877.7999877929688,48991,2023-09-18
2023-09-25,854.4445190429688,862.4000244140625,879.9000244140625,842.0499877929688,850.0,59382,2023-09-25
2023-10-02,841.3662719726562,849.2000122070312,868.7999877929688,835.0,862.4000244140625,33409,2023-10-02
2023-10-09,829.27880859375,837.0,865.5,823.0499877929688,832.0999755859375,52721,2023-10-09
2023-10-16,854.7417602539062,862.7000122070312,866.9000244140625,835.0,850.0,35824,2023-10-16
2023-10-23,810.1073608398438,817.6500244140625,868.9500122070312,778.5,863.3499755859375,42154,2023-10-23
2023-10-30,814.8134765625,822.4000244140625,847.9000244140625,802.3499755859375,820.0,31160,2023-10-30
2023-11-06,824.2258911132812,831.9000244140625,858.0,807.0,833.5,83594,2023-11-06
2023-11-13,840.6232299804688,848.4500122070312,854.9000244140625,817.7999877929688,839.75,30697,2023-11-13
2023-11-20,827.0494995117188,834.75,854.7999877929688,826.8499755859375,852.0,42845,2023-11-20
2023-11-27,830.864013671875,838.5999755859375,872.9000244140625,815.0499877929688,834.75,104689,2023-11-27
2023-12-04,822.8883056640625,830.5499877929688,856.1500244140625,822.9500122070312,849.5999755859375,80996,2023-12-04
2023-12-11,852.3142700195312,860.25,865.0,827.2999877929688,837.9500122070312,119676,2023-12-11
2023-12-18,817.09228515625,824.7000122070312,868.0,812.5499877929688,860.0,67108,2023-12-18
2023-12-25,860.6863403320312,868.7000122070312,915.25,824.7000122070312,824.7000122070312,324310,2023-12-25
2024-01-01,852.21533203125,860.1500244140625,884.0999755859375,846.4500122070312,868.7000122070312,72545,2024-01-01
2024-01-08,957.2374267578125,966.1500244140625,1023.0499877929688,845.1500244140625,866.0,856957,2024-01-08
2024-01-15,987.6542358398438,996.8499755859375,1037.6500244140625,917.5,966.1500244140625,368194,2024-01-15
2024-01-22,977.944580078125,987.0499877929688,1023.9000244140625,953.5499877929688,996.8499755859375,57457,2024-01-22
2024-01-29,996.4721069335938,1005.75,1069.9000244140625,965.8499755859375,987.0499877929688,131930,2024-01-29
2024-02-05,956.1971435546875,965.0999755859375,1019.25,937.2000122070312,1010.0,67450,2024-02-05
2024-02-12,913.0983276367188,921.5999755859375,966.0499877929688,876.1500244140625,966.0499877929688,130242,2024-02-12
2024-02-19,924.839111328125,933.4500122070312,947.0,904.7000122070312,933.2999877929688,52412,2024-02-19
2024-02-26,910.6213989257812,919.0999755859375,962.4500122070312,906.4000244140625,933.4500122070312,46994,2024-02-26
2024-03-04,908.5408325195312,917.0,941.0,888.25,915.9500122070312,60129,2024-03-04
2024-03-11,808.6707153320312,816.2000122070312,928.0,775.5499877929688,928.0,97008,2024-03-11
2024-03-18,814.9620971679688,822.5499877929688,842.0,801.0,812.0,33765,2024-03-18
2024-03-25,816.2500610351562,823.8499755859375,836.0,806.0499877929688,822.5499877929688,49728,2024-03-25
2024-04-01,860.8845825195312,868.9000244140625,889.2999877929688,824.0499877929688,824.0499877929688,47535,2024-04-01
2024-04-08,887.3381958007812,895.5999755859375,914.5,866.2999877929688,868.9000244140625,56548,2024-04-08
2024-04-15,882.8301391601562,891.0499877929688,895.9500122070312,849.9000244140625,875.5999755859375,28879,2024-04-15
2024-04-22,928.80224609375,937.4500122070312,955.0999755859375,877.0499877929688,895.0,46185,2024-04-22
2024-04-29,912.9993286132812,921.5,980.0,907.0999755859375,980.0,33380,2024-04-29
2024-05-06,838.047119140625,845.8499755859375,924.9000244140625,837.5,916.0,39351,2024-05-06
2024-05-13,984.681884765625,993.8499755859375,1005.0499877929688,830.2000122070312,855.0,387592,2024-05-13
2024-05-20,1110.7579345703125,1121.0999755859375,1134.9000244140625,955.2000122070312,955.2000122070312,605289,2024-05-20
2024-05-27,1058.4451904296875,1068.300048828125,1160.4000244140625,1031.6500244140625,1145.9000244140625,255020,2024-05-27
2024-06-03,1096.074951171875,1103.0999755859375,1133.0,964.7999877929688,1090.0,167967,2024-06-03
2024-06-10,1272.69287109375,1280.8499755859375,1333.0,1080.1500244140625,1111.0,495835,2024-06-10
2024-06-17,1231.4571533203125,1239.3499755859375,1330.949951171875,1221.5999755859375,1280.8499755859375,139518,2024-06-17
2024-06-24,1205.4737548828125,1213.199951171875,1350.0,1206.0,1254.949951171875,193201,2024-06-24
2024-07-01,1322.0267333984375,1330.5,1399.0,1218.949951171875,1218.949951171875,267810,2024-07-01
2024-07-08,1242.1884765625,1250.1500244140625,1339.0,1232.0,1330.5,93799,2024-07-08
2024-07-15,1207.610107421875,1215.3499755859375,1309.9000244140625,1207.8499755859375,1250.1500244140625,76100,2024-07-15
2024-07-22,1236.2266845703125,1244.1500244140625,1259.449951171875,1129.949951171875,1200.0,71565,2024-07-22
2024-07-29,1297.93115234375,1306.25,1352.4000244140625,1204.5,1255.949951171875,158956,2024-07-29
2024-08-05,1332.0128173828125,1340.550048828125,1360.0,1222.050048828125,1306.050048828125,142590,2024-08-05
2024-08-12,1269.861083984375,1278.0,1375.0,1226.050048828125,1345.0,92417,2024-08-12
2024-08-19,1390.8853759765625,1399.800048828125,1481.25,1253.0,1283.199951171875,329597,2024-08-19
2024-08-26,1414.18603515625,1423.25,1495.0,1400.0,1420.800048828125,129553,2024-08-26
2024-09-02,1420.396240234375,1429.5,1541.9000244140625,1401.8499755859375,1471.0,201724,2024-09-02
2024-09-09,1476.23828125,1485.699951171875,1505.0,1419.5999755859375,1429.5,147237,2024-09-09
2024-09-16,1364.4547119140625,1373.199951171875,1490.0,1364.75,1483.8499755859375,82850,2024-09-16
2024-09-23,1352.9530029296875,1357.300048828125,1503.9000244140625,1299.0,1383.0,369945,2024-09-23
2024-09-30,1306.5521240234375,1310.75,1389.449951171875,1281.5999755859375,1363.0,84114,2024-09-30
2024-10-07,1325.8900146484375,1330.1500244140625,1352.5999755859375,1241.6500244140625,1327.3499755859375,76449,2024-10-07
2024-10-14,1309.54248046875,1313.75,1354.0,1265.050048828125,1350.3499755859375,55807,2024-10-14
2024-10-21,1189.9267578125,1193.75,1323.300048828125,1171.8499755859375,1323.300048828125,68123,2024-10-21
2024-10-28,1301.8172607421875,1306.0,1334.699951171875,1179.1500244140625,1180.0,55236,2024-10-28
2024-11-04,1291.55029296875,1295.699951171875,1366.449951171875,1260.0,1306.0,55769,2024-11-04
2024-11-11,1202.5860595703125,1206.449951171875,1298.949951171875,1182.6500244140625,1298.949951171875,45265,2024-11-11
2024-11-18,1111.0302734375,1114.5999755859375,1216.949951171875,1105.5,1195.0,76465,2024-11-18
2024-11-25,1039.65966796875,1043.0,1167.9000244140625,1012.0,1147.0,183628,2024-11-25
2024-12-02,1190.3255615234375,1194.1500244140625,1200.0,1028.550048828125,1043.0,161984,2024-12-02
2024-12-09,1135.25244140625,1138.9000244140625,1241.199951171875,1126.0,1214.949951171875,103792,2024-12-09
2024-12-16,1054.4122314453125,1057.800048828125,1145.050048828125,1052.0,1138.9000244140625,86996,2024-12-16
2024-12-23,996.0497436523438,999.25,1087.800048828125,991.1500244140625,1071.5999755859375,80348,2024-12-23
2024-12-30,1052.2691650390625,1055.6500244140625,1065.0,972.2000122070312,999.25,79457,2024-12-30
2025-01-06,1026.9005126953125,1030.199951171875,1064.949951171875,985.0,1059.050048828125,177827,2025-01-06
2025-01-13,946.5587158203125,949.5999755859375,1049.9000244140625,941.0999755859375,1024.9000244140625,121861,2025-01-13
2025-01-20,953.287109375,956.3499755859375,989.7999877929688,921.8499755859375,950.5499877929688,68765,2025-01-20
2025-01-27,958.0219116210938,961.0999755859375,986.8499755859375,890.5499877929688,942.0,78919,2025-01-27
2025-02-03,970.4818725585938,973.5999755859375,992.0499877929688,948.0,954.5,32954,2025-02-03
2025-02-10,815.4300537109375,818.0499877929688,1050.0,801.5499877929688,973.0499877929688,219921,2025-02-10
2025-02-17,835.0669555664062,837.75,860.75,796.5,822.4000244140625,52617,2025-02-17
2025-02-24,752.7315063476562,755.1500244140625,820.0,748.25,820.0,64490,2025-02-24
2025-03-03,747.74755859375,750.1500244140625,759.1500244140625,692.8499755859375,759.0999755859375,94807,2025-03-03
2025-03-10,688.6873168945312,690.9000244140625,752.25,681.0,750.1500244140625,50512,2025-03-10
2025-03-17,704.4367065429688,706.7000122070312,718.1500244140625,668.0,694.0,124144,2025-03-17
2025-03-24,656.6900634765625,658.7999877929688,727.6500244140625,641.5999755859375,710.4000244140625,245544,2025-03-24
2025-03-31,657.1386108398438,659.25,683.25,643.0499877929688,658.7999877929688,75245,2025-03-31
2025-04-07,644.429443359375,646.5,677.3499755859375,597.1500244140625,630.0,63759,2025-04-07
2025-04-14,662.7705688476562,664.9000244140625,684.2000122070312,647.4500122070312,657.5999755859375,46493,2025-04-14
2025-04-21,667.2561645507812,669.4000244140625,709.0,657.0,668.4000244140625,102378,2025-04-21
2025-04-28,663.9666748046875,666.0999755859375,693.5,660.0,672.9000244140625,30006,2025-04-28
2025-05-05,656.7398681640625,658.8499755859375,685.4500122070312,640.0,665.0999755859375,39742,2025-05-05
2025-05-12,776.6047973632812,779.0999755859375,798.0,671.0,671.0,141261,2025-05-12
2025-05-19,898.2999877929688,898.2999877929688,924.7000122070312,760.0499877929688,783.0,547204,2025-05-19
2025-05-26,902.75,902.75,954.2999877929688,880.0999755859375,890.0,94498,2025-05-26
2025-06-02,905.75,905.75,922.0,889.0,903.0,40224,2025-06-02
2025-06-09,893.5499877929688,893.5499877929688,957.9500122070312,880.2999877929688,905.0,109696,2025-06-09
2025-06-16,872.3499755859375,872.3499755859375,918.5999755859375,845.0,885.4000244140625,59551,2025-06-16
2025-06-23,884.4500122070312,884.4500122070312,918.25,858.7000122070312,868.0,45132,2025-06-23
2025-06-30,898.1500244140625,898.1500244140625,915.5999755859375,884.4500122070312,884.4500122070312,35998,2025-06-30
2025-07-07,984.1500244140625,984.1500244140625,997.0,875.0999755859375,900.0,144366,2025-07-07
2025-07-14,960.75,960.75,994.0,955.0,990.0,25206,2025-07-14
