Date,Adj Close_HARSHA.NS,Close_HARSHA.NS,High_HARSHA.NS,Low_HARSHA.NS,Open_HARSHA.NS,Volume_HARSHA.NS,Date
2023-11-13,396.77923583984375,397.54998779296875,401.3999938964844,384.54998779296875,395.20001220703125,293035,2023-11-13
2023-11-20,395.5316467285156,396.29998779296875,405.95001220703125,388.5,397.54998779296875,392807,2023-11-20
2023-11-27,417.88824462890625,418.70001220703125,428.0,391.3500061035156,396.29998779296875,780598,2023-11-27
2023-12-04,400.52197265625,401.29998779296875,423.95001220703125,398.0,420.1000061035156,349870,2023-12-04
2023-12-11,396.0805969238281,396.8500061035156,406.8999938964844,392.45001220703125,401.8500061035156,362446,2023-12-11
2023-12-18,390.89068603515625,391.6499938964844,403.20001220703125,382.5,396.79998779296875,403903,2023-12-18
2023-12-25,392.337890625,393.1000061035156,399.0,388.5,391.6499938964844,259282,2023-12-25
2024-01-01,398.0268249511719,398.79998779296875,413.5,387.79998779296875,393.54998779296875,675097,2024-01-01
2024-01-08,408.8058776855469,409.6000061035156,412.79998779296875,390.25,397.95001220703125,510792,2024-01-08
2024-01-15,399.1745910644531,399.95001220703125,411.20001220703125,391.0,409.6000061035156,371856,2024-01-15
2024-01-22,407.90765380859375,408.70001220703125,415.0,397.0,399.95001220703125,388135,2024-01-22
2024-01-29,396.928955078125,397.70001220703125,419.5,395.0,413.04998779296875,608360,2024-01-29
2024-02-05,394.7831115722656,395.54998779296875,409.8999938964844,389.25,398.0,625900,2024-02-05
2024-02-12,405.81170654296875,406.6000061035156,409.0,380.0,395.0,436713,2024-02-12
2024-02-19,421.1319580078125,421.95001220703125,434.5,398.79998779296875,406.75,1108429,2024-02-19
2024-02-26,406.3606262207031,407.1499938964844,428.0,401.0,422.75,467178,2024-02-26
2024-03-04,392.2879638671875,393.04998779296875,413.75,390.0,409.0,302982,2024-03-04
2024-03-11,386.24969482421875,387.0,394.95001220703125,362.04998779296875,393.04998779296875,463112,2024-03-11
2024-03-18,380.7603759765625,381.5,393.6499938964844,379.0,385.8999938964844,385214,2024-03-18
2024-03-25,400.3223571777344,401.1000061035156,417.0,360.1000061035156,381.5,860380,2024-03-25
2024-04-01,411.5006408691406,412.29998779296875,421.25,395.75,405.0,422237,2024-04-01
2024-04-08,407.90765380859375,408.70001220703125,416.25,402.3999938964844,412.29998779296875,172304,2024-04-08
2024-04-15,415.9919128417969,416.79998779296875,439.0,395.20001220703125,402.0,504962,2024-04-15
2024-04-22,442.4904479980469,443.3500061035156,456.70001220703125,405.3999938964844,418.20001220703125,2124304,2024-04-22
2024-04-29,418.5868835449219,419.3999938964844,448.29998779296875,415.0,447.75,451229,2024-04-29
2024-05-06,410.45269775390625,411.25,427.95001220703125,401.70001220703125,422.0,400547,2024-05-06
2024-05-13,449.1275634765625,450.0,454.3999938964844,404.75,407.0,2327691,2024-05-13
2024-05-20,480.1672668457031,481.1000061035156,507.0,442.04998779296875,446.45001220703125,3046650,2024-05-20
2024-05-27,485.8063049316406,486.75,522.5,473.25,484.95001220703125,2041613,2024-05-27
2024-06-03,512.1551513671875,513.1500244140625,533.4000244140625,436.8500061035156,501.0,2014064,2024-06-03
2024-06-10,550.8300170898438,551.9000244140625,572.0,513.7000122070312,517.0,2347236,2024-06-10
2024-06-17,575.0828857421875,576.2000122070312,592.0,541.1500244140625,551.9000244140625,1537505,2024-06-17
2024-06-24,547.9855346679688,549.0499877929688,595.7999877929688,537.25,575.0,948513,2024-06-24
2024-07-01,570.042724609375,571.1500244140625,609.9000244140625,549.0499877929688,549.4000244140625,1447073,2024-07-01
2024-07-08,540.8992919921875,541.9500122070312,613.8499755859375,539.5999755859375,572.0499877929688,926943,2024-07-08
2024-07-15,508.11297607421875,509.1000061035156,551.0,508.0,541.9500122070312,438302,2024-07-15
2024-07-22,530.5194702148438,531.5499877929688,551.0,493.5,500.1499938964844,649099,2024-07-22
2024-07-29,569.0945434570312,570.2000122070312,584.9000244140625,531.0499877929688,535.0,1680603,2024-07-29
2024-08-05,541.5480346679688,542.5999755859375,584.0999755859375,526.0499877929688,558.0,1077601,2024-08-05
2024-08-12,535.26025390625,536.2999877929688,550.0,510.0,542.5999755859375,417942,2024-08-12
2024-08-19,552.227294921875,553.2999877929688,559.5,532.0,540.0,433933,2024-08-19
2024-08-26,538.1546630859375,539.2000122070312,560.0,517.5999755859375,558.3499755859375,353608,2024-08-26
2024-09-02,514.7999877929688,515.7999877929688,542.7999877929688,510.8999938964844,539.2000122070312,291452,2024-09-02
2024-09-09,513.7021484375,514.7000122070312,519.5999755859375,503.54998779296875,515.5499877929688,208039,2024-09-09
2024-09-16,506.8500061035156,506.8500061035156,537.6500244140625,500.1000061035156,513.0,340104,2024-09-16
2024-09-23,518.5,518.5,530.0,488.0,505.04998779296875,347627,2024-09-23
2024-09-30,503.25,503.25,528.9500122070312,498.0,506.1499938964844,285117,2024-09-30
2024-10-07,503.5,503.5,506.20001220703125,473.54998779296875,503.0,222461,2024-10-07
2024-10-14,507.95001220703125,507.95001220703125,519.5,488.0,504.0,209543,2024-10-14
2024-10-21,467.75,467.75,515.4500122070312,459.29998779296875,507.8999938964844,223855,2024-10-21
2024-10-28,514.4500122070312,514.4500122070312,520.0,468.0,468.0,211443,2024-10-28
2024-11-04,506.6000061035156,506.6000061035156,523.5,492.0,513.0,281016,2024-11-04
2024-11-11,482.95001220703125,482.95001220703125,519.0,473.6000061035156,505.0,351058,2024-11-11
2024-11-18,480.54998779296875,480.54998779296875,490.29998779296875,463.54998779296875,480.5,133979,2024-11-18
2024-11-25,503.8999938964844,503.8999938964844,518.0,480.0,483.0,358512,2024-11-25
2024-12-02,546.0999755859375,546.0999755859375,560.0,491.3999938964844,503.5,977815,2024-12-02
2024-12-09,531.9500122070312,531.9500122070312,549.9000244140625,500.0,547.0,540597,2024-12-09
2024-12-16,500.8500061035156,500.8500061035156,546.5,500.0,532.4000244140625,471305,2024-12-16
2024-12-23,503.1000061035156,503.1000061035156,507.0,488.45001220703125,502.45001220703125,135773,2024-12-23
2024-12-30,520.1500244140625,520.1500244140625,523.7999877929688,490.5,503.29998779296875,1349044,2024-12-30
2025-01-06,471.79998779296875,471.79998779296875,520.0,469.04998779296875,516.1500244140625,235885,2025-01-06
2025-01-13,425.20001220703125,425.20001220703125,470.0,421.0,466.04998779296875,308372,2025-01-13
2025-01-20,389.1000061035156,389.1000061035156,435.0,387.5,425.25,289311,2025-01-20
2025-01-27,420.29998779296875,420.29998779296875,423.95001220703125,360.45001220703125,388.0,439732,2025-01-27
2025-02-03,411.1000061035156,411.1000061035156,432.0,405.1000061035156,417.0,192899,2025-02-03
2025-02-10,390.79998779296875,390.79998779296875,414.0,377.25,411.04998779296875,182560,2025-02-10
2025-02-17,398.0,398.0,408.95001220703125,363.70001220703125,382.0,238364,2025-02-17
2025-02-24,395.25,395.25,400.0,376.0,395.0,192728,2025-02-24
2025-03-03,409.5,409.5,422.54998779296875,371.0,389.29998779296875,449826,2025-03-03
2025-03-10,380.54998779296875,380.54998779296875,410.0,378.0,410.0,172606,2025-03-10
2025-03-17,389.6000061035156,389.6000061035156,398.45001220703125,370.1499938964844,381.95001220703125,214342,2025-03-17
2025-03-24,371.70001220703125,371.70001220703125,409.0,367.45001220703125,395.0,1117321,2025-03-24
2025-03-31,370.5,370.5,383.1499938964844,365.1499938964844,371.70001220703125,176762,2025-03-31
2025-04-07,373.6499938964844,373.6499938964844,379.0,329.95001220703125,335.0,148874,2025-04-07
2025-04-14,395.29998779296875,395.29998779296875,399.8999938964844,375.3999938964844,377.45001220703125,188001,2025-04-14
2025-04-21,386.25,386.25,406.95001220703125,383.20001220703125,396.0,288271,2025-04-21
2025-04-28,374.29998779296875,374.29998779296875,393.20001220703125,370.25,389.45001220703125,158406,2025-04-28
2025-05-05,356.70001220703125,356.70001220703125,417.0,354.0,376.3999938964844,943711,2025-05-05
2025-05-12,384.04998779296875,384.04998779296875,387.95001220703125,364.04998779296875,365.6000061035156,349151,2025-05-12
2025-05-19,389.29998779296875,389.29998779296875,404.95001220703125,377.45001220703125,387.8999938964844,929627,2025-05-19
2025-05-26,394.45001220703125,394.45001220703125,404.0,377.5,391.54998779296875,2345937,2025-05-26
2025-06-02,437.45001220703125,437.45001220703125,451.8500061035156,378.54998779296875,393.0,2981935,2025-06-02
2025-06-09,389.25,389.25,446.54998779296875,381.25,437.8999938964844,3044634,2025-06-09
2025-06-16,384.8500061035156,384.8500061035156,396.0,381.20001220703125,389.25,618364,2025-06-16
2025-06-23,412.95001220703125,412.95001220703125,417.0,384.04998779296875,385.3500061035156,847883,2025-06-23
2025-06-30,407.1499938964844,407.1499938964844,427.8500061035156,404.29998779296875,410.0,509725,2025-06-30
2025-07-07,410.3500061035156,410.3500061035156,414.0,400.79998779296875,407.8999938964844,198570,2025-07-07
2025-07-14,409.3500061035156,409.3500061035156,434.0,408.0,411.0,513848,2025-07-14
