Date,Adj Close_TITAN.NS,Close_TITAN.NS,High_TITAN.NS,Low_TITAN.NS,Open_TITAN.NS,Volume_TITAN.NS,Date
2021-03-08,1459.7947998046875,1482.5,1507.800048828125,1445.0,1475.0,5890883,2021-03-08
2021-03-15,1443.006103515625,1465.449951171875,1531.0,1432.050048828125,1496.9000244140625,9472810,2021-03-15
2021-03-22,1482.7872314453125,1505.8499755859375,1514.800048828125,1447.75,1465.0,9269282,2021-03-22
2021-03-29,1535.468017578125,1559.3499755859375,1593.300048828125,1505.8499755859375,1505.8499755859375,6241777,2021-03-29
2021-04-05,1567.617919921875,1592.0,1618.0,1500.0,1541.0999755859375,11024027,2021-04-05
2021-04-12,1525.3255615234375,1549.050048828125,1572.6500244140625,1502.25,1571.0,6585109,2021-04-12
2021-04-19,1439.0672607421875,1461.449951171875,1560.0,1451.5999755859375,1525.0,7155581,2021-04-19
2021-04-26,1468.804931640625,1491.6500244140625,1527.5,1465.1500244140625,1470.0,8823123,2021-04-26
2021-05-03,1424.34619140625,1446.5,1477.0,1400.050048828125,1477.0,11613991,2021-05-03
2021-05-10,1433.5531005859375,1455.8499755859375,1477.800048828125,1425.8499755859375,1454.4000244140625,6140430,2021-05-10
2021-05-17,1514.78955078125,1538.3499755859375,1566.25,1438.0,1462.0,10989716,2021-05-17
2021-05-24,1552.84765625,1577.0,1614.0,1505.449951171875,1532.1500244140625,11335368,2021-05-24
2021-05-31,1653.7777099609375,1679.5,1713.800048828125,1564.199951171875,1570.6500244140625,14670833,2021-05-31
2021-06-07,1701.97802734375,1728.449951171875,1745.8499755859375,1674.199951171875,1685.8499755859375,8378411,2021-06-07
2021-06-14,1685.0908203125,1711.300048828125,1748.949951171875,1686.0,1728.449951171875,5437661,2021-06-14
2021-06-21,1726.989013671875,1753.8499755859375,1792.949951171875,1690.75,1699.0,7267126,2021-06-21
2021-06-28,1727.875244140625,1754.75,1768.5,1719.75,1768.5,5207709,2021-06-28
2021-07-05,1694.2484130859375,1720.5999755859375,1783.4000244140625,1718.0,1760.0,5781091,2021-07-05
2021-07-12,1669.385009765625,1695.3499755859375,1739.199951171875,1688.6500244140625,1730.0,4333451,2021-07-12
2021-07-19,1674.899169921875,1700.949951171875,1725.949951171875,1662.5,1694.3499755859375,3851113,2021-07-19
2021-07-26,1692.3411865234375,1714.550048828125,1756.300048828125,1700.0,1700.9000244140625,6771521,2021-07-26
2021-08-02,1764.5927734375,1787.75,1858.6500244140625,1725.0,1728.0,12895232,2021-08-02
2021-08-09,1814.09326171875,1837.9000244140625,1841.0,1773.550048828125,1787.75,5465175,2021-08-09
2021-08-16,1852.4893798828125,1876.800048828125,1892.300048828125,1817.0,1828.0,4477975,2021-08-16
2021-08-23,1798.942138671875,1822.550048828125,1895.0,1797.0,1889.0,5456469,2021-08-23
2021-08-30,1993.1435546875,2019.300048828125,2024.4000244140625,1831.800048828125,1835.0,7449753,2021-08-30
2021-09-06,2007.94921875,2034.300048828125,2067.0,2006.1500244140625,2025.0,2902434,2021-09-06
2021-09-13,2068.455322265625,2095.60009765625,2150.0,2021.1500244140625,2037.0,6923752,2021-09-13
2021-09-20,2065.7900390625,2092.89990234375,2115.0,2062.10009765625,2088.0,3261411,2021-09-20
2021-09-27,2135.722412109375,2163.75,2185.0,2077.199951171875,2099.0,4344926,2021-09-27
2021-10-04,2327.65380859375,2358.199951171875,2420.0,2130.0,2160.0,13302730,2021-10-04
2021-10-11,2530.837158203125,2564.050048828125,2608.949951171875,2342.64990234375,2377.0,10144047,2021-10-11
2021-10-18,2380.757080078125,2412.0,2677.89990234375,2380.050048828125,2620.0,14354591,2021-10-18
2021-10-25,2352.67529296875,2383.550048828125,2482.35009765625,2340.0,2405.0,10876628,2021-10-25
2021-11-01,2400.2509765625,2431.75,2471.64990234375,2390.35009765625,2441.449951171875,4558599,2021-11-01
2021-11-08,2506.605224609375,2539.5,2561.75,2448.300048828125,2477.89990234375,8857553,2021-11-08
2021-11-15,2446.09912109375,2478.199951171875,2572.699951171875,2456.5,2551.0,3613082,2021-11-15
2021-11-22,2262.607177734375,2292.300048828125,2492.39990234375,2285.050048828125,2492.39990234375,5174809,2021-11-22
2021-11-29,2338.560546875,2369.25,2441.949951171875,2231.39990234375,2290.0,8692102,2021-11-29
2021-12-06,2309.048095703125,2339.35009765625,2424.0,2296.300048828125,2361.35009765625,5916948,2021-12-06
2021-12-13,2250.861328125,2280.39990234375,2386.0,2257.10009765625,2352.60009765625,4915371,2021-12-13
2021-12-20,2289.40576171875,2319.449951171875,2341.89990234375,2205.0,2259.699951171875,3738009,2021-12-20
2021-12-27,2489.726806640625,2522.39990234375,2535.0,2286.300048828125,2306.14990234375,5552075,2021-12-27
2022-01-03,2539.375244140625,2572.699951171875,2687.25,2502.300048828125,2510.0,8959328,2022-01-03
2022-01-10,2559.16552734375,2592.75,2678.75,2571.0,2585.0,6502410,2022-01-10
2022-01-17,2495.402099609375,2528.14990234375,2635.0,2505.0,2592.75,5696431,2022-01-17
2022-01-24,2285.605712890625,2315.60009765625,2522.550048828125,2260.0,2520.0,8038587,2022-01-24
2022-01-31,2439.140380859375,2471.14990234375,2520.0,2336.35009765625,2353.0,9893001,2022-01-31
2022-02-07,2410.61474609375,2442.25,2503.949951171875,2388.0,2480.0,5289922,2022-02-07
2022-02-14,2456.710205078125,2488.949951171875,2537.5,2351.25,2380.0,4734611,2022-02-14
2022-02-21,2436.4755859375,2468.449951171875,2525.0,2377.0,2488.0,6918340,2022-02-21
2022-02-28,2409.381103515625,2441.0,2639.800048828125,2430.0,2430.0,10698817,2022-02-28
2022-03-07,2461.2998046875,2493.60009765625,2504.75,2325.60009765625,2414.800048828125,6459334,2022-03-07
2022-03-14,2667.987060546875,2703.0,2721.64990234375,2475.0,2490.0,6669260,2022-03-14
2022-03-21,2491.20703125,2523.89990234375,2768.0,2518.0,2740.0,9149400,2022-03-21
2022-03-28,2488.197021484375,2520.85009765625,2565.75,2483.0,2536.5,5209956,2022-03-28
2022-04-04,2477.43798828125,2509.949951171875,2577.800048828125,2452.0,2540.35009765625,8363404,2022-04-04
2022-04-11,2429.467529296875,2461.35009765625,2509.949951171875,2440.25,2503.0,3007992,2022-04-11
2022-04-18,2480.15234375,2512.699951171875,2526.449951171875,2410.0,2435.0,4438341,2022-04-18
2022-04-25,2426.3583984375,2458.199951171875,2552.14990234375,2447.050048828125,2471.0,5146737,2022-04-25
2022-05-02,2180.1396484375,2208.75,2437.0,2195.449951171875,2435.0,7229425,2022-05-02
2022-05-09,2064.605712890625,2091.699951171875,2213.35009765625,2035.550048828125,2195.0,7475788,2022-05-09
2022-05-16,2109.368408203125,2137.050048828125,2194.300048828125,2055.10009765625,2118.0,5813722,2022-05-16
2022-05-23,2121.36083984375,2149.199951171875,2200.0,2075.5,2160.0,5869961,2022-05-23
2022-05-30,2175.845703125,2204.39990234375,2304.89990234375,2164.0,2164.0,13018033,2022-05-30
2022-06-06,2114.5009765625,2142.25,2208.949951171875,2088.0,2204.39990234375,8279387,2022-06-06
2022-06-13,1911.3665771484375,1936.449951171875,2145.0,1910.550048828125,2108.0,9937855,2022-06-13
2022-06-20,2019.102783203125,2045.5999755859375,2093.75,1905.449951171875,1938.0,9253146,2022-06-20
2022-06-27,1920.9903564453125,1946.199951171875,2083.64990234375,1825.050048828125,2082.0,13395371,2022-06-27
2022-07-04,2116.57373046875,2144.35009765625,2171.60009765625,1928.0,1954.0,12486795,2022-07-04
2022-07-11,2168.982421875,2189.699951171875,2193.14990234375,2107.449951171875,2153.0,5995565,2022-07-11
2022-07-18,2303.002197265625,2325.0,2329.949951171875,2194.050048828125,2196.0,6806235,2022-07-18
2022-07-25,2329.796630859375,2352.050048828125,2392.5,2266.550048828125,2339.300048828125,6213178,2022-07-25
2022-08-01,2409.7822265625,2432.800048828125,2472.39990234375,2339.0,2364.800048828125,6025156,2022-08-01
2022-08-08,2448.56201171875,2471.949951171875,2493.0,2417.10009765625,2460.0,4531843,2022-08-08
2022-08-15,2417.5087890625,2440.60009765625,2523.14990234375,2430.89990234375,2471.949951171875,3478596,2022-08-15
2022-08-22,2508.935302734375,2532.89990234375,2556.0,2400.0,2440.0,6168568,2022-08-22
2022-08-29,2587.88134765625,2612.60009765625,2647.14990234375,2457.25,2457.25,5183178,2022-08-29
2022-09-05,2578.817626953125,2603.449951171875,2659.89990234375,2593.0,2625.0,3383523,2022-09-05
2022-09-12,2587.089111328125,2611.800048828125,2723.0,2604.25,2616.800048828125,5439464,2022-09-12
2022-09-19,2647.164794921875,2672.449951171875,2755.699951171875,2552.550048828125,2611.75,5284907,2022-09-19
2022-09-26,2582.284912109375,2606.949951171875,2679.550048828125,2517.35009765625,2666.0,6668668,2022-09-26
2022-10-03,2704.665771484375,2730.5,2745.0,2555.60009765625,2625.0,9034878,2022-10-03
2022-10-10,2593.031982421875,2617.800048828125,2727.89990234375,2591.0,2710.0,5855378,2022-10-10
2022-10-17,2640.42919921875,2665.64990234375,2679.64990234375,2581.35009765625,2613.89990234375,4894124,2022-10-17
2022-10-24,2710.509765625,2736.39990234375,2765.0,2662.0,2697.0,3811305,2022-10-24
2022-10-31,2743.494873046875,2769.699951171875,2791.0,2703.0,2750.0,6139714,2022-10-31
2022-11-07,2626.71044921875,2651.800048828125,2772.0,2628.0,2772.0,5042545,2022-11-07
2022-11-14,2541.52392578125,2565.800048828125,2678.199951171875,2545.0,2658.0,4738186,2022-11-14
2022-11-21,2570.843994140625,2595.39990234375,2632.5,2539.64990234375,2552.0,3919096,2022-11-21
2022-11-28,2593.131103515625,2617.89990234375,2665.0,2579.0,2584.39990234375,4372928,2022-11-28
2022-12-05,2590.7041015625,2615.449951171875,2629.949951171875,2567.949951171875,2629.0,3749959,2022-12-05
2022-12-12,2459.35888671875,2482.85009765625,2613.5,2480.0,2613.5,4729588,2022-12-12
2022-12-19,2459.55712890625,2483.050048828125,2528.0,2455.0,2483.199951171875,3557499,2022-12-19
2022-12-26,2572.924072265625,2597.5,2610.0,2470.25,2487.75,6951846,2022-12-26
2023-01-02,2514.086181640625,2538.10009765625,2626.25,2517.0,2607.0,4805593,2023-01-02
2023-01-09,2394.330078125,2417.199951171875,2529.949951171875,2400.0,2529.949951171875,6565075,2023-01-09
2023-01-16,2348.8642578125,2371.300048828125,2434.800048828125,2353.0,2428.0,4611158,2023-01-16
2023-01-23,2309.193359375,2331.25,2390.60009765625,2302.60009765625,2383.949951171875,3535838,2023-01-23
2023-01-30,2439.7958984375,2463.10009765625,2470.0,2269.60009765625,2332.0,9657980,2023-01-30
2023-02-06,2445.14453125,2468.5,2480.0,2432.10009765625,2474.85009765625,3213407,2023-02-06
2023-02-13,2476.64404296875,2500.300048828125,2545.85009765625,2476.14990234375,2480.0,4719203,2023-02-13
2023-02-20,2376.4013671875,2399.10009765625,2507.25,2377.949951171875,2500.0,5056249,2023-02-20
2023-02-27,2373.4296875,2396.10009765625,2425.0,2351.75,2399.10009765625,4013367,2023-02-27
2023-03-06,2353.0244140625,2375.5,2426.39990234375,2338.0,2412.550048828125,2685127,2023-03-06
2023-03-13,2432.416015625,2455.64990234375,2482.0,2321.0,2372.75,7701866,2023-03-13
2023-03-20,2469.759765625,2493.35009765625,2528.0,2441.550048828125,2462.0,4775458,2023-03-20
2023-03-27,2491.10546875,2514.89990234375,2536.75,2466.800048828125,2480.0,2886977,2023-03-27
2023-04-03,2524.338134765625,2548.449951171875,2584.0,2513.300048828125,2525.89990234375,3332361,2023-04-03
2023-04-10,2561.186279296875,2585.64990234375,2603.5,2561.050048828125,2568.0,3353286,2023-04-10
2023-04-17,2544.00048828125,2568.300048828125,2619.0,2559.25,2600.0,3811939,2023-04-17
2023-04-24,2616.854736328125,2641.85009765625,2679.300048828125,2570.0,2571.10009765625,4476166,2023-04-24
2023-05-01,2707.04296875,2732.89990234375,2766.0,2633.39990234375,2641.85009765625,5662068,2023-05-01
2023-05-08,2746.9619140625,2773.199951171875,2790.0,2732.89990234375,2732.949951171875,3591056,2023-05-08
2023-05-15,2676.088623046875,2701.64990234375,2802.10009765625,2683.050048828125,2774.0,3320206,2023-05-15
2023-05-22,2716.205322265625,2742.14990234375,2759.699951171875,2670.0,2701.60009765625,3550696,2023-05-22
2023-05-29,2834.574951171875,2861.64990234375,2871.0,2745.0,2745.0,5421000,2023-05-29
2023-06-05,2849.037109375,2876.25,2921.85009765625,2840.0,2875.0,4023449,2023-06-05
2023-06-12,2926.348388671875,2954.300048828125,2960.0,2833.25,2884.949951171875,4093387,2023-06-12
2023-06-19,2911.341796875,2939.14990234375,3024.39990234375,2932.0,2967.0,3930314,2023-06-19
2023-06-26,3018.81494140625,3047.64990234375,3067.949951171875,2940.0,2940.0,4224672,2023-06-26
2023-07-03,3114.25341796875,3144.0,3210.0,3026.300048828125,3050.10009765625,6971765,2023-07-03
2023-07-10,3026.640380859375,3055.550048828125,3155.0,3030.25,3155.0,5872680,2023-07-10
2023-07-17,2957.69189453125,2976.300048828125,3072.949951171875,2963.39990234375,3070.0,4416479,2023-07-17
2023-07-24,2968.324951171875,2987.0,3044.89990234375,2951.25,2978.0,3419011,2023-07-24
2023-07-31,2886.2412109375,2904.39990234375,3027.5,2883.0,2950.0,6439852,2023-07-31
2023-08-07,2998.385986328125,3017.25,3067.449951171875,2882.449951171875,2919.949951171875,4449121,2023-08-07
2023-08-14,3031.378173828125,3050.449951171875,3079.5,2978.050048828125,3020.35009765625,3647542,2023-08-14
2023-08-21,3048.023681640625,3067.199951171875,3099.89990234375,3037.550048828125,3051.0,3289667,2023-08-21
2023-08-28,3097.3134765625,3116.800048828125,3124.89990234375,3040.699951171875,3074.0,3381340,2023-08-28
2023-09-04,3179.09912109375,3199.10009765625,3205.0,3086.300048828125,3116.949951171875,3929619,2023-09-04
2023-09-11,3228.28955078125,3248.60009765625,3302.449951171875,3177.60009765625,3209.949951171875,5168609,2023-09-11
2023-09-18,3254.02734375,3274.5,3352.0,3246.800048828125,3257.0,4734967,2023-09-18
2023-09-25,3129.113525390625,3148.800048828125,3314.89990234375,3141.75,3274.5,5054481,2023-09-25
2023-10-02,3289.05712890625,3309.75,3319.800048828125,3114.39990234375,3148.800048828125,3706278,2023-10-02
2023-10-09,3263.2197265625,3283.75,3307.0,3249.050048828125,3294.699951171875,3352617,2023-10-09
2023-10-16,3245.779296875,3266.199951171875,3329.0,3239.0,3284.0,3043491,2023-10-16
2023-10-23,3101.18896484375,3120.699951171875,3274.949951171875,3087.25,3246.199951171875,3504275,2023-10-23
2023-10-30,3254.02734375,3274.5,3288.0,3075.0,3105.0,4924408,2023-10-30
2023-11-06,3235.9912109375,3256.35009765625,3323.800048828125,3223.0,3310.0,4692064,2023-11-06
2023-11-13,3317.975341796875,3338.85009765625,3366.0,3250.60009765625,3275.0,2712195,2023-11-13
2023-11-20,3375.7119140625,3396.949951171875,3441.949951171875,3312.25,3338.0,3623913,2023-11-20
2023-11-27,3467.683349609375,3489.5,3500.0,3396.949951171875,3396.949951171875,3688075,2023-11-27
2023-12-04,3611.92578125,3634.64990234375,3646.949951171875,3478.050048828125,3550.0,4378984,2023-12-04
2023-12-11,3578.0390625,3600.550048828125,3647.0,3552.75,3634.550048828125,4313196,2023-12-11
2023-12-18,3604.671630859375,3627.35009765625,3667.199951171875,3518.800048828125,3600.699951171875,3720598,2023-12-18
2023-12-25,3652.470703125,3675.449951171875,3737.0,3623.449951171875,3627.35009765625,2935988,2023-12-25
2024-01-01,3689.338623046875,3712.550048828125,3750.0,3642.5,3689.0,2605981,2024-01-01
2024-01-08,3702.704833984375,3726.0,3776.85009765625,3647.949951171875,3770.0,3714471,2024-01-08
2024-01-15,3786.77587890625,3810.60009765625,3861.5,3718.85009765625,3740.0,6415280,2024-01-15
2024-01-22,3746.628173828125,3770.199951171875,3858.0,3705.75,3810.60009765625,2336633,2024-01-22
2024-01-29,3589.814697265625,3612.39990234375,3886.949951171875,3601.0,3760.60009765625,6667029,2024-01-29
2024-02-05,3569.14501953125,3591.60009765625,3624.64990234375,3503.0,3612.949951171875,5592101,2024-02-05
2024-02-12,3632.5458984375,3655.39990234375,3690.0,3503.300048828125,3599.0,4004226,2024-02-12
2024-02-19,3668.86767578125,3691.949951171875,3737.0,3555.35009765625,3671.949951171875,3848675,2024-02-19
2024-02-26,3742.355224609375,3765.89990234375,3774.0,3582.14990234375,3690.0,4985378,2024-02-26
2024-03-04,3763.223876953125,3786.89990234375,3824.25,3702.699951171875,3761.60009765625,3125318,2024-03-04
2024-03-11,3610.484619140625,3633.199951171875,3808.0,3580.14990234375,3802.89990234375,4691293,2024-03-11
2024-03-18,3683.525390625,3706.699951171875,3726.89990234375,3547.050048828125,3619.0,3915590,2024-03-18
2024-03-25,3778.03076171875,3801.800048828125,3838.300048828125,3665.0,3706.699951171875,4064676,2024-03-25
2024-04-01,3730.976806640625,3754.449951171875,3832.550048828125,3679.0,3822.949951171875,4245106,2024-04-01
2024-04-08,3596.671875,3619.300048828125,3808.300048828125,3609.449951171875,3798.64990234375,4072659,2024-04-08
2024-04-15,3540.773681640625,3563.050048828125,3660.0,3478.25,3607.0,5156852,2024-04-15
2024-04-22,3562.387451171875,3584.800048828125,3648.0,3541.0,3567.0,4779407,2024-04-22
2024-04-29,3511.8056640625,3533.89990234375,3619.5,3492.0,3585.0,4784227,2024-04-29
2024-05-06,3269.281494140625,3289.85009765625,3488.800048828125,3227.0,3476.0,15225910,2024-05-06
2024-05-13,3341.527099609375,3362.550048828125,3376.0,3230.5,3307.5,5227643,2024-05-13
2024-05-20,3391.065185546875,3412.39990234375,3460.39990234375,3351.0,3361.14990234375,3310655,2024-05-20
2024-05-27,3221.63134765625,3241.89990234375,3436.300048828125,3216.75,3423.949951171875,6762346,2024-05-27
2024-06-03,3422.517333984375,3444.050048828125,3456.60009765625,3055.64990234375,3310.0,9619330,2024-06-03
2024-06-10,3507.979736328125,3530.050048828125,3535.0,3370.85009765625,3443.0,8895797,2024-06-10
2024-06-17,3378.494384765625,3399.75,3625.0,3383.39990234375,3530.050048828125,8532279,2024-06-17
2024-06-24,3382.916748046875,3404.199951171875,3429.0,3361.050048828125,3380.35009765625,5898704,2024-06-24
2024-07-01,3259.54052734375,3269.35009765625,3450.0,3257.0,3382.0,5603909,2024-07-01
2024-07-08,3220.1591796875,3229.85009765625,3269.0,3126.10009765625,3204.0,11407642,2024-07-08
2024-07-15,3249.2216796875,3259.0,3279.0,3205.39990234375,3241.75,3942711,2024-07-15
2024-07-22,3483.666015625,3494.14990234375,3552.5,3223.199951171875,3250.0,15025069,2024-07-22
2024-07-29,3451.96142578125,3462.35009765625,3499.89990234375,3388.0,3495.0,6939362,2024-07-29
2024-08-05,3321.703369140625,3331.699951171875,3459.0,3283.89990234375,3320.050048828125,6486280,2024-08-05
2024-08-12,3434.414306640625,3444.75,3450.10009765625,3295.35009765625,3331.64990234375,4348754,2024-08-12
2024-08-19,3559.288330078125,3570.0,3625.0,3436.199951171875,3436.199951171875,6356761,2024-08-19
2024-08-26,3554.452880859375,3565.14990234375,3658.800048828125,3510.0,3592.0,6097535,2024-08-26
2024-09-02,3684.411865234375,3695.5,3753.949951171875,3552.0,3565.14990234375,7207950,2024-09-02
2024-09-09,3755.697265625,3767.0,3799.85009765625,3653.75,3690.10009765625,5204927,2024-09-09
2024-09-16,3785.806640625,3797.199951171875,3819.0,3708.0,3768.0,4096591,2024-09-16
2024-09-23,3805.248291015625,3816.699951171875,3867.0,3701.39990234375,3797.199951171875,6782611,2024-09-23
2024-09-30,3659.088134765625,3670.10009765625,3863.550048828125,3625.0,3786.0,4983377,2024-09-30
2024-10-07,3463.97509765625,3474.39990234375,3748.0,3415.10009765625,3739.949951171875,7294034,2024-10-07
2024-10-14,3371.30419921875,3381.449951171875,3529.449951171875,3296.10009765625,3474.39990234375,3573950,2024-10-14
2024-10-21,3256.7490234375,3266.550048828125,3421.5,3232.35009765625,3417.949951171875,4044051,2024-10-21
2024-10-28,3283.8173828125,3293.699951171875,3321.800048828125,3227.0,3270.0,3681451,2024-10-28
2024-11-04,3176.68994140625,3186.25,3318.0,3106.0,3318.0,9845962,2024-11-04
2024-11-11,3174.1474609375,3183.699951171875,3239.0,3136.0,3191.60009765625,4121086,2024-11-11
2024-11-18,3298.7724609375,3308.699951171875,3317.0,3148.35009765625,3183.699951171875,5907443,2024-11-18
2024-11-25,3239.25146484375,3249.0,3369.85009765625,3200.35009765625,3360.0,6187662,2024-11-25
2024-12-02,3459.688232421875,3470.10009765625,3499.64990234375,3222.050048828125,3249.0,7370512,2024-12-02
2024-12-09,3498.322021484375,3508.85009765625,3518.0,3380.25,3467.5,4713302,2024-12-09
2024-12-16,3346.1796875,3356.25,3511.0,3332.0,3505.0,4915379,2024-12-16
2024-12-23,3299.27099609375,3309.199951171875,3419.0,3301.10009765625,3378.10009765625,2382530,2024-12-23
2024-12-30,3441.29345703125,3451.64990234375,3481.949951171875,3230.800048828125,3309.949951171875,4699030,2024-12-30
2025-01-06,3429.927734375,3440.25,3576.699951171875,3391.300048828125,3490.0,7249173,2025-01-06
2025-01-13,3347.326171875,3357.39990234375,3467.0,3282.0,3380.0,5315598,2025-01-13
2025-01-20,3391.94189453125,3402.14990234375,3447.64990234375,3325.5,3374.10009765625,3614565,2025-01-20
2025-01-27,3541.342529296875,3552.0,3635.14990234375,3299.550048828125,3388.0,5855964,2025-01-27
2025-02-03,3414.524169921875,3424.800048828125,3652.0,3388.199951171875,3565.0,6789395,2025-02-03
2025-02-10,3203.60888671875,3213.25,3425.0,3186.449951171875,3415.0,3897674,2025-02-10
2025-02-17,3170.35888671875,3179.89990234375,3253.64990234375,3162.25,3195.25,2888148,2025-02-17
2025-02-24,3068.016845703125,3077.25,3228.0,3060.0,3131.0,3000154,2025-02-24
2025-03-03,3070.110595703125,3079.35009765625,3131.64990234375,3017.0,3090.0,4701729,2025-03-03
2025-03-10,3001.1181640625,3010.14990234375,3083.0,2996.050048828125,3080.0,2706418,2025-03-10
2025-03-17,3153.21044921875,3162.699951171875,3205.0,2985.050048828125,2985.050048828125,4088112,2025-03-17
2025-03-24,3054.15869140625,3063.35009765625,3175.949951171875,3034.550048828125,3168.199951171875,6079571,2025-03-24
2025-03-31,3066.969970703125,3076.199951171875,3151.0,2971.14990234375,3063.35009765625,4760912,2025-03-31
2025-04-07,3225.19384765625,3234.89990234375,3242.550048828125,2925.0,2925.0,6240053,2025-04-07
2025-04-14,3317.51611328125,3327.5,3334.800048828125,3211.199951171875,3234.89990234375,3095324,2025-04-14
2025-04-21,3355.102783203125,3365.199951171875,3419.5,3290.0,3314.0,3516070,2025-04-21
2025-04-28,3331.97265625,3342.0,3409.0,3324.0,3356.0,2182987,2025-04-28
2025-05-05,3499.767578125,3510.300048828125,3530.0,3245.5,3357.699951171875,6724741,2025-05-05
2025-05-12,3622.79736328125,3633.699951171875,3665.0,3530.300048828125,3537.199951171875,4294445,2025-05-12
2025-05-19,3568.959228515625,3579.699951171875,3649.5,3516.10009765625,3617.0,2729755,2025-05-19
2025-05-26,3544.33349609375,3555.0,3640.0,3542.10009765625,3576.0,3470610,2025-05-26
2025-06-02,3549.21875,3559.89990234375,3580.0,3474.199951171875,3525.10009765625,3024762,2025-06-02
2025-06-09,3411.6328125,3421.89990234375,3580.0,3383.0,3564.800048828125,3240606,2025-06-09
2025-06-16,3508.44140625,3519.0,3545.0,3390.0,3411.0,6471529,2025-06-16
2025-06-23,3655.19970703125,3666.199951171875,3709.10009765625,3473.0,3480.199951171875,6531816,2025-06-23
2025-06-30,3675.837646484375,3686.89990234375,3726.5,3645.10009765625,3666.199951171875,3611098,2025-06-30
2025-07-07,3351.513916015625,3361.60009765625,3696.0,3357.0,3675.5,8003555,2025-07-07
2025-07-14,3415.0,3415.0,3422.0,3344.0,3372.0,1441831,2025-07-14
