Date,Adj Close_JBCHEPHARM.NS,Close_JBCHEPHARM.NS,High_JBCHEPHARM.NS,Low_JBCHEPHARM.NS,Open_JBCHEPHARM.NS,Volume_JBCHEPHARM.NS,Date
2023-01-23,995.9974365234375,1015.7249755859375,1022.5,957.7750244140625,967.4500122070312,423196,2023-01-23
2023-01-30,1009.8234252929688,1029.824951171875,1042.449951171875,991.2750244140625,1015.4749755859375,532356,2023-01-30
2023-02-06,974.4246826171875,993.7249755859375,1034.699951171875,970.2000122070312,1029.824951171875,325656,2023-02-06
2023-02-13,961.3093872070312,980.3499755859375,998.4749755859375,962.7750244140625,993.7249755859375,301030,2023-02-13
2023-02-20,968.7849731445312,983.7000122070312,987.5,953.2750244140625,978.0,373882,2023-02-20
2023-02-27,960.38916015625,975.1749877929688,1004.0,965.5499877929688,983.7000122070312,355402,2023-02-27
2023-03-06,966.3228149414062,981.2000122070312,985.375,966.5,976.5,187978,2023-03-06
2023-03-13,963.5899047851562,978.4249877929688,994.0,967.5,980.0,221856,2023-03-13
2023-03-20,969.32666015625,984.25,1000.2000122070312,905.1749877929688,905.1749877929688,228492,2023-03-20
2023-03-27,973.1920166015625,988.1749877929688,999.0,958.5250244140625,984.25,434322,2023-03-27
2023-04-03,999.4133911132812,1014.7999877929688,1021.5,971.0499877929688,988.0,643186,2023-04-03
2023-04-10,1066.530029296875,1082.949951171875,1103.5,991.3499755859375,1019.875,1098490,2023-04-10
2023-04-17,1056.8294677734375,1073.0999755859375,1111.949951171875,1047.5,1111.949951171875,805562,2023-04-17
2023-04-24,1048.778564453125,1064.925048828125,1085.9000244140625,1027.1500244140625,1078.75,1514256,2023-04-24
2023-05-01,999.6842651367188,1015.0750122070312,1073.949951171875,1010.5,1064.925048828125,300758,2023-05-01
2023-05-08,1004.7315063476562,1020.2000122070312,1074.5,1006.0,1020.1500244140625,364850,2023-05-08
2023-05-15,979.5934448242188,994.6749877929688,1029.949951171875,977.6500244140625,1025.324951171875,798970,2023-05-15
2023-05-22,1016.4756469726562,1032.125,1042.074951171875,875.0,875.0,2184778,2023-05-22
2023-05-29,1043.558837890625,1059.625,1071.449951171875,1031.4000244140625,1034.0,566250,2023-05-29
2023-06-05,1063.35400390625,1079.7249755859375,1090.0,1050.4749755859375,1064.925048828125,380510,2023-06-05
2023-06-12,1111.5372314453125,1128.6500244140625,1134.9749755859375,1065.050048828125,1077.2750244140625,828820,2023-06-12
2023-06-19,1138.004638671875,1155.5250244140625,1223.875,1130.2750244140625,1130.4749755859375,1576646,2023-06-19
2023-06-26,1165.53076171875,1183.4749755859375,1190.8499755859375,1151.75,1161.0,740026,2023-06-26
2023-07-03,1130.2738037109375,1147.675048828125,1196.8499755859375,1137.5,1183.4749755859375,509160,2023-07-03
2023-07-10,1265.048828125,1284.5250244140625,1386.9749755859375,1143.125,1149.875,3446096,2023-07-10
2023-07-17,1236.5869140625,1255.625,1296.550048828125,1231.050048828125,1290.5,253972,2023-07-17
2023-07-24,1189.6346435546875,1207.949951171875,1260.0,1183.800048828125,1247.0,388570,2023-07-24
2023-07-31,1302.398681640625,1322.449951171875,1324.949951171875,1196.9749755859375,1206.550048828125,652258,2023-07-31
2023-08-07,1319.657958984375,1339.9749755859375,1422.2750244140625,1245.5250244140625,1328.9749755859375,1456150,2023-08-07
2023-08-14,1313.847412109375,1334.074951171875,1362.5,1277.5,1316.175048828125,518416,2023-08-14
2023-08-21,1404.3514404296875,1420.949951171875,1437.5,1315.0,1334.9749755859375,1594992,2023-08-21
2023-08-28,1381.7435302734375,1398.074951171875,1468.5,1360.0,1416.9749755859375,1387518,2023-08-28
2023-09-04,1375.220703125,1391.4749755859375,1444.125,1379.300048828125,1408.9749755859375,706802,2023-09-04
2023-09-11,1461.204345703125,1478.4749755859375,1524.5,1392.7750244140625,1392.7750244140625,2381294,2023-09-11
2023-09-18,1361.6065673828125,1377.699951171875,1513.25,1371.0999755859375,1478.0,759470,2023-09-18
2023-09-25,1464.7869873046875,1482.0999755859375,1489.5,1377.300048828125,1377.699951171875,654736,2023-09-25
2023-10-02,1472.8419189453125,1490.25,1519.699951171875,1459.550048828125,1482.0999755859375,1068073,2023-10-02
2023-10-09,1438.991943359375,1456.0,1518.699951171875,1446.0,1479.050048828125,583516,2023-10-09
2023-10-16,1329.881591796875,1345.5999755859375,1459.449951171875,1317.199951171875,1455.050048828125,867062,2023-10-16
2023-10-23,1345.200439453125,1361.0999755859375,1364.699951171875,1244.449951171875,1352.0,403266,2023-10-23
2023-10-30,1386.3145751953125,1402.699951171875,1417.949951171875,1363.050048828125,1374.0,367834,2023-10-30
2023-11-06,1484.8992919921875,1502.449951171875,1536.25,1397.449951171875,1405.699951171875,903436,2023-11-06
2023-11-13,1498.636962890625,1516.3499755859375,1540.0,1485.6500244140625,1507.25,473725,2023-11-13
2023-11-20,1403.610107421875,1420.199951171875,1525.0,1417.0,1510.0,397065,2023-11-20
2023-11-27,1443.389892578125,1460.449951171875,1498.800048828125,1371.0,1420.199951171875,783457,2023-11-27
2023-12-04,1435.8292236328125,1452.800048828125,1556.5,1432.050048828125,1474.0,718597,2023-12-04
2023-12-11,1403.26416015625,1419.8499755859375,1480.5,1412.550048828125,1469.699951171875,733146,2023-12-11
2023-12-18,1599.939697265625,1618.8499755859375,1631.0,1413.0,1419.8499755859375,2917846,2023-12-18
2023-12-25,1605.671875,1624.6500244140625,1639.8499755859375,1589.5999755859375,1618.8499755859375,808900,2023-12-25
2024-01-01,1671.6915283203125,1691.449951171875,1733.4000244140625,1591.5999755859375,1625.0,1145717,2024-01-01
2024-01-08,1664.970947265625,1684.6500244140625,1710.0,1642.050048828125,1678.75,389642,2024-01-08
2024-01-15,1598.259521484375,1617.1500244140625,1705.0,1551.300048828125,1700.0,714066,2024-01-15
2024-01-22,1675.6942138671875,1695.5,1705.0,1616.199951171875,1617.1500244140625,404727,2024-01-22
2024-01-29,1668.6278076171875,1688.3499755859375,1741.550048828125,1631.0999755859375,1703.949951171875,426978,2024-01-29
2024-02-05,1705.5908203125,1725.75,1940.0,1687.050048828125,1687.050048828125,2792834,2024-02-05
2024-02-12,1635.8155517578125,1655.1500244140625,1729.9000244140625,1632.5999755859375,1725.75,484465,2024-02-12
2024-02-19,1632.414306640625,1646.25,1699.0,1626.550048828125,1656.0,514958,2024-02-19
2024-02-26,1518.529541015625,1531.4000244140625,1676.949951171875,1480.0,1631.0,1373903,2024-02-26
2024-03-04,1574.65380859375,1588.0,1598.949951171875,1509.050048828125,1520.0,444752,2024-03-04
2024-03-11,1537.0228271484375,1550.050048828125,1598.8499755859375,1513.800048828125,1598.8499755859375,684866,2024-03-11
2024-03-18,1611.0452880859375,1624.699951171875,1636.0,1532.0,1564.25,765942,2024-03-18
2024-03-25,1636.5294189453125,1650.4000244140625,1694.699951171875,1557.050048828125,1624.699951171875,552030,2024-03-25
2024-04-01,1701.8756103515625,1716.300048828125,1726.0,1651.1500244140625,1656.0,459336,2024-04-01
2024-04-08,1784.6737060546875,1799.800048828125,1810.0,1695.5999755859375,1716.3499755859375,1199388,2024-04-08
2024-04-15,1764.6435546875,1779.5999755859375,1840.0,1770.0,1798.0,1029997,2024-04-15
2024-04-22,1849.3753662109375,1865.050048828125,1885.0,1768.25,1780.0,723655,2024-04-22
2024-04-29,1874.0166015625,1889.9000244140625,1920.0,1861.199951171875,1889.0,487219,2024-04-29
2024-05-06,1802.0762939453125,1817.3499755859375,1891.0,1725.449951171875,1891.0,842068,2024-05-06
2024-05-13,1827.5107421875,1843.0,1915.0,1774.6500244140625,1800.1500244140625,410077,2024-05-13
2024-05-20,1653.5848388671875,1667.5999755859375,1865.0,1635.5,1825.0,1156065,2024-05-20
2024-05-27,1757.0081787109375,1771.9000244140625,1825.0,1665.8499755859375,1680.699951171875,1428479,2024-05-27
2024-06-03,1784.4259033203125,1799.550048828125,1825.0,1667.050048828125,1782.0,922356,2024-06-03
2024-06-10,1838.7156982421875,1854.300048828125,1926.8499755859375,1808.0,1819.3499755859375,954202,2024-06-10
2024-06-17,1740.0518798828125,1754.800048828125,1878.949951171875,1744.449951171875,1854.300048828125,528007,2024-06-17
2024-06-24,1739.9031982421875,1754.6500244140625,1788.0,1668.699951171875,1754.949951171875,983499,2024-06-24
2024-07-01,1727.905029296875,1742.550048828125,1906.0,1733.050048828125,1800.050048828125,2105588,2024-07-01
2024-07-08,1734.8956298828125,1749.5999755859375,1775.0,1690.0999755859375,1759.0,1159635,2024-07-08
2024-07-15,1775.451904296875,1790.5,1815.0,1727.0999755859375,1749.5999755859375,552031,2024-07-15
2024-07-22,1868.860107421875,1884.699951171875,1898.699951171875,1782.550048828125,1790.5,552715,2024-07-22
2024-07-29,1911.1517333984375,1927.3499755859375,1963.199951171875,1880.050048828125,1896.6500244140625,845402,2024-07-29
2024-08-05,1914.12646484375,1930.3499755859375,2010.0,1825.0,1825.0,1034599,2024-08-05
2024-08-12,1949.97265625,1966.5,2030.0,1907.199951171875,1944.25,945778,2024-08-12
2024-08-19,1876.46142578125,1885.800048828125,1984.3499755859375,1875.199951171875,1967.0,434977,2024-08-19
2024-08-26,1944.1246337890625,1953.800048828125,1991.949951171875,1870.050048828125,1885.949951171875,898923,2024-08-26
2024-09-02,1918.8504638671875,1928.4000244140625,1991.3499755859375,1905.0,1934.050048828125,825128,2024-09-02
2024-09-09,1913.7757568359375,1923.300048828125,1980.0,1850.0,1934.949951171875,904322,2024-09-09
2024-09-16,1887.854736328125,1897.25,1957.5999755859375,1847.0,1930.0,708942,2024-09-16
2024-09-23,1828.8482666015625,1837.949951171875,1969.550048828125,1826.6500244140625,1914.0,1381186,2024-09-23
2024-09-30,1706.656494140625,1715.1500244140625,1898.75,1670.0,1849.9000244140625,1534608,2024-09-30
2024-10-07,1797.3551025390625,1806.300048828125,1845.0,1666.0,1719.300048828125,1899240,2024-10-07
2024-10-14,1881.98388671875,1891.3499755859375,1932.1500244140625,1798.0,1815.3499755859375,876130,2024-10-14
2024-10-21,1882.53125,1891.9000244140625,1935.0,1852.0,1902.0,822383,2024-10-21
2024-10-28,1950.592529296875,1960.300048828125,1984.0,1835.800048828125,1866.0,569576,2024-10-28
2024-11-04,1831.584716796875,1840.699951171875,1945.0,1830.0,1945.0,611687,2024-11-04
2024-11-11,1673.620849609375,1681.949951171875,1846.050048828125,1660.0,1845.0,649436,2024-11-11
2024-11-18,1734.7666015625,1743.4000244140625,1753.949951171875,1655.25,1687.4000244140625,505682,2024-11-18
2024-11-25,1726.7066650390625,1735.300048828125,1820.0,1716.550048828125,1780.0,734206,2024-11-25
2024-12-02,1755.2147216796875,1763.949951171875,1836.449951171875,1734.0,1736.0,566716,2024-12-02
2024-12-09,1832.2314453125,1841.3499755859375,1865.3499755859375,1736.550048828125,1764.0,1772818,2024-12-09
2024-12-16,1882.53125,1891.9000244140625,1952.0,1796.75,1848.550048828125,1980380,2024-12-16
2024-12-23,1809.54443359375,1818.550048828125,1899.6500244140625,1790.0,1885.6500244140625,539825,2024-12-23
2024-12-30,1858.3514404296875,1867.5999755859375,1898.0,1791.25,1815.0,1127873,2024-12-30
2025-01-06,1814.022216796875,1823.050048828125,1918.5,1791.75,1879.0,661314,2025-01-06
2025-01-13,1739.144775390625,1747.800048828125,1826.0,1735.0,1806.5,939370,2025-01-13
2025-01-20,1771.135498046875,1779.949951171875,1847.949951171875,1739.050048828125,1758.0,543447,2025-01-20
2025-01-27,1770.1405029296875,1778.949951171875,1797.8499755859375,1690.199951171875,1779.949951171875,252117,2025-01-27
2025-02-03,1662.973876953125,1671.25,1789.949951171875,1660.25,1772.4000244140625,649954,2025-02-03
2025-02-10,1669.300048828125,1669.300048828125,1710.949951171875,1519.800048828125,1679.5999755859375,1156229,2025-02-10
2025-02-17,1606.8499755859375,1606.8499755859375,1689.199951171875,1560.3499755859375,1669.300048828125,702843,2025-02-17
2025-02-24,1644.3499755859375,1644.3499755859375,1667.199951171875,1524.8499755859375,1606.050048828125,645427,2025-02-24
2025-03-03,1578.25,1578.25,1667.0,1571.0,1640.0,527356,2025-03-03
2025-03-10,1517.800048828125,1517.800048828125,1608.0,1433.5999755859375,1592.949951171875,481307,2025-03-10
2025-03-17,1650.300048828125,1650.300048828125,1665.0,1498.199951171875,1544.0,396430,2025-03-17
2025-03-24,1623.199951171875,1623.199951171875,1747.5,1576.699951171875,1650.300048828125,11828337,2025-03-24
2025-03-31,1529.3499755859375,1529.3499755859375,1630.0,1508.1500244140625,1623.199951171875,2090818,2025-03-31
2025-04-07,1571.5999755859375,1571.5999755859375,1595.949951171875,1385.75,1401.1500244140625,799287,2025-04-07
2025-04-14,1646.300048828125,1646.300048828125,1658.9000244140625,1571.5999755859375,1571.5999755859375,287749,2025-04-14
2025-04-21,1573.699951171875,1573.699951171875,1682.0999755859375,1564.0,1660.0,889745,2025-04-21
2025-04-28,1576.300048828125,1576.300048828125,1633.0,1564.0999755859375,1576.9000244140625,724703,2025-04-28
2025-05-05,1524.5999755859375,1524.5999755859375,1584.0,1494.800048828125,1565.0,510467,2025-05-05
2025-05-12,1647.199951171875,1647.199951171875,1659.9000244140625,1535.5999755859375,1550.0,653948,2025-05-12
2025-05-19,1702.0,1702.0,1718.699951171875,1645.0,1647.300048828125,1363748,2025-05-19
2025-05-26,1676.300048828125,1676.300048828125,1725.699951171875,1662.300048828125,1710.0,334559,2025-05-26
2025-06-02,1702.300048828125,1702.300048828125,1733.0,1668.800048828125,1683.9000244140625,679406,2025-06-02
2025-06-09,1734.4000244140625,1734.4000244140625,1769.0,1662.5999755859375,1710.800048828125,1012686,2025-06-09
2025-06-16,1772.5999755859375,1772.5999755859375,1800.0,1663.300048828125,1733.0999755859375,944038,2025-06-16
2025-06-23,1801.4000244140625,1801.4000244140625,1842.699951171875,1746.0,1774.0,1102953,2025-06-23
2025-06-30,1638.0999755859375,1638.0999755859375,1705.0,1625.9000244140625,1705.0,4041220,2025-06-30
2025-07-07,1608.5999755859375,1608.5999755859375,1640.0,1603.5,1635.0,1952929,2025-07-07
2025-07-14,1650.0999755859375,1650.0999755859375,1657.699951171875,1604.0,1612.0,1233759,2025-07-14
