Date,Adj Close_MOREPENLAB.NS,Close_MOREPENLAB.NS,High_MOREPENLAB.NS,Low_MOREPENLAB.NS,Open_MOREPENLAB.NS,Volume_MOREPENLAB.NS,Date
2025-04-14,52.36000061035156,52.36000061035156,53.25,50.20000076293945,50.20000076293945,10472120,2025-04-14
2025-04-21,58.81999969482422,58.81999969482422,64.19999694824219,52.369998931884766,52.689998626708984,71810499,2025-04-21
2025-04-28,59.20000076293945,59.20000076293945,64.9000015258789,57.75,58.54999923706055,47495255,2025-04-28
2025-05-05,56.36000061035156,56.36000061035156,61.599998474121094,54.88999938964844,60.15999984741211,31455046,2025-05-05
2025-05-12,60.56999969482422,60.56999969482422,62.400001525878906,57.91999816894531,59.25,27068802,2025-05-12
2025-05-19,66.58999633789062,66.58999633789062,68.4000015258789,60.15999984741211,60.650001525878906,58356975,2025-05-19
2025-05-26,64.83999633789062,64.83999633789062,68.23999786376953,64.33000183105469,67.0,19128619,2025-05-26
2025-06-02,64.12000274658203,64.12000274658203,66.56999969482422,62.65999984741211,65.0,15085416,2025-06-02
2025-06-09,64.66999816894531,64.66999816894531,70.5,64.0,64.44000244140625,36822622,2025-06-09
2025-06-16,61.5,61.5,66.3499984741211,59.709999084472656,64.69999694824219,21886824,2025-06-16
2025-06-23,62.7599983215332,62.7599983215332,64.05000305175781,60.58000183105469,61.150001525878906,14609199,2025-06-23
2025-06-30,65.36000061035156,65.36000061035156,66.0,61.099998474121094,63.060001373291016,25746469,2025-06-30
2025-07-07,62.66999816894531,62.66999816894531,66.4000015258789,62.5,65.55999755859375,11689006,2025-07-07
2025-07-14,63.02000045776367,63.02000045776367,63.77000045776367,61.790000915527344,62.5,4143516,2025-07-14
