Date,Adj Close_BHARTIHEXA.NS,Close_BHARTIHEXA.NS,High_BHARTIHEXA.NS,Low_BHARTIHEXA.NS,Open_BHARTIHEXA.NS,Volume_BHARTIHEXA.NS,Date
2024-10-14,1506.5999755859375,1506.5999755859375,1559.8499755859375,1410.0999755859375,1454.0,2909588,2024-10-14
2024-10-21,1426.1500244140625,1426.1500244140625,1522.0,1404.949951171875,1500.0,1771498,2024-10-21
2024-10-28,1422.1500244140625,1422.1500244140625,1483.949951171875,1385.4000244140625,1420.0,1455432,2024-10-28
2024-11-04,1379.3499755859375,1379.3499755859375,1474.0,1356.0,1422.0999755859375,1834873,2024-11-04
2024-11-11,1421.800048828125,1421.800048828125,1443.5,1355.800048828125,1386.3499755859375,3339400,2024-11-11
2024-11-18,1329.25,1329.25,1424.199951171875,1305.800048828125,1424.199951171875,1438248,2024-11-18
2024-11-25,1376.199951171875,1376.199951171875,1397.0,1285.0,1343.1500244140625,4298354,2024-11-25
2024-12-02,1420.800048828125,1420.800048828125,1435.949951171875,1358.5,1388.699951171875,1343095,2024-12-02
2024-12-09,1484.449951171875,1484.449951171875,1510.0,1388.25,1427.75,1808430,2024-12-09
2024-12-16,1503.5999755859375,1503.5999755859375,1609.300048828125,1428.8499755859375,1495.800048828125,11984371,2024-12-16
2024-12-23,1461.3499755859375,1461.3499755859375,1521.75,1445.0,1514.0,925315,2024-12-23
2024-12-30,1494.699951171875,1494.699951171875,1562.699951171875,1444.050048828125,1472.050048828125,1515661,2024-12-30
2025-01-06,1452.75,1452.75,1504.199951171875,1433.449951171875,1465.0,1077902,2025-01-06
2025-01-13,1324.4000244140625,1324.4000244140625,1441.8499755859375,1320.550048828125,1405.75,1133681,2025-01-13
2025-01-20,1314.4000244140625,1314.4000244140625,1365.550048828125,1234.0,1343.199951171875,3039750,2025-01-20
2025-01-27,1363.550048828125,1363.550048828125,1414.0,1263.050048828125,1300.699951171875,1365844,2025-01-27
2025-02-03,1465.800048828125,1465.800048828125,1499.9000244140625,1290.050048828125,1360.0999755859375,6850616,2025-02-03
2025-02-10,1365.550048828125,1365.550048828125,1475.0,1301.1500244140625,1464.050048828125,3127298,2025-02-10
2025-02-17,1318.050048828125,1318.050048828125,1375.949951171875,1288.0,1341.9000244140625,1361795,2025-02-17
2025-02-24,1304.4000244140625,1304.4000244140625,1328.8499755859375,1234.0,1296.050048828125,4006230,2025-02-24
2025-03-03,1343.050048828125,1343.050048828125,1460.0,1257.9000244140625,1285.050048828125,2413708,2025-03-03
2025-03-10,1353.699951171875,1353.699951171875,1492.4000244140625,1320.050048828125,1342.949951171875,2521851,2025-03-10
2025-03-17,1337.0999755859375,1337.0999755859375,1381.9000244140625,1309.300048828125,1350.0,1994175,2025-03-17
2025-03-24,1463.800048828125,1463.800048828125,1509.0,1323.25,1344.9000244140625,3330981,2025-03-24
2025-03-31,1465.949951171875,1465.949951171875,1485.9000244140625,1433.550048828125,1463.800048828125,594171,2025-03-31
2025-04-07,1504.75,1504.75,1517.0,1260.0,1260.0,1985519,2025-04-07
2025-04-14,1583.0999755859375,1583.0999755859375,1642.800048828125,1480.5,1545.0999755859375,3797401,2025-04-14
2025-04-21,1584.9000244140625,1584.9000244140625,1697.9000244140625,1571.0,1583.0999755859375,2595879,2025-04-21
2025-04-28,1699.4000244140625,1699.4000244140625,1732.0,1566.0999755859375,1592.699951171875,1404430,2025-04-28
2025-05-05,1719.699951171875,1719.699951171875,1752.800048828125,1633.800048828125,1720.0,1181980,2025-05-05
2025-05-12,1668.699951171875,1668.699951171875,1789.9000244140625,1648.5,1750.0,2721385,2025-05-12
2025-05-19,1670.5,1670.5,1716.5999755859375,1651.0999755859375,1668.699951171875,1142136,2025-05-19
2025-05-26,1830.699951171875,1830.699951171875,1858.0,1670.5999755859375,1672.800048828125,2661654,2025-05-26
2025-06-02,1819.199951171875,1819.199951171875,1938.5,1799.4000244140625,1829.0,2220783,2025-06-02
2025-06-09,1783.9000244140625,1783.9000244140625,1867.0,1736.5999755859375,1823.0,1243936,2025-06-09
2025-06-16,1819.199951171875,1819.199951171875,1845.0,1726.0999755859375,1771.0,990004,2025-06-16
2025-06-23,1960.0999755859375,1960.0999755859375,2026.0,1787.9000244140625,1816.0999755859375,3180352,2025-06-23
2025-06-30,1906.4000244140625,1906.4000244140625,2052.89990234375,1886.4000244140625,1909.0999755859375,1783527,2025-06-30
2025-07-07,1791.0999755859375,1791.0999755859375,1900.0,1770.0999755859375,1890.0,2121247,2025-07-07
2025-07-14,1774.699951171875,1774.699951171875,1806.0999755859375,1731.5,1795.0999755859375,615658,2025-07-14
