Date,Adj Close_HINDCON.NS,Close_HINDCON.NS,High_HINDCON.NS,Low_HINDCON.NS,Open_HINDCON.NS,Volume_HINDCON.NS,Date
2025-04-21,35.4900016784668,35.4900016784668,39.689998626708984,35.0099983215332,38.56999969482422,146916,2025-04-21
2025-04-28,35.38999938964844,35.38999938964844,36.5,34.099998474121094,36.5,100863,2025-04-28
2025-05-05,33.13999938964844,33.13999938964844,36.5,32.400001525878906,36.5,171693,2025-05-05
2025-05-12,36.83000183105469,36.83000183105469,37.63999938964844,33.790000915527344,35.25,174623,2025-05-12
2025-05-19,34.83000183105469,34.83000183105469,39.70000076293945,34.0,38.79999923706055,246672,2025-05-19
2025-05-26,36.81999969482422,36.81999969482422,37.5,34.29999923706055,34.29999923706055,201838,2025-05-26
2025-06-02,37.150001525878906,37.150001525878906,40.2400016784668,33.970001220703125,37.0,589677,2025-06-02
2025-06-09,36.209999084472656,36.209999084472656,38.380001068115234,35.68000030517578,37.150001525878906,237468,2025-06-09
2025-06-16,35.47999954223633,35.47999954223633,36.79999923706055,35.25,35.29999923706055,111931,2025-06-16
2025-06-23,35.13999938964844,35.13999938964844,36.0,33.970001220703125,34.54999923706055,168828,2025-06-23
2025-06-30,35.18000030517578,35.18000030517578,37.72999954223633,35.09000015258789,35.13999938964844,152254,2025-06-30
2025-07-07,35.56999969482422,35.56999969482422,36.95000076293945,35.36000061035156,36.0,118090,2025-07-07
2025-07-14,35.41999816894531,35.41999816894531,36.27000045776367,34.470001220703125,35.9900016784668,121005,2025-07-14
