Date,Adj Close_AKI.NS,Close_AKI.NS,High_AKI.NS,Low_AKI.NS,Open_AKI.NS,Volume_AKI.NS,Date
2023-12-04,24.649999618530273,24.649999618530273,27.149999618530273,24.649999618530273,26.649999618530273,656192,2023-12-04
2023-12-11,24.5,24.5,25.549999237060547,24.149999618530273,24.149999618530273,275492,2023-12-11
2023-12-18,23.100000381469727,23.100000381469727,24.049999237060547,22.25,24.049999237060547,163155,2023-12-18
2023-12-25,28.0,28.0,28.0,23.100000381469727,23.100000381469727,482860,2023-12-25
2024-01-01,31.100000381469727,31.100000381469727,32.5,29.399999618530273,29.399999618530273,684649,2024-01-01
2024-01-08,29.950000762939453,29.950000762939453,31.700000762939453,29.899999618530273,30.5,189622,2024-01-08
2024-01-15,29.049999237060547,29.049999237060547,29.950000762939453,27.700000762939453,29.950000762939453,113863,2024-01-15
2024-01-22,31.0,31.0,31.299999237060547,29.049999237060547,29.049999237060547,72108,2024-01-22
2024-01-29,28.100000381469727,28.100000381469727,30.950000762939453,28.100000381469727,30.399999618530273,97673,2024-01-29
2024-02-05,28.600000381469727,28.600000381469727,29.75,28.5,28.649999618530273,136123,2024-02-05
2024-02-12,27.649999618530273,27.649999618530273,30.0,25.200000762939453,30.0,493185,2024-02-12
2024-02-19,27.399999618530273,27.399999618530273,29.0,26.399999618530273,27.5,186919,2024-02-19
2024-02-26,24.850000381469727,24.850000381469727,26.899999618530273,22.549999237060547,26.149999618530273,440164,2024-02-26
2024-03-04,23.350000381469727,23.350000381469727,25.450000762939453,21.649999618530273,24.5,127631,2024-03-04
2024-03-11,20.149999618530273,20.149999618530273,23.850000381469727,18.25,23.850000381469727,326617,2024-03-11
2024-03-18,21.950000762939453,21.950000762939453,21.950000762939453,19.049999237060547,20.799999237060547,218024,2024-03-18
2024-03-25,20.100000381469727,20.100000381469727,23.0,19.75,21.950000762939453,71534,2024-03-25
2024-04-01,21.799999237060547,21.799999237060547,23.149999618530273,19.700000762939453,21.100000381469727,131566,2024-04-01
2024-04-08,19.5,19.5,20.75,18.799999237060547,20.75,327979,2024-04-08
2024-04-15,19.850000381469727,19.850000381469727,20.899999618530273,18.600000381469727,18.600000381469727,190411,2024-04-15
2024-04-22,20.649999618530273,20.649999618530273,23.100000381469727,20.100000381469727,20.649999618530273,396310,2024-04-22
2024-04-29,19.100000381469727,19.100000381469727,21.649999618530273,19.0,21.649999618530273,236036,2024-04-29
2024-05-06,20.149999618530273,20.149999618530273,21.149999618530273,18.75,19.450000762939453,397988,2024-05-06
2024-05-13,20.950000762939453,20.950000762939453,21.649999618530273,19.700000762939453,20.450000762939453,508517,2024-05-13
2024-05-20,23.299999237060547,23.299999237060547,23.299999237060547,20.049999237060547,20.850000381469727,586993,2024-05-20
2024-05-27,22.25,22.25,26.350000381469727,22.049999237060547,24.450000762939453,421273,2024-05-27
2024-06-03,23.350000381469727,23.350000381469727,23.350000381469727,19.5,22.899999618530273,472722,2024-06-03
2024-06-10,28.18000030517578,28.18000030517578,28.559999465942383,22.200000762939453,24.350000381469727,1179289,2024-06-10
2024-06-17,26.799999237060547,26.799999237060547,29.0,26.25,28.18000030517578,792349,2024-06-17
2024-06-24,25.110000610351562,25.110000610351562,27.34000015258789,23.84000015258789,27.34000015258789,724430,2024-06-24
2024-07-01,24.68000030517578,24.68000030517578,26.43000030517578,24.309999465942383,25.200000762939453,382312,2024-07-01
2024-07-08,23.489999771118164,23.489999771118164,25.389999389648438,23.100000381469727,25.360000610351562,174139,2024-07-08
2024-07-15,22.940000534057617,22.940000534057617,25.420000076293945,22.520000457763672,23.489999771118164,334167,2024-07-15
2024-07-22,23.729999542236328,23.729999542236328,23.799999237060547,22.0,22.299999237060547,463807,2024-07-22
2024-07-29,23.309999465942383,23.309999465942383,25.68000030517578,23.0,24.190000534057617,292702,2024-07-29
2024-08-05,23.1200008392334,23.1200008392334,24.469999313354492,21.8799991607666,22.600000381469727,622272,2024-08-05
2024-08-12,22.59000015258789,22.59000015258789,23.799999237060547,21.920000076293945,23.200000762939453,344152,2024-08-12
2024-08-19,22.1299991607666,22.1299991607666,23.190000534057617,21.899999618530273,22.59000015258789,289894,2024-08-19
2024-08-26,21.260000228881836,21.260000228881836,22.899999618530273,20.549999237060547,22.5,479115,2024-08-26
2024-09-02,20.889999389648438,20.889999389648438,22.079999923706055,20.510000228881836,21.25,319653,2024-09-02
2024-09-09,19.389999389648438,19.389999389648438,21.75,19.200000762939453,21.0,554235,2024-09-09
2024-09-16,21.3799991607666,21.3799991607666,21.75,18.510000228881836,18.639999389648438,549166,2024-09-16
2024-09-23,20.790000915527344,20.790000915527344,22.469999313354492,20.770000457763672,21.889999389648438,672064,2024-09-23
2024-09-30,19.81999969482422,19.81999969482422,21.399999618530273,19.649999618530273,20.770000457763672,219998,2024-09-30
2024-10-07,21.059999465942383,21.059999465942383,21.270000457763672,18.610000610351562,19.079999923706055,385899,2024-10-07
2024-10-14,20.06999969482422,20.06999969482422,21.899999618530273,18.799999237060547,21.260000228881836,362633,2024-10-14
2024-10-21,18.68000030517578,18.68000030517578,21.0,18.15999984741211,20.989999771118164,265559,2024-10-21
2024-10-28,19.059999465942383,19.059999465942383,19.899999618530273,18.209999084472656,18.690000534057617,165359,2024-10-28
2024-11-04,18.989999771118164,18.989999771118164,20.0,18.5,20.0,150214,2024-11-04
2024-11-11,18.969999313354492,18.969999313354492,19.65999984741211,17.15999984741211,19.0,220750,2024-11-11
2024-11-18,17.809999465942383,17.809999465942383,19.5,17.610000610351562,19.5,159405,2024-11-18
2024-11-25,17.8799991607666,17.8799991607666,18.790000915527344,17.0,18.389999389648438,960080,2024-11-25
2024-12-02,15.8100004196167,15.8100004196167,18.229999542236328,14.5600004196167,17.610000610351562,2980594,2024-12-02
2024-12-09,15.300000190734863,15.300000190734863,16.200000762939453,14.40999984741211,15.930000305175781,1233894,2024-12-09
2024-12-16,14.170000076293945,14.170000076293945,16.280000686645508,13.899999618530273,15.4399995803833,1004999,2024-12-16
2024-12-23,13.170000076293945,13.170000076293945,16.0,12.90999984741211,14.489999771118164,776636,2024-12-23
2024-12-30,12.010000228881836,12.010000228881836,13.289999961853027,11.880000114440918,13.289999961853027,905161,2024-12-30
2025-01-06,11.369999885559082,11.369999885559082,12.270000457763672,11.220000267028809,12.1899995803833,211827,2025-01-06
2025-01-13,11.15999984741211,11.15999984741211,11.800000190734863,10.890000343322754,11.369999885559082,303078,2025-01-13
2025-01-20,10.890000343322754,10.890000343322754,11.390000343322754,10.40999984741211,11.15999984741211,150712,2025-01-20
2025-01-27,10.760000228881836,10.760000228881836,11.149999618530273,9.170000076293945,11.149999618530273,577147,2025-01-27
2025-02-03,11.9399995803833,11.9399995803833,12.4399995803833,11.289999961853027,11.289999961853027,887591,2025-02-03
2025-02-10,10.779999732971191,10.779999732971191,11.699999809265137,10.779999732971191,11.699999809265137,44658,2025-02-10
2025-02-17,9.720000267028809,9.720000267028809,10.5600004196167,9.720000267028809,10.5600004196167,105914,2025-02-17
2025-02-24,8.9399995803833,8.9399995803833,9.520000457763672,8.9399995803833,9.520000457763672,40691,2025-02-24
2025-03-03,8.979999542236328,8.979999542236328,9.09000015258789,8.399999618530273,8.760000228881836,530042,2025-03-03
2025-03-10,8.140000343322754,8.140000343322754,9.300000190734863,8.140000343322754,8.979999542236328,803421,2025-03-10
2025-03-17,7.909999847412109,7.909999847412109,7.989999771118164,6.980000019073486,7.989999771118164,1156046,2025-03-17
2025-03-24,8.069999694824219,8.069999694824219,9.140000343322754,8.069999694824219,8.300000190734863,731193,2025-03-24
2025-03-31,8.25,8.25,8.430000305175781,8.069999694824219,8.069999694824219,30992,2025-03-31
2025-04-07,7.769999980926514,7.769999980926514,8.079999923706055,7.769999980926514,8.079999923706055,38381,2025-04-07
2025-04-14,7.78000020980835,7.78000020980835,7.800000190734863,7.739999771118164,7.739999771118164,35712,2025-04-14
2025-04-21,7.610000133514404,7.610000133514404,7.820000171661377,7.539999961853027,7.820000171661377,99503,2025-04-21
2025-04-28,7.300000190734863,7.300000190734863,7.650000095367432,7.300000190734863,7.610000133514404,18493,2025-04-28
2025-05-05,7.039999961853027,7.039999961853027,7.599999904632568,6.630000114440918,7.300000190734863,231372,2025-05-05
2025-05-12,8.710000038146973,8.710000038146973,8.710000038146973,6.760000228881836,7.110000133514404,258856,2025-05-12
2025-05-19,8.069999694824219,8.069999694824219,8.649999618530273,8.069999694824219,8.649999618530273,88402,2025-05-19
2025-05-26,7.829999923706055,7.829999923706055,8.229999542236328,7.730000019073486,8.229999542236328,62827,2025-05-26
2025-06-02,7.989999771118164,7.989999771118164,8.140000343322754,7.710000038146973,7.869999885559082,73872,2025-06-02
2025-06-09,7.739999771118164,7.739999771118164,8.0600004196167,7.739999771118164,7.980000019073486,47506,2025-06-09
2025-06-16,7.5,7.5,7.699999809265137,7.349999904632568,7.639999866485596,71653,2025-06-16
2025-06-23,7.960000038146973,7.960000038146973,8.25,7.150000095367432,7.849999904632568,244673,2025-06-23
2025-06-30,9.289999961853027,9.289999961853027,9.289999961853027,7.519999980926514,8.039999961853027,466297,2025-06-30
2025-07-07,15.520000457763672,15.520000457763672,16.049999237060547,11.119999885559082,11.119999885559082,2234476,2025-07-07
2025-07-14,14.069999694824219,14.069999694824219,15.619999885559082,14.069999694824219,15.619999885559082,444541,2025-07-14
