Date,Adj Close_CINEVISTA.NS,Close_CINEVISTA.NS,High_CINEVISTA.NS,Low_CINEVISTA.NS,Open_CINEVISTA.NS,Volume_CINEVISTA.NS,Date
2023-08-07,15.600000381469727,15.600000381469727,16.75,15.100000381469727,15.850000381469727,415073,2023-08-07
2023-08-14,14.800000190734863,14.800000190734863,15.850000381469727,14.600000381469727,15.5,143600,2023-08-14
2023-08-21,14.649999618530273,14.649999618530273,15.899999618530273,13.350000381469727,14.850000381469727,529594,2023-08-21
2023-08-28,14.050000190734863,14.050000190734863,15.0,13.699999809265137,14.949999809265137,373527,2023-08-28
2023-09-04,14.300000190734863,14.300000190734863,14.75,13.149999618530273,14.199999809265137,558494,2023-09-04
2023-09-11,13.75,13.75,15.0,12.800000190734863,14.100000381469727,367001,2023-09-11
2023-09-18,14.649999618530273,14.649999618530273,15.699999809265137,13.800000190734863,14.300000190734863,452356,2023-09-18
2023-09-25,14.399999618530273,14.399999618530273,15.050000190734863,13.699999809265137,14.649999618530273,183075,2023-09-25
2023-10-02,14.949999809265137,14.949999809265137,15.25,14.199999809265137,14.399999618530273,164916,2023-10-02
2023-10-09,16.850000381469727,16.850000381469727,17.100000381469727,14.149999618530273,15.300000190734863,710600,2023-10-09
2023-10-16,21.100000381469727,21.100000381469727,24.450000762939453,16.100000381469727,17.5,7671451,2023-10-16
2023-10-23,18.399999618530273,18.399999618530273,21.350000381469727,17.549999237060547,20.549999237060547,266585,2023-10-23
2023-10-30,16.799999237060547,16.799999237060547,18.850000381469727,16.049999237060547,18.850000381469727,251566,2023-10-30
2023-11-06,17.799999237060547,17.799999237060547,18.799999237060547,16.600000381469727,17.299999237060547,165909,2023-11-06
2023-11-13,18.75,18.75,18.950000762939453,17.049999237060547,18.0,220894,2023-11-13
2023-11-20,17.799999237060547,17.799999237060547,20.149999618530273,17.649999618530273,19.25,277185,2023-11-20
2023-11-27,17.799999237060547,17.799999237060547,18.649999618530273,17.299999237060547,17.799999237060547,101746,2023-11-27
2023-12-04,17.200000762939453,17.200000762939453,18.399999618530273,16.649999618530273,18.0,123684,2023-12-04
2023-12-11,17.649999618530273,17.649999618530273,18.600000381469727,16.549999237060547,17.200000762939453,186549,2023-12-11
2023-12-18,17.149999618530273,17.149999618530273,17.950000762939453,16.600000381469727,17.649999618530273,138522,2023-12-18
2023-12-25,16.899999618530273,16.899999618530273,17.600000381469727,16.5,17.149999618530273,67163,2023-12-25
2024-01-01,17.950000762939453,17.950000762939453,18.200000762939453,16.899999618530273,16.899999618530273,135167,2024-01-01
2024-01-08,17.200000762939453,17.200000762939453,18.200000762939453,16.549999237060547,17.350000381469727,199815,2024-01-08
2024-01-15,17.899999618530273,17.899999618530273,18.5,17.100000381469727,17.450000762939453,220750,2024-01-15
2024-01-22,18.399999618530273,18.399999618530273,18.950000762939453,17.75,17.899999618530273,138433,2024-01-22
2024-01-29,20.049999237060547,20.049999237060547,20.700000762939453,17.649999618530273,18.049999237060547,729406,2024-01-29
2024-02-05,20.299999237060547,20.299999237060547,23.450000762939453,19.399999618530273,20.5,1046544,2024-02-05
2024-02-12,21.0,21.0,22.700000762939453,17.25,20.100000381469727,1520962,2024-02-12
2024-02-19,21.75,21.75,24.0,20.399999618530273,21.600000381469727,1442389,2024-02-19
2024-02-26,21.25,21.25,22.950000762939453,20.149999618530273,22.200000762939453,1060265,2024-02-26
2024-03-04,19.450000762939453,19.450000762939453,21.950000762939453,19.100000381469727,21.950000762939453,391861,2024-03-04
2024-03-11,17.899999618530273,17.899999618530273,19.649999618530273,16.600000381469727,19.25,376166,2024-03-11
2024-03-18,19.649999618530273,19.649999618530273,20.25,17.75,18.299999237060547,287220,2024-03-18
2024-03-25,18.25,18.25,20.75,18.049999237060547,19.649999618530273,126403,2024-03-25
2024-04-01,22.25,22.25,22.25,18.149999618530273,18.149999618530273,935015,2024-04-01
2024-04-08,22.5,22.5,25.25,21.600000381469727,24.450000762939453,1435431,2024-04-08
2024-04-15,20.25,20.25,22.399999618530273,19.450000762939453,22.399999618530273,590975,2024-04-15
2024-04-22,20.200000762939453,20.200000762939453,21.549999237060547,19.799999237060547,20.350000381469727,196825,2024-04-22
2024-04-29,19.049999237060547,19.049999237060547,20.299999237060547,18.5,20.200000762939453,156431,2024-04-29
2024-05-06,18.200000762939453,18.200000762939453,19.799999237060547,17.549999237060547,19.450000762939453,113325,2024-05-06
2024-05-13,19.100000381469727,19.100000381469727,19.899999618530273,17.549999237060547,18.200000762939453,91713,2024-05-13
2024-05-20,19.049999237060547,19.049999237060547,19.649999618530273,18.649999618530273,19.399999618530273,127219,2024-05-20
2024-05-27,18.200000762939453,18.200000762939453,19.649999618530273,18.0,19.049999237060547,101034,2024-05-27
2024-06-03,18.850000381469727,18.850000381469727,19.149999618530273,16.600000381469727,18.200000762939453,115202,2024-06-03
2024-06-10,18.200000762939453,18.200000762939453,19.239999771118164,17.600000381469727,18.850000381469727,132610,2024-06-10
2024-06-17,18.540000915527344,18.540000915527344,18.899999618530273,17.350000381469727,18.25,106129,2024-06-17
2024-06-24,17.969999313354492,17.969999313354492,19.139999389648438,17.5,18.15999984741211,104691,2024-06-24
2024-07-01,18.110000610351562,18.110000610351562,18.420000076293945,17.5,17.549999237060547,161627,2024-07-01
2024-07-08,18.040000915527344,18.040000915527344,18.389999389648438,17.5,17.5,100845,2024-07-08
2024-07-15,17.520000457763672,17.520000457763672,18.739999771118164,17.299999237060547,18.200000762939453,142005,2024-07-15
2024-07-22,17.510000228881836,17.510000228881836,18.3799991607666,17.0,18.3799991607666,185712,2024-07-22
2024-07-29,17.84000015258789,17.84000015258789,18.8799991607666,17.5,18.0,131761,2024-07-29
2024-08-05,17.65999984741211,17.65999984741211,19.5,17.0,17.799999237060547,163794,2024-08-05
2024-08-12,16.34000015258789,16.34000015258789,18.25,16.010000228881836,17.75,251530,2024-08-12
2024-08-19,18.0,18.0,18.3799991607666,16.56999969482422,16.670000076293945,153771,2024-08-19
2024-08-26,21.469999313354492,21.469999313354492,21.469999313354492,17.40999984741211,18.290000915527344,833462,2024-08-26
2024-09-02,22.559999465942383,22.559999465942383,23.610000610351562,20.100000381469727,22.299999237060547,1837463,2024-09-02
2024-09-09,22.079999923706055,22.079999923706055,23.799999237060547,21.600000381469727,23.350000381469727,148798,2024-09-09
2024-09-16,21.059999465942383,21.059999465942383,23.18000030517578,19.860000610351562,23.0,235465,2024-09-16
2024-09-23,22.190000534057617,22.190000534057617,23.0,21.059999465942383,21.799999237060547,238982,2024-09-23
2024-09-30,20.139999389648438,20.139999389648438,22.190000534057617,20.0,21.40999984741211,99345,2024-09-30
2024-10-07,20.549999237060547,20.549999237060547,21.200000762939453,19.25,19.25,91679,2024-10-07
2024-10-14,20.190000534057617,20.190000534057617,20.899999618530273,19.6299991607666,20.200000762939453,145311,2024-10-14
2024-10-21,17.639999389648438,17.639999389648438,20.219999313354492,17.559999465942383,19.510000228881836,157831,2024-10-21
2024-10-28,19.1299991607666,19.1299991607666,19.170000076293945,16.610000610351562,17.739999771118164,123130,2024-10-28
2024-11-04,18.260000228881836,18.260000228881836,20.0,18.0,19.510000228881836,109288,2024-11-04
2024-11-11,17.6200008392334,17.6200008392334,19.200000762939453,17.100000381469727,18.6299991607666,90364,2024-11-11
2024-11-18,17.209999084472656,17.209999084472656,17.989999771118164,16.770000457763672,17.6299991607666,81351,2024-11-18
2024-11-25,19.110000610351562,19.110000610351562,19.5,16.5,17.81999969482422,110529,2024-11-25
2024-12-02,19.739999771118164,19.739999771118164,21.0,19.420000076293945,19.93000030517578,169395,2024-12-02
2024-12-09,20.0,20.0,20.899999618530273,19.350000381469727,19.350000381469727,214270,2024-12-09
2024-12-16,18.979999542236328,18.979999542236328,20.5,18.3799991607666,20.5,88683,2024-12-16
2024-12-23,19.420000076293945,19.420000076293945,19.799999237060547,18.010000228881836,19.649999618530273,116945,2024-12-23
2024-12-30,19.100000381469727,19.100000381469727,20.799999237060547,18.469999313354492,19.600000381469727,185785,2024-12-30
2025-01-06,17.6299991607666,17.6299991607666,20.25,17.329999923706055,19.600000381469727,165901,2025-01-06
2025-01-13,18.31999969482422,18.31999969482422,18.549999237060547,14.350000381469727,17.600000381469727,483505,2025-01-13
2025-01-20,16.270000457763672,16.270000457763672,18.889999389648438,16.059999465942383,18.299999237060547,149469,2025-01-20
2025-01-27,16.34000015258789,16.34000015258789,17.899999618530273,15.300000190734863,16.399999618530273,196199,2025-01-27
2025-02-03,16.270000457763672,16.270000457763672,17.549999237060547,16.0,16.329999923706055,97815,2025-02-03
2025-02-10,15.430000305175781,15.430000305175781,17.100000381469727,14.430000305175781,15.8100004196167,83596,2025-02-10
2025-02-17,15.390000343322754,15.390000343322754,16.780000686645508,14.130000114440918,15.5,89574,2025-02-17
2025-02-24,14.050000190734863,14.050000190734863,16.450000762939453,13.619999885559082,15.6899995803833,115506,2025-02-24
2025-03-03,14.380000114440918,14.380000114440918,15.0,13.40999984741211,14.050000190734863,94356,2025-03-03
2025-03-10,14.430000305175781,14.430000305175781,17.25,13.210000038146973,13.890000343322754,531610,2025-03-10
2025-03-17,14.359999656677246,14.359999656677246,15.829999923706055,14.0,14.949999809265137,185412,2025-03-17
2025-03-24,13.819999694824219,13.819999694824219,15.149999618530273,13.5600004196167,14.710000038146973,282288,2025-03-24
2025-03-31,14.779999732971191,14.779999732971191,15.779999732971191,13.529999732971191,13.819999694824219,228094,2025-03-31
2025-04-07,15.479999542236328,15.479999542236328,16.899999618530273,13.25,13.25,100206,2025-04-07
2025-04-14,15.84000015258789,15.84000015258789,17.489999771118164,15.0,15.75,155986,2025-04-14
2025-04-21,15.470000267028809,15.470000267028809,16.739999771118164,15.130000114440918,16.0,84042,2025-04-21
2025-04-28,15.039999961853027,15.039999961853027,16.25,14.729999542236328,15.300000190734863,46609,2025-04-28
2025-05-05,15.149999618530273,15.149999618530273,16.059999465942383,13.359999656677246,14.90999984741211,65654,2025-05-05
2025-05-12,15.970000267028809,15.970000267028809,16.68000030517578,14.649999618530273,15.210000038146973,73902,2025-05-12
2025-05-19,15.149999618530273,15.149999618530273,16.280000686645508,14.359999656677246,16.049999237060547,74879,2025-05-19
2025-05-26,14.680000305175781,14.680000305175781,15.949999809265137,14.3100004196167,15.3100004196167,120749,2025-05-26
2025-06-02,14.529999732971191,14.529999732971191,16.649999618530273,14.109999656677246,14.699999809265137,219891,2025-06-02
2025-06-09,18.75,18.75,21.93000030517578,14.319999694824219,15.380000114440918,3016464,2025-06-09
2025-06-16,21.18000030517578,21.18000030517578,24.8799991607666,17.56999969482422,18.75,7703306,2025-06-16
2025-06-23,19.049999237060547,19.049999237060547,21.850000381469727,18.020000457763672,21.459999084472656,332121,2025-06-23
