Date,Adj Close_GABRIEL.NS,Close_GABRIEL.NS,High_GABRIEL.NS,Low_GABRIEL.NS,Open_GABRIEL.NS,Volume_GABRIEL.NS,Date
2024-07-15,464.32989501953125,468.70001220703125,507.0,465.04998779296875,494.25,1518616,2024-07-15
2024-07-22,494.3473815917969,499.0,514.7999877929688,444.0,456.3500061035156,1673387,2024-07-22
2024-07-29,492.5641784667969,497.20001220703125,521.3499755859375,482.95001220703125,501.95001220703125,1439593,2024-07-29
2024-08-05,498.8549499511719,503.54998779296875,508.6000061035156,459.1499938964844,476.0,1974001,2024-08-05
2024-08-12,486.06280517578125,488.04998779296875,544.9500122070312,471.25,503.54998779296875,4301869,2024-08-12
2024-08-19,536.705810546875,538.9000244140625,547.0,477.8500061035156,490.20001220703125,4210824,2024-08-19
2024-08-26,546.1173095703125,548.3499755859375,550.0,507.6000061035156,542.5,3082351,2024-08-26
2024-09-02,517.4345703125,519.5499877929688,559.5499877929688,516.5499877929688,548.3499755859375,2556837,2024-09-02
2024-09-09,524.4558715820312,526.5999755859375,531.9500122070312,502.6000061035156,519.9500122070312,1375018,2024-09-09
2024-09-16,528.9375,531.0999755859375,551.8499755859375,508.6000061035156,539.9500122070312,1336359,2024-09-16
2024-09-23,517.3350219726562,519.4500122070312,538.8499755859375,514.5,537.5499877929688,813768,2024-09-23
2024-09-30,483.672607421875,485.6499938964844,528.7000122070312,480.0,519.4500122070312,1634248,2024-09-30
2024-10-07,456.4837646484375,458.3500061035156,490.5,445.79998779296875,485.6499938964844,1715189,2024-10-07
2024-10-14,440.0509338378906,441.8500061035156,460.20001220703125,426.54998779296875,458.6499938964844,1914101,2024-10-14
2024-10-21,427.45245361328125,429.20001220703125,456.70001220703125,413.70001220703125,441.8500061035156,1576347,2024-10-21
2024-10-28,457.62908935546875,459.5,466.95001220703125,421.3999938964844,433.45001220703125,914089,2024-10-28
2024-11-04,447.25,447.25,470.1000061035156,445.1000061035156,463.20001220703125,813816,2024-11-04
2024-11-11,423.45001220703125,423.45001220703125,448.0,405.04998779296875,448.0,681817,2024-11-11
2024-11-18,426.8500061035156,426.8500061035156,434.70001220703125,413.5,420.0,478236,2024-11-18
2024-11-25,443.20001220703125,443.20001220703125,455.6499938964844,428.0,431.8500061035156,657106,2024-11-25
2024-12-02,480.79998779296875,480.79998779296875,486.79998779296875,434.1499938964844,443.20001220703125,3624732,2024-12-02
2024-12-09,518.2000122070312,518.2000122070312,539.8499755859375,478.0,484.95001220703125,4178519,2024-12-09
2024-12-16,489.1000061035156,489.1000061035156,526.2999877929688,487.0,519.7000122070312,932991,2024-12-16
2024-12-23,477.20001220703125,477.20001220703125,494.95001220703125,473.5,490.1499938964844,616945,2024-12-23
2024-12-30,487.79998779296875,487.79998779296875,505.45001220703125,467.29998779296875,477.20001220703125,1040207,2024-12-30
2025-01-06,445.3999938964844,445.3999938964844,489.54998779296875,439.8999938964844,487.0,872527,2025-01-06
2025-01-13,458.04998779296875,458.04998779296875,459.8500061035156,423.8999938964844,438.54998779296875,646287,2025-01-13
2025-01-20,424.3500061035156,424.3500061035156,465.95001220703125,417.1000061035156,458.04998779296875,694929,2025-01-20
2025-01-27,447.25,447.25,489.0,387.0,420.0,5096753,2025-01-27
2025-02-03,505.1499938964844,505.1499938964844,520.0,439.8500061035156,447.0,3677431,2025-02-03
2025-02-10,471.79998779296875,471.79998779296875,509.0,456.3500061035156,504.04998779296875,1658227,2025-02-10
2025-02-17,480.25,480.25,485.5,440.3999938964844,471.79998779296875,1054071,2025-02-17
2025-02-24,463.8999938964844,463.8999938964844,493.5,457.1000061035156,476.3999938964844,861028,2025-02-24
2025-03-03,517.7000122070312,517.7000122070312,524.7999877929688,438.0,463.8999938964844,5277659,2025-03-03
2025-03-10,509.6000061035156,509.6000061035156,538.6500244140625,491.0,517.75,2494510,2025-03-10
2025-03-17,589.1500244140625,589.1500244140625,598.25,508.29998779296875,510.1499938964844,4018029,2025-03-17
2025-03-24,579.5999755859375,579.5999755859375,607.7999877929688,560.0999755859375,597.7999877929688,2732318,2025-03-24
2025-03-31,555.2000122070312,555.2000122070312,607.0,530.0,579.5999755859375,2647222,2025-03-31
2025-04-07,532.0,532.0,546.8499755859375,465.0,477.0,1165662,2025-04-07
2025-04-14,560.4500122070312,560.4500122070312,574.75,532.0,532.0,792468,2025-04-14
2025-04-21,546.4500122070312,546.4500122070312,592.9000244140625,538.5,563.25,1276945,2025-04-21
2025-04-28,539.2999877929688,539.2999877929688,571.4500122070312,530.75,545.9500122070312,681809,2025-04-28
2025-05-05,570.7000122070312,570.7000122070312,597.0,535.0999755859375,540.0,1714154,2025-05-05
2025-05-12,612.7000122070312,612.7000122070312,650.7999877929688,578.0,580.0,3346147,2025-05-12
2025-05-19,637.3499755859375,637.3499755859375,690.0,614.7000122070312,618.0,6467818,2025-05-19
2025-05-26,658.5499877929688,658.5499877929688,662.7999877929688,633.0499877929688,641.9500122070312,1556325,2025-05-26
2025-06-02,635.9000244140625,635.9000244140625,669.9000244140625,628.0,662.0,1467308,2025-06-02
2025-06-09,610.7000122070312,610.7000122070312,648.25,605.25,639.9500122070312,1044851,2025-06-09
2025-06-16,593.25,593.25,630.9000244140625,587.1500244140625,609.5,1611829,2025-06-16
2025-06-23,668.7000122070312,668.7000122070312,690.0,582.2000122070312,589.0,3726688,2025-06-23
2025-06-30,951.6500244140625,951.6500244140625,1011.2999877929688,667.5499877929688,669.7999877929688,8066108,2025-06-30
2025-07-07,1083.199951171875,1083.199951171875,1092.0,903.5,946.9500122070312,5469811,2025-07-07
2025-07-14,1093.5,1093.5,1122.0,1032.9000244140625,1082.0,1419195,2025-07-14
