Date,Adj Close_SHIVAMILLS.NS,Close_SHIVAMILLS.NS,High_SHIVAMILLS.NS,Low_SHIVAMILLS.NS,Open_SHIVAMILLS.NS,Volume_SHIVAMILLS.NS,Date
2024-12-02,96.83000183105469,96.83000183105469,102.9000015258789,86.0,86.0,490029,2024-12-02
2024-12-09,97.69999694824219,97.69999694824219,116.19000244140625,95.4000015258789,95.4000015258789,1409782,2024-12-09
2024-12-16,98.72000122070312,98.72000122070312,110.44999694824219,97.0,98.69999694824219,443386,2024-12-16
2024-12-23,100.0999984741211,100.0999984741211,104.98999786376953,98.1500015258789,99.94999694824219,55776,2024-12-23
2024-12-30,100.69999694824219,100.69999694824219,104.73999786376953,97.01000213623047,102.9000015258789,128644,2024-12-30
2025-01-06,97.06999969482422,97.06999969482422,105.0,96.2300033569336,105.0,92863,2025-01-06
2025-01-13,96.7699966430664,96.7699966430664,102.0,89.56999969482422,100.69999694824219,100339,2025-01-13
2025-01-20,92.33999633789062,92.33999633789062,100.87999725341797,91.58999633789062,100.87999725341797,58564,2025-01-20
2025-01-27,92.43000030517578,92.43000030517578,96.88999938964844,88.5,95.55000305175781,79689,2025-01-27
2025-02-03,90.02999877929688,90.02999877929688,97.01000213623047,88.51000213623047,92.43000030517578,99538,2025-02-03
2025-02-10,86.94999694824219,86.94999694824219,94.58000183105469,85.01000213623047,91.4000015258789,41956,2025-02-10
2025-02-17,86.2699966430664,86.2699966430664,90.0,83.6500015258789,89.94999694824219,18604,2025-02-17
2025-02-24,71.52999877929688,71.52999877929688,87.72000122070312,69.51000213623047,85.05999755859375,56989,2025-02-24
2025-03-03,78.25,78.25,82.94000244140625,68.38999938964844,71.52999877929688,70573,2025-03-03
2025-03-10,75.87999725341797,75.87999725341797,83.0,72.69999694824219,80.88999938964844,47141,2025-03-10
2025-03-17,73.19999694824219,73.19999694824219,77.68000030517578,69.30000305175781,77.68000030517578,33326,2025-03-17
2025-03-24,68.5199966430664,68.5199966430664,77.4800033569336,65.3499984741211,75.05000305175781,76226,2025-03-24
2025-03-31,73.6500015258789,73.6500015258789,76.37000274658203,67.80999755859375,68.5199966430664,49132,2025-03-31
2025-04-07,72.9800033569336,72.9800033569336,76.37000274658203,67.5,73.0,26828,2025-04-07
2025-04-14,75.94999694824219,75.94999694824219,76.5,72.08000183105469,72.08000183105469,12849,2025-04-14
2025-04-21,73.5999984741211,73.5999984741211,82.69000244140625,73.51000213623047,75.94999694824219,58661,2025-04-21
2025-04-28,71.62000274658203,71.62000274658203,88.31999969482422,70.62000274658203,74.2699966430664,768184,2025-04-28
2025-05-05,72.91000366210938,72.91000366210938,74.30000305175781,68.36000061035156,72.79000091552734,41455,2025-05-05
2025-05-12,78.44999694824219,78.44999694824219,86.48999786376953,73.20999908447266,73.4000015258789,396231,2025-05-12
2025-05-19,76.55000305175781,76.55000305175781,81.19999694824219,75.97000122070312,81.19999694824219,54055,2025-05-19
2025-05-26,76.93000030517578,76.93000030517578,83.0,76.12000274658203,77.2699966430664,67348,2025-05-26
2025-06-02,78.25,78.25,79.79000091552734,76.30000305175781,76.9000015258789,22115,2025-06-02
2025-06-09,77.56999969482422,77.56999969482422,82.05999755859375,77.0,77.19999694824219,71299,2025-06-09
2025-06-16,74.76000213623047,74.76000213623047,80.19000244140625,72.81999969482422,80.19000244140625,37905,2025-06-16
2025-06-23,78.41999816894531,78.41999816894531,81.80000305175781,74.02999877929688,76.55999755859375,61150,2025-06-23
2025-06-30,78.7699966430664,78.7699966430664,80.55999755859375,75.61000061035156,78.51000213623047,23414,2025-06-30
2025-07-07,76.80000305175781,76.80000305175781,81.0,76.11000061035156,79.94999694824219,13755,2025-07-07
2025-07-14,76.48999786376953,76.48999786376953,78.88999938964844,76.12000274658203,76.1500015258789,7118,2025-07-14
