Date,Adj Close_RESPONIND.NS,Close_RESPONIND.NS,High_RESPONIND.NS,Low_RESPONIND.NS,Open_RESPONIND.NS,Volume_RESPONIND.NS,Date
2021-05-31,147.4799346923828,147.8000030517578,159.5,147.0,156.9499969482422,578832,2021-05-31
2021-06-07,157.20883178710938,157.5500030517578,171.1999969482422,142.85000610351562,149.75,2540524,2021-06-07
2021-06-14,148.5276641845703,148.85000610351562,166.0,145.5,159.9499969482422,763446,2021-06-14
2021-06-21,143.73806762695312,144.0500030517578,154.3000030517578,135.89999389648438,148.4499969482422,529377,2021-06-21
2021-06-28,141.44302368164062,141.75,148.0,140.14999389648438,146.0,85188,2021-06-28
2021-07-05,142.740234375,143.0500030517578,149.35000610351562,141.25,142.5,86883,2021-07-05
2021-07-12,137.70114135742188,138.0,144.4499969482422,135.0500030517578,143.8000030517578,308002,2021-07-12
2021-07-19,134.5579833984375,134.85000610351562,140.5,133.0,137.0,107188,2021-07-19
2021-07-26,134.35841369628906,134.64999389648438,160.0,127.5,135.5500030517578,1106767,2021-07-26
2021-08-02,129.46900939941406,129.75,136.0,127.30000305175781,135.3000030517578,95498,2021-08-02
2021-08-09,130.86599731445312,131.14999389648438,138.0,123.8499984741211,127.25,275549,2021-08-09
2021-08-16,124.77921295166016,125.05000305175781,131.9499969482422,123.5999984741211,129.10000610351562,47774,2021-08-16
2021-08-23,125.57746887207031,125.8499984741211,126.9000015258789,113.55000305175781,125.69999694824219,240597,2021-08-23
2021-08-30,126.92454528808594,127.19999694824219,131.8000030517578,120.25,125.0,301802,2021-08-30
2021-09-06,129.169677734375,129.4499969482422,134.0,125.9000015258789,127.69999694824219,267093,2021-09-06
2021-09-13,124.97876739501953,125.25,135.9499969482422,121.6500015258789,130.10000610351562,288038,2021-09-13
2021-09-20,125.0286636352539,125.30000305175781,128.75,121.0,122.30000305175781,293441,2021-09-20
2021-09-27,122.23126220703125,122.4000015258789,132.0,119.0,125.1500015258789,294568,2021-09-27
2021-10-04,126.47540283203125,126.6500015258789,134.9499969482422,122.25,122.5,405299,2021-10-04
2021-10-11,126.22574615478516,126.4000015258789,129.39999389648438,124.25,127.30000305175781,217716,2021-10-11
2021-10-18,121.18270874023438,121.3499984741211,128.39999389648438,118.30000305175781,126.30000305175781,269532,2021-10-18
2021-10-25,115.74021911621094,115.9000015258789,122.0,110.19999694824219,121.3499984741211,250655,2021-10-25
2021-11-01,122.43098449707031,122.5999984741211,123.5,115.19999694824219,116.44999694824219,172513,2021-11-01
2021-11-08,122.28118896484375,122.44999694824219,124.5,118.0,123.19999694824219,265903,2021-11-08
2021-11-15,116.33940124511719,116.5,126.69999694824219,114.0,120.19999694824219,228325,2021-11-15
2021-11-22,111.29634857177734,111.44999694824219,117.19999694824219,107.5,116.5,309116,2021-11-22
2021-11-29,101.31013488769531,101.44999694824219,111.9000015258789,90.30000305175781,111.9000015258789,325978,2021-11-29
2021-12-06,112.7942886352539,112.94999694824219,127.0,100.05000305175781,102.94999694824219,1371530,2021-12-06
2021-12-13,105.25469207763672,105.4000015258789,118.75,104.0999984741211,113.55000305175781,328825,2021-12-13
2021-12-20,109.34904479980469,109.5,123.75,100.0,105.0,1044014,2021-12-20
2021-12-27,169.86549377441406,170.10000610351562,177.85000610351562,103.75,110.0,13661047,2021-12-27
2022-01-03,180.3011016845703,180.5500030517578,184.75,162.5500030517578,165.10000610351562,5113919,2022-01-03
2022-01-10,184.4953155517578,184.75,187.0500030517578,176.0,181.10000610351562,1362900,2022-01-10
2022-01-17,193.23324584960938,193.5,193.75,182.75,185.0,1183431,2022-01-17
2022-01-24,197.9267578125,198.1999969482422,198.8000030517578,182.0500030517578,193.0,973146,2022-01-24
2022-01-31,197.82691955566406,198.10000610351562,206.5,195.0,198.5,1324974,2022-01-31
2022-02-07,195.38027954101562,195.64999389648438,215.0,190.0,199.60000610351562,2336416,2022-02-07
2022-02-14,190.8365478515625,191.10000610351562,208.0,190.0,194.6999969482422,1671726,2022-02-14
2022-02-21,188.68951416015625,188.9499969482422,197.89999389648438,165.5,190.0,1292160,2022-02-21
2022-02-28,153.93748474121094,154.14999389648438,191.0,152.0,188.0,1116418,2022-02-28
2022-03-07,169.11654663085938,169.35000610351562,177.5500030517578,141.14999389648438,153.8000030517578,1172453,2022-03-07
2022-03-14,173.66026306152344,173.89999389648438,181.5,165.0,172.6999969482422,801950,2022-03-14
2022-03-21,168.56729125976562,168.8000030517578,189.3000030517578,166.1999969482422,171.3000030517578,1182293,2022-03-21
2022-03-28,180.95021057128906,181.1999969482422,190.0,164.3000030517578,170.6999969482422,1300296,2022-03-28
2022-04-04,172.61172485351562,172.85000610351562,193.6999969482422,171.5500030517578,183.89999389648438,988441,2022-04-04
2022-04-11,166.769775390625,167.0,174.9499969482422,163.85000610351562,174.0,381572,2022-04-11
2022-04-18,169.71571350097656,169.9499969482422,189.89999389648438,158.75,168.89999389648438,2023147,2022-04-18
2022-04-25,162.22604370117188,162.4499969482422,170.0,160.89999389648438,169.85000610351562,985094,2022-04-25
2022-05-02,147.4963836669922,147.6999969482422,164.6999969482422,145.5,160.0,978886,2022-05-02
2022-05-09,136.1620330810547,136.35000610351562,147.0,123.6500015258789,147.0,768987,2022-05-09
2022-05-16,138.75843811035156,138.9499969482422,164.6999969482422,127.0999984741211,136.35000610351562,758317,2022-05-16
2022-05-23,137.2105712890625,137.39999389648438,142.3000030517578,120.30000305175781,137.0,787908,2022-05-23
2022-05-30,141.20504760742188,141.39999389648438,149.64999389648438,131.25,135.0,683578,2022-05-30
2022-06-06,128.572509765625,128.75,141.39999389648438,126.05000305175781,141.39999389648438,243620,2022-06-06
2022-06-13,112.04531860351562,112.19999694824219,125.94999694824219,109.05000305175781,125.94999694824219,215619,2022-06-13
2022-06-20,126.17581176757812,126.3499984741211,132.14999389648438,104.30000305175781,116.0,726501,2022-06-20
2022-06-27,139.40756225585938,139.60000610351562,141.64999389648438,116.94999694824219,127.19999694824219,1014346,2022-06-27
2022-07-04,147.24673461914062,147.4499969482422,154.89999389648438,129.0,139.60000610351562,2741873,2022-07-04
2022-07-11,140.10658264160156,140.3000030517578,152.0,130.89999389648438,147.35000610351562,800472,2022-07-11
2022-07-18,139.90687561035156,140.10000610351562,147.60000610351562,136.0500030517578,142.39999389648438,442766,2022-07-18
2022-07-25,141.40480041503906,141.60000610351562,149.0,135.0,141.0,791309,2022-07-25
2022-08-01,138.408935546875,138.60000610351562,144.9499969482422,138.0,141.0,151527,2022-08-01
2022-08-08,141.50465393066406,141.6999969482422,144.8000030517578,135.10000610351562,138.6999969482422,220800,2022-08-08
2022-08-15,136.56146240234375,136.75,153.0,136.5,141.6999969482422,243045,2022-08-15
2022-08-22,139.90687561035156,140.10000610351562,146.0,133.5,137.89999389648438,595773,2022-08-22
2022-08-29,146.79733276367188,147.0,149.35000610351562,135.1999969482422,136.5,569647,2022-08-29
2022-09-05,144.45057678222656,144.64999389648438,156.0500030517578,143.75,147.89999389648438,1743588,2022-09-05
2022-09-12,147.14688110351562,147.35000610351562,151.9499969482422,138.5,147.85000610351562,1180486,2022-09-12
2022-09-19,140.05665588378906,140.25,151.5,138.0,150.0,600321,2022-09-19
2022-09-26,144.79896545410156,144.89999389648438,145.5,135.10000610351562,140.89999389648438,192910,2022-09-26
2022-10-03,140.30210876464844,140.39999389648438,153.39999389648438,138.60000610351562,144.6999969482422,766277,2022-10-03
2022-10-10,137.95376586914062,138.0500030517578,144.0,137.64999389648438,139.8000030517578,195625,2022-10-10
2022-10-17,136.005126953125,136.10000610351562,140.14999389648438,135.25,138.0,50584,2022-10-17
2022-10-24,136.70462036132812,136.8000030517578,142.89999389648438,134.5,139.4499969482422,38093,2022-10-24
2022-10-31,140.35208129882812,140.4499969482422,150.0,131.0500030517578,138.60000610351562,200342,2022-10-31
2022-11-07,138.60328674316406,138.6999969482422,148.9499969482422,138.14999389648438,141.9499969482422,153240,2022-11-07
2022-11-14,143.5998077392578,143.6999969482422,150.4499969482422,110.5999984741211,140.0,2782833,2022-11-14
2022-11-21,149.49571228027344,149.60000610351562,155.0,136.85000610351562,141.85000610351562,597484,2022-11-21
2022-11-28,138.4534149169922,138.5500030517578,151.89999389648438,135.3000030517578,150.6999969482422,467067,2022-11-28
2022-12-05,136.95445251464844,137.0500030517578,152.6999969482422,134.0,140.64999389648438,945932,2022-12-05
2022-12-12,129.25982666015625,129.35000610351562,137.1999969482422,128.0,137.0500030517578,217788,2022-12-12
2022-12-19,102.92818450927734,103.0,132.0,100.94999694824219,131.75,549576,2022-12-19
2022-12-26,117.11827850341797,117.19999694824219,134.6999969482422,102.0999984741211,103.0,737798,2022-12-26
2023-01-02,117.76783752441406,117.8499984741211,125.19999694824219,115.8499984741211,117.80000305175781,199534,2023-01-02
2023-01-09,121.81501007080078,121.9000015258789,122.5999984741211,115.69999694824219,117.0,112693,2023-01-09
2023-01-16,133.05715942382812,133.14999389648438,134.35000610351562,121.69999694824219,121.69999694824219,176134,2023-01-16
2023-01-23,125.96212768554688,126.05000305175781,137.10000610351562,113.4000015258789,133.5,248000,2023-01-23
2023-01-30,117.66790008544922,117.75,127.5,115.94999694824219,126.05000305175781,90854,2023-01-30
2023-02-06,123.26399993896484,123.3499984741211,124.5,116.25,119.9000015258789,144124,2023-02-06
2023-02-13,126.71160125732422,126.80000305175781,129.64999389648438,122.25,125.0,106520,2023-02-13
2023-02-20,124.86288452148438,124.94999694824219,128.6999969482422,122.30000305175781,128.0,32977,2023-02-20
2023-02-27,121.51522064208984,121.5999984741211,126.94999694824219,121.0999984741211,125.94999694824219,22162,2023-02-27
2023-03-06,121.76504516601562,121.8499984741211,124.80000305175781,119.25,120.5,17225,2023-03-06
2023-03-13,118.61724090576172,118.69999694824219,122.5,113.25,122.0,32160,2023-03-13
2023-03-20,115.31954956054688,115.4000015258789,121.80000305175781,115.0,121.0,30993,2023-03-20
2023-03-27,123.06414031982422,123.1500015258789,125.19999694824219,105.0,117.19999694824219,291140,2023-03-27
2023-04-03,132.50755310058594,132.60000610351562,135.4499969482422,117.19999694824219,125.0,236251,2023-04-03
2023-04-10,131.0085906982422,131.10000610351562,134.89999389648438,129.10000610351562,134.89999389648438,237836,2023-04-10
2023-04-17,139.55264282226562,139.64999389648438,142.1999969482422,126.55000305175781,130.35000610351562,607861,2023-04-17
2023-04-24,148.9460906982422,149.0500030517578,150.8000030517578,137.35000610351562,141.9499969482422,595100,2023-04-24
2023-05-01,153.84266662597656,153.9499969482422,162.0,146.14999389648438,149.0500030517578,1303006,2023-05-01
2023-05-08,162.73646545410156,162.85000610351562,164.39999389648438,146.39999389648438,152.0,906753,2023-05-08
2023-05-15,158.13966369628906,158.25,165.1999969482422,154.0,165.0,561543,2023-05-15
2023-05-22,155.14175415039062,155.25,163.0,150.10000610351562,155.60000610351562,467422,2023-05-22
2023-05-29,155.14175415039062,155.25,160.0,150.5500030517578,152.89999389648438,574569,2023-05-29
2023-06-05,168.88217163085938,169.0,175.0,155.0500030517578,157.25,1923438,2023-06-05
2023-06-12,176.8765869140625,177.0,184.0,169.35000610351562,171.5500030517578,1373396,2023-06-12
2023-06-19,178.125732421875,178.25,195.85000610351562,167.4499969482422,177.0,3686105,2023-06-19
2023-06-26,162.83639526367188,162.9499969482422,181.0,161.60000610351562,180.9499969482422,1144237,2023-06-26
2023-07-03,169.9314422607422,170.0500030517578,182.1999969482422,159.14999389648438,164.64999389648438,1712362,2023-07-03
2023-07-10,156.64071655273438,156.75,184.39999389648438,153.0500030517578,171.4499969482422,2273276,2023-07-10
2023-07-17,191.8661346435547,192.0,199.6999969482422,156.3000030517578,159.8000030517578,7754353,2023-07-17
2023-07-24,196.41297912597656,196.5500030517578,212.60000610351562,183.6999969482422,192.60000610351562,4129997,2023-07-24
2023-07-31,208.40460205078125,208.5500030517578,209.75,191.25,197.0,1614068,2023-07-31
2023-08-07,228.54055786132812,228.6999969482422,235.0,208.6999969482422,212.25,2793769,2023-08-07
2023-08-14,227.94097900390625,228.10000610351562,239.4499969482422,221.14999389648438,228.5500030517578,2606873,2023-08-14
2023-08-21,235.48570251464844,235.64999389648438,249.25,224.0500030517578,229.89999389648438,2635707,2023-08-21
2023-08-28,245.37881469726562,245.5500030517578,249.0,236.0,238.0,4661531,2023-08-28
2023-09-04,301.3397521972656,301.54998779296875,307.54998779296875,247.10000610351562,249.6999969482422,8276216,2023-09-04
2023-09-11,336.77801513671875,336.8999938964844,340.0,302.0,302.0,4366944,2023-09-11
2023-09-18,330.68023681640625,330.79998779296875,348.20001220703125,316.3500061035156,338.0,2317018,2023-09-18
2023-09-25,351.0228576660156,351.1499938964844,364.95001220703125,330.04998779296875,332.8500061035156,2617132,2023-09-25
2023-10-02,341.6762390136719,341.79998779296875,358.25,337.54998779296875,351.1499938964844,951361,2023-10-02
2023-10-09,322.3332824707031,322.45001220703125,341.70001220703125,308.1000061035156,341.70001220703125,820398,2023-10-09
2023-10-16,321.6335144042969,321.75,338.5,312.20001220703125,327.0,1047476,2023-10-16
2023-10-23,310.3376159667969,310.45001220703125,326.1499938964844,290.04998779296875,321.6499938964844,634448,2023-10-23
2023-10-30,331.5299377441406,331.6499938964844,337.0,305.0,313.0,877965,2023-10-30
2023-11-06,339.2271423339844,339.3500061035156,343.0,310.5,331.95001220703125,894515,2023-11-06
2023-11-13,339.87689208984375,340.0,359.75,330.54998779296875,345.95001220703125,967581,2023-11-13
2023-11-20,326.03192138671875,326.1499938964844,351.29998779296875,320.1499938964844,342.6499938964844,652934,2023-11-20
2023-11-27,321.18365478515625,321.29998779296875,335.3999938964844,317.0,326.1499938964844,306928,2023-11-27
2023-12-04,321.783447265625,321.8999938964844,330.6000061035156,314.1000061035156,329.3999938964844,608542,2023-12-04
2023-12-11,322.58319091796875,322.70001220703125,335.8999938964844,318.04998779296875,327.0,417758,2023-12-11
2023-12-18,307.0387878417969,307.1499938964844,326.8999938964844,298.29998779296875,323.54998779296875,1046596,2023-12-18
2023-12-25,306.4389953613281,306.54998779296875,324.79998779296875,302.04998779296875,307.1499938964844,500883,2023-12-25
2024-01-01,298.4919128417969,298.6000061035156,315.0,297.0,306.45001220703125,487889,2024-01-01
2024-01-08,284.5969543457031,284.70001220703125,305.3999938964844,280.70001220703125,300.0,971829,2024-01-08
2024-01-15,274.0007629394531,274.1000061035156,295.0,270.0,286.45001220703125,557700,2024-01-15
2024-01-22,304.3897705078125,304.5,337.0,274.1000061035156,274.1000061035156,1148083,2024-01-22
2024-01-29,313.3365173339844,313.45001220703125,318.3999938964844,293.1499938964844,308.0,1719125,2024-01-29
2024-02-05,290.1449279785156,290.25,330.25,286.25,316.0,2515148,2024-02-05
2024-02-12,309.98773193359375,310.1000061035156,325.20001220703125,282.0,292.0,2632949,2024-02-12
2024-02-19,301.2908630371094,301.3999938964844,320.0,299.3500061035156,312.6000061035156,1929646,2024-02-19
2024-02-26,312.6867370605469,312.79998779296875,315.75,290.8500061035156,302.6000061035156,979497,2024-02-26
2024-03-04,287.84576416015625,287.95001220703125,312.0,281.29998779296875,308.1499938964844,458200,2024-03-04
2024-03-11,299.34161376953125,299.45001220703125,303.95001220703125,266.04998779296875,289.5,584486,2024-03-11
2024-03-18,293.19378662109375,293.29998779296875,308.0,277.04998779296875,300.79998779296875,1093198,2024-03-18
2024-03-25,277.5994873046875,277.70001220703125,296.6000061035156,272.0,293.29998779296875,1178329,2024-03-25
2024-04-01,296.6925354003906,296.79998779296875,311.70001220703125,279.0,280.79998779296875,608508,2024-04-01
2024-04-08,295.3430480957031,295.45001220703125,305.6499938964844,291.79998779296875,304.95001220703125,192974,2024-04-08
2024-04-15,285.64654541015625,285.75,292.70001220703125,279.8500061035156,292.70001220703125,140651,2024-04-15
2024-04-22,287.4458923339844,287.54998779296875,295.3999938964844,283.3500061035156,286.3500061035156,169923,2024-04-22
2024-04-29,298.2919616699219,298.3999938964844,325.0,289.8500061035156,289.8500061035156,2010364,2024-04-29
2024-05-06,288.8953857421875,289.0,304.79998779296875,277.70001220703125,299.04998779296875,1416851,2024-05-06
2024-05-13,303.9898986816406,304.1000061035156,307.8999938964844,261.0,289.0,1463406,2024-05-13
2024-05-20,313.58642578125,313.70001220703125,324.25,293.6000061035156,293.6000061035156,1576413,2024-05-20
2024-05-27,305.8392333984375,305.95001220703125,328.0,298.1000061035156,317.5,1906199,2024-05-27
2024-06-03,317.9848327636719,318.1000061035156,324.54998779296875,250.0500030517578,318.95001220703125,1291636,2024-06-03
2024-06-10,315.73565673828125,315.8500061035156,334.79998779296875,314.5,321.70001220703125,1822301,2024-06-10
2024-06-17,314.63604736328125,314.75,323.3999938964844,310.29998779296875,317.70001220703125,1016943,2024-06-17
2024-06-24,322.7331237792969,322.8500061035156,338.6499938964844,300.5,314.75,3886779,2024-06-24
2024-07-01,307.2387390136719,307.3500061035156,339.45001220703125,305.79998779296875,321.45001220703125,3669547,2024-07-01
2024-07-08,285.2966613769531,285.3999938964844,319.5,283.5,307.95001220703125,4613662,2024-07-08
2024-07-15,275.6501770019531,275.75,294.0,271.70001220703125,286.8999938964844,3326474,2024-07-15
2024-07-22,290.4447937011719,290.54998779296875,296.0,271.3500061035156,274.75,2749852,2024-07-22
2024-07-29,283.1974182128906,283.29998779296875,296.5,272.70001220703125,292.0,2479341,2024-07-29
2024-08-05,272.70123291015625,272.79998779296875,283.6499938964844,264.25,270.3500061035156,1343278,2024-08-05
2024-08-12,292.29412841796875,292.3999938964844,302.1499938964844,268.5,274.0,3791180,2024-08-12
2024-08-19,266.2035827636719,266.29998779296875,298.3999938964844,262.5,294.45001220703125,4797931,2024-08-19
2024-08-26,265.8037414550781,265.8999938964844,271.6000061035156,262.5,267.1000061035156,555171,2024-08-26
2024-09-02,275.5002136230469,275.6000061035156,280.6499938964844,259.5,266.8999938964844,2767050,2024-09-02
2024-09-09,287.8999938964844,287.8999938964844,290.20001220703125,265.1000061035156,272.29998779296875,1859879,2024-09-09
2024-09-16,278.8500061035156,278.8500061035156,300.0,276.29998779296875,297.5,2819405,2024-09-16
2024-09-23,274.29998779296875,274.29998779296875,289.95001220703125,272.04998779296875,280.25,2797263,2024-09-23
2024-09-30,266.70001220703125,266.70001220703125,280.70001220703125,261.3500061035156,275.0,1434645,2024-09-30
2024-10-07,275.1000061035156,275.1000061035156,289.95001220703125,252.1999969482422,266.70001220703125,1903671,2024-10-07
2024-10-14,278.3999938964844,278.3999938964844,287.45001220703125,270.04998779296875,279.0,1408390,2024-10-14
2024-10-21,263.29998779296875,263.29998779296875,282.79998779296875,261.1000061035156,278.8999938964844,745488,2024-10-21
2024-10-28,269.20001220703125,269.20001220703125,272.1000061035156,262.0,267.0,909846,2024-10-28
2024-11-04,266.8500061035156,266.8500061035156,284.5,260.79998779296875,267.3999938964844,1521340,2024-11-04
2024-11-11,259.75,259.75,278.95001220703125,259.0,269.8999938964844,1646658,2024-11-11
2024-11-18,255.0,255.0,266.04998779296875,249.0,263.0,1326028,2024-11-18
2024-11-25,252.8000030517578,252.8000030517578,264.25,250.14999389648438,260.0,843579,2024-11-25
2024-12-02,268.79998779296875,268.79998779296875,282.0,250.6999969482422,252.4499969482422,5005296,2024-12-02
2024-12-09,278.45001220703125,278.45001220703125,289.5,260.0,269.0,4287390,2024-12-09
2024-12-16,252.14999389648438,252.14999389648438,279.79998779296875,250.64999389648438,279.79998779296875,7443785,2024-12-16
2024-12-23,247.9499969482422,247.9499969482422,257.29998779296875,245.5,254.89999389648438,1269400,2024-12-23
2024-12-30,267.05999755859375,267.05999755859375,271.5,244.35000610351562,246.1999969482422,3544798,2024-12-30
2025-01-06,251.27000427246094,251.27000427246094,268.54998779296875,250.0,267.0,2657198,2025-01-06
2025-01-13,249.99000549316406,249.99000549316406,256.3999938964844,240.0,247.57000732421875,866455,2025-01-13
2025-01-20,253.58999633789062,253.58999633789062,266.94000244140625,247.10000610351562,251.0,657837,2025-01-20
2025-01-27,244.36000061035156,244.36000061035156,256.7900085449219,230.0,254.99000549316406,659064,2025-01-27
2025-02-03,239.8000030517578,239.8000030517578,253.07000732421875,235.25,240.10000610351562,1032153,2025-02-03
2025-02-10,205.3000030517578,205.3000030517578,242.60000610351562,198.00999450683594,242.60000610351562,956155,2025-02-10
2025-02-17,210.52000427246094,210.52000427246094,220.00999450683594,198.0,200.0,1878125,2025-02-17
2025-02-24,197.1699981689453,197.1699981689453,212.5,190.1999969482422,208.99000549316406,1231176,2025-02-24
2025-03-03,206.8300018310547,206.8300018310547,210.64999389648438,183.00999450683594,198.14999389648438,579367,2025-03-03
2025-03-10,190.4600067138672,190.4600067138672,212.0,189.0,205.14999389648438,1663905,2025-03-10
2025-03-17,197.63999938964844,197.63999938964844,199.60000610351562,185.7899932861328,192.8000030517578,766494,2025-03-17
2025-03-24,189.02000427246094,189.02000427246094,205.0,183.0,198.00999450683594,1428053,2025-03-24
2025-03-31,194.75999450683594,194.75999450683594,204.00999450683594,188.91000366210938,189.02000427246094,849296,2025-03-31
2025-04-07,192.86000061035156,192.86000061035156,200.0,155.8000030517578,155.8000030517578,535572,2025-04-07
2025-04-14,195.27999877929688,195.27999877929688,204.89999389648438,192.86000061035156,192.86000061035156,629428,2025-04-14
2025-04-21,186.13999938964844,186.13999938964844,201.60000610351562,185.5,195.35000610351562,524273,2025-04-21
2025-04-28,177.91000366210938,177.91000366210938,185.89999389648438,177.02999877929688,185.89999389648438,289982,2025-04-28
2025-05-05,177.42999267578125,177.42999267578125,189.00999450683594,169.6999969482422,178.3000030517578,356049,2025-05-05
2025-05-12,186.6199951171875,186.6199951171875,193.5,181.00999450683594,184.0,765304,2025-05-12
2025-05-19,194.88999938964844,194.88999938964844,198.8000030517578,185.6999969482422,188.8000030517578,706027,2025-05-19
2025-05-26,196.1999969482422,196.1999969482422,198.0,190.25,195.0,344915,2025-05-26
2025-06-02,206.5500030517578,206.5500030517578,208.13999938964844,192.66000366210938,195.5,821743,2025-06-02
2025-06-09,209.69000244140625,209.69000244140625,225.0,203.25,208.1999969482422,2021118,2025-06-09
2025-06-16,205.7899932861328,205.7899932861328,213.5399932861328,197.10000610351562,207.60000610351562,416112,2025-06-16
2025-06-23,228.77000427246094,228.77000427246094,232.0,201.5399932861328,201.75,585751,2025-06-23
2025-06-30,243.1300048828125,243.1300048828125,251.0,227.52000427246094,229.0,1970841,2025-06-30
2025-07-07,243.22999572753906,243.22999572753906,247.8000030517578,232.0500030517578,243.0,972046,2025-07-07
2025-07-14,241.3800048828125,241.3800048828125,245.49000549316406,239.22000122070312,245.39999389648438,135511,2025-07-14
