Date,Adj Close_NAUKRI.NS,Close_NAUKRI.NS,High_NAUKRI.NS,Low_NAUKRI.NS,Open_NAUKRI.NS,Volume_NAUKRI.NS,Date
2021-07-19,1024.7711181640625,1028.510009765625,1071.949951171875,1003.5999755859375,1020.0,12176675,2021-07-19
2021-07-26,1039.16845703125,1042.9599609375,1057.5400390625,1002.2000122070312,1035.0,14347375,2021-07-26
2021-08-02,1074.2305908203125,1078.1500244140625,1082.97998046875,1040.97998046875,1050.0,6871110,2021-08-02
2021-08-09,1081.7630615234375,1085.7099609375,1099.760009765625,1036.4100341796875,1078.1500244140625,8966330,2021-08-09
2021-08-16,1074.5494384765625,1078.469970703125,1120.800048828125,1065.699951171875,1092.989990234375,6069780,2021-08-16
2021-08-23,1174.843505859375,1179.1300048828125,1196.3900146484375,1062.0,1080.4200439453125,14854470,2021-08-23
2021-08-30,1232.32373046875,1236.8199462890625,1259.800048828125,1179.1199951171875,1179.1300048828125,10707435,2021-08-30
2021-09-06,1332.109619140625,1336.969970703125,1355.56005859375,1227.9599609375,1236.5999755859375,19195810,2021-09-06
2021-09-13,1318.1304931640625,1322.93994140625,1397.0,1311.0,1336.0,17073475,2021-09-13
2021-09-20,1325.4639892578125,1330.300048828125,1380.0,1312.0,1322.93994140625,9480510,2021-09-20
2021-09-27,1281.055908203125,1285.72998046875,1357.9599609375,1276.010009765625,1341.0,8913555,2021-09-27
2021-10-04,1329.3397216796875,1334.18994140625,1375.7099609375,1285.0,1297.31005859375,9221300,2021-10-04
2021-10-11,1396.674072265625,1401.77001953125,1436.0,1296.5,1348.800048828125,6903185,2021-10-11
2021-10-18,1253.3570556640625,1257.9300537109375,1493.0799560546875,1245.0,1401.77001953125,12174915,2021-10-18
2021-10-25,1210.6527099609375,1215.0699462890625,1257.800048828125,1174.18994140625,1254.0,8119380,2021-10-25
2021-11-01,1218.4244384765625,1222.8699951171875,1265.9000244140625,1202.199951171875,1221.4599609375,5464385,2021-11-01
2021-11-08,1276.64208984375,1281.300048828125,1286.4300537109375,1206.4000244140625,1234.199951171875,7155130,2021-11-08
2021-11-15,1292.46435546875,1297.1800537109375,1339.199951171875,1264.0,1293.97998046875,9114725,2021-11-15
2021-11-22,1167.6795654296875,1171.93994140625,1312.2900390625,1165.0,1304.199951171875,10706450,2021-11-22
2021-11-29,1158.81201171875,1163.0400390625,1201.0,1127.25,1162.0,9202070,2021-11-29
2021-12-06,1125.094970703125,1129.199951171875,1173.699951171875,1113.0799560546875,1166.0,7856440,2021-12-06
2021-12-13,1079.052978515625,1082.989990234375,1138.800048828125,1063.31005859375,1138.22998046875,12409315,2021-12-13
2021-12-20,1075.9842529296875,1079.9100341796875,1087.010009765625,1016.52001953125,1071.0,5682120,2021-12-20
2021-12-27,1111.2852783203125,1115.3399658203125,1126.300048828125,1060.510009765625,1079.0,4119215,2021-12-27
2022-01-03,1122.833251953125,1126.9300537109375,1139.4000244140625,1096.4000244140625,1124.0,5150020,2022-01-03
2022-01-10,1135.1083984375,1139.25,1149.5999755859375,1099.989990234375,1126.9300537109375,8630605,2022-01-10
2022-01-17,949.0573120117188,952.52001953125,1152.3299560546875,948.0,1152.0799560546875,18762765,2022-01-17
2022-01-24,878.0164184570312,881.219970703125,953.0,857.010009765625,952.52001953125,14901955,2022-01-24
2022-01-31,965.4573974609375,968.97998046875,1028.0,910.0,918.0,21906755,2022-01-31
2022-02-07,915.7886352539062,919.1300048828125,1004.0700073242188,916.0,969.780029296875,11021060,2022-02-07
2022-02-14,882.310791015625,885.530029296875,945.989990234375,860.5,879.4000244140625,10031540,2022-02-14
2022-02-21,886.8941040039062,890.1300048828125,911.2999877929688,848.030029296875,876.0,12207890,2022-02-21
2022-02-28,864.8146362304688,867.969970703125,935.0,865.0,880.0,9539680,2022-02-28
2022-03-07,919.6445922851562,923.0,944.77001953125,841.6900024414062,859.0,7208175,2022-03-07
2022-03-14,912.4010009765625,915.72998046875,939.0,876.2000122070312,916.6199951171875,11100690,2022-03-14
2022-03-21,895.7916259765625,899.0599975585938,962.0,894.010009765625,923.7999877929688,14150635,2022-03-21
2022-03-28,916.4063720703125,919.75,928.0,870.9099731445312,902.97998046875,8991550,2022-03-28
2022-04-04,966.503662109375,970.030029296875,976.3699951171875,919.5999755859375,919.75,8522330,2022-04-04
2022-04-11,947.3135986328125,950.77001953125,983.510009765625,946.0,969.7999877929688,3459030,2022-04-11
2022-04-18,927.82470703125,931.2100219726562,955.3800048828125,910.0,944.7999877929688,5922870,2022-04-18
2022-04-25,926.8682250976562,930.25,972.9199829101562,892.7999877929688,924.0599975585938,7606665,2022-04-25
2022-05-02,776.7758178710938,779.6099853515625,936.5499877929688,750.4400024414062,920.0,16886675,2022-05-02
2022-05-09,690.580322265625,693.0999755859375,779.6400146484375,688.8200073242188,774.0,14032010,2022-05-09
2022-05-16,695.442626953125,697.97998046875,738.4000244140625,679.0,701.2000122070312,11523985,2022-05-16
2022-05-23,735.9746704101562,738.6599731445312,745.0,662.5999755859375,699.7999877929688,13138265,2022-05-23
2022-05-30,763.055908203125,765.8400268554688,845.0,744.0,752.0,26446985,2022-05-30
2022-06-06,733.5037231445312,736.1799926757812,765.8300170898438,711.0399780273438,765.8300170898438,14932280,2022-06-06
2022-06-13,717.0338745117188,719.6500244140625,743.5999755859375,700.2000122070312,700.2000122070312,10879230,2022-06-13
2022-06-20,781.0701293945312,783.9199829101562,792.0,706.3200073242188,726.0,11089955,2022-06-20
2022-06-27,742.590576171875,745.2999877929688,797.3900146484375,721.2000122070312,797.3900146484375,10886240,2022-06-27
2022-07-04,792.8372192382812,795.72998046875,798.0,745.2999877929688,745.2999877929688,7154375,2022-07-04
2022-07-11,757.9644775390625,760.72998046875,790.5999755859375,755.0,784.3099975585938,5444140,2022-07-11
2022-07-18,817.9257202148438,820.9099731445312,844.7899780273438,766.2000122070312,771.1900024414062,10634520,2022-07-18
2022-07-25,864.127197265625,867.280029296875,870.7899780273438,764.6900024414062,820.9099731445312,9253745,2022-07-25
2022-08-01,858.8763427734375,862.010009765625,892.0,834.1799926757812,872.9400024414062,10580530,2022-08-01
2022-08-08,883.4267578125,886.6500244140625,915.7999877929688,838.3800048828125,861.9600219726562,13156510,2022-08-08
2022-08-15,887.6513061523438,890.8900146484375,904.739990234375,876.0399780273438,886.6500244140625,7535165,2022-08-15
2022-08-22,884.0643310546875,887.2899780273438,924.97998046875,817.0,886.0,14446845,2022-08-22
2022-08-29,847.3782348632812,850.469970703125,874.0,828.4000244140625,840.3200073242188,13143235,2022-08-29
2022-09-05,853.7550048828125,856.8699951171875,864.030029296875,828.2000122070312,855.97998046875,8346910,2022-09-05
2022-09-12,821.3333129882812,824.3300170898438,878.4000244140625,820.22998046875,858.0,8911315,2022-09-12
2022-09-19,776.8953857421875,779.72998046875,831.97998046875,777.9199829101562,831.97998046875,7811520,2022-09-19
2022-09-26,769.3131103515625,772.1199951171875,786.1099853515625,738.9600219726562,776.0,11642790,2022-09-26
2022-10-03,781.189697265625,784.0399780273438,812.0,759.1599731445312,769.4000244140625,7000375,2022-10-03
2022-10-10,749.8739624023438,752.6099853515625,778.0,744.3300170898438,769.7999877929688,7380310,2022-10-10
2022-10-17,761.6510620117188,764.4299926757812,799.4000244140625,744.0,752.7999877929688,6782650,2022-10-17
2022-10-24,761.4816284179688,764.260009765625,789.97998046875,757.5999755859375,778.0,6140405,2022-10-24
2022-10-31,775.50048828125,778.3300170898438,807.3200073242188,768.97998046875,769.0,5048585,2022-10-31
2022-11-07,817.058837890625,820.0399780273438,825.5900268554688,757.02001953125,782.22998046875,8814170,2022-11-07
2022-11-14,776.1182250976562,778.9500122070312,880.0,769.0,825.0,25531520,2022-11-14
2022-11-21,788.044677734375,790.9199829101562,792.9600219726562,763.3099975585938,778.0,8654970,2022-11-21
2022-11-28,805.580810546875,808.52001953125,811.989990234375,782.5999755859375,789.4000244140625,8873215,2022-11-28
2022-12-05,800.0808715820312,803.0,819.4000244140625,790.7999877929688,810.2000122070312,7491675,2022-12-05
2022-12-12,824.2327270507812,827.239990234375,842.7999877929688,774.6400146484375,801.2000122070312,11770625,2022-12-12
2022-12-19,766.3240356445312,769.1199951171875,859.0,764.52001953125,819.260009765625,10054935,2022-12-19
2022-12-26,783.5511474609375,786.4099731445312,796.4000244140625,763.0399780273438,770.2000122070312,6398645,2022-12-26
2023-01-02,734.729248046875,737.4099731445312,792.0,733.010009765625,787.0,6895525,2023-01-02
2023-01-09,743.7463989257812,746.4600219726562,752.989990234375,722.469970703125,741.0999755859375,7304235,2023-01-09
2023-01-16,731.4412231445312,734.1099853515625,756.6699829101562,732.4000244140625,750.2000122070312,4710150,2023-01-16
2023-01-23,726.1206665039062,728.77001953125,756.739990234375,720.0,737.0800170898438,4768025,2023-01-23
2023-01-30,728.7510375976562,731.4099731445312,754.97998046875,710.7899780273438,728.0,7136505,2023-01-30
2023-02-06,759.9871215820312,762.760009765625,771.030029296875,726.1400146484375,730.0,8955270,2023-02-06
2023-02-13,700.4443969726562,703.0,750.2100219726562,670.2000122070312,749.7999877929688,23329520,2023-02-13
2023-02-20,708.5547485351562,711.1400146484375,720.0,686.7000122070312,706.52001953125,7476880,2023-02-20
2023-02-27,700.5739135742188,703.1300048828125,712.9500122070312,694.469970703125,705.5999755859375,5724735,2023-02-27
2023-03-06,688.8666381835938,691.3800048828125,715.0,683.4099731445312,705.7999877929688,5132035,2023-03-06
2023-03-13,695.55224609375,698.0900268554688,701.760009765625,661.6400146484375,690.25,6992625,2023-03-13
2023-03-20,692.593017578125,695.1199951171875,709.7999877929688,671.0,671.0,4623085,2023-03-20
2023-03-27,742.0027465820312,744.7100219726562,778.0,694.0,694.8900146484375,6568840,2023-03-27
2023-04-03,745.9882202148438,748.7100219726562,752.5999755859375,730.989990234375,749.4000244140625,2358325,2023-04-03
2023-04-10,761.3123168945312,764.0900268554688,776.0,743.0,748.7100219726562,3720730,2023-04-10
2023-04-17,722.8526000976562,725.489990234375,755.5999755859375,719.0,755.5999755859375,4658850,2023-04-17
2023-04-24,752.494384765625,755.239990234375,758.530029296875,718.4600219726562,726.0,3293645,2023-04-24
2023-05-01,760.4952392578125,763.27001953125,767.9600219726562,749.010009765625,755.239990234375,2248895,2023-05-01
2023-05-08,773.7369384765625,776.5599975585938,791.989990234375,762.2000122070312,762.2000122070312,4605175,2023-05-08
2023-05-15,763.0260009765625,765.8099975585938,801.0599975585938,740.5900268554688,776.0,7786550,2023-05-15
2023-05-22,836.4979248046875,839.5499877929688,850.0,747.0,765.8099975585938,13043940,2023-05-22
2023-05-29,850.1680908203125,853.27001953125,861.0,806.5999755859375,829.989990234375,22771340,2023-05-29
2023-06-05,825.607666015625,828.6199951171875,859.97998046875,816.3499755859375,844.0,9568265,2023-06-05
2023-06-12,880.1686401367188,883.3800048828125,889.0,831.3499755859375,833.0,11460270,2023-06-12
2023-06-19,858.2485961914062,861.3800048828125,901.0,856.4500122070312,883.3800048828125,7074305,2023-06-19
2023-06-26,893.4700927734375,896.72998046875,900.8499755859375,854.030029296875,860.0,4546680,2023-06-26
2023-07-03,877.77734375,880.97998046875,913.0,876.0,896.5999755859375,5453905,2023-07-03
2023-07-10,940.7276611328125,944.1599731445312,947.5700073242188,865.010009765625,882.0,8038350,2023-07-10
2023-07-17,926.3302001953125,929.7100219726562,953.75,908.0,945.0,5554900,2023-07-17
2023-07-24,912.5106201171875,915.8400268554688,934.7999877929688,904.8400268554688,927.0,4371520,2023-07-24
2023-07-31,975.708251953125,977.3400268554688,986.9600219726562,894.260009765625,920.6500244140625,9908690,2023-07-31
2023-08-07,890.67041015625,892.1599731445312,996.9000244140625,883.1300048828125,978.0,9571255,2023-08-07
2023-08-14,836.5010986328125,837.9000244140625,885.4500122070312,835.5399780273438,885.0,6485795,2023-08-14
2023-08-21,839.9552612304688,841.3599853515625,855.7999877929688,829.27001953125,841.5999755859375,5989645,2023-08-21
2023-08-28,873.0099487304688,874.469970703125,882.97998046875,830.7100219726562,841.989990234375,7972750,2023-08-28
2023-09-04,894.0548095703125,895.5499877929688,904.0,865.9199829101562,879.030029296875,5437005,2023-09-04
2023-09-11,895.4224853515625,896.9199829101562,915.760009765625,867.0,893.4000244140625,9255720,2023-09-11
2023-09-18,858.634033203125,860.0700073242188,907.7999877929688,854.4000244140625,896.8099975585938,5934295,2023-09-18
2023-09-25,831.6691284179688,833.0599975585938,860.6799926757812,826.7999877929688,860.0700073242188,9392570,2023-09-25
2023-10-02,841.1732788085938,842.5800170898438,846.0,801.0,833.0599975585938,8958500,2023-10-02
2023-10-09,826.0784912109375,827.4600219726562,861.7999877929688,821.0,830.2000122070312,5790135,2023-10-09
2023-10-16,839.196533203125,840.5999755859375,848.0,820.6300048828125,824.6599731445312,6577440,2023-10-16
2023-10-23,814.9371337890625,816.2999877929688,842.969970703125,794.4099731445312,841.0,3551780,2023-10-23
2023-10-30,848.6507568359375,850.0700073242188,854.0,811.469970703125,819.4000244140625,5266020,2023-10-30
2023-11-06,900.6537475585938,902.1599731445312,920.5700073242188,851.2000122070312,854.0,9392880,2023-11-06
2023-11-13,959.4554443359375,961.0599975585938,967.1599731445312,894.510009765625,902.7899780273438,6428680,2023-11-13
2023-11-20,917.8450317382812,919.3800048828125,967.8499755859375,916.219970703125,961.0,3146360,2023-11-20
2023-11-27,913.0530395507812,914.5800170898438,933.75,904.0999755859375,919.3800048828125,4936430,2023-11-27
2023-12-04,947.5453491210938,949.1300048828125,969.7999877929688,914.0700073242188,920.0,6644905,2023-12-04
2023-12-11,1042.4267578125,1044.1700439453125,1047.0,941.0,952.1300048828125,14519355,2023-12-11
2023-12-18,999.6282348632812,1001.2999877929688,1063.81005859375,976.8200073242188,1046.18994140625,9026290,2023-12-18
2023-12-25,1026.3135986328125,1028.030029296875,1038.1199951171875,1001.2999877929688,1001.2999877929688,3572315,2023-12-25
2024-01-01,1047.4781494140625,1049.22998046875,1058.0,1006.0,1035.0,6283130,2024-01-01
2024-01-08,1059.887451171875,1061.6600341796875,1077.56005859375,1025.3299560546875,1059.0,6973740,2024-01-08
2024-01-15,1017.8877563476562,1019.5900268554688,1080.8800048828125,996.6400146484375,1064.0,8140465,2024-01-15
2024-01-22,994.8462524414062,996.510009765625,1019.989990234375,972.4400024414062,1019.5900268554688,3412835,2024-01-22
2024-01-29,1033.7012939453125,1035.4300537109375,1043.0,974.4000244140625,999.219970703125,7179070,2024-01-29
2024-02-05,1096.6859130859375,1098.52001953125,1107.77001953125,1028.25,1041.97998046875,8872515,2024-02-05
2024-02-12,1052.3900146484375,1054.1500244140625,1109.0,1006.27001953125,1109.0,7164345,2024-02-12
2024-02-19,1065.6478271484375,1067.4300537109375,1087.5899658203125,1042.199951171875,1055.199951171875,4481925,2024-02-19
2024-02-26,1055.08544921875,1056.8499755859375,1085.6099853515625,1038.3199462890625,1060.219970703125,6077195,2024-02-26
2024-03-04,1016.0008544921875,1017.7000122070312,1072.3499755859375,1001.0,1056.0,7173205,2024-03-04
2024-03-11,1046.4898681640625,1048.239990234375,1056.0,993.9099731445312,1024.050048828125,8220660,2024-03-11
2024-03-18,1046.8692626953125,1048.6199951171875,1063.7900390625,1010.4000244140625,1048.22998046875,6112570,2024-03-18
2024-03-25,1116.53271484375,1118.4000244140625,1126.3599853515625,1030.43994140625,1048.6199951171875,7463330,2024-03-25
2024-04-01,1133.03515625,1134.9300537109375,1160.4599609375,1115.9000244140625,1120.0,5301800,2024-04-01
2024-04-08,1192.71533203125,1194.7099609375,1271.0,1166.0,1166.0,14957140,2024-04-08
2024-04-15,1140.5126953125,1142.4200439453125,1184.0,1124.4000244140625,1170.0,4613685,2024-04-15
2024-04-22,1177.40087890625,1179.3699951171875,1199.97998046875,1136.050048828125,1152.280029296875,5753420,2024-04-22
2024-04-29,1197.567138671875,1199.5699462890625,1228.0,1163.5999755859375,1184.0,5010445,2024-04-29
2024-05-06,1203.46728515625,1205.47998046875,1227.300048828125,1166.199951171875,1209.4000244140625,4826565,2024-05-06
2024-05-13,1237.9896240234375,1240.06005859375,1267.6199951171875,1122.010009765625,1193.0999755859375,12921130,2024-05-13
2024-05-20,1265.1142578125,1267.22998046875,1309.0,1240.7099609375,1244.4000244140625,11300690,2024-05-20
2024-05-27,1137.5177001953125,1139.4200439453125,1283.0899658203125,1132.0,1271.97998046875,10343680,2024-05-27
2024-06-03,1243.8797607421875,1245.9599609375,1271.989990234375,1050.0,1217.5999755859375,10922690,2024-06-03
2024-06-10,1246.50537109375,1248.5899658203125,1273.199951171875,1229.6199951171875,1250.0,6970790,2024-06-10
2024-06-17,1274.8079833984375,1276.93994140625,1299.0,1220.56005859375,1248.5899658203125,5229540,2024-06-17
2024-06-24,1354.9041748046875,1357.1700439453125,1363.989990234375,1258.75,1276.0,8330715,2024-06-24
2024-07-01,1359.626220703125,1361.9000244140625,1393.800048828125,1328.4000244140625,1350.02001953125,6390100,2024-07-01
2024-07-08,1370.0089111328125,1372.300048828125,1412.5999755859375,1313.8199462890625,1374.9000244140625,8465155,2024-07-08
2024-07-15,1363.2401123046875,1365.52001953125,1413.989990234375,1348.25,1374.0,4145380,2024-07-15
2024-07-22,1435.0799560546875,1437.47998046875,1442.0,1341.3599853515625,1364.989990234375,6056130,2024-07-22
2024-07-29,1441.68896484375,1444.0999755859375,1465.550048828125,1368.9599609375,1448.989990234375,11102690,2024-07-29
2024-08-05,1442.9000244140625,1442.9000244140625,1450.0,1356.4000244140625,1400.010009765625,8079615,2024-08-05
2024-08-12,1483.5699462890625,1483.5699462890625,1488.0,1407.81005859375,1460.0,5751795,2024-08-12
2024-08-19,1478.52001953125,1478.52001953125,1514.010009765625,1462.81005859375,1483.5699462890625,4130760,2024-08-19
2024-08-26,1535.760009765625,1535.760009765625,1545.0,1477.530029296875,1477.530029296875,5492715,2024-08-26
2024-09-02,1484.97998046875,1484.97998046875,1549.300048828125,1452.81005859375,1535.989990234375,4048140,2024-09-02
2024-09-09,1545.81005859375,1545.81005859375,1566.0,1459.2900390625,1466.199951171875,4936800,2024-09-09
2024-09-16,1621.239990234375,1621.239990234375,1630.199951171875,1514.010009765625,1545.81005859375,9007735,2024-09-16
2024-09-23,1634.1500244140625,1634.1500244140625,1652.0699462890625,1566.8199462890625,1622.300048828125,6116305,2024-09-23
2024-09-30,1639.72998046875,1639.72998046875,1661.780029296875,1602.1300048828125,1622.739990234375,4538360,2024-09-30
2024-10-07,1672.6600341796875,1672.6600341796875,1694.4000244140625,1582.010009765625,1661.780029296875,5160050,2024-10-07
2024-10-14,1617.77001953125,1617.77001953125,1679.8499755859375,1582.1400146484375,1677.989990234375,4215055,2024-10-14
2024-10-21,1519.530029296875,1519.530029296875,1631.949951171875,1486.81005859375,1623.4000244140625,5432945,2024-10-21
2024-10-28,1493.68994140625,1493.68994140625,1571.2900390625,1481.31005859375,1520.010009765625,3891505,2024-10-28
2024-11-04,1530.9200439453125,1530.9200439453125,1609.1700439453125,1474.1099853515625,1490.0,8081555,2024-11-04
2024-11-11,1553.6400146484375,1553.6400146484375,1620.0,1510.0,1534.0,5427275,2024-11-11
2024-11-18,1599.989990234375,1599.989990234375,1605.9200439453125,1498.199951171875,1569.719970703125,7891550,2024-11-18
2024-11-25,1651.06005859375,1651.06005859375,1680.9300537109375,1603.199951171875,1603.199951171875,7864810,2024-11-25
2024-12-02,1696.780029296875,1696.780029296875,1731.260009765625,1645.8299560546875,1648.0,7938300,2024-12-02
2024-12-09,1740.47998046875,1740.47998046875,1755.72998046875,1680.199951171875,1697.0,5936425,2024-12-09
2024-12-16,1698.989990234375,1698.989990234375,1789.489990234375,1691.3900146484375,1744.989990234375,6004675,2024-12-16
2024-12-23,1727.489990234375,1727.489990234375,1755.0699462890625,1701.1099853515625,1701.1800537109375,3616690,2024-12-23
2024-12-30,1805.0999755859375,1805.0999755859375,1817.0,1687.0,1727.489990234375,10672105,2024-12-30
2025-01-06,1567.1400146484375,1567.1400146484375,1825.780029296875,1564.449951171875,1824.0,10689990,2025-01-06
2025-01-13,1549.6300048828125,1549.6300048828125,1556.0,1442.1400146484375,1533.0,9489110,2025-01-13
2025-01-20,1489.4100341796875,1489.4100341796875,1569.760009765625,1427.4100341796875,1551.199951171875,7305810,2025-01-20
2025-01-27,1556.8800048828125,1556.8800048828125,1576.5899658203125,1388.02001953125,1479.4000244140625,9605855,2025-01-27
2025-02-03,1572.02001953125,1572.02001953125,1637.0,1526.97998046875,1548.02001953125,9153920,2025-02-03
2025-02-10,1497.0999755859375,1497.0999755859375,1600.0,1479.6099853515625,1576.800048828125,5981210,2025-02-10
2025-02-17,1507.4200439453125,1507.4200439453125,1566.3900146484375,1445.3499755859375,1480.02001953125,5451010,2025-02-17
2025-02-24,1398.530029296875,1398.530029296875,1493.0,1380.199951171875,1491.0,11111395,2025-02-24
2025-03-03,1366.77001953125,1366.77001953125,1413.760009765625,1332.489990234375,1394.699951171875,7068165,2025-03-03
2025-03-10,1276.510009765625,1276.510009765625,1381.699951171875,1269.9100341796875,1366.77001953125,7246140,2025-03-10
2025-03-17,1383.199951171875,1383.199951171875,1387.2900390625,1270.5699462890625,1284.2099609375,6120625,2025-03-17
2025-03-24,1436.280029296875,1436.280029296875,1485.97998046875,1386.0699462890625,1399.4000244140625,10420355,2025-03-24
2025-03-31,1279.3199462890625,1279.3199462890625,1436.280029296875,1265.02001953125,1436.280029296875,6847080,2025-03-31
2025-04-07,1309.06005859375,1309.06005859375,1342.0,1157.0,1157.0,8212595,2025-04-07
2025-04-14,1346.9000244140625,1346.9000244140625,1362.5,1309.06005859375,1309.06005859375,3401440,2025-04-14
2025-04-21,1407.699951171875,1407.699951171875,1450.0,1354.9000244140625,1358.0,6651340,2025-04-21
2025-04-28,1425.199951171875,1425.199951171875,1443.0,1382.800048828125,1401.0,3666780,2025-04-28
2025-05-05,1375.0,1375.0,1453.5999755859375,1319.0,1428.300048828125,2320710,2025-05-05
