Date,Adj Close_RAILTEL.NS,Close_RAILTEL.NS,High_RAILTEL.NS,Low_RAILTEL.NS,Open_RAILTEL.NS,Volume_RAILTEL.NS,Date
2023-02-20,106.27497100830078,108.44999694824219,115.9000015258789,107.69999694824219,115.75,3023253,2023-02-20
2023-02-27,110.68472290039062,112.94999694824219,113.80000305175781,106.0,107.0999984741211,6178599,2023-02-27
2023-03-06,106.47095489501953,108.6500015258789,114.5,108.0,113.05000305175781,2448442,2023-03-06
2023-03-13,100.78727722167969,102.8499984741211,110.05000305175781,101.5999984741211,108.0999984741211,6471289,2023-03-13
2023-03-20,97.35747528076172,99.3499984741211,105.4000015258789,99.0,105.4000015258789,3740203,2023-03-20
2023-03-27,99.07237243652344,101.0999984741211,102.80000305175781,96.25,99.80000305175781,4792921,2023-03-27
2023-04-03,102.64917755126953,104.75,108.4000015258789,101.69999694824219,102.0,3240709,2023-04-03
2023-04-10,102.45318603515625,104.55000305175781,105.5,102.6500015258789,104.9000015258789,1683294,2023-04-10
2023-04-17,102.7471694946289,104.8499984741211,108.44999694824219,102.94999694824219,104.0,4800390,2023-04-17
2023-04-24,112.44861602783203,114.75,119.30000305175781,104.25,104.9000015258789,23103750,2023-04-24
2023-05-01,120.92514038085938,123.4000015258789,125.80000305175781,114.69999694824219,114.75,28032644,2023-05-01
2023-05-08,119.4552230834961,121.9000015258789,124.19999694824219,116.55000305175781,124.05000305175781,12133501,2023-05-08
2023-05-15,115.92742156982422,118.30000305175781,123.5,115.80000305175781,122.5,8722044,2023-05-15
2023-05-22,117.10335540771484,119.5,127.0999984741211,114.75,118.0999984741211,11006933,2023-05-22
2023-05-29,115.5844497680664,117.94999694824219,120.55000305175781,116.0999984741211,120.25,5762457,2023-05-29
2023-06-05,127.2947769165039,129.89999389648438,136.64999389648438,117.30000305175781,117.80000305175781,34247500,2023-06-05
2023-06-12,125.04090881347656,127.5999984741211,134.60000610351562,125.80000305175781,130.35000610351562,13344362,2023-06-12
2023-06-19,124.89390563964844,127.44999694824219,132.39999389648438,123.0,128.25,12283751,2023-06-19
2023-06-26,128.12771606445312,130.75,137.4499969482422,126.5,128.10000610351562,18441623,2023-06-26
2023-07-03,130.23458862304688,132.89999389648438,134.0,127.19999694824219,131.14999389648438,12291690,2023-07-03
2023-07-10,135.9182891845703,138.6999969482422,143.64999389648438,130.39999389648438,133.60000610351562,28819969,2023-07-10
2023-07-17,152.0873565673828,155.1999969482422,156.5,137.60000610351562,139.1999969482422,36077170,2023-07-17
2023-07-24,154.8312225341797,158.0,171.6999969482422,156.60000610351562,157.0,53148156,2023-07-24
2023-07-31,165.36561584472656,168.75,180.8000030517578,158.35000610351562,158.4499969482422,43936651,2023-07-31
2023-08-07,167.61949157714844,171.0500030517578,182.89999389648438,169.3000030517578,169.6999969482422,23999833,2023-08-07
2023-08-14,165.463623046875,168.85000610351562,175.8000030517578,163.25,172.0,11633766,2023-08-14
2023-08-21,163.062744140625,166.39999389648438,176.89999389648438,165.5,169.1999969482422,20361585,2023-08-21
2023-08-28,238.43992614746094,241.8000030517578,246.6999969482422,167.85000610351562,167.89999389648438,167273665,2023-08-28
2023-09-04,230.9948272705078,234.25,251.3000030517578,220.1999969482422,240.75,64320168,2023-09-04
2023-09-11,219.65463256835938,222.75,255.39999389648438,205.5500030517578,237.14999389648438,59550442,2023-09-11
2023-09-18,218.1261749267578,221.1999969482422,224.25,209.3000030517578,223.0,11929328,2023-09-18
2023-09-25,220.78863525390625,223.89999389648438,233.5,217.5,221.1999969482422,12073899,2023-09-25
2023-10-02,215.9074249267578,218.9499969482422,225.3000030517578,213.1999969482422,223.89999389648438,6938623,2023-10-02
2023-10-09,223.94419860839844,227.10000610351562,243.5,207.0500030517578,213.75,27011290,2023-10-09
2023-10-16,231.7344207763672,235.0,244.5,222.60000610351562,229.25,34484796,2023-10-16
2023-10-23,220.9365692138672,224.0500030517578,236.25,202.5,236.0500030517578,17457427,2023-10-23
2023-10-30,228.62818908691406,231.85000610351562,237.0,220.0500030517578,224.60000610351562,18396012,2023-10-30
2023-11-06,248.77745056152344,251.1999969482422,258.29998779296875,230.75,232.9499969482422,45521606,2023-11-06
2023-11-13,268.5350646972656,271.1499938964844,274.0,246.10000610351562,254.25,36126449,2023-11-13
2023-11-20,284.2817077636719,287.04998779296875,296.3500061035156,260.54998779296875,271.8999938964844,55291351,2023-11-20
2023-11-27,279.2804260253906,282.0,298.5,273.75,287.04998779296875,27931885,2023-11-27
2023-12-04,284.3807678222656,287.1499938964844,299.6499938964844,280.45001220703125,287.29998779296875,24402419,2023-12-04
2023-12-11,294.1357727050781,297.0,306.79998779296875,286.54998779296875,288.3999938964844,36823367,2023-12-11
2023-12-18,293.4920349121094,296.3500061035156,320.8500061035156,279.04998779296875,297.3999938964844,40678448,2023-12-18
2023-12-25,334.7403564453125,338.0,348.0,292.54998779296875,296.3500061035156,53154523,2023-12-25
2024-01-01,352.418212890625,355.8500061035156,374.0,339.95001220703125,340.8999938964844,74102591,2024-01-01
2024-01-08,352.07159423828125,355.5,359.79998779296875,343.54998779296875,356.75,26258338,2024-01-08
2024-01-15,383.0697326660156,386.79998779296875,395.8999938964844,345.1000061035156,355.5,44590206,2024-01-15
2024-01-22,433.52838134765625,437.75,459.20001220703125,369.0,386.79998779296875,101045644,2024-01-22
2024-01-29,414.959228515625,419.0,450.95001220703125,411.54998779296875,440.79998779296875,41790496,2024-01-29
2024-02-05,393.0228271484375,396.8500061035156,446.5,393.1000061035156,422.0,35360096,2024-02-05
2024-02-12,375.0478820800781,378.70001220703125,398.6000061035156,354.75,396.8500061035156,36157764,2024-02-12
2024-02-19,403.81768798828125,407.75,413.29998779296875,369.0,380.0,31052417,2024-02-19
2024-02-26,442.2435302734375,446.54998779296875,491.45001220703125,404.20001220703125,409.8999938964844,100819847,2024-02-26
2024-03-04,417.28656005859375,421.3500061035156,469.3500061035156,414.6499938964844,459.79998779296875,21330116,2024-03-04
2024-03-11,347.367431640625,350.75,433.95001220703125,301.3999938964844,422.6499938964844,43389290,2024-03-11
2024-03-18,356.77581787109375,360.25,378.70001220703125,332.79998779296875,369.0,20241940,2024-03-18
2024-03-25,360.2420654296875,363.75,374.0,356.29998779296875,360.25,8010470,2024-03-25
2024-04-01,391.7353515625,395.54998779296875,401.79998779296875,366.3999938964844,368.0,16315352,2024-04-01
2024-04-08,374.9488220214844,378.6000061035156,406.6499938964844,376.1000061035156,397.45001220703125,7590128,2024-04-08
2024-04-15,360.9848327636719,364.5,374.29998779296875,350.0,374.0,8056607,2024-04-15
2024-04-22,399.7077331542969,403.6000061035156,413.3999938964844,368.0,368.04998779296875,19166885,2024-04-22
2024-04-29,390.64599609375,394.45001220703125,411.75,391.75,407.6000061035156,13515720,2024-04-29
2024-05-06,357.9642333984375,361.45001220703125,396.8500061035156,348.25,396.8500061035156,9950843,2024-05-06
2024-05-13,408.0267333984375,412.0,415.0,348.54998779296875,363.04998779296875,24117307,2024-05-13
2024-05-20,424.318115234375,428.45001220703125,449.29998779296875,408.95001220703125,408.95001220703125,31544152,2024-05-20
2024-05-27,409.95794677734375,413.95001220703125,443.6499938964844,394.6499938964844,430.45001220703125,15368591,2024-05-27
2024-06-03,374.99835205078125,378.6499938964844,442.0,335.0,440.0,27452499,2024-06-03
2024-06-10,416.5932922363281,420.6499938964844,428.70001220703125,382.5,390.0,34529255,2024-06-10
2024-06-17,471.40948486328125,476.0,490.0,414.54998779296875,420.6499938964844,75198221,2024-06-17
2024-06-24,461.01080322265625,465.5,513.0,453.1000061035156,475.0,50400231,2024-06-24
2024-07-01,514.737548828125,519.75,534.4000244140625,463.5,468.79998779296875,54517689,2024-07-01
2024-07-08,591.1436157226562,596.9000244140625,617.7999877929688,499.0,524.0,126507590,2024-07-08
2024-07-15,511.3703308105469,516.3499755859375,608.0,511.04998779296875,601.0,53185349,2024-07-15
2024-07-22,480.4217529296875,485.1000061035156,549.5,450.75,516.3499755859375,55820279,2024-07-22
2024-07-29,496.7626647949219,501.6000061035156,518.9000244140625,481.1000061035156,489.5,31121626,2024-07-29
2024-08-05,464.9226989746094,469.45001220703125,487.75,448.3500061035156,479.95001220703125,21128436,2024-08-05
2024-08-12,470.8152770996094,475.3999938964844,494.79998779296875,459.0,470.0,14189344,2024-08-12
2024-08-19,494.4377136230469,497.29998779296875,507.45001220703125,465.6499938964844,477.75,25661358,2024-08-19
2024-08-26,487.9751281738281,490.79998779296875,516.75,484.3500061035156,500.0,17286891,2024-08-26
2024-09-02,481.9102783203125,484.70001220703125,516.0,477.0,512.5999755859375,14756381,2024-09-02
2024-09-09,471.12274169921875,473.8500061035156,486.6000061035156,461.04998779296875,483.3500061035156,6930375,2024-09-09
2024-09-16,474.85113525390625,477.6000061035156,485.0,439.0,476.75,11993790,2024-09-16
2024-09-23,465.6046447753906,468.29998779296875,478.79998779296875,447.6000061035156,477.79998779296875,7011143,2024-09-23
2024-09-30,429.4141540527344,431.8999938964844,475.6499938964844,425.79998779296875,471.3500061035156,5870939,2024-09-30
2024-10-07,405.6020202636719,407.95001220703125,434.5,385.29998779296875,433.1499938964844,14709088,2024-10-07
2024-10-14,421.3110656738281,423.75,449.0,405.8500061035156,413.0,40866445,2024-10-14
2024-10-21,393.3230895996094,395.6000061035156,425.1000061035156,375.1000061035156,421.0,15301192,2024-10-21
2024-10-28,419.12371826171875,421.54998779296875,426.6499938964844,388.25,398.0,10066556,2024-10-28
2024-11-04,398.9902648925781,401.29998779296875,427.0,400.0,421.54998779296875,6132133,2024-11-04
2024-11-11,370.9651184082031,372.20001220703125,406.95001220703125,371.1000061035156,399.95001220703125,4536946,2024-11-11
2024-11-18,363.5896301269531,364.79998779296875,384.8999938964844,360.0,372.20001220703125,5413216,2024-11-18
2024-11-25,408.7393493652344,410.1000061035156,417.3500061035156,377.95001220703125,378.0,14885505,2024-11-25
2024-12-02,434.4039306640625,435.8500061035156,437.45001220703125,404.6000061035156,413.0,10492923,2024-12-02
2024-12-09,439.3873291015625,440.8500061035156,461.20001220703125,428.3500061035156,438.6499938964844,17468629,2024-12-09
2024-12-16,399.3207092285156,400.6499938964844,452.8500061035156,397.5,441.70001220703125,7588001,2024-12-16
2024-12-23,397.5267028808594,398.8500061035156,406.25,393.6000061035156,402.8999938964844,3746183,2024-12-23
2024-12-30,421.1480407714844,422.54998779296875,434.1499938964844,388.54998779296875,398.0,24742394,2024-12-30
2025-01-06,377.99169921875,379.25,424.70001220703125,377.3500061035156,424.6499938964844,9001327,2025-01-06
2025-01-13,412.9752502441406,414.3500061035156,421.6499938964844,353.20001220703125,374.8999938964844,18394501,2025-01-13
2025-01-20,382.7757873535156,384.04998779296875,424.0,380.8999938964844,414.3500061035156,8928508,2025-01-20
2025-01-27,377.3937072753906,378.6499938964844,426.3999938964844,336.0,376.70001220703125,24186889,2025-01-27
2025-02-03,351.5298156738281,352.70001220703125,374.1499938964844,349.1000061035156,370.70001220703125,8325168,2025-02-03
2025-02-10,305.0345764160156,306.04998779296875,353.1000061035156,302.25,350.0,8996220,2025-02-10
2025-02-17,304.48638916015625,305.5,322.45001220703125,285.0,302.1499938964844,13296246,2025-02-17
2025-02-24,280.2171936035156,281.1499938964844,315.5,275.20001220703125,308.0,11780333,2025-02-24
2025-03-03,297.708984375,298.70001220703125,306.0,265.5,285.0,11514525,2025-03-03
2025-03-10,282.3102111816406,283.25,309.0,279.25,304.8999938964844,8323433,2025-03-10
2025-03-17,308.7222900390625,309.75,321.6499938964844,273.8500061035156,283.95001220703125,14773636,2025-03-17
2025-03-24,301.5461730957031,302.54998779296875,339.3999938964844,301.5,318.0,32148689,2025-03-24
2025-03-31,296.5627746582031,297.54998779296875,314.79998779296875,294.25,302.54998779296875,8712821,2025-03-31
2025-04-07,292.29998779296875,292.29998779296875,295.1000061035156,266.0,266.0,5576119,2025-04-07
2025-04-14,309.75,309.75,313.79998779296875,292.29998779296875,292.29998779296875,4110389,2025-04-14
2025-04-21,302.0,302.0,324.8999938964844,299.1499938964844,311.5,8518078,2025-04-21
2025-04-28,315.8999938964844,315.8999938964844,336.3999938964844,292.5,304.79998779296875,44078730,2025-04-28
2025-05-05,308.3500061035156,308.3500061035156,328.0,290.79998779296875,326.6000061035156,16924331,2025-05-05
2025-05-12,383.54998779296875,383.54998779296875,392.79998779296875,316.20001220703125,320.0,37096713,2025-05-12
2025-05-19,376.20001220703125,376.20001220703125,402.3999938964844,371.6000061035156,384.79998779296875,19531352,2025-05-19
2025-05-26,398.54998779296875,398.54998779296875,411.5,372.1000061035156,377.04998779296875,21814742,2025-05-26
2025-06-02,444.1499938964844,444.1499938964844,464.95001220703125,392.79998779296875,396.0,59722601,2025-06-02
2025-06-09,425.3500061035156,425.3500061035156,478.95001220703125,422.79998779296875,450.0,41039143,2025-06-09
2025-06-16,421.5,421.5,443.1499938964844,404.04998779296875,425.0,26886846,2025-06-16
2025-06-23,428.29998779296875,428.29998779296875,436.5,414.6499938964844,418.0,17271018,2025-06-23
2025-06-30,418.75,418.75,433.95001220703125,416.04998779296875,430.45001220703125,9214500,2025-06-30
2025-07-07,411.1499938964844,411.1499938964844,421.20001220703125,405.54998779296875,418.75,8520390,2025-07-07
2025-07-14,417.1000061035156,417.1000061035156,426.0,408.5,413.1499938964844,6900157,2025-07-14
