Date,Adj Close_LORDSCHLO.NS,Close_LORDSCHLO.NS,High_LORDSCHLO.NS,Low_LORDSCHLO.NS,Open_LORDSCHLO.NS,Volume_LORDSCHLO.NS,Date
2024-03-04,136.60000610351562,136.60000610351562,136.60000610351562,105.3499984741211,130.10000610351562,711602,2024-03-04
2024-03-11,109.75,109.75,142.4499969482422,108.5,139.0,640076,2024-03-11
2024-03-18,124.30000305175781,124.30000305175781,139.0,91.0,110.30000305175781,4518316,2024-03-18
2024-03-25,112.30000305175781,112.30000305175781,124.30000305175781,110.0,124.30000305175781,95226,2024-03-25
2024-04-01,128.4499969482422,128.4499969482422,130.0,111.94999694824219,112.30000305175781,60390,2024-04-01
2024-04-08,127.94999694824219,127.94999694824219,131.85000610351562,122.3499984741211,129.0,44850,2024-04-08
2024-04-15,126.25,126.25,128.5,121.55000305175781,125.19999694824219,33238,2024-04-15
2024-04-22,132.5500030517578,132.5500030517578,134.39999389648438,123.0,128.0,75282,2024-04-22
2024-04-29,128.0500030517578,128.0500030517578,138.0,127.0,132.5500030517578,131991,2024-04-29
2024-05-06,123.30000305175781,123.30000305175781,129.8000030517578,120.0,129.0,39115,2024-05-06
2024-05-13,124.55000305175781,124.55000305175781,125.8499984741211,118.3499984741211,120.8499984741211,23604,2024-05-13
2024-05-20,118.0,118.0,127.0,117.0999984741211,122.05000305175781,44718,2024-05-20
2024-05-27,119.9000015258789,119.9000015258789,124.0,114.3499984741211,118.5,34462,2024-05-27
2024-06-03,117.30000305175781,117.30000305175781,124.0,112.0,120.0,39348,2024-06-03
2024-06-10,141.6999969482422,141.6999969482422,141.6999969482422,117.0999984741211,119.41000366210938,116540,2024-06-10
2024-06-17,134.10000610351562,134.10000610351562,144.52999877929688,133.35000610351562,144.52999877929688,47591,2024-06-17
2024-06-24,132.5,132.5,134.11000061035156,129.85000610351562,134.10000610351562,33826,2024-06-24
2024-07-01,129.35000610351562,129.35000610351562,132.3000030517578,127.25,129.85000610351562,43293,2024-07-01
2024-07-08,125.12000274658203,125.12000274658203,128.0,124.55000305175781,127.0,33180,2024-07-08
2024-07-15,123.0,123.0,126.19999694824219,121.55000305175781,126.19999694824219,25012,2024-07-15
2024-07-22,133.08999633789062,133.08999633789062,139.0,116.69999694824219,123.0,130933,2024-07-22
2024-07-29,132.99000549316406,132.99000549316406,139.5500030517578,130.0,133.08999633789062,89184,2024-07-29
2024-08-05,140.1699981689453,140.1699981689453,150.0,129.05999755859375,142.99000549316406,345471,2024-08-05
2024-08-12,139.74000549316406,139.74000549316406,147.0,130.0,133.64999389648438,108563,2024-08-12
2024-08-19,137.74000549316406,137.74000549316406,144.42999267578125,136.6999969482422,141.85000610351562,141198,2024-08-19
2024-08-26,149.6199951171875,149.6199951171875,157.0,136.6999969482422,138.10000610351562,174958,2024-08-26
2024-09-02,147.5800018310547,147.5800018310547,154.89999389648438,144.10000610351562,149.0,181890,2024-09-02
2024-09-09,143.11000061035156,143.11000061035156,151.4499969482422,142.14999389648438,147.5800018310547,88964,2024-09-09
2024-09-16,140.4600067138672,140.4600067138672,149.89999389648438,139.16000366210938,145.6999969482422,115203,2024-09-16
2024-09-23,135.42999267578125,135.42999267578125,145.0,133.32000732421875,139.85000610351562,95012,2024-09-23
2024-09-30,131.17999267578125,131.17999267578125,140.8300018310547,129.0500030517578,140.8300018310547,70993,2024-09-30
2024-10-07,137.1199951171875,137.1199951171875,141.89999389648438,121.69999694824219,130.0,155903,2024-10-07
2024-10-14,136.5500030517578,136.5500030517578,141.1999969482422,133.1999969482422,135.0399932861328,98400,2024-10-14
2024-10-21,126.4800033569336,126.4800033569336,140.97999572753906,123.61000061035156,135.3000030517578,51551,2024-10-21
2024-10-28,144.41000366210938,144.41000366210938,150.0,121.0999984741211,121.0999984741211,57886,2024-10-28
2024-11-04,138.4199981689453,138.4199981689453,144.6999969482422,137.10000610351562,142.41000366210938,58688,2024-11-04
2024-11-11,127.30000305175781,127.30000305175781,143.69000244140625,124.19000244140625,140.0,62328,2024-11-11
2024-11-18,139.0,139.0,146.60000610351562,134.0,135.8000030517578,401381,2024-11-18
2024-11-25,141.5500030517578,141.5500030517578,144.99000549316406,135.60000610351562,142.0,91031,2024-11-25
2024-12-02,152.5,152.5,154.8000030517578,140.0500030517578,143.0,234543,2024-12-02
2024-12-09,183.57000732421875,183.57000732421875,184.8000030517578,152.5,152.5,649398,2024-12-09
2024-12-16,167.0800018310547,167.0800018310547,184.97000122070312,165.0,184.97000122070312,178757,2024-12-16
2024-12-23,169.9499969482422,169.9499969482422,185.0,156.32000732421875,166.0,242712,2024-12-23
2024-12-30,210.91000366210938,210.91000366210938,214.0,166.0,173.8000030517578,1152848,2024-12-30
2025-01-06,192.67999267578125,192.67999267578125,214.39999389648438,192.66000366210938,206.0,316648,2025-01-06
2025-01-13,188.83999633789062,188.83999633789062,201.0,168.0,201.0,82475,2025-01-13
2025-01-20,167.3000030517578,167.3000030517578,197.9499969482422,165.14999389648438,192.0,48455,2025-01-20
2025-01-27,174.6300048828125,174.6300048828125,186.0,158.9499969482422,160.0500030517578,53638,2025-01-27
2025-02-03,177.1699981689453,177.1699981689453,189.6999969482422,167.0,174.0,29709,2025-02-03
2025-02-10,154.9199981689453,154.9199981689453,182.4499969482422,153.89999389648438,175.0,71868,2025-02-10
2025-02-17,131.3800048828125,131.3800048828125,154.9199981689453,127.5999984741211,154.9199981689453,60665,2025-02-17
2025-02-24,134.9199981689453,134.9199981689453,142.0,130.1999969482422,131.3800048828125,36773,2025-02-24
2025-03-03,141.85000610351562,141.85000610351562,144.0,123.5999984741211,135.0,45377,2025-03-03
2025-03-10,127.77999877929688,127.77999877929688,145.97999572753906,127.0,145.97999572753906,27593,2025-03-10
2025-03-17,142.5,142.5,143.0,122.5999984741211,122.5999984741211,26054,2025-03-17
2025-03-24,129.9199981689453,129.9199981689453,145.89999389648438,123.4000015258789,145.89999389648438,77319,2025-03-24
2025-03-31,151.02000427246094,151.02000427246094,153.55999755859375,126.05000305175781,131.0,43166,2025-03-31
2025-04-07,141.14999389648438,141.14999389648438,145.0,140.4499969482422,143.4600067138672,16402,2025-04-07
2025-04-14,149.3000030517578,149.3000030517578,149.3000030517578,143.97000122070312,143.97000122070312,3959,2025-04-14
2025-04-21,153.07000732421875,153.07000732421875,156.5,149.3000030517578,149.3000030517578,19647,2025-04-21
2025-04-28,142.86000061035156,142.86000061035156,152.0,142.86000061035156,152.0,2763,2025-04-28
2025-05-05,138.0,138.0,143.99000549316406,135.2899932861328,143.99000549316406,12796,2025-05-05
2025-05-12,152.22000122070312,152.22000122070312,158.5,137.30999755859375,137.30999755859375,24282,2025-05-12
2025-05-19,152.9499969482422,152.9499969482422,156.89999389648438,141.1999969482422,156.89999389648438,29102,2025-05-19
2025-05-26,168.66000366210938,168.66000366210938,168.99000549316406,138.00999450683594,168.99000549316406,132316,2025-05-26
2025-06-02,158.4600067138672,158.4600067138672,189.89999389648438,157.1999969482422,180.0,776229,2025-06-02
2025-06-09,152.50999450683594,152.50999450683594,160.47000122070312,144.77000427246094,159.00999450683594,149946,2025-06-09
2025-06-16,156.19000244140625,156.19000244140625,165.89999389648438,147.9199981689453,151.74000549316406,211946,2025-06-16
2025-06-23,155.10000610351562,155.10000610351562,162.4499969482422,150.25,154.0,115351,2025-06-23
2025-06-30,164.08999633789062,164.08999633789062,178.89999389648438,154.08999633789062,155.14999389648438,436766,2025-06-30
2025-07-07,166.4499969482422,166.4499969482422,172.6999969482422,159.97999572753906,166.0,264923,2025-07-07
2025-07-14,172.16000366210938,172.16000366210938,174.8000030517578,163.0,167.4600067138672,85710,2025-07-14
