Date,Adj Close_CHEVIOT.NS,Close_CHEVIOT.NS,High_CHEVIOT.NS,Low_CHEVIOT.NS,Open_CHEVIOT.NS,Volume_CHEVIOT.NS,Date
2023-02-27,1058.758544921875,1085.5999755859375,1125.6500244140625,1068.050048828125,1120.0,5419,2023-02-27
2023-03-06,1055.5888671875,1082.3499755859375,1105.699951171875,1074.0999755859375,1098.0,3406,2023-03-06
2023-03-13,1017.6019897460938,1043.4000244140625,1097.0,1030.0,1097.0,8057,2023-03-13
2023-03-20,988.880126953125,1013.9500122070312,1055.5,1002.6500244140625,1043.4000244140625,10307,2023-03-20
2023-03-27,962.4014282226562,986.7999877929688,1061.949951171875,960.2999877929688,1033.0,21539,2023-03-27
2023-04-03,989.0751953125,1014.1500244140625,1024.9000244140625,979.0,999.9000244140625,5095,2023-04-03
2023-04-10,1046.6651611328125,1073.199951171875,1080.050048828125,994.7000122070312,1020.3499755859375,8139,2023-04-10
2023-04-17,1059.7825927734375,1086.6500244140625,1097.0,1001.2999877929688,1072.949951171875,10452,2023-04-17
2023-04-24,1108.9852294921875,1137.0999755859375,1163.9000244140625,1065.699951171875,1086.6500244140625,10358,2023-04-24
2023-05-01,1102.59716796875,1130.550048828125,1165.0,1121.300048828125,1137.0999755859375,7343,2023-05-01
2023-05-08,1090.1624755859375,1117.800048828125,1143.25,1110.050048828125,1140.300048828125,5896,2023-05-08
2023-05-15,1132.92822265625,1161.6500244140625,1185.550048828125,1095.199951171875,1095.199951171875,10591,2023-05-15
2023-05-22,1096.5504150390625,1124.3499755859375,1189.0,1106.5999755859375,1141.050048828125,14269,2023-05-22
2023-05-29,1092.6007080078125,1120.300048828125,1143.0,1101.1500244140625,1112.0,7627,2023-05-29
2023-06-05,1121.76123046875,1150.199951171875,1166.699951171875,1117.6500244140625,1121.6500244140625,8792,2023-06-05
2023-06-12,1123.32177734375,1151.800048828125,1155.5999755859375,1135.050048828125,1151.0,5522,2023-06-12
2023-06-19,1180.5216064453125,1210.449951171875,1321.949951171875,1129.0,1160.0,100334,2023-06-19
2023-06-26,1154.0916748046875,1183.3499755859375,1211.949951171875,1171.050048828125,1210.949951171875,10802,2023-06-26
2023-07-03,1198.661865234375,1229.050048828125,1258.949951171875,1179.0,1199.9000244140625,21351,2023-07-03
2023-07-10,1187.68994140625,1217.800048828125,1257.25,1205.0,1257.25,10393,2023-07-10
2023-07-17,1196.51611328125,1226.8499755859375,1240.050048828125,1212.449951171875,1217.800048828125,9664,2023-07-17
2023-07-24,1211.38916015625,1242.0999755859375,1264.449951171875,1220.0,1220.0,10316,2023-07-24
2023-07-31,1193.63916015625,1223.9000244140625,1270.050048828125,1204.550048828125,1255.5,15890,2023-07-31
2023-08-07,1242.428955078125,1246.4000244140625,1351.5,1200.0,1230.0,42640,2023-08-07
2023-08-14,1203.8023681640625,1207.6500244140625,1250.9000244140625,1196.949951171875,1243.0,9532,2023-08-14
2023-08-21,1204.649658203125,1208.5,1249.9000244140625,1190.0999755859375,1196.550048828125,7522,2023-08-21
2023-08-28,1186.3082275390625,1190.0999755859375,1224.0999755859375,1186.5,1224.0999755859375,12046,2023-08-28
2023-09-04,1207.341064453125,1211.199951171875,1238.949951171875,1184.0,1190.0999755859375,17843,2023-09-04
2023-09-11,1184.61376953125,1188.4000244140625,1224.0,1180.0,1216.0,11003,2023-09-11
2023-09-18,1159.9923095703125,1163.699951171875,1204.449951171875,1153.0999755859375,1192.050048828125,8767,2023-09-18
2023-09-25,1153.76220703125,1157.449951171875,1195.0,1139.550048828125,1171.1500244140625,10002,2023-09-25
2023-10-02,1153.66259765625,1157.3499755859375,1166.75,1140.0,1157.449951171875,4049,2023-10-02
2023-10-09,1167.21923828125,1170.949951171875,1195.0,1130.0,1132.0,8973,2023-10-09
2023-10-16,1247.961181640625,1251.949951171875,1279.9000244140625,1152.050048828125,1172.0,28842,2023-10-16
2023-10-23,1241.53173828125,1245.5,1350.5,1172.0,1328.949951171875,79651,2023-10-23
2023-10-30,1233.2581787109375,1237.199951171875,1275.800048828125,1206.75,1271.0999755859375,21551,2023-10-30
2023-11-06,1236.0992431640625,1240.050048828125,1281.0,1210.0,1263.0,30238,2023-11-06
2023-11-13,1228.7724609375,1232.699951171875,1258.0,1225.0,1246.300048828125,18451,2023-11-13
2023-11-20,1226.3802490234375,1230.300048828125,1265.0,1224.699951171875,1250.0,18076,2023-11-20
2023-11-27,1225.5328369140625,1229.449951171875,1242.0,1217.199951171875,1230.300048828125,13571,2023-11-27
2023-12-04,1264.4085693359375,1268.449951171875,1324.800048828125,1206.25,1247.75,65728,2023-12-04
2023-12-11,1472.7926025390625,1477.5,1626.699951171875,1309.949951171875,1309.949951171875,595682,2023-12-11
2023-12-18,1391.3529052734375,1395.800048828125,1495.0,1341.25,1495.0,44017,2023-12-18
2023-12-25,1436.8076171875,1441.4000244140625,1490.949951171875,1395.800048828125,1395.800048828125,56973,2023-12-25
2024-01-01,1424.5966796875,1429.1500244140625,1475.0,1413.1500244140625,1432.0999755859375,55691,2024-01-01
2024-01-08,1470.4998779296875,1475.199951171875,1550.0,1420.0,1420.0,78209,2024-01-08
2024-01-15,1501.650390625,1506.449951171875,1552.75,1402.3499755859375,1475.199951171875,44474,2024-01-15
2024-01-22,1475.9326171875,1480.6500244140625,1518.0,1419.0999755859375,1506.449951171875,13725,2024-01-22
2024-01-29,1435.162841796875,1439.75,1550.0,1416.1500244140625,1483.449951171875,81006,2024-01-29
2024-02-05,1390.8546142578125,1395.300048828125,1496.949951171875,1383.699951171875,1440.0,29196,2024-02-05
2024-02-12,1384.1260986328125,1388.550048828125,1414.4000244140625,1327.550048828125,1395.25,15887,2024-02-12
2024-02-19,1408.7972412109375,1413.300048828125,1449.9000244140625,1372.300048828125,1388.0,16234,2024-02-19
2024-02-26,1359.3551025390625,1363.699951171875,1413.0,1330.0,1411.0,16780,2024-02-26
2024-03-04,1403.6136474609375,1408.0999755859375,1431.949951171875,1331.0,1363.0,31174,2024-03-04
2024-03-11,1269.193359375,1273.25,1430.0,1243.6500244140625,1430.0,23141,2024-03-11
2024-03-18,1294.861328125,1299.0,1320.550048828125,1250.0,1280.3499755859375,16950,2024-03-18
2024-03-25,1251.1510009765625,1255.1500244140625,1299.0,1240.0,1299.0,17547,2024-03-25
2024-04-01,1320.180419921875,1324.4000244140625,1340.75,1250.550048828125,1266.300048828125,18622,2024-04-01
2024-04-08,1294.861328125,1299.0,1333.5999755859375,1295.0,1333.5999755859375,12488,2024-04-08
2024-04-15,1286.6875,1290.800048828125,1325.0,1261.0,1280.050048828125,13622,2024-04-15
2024-04-22,1319.7816162109375,1324.0,1343.0,1291.0,1304.0,13935,2024-04-22
2024-04-29,1324.6661376953125,1328.9000244140625,1362.0,1297.300048828125,1325.1500244140625,17380,2024-04-29
2024-05-06,1269.641845703125,1273.699951171875,1342.199951171875,1259.4000244140625,1328.0999755859375,17959,2024-05-06
2024-05-13,1318.087158203125,1322.300048828125,1330.0,1249.050048828125,1283.0,21598,2024-05-13
2024-05-20,1456.743896484375,1461.4000244140625,1619.0,1303.300048828125,1318.300048828125,246905,2024-05-20
2024-05-27,1494.8221435546875,1499.5999755859375,1517.0,1474.3499755859375,1499.75,81621,2024-05-27
2024-06-03,1509.2760009765625,1514.0999755859375,1524.0,1338.050048828125,1516.0,72676,2024-06-03
2024-06-10,1511.1201171875,1515.949951171875,1574.0,1505.6500244140625,1529.9000244140625,88043,2024-06-10
2024-06-17,1569.800048828125,1569.800048828125,1580.0,1491.0,1515.949951171875,37692,2024-06-17
2024-06-24,1446.6500244140625,1446.6500244140625,1600.0,1420.25,1569.0,43293,2024-06-24
2024-07-01,1398.699951171875,1398.699951171875,1480.9000244140625,1385.0,1469.949951171875,43287,2024-07-01
2024-07-08,1393.050048828125,1393.050048828125,1428.25,1379.6500244140625,1398.699951171875,35281,2024-07-08
2024-07-15,1384.300048828125,1384.300048828125,1415.0,1375.0,1395.0,17973,2024-07-15
2024-07-22,1386.550048828125,1386.550048828125,1394.949951171875,1369.949951171875,1376.0999755859375,14919,2024-07-22
2024-07-29,1389.949951171875,1389.949951171875,1450.0,1378.0999755859375,1396.0,40355,2024-07-29
2024-08-05,1444.1500244140625,1444.1500244140625,1570.25,1342.050048828125,1360.050048828125,213027,2024-08-05
2024-08-12,1437.449951171875,1437.449951171875,1447.0,1385.0,1436.0,29225,2024-08-12
2024-08-19,1483.050048828125,1483.050048828125,1526.0,1466.8499755859375,1480.0,76036,2024-08-19
2024-08-26,1558.949951171875,1558.949951171875,1653.4000244140625,1450.050048828125,1497.9000244140625,215766,2024-08-26
2024-09-02,1468.699951171875,1468.699951171875,1551.050048828125,1451.0,1536.0,50493,2024-09-02
2024-09-09,1458.9000244140625,1458.9000244140625,1499.949951171875,1441.449951171875,1468.699951171875,21790,2024-09-09
2024-09-16,1412.199951171875,1412.199951171875,1479.0999755859375,1400.0,1463.0,21351,2024-09-16
2024-09-23,1399.050048828125,1399.050048828125,1466.9000244140625,1391.050048828125,1420.0,13931,2024-09-23
2024-09-30,1360.0,1360.0,1434.75,1350.550048828125,1419.0,14372,2024-09-30
2024-10-07,1311.949951171875,1311.949951171875,1376.949951171875,1281.0999755859375,1355.0,17383,2024-10-07
2024-10-14,1288.9000244140625,1288.9000244140625,1327.1500244140625,1271.9000244140625,1325.0,16961,2024-10-14
2024-10-21,1220.0,1220.0,1296.25,1205.25,1286.0,15954,2024-10-21
2024-10-28,1289.6500244140625,1289.6500244140625,1418.699951171875,1201.0,1226.0,29067,2024-10-28
2024-11-04,1285.0999755859375,1285.0999755859375,1328.0,1260.0,1289.6500244140625,17071,2024-11-04
2024-11-11,1231.1500244140625,1231.1500244140625,1285.050048828125,1212.0,1265.800048828125,12901,2024-11-11
2024-11-18,1236.449951171875,1236.449951171875,1270.0,1225.0,1231.1500244140625,14198,2024-11-18
2024-11-25,1268.9000244140625,1268.9000244140625,1281.0,1228.0,1251.0,10166,2024-11-25
2024-12-02,1301.0999755859375,1301.0999755859375,1319.800048828125,1260.0,1266.0,13638,2024-12-02
2024-12-09,1404.0,1404.0,1443.0,1319.050048828125,1325.0,70920,2024-12-09
2024-12-16,1317.0,1317.0,1443.5,1310.0,1415.0,28352,2024-12-16
2024-12-23,1322.0,1322.0,1333.949951171875,1305.199951171875,1316.3499755859375,9974,2024-12-23
2024-12-30,1310.1500244140625,1310.1500244140625,1339.0,1270.0,1301.1500244140625,12681,2024-12-30
2025-01-06,1254.050048828125,1254.050048828125,1315.0,1247.0,1315.0,9940,2025-01-06
2025-01-13,1220.5,1220.5,1260.0,1200.0,1254.0999755859375,16064,2025-01-13
2025-01-20,1238.949951171875,1238.949951171875,1307.9000244140625,1216.550048828125,1221.949951171875,26779,2025-01-20
2025-01-27,1188.9000244140625,1188.9000244140625,1244.949951171875,1180.0,1244.949951171875,16187,2025-01-27
2025-02-03,1197.449951171875,1197.449951171875,1224.0,1184.0,1187.0,7460,2025-02-03
2025-02-10,1070.8499755859375,1070.8499755859375,1212.699951171875,1049.5999755859375,1208.0,17425,2025-02-10
2025-02-17,1097.5999755859375,1097.5999755859375,1111.0,1025.4000244140625,1050.0,15688,2025-02-17
2025-02-24,1039.300048828125,1039.300048828125,1103.949951171875,1021.0,1081.550048828125,15334,2025-02-24
2025-03-03,1062.9000244140625,1062.9000244140625,1074.199951171875,996.0999755859375,1054.8499755859375,27307,2025-03-03
2025-03-10,1040.0999755859375,1040.0999755859375,1074.949951171875,1014.5,1062.9000244140625,17606,2025-03-10
2025-03-17,1040.0999755859375,1040.0999755859375,1058.0,1027.0,1030.0,25673,2025-03-17
2025-03-24,1013.4500122070312,1013.4500122070312,1071.949951171875,1003.0,1043.949951171875,37372,2025-03-24
2025-03-31,1028.0999755859375,1028.0999755859375,1050.050048828125,1013.4500122070312,1013.4500122070312,4767,2025-03-31
2025-04-07,1015.3499755859375,1015.3499755859375,1048.699951171875,974.75,1017.5,7124,2025-04-07
2025-04-14,1067.9000244140625,1067.9000244140625,1078.0,1028.199951171875,1029.0999755859375,3957,2025-04-14
2025-04-21,1059.300048828125,1059.300048828125,1092.0,1050.0,1073.0,9241,2025-04-21
2025-04-28,1042.9000244140625,1042.9000244140625,1067.800048828125,1032.0999755859375,1046.0,3275,2025-04-28
2025-05-05,1033.0999755859375,1033.0999755859375,1068.0,1019.2999877929688,1051.0,6041,2025-05-05
2025-05-12,1084.5,1084.5,1091.9000244140625,1044.199951171875,1048.9000244140625,10935,2025-05-12
2025-05-19,1084.699951171875,1084.699951171875,1090.0,1064.9000244140625,1090.0,14855,2025-05-19
2025-05-26,1087.300048828125,1087.300048828125,1115.0999755859375,1058.800048828125,1084.699951171875,36227,2025-05-26
2025-06-02,1098.5999755859375,1098.5999755859375,1117.9000244140625,1073.0999755859375,1091.0,18850,2025-06-02
2025-06-09,1085.699951171875,1085.699951171875,1143.9000244140625,1078.0999755859375,1109.4000244140625,18346,2025-06-09
2025-06-16,1089.5999755859375,1089.5999755859375,1107.0,1076.199951171875,1080.699951171875,9210,2025-06-16
2025-06-23,1148.0,1148.0,1165.0,1071.9000244140625,1089.4000244140625,16338,2025-06-23
2025-06-30,1176.5999755859375,1176.5999755859375,1265.0,1160.0,1167.300048828125,42802,2025-06-30
2025-07-07,1185.800048828125,1185.800048828125,1201.9000244140625,1165.4000244140625,1180.0,10172,2025-07-07
2025-07-14,1173.800048828125,1173.800048828125,1200.0,1171.9000244140625,1185.800048828125,4810,2025-07-14
