Date,Adj Close_SHREERAMA.NS,Close_SHREERAMA.NS,High_SHREERAMA.NS,Low_SHREERAMA.NS,Open_SHREERAMA.NS,Volume_SHREERAMA.NS,Date
2025-04-21,35.619998931884766,35.619998931884766,40.18000030517578,34.61000061035156,35.900001525878906,378801,2025-04-21
2025-04-28,32.7599983215332,32.7599983215332,37.25,32.290000915527344,35.099998474121094,227592,2025-04-28
2025-05-05,32.47999954223633,32.47999954223633,34.869998931884766,31.399999618530273,32.380001068115234,309020,2025-05-05
2025-05-12,38.869998931884766,38.869998931884766,38.869998931884766,31.049999237060547,32.47999954223633,474521,2025-05-12
2025-05-19,39.25,39.25,42.849998474121094,37.099998474121094,40.810001373291016,2813718,2025-05-19
2025-05-26,42.34000015258789,42.34000015258789,43.15999984741211,38.209999084472656,39.70000076293945,1272518,2025-05-26
2025-06-02,44.959999084472656,44.959999084472656,46.66999816894531,41.81999969482422,42.34000015258789,1103855,2025-06-02
2025-06-09,46.939998626708984,46.939998626708984,48.70000076293945,44.0,45.5,1565395,2025-06-09
2025-06-16,42.779998779296875,42.779998779296875,47.880001068115234,42.34000015258789,46.5099983215332,744716,2025-06-16
2025-06-23,41.4900016784668,41.4900016784668,43.70000076293945,40.7599983215332,42.779998779296875,691597,2025-06-23
2025-06-30,41.060001373291016,41.060001373291016,42.220001220703125,39.31999969482422,41.4900016784668,572511,2025-06-30
2025-07-07,43.06999969482422,43.06999969482422,43.06999969482422,39.720001220703125,40.54999923706055,518141,2025-07-07
2025-07-14,42.779998779296875,42.779998779296875,44.0,42.04999923706055,44.0,184993,2025-07-14
