Date,Adj Close_ACE.NS,Close_ACE.NS,High_ACE.NS,Low_ACE.NS,Open_ACE.NS,Volume_ACE.NS,Date
2025-03-17,1250.8499755859375,1250.8499755859375,1262.699951171875,1146.6500244140625,1155.050048828125,763504,2025-03-17
2025-03-24,1257.0999755859375,1257.0999755859375,1294.3499755859375,1186.300048828125,1242.050048828125,1467985,2025-03-24
2025-03-31,1263.4000244140625,1263.4000244140625,1302.0,1233.0999755859375,1257.0999755859375,796233,2025-03-31
2025-04-07,1230.75,1230.75,1250.0,1060.050048828125,1065.0,793270,2025-04-07
2025-04-14,1231.199951171875,1231.199951171875,1267.9000244140625,1221.0,1230.75,339348,2025-04-14
2025-04-21,1203.300048828125,1203.300048828125,1277.800048828125,1183.0999755859375,1248.0,818183,2025-04-21
2025-04-28,1167.5999755859375,1167.5999755859375,1243.699951171875,1156.0,1203.0,506835,2025-04-28
2025-05-05,1150.699951171875,1150.699951171875,1242.0999755859375,1140.0,1172.4000244140625,931527,2025-05-05
2025-05-12,1259.0,1259.0,1289.0,1190.0999755859375,1198.0,1508058,2025-05-12
2025-05-19,1291.800048828125,1291.800048828125,1323.0,1236.5999755859375,1273.0,1804331,2025-05-19
2025-05-26,1248.699951171875,1248.699951171875,1389.0,1240.0999755859375,1299.800048828125,3917799,2025-05-26
2025-06-02,1242.4000244140625,1242.4000244140625,1277.0,1240.199951171875,1253.5999755859375,767935,2025-06-02
2025-06-09,1199.5999755859375,1199.5999755859375,1271.5,1193.0999755859375,1253.0,1014632,2025-06-09
2025-06-16,1177.800048828125,1177.800048828125,1212.800048828125,1165.0999755859375,1199.5999755859375,808124,2025-06-16
2025-06-23,1211.699951171875,1211.699951171875,1233.9000244140625,1156.9000244140625,1174.9000244140625,936109,2025-06-23
2025-06-30,1188.0,1188.0,1236.0,1177.0,1190.0,732523,2025-06-30
2025-07-07,1196.199951171875,1196.199951171875,1219.0,1174.5,1188.0,608429,2025-07-07
2025-07-14,1169.0,1169.0,1199.0,1167.699951171875,1197.9000244140625,301406,2025-07-14
