Date,Adj Close_GTECJAINX.NS,Close_GTECJAINX.NS,High_GTECJAINX.NS,Low_GTECJAINX.NS,Open_GTECJAINX.NS,Volume_GTECJAINX.NS,Date
2024-09-09,59.5,59.5,64.26000213623047,57.060001373291016,61.20000076293945,17188,2024-09-09
2024-09-16,59.20000076293945,59.20000076293945,64.5,56.52000045776367,60.5,30685,2024-09-16
2024-09-23,58.79999923706055,58.79999923706055,63.20000076293945,56.099998474121094,62.0,70440,2024-09-23
2024-09-30,58.0,58.0,62.0,54.619998931884766,61.70000076293945,3235,2024-09-30
2024-10-07,56.43000030517578,56.43000030517578,60.0,53.20000076293945,58.0,14794,2024-10-07
2024-10-14,46.54999923706055,46.54999923706055,59.0,45.5,59.0,58921,2024-10-14
2024-10-21,44.470001220703125,44.470001220703125,48.25,41.5099983215332,47.95000076293945,13862,2024-10-21
2024-10-28,43.88999938964844,43.88999938964844,46.95000076293945,41.79999923706055,44.5,4003,2024-10-28
2024-11-04,43.040000915527344,43.040000915527344,46.45000076293945,40.369998931884766,45.869998931884766,51589,2024-11-04
2024-11-11,36.150001525878906,36.150001525878906,44.9900016784668,36.09000015258789,44.0,18960,2024-11-11
2024-11-18,36.84000015258789,36.84000015258789,38.0,34.36000061035156,37.529998779296875,15034,2024-11-18
2024-11-25,35.040000915527344,35.040000915527344,38.68000030517578,31.8700008392334,38.5,58685,2024-11-25
2024-12-02,35.9900016784668,35.9900016784668,36.599998474121094,33.59000015258789,36.599998474121094,14593,2024-12-02
2024-12-09,38.470001220703125,38.470001220703125,39.619998931884766,36.0,37.779998779296875,13338,2024-12-09
2024-12-16,38.75,38.75,40.0,35.79999923706055,39.0,9288,2024-12-16
2024-12-23,37.41999816894531,37.41999816894531,40.0,35.54999923706055,40.0,2046,2024-12-23
2024-12-30,35.75,35.75,39.290000915527344,32.79999923706055,37.41999816894531,14002,2024-12-30
2025-01-06,32.40999984741211,32.40999984741211,37.0,32.38999938964844,35.040000915527344,11143,2025-01-06
2025-01-13,34.5,34.5,34.900001525878906,29.5,30.780000686645508,6902,2025-01-13
2025-01-20,35.5,35.5,37.79999923706055,32.77000045776367,35.20000076293945,12089,2025-01-20
2025-01-27,36.209999084472656,36.209999084472656,36.209999084472656,34.79999923706055,35.5,451,2025-01-27
2025-02-03,34.5,34.5,36.209999084472656,34.45000076293945,36.209999084472656,730,2025-02-03
2025-02-10,33.290000915527344,33.290000915527344,34.5,33.130001068115234,34.5,1254,2025-02-10
2025-02-17,31.530000686645508,31.530000686645508,33.20000076293945,31.530000686645508,33.20000076293945,490,2025-02-17
2025-02-24,30.270000457763672,30.270000457763672,31.530000686645508,30.270000457763672,31.530000686645508,12777,2025-02-24
2025-03-03,30.399999618530273,30.399999618530273,32.0,27.770000457763672,30.25,163519,2025-03-03
2025-03-10,32.2599983215332,32.2599983215332,34.5,30.25,31.899999618530273,140372,2025-03-10
2025-03-17,35.20000076293945,35.20000076293945,37.0,32.119998931884766,33.79999923706055,9631,2025-03-17
2025-03-24,32.25,32.25,35.20000076293945,30.829999923706055,35.20000076293945,2167,2025-03-24
2025-03-31,30.799999237060547,30.799999237060547,34.04999923706055,30.6299991607666,32.34000015258789,5535,2025-03-31
2025-04-07,28.81999969482422,28.81999969482422,33.93000030517578,26.31999969482422,28.399999618530273,37413,2025-04-07
2025-04-14,29.040000915527344,29.040000915527344,31.93000030517578,26.139999389648438,28.799999237060547,12921,2025-04-14
2025-04-21,28.719999313354492,28.719999313354492,31.0,27.06999969482422,29.34000015258789,138432,2025-04-21
2025-04-28,23.040000915527344,23.040000915527344,29.15999984741211,23.040000915527344,29.15999984741211,63782,2025-04-28
2025-05-05,22.100000381469727,22.100000381469727,24.31999969482422,19.709999084472656,24.31999969482422,155735,2025-05-05
2025-05-12,26.139999389648438,26.139999389648438,26.139999389648438,21.600000381469727,22.100000381469727,33272,2025-05-12
2025-05-19,26.399999618530273,26.399999618530273,28.610000610351562,25.0,26.799999237060547,21193,2025-05-19
2025-05-26,26.190000534057617,26.190000534057617,27.600000381469727,25.299999237060547,27.600000381469727,16440,2025-05-26
2025-06-02,23.850000381469727,23.850000381469727,27.09000015258789,22.8700008392334,25.489999771118164,32294,2025-06-02
2025-06-09,22.81999969482422,22.81999969482422,25.030000686645508,22.399999618530273,24.0,16781,2025-06-09
2025-06-16,24.700000762939453,24.700000762939453,25.200000762939453,21.670000076293945,21.670000076293945,15445,2025-06-16
2025-06-23,23.25,23.25,24.700000762939453,21.709999084472656,24.700000762939453,8172,2025-06-23
2025-06-30,24.0,24.0,24.520000457763672,22.200000762939453,23.729999542236328,6559,2025-06-30
2025-07-07,24.479999542236328,24.479999542236328,25.0,22.799999237060547,24.0,14701,2025-07-07
2025-07-14,24.010000228881836,24.010000228881836,25.559999465942383,23.350000381469727,24.459999084472656,4636,2025-07-14
