Date,Adj Close_SAMBHAAV.NS,Close_SAMBHAAV.NS,High_SAMBHAAV.NS,Low_SAMBHAAV.NS,Open_SAMBHAAV.NS,Volume_SAMBHAAV.NS,Date
2022-08-15,3.549999952316284,3.549999952316284,3.799999952316284,3.450000047683716,3.6500000953674316,306942,2022-08-15
2022-08-22,3.549999952316284,3.549999952316284,3.6500000953674316,3.3499999046325684,3.5,164285,2022-08-22
2022-08-29,3.700000047683716,3.700000047683716,3.75,3.4000000953674316,3.5999999046325684,217841,2022-08-29
2022-09-05,5.550000190734863,5.550000190734863,5.900000095367432,3.5999999046325684,3.9000000953674316,7508939,2022-09-05
2022-09-12,4.900000095367432,4.900000095367432,5.699999809265137,4.849999904632568,5.550000190734863,1175692,2022-09-12
2022-09-19,4.900000095367432,4.900000095367432,5.550000190734863,4.449999809265137,5.0,1239318,2022-09-19
2022-09-26,4.550000190734863,4.550000190734863,4.849999904632568,4.5,4.75,280672,2022-09-26
2022-10-03,4.5,4.5,4.699999809265137,4.300000190734863,4.400000095367432,256881,2022-10-03
2022-10-10,4.199999809265137,4.199999809265137,4.550000190734863,3.9000000953674316,4.550000190734863,331124,2022-10-10
2022-10-17,3.9000000953674316,3.9000000953674316,4.400000095367432,3.8499999046325684,4.349999904632568,297579,2022-10-17
2022-10-24,4.0,4.0,4.300000190734863,3.8499999046325684,4.0,153241,2022-10-24
2022-10-31,3.950000047683716,3.950000047683716,4.199999809265137,3.8499999046325684,4.0,224001,2022-10-31
2022-11-07,4.199999809265137,4.199999809265137,4.199999809265137,3.799999952316284,3.950000047683716,356660,2022-11-07
2022-11-14,4.199999809265137,4.199999809265137,4.400000095367432,3.950000047683716,4.199999809265137,368808,2022-11-14
2022-11-21,3.8499999046325684,3.8499999046325684,4.300000190734863,3.799999952316284,4.300000190734863,234359,2022-11-21
2022-11-28,4.199999809265137,4.199999809265137,4.5,3.8499999046325684,3.8499999046325684,324937,2022-11-28
2022-12-05,4.25,4.25,4.449999809265137,3.950000047683716,4.199999809265137,548140,2022-12-05
2022-12-12,4.199999809265137,4.199999809265137,4.449999809265137,4.099999904632568,4.199999809265137,721145,2022-12-12
2022-12-19,3.799999952316284,3.799999952316284,4.400000095367432,3.799999952316284,4.25,467800,2022-12-19
2022-12-26,3.950000047683716,3.950000047683716,4.199999809265137,3.6500000953674316,3.700000047683716,445254,2022-12-26
2023-01-02,3.799999952316284,3.799999952316284,4.150000095367432,3.799999952316284,4.0,341935,2023-01-02
2023-01-09,3.8499999046325684,3.8499999046325684,4.0,3.6500000953674316,3.950000047683716,291940,2023-01-09
2023-01-16,3.75,3.75,4.0,3.700000047683716,4.0,461871,2023-01-16
2023-01-23,3.549999952316284,3.549999952316284,3.8499999046325684,3.549999952316284,3.799999952316284,317849,2023-01-23
2023-01-30,3.450000047683716,3.450000047683716,3.6500000953674316,3.299999952316284,3.549999952316284,358892,2023-01-30
2023-02-06,3.450000047683716,3.450000047683716,3.700000047683716,3.4000000953674316,3.450000047683716,172343,2023-02-06
2023-02-13,3.25,3.25,3.5,3.1500000953674316,3.5,209640,2023-02-13
2023-02-20,2.950000047683716,2.950000047683716,3.299999952316284,2.8499999046325684,3.200000047683716,168991,2023-02-20
2023-02-27,2.9000000953674316,2.9000000953674316,3.25,2.5999999046325684,2.950000047683716,485409,2023-02-27
2023-03-06,3.0,3.0,3.0999999046325684,2.799999952316284,3.049999952316284,136757,2023-03-06
2023-03-13,2.8499999046325684,2.8499999046325684,3.049999952316284,2.700000047683716,3.0,170515,2023-03-13
2023-03-20,2.6500000953674316,2.6500000953674316,2.950000047683716,2.5999999046325684,2.8499999046325684,428159,2023-03-20
2023-03-27,2.450000047683716,2.450000047683716,2.75,2.25,2.6500000953674316,196243,2023-03-27
2023-04-03,3.1500000953674316,3.1500000953674316,3.1500000953674316,2.4000000953674316,2.450000047683716,233307,2023-04-03
2023-04-10,2.950000047683716,2.950000047683716,3.25,2.9000000953674316,3.200000047683716,349789,2023-04-10
2023-04-17,2.799999952316284,2.799999952316284,3.049999952316284,2.75,2.950000047683716,294487,2023-04-17
2023-04-24,2.950000047683716,2.950000047683716,2.950000047683716,2.75,2.8499999046325684,207287,2023-04-24
2023-05-01,2.8499999046325684,2.8499999046325684,3.049999952316284,2.75,2.950000047683716,351410,2023-05-01
2023-05-08,2.700000047683716,2.700000047683716,2.9000000953674316,2.6500000953674316,2.8499999046325684,452175,2023-05-08
2023-05-15,2.6500000953674316,2.6500000953674316,2.799999952316284,2.6500000953674316,2.700000047683716,193917,2023-05-15
2023-05-22,2.75,2.75,2.8499999046325684,2.5999999046325684,2.75,230208,2023-05-22
2023-05-29,2.700000047683716,2.700000047683716,2.799999952316284,2.6500000953674316,2.75,147382,2023-05-29
2023-06-05,3.049999952316284,3.049999952316284,3.25,2.6500000953674316,2.799999952316284,567303,2023-06-05
2023-06-12,3.0,3.0,3.3499999046325684,2.9000000953674316,3.1500000953674316,766438,2023-06-12
2023-06-19,2.9000000953674316,2.9000000953674316,3.1500000953674316,2.9000000953674316,3.0999999046325684,137979,2023-06-19
2023-06-26,3.049999952316284,3.049999952316284,3.0999999046325684,2.799999952316284,2.9000000953674316,559716,2023-06-26
2023-07-03,3.0,3.0,3.3499999046325684,2.9000000953674316,3.1500000953674316,746016,2023-07-03
2023-07-10,2.950000047683716,2.950000047683716,3.1500000953674316,2.6500000953674316,3.1500000953674316,698587,2023-07-10
2023-07-17,3.0,3.0,3.049999952316284,2.9000000953674316,2.9000000953674316,254190,2023-07-17
2023-07-24,3.200000047683716,3.200000047683716,3.25,2.950000047683716,3.0,649546,2023-07-24
2023-07-31,3.200000047683716,3.200000047683716,3.4000000953674316,3.0999999046325684,3.200000047683716,689906,2023-07-31
2023-08-07,3.5999999046325684,3.5999999046325684,4.949999809265137,3.0999999046325684,3.25,4822064,2023-08-07
2023-08-14,3.200000047683716,3.200000047683716,3.700000047683716,3.1500000953674316,3.450000047683716,398325,2023-08-14
2023-08-21,3.1500000953674316,3.1500000953674316,3.3499999046325684,3.049999952316284,3.3499999046325684,179429,2023-08-21
2023-08-28,3.25,3.25,3.25,3.0999999046325684,3.200000047683716,134911,2023-08-28
2023-09-04,3.25,3.25,3.25,3.0999999046325684,3.25,307365,2023-09-04
2023-09-11,3.200000047683716,3.200000047683716,3.5,3.0999999046325684,3.3499999046325684,363693,2023-09-11
2023-09-18,3.200000047683716,3.200000047683716,3.25,3.1500000953674316,3.1500000953674316,143352,2023-09-18
2023-09-25,3.1500000953674316,3.1500000953674316,3.25,3.0999999046325684,3.25,143709,2023-09-25
2023-10-02,3.1500000953674316,3.1500000953674316,3.25,3.049999952316284,3.1500000953674316,160446,2023-10-02
2023-10-09,3.049999952316284,3.049999952316284,3.200000047683716,2.9000000953674316,3.1500000953674316,213425,2023-10-09
2023-10-16,3.4000000953674316,3.4000000953674316,3.4000000953674316,2.950000047683716,3.0999999046325684,388408,2023-10-16
2023-10-23,3.1500000953674316,3.1500000953674316,3.4000000953674316,3.0,3.4000000953674316,80418,2023-10-23
2023-10-30,3.25,3.25,3.299999952316284,3.049999952316284,3.299999952316284,67953,2023-10-30
2023-11-06,3.3499999046325684,3.3499999046325684,3.450000047683716,3.0999999046325684,3.299999952316284,195587,2023-11-06
2023-11-13,3.6500000953674316,3.6500000953674316,3.6500000953674316,3.200000047683716,3.450000047683716,328305,2023-11-13
2023-11-20,4.400000095367432,4.400000095367432,4.699999809265137,3.5,3.8499999046325684,2927628,2023-11-20
2023-11-27,3.75,3.75,4.900000095367432,3.75,4.400000095367432,1941547,2023-11-27
2023-12-04,3.799999952316284,3.799999952316284,3.9000000953674316,3.5999999046325684,3.75,290687,2023-12-04
2023-12-11,3.950000047683716,3.950000047683716,4.199999809265137,3.700000047683716,3.9000000953674316,470275,2023-12-11
2023-12-18,3.950000047683716,3.950000047683716,4.050000190734863,3.75,3.9000000953674316,238812,2023-12-18
2023-12-25,3.950000047683716,3.950000047683716,4.050000190734863,3.799999952316284,3.950000047683716,318477,2023-12-25
2024-01-01,4.050000190734863,4.050000190734863,4.050000190734863,3.799999952316284,3.8499999046325684,542178,2024-01-01
2024-01-08,4.449999809265137,4.449999809265137,4.650000095367432,3.9000000953674316,4.150000095367432,1203494,2024-01-08
2024-01-15,4.449999809265137,4.449999809265137,4.599999904632568,4.099999904632568,4.5,411518,2024-01-15
2024-01-22,4.150000095367432,4.150000095367432,4.699999809265137,4.099999904632568,4.449999809265137,369500,2024-01-22
2024-01-29,4.400000095367432,4.400000095367432,4.449999809265137,3.950000047683716,4.150000095367432,812125,2024-01-29
2024-02-05,5.900000095367432,5.900000095367432,5.900000095367432,4.25,4.5,6679487,2024-02-05
2024-02-12,4.699999809265137,4.699999809265137,6.099999904632568,4.699999809265137,6.099999904632568,2996380,2024-02-12
2024-02-19,5.300000190734863,5.300000190734863,5.75,4.550000190734863,4.599999904632568,1708973,2024-02-19
2024-02-26,6.349999904632568,6.349999904632568,6.449999809265137,5.099999904632568,5.25,3841723,2024-02-26
2024-03-04,5.449999809265137,5.449999809265137,6.199999809265137,5.150000095367432,6.150000095367432,625969,2024-03-04
2024-03-11,5.099999904632568,5.099999904632568,5.699999809265137,4.949999809265137,5.650000095367432,760571,2024-03-11
2024-03-18,5.349999904632568,5.349999904632568,5.349999904632568,4.5,5.099999904632568,392760,2024-03-18
2024-03-25,5.099999904632568,5.099999904632568,5.800000190734863,5.050000190734863,5.349999904632568,497571,2024-03-25
2024-04-01,6.25,6.25,6.300000190734863,5.099999904632568,5.150000095367432,655038,2024-04-01
2024-04-08,5.650000095367432,5.650000095367432,6.400000095367432,5.650000095367432,6.0,339674,2024-04-08
2024-04-15,5.25,5.25,5.550000190734863,5.25,5.550000190734863,53386,2024-04-15
2024-04-22,5.150000095367432,5.150000095367432,5.199999809265137,5.0,5.150000095367432,158397,2024-04-22
2024-04-29,5.25,5.25,5.25,5.099999904632568,5.150000095367432,98045,2024-04-29
2024-05-06,5.300000190734863,5.300000190734863,5.550000190734863,5.300000190734863,5.349999904632568,179135,2024-05-06
2024-05-13,5.300000190734863,5.300000190734863,5.650000095367432,5.150000095367432,5.300000190734863,372086,2024-05-13
2024-05-20,5.25,5.25,5.550000190734863,5.050000190734863,5.300000190734863,293590,2024-05-20
2024-05-27,5.099999904632568,5.099999904632568,5.349999904632568,4.900000095367432,5.300000190734863,205139,2024-05-27
2024-06-03,4.800000190734863,4.800000190734863,5.349999904632568,4.5,5.25,420944,2024-06-03
2024-06-10,4.900000095367432,4.900000095367432,5.170000076293945,4.590000152587891,5.039999961853027,515004,2024-06-10
2024-06-17,4.940000057220459,4.940000057220459,5.119999885559082,4.849999904632568,4.900000095367432,340261,2024-06-17
2024-06-24,4.690000057220459,4.690000057220459,5.0,4.590000152587891,4.989999771118164,592966,2024-06-24
2024-07-01,4.949999809265137,4.949999809265137,4.949999809265137,4.409999847412109,4.760000228881836,816494,2024-07-01
2024-07-08,5.159999847412109,5.159999847412109,5.670000076293945,4.940000057220459,4.940000057220459,1190378,2024-07-08
2024-07-15,4.829999923706055,4.829999923706055,5.400000095367432,4.75,5.349999904632568,672770,2024-07-15
2024-07-22,5.179999828338623,5.179999828338623,5.349999904632568,4.650000095367432,4.849999904632568,991172,2024-07-22
2024-07-29,5.380000114440918,5.380000114440918,5.480000019073486,5.079999923706055,5.320000171661377,635275,2024-07-29
2024-08-05,5.400000095367432,5.400000095367432,5.829999923706055,5.119999885559082,5.369999885559082,1030606,2024-08-05
2024-08-12,5.119999885559082,5.119999885559082,5.739999771118164,4.909999847412109,5.320000171661377,509820,2024-08-12
2024-08-19,5.320000171661377,5.320000171661377,5.639999866485596,4.960000038146973,5.010000228881836,780693,2024-08-19
2024-08-26,5.909999847412109,5.909999847412109,6.849999904632568,5.150000095367432,5.400000095367432,3886303,2024-08-26
2024-09-02,5.900000095367432,5.900000095367432,6.349999904632568,5.599999904632568,6.130000114440918,1790042,2024-09-02
2024-09-09,5.840000152587891,5.840000152587891,6.159999847412109,5.360000133514404,6.0,782766,2024-09-09
2024-09-16,5.96999979019165,5.96999979019165,6.400000095367432,5.820000171661377,5.96999979019165,1049139,2024-09-16
2024-09-23,6.300000190734863,6.300000190734863,6.5,5.909999847412109,6.099999904632568,1564912,2024-09-23
2024-09-30,5.949999809265137,5.949999809265137,6.429999828338623,5.829999923706055,6.429999828338623,776440,2024-09-30
2024-10-07,5.849999904632568,5.849999904632568,6.960000038146973,5.409999847412109,6.179999828338623,7141472,2024-10-07
2024-10-14,5.889999866485596,5.889999866485596,6.25,4.860000133514404,5.860000133514404,2122486,2024-10-14
2024-10-21,5.309999942779541,5.309999942779541,6.070000171661377,5.050000190734863,6.039999961853027,1317884,2024-10-21
2024-10-28,5.889999866485596,5.889999866485596,7.150000095367432,5.110000133514404,5.699999809265137,8370252,2024-10-28
2024-11-04,5.710000038146973,5.710000038146973,6.0,5.5,5.849999904632568,1669360,2024-11-04
2024-11-11,5.690000057220459,5.690000057220459,5.929999828338623,5.159999847412109,5.610000133514404,507584,2024-11-11
2024-11-18,5.53000020980835,5.53000020980835,5.920000076293945,5.369999885559082,5.920000076293945,379630,2024-11-18
2024-11-25,5.690000057220459,5.690000057220459,6.039999961853027,5.480000019073486,5.639999866485596,694595,2024-11-25
2024-12-02,6.559999942779541,6.559999942779541,7.199999809265137,5.610000133514404,5.679999828338623,11629259,2024-12-02
2024-12-09,6.599999904632568,6.599999904632568,6.989999771118164,6.050000190734863,6.78000020980835,2199162,2024-12-09
2024-12-16,8.789999961853027,8.789999961853027,9.350000381469727,6.210000038146973,6.630000114440918,19230234,2024-12-16
2024-12-23,8.199999809265137,8.199999809265137,9.449999809265137,7.960000038146973,9.34000015258789,2799687,2024-12-23
2024-12-30,8.699999809265137,8.699999809265137,8.770000457763672,7.409999847412109,8.289999961853027,976587,2024-12-30
2025-01-06,7.590000152587891,7.590000152587891,9.119999885559082,7.46999979019165,8.880000114440918,785364,2025-01-06
2025-01-13,7.650000095367432,7.650000095367432,7.949999809265137,6.860000133514404,7.25,354743,2025-01-13
2025-01-20,7.710000038146973,7.710000038146973,8.130000114440918,7.230000019073486,7.349999904632568,522136,2025-01-20
2025-01-27,7.590000152587891,7.590000152587891,7.889999866485596,6.949999809265137,7.75,392717,2025-01-27
2025-02-03,7.349999904632568,7.349999904632568,7.960000038146973,7.210000038146973,7.309999942779541,360885,2025-02-03
2025-02-10,6.989999771118164,6.989999771118164,7.579999923706055,6.440000057220459,7.28000020980835,269509,2025-02-10
2025-02-17,7.25,7.25,7.409999847412109,6.090000152587891,7.130000114440918,475295,2025-02-17
2025-02-24,6.96999979019165,6.96999979019165,7.699999809265137,6.929999828338623,7.099999904632568,141194,2025-02-24
2025-03-03,6.409999847412109,6.409999847412109,6.829999923706055,6.28000020980835,6.829999923706055,50671,2025-03-03
2025-03-10,5.889999866485596,5.889999866485596,6.289999961853027,5.889999866485596,6.28000020980835,33351,2025-03-10
2025-03-17,5.800000190734863,5.800000190734863,5.869999885559082,5.679999828338623,5.800000190734863,165592,2025-03-17
2025-03-24,5.300000190734863,5.300000190734863,5.800000190734863,5.300000190734863,5.769999980926514,143331,2025-03-24
2025-03-31,5.5,5.5,5.610000133514404,5.28000020980835,5.300000190734863,67850,2025-03-31
2025-04-07,5.21999979019165,5.21999979019165,5.679999828338623,5.0,5.21999979019165,274875,2025-04-07
2025-04-14,5.860000133514404,5.860000133514404,5.860000133514404,5.329999923706055,5.460000038146973,82820,2025-04-14
2025-04-21,7.269999980926514,7.269999980926514,8.550000190734863,6.099999904632568,6.760000228881836,3087436,2025-04-21
2025-04-28,6.900000095367432,6.900000095367432,8.140000343322754,6.650000095367432,7.300000190734863,397611,2025-04-28
