Date,Adj Close_HLEGLAS.NS,Close_HLEGLAS.NS,High_HLEGLAS.NS,Low_HLEGLAS.NS,Open_HLEGLAS.NS,Volume_HLEGLAS.NS,Date
2022-03-14,1151.5765380859375,1158.5799560546875,1174.9599609375,1119.449951171875,1169.989990234375,115720,2022-03-14
2022-03-21,1144.688720703125,1151.6500244140625,1179.800048828125,1092.030029296875,1165.0,157460,2022-03-21
2022-03-28,1121.7977294921875,1128.6199951171875,1160.0,1083.030029296875,1160.0,313705,2022-03-28
2022-04-04,1134.8385009765625,1141.739990234375,1179.5999755859375,1116.800048828125,1139.199951171875,228095,2022-04-04
2022-04-11,1121.012451171875,1127.8299560546875,1153.68994140625,1117.0,1149.97998046875,57420,2022-04-11
2022-04-18,1032.1529541015625,1038.4300537109375,1135.489990234375,1031.1500244140625,1104.800048828125,275985,2022-04-18
2022-04-25,922.75830078125,928.3699951171875,1051.4000244140625,900.219970703125,1040.0,447120,2022-04-25
2022-05-02,854.8512573242188,860.0499877929688,941.2000122070312,844.4000244140625,920.0,173250,2022-05-02
2022-05-09,714.8228149414062,719.1699829101562,870.0,709.1599731445312,870.0,583435,2022-05-09
2022-05-16,732.1176147460938,736.5700073242188,785.4000244140625,700.4099731445312,726.0,381155,2022-05-16
2022-05-23,681.7141723632812,685.8599853515625,840.0,643.0,749.5999755859375,748100,2022-05-23
2022-05-30,687.707763671875,691.8900146484375,704.8300170898438,674.2000122070312,694.7999877929688,264245,2022-05-30
2022-06-06,675.5714721679688,679.6799926757812,709.7999877929688,670.5,694.1599731445312,318295,2022-06-06
2022-06-13,634.8790283203125,638.739990234375,686.1500244140625,636.2000122070312,670.010009765625,145595,2022-06-13
2022-06-20,652.9093627929688,656.8800048828125,659.989990234375,610.0,647.989990234375,119240,2022-06-20
2022-06-27,673.871826171875,677.969970703125,689.5800170898438,647.989990234375,666.0,129510,2022-06-27
2022-07-04,655.5830688476562,659.5700073242188,689.77001953125,600.0,680.0,204415,2022-07-04
2022-07-11,650.4542846679688,654.4099731445312,667.5999755859375,652.02001953125,665.5999755859375,84185,2022-07-11
2022-07-18,652.5515747070312,656.52001953125,680.6300048828125,650.2100219726562,664.0,157000,2022-07-18
2022-07-25,615.9739990234375,619.719970703125,662.4000244140625,612.030029296875,662.4000244140625,305715,2022-07-25
2022-08-01,735.089599609375,739.5599975585938,755.5999755859375,618.0,635.0,3586430,2022-08-01
2022-08-08,700.2215576171875,704.47998046875,773.0,684.7100219726562,742.7999877929688,1310985,2022-08-08
2022-08-15,690.192626953125,694.3900146484375,730.7999877929688,690.0,704.47998046875,287950,2022-08-15
2022-08-22,691.9121704101562,696.1199951171875,714.4099731445312,690.239990234375,699.97998046875,215700,2022-08-22
2022-08-29,785.7545166015625,789.4099731445312,799.0,680.4099731445312,681.0,894495,2022-08-29
2022-09-05,779.314453125,782.9400024414062,815.0,765.02001953125,799.7999877929688,1018710,2022-09-05
2022-09-12,737.5587158203125,740.989990234375,795.7999877929688,717.0,795.7999877929688,311730,2022-09-12
2022-09-19,728.2620239257812,731.6500244140625,771.0,720.4000244140625,747.7999877929688,273225,2022-09-19
2022-09-26,689.7610473632812,692.969970703125,728.0,676.2100219726562,728.0,227550,2022-09-26
2022-10-03,685.2620239257812,688.4500122070312,704.0,652.2100219726562,693.2000122070312,286590,2022-10-03
2022-10-10,714.9140625,718.239990234375,732.0399780273438,693.0499877929688,701.7999877929688,633540,2022-10-10
2022-10-17,684.5155029296875,687.7000122070312,764.8499755859375,675.0499877929688,723.8900146484375,955898,2022-10-17
2022-10-24,647.5872192382812,650.5999755859375,698.8499755859375,650.0,698.7000122070312,152146,2022-10-24
2022-10-31,692.2296142578125,695.4500122070312,711.9000244140625,646.0,660.0,225803,2022-10-31
2022-11-07,658.6359252929688,661.7000122070312,724.9000244140625,655.0,714.8499755859375,135120,2022-11-07
2022-11-14,648.7319946289062,651.75,672.0,650.0,667.0,81722,2022-11-14
2022-11-21,630.8153076171875,633.75,654.2999877929688,628.0999755859375,646.0,110778,2022-11-21
2022-11-28,685.8094482421875,689.0,704.9000244140625,628.8499755859375,637.0,464867,2022-11-28
2022-12-05,673.1185302734375,676.25,707.7000122070312,657.0499877929688,692.9000244140625,285260,2022-12-05
2022-12-12,663.861572265625,666.9500122070312,688.7999877929688,662.0,676.25,127635,2022-12-12
2022-12-19,587.9149169921875,590.6500244140625,676.0,589.0999755859375,676.0,154121,2022-12-19
2022-12-26,661.3731689453125,664.4500122070312,695.0,590.6500244140625,590.6500244140625,195390,2022-12-26
2023-01-02,638.8280029296875,641.7999877929688,670.0,638.5,668.7999877929688,104741,2023-01-02
2023-01-09,629.8199462890625,632.75,655.0,625.0,652.0,163455,2023-01-09
2023-01-16,611.1070556640625,613.9500122070312,642.75,610.0499877929688,642.75,90513,2023-01-16
2023-01-23,600.6556396484375,603.4500122070312,622.7999877929688,597.0,622.7999877929688,81990,2023-01-23
2023-01-30,591.1498413085938,593.9000244140625,616.0,589.25,597.5499877929688,109311,2023-01-30
2023-02-06,587.2181396484375,589.9500122070312,603.0499877929688,580.0499877929688,590.0,110606,2023-02-06
2023-02-13,560.6915283203125,563.2999877929688,584.0,544.75,580.0,246291,2023-02-13
2023-02-20,529.8848266601562,532.3499755859375,569.0,526.4500122070312,568.9000244140625,104518,2023-02-20
2023-02-27,523.6637573242188,526.0999755859375,545.0,508.0,533.0,209815,2023-02-27
2023-03-06,522.1707153320312,524.5999755859375,544.8499755859375,514.9000244140625,532.6500244140625,111647,2023-03-06
2023-03-13,521.7228393554688,524.1500244140625,543.5,478.1000061035156,524.5999755859375,783903,2023-03-13
2023-03-20,501.0191650390625,503.3500061035156,539.6500244140625,500.20001220703125,528.0,227766,2023-03-20
2023-03-27,502.4624328613281,504.79998779296875,533.7000122070312,465.0,504.04998779296875,851102,2023-03-27
2023-04-03,520.0804443359375,522.5,528.0,505.1000061035156,507.0,178573,2023-04-03
2023-04-10,518.2390747070312,520.6500244140625,528.4000244140625,514.0,524.0,143438,2023-04-10
2023-04-17,561.0897216796875,563.7000122070312,616.0,521.0999755859375,524.75,1825770,2023-04-17
2023-04-24,591.5977172851562,594.3499755859375,630.0,567.5499877929688,572.0999755859375,1130314,2023-04-24
2023-05-01,620.9611206054688,623.8499755859375,649.2000122070312,593.0,594.3499755859375,839558,2023-05-01
2023-05-08,616.233154296875,619.0999755859375,640.0,613.0,629.4000244140625,302424,2023-05-08
2023-05-15,615.586181640625,618.4500122070312,644.5,609.0999755859375,620.5,326046,2023-05-15
2023-05-22,603.8408203125,606.6500244140625,621.0,595.75,618.4500122070312,227884,2023-05-22
2023-05-29,635.045654296875,638.0,644.0,595.0,610.0,705092,2023-05-29
2023-06-05,672.322265625,675.4500122070312,686.6500244140625,645.0,647.0,1056639,2023-06-05
2023-06-12,664.508544921875,667.5999755859375,698.4000244140625,661.3499755859375,680.0,287131,2023-06-12
2023-06-19,658.7354125976562,661.7999877929688,698.0,650.0499877929688,670.5499877929688,418746,2023-06-19
2023-06-26,645.5964965820312,648.5999755859375,669.25,633.9500122070312,657.9500122070312,202066,2023-06-26
2023-07-03,673.914794921875,677.0499877929688,694.9500122070312,655.9000244140625,656.0,805043,2023-07-03
2023-07-10,650.3743286132812,653.4000244140625,682.75,644.0,682.75,216703,2023-07-10
2023-07-17,646.1937866210938,649.2000122070312,685.0,645.25,663.0,339724,2023-07-17
2023-07-24,637.8326416015625,640.7999877929688,666.7999877929688,635.0999755859375,655.6500244140625,189470,2023-07-24
2023-07-31,636.4391479492188,639.4000244140625,652.9500122070312,622.9500122070312,640.7999877929688,248653,2023-07-31
2023-08-07,585.9739379882812,588.7000122070312,646.1500244140625,586.9500122070312,642.4000244140625,613420,2023-08-07
2023-08-14,567.7586669921875,570.4000244140625,589.0,569.0,589.0,164835,2023-08-14
2023-08-21,567.3107299804688,569.9500122070312,582.5,568.0,571.2000122070312,198845,2023-08-21
2023-08-28,581.1463623046875,583.8499755859375,605.0,567.0,571.7000122070312,352276,2023-08-28
2023-09-04,586.9692993164062,589.7000122070312,604.0,572.0,587.2999877929688,402546,2023-09-04
2023-09-11,585.6255493164062,588.3499755859375,605.8499755859375,580.6500244140625,589.0,280774,2023-09-11
2023-09-18,576.3187866210938,579.0,595.0,572.0,593.0,161710,2023-09-18
2023-09-25,559.4141235351562,560.9500122070312,590.0,501.0,590.0,6737499,2023-09-25
2023-10-02,539.2196044921875,540.7000122070312,567.9500122070312,530.0,560.9500122070312,282543,2023-10-02
2023-10-09,519.6233520507812,521.0499877929688,538.2999877929688,519.0,538.0,337945,2023-10-09
2023-10-16,544.80419921875,546.2999877929688,568.7999877929688,516.9000244140625,522.0,800325,2023-10-16
2023-10-23,507.8058166503906,509.20001220703125,546.2999877929688,493.1499938964844,546.2999877929688,400458,2023-10-23
2023-10-30,504.2156677246094,505.6000061035156,541.2000122070312,502.0,516.5,259705,2023-10-30
2023-11-06,511.8447265625,513.25,527.9500122070312,504.3999938964844,507.04998779296875,248267,2023-11-06
2023-11-13,521.1690673828125,522.5999755859375,529.5,510.95001220703125,521.4000244140625,140345,2023-11-13
2023-11-20,514.9861450195312,516.4000244140625,531.7000122070312,512.4500122070312,525.9500122070312,146341,2023-11-20
2023-11-27,539.8677368164062,541.3499755859375,556.0,515.25,516.4000244140625,542153,2023-11-27
2023-12-04,531.3910522460938,532.8499755859375,550.9000244140625,521.0,550.9000244140625,277403,2023-12-04
2023-12-11,535.2305297851562,536.7000122070312,545.0,528.2000122070312,535.0,299144,2023-12-11
2023-12-18,530.5433959960938,532.0,553.2000122070312,516.2999877929688,540.9000244140625,372458,2023-12-18
2023-12-25,538.4217529296875,539.9000244140625,546.5999755859375,532.0,532.0,218353,2023-12-25
2024-01-01,564.6995849609375,566.25,572.7999877929688,532.2999877929688,543.5,947034,2024-01-01
2024-01-08,556.47216796875,558.0,569.9000244140625,546.5,566.25,364655,2024-01-08
2024-01-15,553.8793334960938,555.4000244140625,575.0,534.0,558.0,272608,2024-01-15
2024-01-22,539.8677368164062,541.3499755859375,561.9000244140625,529.3499755859375,555.4000244140625,173545,2024-01-22
2024-01-29,532.3384399414062,533.7999877929688,557.4000244140625,530.0,547.0,226721,2024-01-29
2024-02-05,516.8310546875,518.25,536.3499755859375,514.0,530.0,252067,2024-02-05
2024-02-12,511.2962341308594,512.7000122070312,529.4000244140625,498.0,526.8499755859375,349194,2024-02-12
2024-02-19,505.7115783691406,507.1000061035156,520.0,504.0,515.0,201798,2024-02-19
2024-02-26,491.5005798339844,492.8500061035156,510.70001220703125,492.0,510.0,229667,2024-02-26
2024-03-04,485.96575927734375,487.29998779296875,503.8500061035156,484.0,500.0,171844,2024-03-04
2024-03-11,438.2467956542969,439.45001220703125,490.0,436.79998779296875,487.54998779296875,420300,2024-03-11
2024-03-18,437.448974609375,438.6499938964844,478.0,430.0,446.0,1896034,2024-03-18
2024-03-25,407.18206787109375,408.29998779296875,438.6499938964844,404.95001220703125,438.6499938964844,619473,2024-03-25
2024-04-01,465.6715087890625,466.95001220703125,470.0,413.0,415.0,550869,2024-04-01
2024-04-08,448.3191223144531,449.54998779296875,479.79998779296875,445.0,470.0,879861,2024-04-08
2024-04-15,435.1552734375,436.3500061035156,450.5,427.0,440.0,501786,2024-04-15
2024-04-22,451.26104736328125,452.5,467.79998779296875,438.04998779296875,440.0,613299,2024-04-22
2024-04-29,448.3689880371094,449.6000061035156,459.8999938964844,445.0,457.75,151280,2024-04-29
2024-05-06,427.07745361328125,428.25,455.0,425.5,455.0,180717,2024-05-06
2024-05-13,434.0084228515625,435.20001220703125,438.04998779296875,421.1499938964844,431.0,140870,2024-05-13
2024-05-20,427.9251403808594,429.1000061035156,441.20001220703125,428.04998779296875,439.8500061035156,118593,2024-05-20
2024-05-27,413.7640075683594,414.8999938964844,437.8999938964844,413.0,429.25,241429,2024-05-27
2024-06-03,419.2489318847656,420.3999938964844,429.0,400.0,429.0,435714,2024-06-03
2024-06-10,445.9755859375,447.20001220703125,456.0,420.20001220703125,420.3999938964844,857524,2024-06-10
2024-06-17,480.2813720703125,481.6000061035156,486.0,443.04998779296875,447.20001220703125,959865,2024-06-17
2024-06-24,484.3202819824219,485.6499938964844,496.5,468.45001220703125,481.54998779296875,1533811,2024-06-24
2024-07-01,485.6167297363281,486.95001220703125,519.9000244140625,483.0,488.8999938964844,1067683,2024-07-01
2024-07-08,458.9898376464844,460.25,503.6000061035156,457.29998779296875,492.0,687504,2024-07-08
2024-07-15,430.11907958984375,431.29998779296875,469.75,430.0,460.20001220703125,349487,2024-07-15
2024-07-22,449.91473388671875,451.1499938964844,459.79998779296875,416.04998779296875,425.0,617231,2024-07-22
2024-07-29,435.3547058105469,436.54998779296875,456.8999938964844,432.04998779296875,451.20001220703125,350853,2024-07-29
2024-08-05,413.9634704589844,415.1000061035156,432.0,403.0,432.0,540492,2024-08-05
2024-08-12,406.6834411621094,407.79998779296875,419.95001220703125,397.8999938964844,415.5,265160,2024-08-12
2024-08-19,420.29608154296875,421.45001220703125,428.70001220703125,408.0,413.8500061035156,389976,2024-08-19
2024-08-26,408.3787841796875,409.5,426.6499938964844,405.04998779296875,420.0,500292,2024-08-26
2024-09-02,408.42864990234375,409.54998779296875,427.79998779296875,404.79998779296875,412.45001220703125,655853,2024-09-02
2024-09-09,403.2428894042969,404.3500061035156,412.0,402.1499938964844,412.0,350915,2024-09-09
2024-09-16,399.7026062011719,400.79998779296875,408.75,397.95001220703125,406.45001220703125,368792,2024-09-16
2024-09-23,400.79998779296875,400.79998779296875,422.3999938964844,396.79998779296875,402.0,768930,2024-09-23
2024-09-30,399.0,399.0,407.20001220703125,397.0,403.54998779296875,189210,2024-09-30
2024-10-07,390.1000061035156,390.1000061035156,401.20001220703125,378.95001220703125,399.0,388752,2024-10-07
2024-10-14,383.0,383.0,394.95001220703125,378.75,390.1000061035156,220535,2024-10-14
2024-10-21,355.75,355.75,385.79998779296875,352.20001220703125,385.79998779296875,284003,2024-10-21
2024-10-28,391.6000061035156,391.6000061035156,400.0,350.0,356.0,252507,2024-10-28
2024-11-04,383.20001220703125,383.20001220703125,399.0,365.0,397.45001220703125,321250,2024-11-04
2024-11-11,373.20001220703125,373.20001220703125,427.95001220703125,350.0,384.8999938964844,3390598,2024-11-11
2024-11-18,361.1000061035156,361.1000061035156,377.3999938964844,355.0,372.6000061035156,217374,2024-11-18
2024-11-25,402.79998779296875,402.79998779296875,419.0,364.6000061035156,364.6000061035156,787975,2024-11-25
2024-12-02,400.20001220703125,400.20001220703125,423.95001220703125,395.0,402.79998779296875,487964,2024-12-02
2024-12-09,404.3500061035156,404.3500061035156,417.0,390.5,405.0,313505,2024-12-09
2024-12-16,368.6499938964844,368.6499938964844,413.79998779296875,363.1000061035156,406.3999938964844,266356,2024-12-16
2024-12-23,371.8999938964844,371.8999938964844,392.3500061035156,363.5,371.1000061035156,349848,2024-12-23
2024-12-30,367.70001220703125,367.70001220703125,375.70001220703125,363.0,370.0,230727,2024-12-30
2025-01-06,354.8999938964844,354.8999938964844,383.0,352.3500061035156,365.04998779296875,375709,2025-01-06
2025-01-13,340.8999938964844,340.8999938964844,356.0,326.0,354.8500061035156,292027,2025-01-13
2025-01-20,320.8999938964844,320.8999938964844,344.0,319.8999938964844,340.8999938964844,183343,2025-01-20
2025-01-27,324.95001220703125,324.95001220703125,344.75,286.0,321.45001220703125,417904,2025-01-27
2025-02-03,313.8999938964844,313.8999938964844,326.0,310.6000061035156,324.95001220703125,164395,2025-02-03
2025-02-10,271.8500061035156,271.8500061035156,316.3500061035156,265.0,313.1000061035156,285322,2025-02-10
2025-02-17,265.3999938964844,265.3999938964844,280.0,252.14999389648438,273.0,421890,2025-02-17
2025-02-24,243.0500030517578,243.0500030517578,269.8999938964844,241.0500030517578,262.0,145295,2025-02-24
2025-03-03,253.0399932861328,253.0399932861328,257.20001220703125,229.0,243.5500030517578,377863,2025-03-03
2025-03-10,223.97000122070312,223.97000122070312,254.39999389648438,217.8300018310547,253.0399932861328,404422,2025-03-10
2025-03-17,253.85000610351562,253.85000610351562,262.2900085449219,220.57000732421875,225.0,816432,2025-03-17
2025-03-24,250.38999938964844,250.38999938964844,264.0,230.0,258.989990234375,652560,2025-03-24
2025-03-31,266.3500061035156,266.3500061035156,282.29998779296875,249.6999969482422,250.38999938964844,686536,2025-03-31
2025-04-07,274.25,274.25,278.20001220703125,240.0,252.9499969482422,228779,2025-04-07
2025-04-14,277.8999938964844,277.8999938964844,282.70001220703125,272.75,278.1499938964844,129807,2025-04-14
2025-04-21,272.3999938964844,272.3999938964844,287.29998779296875,268.0,277.8999938964844,195726,2025-04-21
2025-04-28,269.04998779296875,269.04998779296875,285.0,263.8500061035156,269.8999938964844,214241,2025-04-28
2025-05-05,263.20001220703125,263.20001220703125,274.79998779296875,252.6999969482422,272.0,156210,2025-05-05
2025-05-12,296.3999938964844,296.3999938964844,298.3999938964844,267.3500061035156,275.0,260629,2025-05-12
2025-05-19,403.8500061035156,403.8500061035156,418.0,296.3999938964844,298.0,4391935,2025-05-19
2025-05-26,425.5,425.5,443.20001220703125,410.3999938964844,410.3999938964844,1358028,2025-05-26
2025-06-02,428.95001220703125,428.95001220703125,433.04998779296875,410.04998779296875,420.0,461028,2025-06-02
2025-06-09,436.0,436.0,466.6000061035156,412.3500061035156,433.0,1617934,2025-06-09
2025-06-16,423.8999938964844,423.8999938964844,461.0,401.3500061035156,440.0,874707,2025-06-16
2025-06-23,445.3500061035156,445.3500061035156,480.0,416.79998779296875,423.0,1314446,2025-06-23
2025-06-30,447.8999938964844,447.8999938964844,484.8999938964844,442.5,449.0,1064713,2025-06-30
2025-07-07,416.0,416.0,449.6000061035156,410.20001220703125,448.0,689318,2025-07-07
2025-07-14,426.04998779296875,426.04998779296875,427.8500061035156,406.0,418.79998779296875,246566,2025-07-14
