Date,Adj Close_AHLUCONT.NS,Close_AHLUCONT.NS,High_AHLUCONT.NS,Low_AHLUCONT.NS,Open_AHLUCONT.NS,Volume_AHLUCONT.NS,Date
2022-01-03,419.3991394042969,420.1000061035156,456.95001220703125,400.20001220703125,400.20001220703125,151245,2022-01-03
2022-01-10,417.15289306640625,417.8500061035156,429.8999938964844,412.54998779296875,424.45001220703125,74204,2022-01-10
2022-01-17,403.0265197753906,403.70001220703125,430.0,373.8500061035156,417.8500061035156,260210,2022-01-17
2022-01-24,400.13128662109375,400.79998779296875,408.79998779296875,373.6000061035156,403.70001220703125,56517,2022-01-24
2022-01-31,416.154541015625,416.8500061035156,420.1499938964844,400.45001220703125,406.0,43332,2022-01-31
2022-02-07,377.3194580078125,377.95001220703125,423.8999938964844,371.54998779296875,423.8999938964844,84370,2022-02-07
2022-02-14,395.08978271484375,395.75,422.3999938964844,361.79998779296875,377.95001220703125,99908,2022-02-14
2022-02-21,381.6622009277344,382.29998779296875,399.70001220703125,360.0,395.0,59091,2022-02-21
2022-02-28,399.2827453613281,399.95001220703125,419.75,369.04998779296875,380.0,44867,2022-02-28
2022-03-07,377.56903076171875,378.20001220703125,396.04998779296875,369.1000061035156,388.0,1785584,2022-03-07
2022-03-14,399.2328186035156,399.8999938964844,409.0,373.1499938964844,382.75,120422,2022-03-14
2022-03-21,442.6103210449219,443.3500061035156,467.0,391.8500061035156,405.8999938964844,770898,2022-03-21
2022-03-28,467.36895751953125,468.1499938964844,478.0,443.6000061035156,448.45001220703125,352924,2022-03-28
2022-04-04,510.2972106933594,511.1499938964844,544.4500122070312,465.54998779296875,468.1499938964844,335180,2022-04-04
2022-04-11,503.6083984375,504.45001220703125,563.5999755859375,502.0,515.0,271548,2022-04-11
2022-04-18,511.1957092285156,512.0499877929688,528.2000122070312,485.1499938964844,498.95001220703125,180492,2022-04-18
2022-04-25,518.3836669921875,519.25,538.0,493.6000061035156,510.70001220703125,176828,2022-04-25
2022-05-02,466.6202087402344,467.3999938964844,519.9500122070312,457.25,519.9500122070312,153935,2022-05-02
2022-05-09,434.42401123046875,435.1499938964844,493.6000061035156,415.25,474.3500061035156,141733,2022-05-09
2022-05-16,438.6669006347656,439.3999938964844,462.54998779296875,429.04998779296875,437.8999938964844,63623,2022-05-16
2022-05-23,432.9264831542969,433.6499938964844,457.0,414.3999938964844,445.95001220703125,88643,2022-05-23
2022-05-30,406.96990966796875,407.6499938964844,453.8999938964844,392.3999938964844,448.0,140463,2022-05-30
2022-06-06,420.5971374511719,421.29998779296875,429.0,400.04998779296875,410.0,65690,2022-06-06
2022-06-13,391.34600830078125,392.0,438.0,376.6499938964844,407.1499938964844,331954,2022-06-13
2022-06-20,396.4873962402344,397.1499938964844,419.70001220703125,370.8999938964844,396.0,64206,2022-06-20
2022-06-27,429.8316650390625,430.54998779296875,440.0,392.79998779296875,403.0,75695,2022-06-27
2022-07-04,421.0463562011719,421.75,438.0,414.0,421.3500061035156,32144,2022-07-04
2022-07-11,433.17608642578125,433.8999938964844,467.0,412.0,421.8999938964844,449530,2022-07-11
2022-07-18,435.5720520019531,436.29998779296875,459.0,431.8500061035156,437.5,89471,2022-07-18
2022-07-25,470.1642761230469,470.95001220703125,478.3999938964844,435.20001220703125,440.6499938964844,194491,2022-07-25
2022-08-01,456.437255859375,457.20001220703125,483.0,444.20001220703125,464.0,63012,2022-08-01
2022-08-08,459.3822937011719,460.1499938964844,475.8500061035156,442.95001220703125,462.0,130160,2022-08-08
2022-08-15,443.25921630859375,444.0,460.1499938964844,435.79998779296875,460.1499938964844,79234,2022-08-15
2022-08-22,439.8648986816406,440.6000061035156,446.0,415.0,440.04998779296875,55960,2022-08-22
2022-08-29,434.673583984375,435.3999938964844,447.0,428.29998779296875,434.0,40954,2022-08-29
2022-09-05,474.1576232910156,474.95001220703125,476.20001220703125,424.5,435.3999938964844,155636,2022-09-05
2022-09-12,457.8847961425781,458.6499938964844,484.6499938964844,446.3500061035156,477.3999938964844,80790,2022-09-12
2022-09-19,441.9614562988281,442.70001220703125,465.0,440.0,464.6499938964844,42541,2022-09-19
2022-09-26,418.6274719238281,419.04998779296875,442.5,414.04998779296875,442.5,69591,2022-09-26
2022-10-03,433.96197509765625,434.3999938964844,438.5,393.6000061035156,418.45001220703125,79736,2022-10-03
2022-10-10,431.6143493652344,432.04998779296875,440.0,414.0,438.0,66196,2022-10-10
2022-10-17,430.5654296875,431.0,457.29998779296875,416.25,437.0,59657,2022-10-17
2022-10-24,435.6602783203125,436.1000061035156,449.0,425.25,431.0,74539,2022-10-24
2022-10-31,423.77227783203125,424.20001220703125,444.0,416.6499938964844,444.0,30972,2022-10-31
2022-11-07,418.27783203125,418.70001220703125,434.0,410.20001220703125,432.6499938964844,56941,2022-11-07
2022-11-14,431.9140625,432.3500061035156,441.8999938964844,393.6000061035156,414.8999938964844,439626,2022-11-14
2022-11-21,429.3666076660156,429.79998779296875,452.0,429.0,439.8999938964844,202423,2022-11-21
2022-11-28,433.512451171875,433.95001220703125,444.8999938964844,426.0,429.79998779296875,46033,2022-11-28
2022-12-05,434.5613708496094,435.0,462.0,421.29998779296875,440.45001220703125,252787,2022-12-05
2022-12-12,472.47314453125,472.95001220703125,544.3499755859375,433.5,433.5,838253,2022-12-12
2022-12-19,436.9090270996094,437.3500061035156,508.0,430.1000061035156,476.79998779296875,232475,2022-12-19
2022-12-26,475.4700927734375,475.95001220703125,494.0,436.54998779296875,439.95001220703125,140724,2022-12-26
2023-01-02,508.4867858886719,509.0,522.0,478.0,479.8999938964844,292712,2023-01-02
2023-01-09,509.9852294921875,510.5,544.0499877929688,505.3999938964844,516.6500244140625,366566,2023-01-09
2023-01-16,493.102294921875,493.6000061035156,521.4500122070312,490.0,514.9000244140625,103623,2023-01-16
2023-01-23,489.905517578125,490.3999938964844,511.45001220703125,477.1499938964844,500.0,234868,2023-01-23
2023-01-30,495.5498352050781,496.04998779296875,518.0,480.1000061035156,497.5,356079,2023-01-30
2023-02-06,479.9655456542969,480.45001220703125,497.6499938964844,474.04998779296875,496.04998779296875,61318,2023-02-06
2023-02-13,479.1663513183594,479.6499938964844,492.0,470.04998779296875,480.45001220703125,60322,2023-02-13
2023-02-20,477.21832275390625,477.70001220703125,494.0,461.3999938964844,486.75,225212,2023-02-20
2023-02-27,473.2723083496094,473.75,483.79998779296875,450.1000061035156,483.79998779296875,51497,2023-02-27
2023-03-06,468.1275329589844,468.6000061035156,489.0,457.1499938964844,474.0,100473,2023-03-06
2023-03-13,472.42315673828125,472.8999938964844,508.70001220703125,458.0,468.0,98329,2023-03-13
2023-03-20,502.5427551269531,503.04998779296875,512.25,447.6499938964844,470.25,188295,2023-03-20
2023-03-27,576.068603515625,576.6500244140625,582.0,482.0,505.0,498874,2023-03-27
2023-04-03,543.3016357421875,543.8499755859375,605.0,531.0,605.0,312106,2023-04-03
2023-04-10,515.629638671875,516.1500244140625,550.0,507.3500061035156,543.0,199332,2023-04-10
2023-04-17,514.23095703125,514.75,535.0,510.29998779296875,521.0,203153,2023-04-17
2023-04-24,514.131103515625,514.6500244140625,540.0,491.0,516.0499877929688,159081,2023-04-24
2023-05-01,554.2406005859375,554.7999877929688,579.3499755859375,514.6500244140625,514.6500244140625,435579,2023-05-01
2023-05-08,569.0756225585938,569.6500244140625,588.75,555.0,555.0,199735,2023-05-08
2023-05-15,532.2128295898438,532.75,583.0,530.3499755859375,564.1500244140625,209348,2023-05-15
2023-05-22,525.2698364257812,525.7999877929688,549.5,520.0,534.9500122070312,180705,2023-05-22
2023-05-29,585.0595092773438,585.6500244140625,617.6500244140625,556.0999755859375,561.6500244140625,1187492,2023-05-29
2023-06-05,582.811767578125,583.4000244140625,602.5,560.0499877929688,592.0,394931,2023-06-05
2023-06-12,625.7683715820312,626.4000244140625,644.1500244140625,579.0999755859375,583.4000244140625,1000206,2023-06-12
2023-06-19,608.8355102539062,609.4500122070312,638.3499755859375,606.0,634.7999877929688,265034,2023-06-19
2023-06-26,606.48779296875,607.0999755859375,620.1500244140625,598.4500122070312,609.0,180159,2023-06-26
2023-07-03,671.522216796875,672.2000122070312,686.9500122070312,605.25,616.2000122070312,826547,2023-07-03
2023-07-10,683.56005859375,684.25,699.0,661.75,683.0,586930,2023-07-10
2023-07-17,683.809814453125,684.5,704.5,657.2000122070312,689.9000244140625,395039,2023-07-17
2023-07-24,698.2952270507812,699.0,718.0,668.0999755859375,686.0,229475,2023-07-24
2023-07-31,741.45166015625,742.2000122070312,757.9000244140625,683.5,710.0,390540,2023-07-31
2023-08-07,741.6514282226562,742.4000244140625,774.2000122070312,726.0,746.7000122070312,438850,2023-08-07
2023-08-14,723.2699584960938,724.0,771.3499755859375,715.0,744.2999877929688,237600,2023-08-14
2023-08-21,719.9732666015625,720.7000122070312,745.3499755859375,692.5,724.0,253399,2023-08-21
2023-08-28,709.3839721679688,710.0999755859375,756.9500122070312,708.25,724.0,266179,2023-08-28
2023-09-04,717.4259033203125,718.1500244140625,729.7999877929688,703.3499755859375,720.0,178257,2023-09-04
2023-09-11,720.7225341796875,721.4500122070312,737.3499755859375,690.0999755859375,730.0,258714,2023-09-11
2023-09-18,696.6968383789062,697.4000244140625,742.0,684.0,723.0,195640,2023-09-18
2023-09-25,703.2449340820312,703.5499877929688,736.5,690.75,697.4000244140625,516394,2023-09-25
2023-10-02,729.783447265625,730.0999755859375,740.4000244140625,684.0499877929688,703.5499877929688,319198,2023-10-02
2023-10-09,696.4978637695312,696.7999877929688,727.7999877929688,692.0,727.7999877929688,162925,2023-10-09
2023-10-16,724.9855346679688,725.2999877929688,766.9000244140625,696.7999877929688,696.7999877929688,667403,2023-10-16
2023-10-23,693.099365234375,693.4000244140625,723.5499877929688,650.0,720.9000244140625,375002,2023-10-23
2023-10-30,678.7056274414062,679.0,696.0,664.5999755859375,688.4500122070312,162102,2023-10-30
2023-11-06,680.5048217773438,680.7999877929688,711.25,674.0,683.0,343553,2023-11-06
2023-11-13,768.3167724609375,768.6500244140625,803.4000244140625,672.5,688.5,1750783,2023-11-13
2023-11-20,809.9986572265625,810.3499755859375,839.8499755859375,773.0,773.0,1043684,2023-11-20
2023-11-27,799.1533813476562,799.5,855.0,792.5499877929688,810.3499755859375,928768,2023-11-27
2023-12-04,851.1807861328125,851.5499877929688,863.5499877929688,802.1500244140625,809.75,509327,2023-12-04
2023-12-11,832.8387451171875,833.2000122070312,872.5499877929688,823.7999877929688,847.4000244140625,225361,2023-12-11
2023-12-18,800.5027465820312,800.8499755859375,842.0,786.3499755859375,840.5,253318,2023-12-18
2023-12-25,775.1637573242188,775.5,808.25,770.0,800.8499755859375,145952,2023-12-25
2024-01-01,787.2584838867188,787.5999755859375,799.5999755859375,747.7999877929688,797.75,474760,2024-01-01
2024-01-08,826.7913818359375,827.1500244140625,847.8499755859375,785.25,790.0,263400,2024-01-08
2024-01-15,815.8461303710938,816.2000122070312,852.0,787.0,839.0999755859375,398905,2024-01-15
2024-01-22,809.049072265625,809.4000244140625,833.0999755859375,790.75,816.2000122070312,123493,2024-01-22
2024-01-29,864.9747924804688,865.3499755859375,896.5,815.0,827.0,688448,2024-01-29
2024-02-05,891.3134155273438,891.7000122070312,933.4000244140625,859.0499877929688,864.0,471820,2024-02-05
2024-02-12,1016.4091186523438,1016.8499755859375,1029.0,845.2000122070312,891.7000122070312,1398045,2024-02-12
2024-02-19,1193.7822265625,1194.300048828125,1208.0,1014.1500244140625,1025.4000244140625,1218233,2024-02-19
2024-02-26,1166.743896484375,1167.25,1215.949951171875,1125.050048828125,1207.0,518435,2024-02-26
2024-03-04,1135.5074462890625,1136.0,1276.050048828125,1116.6500244140625,1276.050048828125,473297,2024-03-04
2024-03-11,1040.8486328125,1041.300048828125,1156.75,999.0499877929688,1139.949951171875,685233,2024-03-11
2024-03-18,1024.355712890625,1024.800048828125,1055.3499755859375,997.0499877929688,1047.0,355292,2024-03-18
2024-03-25,1020.9571533203125,1021.4000244140625,1037.0,987.0499877929688,1024.800048828125,128414,2024-03-25
2024-04-01,1078.182373046875,1078.6500244140625,1100.0,1024.5999755859375,1028.949951171875,387846,2024-04-01
2024-04-08,1067.5369873046875,1068.0,1111.5,1055.9000244140625,1083.0,384952,2024-04-08
2024-04-15,1073.5343017578125,1074.0,1092.4000244140625,1020.0,1020.0499877929688,218171,2024-04-15
2024-04-22,1117.1654052734375,1117.6500244140625,1166.699951171875,1075.0,1080.949951171875,436094,2024-04-22
2024-04-29,1094.925048828125,1095.4000244140625,1147.449951171875,1086.0,1134.949951171875,164694,2024-04-29
2024-05-06,1079.6817626953125,1080.1500244140625,1111.300048828125,1040.8499755859375,1111.300048828125,407857,2024-05-06
2024-05-13,1202.3785400390625,1202.9000244140625,1230.0,1052.949951171875,1077.5999755859375,339776,2024-05-13
2024-05-20,1277.3958740234375,1277.949951171875,1299.0,1193.550048828125,1204.8499755859375,211020,2024-05-20
2024-05-27,1171.3919677734375,1171.9000244140625,1389.0,1158.0,1275.0,1233069,2024-05-27
2024-06-03,1170.29248046875,1170.800048828125,1325.0,1050.0,1325.0,959483,2024-06-03
2024-06-10,1212.424072265625,1212.949951171875,1232.9000244140625,1176.699951171875,1188.3499755859375,972520,2024-06-10
2024-06-17,1196.6309814453125,1197.1500244140625,1238.0,1178.5999755859375,1212.949951171875,420466,2024-06-17
2024-06-24,1246.159423828125,1246.699951171875,1287.5999755859375,1181.4000244140625,1204.1500244140625,554680,2024-06-24
2024-07-01,1465.46435546875,1466.0999755859375,1542.449951171875,1232.6500244140625,1265.050048828125,2233643,2024-07-01
2024-07-08,1469.96240234375,1470.5999755859375,1540.300048828125,1384.050048828125,1478.949951171875,1502382,2024-07-08
2024-07-15,1380.9010009765625,1381.5,1490.0,1368.0,1489.3499755859375,383723,2024-07-15
2024-07-22,1357.111328125,1357.699951171875,1450.0,1332.4000244140625,1381.5,380153,2024-07-22
2024-07-29,1356.461669921875,1357.050048828125,1441.0,1350.0999755859375,1360.300048828125,389021,2024-07-29
2024-08-05,1323.92578125,1324.5,1344.9000244140625,1273.0,1310.0,300620,2024-08-05
2024-08-12,1319.8275146484375,1320.4000244140625,1372.5,1196.0,1336.3499755859375,436855,2024-08-12
2024-08-19,1305.9835205078125,1306.550048828125,1363.699951171875,1295.8499755859375,1324.050048828125,219578,2024-08-19
2024-08-26,1284.8427734375,1285.4000244140625,1345.0,1259.300048828125,1310.0,585178,2024-08-26
2024-09-02,1188.4844970703125,1189.0,1285.0,1160.0999755859375,1285.0,408840,2024-09-02
2024-09-09,1159.3470458984375,1159.8499755859375,1280.5,1147.949951171875,1206.9000244140625,1220152,2024-09-09
2024-09-16,1222.369873046875,1222.9000244140625,1230.9000244140625,1140.0,1171.050048828125,369686,2024-09-16
2024-09-23,1136.5999755859375,1136.5999755859375,1243.0,1133.300048828125,1227.699951171875,474482,2024-09-23
2024-09-30,1112.8499755859375,1112.8499755859375,1154.25,1092.4000244140625,1153.800048828125,328230,2024-09-30
2024-10-07,1079.300048828125,1079.300048828125,1139.5999755859375,1055.0,1125.0,736478,2024-10-07
2024-10-14,1174.25,1174.25,1179.25,1071.550048828125,1090.0,563608,2024-10-14
2024-10-21,1031.6500244140625,1031.6500244140625,1183.4000244140625,1000.0,1174.25,384040,2024-10-21
2024-10-28,1077.199951171875,1077.199951171875,1081.550048828125,1004.5,1039.0999755859375,217015,2024-10-28
2024-11-04,1050.949951171875,1050.949951171875,1083.949951171875,1025.0999755859375,1083.949951171875,168679,2024-11-04
2024-11-11,997.6500244140625,997.6500244140625,1048.3499755859375,983.0,1040.0,148569,2024-11-11
2024-11-18,927.5499877929688,927.5499877929688,1001.0,915.0,972.4000244140625,336091,2024-11-18
2024-11-25,1001.2000122070312,1001.2000122070312,1009.0,951.2999877929688,956.0,244276,2024-11-25
2024-12-02,1069.1500244140625,1069.1500244140625,1110.0,990.0,1011.0999755859375,262403,2024-12-02
2024-12-09,1112.949951171875,1112.949951171875,1174.800048828125,1052.300048828125,1069.1500244140625,470345,2024-12-09
2024-12-16,1043.25,1043.25,1135.5,1035.0,1115.0,558084,2024-12-16
2024-12-23,1028.800048828125,1028.800048828125,1068.699951171875,1015.0,1068.699951171875,145156,2024-12-23
2024-12-30,989.4500122070312,989.4500122070312,1062.8499755859375,986.0499877929688,1040.0,360635,2024-12-30
2025-01-06,905.2999877929688,905.2999877929688,1018.0,899.9500122070312,997.0,370958,2025-01-06
2025-01-13,847.3499755859375,847.3499755859375,906.9500122070312,835.0,890.0,406853,2025-01-13
2025-01-20,785.5999755859375,785.5999755859375,861.5999755859375,774.7000122070312,855.0,399722,2025-01-20
2025-01-27,826.0,826.0,880.0,749.0,783.0,598444,2025-01-27
2025-02-03,749.8499755859375,749.8499755859375,824.4000244140625,747.0,824.4000244140625,329339,2025-02-03
2025-02-10,668.9500122070312,668.9500122070312,779.7000122070312,659.1500244140625,749.9500122070312,578638,2025-02-10
2025-02-17,649.8499755859375,649.8499755859375,705.9500122070312,620.0,680.0,859103,2025-02-17
2025-02-24,646.1500244140625,646.1500244140625,665.8499755859375,626.25,649.0,746436,2025-02-24
2025-03-03,715.2999877929688,715.2999877929688,722.5,628.8499755859375,656.0499877929688,526630,2025-03-03
2025-03-10,733.0499877929688,733.0499877929688,737.4500122070312,693.2000122070312,715.5,369821,2025-03-10
2025-03-17,819.0,819.0,828.5499877929688,725.0499877929688,747.7999877929688,557846,2025-03-17
2025-03-24,819.2000122070312,819.2000122070312,844.8499755859375,804.1500244140625,825.8499755859375,539247,2025-03-24
2025-03-31,831.4000244140625,831.4000244140625,854.9500122070312,802.75,819.2000122070312,292608,2025-03-31
2025-04-07,862.5499877929688,862.5499877929688,869.9500122070312,722.7000122070312,722.7000122070312,247781,2025-04-07
2025-04-14,923.2000122070312,923.2000122070312,927.5999755859375,862.5499877929688,862.5499877929688,402137,2025-04-14
2025-04-21,858.4500122070312,858.4500122070312,932.0,840.0,925.0,194422,2025-04-21
2025-04-28,848.4000244140625,848.4000244140625,894.4000244140625,828.5999755859375,836.7999877929688,181193,2025-04-28
2025-05-05,855.8499755859375,855.8499755859375,878.75,825.7999877929688,845.0,183746,2025-05-05
2025-05-12,929.5999755859375,929.5999755859375,952.25,875.0,888.0,242100,2025-05-12
2025-05-19,936.4500122070312,936.4500122070312,956.5999755859375,918.5999755859375,952.8499755859375,149102,2025-05-19
2025-05-26,973.0,973.0,984.8499755859375,925.0,945.4000244140625,182920,2025-05-26
2025-06-02,911.0499877929688,911.0499877929688,996.0,908.0,996.0,371560,2025-06-02
2025-06-09,920.7000122070312,920.7000122070312,963.4000244140625,895.0,910.0499877929688,208637,2025-06-09
2025-06-16,908.3499755859375,908.3499755859375,938.9500122070312,889.9500122070312,916.2000122070312,150462,2025-06-16
2025-06-23,986.75,986.75,996.9000244140625,897.4500122070312,905.0999755859375,496336,2025-06-23
2025-06-30,988.4000244140625,988.4000244140625,1039.0,969.0,999.0,386805,2025-06-30
2025-07-07,983.7000122070312,983.7000122070312,1014.5999755859375,935.2000122070312,982.0,302611,2025-07-07
2025-07-14,1116.9000244140625,1116.9000244140625,1125.0,980.0,984.0,926189,2025-07-14
