Date,Adj Close_RSYSTEMS.NS,Close_RSYSTEMS.NS,High_RSYSTEMS.NS,Low_RSYSTEMS.NS,Open_RSYSTEMS.NS,Volume_RSYSTEMS.NS,Date
2021-06-21,135.73374938964844,152.10000610351562,167.0,135.64999389648438,139.0,4061897,2021-06-21
2021-06-28,141.5863494873047,156.25,163.25,145.3000030517578,152.0,1226310,2021-06-28
2021-07-05,141.72227478027344,156.39999389648438,162.8000030517578,152.0,158.60000610351562,440353,2021-07-05
2021-07-12,158.4407958984375,174.85000610351562,176.5,156.5,158.35000610351562,1932421,2021-07-12
2021-07-19,171.26284790039062,189.0,193.5,172.75,174.0,1398160,2021-07-19
2021-07-26,185.7159881591797,204.9499969482422,211.9499969482422,177.1999969482422,189.1999969482422,2304050,2021-07-26
2021-08-02,175.43116760253906,193.60000610351562,209.0,191.5,207.0,2709469,2021-08-02
2021-08-09,175.7030029296875,193.89999389648438,200.89999389648438,187.64999389648438,195.75,1030518,2021-08-09
2021-08-16,173.89068603515625,191.89999389648438,199.85000610351562,191.0,193.89999389648438,386431,2021-08-16
2021-08-23,187.43768310546875,206.85000610351562,208.0,190.0,197.5,1037558,2021-08-23
2021-08-30,183.31466674804688,202.3000030517578,213.75,192.10000610351562,209.85000610351562,895333,2021-08-30
2021-09-06,180.7321319580078,199.4499969482422,204.5500030517578,195.0,203.4499969482422,231800,2021-09-06
2021-09-13,190.83575439453125,210.60000610351562,224.75,202.10000610351562,204.89999389648438,1323346,2021-09-13
2021-09-20,194.2338104248047,214.35000610351562,221.0,197.3000030517578,214.8000030517578,640963,2021-09-20
2021-09-27,201.39242553710938,222.25,231.0,210.0,215.39999389648438,469198,2021-09-27
2021-10-04,194.27911376953125,214.39999389648438,227.3000030517578,212.0500030517578,224.0,263200,2021-10-04
2021-10-11,199.62542724609375,220.3000030517578,221.25,206.1999969482422,215.39999389648438,387868,2021-10-11
2021-10-18,195.86488342285156,216.14999389648438,224.8000030517578,209.5500030517578,222.39999389648438,374987,2021-10-18
2021-10-25,198.9005126953125,219.5,225.0,200.10000610351562,216.0,562753,2021-10-25
2021-11-01,206.0591278076172,227.39999389648438,232.0,210.1999969482422,224.0,505689,2021-11-01
2021-11-08,214.30511474609375,236.5,259.75,229.85000610351562,235.0,1309946,2021-11-08
2021-11-15,219.66790771484375,239.25,254.8000030517578,230.10000610351562,236.5,407824,2021-11-15
2021-11-22,294.0841369628906,320.29998779296875,329.0,221.9499969482422,239.64999389648438,4753154,2021-11-22
2021-11-29,292.7528381347656,318.8500061035156,351.8999938964844,288.95001220703125,324.8500061035156,2291162,2021-11-29
2021-12-06,283.98443603515625,309.29998779296875,329.0,306.0,318.8500061035156,397557,2021-12-06
2021-12-13,267.779052734375,291.6499938964844,319.5,279.04998779296875,312.0,710364,2021-12-13
2021-12-20,282.4695129394531,307.6499938964844,314.5,280.0,291.70001220703125,459824,2021-12-20
2021-12-27,298.1240234375,324.70001220703125,350.0,310.1499938964844,314.0,1096444,2021-12-27
2022-01-03,291.6051330566406,317.6000061035156,333.0,300.0,333.0,554134,2022-01-03
2022-01-10,297.6649475097656,324.20001220703125,338.20001220703125,316.1499938964844,322.0,575166,2022-01-10
2022-01-17,291.1001281738281,317.04998779296875,354.95001220703125,310.1000061035156,329.0,763944,2022-01-17
2022-01-24,280.26593017578125,305.25,316.79998779296875,284.25,311.0,274619,2022-01-24
2022-01-31,273.1502990722656,297.5,311.75,294.29998779296875,306.6000061035156,159279,2022-01-31
2022-02-07,259.6075134277344,282.75,300.0,276.45001220703125,300.0,145908,2022-02-07
2022-02-14,243.81529235839844,265.54998779296875,285.29998779296875,255.0,273.1000061035156,281309,2022-02-14
2022-02-21,203.0952606201172,221.1999969482422,265.0,190.0,258.54998779296875,1490227,2022-02-21
2022-02-28,203.7838897705078,221.9499969482422,235.14999389648438,215.0,220.0,231225,2022-02-28
2022-03-07,227.51809692382812,247.8000030517578,258.70001220703125,215.14999389648438,218.0,490795,2022-03-07
2022-03-14,235.0928497314453,256.04998779296875,264.8999938964844,246.35000610351562,250.60000610351562,462791,2022-03-14
2022-03-21,252.53773498535156,275.04998779296875,307.25,256.79998779296875,260.95001220703125,904547,2022-03-21
2022-03-28,246.43203735351562,268.3999938964844,277.5,251.89999389648438,275.0,373980,2022-03-28
2022-04-04,256.4858093261719,279.3500061035156,283.6000061035156,267.1499938964844,274.95001220703125,288598,2022-04-04
2022-04-11,242.9430694580078,264.6000061035156,282.0,263.25,282.0,134223,2022-04-11
2022-04-18,239.13275146484375,260.45001220703125,283.0,242.10000610351562,265.8500061035156,321249,2022-04-18
2022-04-25,230.96116638183594,251.5500030517578,260.0,243.0,256.79998779296875,196824,2022-04-25
2022-05-02,213.3785858154297,232.39999389648438,250.9499969482422,222.64999389648438,241.25,277611,2022-05-02
2022-05-09,200.1112518310547,217.9499969482422,235.6999969482422,207.35000610351562,230.0,439253,2022-05-09
2022-05-16,209.75186157226562,228.4499969482422,234.39999389648438,213.39999389648438,222.3000030517578,207766,2022-05-16
2022-05-23,196.57638549804688,214.10000610351562,233.3000030517578,188.60000610351562,229.0,333063,2022-05-23
2022-05-30,215.03125,234.1999969482422,246.0500030517578,218.39999389648438,226.0,260767,2022-05-30
2022-06-06,207.86965942382812,226.39999389648438,233.75,223.25,228.5,97804,2022-06-06
2022-06-13,198.2290496826172,215.89999389648438,227.9499969482422,201.35000610351562,225.0500030517578,165120,2022-06-13
2022-06-20,209.30126953125,221.25,223.89999389648438,200.0,216.0,212827,2022-06-20
2022-06-27,210.34188842773438,222.35000610351562,228.9499969482422,215.75,224.9499969482422,84785,2022-06-27
2022-07-04,228.17384338378906,241.1999969482422,282.95001220703125,220.60000610351562,222.35000610351562,1292747,2022-07-04
2022-07-11,226.6602783203125,239.60000610351562,254.0,232.0500030517578,237.0,163655,2022-07-11
2022-07-18,231.4375457763672,244.64999389648438,250.0,239.0,242.0500030517578,156351,2022-07-18
2022-07-25,225.8088836669922,238.6999969482422,246.9499969482422,231.60000610351562,244.64999389648438,111188,2022-07-25
2022-08-01,233.42413330078125,246.75,255.5,236.5500030517578,240.0,293816,2022-08-01
2022-08-08,227.9846649169922,241.0,250.0,237.75,250.0,136684,2022-08-08
2022-08-15,231.1064453125,244.3000030517578,247.1999969482422,238.0,241.0,148668,2022-08-15
2022-08-22,220.88970947265625,233.5,246.3000030517578,233.0,246.3000030517578,109447,2022-08-22
2022-08-29,216.68003845214844,229.0500030517578,232.0,224.0,225.25,131270,2022-08-29
2022-09-05,230.1131591796875,243.25,263.95001220703125,220.60000610351562,225.35000610351562,552808,2022-09-05
2022-09-12,216.49082946777344,228.85000610351562,249.5,228.0,241.3000030517578,242228,2022-09-12
2022-09-19,216.1124267578125,228.4499969482422,232.89999389648438,225.0,225.0,131406,2022-09-19
2022-09-26,216.34893798828125,228.6999969482422,233.9499969482422,218.0,228.4499969482422,153623,2022-09-26
2022-10-03,228.41036987304688,241.4499969482422,245.0,226.0,229.0,125624,2022-10-03
2022-10-10,224.4844970703125,237.3000030517578,251.0,228.0,240.0,224781,2022-10-10
2022-10-17,224.389892578125,237.1999969482422,244.64999389648438,230.0,238.5,119395,2022-10-17
2022-10-24,217.7206268310547,230.14999389648438,242.1999969482422,228.60000610351562,239.9499969482422,49509,2022-10-24
2022-10-31,218.61932373046875,231.10000610351562,238.64999389648438,227.10000610351562,231.35000610351562,100316,2022-10-31
2022-11-07,230.4442596435547,243.60000610351562,249.9499969482422,233.35000610351562,235.25,201457,2022-11-07
2022-11-14,248.18165588378906,262.3500061035156,282.04998779296875,233.5500030517578,244.8000030517578,3653308,2022-11-14
2022-11-21,240.28260803222656,254.0,265.25,252.0,265.25,621839,2022-11-21
2022-11-28,247.80325317382812,261.95001220703125,267.8999938964844,251.0,253.10000610351562,657947,2022-11-28
2022-12-05,253.38462829589844,267.8500061035156,285.75,261.20001220703125,263.79998779296875,1191963,2022-12-05
2022-12-12,251.0669403076172,265.3999938964844,274.3999938964844,264.0,266.70001220703125,246384,2022-12-12
2022-12-19,240.56639099121094,254.3000030517578,267.8500061035156,253.5,265.25,263481,2022-12-19
2022-12-26,239.99879455566406,253.6999969482422,260.0,252.0500030517578,254.3000030517578,97694,2022-12-26
2023-01-02,228.31576538085938,241.35000610351562,255.1999969482422,239.14999389648438,255.0,362889,2023-01-02
2023-01-09,228.031982421875,241.0500030517578,246.9499969482422,238.0,242.60000610351562,472552,2023-01-09
2023-01-16,229.78204345703125,242.89999389648438,247.0,239.64999389648438,241.0500030517578,152554,2023-01-16
2023-01-23,229.1671600341797,242.25,247.5,240.5,247.5,110032,2023-01-23
2023-01-30,230.86996459960938,244.0500030517578,246.5,240.39999389648438,244.0,178739,2023-01-30
2023-02-06,231.1064453125,244.3000030517578,245.75,240.0500030517578,244.0500030517578,98348,2023-02-06
2023-02-13,240.377197265625,254.10000610351562,257.3500061035156,242.60000610351562,245.5,686485,2023-02-13
2023-02-20,240.18798828125,253.89999389648438,256.6000061035156,250.0500030517578,256.5,154549,2023-02-20
2023-02-27,238.81629943847656,252.4499969482422,255.0,246.10000610351562,253.0,566702,2023-02-27
2023-03-06,237.6811065673828,251.25,257.5,249.14999389648438,253.75,150815,2023-03-06
2023-03-13,235.4107208251953,248.85000610351562,255.0,247.0,253.0,211018,2023-03-13
2023-03-20,242.22186279296875,256.04998779296875,259.8999938964844,248.35000610351562,252.8000030517578,446475,2023-03-20
2023-03-27,240.85018920898438,254.60000610351562,257.5,253.0500030517578,255.0,122657,2023-03-27
2023-04-03,243.640869140625,257.54998779296875,259.75,254.10000610351562,255.89999389648438,207662,2023-04-03
2023-04-10,242.6948699951172,256.54998779296875,259.0,255.0,259.0,705498,2023-04-10
2023-04-17,243.35707092285156,257.25,257.8999938964844,254.10000610351562,256.95001220703125,1710431,2023-04-17
2023-04-24,239.1474151611328,252.8000030517578,263.79998779296875,252.1999969482422,257.04998779296875,2477026,2023-04-24
2023-05-01,236.02561950683594,249.5,255.0,243.25,252.8000030517578,2066621,2023-05-01
2023-05-08,236.02561950683594,249.5,254.39999389648438,242.5500030517578,249.5500030517578,980394,2023-05-08
2023-05-15,234.37013244628906,247.75,257.0,246.35000610351562,250.6999969482422,3672134,2023-05-15
2023-05-22,271.9261169433594,287.45001220703125,294.70001220703125,241.3000030517578,249.0,4236026,2023-05-22
2023-05-29,315.1107482910156,333.1000061035156,335.0,281.1499938964844,290.29998779296875,3513001,2023-05-29
2023-06-05,345.9502258300781,365.70001220703125,369.8999938964844,328.04998779296875,334.0,2950993,2023-06-05
2023-06-12,392.39849853515625,414.79998779296875,440.0,367.1499938964844,368.0,2283352,2023-06-12
2023-06-19,382.98590087890625,404.8500061035156,416.0,387.1499938964844,412.0,858410,2023-06-19
2023-06-26,395.4256591796875,418.0,435.0,398.0,403.25,409749,2023-06-26
2023-07-03,396.5609130859375,419.20001220703125,447.04998779296875,417.1000061035156,418.0,807248,2023-07-03
2023-07-10,439.130615234375,464.20001220703125,487.70001220703125,401.75,421.5,1720637,2023-07-10
2023-07-17,426.3123779296875,450.6499938964844,473.0,442.54998779296875,467.1000061035156,525696,2023-07-17
2023-07-24,436.7183532714844,461.6499938964844,478.1499938964844,444.79998779296875,450.0,517125,2023-07-24
2023-07-31,411.3183898925781,434.79998779296875,467.8999938964844,400.20001220703125,467.8999938964844,984103,2023-07-31
2023-08-07,443.9079284667969,469.25,477.5,428.8999938964844,432.45001220703125,931136,2023-08-07
2023-08-14,481.41656494140625,508.8999938964844,517.6500244140625,457.04998779296875,469.0,1414191,2023-08-14
2023-08-21,466.8482666015625,493.5,510.0,489.6499938964844,510.0,471616,2023-08-21
2023-08-28,462.8277893066406,489.25,506.0,480.04998779296875,494.6499938964844,341261,2023-08-28
2023-09-04,494.9915771484375,523.25,538.0,481.3500061035156,481.3500061035156,872347,2023-09-04
2023-09-11,468.4091491699219,495.1499938964844,526.0,443.8500061035156,525.9500122070312,728050,2023-09-11
2023-09-18,462.92242431640625,489.3500061035156,499.20001220703125,474.1499938964844,499.1000061035156,196726,2023-09-18
2023-09-25,475.5987243652344,502.75,512.9500122070312,492.04998779296875,496.6000061035156,237078,2023-09-25
2023-10-02,483.26129150390625,510.8500061035156,522.0,492.45001220703125,502.75,195075,2023-10-02
2023-10-09,466.42254638671875,493.04998779296875,517.25,475.1000061035156,513.7000122070312,279746,2023-10-09
2023-10-16,480.42327880859375,507.8500061035156,528.4500122070312,481.1000061035156,490.0,381484,2023-10-16
2023-10-23,472.0512390136719,499.0,518.9500122070312,467.1000061035156,508.8999938964844,231823,2023-10-23
2023-10-30,478.62591552734375,505.95001220703125,519.4000244140625,491.0,519.4000244140625,193334,2023-10-30
2023-11-06,461.0777282714844,487.3999938964844,535.9500122070312,475.04998779296875,509.75,341712,2023-11-06
2023-11-13,458.5708312988281,484.75,498.70001220703125,481.75,498.70001220703125,147786,2023-11-13
2023-11-20,464.1994934082031,490.70001220703125,507.6000061035156,475.54998779296875,485.3999938964844,245380,2023-11-20
2023-11-27,453.6989440917969,479.6000061035156,505.0,476.04998779296875,490.70001220703125,146760,2023-11-27
2023-12-04,461.0777282714844,487.3999938964844,490.95001220703125,463.8500061035156,483.45001220703125,232233,2023-12-04
2023-12-11,501.7554931640625,530.4000244140625,545.0,481.79998779296875,491.04998779296875,766967,2023-12-11
2023-12-18,540.5885009765625,571.4500122070312,599.0,523.0,533.0499877929688,2605078,2023-12-18
2023-12-25,525.7979125976562,549.0999755859375,587.0,544.5499877929688,571.4500122070312,455523,2023-12-25
2024-01-01,523.8348999023438,547.0499877929688,564.7000122070312,539.2000122070312,549.5,469706,2024-01-01
2024-01-08,512.056884765625,534.75,552.0,522.5999755859375,551.0,423423,2024-01-08
2024-01-15,501.4757995605469,523.7000122070312,551.75,507.29998779296875,540.0,335320,2024-01-15
2024-01-22,488.5008239746094,510.1499938964844,570.0,507.25,523.7000122070312,688587,2024-01-22
2024-01-29,487.5911560058594,509.20001220703125,527.2000122070312,500.0,512.5999755859375,448097,2024-01-29
2024-02-05,469.1580810546875,489.95001220703125,518.0,481.0,518.0,479880,2024-02-05
2024-02-12,449.71954345703125,469.6499938964844,497.95001220703125,453.25,493.8500061035156,1207268,2024-02-12
2024-02-19,442.15478515625,461.75,476.70001220703125,448.0,476.70001220703125,639225,2024-02-19
2024-02-26,447.2298583984375,467.04998779296875,470.6000061035156,440.20001220703125,456.3500061035156,657963,2024-02-26
2024-03-04,447.038330078125,466.8500061035156,484.0,454.79998779296875,463.0,1050990,2024-03-04
2024-03-11,433.6803283691406,452.8999938964844,466.6000061035156,426.0,465.79998779296875,617781,2024-03-11
2024-03-18,432.38763427734375,451.54998779296875,462.25,435.0,453.29998779296875,523621,2024-03-18
2024-03-25,422.8598937988281,441.6000061035156,465.45001220703125,431.25,455.1499938964844,620488,2024-03-25
2024-04-01,452.0569763183594,465.95001220703125,487.29998779296875,440.0,440.54998779296875,1057028,2024-04-01
2024-04-08,437.4072265625,450.8500061035156,472.25,446.0,468.79998779296875,499123,2024-04-08
2024-04-15,449.4374694824219,463.25,497.0,428.25,437.0,954729,2024-04-15
2024-04-22,457.5870056152344,471.6499938964844,482.0,461.0,470.20001220703125,586665,2024-04-22
2024-04-29,420.86553955078125,433.79998779296875,475.04998779296875,430.75,472.0,573214,2024-04-29
2024-05-06,399.7155456542969,412.0,441.95001220703125,405.25,436.79998779296875,548770,2024-05-06
2024-05-13,467.4343566894531,481.79998779296875,497.8999938964844,410.04998779296875,415.3999938964844,963084,2024-05-13
2024-05-20,447.836669921875,461.6000061035156,488.6000061035156,458.79998779296875,480.70001220703125,318496,2024-05-20
2024-05-27,428.675537109375,441.8500061035156,464.79998779296875,430.0,464.79998779296875,444317,2024-05-27
2024-06-03,454.7734680175781,468.75,475.45001220703125,390.1000061035156,450.70001220703125,511369,2024-06-03
2024-06-10,494.89056396484375,510.1000061035156,543.9000244140625,460.0,473.5,2224347,2024-06-10
2024-06-17,490.4762268066406,505.54998779296875,524.0,477.0,510.1000061035156,1179406,2024-06-17
2024-06-24,520.3578491210938,536.3499755859375,551.3499755859375,484.0,504.79998779296875,1274113,2024-06-24
2024-07-01,508.76422119140625,524.4000244140625,544.9000244140625,508.25,535.0,2009865,2024-07-01
2024-07-08,470.6359558105469,485.1000061035156,539.75,480.20001220703125,539.75,608404,2024-07-08
2024-07-15,463.0200500488281,477.25,507.5,472.1000061035156,485.5,590704,2024-07-15
2024-07-22,467.4343566894531,481.79998779296875,488.3999938964844,462.6499938964844,470.25,389573,2024-07-22
2024-07-29,461.0796813964844,475.25,492.0,468.54998779296875,484.3500061035156,283757,2024-07-29
2024-08-05,455.2585754394531,469.25,484.0,450.20001220703125,458.6499938964844,497353,2024-08-05
2024-08-12,452.3480224609375,466.25,481.95001220703125,460.54998779296875,469.25,546771,2024-08-12
2024-08-19,475.4869079589844,490.1000061035156,509.0,461.1499938964844,466.25,1070404,2024-08-19
2024-08-26,504.1072998046875,519.5999755859375,529.0,478.79998779296875,490.1000061035156,1189538,2024-08-26
2024-09-02,482.61773681640625,497.45001220703125,528.0,493.3500061035156,520.0,689994,2024-09-02
2024-09-09,513.1785278320312,528.9500122070312,533.0,483.04998779296875,495.1000061035156,1097374,2024-09-09
2024-09-16,489.45751953125,504.5,540.0,488.8999938964844,536.5,826049,2024-09-16
2024-09-23,460.982666015625,475.1499938964844,514.2000122070312,470.04998779296875,504.5,793540,2024-09-23
2024-09-30,487.9537353515625,502.95001220703125,519.0,460.29998779296875,470.04998779296875,3325834,2024-09-30
2024-10-07,501.4878234863281,516.9000244140625,539.4000244140625,494.5,514.0,2284106,2024-10-07
2024-10-14,506.2416687011719,521.7999877929688,553.0999755859375,503.95001220703125,520.9000244140625,2206761,2024-10-14
2024-10-21,464.91192626953125,479.20001220703125,525.0,469.75,523.3499755859375,895346,2024-10-21
2024-10-28,476.8936462402344,491.54998779296875,496.5,471.0,484.20001220703125,1126831,2024-10-28
2024-11-04,475.535400390625,490.1499938964844,518.8499755859375,476.75,495.20001220703125,871869,2024-11-04
2024-11-11,470.5389709472656,485.0,508.70001220703125,475.20001220703125,490.1000061035156,852729,2024-11-11
2024-11-18,455.9862060546875,470.0,494.75,462.25,488.6499938964844,779747,2024-11-18
2024-11-25,484.1234130859375,492.20001220703125,504.0,463.54998779296875,476.0,1179110,2024-11-25
2024-12-02,487.12335205078125,495.25,518.9500122070312,485.5,495.54998779296875,1017709,2024-12-02
2024-12-09,482.25457763671875,490.29998779296875,503.75,482.0,495.04998779296875,874107,2024-12-09
2024-12-16,469.51708984375,477.3500061035156,522.9000244140625,473.1000061035156,492.20001220703125,1104202,2024-12-16
2024-12-23,462.33685302734375,470.04998779296875,482.3500061035156,466.0,475.6000061035156,547877,2024-12-23
2024-12-30,467.7958068847656,475.6000061035156,477.6000061035156,457.6000061035156,473.6000061035156,671364,2024-12-30
2025-01-06,464.7466735839844,472.5,484.8500061035156,465.0,475.6000061035156,499118,2025-01-06
2025-01-13,435.3373107910156,442.6000061035156,469.95001220703125,434.54998779296875,469.95001220703125,510507,2025-01-13
2025-01-20,428.74725341796875,435.8999938964844,466.8500061035156,431.1499938964844,442.6000061035156,387128,2025-01-20
2025-01-27,417.33758544921875,424.29998779296875,437.04998779296875,397.20001220703125,437.0,546947,2025-01-27
2025-02-03,405.386962890625,412.1499938964844,427.0,405.54998779296875,420.29998779296875,435200,2025-02-03
2025-02-10,362.3548583984375,368.3999938964844,415.25,352.79998779296875,415.25,791778,2025-02-10
2025-02-17,350.1091613769531,355.95001220703125,371.54998779296875,351.1499938964844,368.04998779296875,451766,2025-02-17
2025-02-24,312.1425476074219,317.3500061035156,358.75,312.79998779296875,354.8500061035156,783956,2025-02-24
2025-03-03,347.3059387207031,353.1000061035156,385.0,304.25,319.8500061035156,1238940,2025-03-03
2025-03-10,320.84735107421875,326.20001220703125,365.0,321.54998779296875,355.0,908281,2025-03-10
2025-03-17,327.0439453125,332.5,346.20001220703125,315.04998779296875,325.79998779296875,1067593,2025-03-17
2025-03-24,321.0932312011719,326.45001220703125,380.6499938964844,322.54998779296875,339.20001220703125,1093819,2025-03-24
2025-03-31,305.35577392578125,310.45001220703125,338.6499938964844,306.1000061035156,326.45001220703125,424291,2025-03-31
2025-04-07,315.4375915527344,320.70001220703125,325.04998779296875,283.0,295.0,489274,2025-04-07
2025-04-14,325.0276184082031,330.45001220703125,344.0,319.95001220703125,320.70001220703125,308395,2025-04-14
2025-04-21,307.9130859375,313.04998779296875,348.1000061035156,311.29998779296875,330.0,816392,2025-04-21
2025-04-28,321.0440368652344,326.3999938964844,333.8999938964844,308.1499938964844,311.29998779296875,551389,2025-04-28
2025-05-05,326.69970703125,332.1499938964844,338.0,306.54998779296875,326.0,527527,2025-05-05
2025-05-12,355.0271301269531,360.95001220703125,372.79998779296875,335.5,335.5,874090,2025-05-12
2025-05-19,383.79998779296875,383.79998779296875,389.0,356.20001220703125,362.70001220703125,494919,2025-05-19
2025-05-26,366.45001220703125,366.45001220703125,386.29998779296875,362.20001220703125,386.0,329508,2025-05-26
2025-06-02,382.6499938964844,382.6499938964844,388.0,363.95001220703125,369.6000061035156,539773,2025-06-02
2025-06-09,449.29998779296875,449.29998779296875,464.1000061035156,399.0,404.75,3321057,2025-06-09
2025-06-16,427.25,427.25,468.29998779296875,423.6000061035156,457.95001220703125,1443384,2025-06-16
2025-06-23,464.54998779296875,464.54998779296875,479.0,423.3999938964844,428.95001220703125,2360029,2025-06-23
2025-06-30,447.25,447.25,477.5,446.0,465.75,999835,2025-06-30
2025-07-07,438.54998779296875,438.54998779296875,459.0,435.0,457.8500061035156,508394,2025-07-07
2025-07-14,449.8500061035156,449.8500061035156,453.0,430.45001220703125,438.54998779296875,200064,2025-07-14
