Date,Adj Close_AARTIDRUGS.NS,Close_AARTIDRUGS.NS,High_AARTIDRUGS.NS,Low_AARTIDRUGS.NS,Open_AARTIDRUGS.NS,Volume_AARTIDRUGS.NS,Date
2021-11-22,511.60455322265625,516.0999755859375,548.0,484.0,531.5,1394969,2021-11-22
2021-11-29,517.800048828125,522.3499755859375,526.5499877929688,491.5,515.0499877929688,915975,2021-11-29
2021-12-06,572.5687866210938,577.5999755859375,589.7000122070312,517.5,522.3499755859375,1393733,2021-12-06
2021-12-13,525.5817260742188,530.2000122070312,608.0,526.0499877929688,594.0,1699816,2021-12-13
2021-12-20,520.2286987304688,524.7999877929688,530.0,507.25,530.0,580403,2021-12-20
2021-12-27,540.1536254882812,544.9000244140625,549.5,517.0,524.7999877929688,842155,2021-12-27
2022-01-03,518.3453369140625,522.9000244140625,552.2999877929688,505.0,550.0,674447,2022-01-03
2022-01-10,522.855712890625,527.4500122070312,537.7000122070312,522.0,522.9000244140625,493680,2022-01-10
2022-01-17,490.83697509765625,495.1499938964844,529.7000122070312,492.70001220703125,525.0,663338,2022-01-17
2022-01-24,493.2656555175781,497.6000061035156,511.04998779296875,485.0,495.1499938964844,644730,2022-01-24
2022-01-31,520.5261840820312,525.0999755859375,528.2999877929688,493.6499938964844,507.25,941476,2022-01-31
2022-02-07,513.7357788085938,518.25,536.4000244140625,516.1500244140625,527.0,649386,2022-02-07
2022-02-14,495.0061950683594,498.3999938964844,510.0,496.0,505.0,518335,2022-02-14
2022-02-21,464.2669677734375,467.45001220703125,497.3999938964844,450.0,497.3999938964844,718747,2022-02-21
2022-02-28,442.2677307128906,445.29998779296875,465.6000061035156,441.0,463.20001220703125,455179,2022-02-28
2022-03-07,463.0254821777344,466.20001220703125,471.3999938964844,437.3500061035156,440.0,539550,2022-03-07
2022-03-14,451.75274658203125,454.8500061035156,466.20001220703125,441.5,466.20001220703125,512814,2022-03-14
2022-03-21,434.91815185546875,437.8999938964844,460.0,436.0,454.8500061035156,730859,2022-03-21
2022-03-28,456.0730895996094,459.20001220703125,464.79998779296875,419.0,437.8999938964844,1680381,2022-03-28
2022-04-04,508.5135803222656,512.0,531.4000244140625,462.1499938964844,465.0,2227721,2022-04-04
2022-04-11,505.98095703125,509.45001220703125,529.9500122070312,506.3500061035156,512.0,406627,2022-04-11
2022-04-18,487.95452880859375,491.29998779296875,509.45001220703125,480.29998779296875,508.0,426905,2022-04-18
2022-04-25,458.05950927734375,461.20001220703125,487.25,448.0,485.0,452029,2022-04-25
2022-05-02,442.7146911621094,445.75,460.0,436.6499938964844,460.0,290970,2022-05-02
2022-05-09,421.6094055175781,424.5,446.0,402.45001220703125,441.70001220703125,542280,2022-05-09
2022-05-16,417.43798828125,420.29998779296875,432.3999938964844,410.79998779296875,424.0,435157,2022-05-16
2022-05-23,409.840087890625,412.6499938964844,428.29998779296875,401.1000061035156,427.79998779296875,255327,2022-05-23
2022-05-30,426.77398681640625,429.70001220703125,452.0,414.6000061035156,414.79998779296875,334622,2022-05-30
2022-06-06,424.09234619140625,427.0,436.04998779296875,415.1499938964844,429.70001220703125,200212,2022-06-06
2022-06-13,399.3619079589844,402.1000061035156,430.0,400.0,423.1000061035156,264086,2022-06-13
2022-06-20,389.47967529296875,392.1499938964844,404.8999938964844,378.0,403.0,281092,2022-06-20
2022-06-27,394.892578125,397.6000061035156,411.25,393.1499938964844,397.0,238772,2022-06-27
2022-07-04,398.66668701171875,401.3999938964844,411.79998779296875,396.20001220703125,399.70001220703125,174172,2022-07-04
2022-07-11,434.91815185546875,437.8999938964844,445.6000061035156,400.8500061035156,403.0,515500,2022-07-11
2022-07-18,427.4692077636719,430.3999938964844,455.6499938964844,425.6000061035156,435.1000061035156,434750,2022-07-18
2022-07-25,416.0475158691406,418.8999938964844,441.8500061035156,402.5,428.04998779296875,561691,2022-07-25
2022-08-01,423.7447204589844,426.6499938964844,439.3999938964844,414.45001220703125,426.29998779296875,558096,2022-08-01
2022-08-08,425.73114013671875,428.6499938964844,434.95001220703125,422.0,427.70001220703125,255511,2022-08-08
2022-08-15,443.55889892578125,446.6000061035156,489.95001220703125,422.04998779296875,428.6499938964844,3756784,2022-08-15
2022-08-22,435.0671081542969,438.04998779296875,454.3999938964844,435.45001220703125,446.6000061035156,481643,2022-08-22
2022-08-29,432.78277587890625,435.75,444.6000061035156,421.0,421.0,323960,2022-08-29
2022-09-05,466.2533264160156,469.45001220703125,488.0,430.0,431.0,1534864,2022-09-05
2022-09-12,447.8296203613281,450.8999938964844,471.20001220703125,442.0,469.75,752584,2022-09-12
2022-09-19,464.0682678222656,467.25,488.6000061035156,442.70001220703125,447.6000061035156,1941694,2022-09-19
2022-09-26,465.5580749511719,468.75,477.95001220703125,430.0,463.0,883910,2022-09-26
2022-10-03,492.62249755859375,496.0,512.4000244140625,462.0,462.0,1227911,2022-10-03
2022-10-10,457.3146057128906,460.45001220703125,495.0,441.8500061035156,495.0,803003,2022-10-10
2022-10-17,457.6622009277344,460.79998779296875,469.8500061035156,454.5,456.29998779296875,321019,2022-10-17
2022-10-24,463.5716857910156,466.75,469.79998779296875,453.0,460.0,189446,2022-10-24
2022-10-31,460.5424499511719,463.70001220703125,488.0,458.75,466.75,407671,2022-10-31
2022-11-07,461.8832702636719,465.04998779296875,477.3999938964844,458.20001220703125,463.6000061035156,216636,2022-11-07
2022-11-14,460.6914367675781,463.8500061035156,469.79998779296875,452.20001220703125,467.3500061035156,318778,2022-11-14
2022-11-21,447.3826904296875,450.45001220703125,468.0,440.5,456.0,326197,2022-11-21
2022-11-28,443.01263427734375,446.04998779296875,456.1499938964844,444.0,450.45001220703125,290244,2022-11-28
2022-12-05,454.2357177734375,457.3500061035156,464.45001220703125,444.0,446.04998779296875,344302,2022-12-05
2022-12-12,455.0302734375,458.1499938964844,469.70001220703125,455.25,457.3500061035156,245998,2022-12-12
2022-12-19,451.95135498046875,455.04998779296875,474.75,440.8500061035156,452.29998779296875,632083,2022-12-19
2022-12-26,456.9670104980469,460.1000061035156,461.0,441.29998779296875,455.5,356662,2022-12-26
2023-01-02,443.01263427734375,446.04998779296875,464.0,443.0,462.95001220703125,238249,2023-01-02
2023-01-09,444.2044677734375,447.25,453.79998779296875,443.20001220703125,450.0,210472,2023-01-09
2023-01-16,422.45361328125,425.3500061035156,452.3999938964844,418.25,446.29998779296875,185989,2023-01-16
2023-01-23,407.3570861816406,410.1499938964844,440.8500061035156,402.3999938964844,427.1499938964844,429172,2023-01-23
2023-01-30,416.3951416015625,419.25,429.45001220703125,391.04998779296875,399.54998779296875,961235,2023-01-30
2023-02-06,379.8953857421875,382.5,420.20001220703125,371.6000061035156,419.20001220703125,802420,2023-02-06
2023-02-13,377.1793518066406,378.79998779296875,392.3500061035156,377.25,382.5,295338,2023-02-13
2023-02-20,362.44268798828125,364.0,381.70001220703125,356.8500061035156,378.79998779296875,418778,2023-02-20
2023-02-27,364.7328186035156,366.29998779296875,372.95001220703125,363.0,365.0,313374,2023-02-27
2023-03-06,338.6947021484375,340.1499938964844,368.20001220703125,339.0,366.95001220703125,442604,2023-03-06
2023-03-13,315.74334716796875,317.1000061035156,365.0,315.0,342.79998779296875,617911,2023-03-13
2023-03-20,384.94598388671875,386.6000061035156,404.70001220703125,313.8999938964844,315.5,27281416,2023-03-20
2023-03-27,336.30499267578125,337.75,389.6000061035156,332.04998779296875,386.0,3850704,2023-03-27
2023-04-03,386.1906433105469,387.8500061035156,392.0,336.0,339.0,5600285,2023-04-03
2023-04-10,414.1704406738281,415.95001220703125,418.0,375.29998779296875,380.1499938964844,8004439,2023-04-10
2023-04-17,421.439208984375,423.25,436.0,405.1000061035156,414.95001220703125,3172621,2023-04-17
2023-04-24,419.0494384765625,420.8500061035156,428.5,409.0,423.8999938964844,840743,2023-04-24
2023-05-01,443.8429260253906,445.75,471.6000061035156,420.8500061035156,420.8500061035156,6719148,2023-05-01
2023-05-08,460.2225646972656,462.20001220703125,476.5,429.1000061035156,448.29998779296875,2224902,2023-05-08
2023-05-15,457.48431396484375,459.45001220703125,473.5,453.3500061035156,458.29998779296875,1077121,2023-05-15
2023-05-22,445.3862609863281,447.29998779296875,478.0,442.54998779296875,459.45001220703125,810948,2023-05-22
2023-05-29,454.3975830078125,456.3500061035156,462.0,434.5,450.0,1237467,2023-05-29
2023-06-05,468.58660888671875,470.6000061035156,493.0,457.0,461.8500061035156,2510117,2023-06-05
2023-06-12,462.9109802246094,464.8999938964844,477.1499938964844,452.0,472.0,1411573,2023-06-12
2023-06-19,442.249755859375,444.1499938964844,474.95001220703125,440.54998779296875,468.3999938964844,769657,2023-06-19
2023-06-26,463.1101379394531,465.1000061035156,467.8999938964844,443.95001220703125,444.1499938964844,1396177,2023-06-26
2023-07-03,468.6861877441406,470.70001220703125,476.95001220703125,456.54998779296875,467.75,844446,2023-07-03
2023-07-10,495.8693542480469,498.0,509.75,460.5,474.5,4279247,2023-07-10
2023-07-17,508.36566162109375,510.54998779296875,535.0,500.5,518.0,3506963,2023-07-17
2023-07-24,583.1444091796875,585.6500244140625,645.75,555.0,571.0,27730410,2023-07-24
2023-07-31,571.0961303710938,573.5499877929688,624.4000244140625,571.0,590.0,3671155,2023-07-31
2023-08-07,572.0421142578125,574.5,594.0,555.0999755859375,573.5,1650660,2023-08-07
2023-08-14,559.3466186523438,561.75,576.5,550.0,571.9500122070312,797888,2023-08-14
2023-08-21,535.9472045898438,538.25,577.8499755859375,535.0,558.0,1158118,2023-08-21
2023-08-28,567.1630249023438,569.5999755859375,591.2999877929688,530.0,542.0,2023439,2023-08-28
2023-09-04,616.8993530273438,619.5499877929688,625.0,572.3499755859375,573.0,3798287,2023-09-04
2023-09-11,581.8997802734375,584.4000244140625,624.75,580.0,621.2000122070312,1633024,2023-09-11
2023-09-18,549.98681640625,552.3499755859375,605.1500244140625,550.0,591.0999755859375,814656,2023-09-18
2023-09-25,540.228759765625,542.5499877929688,564.0,539.4000244140625,555.7999877929688,1047290,2023-09-25
2023-10-02,521.1607055664062,523.4000244140625,547.4500122070312,516.9500122070312,542.5499877929688,734844,2023-10-02
2023-10-09,518.1735229492188,520.4000244140625,530.0,503.25,518.5499877929688,634447,2023-10-09
2023-10-16,516.23193359375,518.4500122070312,568.9000244140625,516.0499877929688,520.4000244140625,4593931,2023-10-16
2023-10-23,469.03466796875,471.04998779296875,527.7999877929688,444.0,519.0,1940436,2023-10-23
2023-10-30,458.0817565917969,460.04998779296875,477.79998779296875,457.95001220703125,471.04998779296875,1172540,2023-10-30
2023-11-06,479.39019775390625,481.45001220703125,496.75,461.54998779296875,461.54998779296875,1458081,2023-11-06
2023-11-13,469.08447265625,471.1000061035156,492.6499938964844,470.0,489.0,603742,2023-11-13
2023-11-20,478.4442443847656,480.5,492.20001220703125,468.70001220703125,472.0,974507,2023-11-20
2023-11-27,483.5224304199219,485.6000061035156,500.8999938964844,480.5,480.5,1070501,2023-11-27
2023-12-04,485.414306640625,487.5,496.6000061035156,483.3999938964844,492.0,765599,2023-12-04
2023-12-11,470.8269958496094,472.8500061035156,489.54998779296875,470.95001220703125,488.5,931074,2023-12-11
2023-12-18,497.3629455566406,499.5,526.4500122070312,473.8999938964844,473.8999938964844,4630765,2023-12-18
2023-12-25,487.1070556640625,489.20001220703125,519.7000122070312,484.79998779296875,499.5,2937753,2023-12-25
2024-01-01,507.51934814453125,509.70001220703125,511.79998779296875,490.0,492.0,2018886,2024-01-01
2024-01-08,519.0697021484375,521.2999877929688,524.9500122070312,495.70001220703125,509.70001220703125,1924478,2024-01-08
2024-01-15,530.0723876953125,532.3499755859375,539.3499755859375,517.0,522.0,2224204,2024-01-15
2024-01-22,502.391357421875,504.54998779296875,545.0,501.20001220703125,532.3499755859375,1390044,2024-01-22
2024-01-29,507.17083740234375,509.3500061035156,533.4500122070312,488.0,505.0,1433672,2024-01-29
2024-02-05,530.1719970703125,532.4500122070312,548.0,507.6499938964844,512.0,1531581,2024-02-05
2024-02-12,528.6983642578125,529.9500122070312,546.4000244140625,512.7000122070312,533.0,800683,2024-02-12
2024-02-19,529.2470703125,530.5,568.0,528.25,530.0,1819035,2024-02-19
2024-02-26,501.6124572753906,502.79998779296875,531.2000122070312,495.0,530.5,761094,2024-02-26
2024-03-04,474.97552490234375,476.1000061035156,509.3999938964844,475.0,508.0,443353,2024-03-04
2024-03-11,451.6806945800781,452.75,480.75,440.3999938964844,477.95001220703125,815166,2024-03-11
2024-03-18,454.5239562988281,455.6000061035156,459.8999938964844,436.04998779296875,452.75,752024,2024-03-18
2024-03-25,433.27423095703125,434.29998779296875,456.8500061035156,431.04998779296875,455.6000061035156,1472100,2024-03-25
2024-04-01,491.4864501953125,492.6499938964844,496.0,436.5,436.5,1117012,2024-04-01
2024-04-08,503.0091857910156,504.20001220703125,519.1500244140625,484.75,493.0,1336426,2024-04-08
2024-04-15,493.8309020996094,495.0,511.70001220703125,483.5,491.1000061035156,443754,2024-04-15
2024-04-22,502.95928955078125,504.1499938964844,506.6000061035156,491.70001220703125,495.0,651001,2024-04-22
2024-04-29,501.4129333496094,502.6000061035156,514.2999877929688,493.29998779296875,505.45001220703125,359952,2024-04-29
2024-05-06,460.60955810546875,461.70001220703125,503.04998779296875,456.0,502.0,566414,2024-05-06
2024-05-13,486.64788818359375,487.79998779296875,492.75,456.0,461.70001220703125,347730,2024-05-13
2024-05-20,491.2370300292969,492.3999938964844,503.0,486.0,490.54998779296875,335597,2024-05-20
2024-05-27,475.77362060546875,476.8999938964844,503.3999938964844,470.0,490.0,2259540,2024-05-27
2024-06-03,510.491455078125,511.70001220703125,514.75,451.04998779296875,488.79998779296875,771784,2024-06-03
2024-06-10,519.968994140625,521.2000122070312,530.0,505.79998779296875,519.1500244140625,892565,2024-06-10
2024-06-17,508.4462890625,509.6499938964844,538.9500122070312,502.6000061035156,521.2000122070312,880523,2024-06-17
2024-06-24,503.35833740234375,504.54998779296875,523.4000244140625,501.3999938964844,510.0,476768,2024-06-24
2024-07-01,553.1405029296875,554.4500122070312,557.0,505.0,505.0,1991278,2024-07-01
2024-07-08,531.342041015625,532.5999755859375,563.2000122070312,530.5,561.0,765087,2024-07-08
2024-07-15,511.93804931640625,513.1500244140625,545.0,508.6000061035156,535.3499755859375,590104,2024-07-15
2024-07-22,525.4560546875,526.7000122070312,536.25,505.04998779296875,505.04998779296875,459198,2024-07-22
2024-07-29,510.192138671875,511.3999938964844,520.0,500.0,508.0,899916,2024-07-29
2024-08-05,513.8834228515625,515.0999755859375,527.2000122070312,494.5,511.3999938964844,706414,2024-08-05
2024-08-12,495.6266174316406,496.79998779296875,515.0499877929688,492.04998779296875,515.0,296230,2024-08-12
2024-08-19,562.5681762695312,563.9000244140625,599.0,494.75,496.8500061035156,3771097,2024-08-19
2024-08-26,581.4235229492188,582.7999877929688,635.0,556.0999755859375,565.0999755859375,9314970,2024-08-26
2024-09-02,552.3424072265625,553.6500244140625,591.0,551.0,585.0,1301402,2024-09-02
2024-09-09,523.7101440429688,524.9500122070312,560.0499877929688,523.0,553.0,1140653,2024-09-09
2024-09-16,523.5106201171875,524.75,537.4000244140625,517.0499877929688,526.0,574585,2024-09-16
2024-09-23,513.1351928710938,514.3499755859375,545.0,508.0,519.5499877929688,1183615,2024-09-23
2024-09-30,515.1304321289062,516.3499755859375,529.0,505.04998779296875,514.3499755859375,903856,2024-09-30
2024-10-07,508.6957092285156,509.8999938964844,522.7000122070312,499.45001220703125,516.0499877929688,663138,2024-10-07
2024-10-14,498.66943359375,499.8500061035156,514.4500122070312,494.54998779296875,509.8999938964844,425703,2024-10-14
2024-10-21,473.578857421875,474.70001220703125,501.8500061035156,466.1000061035156,501.8500061035156,713250,2024-10-21
2024-10-28,486.64788818359375,487.79998779296875,494.70001220703125,475.1000061035156,477.20001220703125,351020,2024-10-28
2024-11-04,488.84271240234375,490.0,502.0,480.79998779296875,490.0,579936,2024-11-04
2024-11-11,468.2414855957031,469.3500061035156,493.1000061035156,453.0,486.0,558492,2024-11-11
2024-11-18,448.1889343261719,449.25,470.70001220703125,439.29998779296875,470.3500061035156,569865,2024-11-18
2024-11-25,459.711669921875,460.79998779296875,469.1499938964844,450.1499938964844,452.04998779296875,558305,2024-11-25
2024-12-02,454.07501220703125,455.1499938964844,469.8500061035156,452.3999938964844,464.95001220703125,537968,2024-12-02
2024-12-09,444.0986328125,445.1499938964844,458.45001220703125,437.95001220703125,457.45001220703125,711568,2024-12-09
2024-12-16,427.2385559082031,428.25,449.45001220703125,424.3500061035156,445.54998779296875,430850,2024-12-16
2024-12-23,449.2863464355469,450.3500061035156,497.6000061035156,419.54998779296875,428.25,2760766,2024-12-23
2024-12-30,452.42889404296875,453.5,473.45001220703125,450.54998779296875,451.04998779296875,1120472,2024-12-30
2025-01-06,428.9345397949219,429.95001220703125,476.75,429.0,453.54998779296875,973227,2025-01-06
2025-01-13,419.9058837890625,420.8999938964844,431.95001220703125,413.1499938964844,429.04998779296875,642057,2025-01-13
2025-01-20,408.931884765625,409.8999938964844,438.0,406.5,424.8999938964844,603680,2025-01-20
2025-01-27,412.0744323730469,413.04998779296875,416.6499938964844,387.0,408.1000061035156,705470,2025-01-27
2025-02-03,415.3167419433594,416.29998779296875,430.95001220703125,405.5,412.5,683239,2025-02-03
2025-02-10,411.5,411.5,433.0,370.0,416.29998779296875,1011163,2025-02-10
2025-02-17,388.1000061035156,388.1000061035156,394.70001220703125,376.45001220703125,390.0,635354,2025-02-17
2025-02-24,351.3500061035156,351.3500061035156,387.0,350.0,387.0,414200,2025-02-24
2025-03-03,371.1000061035156,371.1000061035156,377.5,332.6000061035156,353.04998779296875,703621,2025-03-03
2025-03-10,340.20001220703125,340.20001220703125,375.0,332.29998779296875,375.0,703640,2025-03-10
2025-03-17,357.8999938964844,357.8999938964844,364.95001220703125,330.04998779296875,339.04998779296875,825772,2025-03-17
2025-03-24,340.29998779296875,340.29998779296875,367.1000061035156,331.6499938964844,363.0,1742577,2025-03-24
2025-03-31,332.8999938964844,332.8999938964844,359.3500061035156,327.6000061035156,340.29998779296875,935609,2025-03-31
2025-04-07,329.1499938964844,329.1499938964844,332.79998779296875,312.0,317.0,486744,2025-04-07
2025-04-14,357.45001220703125,357.45001220703125,361.54998779296875,329.1499938964844,329.1499938964844,534174,2025-04-14
2025-04-21,350.79998779296875,350.79998779296875,373.6499938964844,347.1000061035156,358.1000061035156,777312,2025-04-21
2025-04-28,347.6499938964844,347.6499938964844,361.8999938964844,341.25,350.0,788187,2025-04-28
2025-05-05,418.6499938964844,418.6499938964844,440.8500061035156,345.0,353.0,12986981,2025-05-05
2025-05-12,454.95001220703125,454.95001220703125,474.70001220703125,420.1499938964844,429.04998779296875,3408604,2025-05-12
2025-05-19,474.20001220703125,474.20001220703125,497.0,458.1000061035156,462.79998779296875,1397619,2025-05-19
2025-05-26,443.8500061035156,443.8500061035156,480.1000061035156,439.3999938964844,474.20001220703125,1761836,2025-05-26
2025-06-02,462.1499938964844,462.1499938964844,484.95001220703125,444.0,446.3999938964844,1600433,2025-06-02
2025-06-09,463.75,463.75,494.0,457.79998779296875,465.5,1336313,2025-06-09
2025-06-16,440.6499938964844,440.6499938964844,468.04998779296875,431.0,460.04998779296875,802874,2025-06-16
2025-06-23,453.20001220703125,453.20001220703125,467.29998779296875,432.0,441.6000061035156,1231034,2025-06-23
2025-06-30,487.45001220703125,487.45001220703125,498.0,453.1499938964844,453.20001220703125,3030723,2025-06-30
2025-07-07,473.6000061035156,473.6000061035156,498.70001220703125,468.04998779296875,493.0,1111830,2025-07-07
2025-07-14,530.2999877929688,530.2999877929688,546.4000244140625,471.04998779296875,475.8999938964844,8387402,2025-07-14
