Date,Adj Close_GHCLTEXTIL.NS,Close_GHCLTEXTIL.NS,High_GHCLTEXTIL.NS,Low_GHCLTEXTIL.NS,Open_GHCLTEXTIL.NS,Volume_GHCLTEXTIL.NS,Date
2024-02-05,88.9642562866211,89.94999694824219,98.25,82.94999694824219,87.0,11329872,2024-02-05
2024-02-12,85.55206298828125,86.5,89.69999694824219,78.25,88.0,2536612,2024-02-12
2024-02-19,92.5248031616211,93.55000305175781,96.69999694824219,87.8499984741211,87.8499984741211,4741641,2024-02-19
2024-02-26,87.67849731445312,88.6500015258789,95.55000305175781,85.25,93.9000015258789,2549632,2024-02-26
2024-03-04,81.49699401855469,82.4000015258789,89.0999984741211,80.0999984741211,88.6500015258789,1416775,2024-03-04
2024-03-11,74.96932220458984,75.80000305175781,83.6500015258789,71.25,83.6500015258789,3750694,2024-03-11
2024-03-18,75.71110534667969,76.55000305175781,81.0,75.19999694824219,76.0,2440268,2024-03-18
2024-03-25,74.96932220458984,75.80000305175781,78.6500015258789,73.5999984741211,76.55000305175781,2400003,2024-03-25
2024-04-01,81.3980941772461,82.30000305175781,83.5,76.5,76.94999694824219,1861070,2024-04-01
2024-04-08,82.93109893798828,83.8499984741211,85.5,78.75,83.0,1533254,2024-04-08
2024-04-15,80.31013488769531,81.19999694824219,84.5999984741211,79.3499984741211,80.0,1125065,2024-04-15
2024-04-22,83.17835998535156,84.0999984741211,85.80000305175781,81.80000305175781,82.44999694824219,1121878,2024-04-22
2024-04-29,81.59590148925781,82.5,87.0,80.9000015258789,84.19999694824219,1029687,2024-04-29
2024-05-06,84.3652114868164,85.30000305175781,91.8499984741211,80.4000015258789,84.80000305175781,6419198,2024-05-06
2024-05-13,83.82124328613281,84.75,87.9000015258789,83.0999984741211,85.94999694824219,1293389,2024-05-13
2024-05-20,80.9530258178711,81.8499984741211,85.5,80.6500015258789,84.9000015258789,766300,2024-05-20
2024-05-27,78.57931518554688,79.44999694824219,82.9000015258789,77.5,82.69999694824219,762109,2024-05-27
2024-06-03,78.62876892089844,79.5,81.9000015258789,68.1500015258789,80.0,1818514,2024-06-03
2024-06-10,86.96639251708984,87.93000030517578,89.80000305175781,79.3499984741211,80.5,2259524,2024-06-10
2024-06-17,85.73008728027344,86.68000030517578,89.25,84.81999969482422,87.93000030517578,1682693,2024-06-17
2024-06-24,90.1313247680664,91.12999725341797,94.5,86.05000305175781,86.94000244140625,4470815,2024-06-24
2024-07-01,94.1567153930664,95.19999694824219,97.5,90.0,90.5,2813142,2024-07-01
2024-07-08,90.23077392578125,90.7300033569336,95.75,88.41000366210938,95.5,1807366,2024-07-08
2024-07-15,87.4262924194336,87.91000366210938,93.80000305175781,87.1500015258789,90.98999786376953,1414324,2024-07-15
2024-07-22,106.38141632080078,106.97000122070312,110.25,82.98999786376953,87.30000305175781,12174730,2024-07-22
2024-07-29,104.04434967041016,104.62000274658203,110.62999725341797,100.5,107.4800033569336,8696121,2024-07-29
2024-08-05,109.30524444580078,109.91000366210938,123.0,101.20999908447266,102.0,20756347,2024-08-05
2024-08-12,103.49736785888672,104.06999969482422,109.5999984741211,101.23999786376953,109.5999984741211,3084320,2024-08-12
2024-08-19,113.70092010498047,114.33000183105469,118.72000122070312,103.80999755859375,104.69999694824219,5807965,2024-08-19
2024-08-26,107.4753646850586,108.06999969482422,116.9000015258789,107.0999984741211,115.87000274658203,2044579,2024-08-26
2024-09-02,106.44108581542969,107.02999877929688,112.69999694824219,105.23999786376953,108.8499984741211,1922324,2024-09-02
2024-09-09,113.33295440673828,113.95999908447266,118.75,102.94000244140625,107.02999877929688,2770356,2024-09-09
2024-09-16,104.31285858154297,104.88999938964844,115.29000091552734,102.1500015258789,114.88999938964844,1713632,2024-09-16
2024-09-23,100.1856918334961,100.73999786376953,107.0,98.5999984741211,105.19999694824219,1554442,2024-09-23
2024-09-30,97.74917602539062,98.29000091552734,103.19999694824219,97.69999694824219,101.69999694824219,873460,2024-09-30
2024-10-07,95.67066955566406,96.19999694824219,99.76000213623047,91.5,99.75,994750,2024-10-07
2024-10-14,91.78218841552734,92.29000091552734,97.8499984741211,90.5999984741211,96.97000122070312,711387,2024-10-14
2024-10-21,86.2527847290039,86.7300033569336,93.87000274658203,83.1500015258789,93.19999694824219,1297108,2024-10-21
2024-10-28,104.31285858154297,104.88999938964844,108.12999725341797,85.19999694824219,88.0,6578296,2024-10-28
2024-11-04,97.72927856445312,98.2699966430664,105.0,97.80000305175781,105.0,1368992,2024-11-04
2024-11-11,93.44300079345703,93.95999908447266,98.0,91.0,98.0,604861,2024-11-11
2024-11-18,88.78874969482422,89.27999877929688,95.9000015258789,86.5999984741211,94.1500015258789,482036,2024-11-18
2024-11-25,95.80989837646484,96.33999633789062,99.69000244140625,90.0,90.0,726041,2024-11-25
2024-12-02,106.44108581542969,107.02999877929688,112.0,96.0,96.8499984741211,2548769,2024-12-02
2024-12-09,110.14061737060547,110.75,115.79000091552734,105.20999908447266,107.83999633789062,2375350,2024-12-09
2024-12-16,105.03884887695312,105.62000274658203,116.25,105.05000305175781,111.80000305175781,1506630,2024-12-16
2024-12-23,101.1105728149414,101.66999816894531,108.5999984741211,101.19999694824219,107.19000244140625,593793,2024-12-23
2024-12-30,99.24092102050781,99.79000091552734,103.38999938964844,98.4000015258789,101.66999816894531,948191,2024-12-30
2025-01-06,90.89708709716797,91.4000015258789,100.38999938964844,88.31999969482422,99.79000091552734,1446160,2025-01-06
2025-01-13,95.58116912841797,96.11000061035156,98.58999633789062,88.0,91.87999725341797,880171,2025-01-13
2025-01-20,90.29044342041016,90.79000091552734,99.4000015258789,90.48999786376953,96.0999984741211,549138,2025-01-20
2025-01-27,94.46733093261719,94.98999786376953,96.4800033569336,86.51000213623047,90.01000213623047,848537,2025-01-27
2025-02-03,87.34673309326172,87.83000183105469,100.0,86.5999984741211,95.0,1245721,2025-02-03
2025-02-10,79.34101867675781,79.77999877929688,89.4000015258789,76.55000305175781,89.0999984741211,850926,2025-02-10
2025-02-17,75.2834701538086,75.69999694824219,81.80999755859375,75.05000305175781,79.0,1212296,2025-02-17
2025-02-24,74.17957305908203,74.58999633789062,77.5,72.98999786376953,75.0999984741211,665831,2025-02-24
2025-03-03,82.79193115234375,83.25,85.20999908447266,71.52999877929688,74.5999984741211,1009314,2025-03-03
2025-03-10,73.23480987548828,73.63999938964844,84.0,72.66000366210938,82.19999694824219,605855,2025-03-10
2025-03-17,78.04817962646484,78.4800033569336,79.63999938964844,73.5999984741211,73.5999984741211,539531,2025-03-17
2025-03-24,72.03146362304688,72.43000030517578,80.43000030517578,71.80999755859375,79.8499984741211,902044,2025-03-24
2025-03-31,75.11441040039062,75.52999877929688,80.0999984741211,71.5199966430664,72.43000030517578,504359,2025-03-31
2025-04-07,78.4161376953125,78.8499984741211,80.0,65.0,65.0,540202,2025-04-07
2025-04-14,80.11672973632812,80.55999755859375,81.5999984741211,78.69999694824219,79.0,338263,2025-04-14
2025-04-21,80.67365264892578,81.12000274658203,87.80000305175781,80.31999969482422,81.62999725341797,686439,2025-04-21
2025-04-28,80.78305053710938,81.2300033569336,83.66999816894531,78.11000061035156,81.12000274658203,379257,2025-04-28
2025-05-05,88.19205474853516,88.68000030517578,94.30000305175781,80.11000061035156,81.51000213623047,2571405,2025-05-05
2025-05-12,89.61418151855469,90.11000061035156,95.0,88.11000061035156,91.9000015258789,1019962,2025-05-12
2025-05-19,90.71807861328125,91.22000122070312,94.69000244140625,89.75,90.87999725341797,690422,2025-05-19
2025-05-26,91.37444305419922,91.87999725341797,94.9800033569336,89.69000244140625,91.0199966430664,690590,2025-05-26
2025-06-02,90.7081298828125,91.20999908447266,94.80000305175781,90.41000366210938,94.80000305175781,838534,2025-06-02
2025-06-09,92.69712829589844,93.20999908447266,99.0,90.9000015258789,91.2300033569336,1184382,2025-06-09
2025-06-16,90.11143493652344,90.61000061035156,94.19000244140625,88.72000122070312,93.5,432603,2025-06-16
2025-06-23,95.86957550048828,96.4000015258789,97.75,89.25,91.66000366210938,562837,2025-06-23
2025-06-30,92.8860855102539,93.4000015258789,97.98999786376953,92.51000213623047,96.94999694824219,556796,2025-06-30
2025-07-07,90.37000274658203,90.87000274658203,97.69999694824219,90.5,94.3499984741211,715718,2025-07-07
2025-07-14,92.55000305175781,92.55000305175781,93.38999938964844,89.01000213623047,90.16000366210938,251048,2025-07-14
