Date,Adj Close_MALLCOM.NS,Close_MALLCOM.NS,High_MALLCOM.NS,Low_MALLCOM.NS,Open_MALLCOM.NS,Volume_MALLCOM.NS,Date
2022-08-22,675.2581787109375,681.5999755859375,710.0,670.5,696.0,7742,2022-08-22
2022-08-29,679.1219482421875,685.5,744.4000244140625,672.0499877929688,681.5999755859375,26014,2022-08-29
2022-09-05,704.5333251953125,711.1500244140625,808.9000244140625,690.2999877929688,692.3499755859375,68397,2022-09-05
2022-09-12,677.3887939453125,680.7999877929688,749.0,675.0,725.3499755859375,30610,2022-09-12
2022-09-19,687.3386840820312,690.7999877929688,720.0,668.1500244140625,694.3499755859375,16625,2022-09-19
2022-09-26,681.2692260742188,684.7000122070312,701.0,656.0999755859375,674.0,12997,2022-09-26
2022-10-03,708.929931640625,712.5,723.9500122070312,662.2000122070312,698.3499755859375,11397,2022-10-03
2022-10-10,686.9904174804688,690.4500122070312,719.9500122070312,670.0,700.0,23836,2022-10-10
2022-10-17,674.2047729492188,677.5999755859375,746.9000244140625,671.0,699.4500122070312,16225,2022-10-17
2022-10-24,683.7069702148438,687.1500244140625,700.0,677.6500244140625,691.1500244140625,5069,2022-10-24
2022-10-31,692.7116088867188,696.2000122070312,729.0,680.25,699.0,10408,2022-10-31
2022-11-07,693.7066040039062,697.2000122070312,735.1500244140625,685.0499877929688,690.0,20747,2022-11-07
2022-11-14,680.8712158203125,684.2999877929688,713.9000244140625,652.5999755859375,700.0,20442,2022-11-14
2022-11-21,672.8118896484375,676.2000122070312,698.0,656.0,684.9500122070312,6385,2022-11-21
2022-11-28,663.9564208984375,667.2999877929688,692.0,661.0499877929688,685.0,8105,2022-11-28
2022-12-05,671.9163208007812,675.2999877929688,681.0,635.0999755859375,681.0,14451,2022-12-05
2022-12-12,649.4793701171875,652.75,683.9500122070312,643.0499877929688,675.0,8655,2022-12-12
2022-12-19,633.90771484375,637.0999755859375,665.75,606.9500122070312,640.0,9458,2022-12-19
2022-12-26,684.7019653320312,688.1500244140625,751.7999877929688,633.0499877929688,649.7000122070312,15368,2022-12-26
2023-01-02,699.7760620117188,703.2999877929688,783.7999877929688,675.2999877929688,700.0,46489,2023-01-02
2023-01-09,711.6661987304688,715.25,750.0,690.9000244140625,710.0499877929688,10721,2023-01-09
2023-01-16,713.3079833984375,716.9000244140625,749.0,703.0,703.0,12083,2023-01-16
2023-01-23,691.16943359375,694.6500244140625,746.9000244140625,681.0,716.9000244140625,12102,2023-01-23
2023-01-30,680.6224975585938,684.0499877929688,719.9000244140625,660.0499877929688,686.25,9740,2023-01-30
2023-02-06,758.5799560546875,762.4000244140625,825.75,674.75,694.2999877929688,43958,2023-02-06
2023-02-13,739.774658203125,743.5,784.1500244140625,720.0999755859375,763.9000244140625,28372,2023-02-13
2023-02-20,714.5516967773438,718.1500244140625,755.0,697.5999755859375,739.1500244140625,22605,2023-02-20
2023-02-27,698.2338256835938,701.75,754.4500122070312,661.2000122070312,705.75,27200,2023-02-27
2023-03-06,707.8355102539062,711.4000244140625,737.6500244140625,699.7000122070312,720.0,9093,2023-03-06
2023-03-13,722.1632690429688,725.7999877929688,759.75,670.0,721.4500122070312,26424,2023-03-13
2023-03-20,717.1883544921875,720.7999877929688,749.9000244140625,711.0999755859375,744.7000122070312,6733,2023-03-20
2023-03-27,730.2227783203125,733.9000244140625,760.0,718.0,724.5499877929688,8558,2023-03-27
2023-04-03,780.7682495117188,784.7000122070312,817.4500122070312,738.2999877929688,753.0,18389,2023-04-03
2023-04-10,815.2445678710938,819.3499755859375,841.4500122070312,780.7999877929688,781.5999755859375,58034,2023-04-10
2023-04-17,816.4385375976562,820.5499877929688,850.0,780.25,819.9000244140625,45931,2023-04-17
2023-04-24,819.7717895507812,823.9000244140625,849.0,761.0999755859375,816.5499877929688,24958,2023-04-24
2023-05-01,820.2195434570312,824.3499755859375,850.4500122070312,801.0,823.9000244140625,24445,2023-05-01
2023-05-08,918.3255004882812,922.9500122070312,947.9500122070312,834.4000244140625,835.0,53773,2023-05-08
2023-05-15,902.3558959960938,906.9000244140625,999.7999877929688,900.0,949.0,95346,2023-05-15
2023-05-22,854.4968872070312,858.7999877929688,924.9000244140625,821.0,880.0,30687,2023-05-22
2023-05-29,927.9271240234375,932.5999755859375,1030.550048828125,851.0499877929688,851.0499877929688,214176,2023-05-29
2023-06-05,926.683349609375,931.3499755859375,985.0,915.0,955.0,47703,2023-06-05
2023-06-12,909.569580078125,914.1500244140625,969.9000244140625,882.0999755859375,940.6500244140625,33093,2023-06-12
2023-06-19,951.806884765625,956.5999755859375,1000.0,907.0499877929688,925.4000244140625,44668,2023-06-19
2023-06-26,1140.9046630859375,1146.6500244140625,1194.0,942.0,984.9500122070312,151014,2023-06-26
2023-07-03,1085.583251953125,1091.050048828125,1197.0,1051.0,1140.0,86263,2023-07-03
2023-07-10,1039.4654541015625,1044.699951171875,1124.949951171875,991.0,1100.0,71013,2023-07-10
2023-07-17,1045.0374755859375,1050.300048828125,1074.449951171875,1031.4000244140625,1060.3499755859375,20668,2023-07-17
2023-07-24,1091.0557861328125,1096.550048828125,1146.9000244140625,993.5999755859375,1070.0,89474,2023-07-24
2023-07-31,1091.3541259765625,1096.8499755859375,1150.0,1050.0,1119.949951171875,54219,2023-07-31
2023-08-07,1048.121826171875,1053.4000244140625,1141.25,1033.5999755859375,1100.0,27749,2023-08-07
2023-08-14,994.1437377929688,999.1500244140625,1071.0,990.0,1070.0,26648,2023-08-14
2023-08-21,1054.3902587890625,1059.699951171875,1095.0,975.0499877929688,1029.9000244140625,32601,2023-08-21
2023-08-28,1040.8583984375,1046.0999755859375,1080.0,1021.4000244140625,1080.0,22615,2023-08-28
2023-09-04,1119.860595703125,1125.5,1249.699951171875,1075.0,1085.5999755859375,174476,2023-09-04
2023-09-11,1038.61328125,1040.8499755859375,1135.0,1029.9000244140625,1131.800048828125,70758,2023-09-11
2023-09-18,1104.172119140625,1106.550048828125,1160.0,1078.449951171875,1148.0,205343,2023-09-18
2023-09-25,1099.0830078125,1101.449951171875,1180.0,1088.3499755859375,1123.1500244140625,146891,2023-09-25
2023-10-02,1100.130859375,1102.5,1140.300048828125,1085.5999755859375,1101.449951171875,42127,2023-10-02
2023-10-09,1100.3802490234375,1102.75,1119.949951171875,1068.3499755859375,1103.5,51765,2023-10-09
2023-10-16,1103.623291015625,1106.0,1156.0999755859375,1043.0999755859375,1113.800048828125,148231,2023-10-16
2023-10-23,1041.65673828125,1043.9000244140625,1119.0,1001.8499755859375,1086.0,59459,2023-10-23
2023-10-30,1086.01123046875,1088.3499755859375,1109.0,1035.9000244140625,1045.0,45368,2023-10-30
2023-11-06,1074.33642578125,1076.6500244140625,1104.449951171875,1060.0,1102.0,21611,2023-11-06
2023-11-13,1020.6519165039062,1022.8499755859375,1090.0,1018.0,1089.949951171875,49150,2023-11-13
2023-11-20,1025.441650390625,1027.6500244140625,1035.0,990.5,1032.8499755859375,45533,2023-11-20
2023-11-27,1036.7672119140625,1039.0,1047.949951171875,1013.8499755859375,1027.6500244140625,28554,2023-11-27
2023-12-04,1040.0601806640625,1042.300048828125,1076.0,1019.9000244140625,1040.0,30731,2023-12-04
2023-12-11,1071.7918701171875,1074.0999755859375,1130.8499755859375,1039.550048828125,1057.8499755859375,56078,2023-12-11
2023-12-18,1100.7294921875,1103.0999755859375,1168.0,1050.0,1100.0,91056,2023-12-18
2023-12-25,1094.243408203125,1096.5999755859375,1131.300048828125,1058.0,1103.0999755859375,62641,2023-12-25
2024-01-01,1090.551513671875,1092.9000244140625,1149.8499755859375,1070.550048828125,1097.1500244140625,70077,2024-01-01
2024-01-08,1079.8743896484375,1082.199951171875,1138.949951171875,1063.0999755859375,1092.949951171875,68420,2024-01-08
2024-01-15,1099.7816162109375,1102.1500244140625,1110.0,1061.199951171875,1082.199951171875,34849,2024-01-15
2024-01-22,1091.2998046875,1093.6500244140625,1109.0,1065.0,1102.1500244140625,17043,2024-01-22
2024-01-29,1046.69580078125,1048.949951171875,1093.75,1030.0999755859375,1093.75,28892,2024-01-29
2024-02-05,1066.7027587890625,1069.0,1140.050048828125,1026.9000244140625,1065.0,92867,2024-02-05
2024-02-12,992.0635375976562,994.2000122070312,1089.1500244140625,918.0,1069.0,134871,2024-02-12
2024-02-19,991.3650512695312,993.5,1039.8499755859375,965.25,1009.0499877929688,35800,2024-02-19
2024-02-26,937.2316284179688,939.25,999.2000122070312,931.0999755859375,980.0,36654,2024-02-26
2024-03-04,918.2724609375,920.25,967.0,905.0,952.0,29560,2024-03-04
2024-03-11,831.8086547851562,833.5999755859375,943.0,800.0,943.0,64890,2024-03-11
2024-03-18,1035.7694091796875,1038.0,1070.0,815.25,833.5999755859375,82021,2024-03-18
2024-03-25,997.0029296875,999.1500244140625,1038.050048828125,982.0,1038.0,24562,2024-03-25
2024-04-01,1013.1680908203125,1015.3499755859375,1039.949951171875,972.75,1018.0,20613,2024-04-01
2024-04-08,1007.28076171875,1009.4500122070312,1060.0,993.0999755859375,1030.5999755859375,13045,2024-04-08
2024-04-15,992.013671875,994.1500244140625,1045.0,960.0,990.0,21871,2024-04-15
2024-04-22,1039.611083984375,1041.8499755859375,1099.949951171875,991.7000122070312,1000.0,33693,2024-04-22
2024-04-29,1034.5220947265625,1036.75,1100.0,1009.0499877929688,1056.8499755859375,19214,2024-04-29
2024-05-06,996.2545166015625,998.4000244140625,1095.0,981.0,1030.0,21798,2024-05-06
2024-05-13,1019.75390625,1021.9500122070312,1045.3499755859375,978.0499877929688,988.2000122070312,12745,2024-05-13
2024-05-20,1001.3435668945312,1003.5,1033.1500244140625,968.0,1019.9000244140625,18609,2024-05-20
2024-05-27,1018.207275390625,1020.4000244140625,1060.0,951.0999755859375,1003.4500122070312,58844,2024-05-27
2024-06-03,1019.6541137695312,1021.8499755859375,1094.0,918.1500244140625,1094.0,33947,2024-06-03
2024-06-10,1052.73291015625,1055.0,1100.0,1004.0999755859375,1021.8499755859375,31881,2024-06-10
2024-06-17,1023.6455078125,1025.8499755859375,1077.5999755859375,1008.0999755859375,1055.0,18845,2024-06-17
2024-06-24,1145.33349609375,1147.800048828125,1180.0,996.0499877929688,1025.949951171875,146854,2024-06-24
2024-07-01,1357.0274658203125,1359.949951171875,1380.0,1157.0,1157.0,219965,2024-07-01
2024-07-08,1418.7945556640625,1421.8499755859375,1569.0,1221.25,1366.9000244140625,412774,2024-07-08
2024-07-15,1359.1729736328125,1362.0999755859375,1426.0,1345.1500244140625,1421.8499755859375,49306,2024-07-15
2024-07-22,1498.173583984375,1501.4000244140625,1540.0,1329.4000244140625,1352.0,58446,2024-07-22
2024-07-29,1346.3505859375,1349.25,1460.0,1334.0,1460.0,51129,2024-07-29
2024-08-05,1298.6531982421875,1301.449951171875,1375.0,1257.4000244140625,1375.0,23448,2024-08-05
2024-08-12,1368.7523193359375,1371.699951171875,1406.0,1294.1500244140625,1301.449951171875,42598,2024-08-12
2024-08-19,1313.271728515625,1316.0999755859375,1377.949951171875,1310.050048828125,1370.0,14150,2024-08-19
2024-08-26,1339.1160888671875,1342.0,1468.4000244140625,1295.199951171875,1335.8499755859375,57753,2024-08-26
2024-09-02,1488.9932861328125,1492.199951171875,1540.75,1314.0,1344.949951171875,106568,2024-09-02
2024-09-09,1418.994140625,1422.050048828125,1530.0,1380.699951171875,1491.5,36291,2024-09-09
2024-09-16,1599.449951171875,1599.449951171875,1675.0,1392.0,1435.949951171875,651101,2024-09-16
2024-09-23,1493.3499755859375,1493.3499755859375,1681.0,1455.199951171875,1605.0,49213,2024-09-23
2024-09-30,1475.9000244140625,1475.9000244140625,1545.0,1430.0,1524.9000244140625,11718,2024-09-30
2024-10-07,1444.3499755859375,1444.3499755859375,1500.0,1400.0,1450.0,12784,2024-10-07
2024-10-14,1531.449951171875,1531.449951171875,1544.0,1435.0,1444.0,12561,2024-10-14
2024-10-21,1395.9000244140625,1395.9000244140625,1550.0,1385.0,1501.0999755859375,10734,2024-10-21
2024-10-28,1497.949951171875,1497.949951171875,1525.0,1380.0,1410.0,12544,2024-10-28
2024-11-04,1549.6500244140625,1549.6500244140625,1550.3499755859375,1450.0,1525.0,16101,2024-11-04
2024-11-11,1460.9000244140625,1460.9000244140625,1620.0,1430.0999755859375,1620.0,20901,2024-11-11
2024-11-18,1463.6500244140625,1463.6500244140625,1519.0,1420.0999755859375,1500.0,5835,2024-11-18
2024-11-25,1519.3499755859375,1519.3499755859375,1612.0,1465.0,1500.0,16540,2024-11-25
2024-12-02,1560.949951171875,1560.949951171875,1639.0,1470.5,1580.0,14508,2024-12-02
2024-12-09,1569.699951171875,1569.699951171875,1667.0,1522.0999755859375,1560.0,14655,2024-12-09
2024-12-16,1641.75,1641.75,1686.0,1480.0,1569.699951171875,16995,2024-12-16
2024-12-23,1696.050048828125,1696.050048828125,1785.0,1605.0,1684.0,17306,2024-12-23
2024-12-30,1516.5999755859375,1516.5999755859375,1755.0,1470.0,1715.25,28542,2024-12-30
2025-01-06,1452.199951171875,1452.199951171875,1530.0,1400.050048828125,1516.5999755859375,16434,2025-01-06
2025-01-13,1443.199951171875,1443.199951171875,1515.0,1400.0,1434.550048828125,13915,2025-01-13
2025-01-20,1384.300048828125,1384.300048828125,1495.0,1350.1500244140625,1479.9000244140625,10734,2025-01-20
2025-01-27,1470.1500244140625,1470.1500244140625,1508.550048828125,1250.0,1404.8499755859375,18710,2025-01-27
2025-02-03,1295.800048828125,1295.800048828125,1466.0,1267.6500244140625,1464.949951171875,26892,2025-02-03
2025-02-10,1282.3499755859375,1282.3499755859375,1337.949951171875,1117.5999755859375,1313.9000244140625,27045,2025-02-10
2025-02-17,1279.0,1279.0,1314.800048828125,1148.0,1148.0,9861,2025-02-17
2025-02-24,1176.3499755859375,1176.3499755859375,1297.8499755859375,1155.25,1270.0,5914,2025-02-24
2025-03-03,1237.449951171875,1237.449951171875,1267.300048828125,1050.0,1158.699951171875,22349,2025-03-03
2025-03-10,1120.0999755859375,1120.0999755859375,1255.9000244140625,1101.1500244140625,1237.550048828125,16243,2025-03-10
2025-03-17,1232.5999755859375,1232.5999755859375,1249.25,1109.5,1125.0,27680,2025-03-17
2025-03-24,1222.199951171875,1222.199951171875,1345.800048828125,1149.9000244140625,1233.0,37959,2025-03-24
2025-03-31,1189.6500244140625,1189.6500244140625,1270.8499755859375,1177.4000244140625,1222.199951171875,13313,2025-03-31
2025-04-07,1113.199951171875,1113.199951171875,1168.0,1060.550048828125,1150.0,20097,2025-04-07
2025-04-14,1251.5,1251.5,1299.5,1113.199951171875,1113.199951171875,26824,2025-04-14
2025-04-21,1183.199951171875,1183.199951171875,1335.0,1152.0999755859375,1270.300048828125,36670,2025-04-21
2025-04-28,1120.0,1120.0,1226.5,1080.0,1220.0,29922,2025-04-28
2025-05-05,1121.4000244140625,1121.4000244140625,1166.5,1052.0999755859375,1140.0,22002,2025-05-05
2025-05-12,1231.5999755859375,1231.5999755859375,1260.0,1125.9000244140625,1138.0999755859375,20611,2025-05-12
2025-05-19,1153.9000244140625,1153.9000244140625,1272.5,1126.0,1250.0999755859375,69777,2025-05-19
2025-05-26,1132.9000244140625,1132.9000244140625,1163.0999755859375,1112.0,1162.0,29696,2025-05-26
2025-06-02,1094.300048828125,1094.300048828125,1165.9000244140625,1090.699951171875,1121.5999755859375,50565,2025-06-02
2025-06-09,1102.5999755859375,1102.5999755859375,1127.0,1070.4000244140625,1110.699951171875,78518,2025-06-09
2025-06-16,1302.800048828125,1302.800048828125,1347.9000244140625,1095.0999755859375,1126.0,418173,2025-06-16
2025-06-23,1342.699951171875,1342.699951171875,1352.0,1246.199951171875,1280.0999755859375,94675,2025-06-23
2025-06-30,1250.800048828125,1250.800048828125,1355.0,1237.300048828125,1355.0,67053,2025-06-30
2025-07-07,1221.300048828125,1221.300048828125,1289.5,1208.800048828125,1269.5999755859375,38183,2025-07-07
2025-07-14,1269.199951171875,1269.199951171875,1285.0,1205.0999755859375,1221.300048828125,15686,2025-07-14
