Date,Adj Close_GANDHAR.NS,Close_GANDHAR.NS,High_GANDHAR.NS,Low_GANDHAR.NS,Open_GANDHAR.NS,Volume_GANDHAR.NS,Date
2024-04-01,227.13145446777344,227.64999389648438,230.5,201.1999969482422,204.0,3618809,2024-04-01
2024-04-08,219.29934692382812,219.8000030517578,230.4499969482422,218.75,229.75,1247034,2024-04-08
2024-04-15,215.70753479003906,216.1999969482422,221.6999969482422,209.3000030517578,213.0,1273161,2024-04-15
2024-04-22,219.64854431152344,220.14999389648438,226.8000030517578,216.0,219.89999389648438,1426831,2024-04-22
2024-04-29,226.78225708007812,227.3000030517578,239.0,221.0500030517578,223.25,2519164,2024-04-29
2024-05-06,218.90025329589844,219.39999389648438,231.0500030517578,215.0,227.5,1712094,2024-05-06
2024-05-13,225.5351104736328,226.0500030517578,227.1999969482422,214.1999969482422,218.5500030517578,1145432,2024-05-13
2024-05-20,205.83009338378906,206.3000030517578,237.0,204.5500030517578,224.5,4432641,2024-05-20
2024-05-27,200.59205627441406,201.0500030517578,209.64999389648438,199.5500030517578,206.3000030517578,1516859,2024-05-27
2024-06-03,201.58978271484375,202.0500030517578,207.4499969482422,182.4499969482422,207.39999389648438,2153358,2024-06-03
2024-06-10,213.85177612304688,214.33999633789062,217.50999450683594,202.05999755859375,202.05999755859375,2230621,2024-06-10
2024-06-17,213.94155883789062,214.42999267578125,221.35000610351562,212.60000610351562,214.33999633789062,1566772,2024-06-17
2024-06-24,208.4042205810547,208.8800048828125,216.0,208.10000610351562,214.3000030517578,1482630,2024-06-24
2024-07-01,215.63771057128906,216.1300048828125,226.6999969482422,207.25,208.0,3655925,2024-07-01
2024-07-08,210.2998809814453,210.77999877929688,220.89999389648438,208.0,216.1300048828125,1466346,2024-07-08
2024-07-15,204.0142364501953,204.47999572753906,212.80999755859375,203.5800018310547,212.80999755859375,1073408,2024-07-15
2024-07-22,212.05587768554688,212.5399932861328,215.6999969482422,198.0,204.47999572753906,1316644,2024-07-22
2024-07-29,210.1901397705078,210.6699981689453,215.5,205.14999389648438,215.5,1103157,2024-07-29
2024-08-05,208.22462463378906,208.6999969482422,225.0,201.10000610351562,203.0,4656818,2024-08-05
2024-08-12,207.0074005126953,207.47999572753906,215.33999633789062,205.60000610351562,208.0,1154688,2024-08-12
2024-08-19,215.4281768798828,215.9199981689453,225.0,207.0,207.60000610351562,3680334,2024-08-19
2024-08-26,224.49000549316406,224.49000549316406,232.89999389648438,213.0500030517578,217.6999969482422,8046761,2024-08-26
2024-09-02,216.63999938964844,216.63999938964844,230.75,216.10000610351562,228.0,2589113,2024-09-02
2024-09-09,215.97999572753906,215.97999572753906,219.9499969482422,212.00999450683594,216.9199981689453,1145862,2024-09-09
2024-09-16,208.4199981689453,208.4199981689453,222.5399932861328,204.0,216.0500030517578,1733623,2024-09-16
2024-09-23,211.7100067138672,211.7100067138672,214.89999389648438,206.0,209.39999389648438,1276263,2024-09-23
2024-09-30,214.47000122070312,214.47000122070312,217.0,204.1999969482422,212.89999389648438,1532707,2024-09-30
2024-10-07,235.61000061035156,235.61000061035156,236.4499969482422,209.02000427246094,215.6999969482422,6379023,2024-10-07
2024-10-14,244.55999755859375,244.55999755859375,253.1999969482422,230.0,236.60000610351562,12988776,2024-10-14
2024-10-21,219.0,219.0,245.3000030517578,215.63999938964844,244.55999755859375,4381602,2024-10-21
2024-10-28,226.7899932861328,226.7899932861328,229.3000030517578,215.0,217.8000030517578,2210047,2024-10-28
2024-11-04,215.72999572753906,215.72999572753906,229.0,214.4499969482422,227.5,4197122,2024-11-04
2024-11-11,207.74000549316406,207.74000549316406,216.61000061035156,202.74000549316406,215.9600067138672,1725112,2024-11-11
2024-11-18,205.55999755859375,205.55999755859375,211.88999938964844,202.72000122070312,209.64999389648438,788805,2024-11-18
2024-11-25,222.8800048828125,222.8800048828125,226.6999969482422,205.61000061035156,208.0,1798488,2024-11-25
2024-12-02,238.80999755859375,238.80999755859375,242.5,222.5,222.5,4169545,2024-12-02
2024-12-09,232.2100067138672,232.2100067138672,244.39999389648438,230.0,240.0,2526082,2024-12-09
2024-12-16,219.3300018310547,219.3300018310547,233.4499969482422,218.6199951171875,230.30999755859375,1779752,2024-12-16
2024-12-23,215.92999267578125,215.92999267578125,222.60000610351562,212.5500030517578,222.60000610351562,869721,2024-12-23
2024-12-30,219.3300018310547,219.3300018310547,223.00999450683594,211.11000061035156,215.0,668884,2024-12-30
2025-01-06,201.4600067138672,201.4600067138672,219.3300018310547,200.00999450683594,218.0,835581,2025-01-06
2025-01-13,196.49000549316406,196.49000549316406,202.89999389648438,191.0,199.61000061035156,873303,2025-01-13
2025-01-20,185.47000122070312,185.47000122070312,201.08999633789062,185.02000427246094,197.00999450683594,629245,2025-01-20
2025-01-27,179.72999572753906,179.72999572753906,185.52999877929688,166.2100067138672,182.85000610351562,1161997,2025-01-27
2025-02-03,172.52000427246094,172.52000427246094,179.7899932861328,172.00999450683594,179.72999572753906,1238467,2025-02-03
2025-02-10,148.63999938964844,148.63999938964844,172.5,146.97999572753906,171.10000610351562,1140190,2025-02-10
2025-02-17,152.0399932861328,152.0399932861328,157.2899932861328,141.0500030517578,148.1999969482422,849624,2025-02-17
2025-02-24,137.82000732421875,137.82000732421875,152.35000610351562,135.85000610351562,151.49000549316406,1070064,2025-02-24
2025-03-03,148.9199981689453,148.9199981689453,152.19000244140625,128.47999572753906,138.0500030517578,2122288,2025-03-03
2025-03-10,136.35000610351562,136.35000610351562,151.89999389648438,134.0500030517578,148.66000366210938,1233178,2025-03-10
2025-03-17,143.42999267578125,143.42999267578125,146.02000427246094,133.30999755859375,137.99000549316406,1422658,2025-03-17
2025-03-24,141.47999572753906,141.47999572753906,154.0,140.8000030517578,148.0,2714080,2025-03-24
2025-03-31,146.10000610351562,146.10000610351562,151.19000244140625,140.39999389648438,141.47999572753906,780503,2025-03-31
2025-04-07,139.35000610351562,139.35000610351562,143.64999389648438,131.30999755859375,133.77000427246094,863282,2025-04-07
2025-04-14,148.55999755859375,148.55999755859375,149.39999389648438,140.47000122070312,143.0,484830,2025-04-14
2025-04-21,152.3800048828125,152.3800048828125,162.7100067138672,148.02000427246094,149.99000549316406,1814133,2025-04-21
2025-04-28,145.9499969482422,145.9499969482422,154.27999877929688,143.3300018310547,150.0,551804,2025-04-28
2025-05-05,141.5500030517578,141.5500030517578,147.1699981689453,136.10000610351562,145.49000549316406,526325,2025-05-05
2025-05-12,158.0399932861328,158.0399932861328,159.9499969482422,146.0,146.0,914295,2025-05-12
2025-05-19,164.4199981689453,164.4199981689453,168.0,155.55999755859375,158.0399932861328,2433866,2025-05-19
2025-05-26,179.10000610351562,179.10000610351562,180.35000610351562,162.32000732421875,164.4199981689453,2760261,2025-05-26
2025-06-02,177.49000549316406,177.49000549316406,184.4199981689453,173.61000061035156,179.0,1866765,2025-06-02
2025-06-09,171.82000732421875,171.82000732421875,178.8000030517578,168.14999389648438,177.49000549316406,943134,2025-06-09
2025-06-16,170.35000610351562,170.35000610351562,176.99000549316406,167.24000549316406,174.19000244140625,933019,2025-06-16
2025-06-23,174.19000244140625,174.19000244140625,177.6999969482422,166.50999450683594,167.00999450683594,775212,2025-06-23
2025-06-30,174.6300048828125,174.6300048828125,178.5,170.60000610351562,175.50999450683594,539420,2025-06-30
2025-07-07,169.55999755859375,169.55999755859375,177.0,167.1199951171875,177.0,494147,2025-07-07
2025-07-14,170.02999877929688,170.02999877929688,172.32000732421875,167.5500030517578,170.0,186492,2025-07-14
