Date,Adj Close_ECLERX.NS,Close_ECLERX.NS,High_ECLERX.NS,Low_ECLERX.NS,Open_ECLERX.NS,Volume_ECLERX.NS,Date
2020-11-23,482.21112060546875,483.1000061035156,492.0,472.6666564941406,480.0,417747,2020-11-23
2020-11-30,522.370361328125,523.3333129882812,553.0,476.6666564941406,483.1000061035156,1967360,2020-11-30
2020-12-07,538.2744750976562,539.2666625976562,556.0,513.3333129882812,523.3333129882812,1573776,2020-12-07
2020-12-14,531.287353515625,532.2666625976562,562.6666870117188,527.5,553.3333129882812,813610,2020-12-14
2020-12-21,584.2896118164062,585.3666381835938,603.3333129882812,478.73333740234375,528.0333251953125,2191106,2020-12-21
2020-12-28,589.6796264648438,590.7666625976562,618.6666870117188,580.0,585.4000244140625,948912,2020-12-28
2021-01-04,608.7112426757812,609.8333129882812,622.4666748046875,576.7000122070312,590.7666625976562,886965,2021-01-04
2021-01-11,672.8929443359375,674.1333618164062,689.5999755859375,605.2999877929688,616.0,1444105,2021-01-11
2021-01-18,660.815185546875,662.0333251953125,686.0,634.7000122070312,669.3333129882812,722386,2021-01-18
2021-01-25,657.4879760742188,658.7000122070312,681.3333129882812,639.5,662.8666381835938,758378,2021-01-25
2021-02-01,667.8023071289062,669.0333251953125,696.0,627.3333129882812,653.5,879982,2021-02-01
2021-02-08,642.4490966796875,643.6333618164062,674.566650390625,634.0,674.566650390625,339495,2021-02-08
2021-02-15,646.2420654296875,647.433349609375,655.3333129882812,610.0,646.8666381835938,437738,2021-02-15
2021-02-22,618.1272583007812,619.2666625976562,649.3333129882812,612.6666870117188,646.6666870117188,307554,2021-02-22
2021-03-01,658.8522338867188,660.066650390625,699.3333129882812,616.6666870117188,622.5333251953125,586531,2021-03-01
2021-03-08,646.907470703125,648.0999755859375,668.6666870117188,636.933349609375,665.3333129882812,326080,2021-03-08
2021-03-15,642.8150634765625,644.0,690.0,626.7666625976562,656.5999755859375,500016,2021-03-15
2021-03-22,684.5382080078125,685.7999877929688,689.3333129882812,639.5999755859375,648.0,303270,2021-03-22
2021-03-29,737.57373046875,738.933349609375,753.3333129882812,685.7999877929688,685.7999877929688,1131205,2021-03-29
2021-04-05,812.4357299804688,813.933349609375,816.6666870117188,729.6666870117188,747.2666625976562,584276,2021-04-05
2021-04-12,775.8698120117188,777.2999877929688,832.0,741.4666748046875,800.6666870117188,467168,2021-04-12
2021-04-19,795.6666870117188,797.1333618164062,847.3333129882812,740.0,766.6666870117188,465711,2021-04-19
2021-04-26,829.0384521484375,830.566650390625,844.0333251953125,773.3333129882812,796.6666870117188,374113,2021-04-26
2021-05-03,848.7687377929688,850.3333129882812,883.3333129882812,821.3666381835938,829.933349609375,381659,2021-05-03
2021-05-10,812.56884765625,814.066650390625,871.3333129882812,778.0,850.3333129882812,177903,2021-05-10
2021-05-17,794.8015747070312,796.2666625976562,818.3333129882812,774.0333251953125,818.3333129882812,138320,2021-05-17
2021-05-24,822.716796875,824.2333374023438,830.0,732.6666870117188,787.3333129882812,394878,2021-05-24
2021-05-31,843.5450439453125,845.0999755859375,882.6666870117188,817.4666748046875,831.7999877929688,416304,2021-05-31
2021-06-07,1073.48779296875,1075.4666748046875,1075.4666748046875,833.3333129882812,845.1666870117188,954510,2021-06-07
2021-06-14,1172.8048095703125,1174.9666748046875,1250.0,1082.63330078125,1153.3333740234375,2067339,2021-06-14
2021-06-21,1196.8270263671875,1199.0333251953125,1221.800048828125,1121.5333251953125,1199.933349609375,541045,2021-06-21
2021-06-28,1387.741943359375,1390.300048828125,1416.6666259765625,1166.6666259765625,1212.6666259765625,569060,2021-06-28
2021-07-05,1402.4813232421875,1405.066650390625,1463.3333740234375,1356.6666259765625,1400.0,809029,2021-07-05
2021-07-12,1483.265869140625,1486.0,1496.6666259765625,1386.6666259765625,1405.3333740234375,469615,2021-07-12
2021-07-19,1444.1048583984375,1446.7667236328125,1519.86669921875,1433.3333740234375,1493.3333740234375,287407,2021-07-19
2021-07-26,1494.079345703125,1496.8333740234375,1519.86669921875,1367.3333740234375,1407.4000244140625,209999,2021-07-26
2021-08-02,1408.86962890625,1411.4666748046875,1586.6666259765625,1380.0,1500.0,148512,2021-08-02
2021-08-09,1444.27099609375,1446.933349609375,1482.0333251953125,1300.699951171875,1482.0333251953125,329214,2021-08-09
2021-08-16,1501.998046875,1504.7667236328125,1595.199951171875,1500.6666259765625,1519.2667236328125,292994,2021-08-16
2021-08-23,1502.364013671875,1505.13330078125,1564.6666259765625,1367.63330078125,1504.7667236328125,285524,2021-08-23
2021-08-30,1490.5526123046875,1493.300048828125,1533.3333740234375,1453.3333740234375,1516.4666748046875,421384,2021-08-30
2021-09-06,1465.19921875,1467.9000244140625,1513.3333740234375,1446.6666259765625,1512.6666259765625,98437,2021-09-06
2021-09-13,1604.109619140625,1607.066650390625,1638.0,1456.7332763671875,1472.6666259765625,536691,2021-09-13
2021-09-20,1518.380859375,1520.5,1590.0,1500.0,1590.0,509334,2021-09-20
2021-09-27,1468.8499755859375,1470.9000244140625,1540.0,1416.0333251953125,1525.7332763671875,442367,2021-09-27
2021-10-04,1505.465576171875,1507.566650390625,1531.800048828125,1446.6666259765625,1466.0,369670,2021-10-04
2021-10-11,1531.2628173828125,1533.4000244140625,1579.3333740234375,1488.6666259765625,1520.0,396657,2021-10-11
2021-10-18,1364.2957763671875,1366.199951171875,1579.3333740234375,1356.5333251953125,1544.0,317815,2021-10-18
2021-10-25,1451.640625,1453.6666259765625,1547.13330078125,1170.433349609375,1366.199951171875,536072,2021-10-25
2021-11-01,1586.9185791015625,1589.13330078125,1646.6666259765625,1410.6666259765625,1423.3333740234375,739918,2021-11-01
2021-11-08,1575.967041015625,1578.1666259765625,1634.0,1553.3333740234375,1607.13330078125,453901,2021-11-08
2021-11-15,1599.634033203125,1601.86669921875,1747.199951171875,1536.2667236328125,1598.6666259765625,444105,2021-11-15
2021-11-22,1534.9576416015625,1537.0999755859375,1640.0,1482.0,1640.0,328351,2021-11-22
2021-11-29,1418.3870849609375,1420.36669921875,1556.6666259765625,1352.0333251953125,1513.3333740234375,944724,2021-11-29
2021-12-06,1435.463134765625,1437.4666748046875,1481.0,1340.699951171875,1443.3333740234375,358286,2021-12-06
2021-12-13,1505.7984619140625,1507.9000244140625,1520.0333251953125,1415.9000244140625,1433.3333740234375,601690,2021-12-13
2021-12-20,1570.5079345703125,1572.699951171875,1606.6666259765625,1476.6666259765625,1507.9000244140625,352250,2021-12-20
2021-12-27,1738.939697265625,1741.36669921875,1761.3333740234375,1559.3333740234375,1584.8333740234375,892647,2021-12-27
2022-01-03,1803.0501708984375,1805.566650390625,1968.6666259765625,1776.6666259765625,1810.0,2226777,2022-01-03
2022-01-10,1897.8511962890625,1900.5,1980.0,1836.6666259765625,1866.6666259765625,1024793,2022-01-10
2022-01-17,1706.518310546875,1708.9000244140625,1956.6666259765625,1670.0,1900.0,668202,2022-01-17
2022-01-24,1542.3140869140625,1544.4666748046875,1862.7332763671875,1534.3333740234375,1718.8333740234375,897829,2022-01-24
2022-01-31,1633.220458984375,1635.5,1716.5999755859375,1503.7332763671875,1544.0,518755,2022-01-31
2022-02-07,1580.194580078125,1582.4000244140625,1659.2332763671875,1545.36669921875,1635.5,344895,2022-02-07
2022-02-14,1472.311767578125,1474.36669921875,1586.3333740234375,1467.4000244140625,1521.0,327112,2022-02-14
2022-02-21,1458.2979736328125,1460.3333740234375,1488.0,1368.6666259765625,1435.3333740234375,508031,2022-02-21
2022-02-28,1492.4169921875,1494.5,1511.7332763671875,1401.300048828125,1464.8333740234375,296443,2022-02-28
2022-03-07,1670.6348876953125,1672.9666748046875,1699.933349609375,1441.36669921875,1450.1666259765625,650198,2022-03-07
2022-03-14,1551.2015380859375,1553.36669921875,1699.933349609375,1542.6666259765625,1677.5,308454,2022-03-14
2022-03-21,1531.3294677734375,1533.4666748046875,1619.3333740234375,1509.0333251953125,1556.0,386075,2022-03-21
2022-03-28,1569.1766357421875,1571.36669921875,1605.3333740234375,1481.3333740234375,1511.3333740234375,448387,2022-03-28
2022-04-04,1676.3602294921875,1678.699951171875,1702.566650390625,1569.3333740234375,1589.3333740234375,360304,2022-04-04
2022-04-11,1600.4993896484375,1602.7332763671875,1696.4666748046875,1565.3333740234375,1694.1666259765625,111735,2022-04-11
2022-04-18,1571.906005859375,1574.0999755859375,1665.933349609375,1555.0999755859375,1595.3333740234375,402852,2022-04-18
2022-04-25,1603.029296875,1605.2667236328125,1660.0,1526.63330078125,1567.3333740234375,193896,2022-04-25
2022-05-02,1493.74853515625,1495.8333740234375,1598.6666259765625,1475.066650390625,1592.0,142827,2022-05-02
2022-05-09,1413.0943603515625,1415.066650390625,1489.566650390625,1351.7332763671875,1479.5,205554,2022-05-09
2022-05-16,1460.0289306640625,1462.066650390625,1515.1666259765625,1396.6666259765625,1428.066650390625,176838,2022-05-16
2022-05-23,1367.890869140625,1369.800048828125,1572.0,1276.933349609375,1468.6666259765625,485551,2022-05-23
2022-05-30,1417.8544921875,1419.8333740234375,1453.566650390625,1327.3333740234375,1376.6666259765625,402906,2022-05-30
2022-06-06,1410.6312255859375,1412.5999755859375,1421.300048828125,1387.4000244140625,1400.066650390625,100527,2022-06-06
2022-06-13,1252.451904296875,1254.199951171875,1412.5999755859375,1222.63330078125,1412.5999755859375,369804,2022-06-13
2022-06-20,1280.5128173828125,1282.300048828125,1318.9666748046875,1240.6666259765625,1266.566650390625,318486,2022-06-20
2022-06-27,1268.163330078125,1269.933349609375,1333.3333740234375,1259.199951171875,1296.1666259765625,183201,2022-06-27
2022-07-04,1372.451171875,1374.36669921875,1380.0,1266.6666259765625,1286.0,141086,2022-07-04
2022-07-11,1415.690673828125,1417.6666259765625,1423.3333740234375,1344.5999755859375,1361.4666748046875,178782,2022-07-11
2022-07-18,1481.8651123046875,1483.933349609375,1529.933349609375,1395.2332763671875,1420.0,181951,2022-07-18
2022-07-25,1447.3798828125,1449.4000244140625,1483.86669921875,1400.7332763671875,1480.4000244140625,139902,2022-07-25
2022-08-01,1514.7525634765625,1516.86669921875,1677.3333740234375,1444.0333251953125,1462.0,1114558,2022-08-01
2022-08-08,1472.77783203125,1474.8333740234375,1559.3333740234375,1420.066650390625,1532.6666259765625,596337,2022-08-08
2022-08-15,1500.9716796875,1503.066650390625,1530.0,1467.066650390625,1474.8333740234375,195035,2022-08-15
2022-08-22,1465.106201171875,1466.5,1512.0,1461.1666259765625,1493.3333740234375,230811,2022-08-22
2022-08-29,1432.8367919921875,1434.199951171875,1459.933349609375,1390.0,1445.3333740234375,209077,2022-08-29
2022-09-05,1483.4222412109375,1484.8333740234375,1499.9666748046875,1418.7332763671875,1434.199951171875,154870,2022-09-05
2022-09-12,1492.346923828125,1493.7667236328125,1580.0,1474.0,1487.3333740234375,417313,2022-09-12
2022-09-19,1471.550048828125,1472.949951171875,1545.0,1421.63330078125,1492.6666259765625,390485,2022-09-19
2022-09-26,1423.3958740234375,1424.75,1500.0,1420.0,1474.0,139921,2022-09-26
2022-10-03,1459.2618408203125,1460.6500244140625,1500.0,1371.949951171875,1424.0,250628,2022-10-03
2022-10-10,1309.2044677734375,1310.449951171875,1446.0999755859375,1299.0,1445.0,171195,2022-10-10
2022-10-17,1285.6768798828125,1286.9000244140625,1330.0,1272.0,1310.0,107219,2022-10-17
2022-10-24,1271.0909423828125,1272.300048828125,1313.0,1254.0,1278.0,66352,2022-10-24
2022-10-31,1347.9676513671875,1349.25,1399.9000244140625,1272.25,1275.0,270061,2022-10-31
2022-11-07,1401.31689453125,1402.6500244140625,1494.9000244140625,1325.699951171875,1360.0,539588,2022-11-07
2022-11-14,1397.770263671875,1399.0999755859375,1468.5,1391.0,1409.0,210712,2022-11-14
2022-11-21,1427.641845703125,1429.0,1468.9000244140625,1390.949951171875,1406.050048828125,238070,2022-11-21
2022-11-28,1448.671875,1450.050048828125,1483.0,1421.050048828125,1436.5,332704,2022-11-28
2022-12-05,1391.6260986328125,1392.949951171875,1473.550048828125,1387.6500244140625,1464.0,186214,2022-12-05
2022-12-12,1377.5894775390625,1378.9000244140625,1421.8499755859375,1372.550048828125,1391.0,276586,2022-12-12
2022-12-19,1366.7998046875,1368.0999755859375,1395.949951171875,1338.0,1386.5999755859375,237155,2022-12-19
2022-12-26,1278.134033203125,1279.3499755859375,1367.9000244140625,1221.0,1305.9000244140625,221573,2022-12-26
2023-01-02,1267.3443603515625,1268.550048828125,1296.699951171875,1260.0,1281.0,84041,2023-01-02
2023-01-09,1402.5157470703125,1403.8499755859375,1420.0,1261.0,1275.199951171875,445594,2023-01-09
2023-01-16,1397.37060546875,1398.699951171875,1436.5999755859375,1383.0,1403.800048828125,115029,2023-01-16
2023-01-23,1405.5128173828125,1406.8499755859375,1444.800048828125,1366.0,1395.0,114414,2023-01-23
2023-01-30,1494.478271484375,1495.9000244140625,1532.0,1409.0,1409.0,445317,2023-01-30
2023-02-06,1473.7979736328125,1475.199951171875,1554.3499755859375,1451.949951171875,1505.0,409250,2023-02-06
2023-02-13,1455.615234375,1457.0,1495.5999755859375,1393.699951171875,1490.5,289437,2023-02-13
2023-02-20,1461.6094970703125,1463.0,1509.9000244140625,1416.449951171875,1457.0,224777,2023-02-20
2023-02-27,1429.290283203125,1430.6500244140625,1469.0,1385.1500244140625,1446.5999755859375,186091,2023-02-27
2023-03-06,1483.4388427734375,1484.8499755859375,1521.0,1348.050048828125,1445.8499755859375,370966,2023-03-06
2023-03-13,1377.439697265625,1378.75,1499.0,1365.5999755859375,1495.0,198873,2023-03-13
2023-03-20,1320.0941162109375,1321.3499755859375,1430.5999755859375,1307.199951171875,1380.0,376147,2023-03-20
2023-03-27,1289.1737060546875,1290.4000244140625,1361.0999755859375,1278.0,1329.9000244140625,243990,2023-03-27
2023-04-03,1339.7254638671875,1341.0,1363.3499755859375,1290.4000244140625,1290.4000244140625,109484,2023-04-03
2023-04-10,1336.9281005859375,1338.199951171875,1374.0,1326.0,1342.050048828125,142109,2023-04-10
2023-04-17,1317.396728515625,1318.6500244140625,1333.050048828125,1272.0,1321.800048828125,315726,2023-04-17
2023-04-24,1354.211669921875,1355.5,1360.75,1300.0,1310.0,359457,2023-04-24
2023-05-01,1389.42822265625,1390.75,1400.0,1355.5,1355.5,115306,2023-05-01
2023-05-08,1318.9453125,1320.199951171875,1408.550048828125,1311.5,1390.75,155147,2023-05-08
2023-05-15,1393.3743896484375,1394.699951171875,1400.0,1315.0,1319.9000244140625,244165,2023-05-15
2023-05-22,1536.8380126953125,1538.300048828125,1548.949951171875,1393.550048828125,1401.699951171875,1027238,2023-05-22
2023-05-29,1611.2672119140625,1612.800048828125,1677.0,1521.050048828125,1553.0,1480195,2023-05-29
2023-06-05,1711.2720947265625,1712.9000244140625,1757.949951171875,1605.1500244140625,1624.0,691916,2023-06-05
2023-06-12,1657.6229248046875,1659.199951171875,1735.0,1590.0,1714.0,445267,2023-06-12
2023-06-19,1692.3399658203125,1693.949951171875,1819.949951171875,1670.050048828125,1670.050048828125,1320357,2023-06-19
2023-06-26,1623.4056396484375,1624.949951171875,1760.0,1611.0,1695.0,480005,2023-06-26
2023-07-03,1690.84130859375,1692.449951171875,1699.8499755859375,1597.949951171875,1641.75,478238,2023-07-03
2023-07-10,1730.0540771484375,1731.699951171875,1790.0,1671.449951171875,1698.949951171875,491358,2023-07-10
2023-07-17,1767.2686767578125,1768.949951171875,1852.4000244140625,1736.4000244140625,1739.0,502431,2023-07-17
2023-07-24,1711.0721435546875,1712.699951171875,1805.0,1632.0999755859375,1769.0,283270,2023-07-24
2023-07-31,1700.3323974609375,1701.949951171875,1754.949951171875,1665.0,1722.949951171875,139114,2023-07-31
2023-08-07,1707.8253173828125,1709.449951171875,1779.9000244140625,1687.4000244140625,1705.0,408207,2023-08-07
2023-08-14,1646.0841064453125,1647.6500244140625,1710.5999755859375,1617.0,1709.449951171875,185215,2023-08-14
2023-08-21,1599.9779052734375,1601.5,1652.550048828125,1582.0,1647.6500244140625,282252,2023-08-21
2023-08-28,1623.205810546875,1624.75,1662.949951171875,1602.3499755859375,1625.0,262110,2023-08-28
2023-09-04,1708.91162109375,1709.5,1724.949951171875,1609.0,1643.800048828125,286835,2023-09-04
2023-09-11,1850.3128662109375,1850.949951171875,1924.0,1689.050048828125,1719.0,1082252,2023-09-11
2023-09-18,1773.139404296875,1773.75,1874.050048828125,1754.050048828125,1854.449951171875,288372,2023-09-18
2023-09-25,1801.1297607421875,1801.75,1853.5,1757.0,1793.75,284298,2023-09-25
2023-10-02,2147.11083984375,2147.85009765625,2168.699951171875,1798.25,1801.75,1648765,2023-10-02
2023-10-09,2089.93017578125,2090.64990234375,2250.0,2053.10009765625,2150.0,1180549,2023-10-09
2023-10-16,2016.3056640625,2017.0,2144.300048828125,2000.0,2119.64990234375,213005,2023-10-16
2023-10-23,1948.9288330078125,1949.5999755859375,2023.0,1865.5,2022.949951171875,445612,2023-10-23
2023-10-30,1966.2230224609375,1966.9000244140625,2008.6500244140625,1915.0,1942.0,361274,2023-10-30
2023-11-06,2151.1591796875,2151.89990234375,2195.0,1963.0,1968.0,614743,2023-11-06
2023-11-13,2413.81884765625,2414.64990234375,2474.25,2202.25,2220.0,984725,2023-11-13
2023-11-20,2588.358642578125,2589.25,2760.0,2313.199951171875,2420.0,2144639,2023-11-20
2023-11-27,2632.043701171875,2632.949951171875,2728.800048828125,2476.89990234375,2589.25,632420,2023-11-27
2023-12-04,2542.5244140625,2543.39990234375,2756.0,2525.0,2750.64990234375,248312,2023-12-04
2023-12-11,2541.724853515625,2542.60009765625,2610.0,2457.0,2581.550048828125,447672,2023-12-11
2023-12-18,2579.2119140625,2580.10009765625,2624.800048828125,2464.0,2549.800048828125,484074,2023-12-18
2023-12-25,2590.7080078125,2591.60009765625,2680.449951171875,2545.10009765625,2580.10009765625,494135,2023-12-25
2024-01-01,2571.66455078125,2572.550048828125,2635.0,2484.050048828125,2620.449951171875,358451,2024-01-01
2024-01-08,2708.117431640625,2709.050048828125,2825.0,2530.0,2574.35009765625,820437,2024-01-08
2024-01-15,2667.4814453125,2668.39990234375,2828.0,2561.60009765625,2756.0,382918,2024-01-15
2024-01-22,2608.95166015625,2609.85009765625,2687.0,2582.14990234375,2668.39990234375,97058,2024-01-22
2024-01-29,2686.125,2687.050048828125,2805.0,2610.0,2610.300048828125,416848,2024-01-29
2024-02-05,2475.54736328125,2476.39990234375,2701.449951171875,2450.0,2682.0,418617,2024-02-05
2024-02-12,2319.351318359375,2320.14990234375,2545.0,2305.050048828125,2477.0,562460,2024-02-12
2024-02-19,2494.69091796875,2495.550048828125,2523.699951171875,2278.050048828125,2278.050048828125,712218,2024-02-19
2024-02-26,2498.039794921875,2498.89990234375,2569.0,2426.0,2499.550048828125,248282,2024-02-26
2024-03-04,2433.31201171875,2434.14990234375,2512.5,2359.85009765625,2491.10009765625,204090,2024-03-04
2024-03-11,2425.114990234375,2425.949951171875,2495.75,2272.199951171875,2472.60009765625,268313,2024-03-11
2024-03-18,2409.6201171875,2410.449951171875,2550.0,2292.35009765625,2432.0,438361,2024-03-18
2024-03-25,2366.485107421875,2367.300048828125,2428.0,2330.14990234375,2410.449951171875,146047,2024-03-25
2024-04-01,2475.99755859375,2476.85009765625,2549.89990234375,2342.39990234375,2350.0,383015,2024-04-01
2024-04-08,2436.111083984375,2436.949951171875,2524.449951171875,2427.5,2506.0,226254,2024-04-08
2024-04-15,2407.37109375,2408.199951171875,2479.449951171875,2362.14990234375,2431.0,133351,2024-04-15
2024-04-22,2429.763427734375,2430.60009765625,2469.14990234375,2322.949951171875,2350.0,182558,2024-04-22
2024-04-29,2418.0673828125,2418.89990234375,2506.64990234375,2406.75,2421.60009765625,89231,2024-04-29
2024-05-06,2294.809814453125,2295.60009765625,2470.0,2280.300048828125,2415.800048828125,145708,2024-05-06
2024-05-13,2365.385498046875,2366.199951171875,2414.0,2129.050048828125,2329.0,864253,2024-05-13
2024-05-20,2243.4775390625,2244.25,2364.5,2242.0,2278.800048828125,257436,2024-05-20
2024-05-27,2193.144775390625,2193.89990234375,2268.0,2153.050048828125,2258.0,496196,2024-05-27
2024-06-03,2317.802001953125,2318.60009765625,2340.0,2114.0,2240.0,468471,2024-06-03
2024-06-10,2379.33056640625,2380.14990234375,2431.85009765625,2321.0,2342.0,396176,2024-06-10
2024-06-17,2405.671630859375,2406.5,2512.0,2338.5,2380.14990234375,469752,2024-06-17
2024-06-24,2418.267333984375,2419.10009765625,2433.699951171875,2349.5,2406.199951171875,374750,2024-06-24
2024-07-01,2500.788818359375,2501.64990234375,2563.0,2385.14990234375,2436.0,560236,2024-07-01
2024-07-08,2553.220947265625,2554.10009765625,2645.0,2440.550048828125,2501.64990234375,400384,2024-07-08
2024-07-15,2431.512939453125,2432.35009765625,2573.0,2419.949951171875,2573.0,161168,2024-07-15
2024-07-22,2389.67724609375,2390.5,2445.35009765625,2351.0,2390.0,231596,2024-07-22
2024-07-29,2439.110107421875,2439.949951171875,2480.0,2337.0,2399.89990234375,345656,2024-07-29
2024-08-05,2480.595703125,2481.449951171875,2575.0,2325.85009765625,2400.0,464408,2024-08-05
2024-08-12,2486.493896484375,2487.35009765625,2585.699951171875,2371.0,2458.0,306009,2024-08-12
2024-08-19,2717.914306640625,2718.85009765625,2784.0,2470.199951171875,2470.199951171875,671366,2024-08-19
2024-08-26,2902.800537109375,2903.800048828125,2960.949951171875,2706.5,2749.89990234375,871573,2024-08-26
2024-09-02,2831.625,2832.60009765625,2995.0,2818.0,2944.0,609804,2024-09-02
2024-09-09,2813.800048828125,2813.800048828125,2875.10009765625,2692.39990234375,2865.0,406573,2024-09-09
2024-09-16,2705.39990234375,2705.39990234375,2860.0,2650.0,2800.0,303793,2024-09-16
2024-09-23,2997.300048828125,2997.300048828125,3118.0,2680.0,2705.39990234375,3565784,2024-09-23
2024-09-30,3021.5,3021.5,3099.0,2909.800048828125,2997.300048828125,517108,2024-09-30
2024-10-07,3090.550048828125,3090.550048828125,3217.0,2987.25,3024.0,1129822,2024-10-07
2024-10-14,3004.35009765625,3004.35009765625,3108.0,2934.050048828125,3102.10009765625,413087,2024-10-14
2024-10-21,2772.800048828125,2772.800048828125,3012.699951171875,2707.35009765625,3001.0,304040,2024-10-21
2024-10-28,2961.800048828125,2961.800048828125,3009.0,2651.10009765625,2779.0,363009,2024-10-28
2024-11-04,3240.25,3240.25,3430.0,2901.0,2947.050048828125,2223596,2024-11-04
2024-11-11,3339.5,3339.5,3443.0,3200.050048828125,3215.0,726970,2024-11-11
2024-11-18,3267.550048828125,3267.550048828125,3399.0,3113.25,3320.300048828125,628269,2024-11-18
2024-11-25,3487.300048828125,3487.300048828125,3526.0,3262.300048828125,3294.0,652826,2024-11-25
2024-12-02,3615.85009765625,3615.85009765625,3873.64990234375,3445.0,3510.0,598310,2024-12-02
2024-12-09,3815.550048828125,3815.550048828125,3874.5,3615.85009765625,3634.949951171875,516065,2024-12-09
2024-12-16,3608.949951171875,3608.949951171875,3877.0,3574.449951171875,3850.0,502470,2024-12-16
2024-12-23,3650.10009765625,3650.10009765625,3692.75,3502.85009765625,3637.89990234375,311543,2024-12-23
2024-12-30,3507.64990234375,3507.64990234375,3679.5,3391.14990234375,3630.0,752934,2024-12-30
2025-01-06,3269.949951171875,3269.949951171875,3527.25,3240.0,3507.64990234375,322343,2025-01-06
2025-01-13,3202.75,3202.75,3315.14990234375,3125.89990234375,3244.0,415846,2025-01-13
2025-01-20,3068.050048828125,3068.050048828125,3266.25,3052.0,3202.75,404023,2025-01-20
2025-01-27,3201.300048828125,3201.300048828125,3220.0,2879.699951171875,3039.949951171875,474989,2025-01-27
2025-02-03,3194.949951171875,3194.949951171875,3317.300048828125,3080.050048828125,3145.0,419572,2025-02-03
2025-02-10,3100.10009765625,3100.10009765625,3246.0,2930.0,3221.800048828125,229386,2025-02-10
2025-02-17,3118.949951171875,3118.949951171875,3225.0,2950.0,3100.199951171875,285134,2025-02-17
2025-02-24,2833.89990234375,2833.89990234375,3097.89990234375,2812.14990234375,3093.75,200687,2025-02-24
2025-03-03,2793.10009765625,2793.10009765625,2851.75,2500.0,2830.0,592917,2025-03-03
2025-03-10,2521.14990234375,2521.14990234375,2815.0,2498.14990234375,2765.14990234375,317575,2025-03-10
2025-03-17,2749.300048828125,2749.300048828125,2772.60009765625,2500.0,2521.14990234375,254467,2025-03-17
2025-03-24,2777.0,2777.0,2815.0,2694.449951171875,2735.0,341069,2025-03-24
2025-03-31,2643.64990234375,2643.64990234375,2801.35009765625,2585.0,2777.0,125991,2025-03-31
2025-04-07,2402.199951171875,2402.199951171875,2575.0,2168.0,2168.0,325685,2025-04-07
2025-04-14,2503.199951171875,2503.199951171875,2559.0,2420.0,2420.0,104188,2025-04-14
2025-04-21,2563.60009765625,2563.60009765625,2694.0,2505.0,2549.0,216318,2025-04-21
2025-04-28,2490.89990234375,2490.89990234375,2607.89990234375,2481.0,2532.0,128630,2025-04-28
2025-05-05,2449.39990234375,2449.39990234375,2541.39990234375,2353.300048828125,2511.0,157174,2025-05-05
2025-05-12,3301.800048828125,3301.800048828125,3324.0,2486.0,2514.800048828125,2277252,2025-05-12
2025-05-19,3356.800048828125,3356.800048828125,3494.0,3203.699951171875,3285.5,320394,2025-05-19
2025-05-26,3542.10009765625,3542.10009765625,3560.39990234375,3327.5,3377.0,444950,2025-05-26
2025-06-02,3606.300048828125,3606.300048828125,3618.0,3431.0,3525.89990234375,201625,2025-06-02
