Date,Adj Close_GRMOVER.NS,Close_GRMOVER.NS,High_GRMOVER.NS,Low_GRMOVER.NS,Open_GRMOVER.NS,Volume_GRMOVER.NS,Date
2024-10-07,236.6999969482422,236.6999969482422,256.0,206.85000610351562,242.0,1754920,2024-10-07
2024-10-14,227.14999389648438,227.14999389648438,242.0,225.0,238.60000610351562,422801,2024-10-14
2024-10-21,208.5500030517578,208.5500030517578,234.0,205.1999969482422,229.39999389648438,890898,2024-10-21
2024-10-28,224.67999267578125,224.67999267578125,233.39999389648438,206.5500030517578,211.6999969482422,538674,2024-10-28
2024-11-04,216.52000427246094,216.52000427246094,227.0,212.6199951171875,227.0,409420,2024-11-04
2024-11-11,202.35000610351562,202.35000610351562,218.0,195.30999755859375,216.5500030517578,272262,2024-11-11
2024-11-18,202.57000732421875,202.57000732421875,207.8699951171875,195.5399932861328,202.99000549316406,217006,2024-11-18
2024-11-25,206.08999633789062,206.08999633789062,210.4600067138672,199.64999389648438,207.89999389648438,251991,2024-11-25
2024-12-02,221.14999389648438,221.14999389648438,224.38999938964844,202.41000366210938,206.0,445143,2024-12-02
2024-12-09,206.5399932861328,206.5399932861328,227.0,203.0,220.0,338130,2024-12-09
2024-12-16,192.63999938964844,192.63999938964844,210.7899932861328,191.0,206.0,429219,2024-12-16
2024-12-23,184.30999755859375,184.30999755859375,201.0,178.0,195.0,267500,2024-12-23
2024-12-30,198.9600067138672,198.9600067138672,212.0,181.72999572753906,184.0,1275081,2024-12-30
2025-01-06,185.74000549316406,185.74000549316406,210.0,183.39999389648438,198.9499969482422,520720,2025-01-06
2025-01-13,202.9600067138672,202.9600067138672,208.25,175.89999389648438,185.74000549316406,1957750,2025-01-13
2025-01-20,214.6300048828125,214.6300048828125,225.9600067138672,200.39999389648438,204.0,1440947,2025-01-20
2025-01-27,232.74000549316406,232.74000549316406,240.89999389648438,201.99000549316406,214.0500030517578,3084662,2025-01-27
2025-02-03,240.05999755859375,240.05999755859375,246.6999969482422,228.14999389648438,234.0,3001897,2025-02-03
2025-02-10,229.1199951171875,229.1199951171875,244.0,214.58999633789062,239.5,2580255,2025-02-10
2025-02-17,217.47999572753906,217.47999572753906,231.9499969482422,200.25,229.0,1950165,2025-02-17
2025-02-24,219.66000366210938,219.66000366210938,234.52999877929688,211.0,218.0,1483857,2025-02-24
2025-03-03,249.33999633789062,249.33999633789062,253.0,197.4499969482422,219.1999969482422,2339984,2025-03-03
2025-03-10,273.2099914550781,273.2099914550781,276.3999938964844,248.5,252.0,2843669,2025-03-10
2025-03-17,276.70001220703125,276.70001220703125,288.6700134277344,267.9700012207031,272.0,2030120,2025-03-17
2025-03-24,266.07000732421875,266.07000732421875,283.95001220703125,258.8900146484375,279.79998779296875,2040569,2025-03-24
2025-03-31,298.45001220703125,298.45001220703125,313.04998779296875,261.04998779296875,266.07000732421875,3173635,2025-03-31
2025-04-07,325.6499938964844,325.6499938964844,329.95001220703125,252.0,255.5500030517578,3262949,2025-04-07
2025-04-14,323.04998779296875,323.04998779296875,329.0,306.1000061035156,328.54998779296875,1233824,2025-04-14
2025-04-21,311.6000061035156,311.6000061035156,341.0,308.1000061035156,325.0,3135134,2025-04-21
2025-04-28,308.79998779296875,308.79998779296875,326.0,308.0,310.0,1730308,2025-04-28
2025-05-05,279.8500061035156,279.8500061035156,317.0,270.0,308.1000061035156,2097075,2025-05-05
2025-05-12,304.70001220703125,304.70001220703125,314.29998779296875,288.29998779296875,293.8999938964844,2311499,2025-05-12
2025-05-19,309.1000061035156,309.1000061035156,317.8999938964844,299.29998779296875,301.95001220703125,1667802,2025-05-19
2025-05-26,301.04998779296875,301.04998779296875,314.45001220703125,291.0,309.1000061035156,1676948,2025-05-26
2025-06-02,292.3999938964844,292.3999938964844,306.0,279.1000061035156,297.0,2194848,2025-06-02
2025-06-09,343.45001220703125,343.45001220703125,347.0,290.0,290.0,4923418,2025-06-09
2025-06-16,354.3500061035156,354.3500061035156,376.3500061035156,335.5,343.45001220703125,5013901,2025-06-16
2025-06-23,368.20001220703125,368.20001220703125,369.95001220703125,347.20001220703125,348.04998779296875,3868508,2025-06-23
2025-06-30,373.1499938964844,373.1499938964844,375.0,355.3999938964844,372.95001220703125,3933165,2025-06-30
2025-07-07,377.3999938964844,377.3999938964844,388.5,365.5,375.5,4825268,2025-07-07
2025-07-14,390.04998779296875,390.04998779296875,392.0,374.5,377.3999938964844,1356170,2025-07-14
