Date,Adj Close_ZIMLAB.NS,Close_ZIMLAB.NS,High_ZIMLAB.NS,Low_ZIMLAB.NS,Open_ZIMLAB.NS,Volume_ZIMLAB.NS,Date
2024-04-01,101.44999694824219,101.44999694824219,103.05000305175781,94.19999694824219,95.44999694824219,1531003,2024-04-01
2024-04-08,96.75,96.75,102.69999694824219,96.0999984741211,102.0,582683,2024-04-08
2024-04-15,92.44999694824219,92.44999694824219,98.0,91.8499984741211,96.05000305175781,628531,2024-04-15
2024-04-22,122.4000015258789,122.4000015258789,131.39999389648438,92.5999984741211,92.8499984741211,11480262,2024-04-22
2024-04-29,119.6500015258789,119.6500015258789,127.5999984741211,118.5,123.0,1212664,2024-04-29
2024-05-06,115.05000305175781,115.05000305175781,125.9000015258789,111.5999984741211,120.8499984741211,1388528,2024-05-06
2024-05-13,113.5999984741211,113.5999984741211,122.55000305175781,109.94999694824219,116.80000305175781,2005720,2024-05-13
2024-05-20,107.8499984741211,107.8499984741211,113.8499984741211,107.25,112.5,538380,2024-05-20
2024-05-27,101.80000305175781,101.80000305175781,109.30000305175781,101.0999984741211,107.5999984741211,777144,2024-05-27
2024-06-03,102.4000015258789,102.4000015258789,106.0,92.4000015258789,103.25,715625,2024-06-03
2024-06-10,101.51000213623047,101.51000213623047,106.45999908447266,100.20999908447266,102.5199966430664,774826,2024-06-10
2024-06-17,106.06999969482422,106.06999969482422,108.79000091552734,100.61000061035156,101.94999694824219,810869,2024-06-17
2024-06-24,110.8499984741211,110.8499984741211,114.30000305175781,104.2699966430664,106.06999969482422,1913120,2024-06-24
2024-07-01,111.30000305175781,111.30000305175781,117.38999938964844,106.4000015258789,111.0,1577256,2024-07-01
2024-07-08,108.95999908447266,108.95999908447266,113.48999786376953,103.55999755859375,112.0,590894,2024-07-08
2024-07-15,106.91000366210938,106.91000366210938,115.1500015258789,106.05999755859375,107.9000015258789,783823,2024-07-15
2024-07-22,113.27999877929688,113.27999877929688,115.9000015258789,104.5,106.9000015258789,1080531,2024-07-22
2024-07-29,113.83000183105469,113.83000183105469,117.69999694824219,111.1500015258789,114.41000366210938,778430,2024-07-29
2024-08-05,108.3499984741211,108.3499984741211,114.54000091552734,105.0,110.5,1070493,2024-08-05
2024-08-12,107.83999633789062,107.83999633789062,111.33000183105469,106.5199966430664,109.0999984741211,588099,2024-08-12
2024-08-19,115.44999694824219,115.44999694824219,122.0,107.01000213623047,108.91000366210938,1561978,2024-08-19
2024-08-26,116.86000061035156,116.86000061035156,119.68000030517578,109.5,116.4000015258789,885872,2024-08-26
2024-09-02,118.13999938964844,118.13999938964844,128.89999389648438,116.1500015258789,119.0,3457373,2024-09-02
2024-09-09,115.4800033569336,115.4800033569336,123.98999786376953,114.51000213623047,120.0,1195481,2024-09-09
2024-09-16,111.4000015258789,111.4000015258789,119.44999694824219,108.51000213623047,119.44999694824219,690315,2024-09-16
2024-09-23,111.86000061035156,111.86000061035156,112.58999633789062,105.19999694824219,111.4000015258789,631958,2024-09-23
2024-09-30,107.22000122070312,107.22000122070312,112.58999633789062,105.55000305175781,111.86000061035156,357512,2024-09-30
2024-10-07,107.08000183105469,107.08000183105469,108.38999938964844,99.73999786376953,107.30000305175781,529561,2024-10-07
2024-10-14,109.70999908447266,109.70999908447266,113.41000366210938,106.5,107.86000061035156,519130,2024-10-14
2024-10-21,102.30999755859375,102.30999755859375,111.5,99.7300033569336,110.61000061035156,449393,2024-10-21
2024-10-28,106.98999786376953,106.98999786376953,108.0199966430664,100.58000183105469,102.63999938964844,200659,2024-10-28
2024-11-04,113.80999755859375,113.80999755859375,119.30000305175781,104.5199966430664,106.0,1220881,2024-11-04
2024-11-11,107.45999908447266,107.45999908447266,113.48999786376953,100.0,111.01000213623047,572447,2024-11-11
2024-11-18,104.7300033569336,104.7300033569336,108.01000213623047,101.44999694824219,107.69999694824219,209555,2024-11-18
2024-11-25,114.62999725341797,114.62999725341797,115.93000030517578,105.01000213623047,107.69999694824219,553062,2024-11-25
2024-12-02,120.02999877929688,120.02999877929688,128.0,110.19999694824219,116.98999786376953,3904137,2024-12-02
2024-12-09,113.55000305175781,113.55000305175781,120.9000015258789,111.0999984741211,120.0,878074,2024-12-09
2024-12-16,108.7699966430664,108.7699966430664,117.0,108.26000213623047,114.5,468154,2024-12-16
2024-12-23,109.43000030517578,109.43000030517578,114.80000305175781,107.05000305175781,108.7699966430664,251327,2024-12-23
2024-12-30,108.80000305175781,108.80000305175781,112.98999786376953,106.0999984741211,109.0,268991,2024-12-30
2025-01-06,101.7300033569336,101.7300033569336,109.11000061035156,100.98999786376953,109.05000305175781,354966,2025-01-06
2025-01-13,105.80000305175781,105.80000305175781,106.63999938964844,96.6500015258789,102.58000183105469,511314,2025-01-13
2025-01-20,101.2300033569336,101.2300033569336,108.0,99.1500015258789,108.0,184476,2025-01-20
2025-01-27,101.12000274658203,101.12000274658203,105.0,96.0199966430664,101.75,252544,2025-01-27
2025-02-03,106.72000122070312,106.72000122070312,107.0,99.5999984741211,101.80000305175781,1117042,2025-02-03
2025-02-10,92.55999755859375,92.55999755859375,108.20999908447266,90.80000305175781,107.0,415725,2025-02-10
2025-02-17,95.05000305175781,95.05000305175781,99.80000305175781,91.0,91.5,565915,2025-02-17
2025-02-24,90.63999938964844,90.63999938964844,95.0,89.44999694824219,94.80000305175781,182122,2025-02-24
2025-03-03,88.4800033569336,88.4800033569336,95.0,80.95999908447266,90.6500015258789,565691,2025-03-03
2025-03-10,81.12000274658203,81.12000274658203,89.27999877929688,80.61000061035156,89.2699966430664,293574,2025-03-10
2025-03-17,84.05000305175781,84.05000305175781,101.69999694824219,79.48999786376953,82.6500015258789,2695067,2025-03-17
2025-03-24,80.52999877929688,80.52999877929688,86.79000091552734,80.0,85.30000305175781,1000532,2025-03-24
2025-03-31,85.06999969482422,85.06999969482422,89.80000305175781,80.52999877929688,80.52999877929688,284093,2025-03-31
2025-04-07,86.66000366210938,86.66000366210938,88.9000015258789,80.11000061035156,80.11000061035156,237556,2025-04-07
2025-04-14,89.26000213623047,89.26000213623047,92.44999694824219,86.5,86.66000366210938,191713,2025-04-14
2025-04-21,88.06999969482422,88.06999969482422,93.5199966430664,87.86000061035156,89.30000305175781,212448,2025-04-21
2025-04-28,86.51000213623047,86.51000213623047,89.87999725341797,86.16999816894531,88.37000274658203,191611,2025-04-28
2025-05-05,82.73999786376953,82.73999786376953,87.55000305175781,82.0,86.80000305175781,104262,2025-05-05
2025-05-12,92.0999984741211,92.0999984741211,94.33999633789062,84.1500015258789,84.1500015258789,345345,2025-05-12
2025-05-19,90.7699966430664,90.7699966430664,95.5,87.55999755859375,92.0999984741211,322183,2025-05-19
2025-05-26,89.55000305175781,89.55000305175781,93.0,87.19999694824219,90.55000305175781,210845,2025-05-26
2025-06-02,99.95999908447266,99.95999908447266,105.0,87.62000274658203,89.55000305175781,1707280,2025-06-02
2025-06-09,103.79000091552734,103.79000091552734,111.0,98.5,98.5,485557,2025-06-09
2025-06-16,106.20999908447266,106.20999908447266,110.25,103.01000213623047,103.36000061035156,289080,2025-06-16
2025-06-23,111.16999816894531,111.16999816894531,118.0,103.05000305175781,104.69999694824219,633398,2025-06-23
2025-06-30,110.88999938964844,110.88999938964844,114.79000091552734,107.1500015258789,112.45999908447266,349864,2025-06-30
2025-07-07,114.08999633789062,114.08999633789062,117.13999938964844,109.30999755859375,110.9000015258789,374951,2025-07-07
2025-07-14,114.41000366210938,114.41000366210938,115.77999877929688,112.25,114.98999786376953,124476,2025-07-14
