Date,Adj Close_CYBERTECH.NS,Close_CYBERTECH.NS,High_CYBERTECH.NS,Low_CYBERTECH.NS,Open_CYBERTECH.NS,Volume_CYBERTECH.NS,Date
2021-02-08,125.98114013671875,131.25,145.0,124.80000305175781,135.0,1169530,2021-02-08
2021-02-15,120.22201538085938,125.25,138.3000030517578,124.05000305175781,132.25,845695,2021-02-15
2021-02-22,120.17401123046875,125.19999694824219,134.0,120.0999984741211,125.8499984741211,845336,2021-02-22
2021-03-01,118.7822265625,123.75,132.5,123.0,126.5,619949,2021-03-01
2021-03-08,125.4532241821289,130.6999969482422,142.89999389648438,122.9000015258789,125.5,1634149,2021-03-08
2021-03-15,122.57366180419922,127.69999694824219,141.4499969482422,120.55000305175781,132.5,1256535,2021-03-15
2021-03-22,114.41487121582031,119.19999694824219,130.39999389648438,113.0999984741211,129.39999389648438,587594,2021-03-22
2021-03-29,119.79007720947266,124.80000305175781,126.0,118.19999694824219,119.19999694824219,349828,2021-03-29
2021-04-05,132.8441162109375,138.39999389648438,143.0,118.19999694824219,124.80000305175781,2031116,2021-04-05
2021-04-12,118.97419738769531,123.94999694824219,135.0500030517578,121.0,135.0,713075,2021-04-12
2021-04-19,119.07018280029297,124.05000305175781,129.6999969482422,117.0,121.0,470163,2021-04-19
2021-04-26,122.33369445800781,127.44999694824219,141.85000610351562,125.05000305175781,125.0999984741211,1533151,2021-04-26
2021-05-03,148.5857696533203,154.8000030517578,162.25,124.5,124.5,4284246,2021-05-03
2021-05-10,136.05963134765625,141.75,164.10000610351562,138.5,155.85000610351562,3348248,2021-05-10
2021-05-17,131.5963134765625,137.10000610351562,146.0,135.0,143.1999969482422,1094592,2021-05-17
2021-05-24,139.65911865234375,145.5,152.39999389648438,138.0,139.3000030517578,1784855,2021-05-24
2021-05-31,136.2996063232422,142.0,149.5,141.0,145.10000610351562,881527,2021-05-31
2021-06-07,144.9383087158203,151.0,158.5,142.0,144.0,2624259,2021-06-07
2021-06-14,134.66786193847656,140.3000030517578,151.89999389648438,132.60000610351562,151.0,686855,2021-06-14
2021-06-21,136.53956604003906,142.25,144.89999389648438,137.0,138.8000030517578,536449,2021-06-21
2021-06-28,154.24891662597656,160.6999969482422,164.8000030517578,138.5,143.35000610351562,3597402,2021-06-28
2021-07-05,160.008056640625,166.6999969482422,177.89999389648438,159.0,162.89999389648438,5245415,2021-07-05
2021-07-12,187.79588317871094,195.64999389648438,207.6999969482422,160.0,168.1999969482422,7736564,2021-07-12
2021-07-19,184.34042358398438,192.0500030517578,208.39999389648438,186.10000610351562,193.8000030517578,2441990,2021-07-19
2021-07-26,184.96432495117188,192.6999969482422,205.0,180.39999389648438,192.0,1810868,2021-07-26
2021-08-02,173.82998657226562,181.10000610351562,199.8000030517578,176.4499969482422,194.1999969482422,943164,2021-08-02
2021-08-09,162.07176208496094,168.85000610351562,184.89999389648438,159.1999969482422,182.4499969482422,1149929,2021-08-09
2021-08-16,149.06570434570312,155.3000030517578,169.39999389648438,152.3000030517578,169.3000030517578,465324,2021-08-16
2021-08-23,160.63197326660156,167.35000610351562,174.4499969482422,157.0500030517578,157.0500030517578,928873,2021-08-23
2021-08-30,169.6546173095703,176.75,178.35000610351562,162.3000030517578,168.5500030517578,666714,2021-08-30
2021-09-06,162.50367736816406,169.3000030517578,178.89999389648438,167.0,178.39999389648438,284171,2021-09-06
2021-09-13,157.17926025390625,162.8000030517578,171.8000030517578,158.39999389648438,170.5,379186,2021-09-13
2021-09-20,160.07566833496094,165.8000030517578,169.75,153.0,160.5,446790,2021-09-20
2021-09-27,156.21377563476562,161.8000030517578,169.5500030517578,156.0,168.5,372224,2021-09-27
2021-10-04,165.96505737304688,171.89999389648438,177.0,161.0,162.0,834497,2021-10-04
2021-10-11,168.81321716308594,174.85000610351562,181.0,167.39999389648438,172.0,787271,2021-10-11
2021-10-18,162.5376434326172,168.35000610351562,183.0,165.0,175.9499969482422,794817,2021-10-18
2021-10-25,159.2067413330078,164.89999389648438,176.6999969482422,154.8000030517578,171.9499969482422,510664,2021-10-25
2021-11-01,158.19300842285156,163.85000610351562,167.8000030517578,155.5,167.8000030517578,163892,2021-11-01
2021-11-08,154.3311004638672,159.85000610351562,168.0,158.0,165.0,599490,2021-11-08
2021-11-15,149.5037384033203,154.85000610351562,162.25,152.0,159.85000610351562,256607,2021-11-15
2021-11-22,145.83493041992188,151.0500030517578,162.9499969482422,148.89999389648438,156.5,372772,2021-11-22
2021-11-29,144.77288818359375,149.9499969482422,155.8000030517578,134.0,145.9499969482422,443470,2021-11-29
2021-12-06,166.64089965820312,172.60000610351562,178.0,150.35000610351562,152.0,1981790,2021-12-06
2021-12-13,155.2000274658203,160.75,177.85000610351562,160.0,175.4499969482422,873386,2021-12-13
2021-12-20,156.7930450439453,162.39999389648438,166.89999389648438,148.0,156.10000610351562,597252,2021-12-20
2021-12-27,213.56295776367188,221.1999969482422,242.89999389648438,160.0,161.10000610351562,10512144,2021-12-27
2022-01-03,216.41110229492188,224.14999389648438,237.0,206.0,223.6999969482422,3059805,2022-01-03
2022-01-10,215.34910583496094,223.0500030517578,244.8000030517578,221.6999969482422,225.0,2516362,2022-01-10
2022-01-17,213.0319366455078,220.64999389648438,245.35000610351562,215.8000030517578,224.6999969482422,2351677,2022-01-17
2022-01-24,188.0261688232422,194.75,213.39999389648438,178.75,213.0,1224522,2022-01-24
2022-01-31,196.087890625,203.10000610351562,216.0,193.0,199.0,1150937,2022-01-31
2022-02-07,180.8333740234375,187.3000030517578,211.85000610351562,186.3000030517578,204.3000030517578,829532,2022-02-07
2022-02-14,170.84071350097656,176.9499969482422,192.5500030517578,171.64999389648438,180.0,924356,2022-02-14
2022-02-21,156.9861602783203,162.60000610351562,177.0,150.4499969482422,176.10000610351562,894671,2022-02-21
2022-02-28,162.63417053222656,168.4499969482422,173.89999389648438,156.75,161.0,349187,2022-02-28
2022-03-07,169.151123046875,175.1999969482422,184.60000610351562,161.9499969482422,162.35000610351562,537824,2022-03-07
2022-03-14,170.5510711669922,176.64999389648438,181.5500030517578,170.0,175.9499969482422,267078,2022-03-14
2022-03-21,171.27516174316406,177.39999389648438,197.60000610351562,171.35000610351562,178.0,1013469,2022-03-21
2022-03-28,174.9439697265625,181.1999969482422,183.89999389648438,168.0500030517578,179.9499969482422,606847,2022-03-28
2022-04-04,176.1990966796875,182.5,194.39999389648438,177.0,183.0,787596,2022-04-04
2022-04-11,168.7166748046875,174.75,185.0,174.0,182.0,256209,2022-04-11
2022-04-18,161.5238800048828,167.3000030517578,176.0,164.1999969482422,172.3000030517578,469483,2022-04-18
2022-04-25,168.089111328125,174.10000610351562,184.6999969482422,145.60000610351562,167.0,1210519,2022-04-25
2022-05-02,155.4896697998047,161.0500030517578,185.39999389648438,158.3000030517578,172.0,1079904,2022-05-02
2022-05-09,139.9938201904297,145.0,163.6999969482422,140.0,158.8000030517578,651086,2022-05-09
2022-05-16,144.2418975830078,149.39999389648438,156.75,139.6999969482422,147.1999969482422,641911,2022-05-16
2022-05-23,138.06285095214844,143.0,155.0,139.0,152.89999389648438,270047,2022-05-23
2022-05-30,143.95223999023438,149.10000610351562,155.3000030517578,144.39999389648438,146.89999389648438,408440,2022-05-30
2022-06-06,137.9180450439453,142.85000610351562,150.5,137.89999389648438,150.5,184254,2022-06-06
2022-06-13,122.51871490478516,126.9000015258789,142.5,125.05000305175781,140.60000610351562,234493,2022-06-13
2022-06-20,126.67024993896484,131.1999969482422,133.5,115.4000015258789,127.0,245032,2022-06-20
2022-06-27,128.64947509765625,133.25,141.6999969482422,130.0,133.0,174830,2022-06-27
2022-07-04,131.6424560546875,136.35000610351562,139.5,131.39999389648438,132.9499969482422,145837,2022-07-04
2022-07-11,155.00694274902344,160.5500030517578,163.0,134.85000610351562,135.89999389648438,904904,2022-07-11
2022-07-18,155.3448486328125,160.89999389648438,172.89999389648438,160.0500030517578,165.0,574254,2022-07-18
2022-07-25,152.73806762695312,158.1999969482422,172.5,154.0500030517578,161.0,425019,2022-07-25
2022-08-01,159.88258361816406,165.60000610351562,175.6999969482422,157.0,158.1999969482422,781612,2022-08-01
2022-08-08,155.82757568359375,161.39999389648438,170.0,160.64999389648438,167.6999969482422,165571,2022-08-08
2022-08-15,158.6757354736328,164.35000610351562,170.89999389648438,161.0500030517578,161.39999389648438,228016,2022-08-15
2022-08-22,162.82728576660156,168.64999389648438,170.39999389648438,159.0,163.0,291145,2022-08-22
2022-08-29,156.50341796875,162.10000610351562,174.3000030517578,161.39999389648438,164.10000610351562,384791,2022-08-29
2022-09-05,157.034423828125,162.64999389648438,169.89999389648438,161.5,162.5,279565,2022-09-05
2022-09-12,145.5935516357422,150.8000030517578,165.4499969482422,148.85000610351562,163.10000610351562,580755,2022-09-12
2022-09-19,142.21438598632812,147.3000030517578,153.75,145.10000610351562,150.0,205174,2022-09-19
2022-09-26,136.2806396484375,139.75,148.0500030517578,135.10000610351562,145.0,166605,2022-09-26
2022-10-03,140.5226593017578,144.10000610351562,145.5500030517578,138.3000030517578,140.89999389648438,157997,2022-10-03
2022-10-10,135.50050354003906,138.9499969482422,145.4499969482422,137.39999389648438,143.75,100523,2022-10-10
2022-10-17,134.57408142089844,138.0,143.3000030517578,136.75,137.89999389648438,145509,2022-10-17
2022-10-24,131.50228881835938,134.85000610351562,142.25,134.10000610351562,139.39999389648438,120067,2022-10-24
2022-10-31,132.18490600585938,135.5500030517578,138.0,134.0,137.39999389648438,98585,2022-10-31
2022-11-07,129.8932342529297,133.1999969482422,137.39999389648438,130.0,135.8000030517578,171206,2022-11-07
2022-11-14,127.06524658203125,130.3000030517578,135.89999389648438,130.0,133.9499969482422,128520,2022-11-14
2022-11-21,124.13971710205078,127.30000305175781,133.14999389648438,126.0,132.0,178691,2022-11-21
2022-11-28,133.11131286621094,136.5,139.89999389648438,127.3499984741211,128.8000030517578,440477,2022-11-28
2022-12-05,127.114013671875,130.35000610351562,139.5,130.0,137.5500030517578,142877,2022-12-05
2022-12-12,125.4074478149414,128.60000610351562,133.1999969482422,128.3000030517578,131.0,125500,2022-12-12
2022-12-19,121.01915740966797,124.0999984741211,141.39999389648438,124.0,128.60000610351562,420992,2022-12-19
2022-12-26,128.96682739257812,132.25,134.75,123.25,124.05000305175781,163502,2022-12-26
2023-01-02,125.60247802734375,128.8000030517578,134.0,127.0,134.0,105054,2023-01-02
2023-01-09,126.33385467529297,129.5500030517578,133.5,128.14999389648438,133.5,84533,2023-01-09
2023-01-16,125.74874877929688,128.9499969482422,132.8000030517578,128.6999969482422,129.5500030517578,134722,2023-01-16
2023-01-23,126.91895294189453,130.14999389648438,144.5,128.10000610351562,130.0,897907,2023-01-23
2023-01-30,126.18757629394531,129.39999389648438,134.8000030517578,127.69999694824219,128.0500030517578,183729,2023-01-30
2023-02-06,123.99343872070312,127.1500015258789,130.0,125.94999694824219,130.0,107040,2023-02-06
2023-02-13,125.89503479003906,129.10000610351562,132.39999389648438,124.44999694824219,126.3499984741211,101909,2023-02-13
2023-02-20,121.84805297851562,124.94999694824219,130.5,119.3499984741211,129.1999969482422,123136,2023-02-20
2023-02-27,120.04397583007812,123.0999984741211,127.69999694824219,122.05000305175781,125.55000305175781,99523,2023-02-27
2023-03-06,117.26473236083984,120.25,126.0,119.25,124.05000305175781,105431,2023-03-06
2023-03-13,107.17167663574219,109.9000015258789,121.30000305175781,108.0,121.30000305175781,206805,2023-03-13
2023-03-20,90.44743347167969,92.75,113.69999694824219,89.05000305175781,109.0,474553,2023-03-20
2023-03-27,97.12738037109375,99.5999984741211,101.3499984741211,84.80000305175781,92.0,1169401,2023-03-27
2023-04-03,105.27008056640625,107.94999694824219,112.0,98.5999984741211,100.80000305175781,340344,2023-04-03
2023-04-10,119.11756896972656,122.1500015258789,126.0,109.0,109.0,494024,2023-04-10
2023-04-17,114.97307586669922,117.9000015258789,123.0,115.1500015258789,122.9000015258789,186773,2023-04-17
2023-04-24,123.16454315185547,126.30000305175781,134.89999389648438,116.25,119.0999984741211,507464,2023-04-24
2023-05-01,119.556396484375,122.5999984741211,130.39999389648438,122.4000015258789,126.30000305175781,178782,2023-05-01
2023-05-08,127.55282592773438,130.8000030517578,136.0,121.0,123.0999984741211,542143,2023-05-08
2023-05-15,126.18757629394531,129.39999389648438,134.64999389648438,122.25,131.60000610351562,586052,2023-05-15
2023-05-22,123.11578369140625,126.25,132.0,125.05000305175781,128.3000030517578,260085,2023-05-22
2023-05-29,132.67250061035156,136.0500030517578,142.0,125.1500015258789,128.14999389648438,858431,2023-05-29
2023-06-05,128.6742706298828,131.9499969482422,142.0,130.75,136.9499969482422,439418,2023-06-05
2023-06-12,146.86129760742188,150.60000610351562,155.4499969482422,132.10000610351562,133.1999969482422,1726380,2023-06-12
2023-06-19,135.93931579589844,139.39999389648438,163.5,139.39999389648438,150.60000610351562,1364282,2023-06-19
2023-06-26,132.81875610351562,136.1999969482422,142.75,132.4499969482422,140.0,107081,2023-06-26
2023-07-03,132.37994384765625,135.75,140.0,135.0,136.1999969482422,81845,2023-07-03
2023-07-10,125.99254608154297,129.1999969482422,138.0,120.0999984741211,138.0,179665,2023-07-10
2023-07-17,127.30903625488281,130.5500030517578,134.0,126.9000015258789,129.39999389648438,78103,2023-07-17
2023-07-24,125.94378662109375,129.14999389648438,133.89999389648438,127.75,131.89999389648438,68530,2023-07-24
2023-07-31,127.35780334472656,130.60000610351562,132.9499969482422,127.75,127.75,81141,2023-07-31
2023-08-07,124.38350677490234,127.55000305175781,132.0,126.0,131.0,55919,2023-08-07
2023-08-14,120.33653259277344,123.4000015258789,128.4499969482422,121.1500015258789,125.30000305175781,57699,2023-08-14
2023-08-21,121.94557189941406,125.05000305175781,126.0,120.30000305175781,125.05000305175781,98633,2023-08-21
2023-08-28,125.06613159179688,128.25,131.0,122.0,125.05000305175781,116720,2023-08-28
2023-09-04,126.18757629394531,129.39999389648438,132.89999389648438,126.5,131.9499969482422,100115,2023-09-04
2023-09-11,122.57943725585938,125.69999694824219,132.5,119.0999984741211,129.5,100176,2023-09-11
2023-09-18,122.9695053100586,126.0999984741211,129.0,122.1500015258789,129.0,72595,2023-09-18
2023-09-25,138.413330078125,139.6999969482422,148.5,126.3499984741211,130.89999389648438,848123,2023-09-25
2023-10-02,158.8236083984375,160.3000030517578,171.0,131.39999389648438,139.6999969482422,5519903,2023-10-02
2023-10-09,149.85694885253906,151.25,161.0,147.1999969482422,157.4499969482422,946118,2023-10-09
2023-10-16,147.2313690185547,148.60000610351562,158.9499969482422,147.9499969482422,152.89999389648438,345250,2023-10-16
2023-10-23,154.71182250976562,156.14999389648438,165.0,137.25,150.64999389648438,2201763,2023-10-23
2023-10-30,144.80392456054688,146.14999389648438,160.10000610351562,144.60000610351562,156.25,840415,2023-10-30
2023-11-06,141.3856964111328,142.6999969482422,150.1999969482422,140.25,147.0500030517578,404141,2023-11-06
2023-11-13,157.04017639160156,158.5,162.6999969482422,143.10000610351562,147.8000030517578,1039974,2023-11-13
2023-11-20,164.52064514160156,166.0500030517578,174.10000610351562,153.0,160.5500030517578,2886084,2023-11-20
2023-11-27,176.65782165527344,178.3000030517578,184.6999969482422,160.10000610351562,166.0500030517578,3355000,2023-11-27
2023-12-04,167.93887329101562,169.5,184.0,162.0500030517578,180.39999389648438,1164067,2023-12-04
2023-12-11,181.9090118408203,183.60000610351562,188.60000610351562,164.8000030517578,170.75,3267370,2023-12-11
2023-12-18,188.6463623046875,190.39999389648438,193.6999969482422,157.5500030517578,181.75,2315263,2023-12-18
2023-12-25,197.7616424560547,199.60000610351562,209.39999389648438,186.60000610351562,190.39999389648438,3827257,2023-12-25
2024-01-01,200.3376922607422,202.1999969482422,211.8000030517578,190.10000610351562,199.60000610351562,1601420,2024-01-01
2024-01-08,205.24209594726562,207.14999389648438,215.39999389648438,196.8000030517578,204.75,1714045,2024-01-08
2024-01-15,195.87913513183594,197.6999969482422,213.75,188.60000610351562,209.6999969482422,1111320,2024-01-15
2024-01-22,184.63368225097656,186.35000610351562,203.85000610351562,185.0,197.6999969482422,654026,2024-01-22
2024-01-29,181.3145294189453,183.0,192.0,177.8000030517578,181.10000610351562,1094491,2024-01-29
2024-02-05,176.31103515625,177.9499969482422,191.89999389648438,174.0,182.3000030517578,603002,2024-02-05
2024-02-12,168.1865692138672,169.75,175.89999389648438,159.0,168.9499969482422,841962,2024-02-12
2024-02-19,168.33517456054688,169.89999389648438,173.64999389648438,163.60000610351562,171.3000030517578,417739,2024-02-19
2024-02-26,162.73721313476562,164.25,172.1999969482422,160.0,170.9499969482422,263415,2024-02-26
2024-03-04,167.74070739746094,169.3000030517578,184.8000030517578,161.10000610351562,165.5,2110707,2024-03-04
2024-03-11,148.9652557373047,150.35000610351562,170.89999389648438,141.5,170.89999389648438,779807,2024-03-11
2024-03-18,141.1875457763672,142.5,152.60000610351562,135.39999389648438,152.60000610351562,744702,2024-03-18
2024-03-25,136.77853393554688,138.0500030517578,145.10000610351562,135.5500030517578,142.5,497208,2024-03-25
2024-04-01,164.91696166992188,166.4499969482422,168.0,138.60000610351562,138.60000610351562,1032043,2024-04-01
2024-04-08,157.1887969970703,158.64999389648438,168.64999389648438,155.39999389648438,168.64999389648438,425978,2024-04-08
2024-04-15,154.0182647705078,155.4499969482422,162.85000610351562,149.0,157.0,241167,2024-04-15
2024-04-22,164.81788635253906,166.35000610351562,171.5,157.0500030517578,157.4499969482422,523502,2024-04-22
2024-04-29,165.75912475585938,167.3000030517578,177.10000610351562,164.39999389648438,167.8000030517578,606119,2024-04-29
2024-05-06,148.6680145263672,150.0500030517578,166.6999969482422,148.3000030517578,165.0,371456,2024-05-06
2024-05-13,151.3431396484375,152.75,153.75,145.0,149.5,343878,2024-05-13
2024-05-20,149.75787353515625,151.14999389648438,159.8000030517578,150.6999969482422,156.6999969482422,184178,2024-05-20
2024-05-27,144.3085174560547,145.64999389648438,152.5,142.3000030517578,151.25,240823,2024-05-27
2024-06-03,152.5816192626953,154.0,155.0,129.0,147.5,463431,2024-06-03
2024-06-10,148.7373504638672,150.1199951171875,157.50999450683594,149.1999969482422,156.85000610351562,384279,2024-06-10
2024-06-17,158.63534545898438,160.11000061035156,165.97999572753906,150.35000610351562,150.35000610351562,813529,2024-06-17
2024-06-24,178.25299072265625,179.91000366210938,191.08999633789062,161.02000427246094,161.02000427246094,2767511,2024-06-24
2024-07-01,174.9932861328125,176.6199951171875,187.6999969482422,175.75,178.2100067138672,744214,2024-07-01
2024-07-08,174.82485961914062,176.4499969482422,183.3000030517578,165.61000061035156,179.89999389648438,685025,2024-07-08
2024-07-15,191.32151794433594,193.10000610351562,217.14999389648438,173.33999633789062,177.5,7829823,2024-07-15
2024-07-22,194.095703125,195.89999389648438,211.11000061035156,190.0,192.89999389648438,3458327,2024-07-22
2024-07-29,181.27490234375,182.9600067138672,201.14999389648438,181.61000061035156,195.0,1153529,2024-07-29
2024-08-05,173.92323303222656,175.5399932861328,180.72000122070312,168.00999450683594,176.61000061035156,837151,2024-08-05
2024-08-12,172.5757598876953,174.17999267578125,182.99000549316406,169.5500030517578,173.6999969482422,489743,2024-08-12
2024-08-19,192.87704467773438,194.6699981689453,202.89999389648438,176.0,176.0,2805566,2024-08-19
2024-08-26,250.98687744140625,253.32000732421875,264.4200134277344,191.11000061035156,197.35000610351562,25026612,2024-08-26
2024-09-02,235.41165161132812,237.60000610351562,293.0,237.60000610351562,257.0,7202841,2024-09-02
2024-09-09,229.36782836914062,231.5,257.8999938964844,226.0,230.35000610351562,662998,2024-09-09
2024-09-16,224.31480407714844,226.39999389648438,234.9499969482422,208.0,234.9499969482422,498949,2024-09-16
2024-09-23,240.64999389648438,240.64999389648438,249.5500030517578,226.3000030517578,233.0,587702,2024-09-23
2024-09-30,227.3000030517578,227.3000030517578,249.9499969482422,219.60000610351562,249.9499969482422,203060,2024-09-30
2024-10-07,232.5399932861328,232.5399932861328,242.0,212.1999969482422,227.3000030517578,233424,2024-10-07
2024-10-14,217.99000549316406,217.99000549316406,237.0,213.5,234.0,177822,2024-10-14
2024-10-21,215.6300048828125,215.6300048828125,226.10000610351562,195.88999938964844,217.99000549316406,320702,2024-10-21
2024-10-28,226.1999969482422,226.1999969482422,232.0,207.4199981689453,213.97999572753906,178491,2024-10-28
2024-11-04,217.6199951171875,217.6199951171875,232.60000610351562,215.0500030517578,230.75,181529,2024-11-04
2024-11-11,193.5800018310547,193.5800018310547,220.0,191.61000061035156,220.0,171439,2024-11-11
2024-11-18,188.27000427246094,188.27000427246094,198.44000244140625,181.0,195.99000549316406,126902,2024-11-18
2024-11-25,219.85000610351562,219.85000610351562,231.0,188.0,188.0,224956,2024-11-25
2024-12-02,224.0500030517578,224.0500030517578,224.0500030517578,211.13999938964844,215.4499969482422,321625,2024-12-02
2024-12-09,228.33999633789062,228.33999633789062,238.0,228.33999633789062,228.52999877929688,211657,2024-12-09
2024-12-16,220.7899932861328,220.7899932861328,230.0500030517578,220.7899932861328,228.0,100950,2024-12-16
2024-12-23,222.1699981689453,222.1699981689453,222.1699981689453,213.10000610351562,217.14999389648438,57145,2024-12-23
2024-12-30,227.4600067138672,227.4600067138672,227.4600067138672,218.60000610351562,221.0,102641,2024-12-30
2025-01-06,20505.0,20505.0,21899.0,207.19000244140625,232.0,185443,2025-01-06
2025-01-13,212.13999938964844,212.13999938964844,213.5500030517578,188.0,204.58999633789062,130132,2025-01-13
2025-01-20,226.07000732421875,226.07000732421875,249.99000549316406,216.00999450683594,225.0,1169820,2025-01-20
2025-01-27,206.32000732421875,206.32000732421875,225.89999389648438,186.0500030517578,225.89999389648438,979071,2025-01-27
2025-02-03,204.47000122070312,204.47000122070312,212.69000244140625,199.0,203.52999877929688,297461,2025-02-03
2025-02-10,171.85000610351562,171.85000610351562,206.39999389648438,166.61000061035156,206.39999389648438,437435,2025-02-10
2025-02-17,172.58999633789062,172.58999633789062,178.0800018310547,160.0,170.89999389648438,259403,2025-02-17
2025-02-24,154.47999572753906,154.47999572753906,177.63999938964844,149.80999755859375,168.5,279582,2025-02-24
2025-03-03,167.4600067138672,167.4600067138672,169.0,143.0,155.0,508514,2025-03-03
2025-03-10,146.75999450683594,146.75999450683594,168.8000030517578,145.5,168.8000030517578,283812,2025-03-10
2025-03-17,153.49000549316406,153.49000549316406,158.4199981689453,141.10000610351562,146.75999450683594,348434,2025-03-17
2025-03-24,147.0399932861328,147.0399932861328,164.1199951171875,143.80999755859375,154.25,655025,2025-03-24
2025-03-31,147.4199981689453,147.4199981689453,156.00999450683594,144.27999877929688,147.0399932861328,262690,2025-03-31
2025-04-07,142.14999389648438,142.14999389648438,146.8800048828125,125.12000274658203,125.12000274658203,206246,2025-04-07
2025-04-14,146.11000061035156,146.11000061035156,155.19000244140625,142.14999389648438,142.14999389648438,150953,2025-04-14
2025-04-21,150.02999877929688,150.02999877929688,160.0,145.9499969482422,147.8000030517578,117499,2025-04-21
2025-04-28,145.97000122070312,145.97000122070312,151.0,143.0,148.0,52473,2025-04-28
2025-05-05,141.92999267578125,141.92999267578125,151.5,141.0,147.0,127821,2025-05-05
2025-05-12,158.14999389648438,158.14999389648438,158.99000549316406,145.0,147.99000549316406,168838,2025-05-12
2025-05-19,159.4499969482422,159.4499969482422,162.5,151.0,159.9499969482422,122060,2025-05-19
2025-05-26,155.3000030517578,155.3000030517578,162.0,152.0,159.4499969482422,105116,2025-05-26
2025-06-02,181.5500030517578,181.5500030517578,182.3000030517578,152.11000061035156,154.99000549316406,208434,2025-06-02
2025-06-09,169.22000122070312,169.22000122070312,187.8800048828125,169.22000122070312,183.0,108042,2025-06-09
2025-06-16,160.0,160.0,165.8300018310547,155.00999450683594,165.8300018310547,59464,2025-06-16
2025-06-23,159.74000549316406,159.74000549316406,164.3800048828125,157.11000061035156,158.0,75078,2025-06-23
2025-06-30,167.91000366210938,167.91000366210938,167.91000366210938,159.5,161.0,58913,2025-06-30
2025-07-07,166.0,166.0,168.10000610351562,163.64999389648438,164.5500030517578,45252,2025-07-07
2025-07-14,166.75999450683594,166.75999450683594,170.0,161.10000610351562,168.7899932861328,34217,2025-07-14
