Date,Adj Close_GNFC.NS,Close_GNFC.NS,High_GNFC.NS,Low_GNFC.NS,Open_GNFC.NS,Volume_GNFC.NS,Date
2021-06-14,322.39483642578125,358.95001220703125,381.0,351.0,371.8999938964844,3682510,2021-06-14
2021-06-21,324.1911315917969,360.95001220703125,373.79998779296875,350.29998779296875,351.0,2390229,2021-06-21
2021-06-28,332.27459716796875,369.95001220703125,382.5,362.8999938964844,362.8999938964844,3250508,2021-06-28
2021-07-05,327.78375244140625,364.95001220703125,381.6499938964844,361.1000061035156,370.0,2247710,2021-07-05
2021-07-12,323.0684509277344,359.70001220703125,369.29998779296875,355.25,368.0,2205138,2021-07-12
2021-07-19,327.4694519042969,364.6000061035156,372.0,351.20001220703125,359.0,1885586,2021-07-19
2021-07-26,345.5224304199219,384.70001220703125,394.5,366.0,366.0,5198973,2021-07-26
2021-08-02,327.3796081542969,364.5,389.3500061035156,364.0,387.70001220703125,2538703,2021-08-02
2021-08-09,328.816650390625,366.1000061035156,374.0,330.0,366.0,3058782,2021-08-09
2021-08-16,300.0306091308594,334.04998779296875,371.0,330.1000061035156,368.1000061035156,1583205,2021-08-16
2021-08-23,291.88470458984375,317.70001220703125,337.45001220703125,314.1000061035156,335.0,2612633,2021-08-23
2021-08-30,308.60577392578125,335.8999938964844,340.04998779296875,319.0,319.0,2862912,2021-08-30
2021-09-06,308.3302001953125,335.6000061035156,348.75,330.8999938964844,338.3500061035156,1720491,2021-09-06
2021-09-13,307.1817626953125,334.3500061035156,352.70001220703125,327.45001220703125,334.95001220703125,3137943,2021-09-13
2021-09-20,372.5044250488281,405.45001220703125,410.0,332.1000061035156,333.6499938964844,23861476,2021-09-20
2021-09-27,390.64959716796875,425.20001220703125,451.79998779296875,412.5,412.5,15876784,2021-09-27
2021-10-04,431.4417724609375,469.6000061035156,518.2000122070312,428.70001220703125,428.70001220703125,19612616,2021-10-04
2021-10-11,436.0354919433594,474.6000061035156,488.6499938964844,452.79998779296875,471.5,5623678,2021-10-11
2021-10-18,396.94293212890625,432.04998779296875,491.0,425.5,478.1000061035156,5298813,2021-10-18
2021-10-25,423.173095703125,460.6000061035156,475.79998779296875,426.29998779296875,433.8999938964844,6563536,2021-10-25
2021-11-01,432.9576721191406,471.25,504.8999938964844,459.25,462.5,5199840,2021-11-01
2021-11-08,430.8445739746094,468.95001220703125,477.70001220703125,460.1000061035156,469.5,2693823,2021-11-08
2021-11-15,371.7693786621094,404.6499938964844,471.6499938964844,394.70001220703125,468.95001220703125,2977631,2021-11-15
2021-11-22,379.25714111328125,412.79998779296875,425.79998779296875,390.1000061035156,403.8500061035156,3892260,2021-11-22
2021-11-29,388.3067626953125,422.6499938964844,462.0,399.20001220703125,412.0,6966569,2021-11-29
2021-12-06,387.80145263671875,422.1000061035156,426.6000061035156,404.6000061035156,422.0,2882498,2021-12-06
2021-12-13,397.90765380859375,433.1000061035156,446.0,413.04998779296875,423.0,3277411,2021-12-13
2021-12-20,377.6953125,411.1000061035156,428.5,404.0,422.0,1857357,2021-12-20
2021-12-27,404.8441467285156,440.6499938964844,453.29998779296875,403.04998779296875,411.45001220703125,6254133,2021-12-27
2022-01-03,414.8584289550781,451.54998779296875,479.54998779296875,437.29998779296875,441.3999938964844,9979952,2022-01-03
2022-01-10,449.4950866699219,489.25,493.29998779296875,447.54998779296875,453.0,9207166,2022-01-10
2022-01-17,444.9932556152344,484.3500061035156,507.45001220703125,470.75,487.45001220703125,12271914,2022-01-17
2022-01-24,426.7102355957031,464.45001220703125,482.95001220703125,436.70001220703125,482.5,5473862,2022-01-24
2022-01-31,418.2118835449219,455.20001220703125,481.1499938964844,453.5,470.0,4504007,2022-01-31
2022-02-07,519.916748046875,565.9000244140625,577.9000244140625,500.70001220703125,500.70001220703125,43446031,2022-02-07
2022-02-14,503.655029296875,548.2000122070312,575.7999877929688,524.0,553.0,14605069,2022-02-14
2022-02-21,502.001220703125,546.4000244140625,551.7999877929688,505.0,548.0,11436700,2022-02-21
2022-02-28,550.1434326171875,598.7999877929688,609.75,537.0499877929688,544.0,16784802,2022-02-28
2022-03-07,651.2510375976562,708.8499755859375,715.75,570.0,586.4000244140625,24373030,2022-03-07
2022-03-14,697.6016845703125,759.2999877929688,768.5999755859375,684.0,707.0,29869344,2022-03-14
2022-03-21,705.5487670898438,767.9500122070312,818.5,741.2000122070312,765.0,34306664,2022-03-21
2022-03-28,792.6456298828125,862.75,875.3499755859375,770.0,773.0,22763777,2022-03-28
2022-04-04,811.296142578125,883.0499877929688,912.0,860.0499877929688,860.0499877929688,13423540,2022-04-04
2022-04-11,794.8965454101562,865.2000122070312,900.8499755859375,833.8499755859375,885.5999755859375,8692072,2022-04-11
2022-04-18,779.507568359375,848.4500122070312,904.6500244140625,834.9000244140625,861.8499755859375,9634560,2022-04-18
2022-04-25,760.3058471679688,827.5499877929688,862.9000244140625,807.0999755859375,846.4000244140625,9299470,2022-04-25
2022-05-02,734.4432373046875,799.4000244140625,869.0,787.0999755859375,822.0,6735623,2022-05-02
2022-05-09,568.4722900390625,618.75,854.7000122070312,614.0499877929688,782.0499877929688,43216225,2022-05-09
2022-05-16,584.228759765625,635.9000244140625,649.0,598.9500122070312,618.75,17768373,2022-05-16
2022-05-23,575.4087524414062,626.2999877929688,679.4000244140625,568.7999877929688,641.0,18744152,2022-05-23
2022-05-30,607.6107177734375,661.3499755859375,695.7000122070312,631.2000122070312,631.9500122070312,10585777,2022-05-30
2022-06-06,571.5960693359375,622.1500244140625,683.7999877929688,617.7000122070312,657.6500244140625,7342697,2022-06-06
2022-06-13,558.0905151367188,607.4500122070312,627.0,588.5999755859375,611.25,8125905,2022-06-13
2022-06-20,534.6625366210938,581.9500122070312,615.0,533.0,606.0499877929688,12908211,2022-06-20
2022-06-27,533.835693359375,581.0499877929688,625.7000122070312,563.25,591.0,13234353,2022-06-27
2022-07-04,569.5288696289062,619.9000244140625,623.9500122070312,578.0,580.0,7923183,2022-07-04
2022-07-11,577.9812622070312,629.0999755859375,638.4500122070312,606.0,619.7999877929688,5409245,2022-07-11
2022-07-18,615.3741455078125,669.7999877929688,676.75,631.1500244140625,638.0,8747642,2022-07-18
2022-07-25,663.1488037109375,721.7999877929688,730.5499877929688,646.1500244140625,669.4000244140625,11008033,2022-07-25
2022-08-01,708.3968505859375,771.0499877929688,781.6500244140625,723.3499755859375,725.4500122070312,9161722,2022-08-01
2022-08-08,689.97607421875,751.0,779.0,732.0999755859375,773.9000244140625,7604101,2022-08-08
2022-08-15,700.40380859375,762.3499755859375,798.5,751.0,751.0,7132599,2022-08-15
2022-08-22,685.7498779296875,746.4000244140625,759.0,707.8499755859375,750.0,8246077,2022-08-22
2022-08-29,680.099609375,740.25,758.4000244140625,715.0499877929688,720.0,6250763,2022-08-29
2022-09-05,690.0679321289062,751.0999755859375,766.0,733.0,740.25,6702905,2022-09-05
2022-09-12,666.3643188476562,725.2999877929688,789.25,721.5999755859375,754.9000244140625,7365447,2022-09-12
2022-09-19,613.1232299804688,667.3499755859375,726.2999877929688,664.25,720.0999755859375,8065412,2022-09-19
2022-09-26,597.7529907226562,641.6500244140625,662.0,614.5,662.0,6980874,2022-09-26
2022-10-03,622.30029296875,668.0,674.25,631.0,640.0,5389425,2022-10-03
2022-10-10,650.2944946289062,698.0499877929688,708.0,639.0999755859375,659.0,12675284,2022-10-10
2022-10-17,677.6365966796875,727.4000244140625,731.8499755859375,696.1500244140625,702.2999877929688,9729071,2022-10-17
2022-10-24,652.9028930664062,700.8499755859375,735.0,698.8499755859375,730.5,2443482,2022-10-24
2022-10-31,658.2129516601562,706.5499877929688,715.6500244140625,691.0,704.4000244140625,4281881,2022-10-31
2022-11-07,561.1881713867188,602.4000244140625,726.0,590.4000244140625,707.0999755859375,10033508,2022-11-07
2022-11-14,519.3132934570312,557.4500122070312,604.9000244140625,555.0,604.3499755859375,9492820,2022-11-14
2022-11-21,565.6597900390625,607.2000122070312,632.7000122070312,549.1500244140625,556.5,15923050,2022-11-21
2022-11-28,555.1328735351562,595.9000244140625,616.4000244140625,586.5,606.9000244140625,6422465,2022-11-28
2022-12-05,543.6277465820312,583.5499877929688,608.9000244140625,580.25,598.4000244140625,4560867,2022-12-05
2022-12-12,543.720947265625,583.6500244140625,608.5999755859375,574.0999755859375,583.5999755859375,5065637,2022-12-12
2022-12-19,485.86932373046875,521.5499877929688,585.9000244140625,517.4500122070312,585.9000244140625,6175345,2022-12-19
2022-12-26,518.8941040039062,557.0,566.5,516.2000122070312,521.0,8019755,2022-12-26
2023-01-02,547.400634765625,587.5999755859375,590.3499755859375,552.7000122070312,559.6500244140625,9252294,2023-01-02
2023-01-09,534.59130859375,573.8499755859375,596.7000122070312,570.0,590.0,4783000,2023-01-09
2023-01-16,524.9494018554688,563.5,578.8499755859375,557.0,575.0,2508427,2023-01-16
2023-01-23,491.50543212890625,527.5999755859375,582.75,516.7999877929688,565.0499877929688,3660808,2023-01-23
2023-01-30,482.8416748046875,518.2999877929688,564.5499877929688,499.3999938964844,530.5,5056109,2023-01-30
2023-02-06,499.51708984375,536.2000122070312,542.25,511.45001220703125,517.9500122070312,4577877,2023-02-06
2023-02-13,505.1531677246094,542.25,552.8499755859375,520.7000122070312,536.2000122070312,2747675,2023-02-13
2023-02-20,513.9567260742188,551.7000122070312,563.75,523.4000244140625,543.9500122070312,5939421,2023-02-20
2023-02-27,509.20556640625,546.5999755859375,559.9500122070312,521.0499877929688,558.0,5751669,2023-02-27
2023-03-06,507.71502685546875,545.0,578.0,542.0,551.8499755859375,5087116,2023-03-06
2023-03-13,491.03961181640625,527.0999755859375,544.2999877929688,513.0999755859375,543.0,3424768,2023-03-13
2023-03-20,479.48797607421875,514.7000122070312,542.4000244140625,512.9500122070312,525.0999755859375,3251214,2023-03-20
2023-03-27,474.5039978027344,509.3500061035156,517.2999877929688,484.45001220703125,517.2999877929688,4061080,2023-03-27
2023-04-03,493.4617919921875,529.7000122070312,532.6500244140625,510.79998779296875,511.8500061035156,1811781,2023-04-03
2023-04-10,508.55352783203125,545.9000244140625,553.5,530.5499877929688,532.2000122070312,3024048,2023-04-10
2023-04-17,489.54913330078125,525.5,553.4000244140625,522.0,543.5,3125277,2023-04-17
2023-04-24,548.2390747070312,588.5,598.0,522.7000122070312,525.5,19869571,2023-04-24
2023-05-01,556.5767822265625,597.4500122070312,605.4500122070312,585.1500244140625,588.5,6413930,2023-05-01
2023-05-08,578.2362060546875,620.7000122070312,643.0,589.0,599.5,9898791,2023-05-08
2023-05-15,550.1954345703125,590.5999755859375,666.5999755859375,581.2000122070312,623.8499755859375,15665365,2023-05-15
2023-05-22,553.0368041992188,593.6500244140625,624.0,580.0,591.7999877929688,5850412,2023-05-22
2023-05-29,545.3045654296875,585.3499755859375,604.7999877929688,581.2999877929688,595.4000244140625,3400980,2023-05-29
2023-06-05,526.9057006835938,565.5999755859375,591.5499877929688,564.0,588.9500122070312,3057032,2023-06-05
2023-06-12,549.3569946289062,589.7000122070312,604.75,562.7000122070312,566.4000244140625,5939621,2023-06-12
2023-06-19,535.4297485351562,574.75,613.5,572.0,592.9000244140625,5627288,2023-06-19
2023-06-26,558.1605834960938,599.1500244140625,604.9000244140625,570.7000122070312,576.0,3181801,2023-06-26
2023-07-03,556.99609375,597.9000244140625,615.5,590.4000244140625,600.0,5177012,2023-07-03
2023-07-10,553.176513671875,593.7999877929688,609.0,581.9500122070312,600.0,3749579,2023-07-10
2023-07-17,552.2914428710938,592.8499755859375,611.0,590.5999755859375,596.5499877929688,4162131,2023-07-17
2023-07-24,546.2361450195312,586.3499755859375,604.3499755859375,580.0,594.0,4189549,2023-07-24
2023-07-31,545.67724609375,585.75,614.3499755859375,577.1500244140625,586.3499755859375,7144559,2023-07-31
2023-08-07,507.06292724609375,544.2999877929688,588.5,542.9000244140625,585.75,7588691,2023-08-07
2023-08-14,504.31475830078125,541.3499755859375,546.25,532.0,544.8499755859375,1966669,2023-08-14
2023-08-21,529.327880859375,568.2000122070312,574.9000244140625,538.5,541.4000244140625,4097952,2023-08-21
2023-08-28,580.7515258789062,623.4000244140625,624.0,572.5999755859375,574.8499755859375,11118178,2023-08-28
2023-09-04,599.0571899414062,643.0499877929688,653.4000244140625,624.75,626.1500244140625,8323341,2023-09-04
2023-09-11,606.3235473632812,650.8499755859375,661.9000244140625,623.0,647.0,10204234,2023-09-11
2023-09-18,555.784912109375,596.5999755859375,627.0,595.1500244140625,620.8499755859375,4040810,2023-09-18
2023-09-25,597.7783203125,612.0999755859375,616.5499877929688,596.3499755859375,599.9000244140625,3208296,2023-09-25
2023-10-02,602.2706909179688,616.7000122070312,625.9500122070312,605.0499877929688,612.0999755859375,2476355,2023-10-02
2023-10-09,620.0448608398438,634.9000244140625,645.0,601.0,611.4500122070312,5049408,2023-10-09
2023-10-16,641.7254028320312,657.0999755859375,678.0,629.0,636.9000244140625,15210665,2023-10-16
2023-10-23,649.7823486328125,665.3499755859375,685.0,629.1500244140625,672.0,8764171,2023-10-23
2023-10-30,678.2991943359375,694.5499877929688,707.0,659.9000244140625,668.0,9051878,2023-10-30
2023-11-06,659.7437133789062,675.5499877929688,704.0,660.5,699.5,8211333,2023-11-06
2023-11-13,690.5067138671875,707.0499877929688,720.5,670.7000122070312,674.5,7256122,2023-11-13
2023-11-20,676.9319458007812,693.1500244140625,714.9000244140625,686.5999755859375,709.0,4004273,2023-11-20
2023-11-27,686.5514526367188,703.0,708.75,679.0499877929688,693.1500244140625,3905018,2023-11-27
2023-12-04,701.7376098632812,718.5499877929688,744.0,700.0999755859375,715.0,8232252,2023-12-04
2023-12-11,729.9126586914062,747.4000244140625,763.0,718.0,718.9000244140625,7008318,2023-12-11
2023-12-18,714.0916748046875,731.2000122070312,753.0,697.0499877929688,749.0,3233181,2023-12-18
2023-12-25,735.137451171875,752.75,759.6500244140625,727.0,731.2000122070312,3837001,2023-12-25
2024-01-01,744.8058471679688,762.6500244140625,814.9000244140625,752.5,756.4000244140625,13655806,2024-01-01
2024-01-08,745.5382690429688,763.4000244140625,791.2999877929688,738.0,765.0,6494815,2024-01-08
2024-01-15,727.9105834960938,745.3499755859375,768.7999877929688,712.5499877929688,765.9500122070312,3183269,2024-01-15
2024-01-22,715.4100341796875,732.5499877929688,747.8499755859375,702.7000122070312,745.3499755859375,2538736,2024-01-22
2024-01-29,715.5565795898438,732.7000122070312,759.9000244140625,728.8499755859375,737.9500122070312,4120521,2024-01-29
2024-02-05,655.9838256835938,671.7000122070312,735.0,663.0499877929688,735.0,6477041,2024-02-05
2024-02-12,643.9227294921875,659.3499755859375,675.5,629.3499755859375,674.0,3901611,2024-02-12
2024-02-19,659.2554321289062,675.0499877929688,683.0,658.1500244140625,663.0,2960818,2024-02-19
2024-02-26,617.066162109375,631.8499755859375,686.5999755859375,627.7000122070312,674.0499877929688,4082998,2024-02-26
2024-03-04,615.552490234375,630.2999877929688,646.7000122070312,609.0499877929688,640.5,4021595,2024-03-04
2024-03-11,611.8413696289062,626.5,633.6500244140625,590.25,633.6500244140625,6323226,2024-03-11
2024-03-18,609.79052734375,624.4000244140625,632.0,603.5999755859375,626.5,2482746,2024-03-18
2024-03-25,610.47412109375,625.0999755859375,642.3499755859375,618.8499755859375,624.4000244140625,2071741,2024-03-25
2024-04-01,691.0927124023438,707.6500244140625,713.6500244140625,629.5999755859375,633.0,7312373,2024-04-01
2024-04-08,682.6450805664062,699.0,719.0,692.0,714.5999755859375,3489549,2024-04-08
2024-04-15,666.3845825195312,682.3499755859375,694.0,659.0,690.0,2629017,2024-04-15
2024-04-22,702.6165771484375,719.4500122070312,728.8499755859375,671.3499755859375,687.7999877929688,6290532,2024-04-22
2024-04-29,668.7772827148438,684.7999877929688,729.0,679.8499755859375,723.0,3208976,2024-04-29
2024-05-06,630.6409912109375,645.75,690.1500244140625,631.25,685.0,3065294,2024-05-06
2024-05-13,652.6145629882812,668.25,673.0499877929688,633.5999755859375,647.5,2490459,2024-05-13
2024-05-20,641.0418090820312,656.4000244140625,681.75,654.5999755859375,670.6500244140625,2652423,2024-05-20
2024-05-27,618.8240966796875,633.6500244140625,673.5499877929688,632.0,646.5499877929688,4943825,2024-05-27
2024-06-03,631.2269287109375,646.3499755859375,665.0,596.6500244140625,646.3499755859375,5893629,2024-06-03
2024-06-10,667.8007202148438,683.7999877929688,694.4000244140625,643.7999877929688,647.7000122070312,5689259,2024-06-10
2024-06-17,699.1007690429688,715.8499755859375,776.5999755859375,677.2000122070312,683.7999877929688,40193491,2024-06-17
2024-06-24,693.8759765625,710.5,713.3499755859375,660.0499877929688,701.0,18028154,2024-06-24
2024-07-01,697.3917236328125,714.0999755859375,738.9000244140625,705.5499877929688,714.5999755859375,10037180,2024-07-01
2024-07-08,669.900390625,685.9500122070312,724.4000244140625,671.7000122070312,714.0,7630110,2024-07-08
2024-07-15,648.6104736328125,664.1500244140625,694.9000244140625,659.7000122070312,686.25,5778329,2024-07-15
2024-07-22,667.0194091796875,683.0,697.4500122070312,642.0499877929688,663.0,12474470,2024-07-22
2024-07-29,663.552490234375,679.4500122070312,725.7999877929688,675.7999877929688,685.0,8732472,2024-07-29
2024-08-05,651.4913940429688,667.0999755859375,673.7000122070312,639.2000122070312,666.0,5759165,2024-08-05
2024-08-12,635.3775024414062,650.5999755859375,686.0,646.0,666.0,7610526,2024-08-12
2024-08-19,651.2472534179688,666.8499755859375,682.0,648.2000122070312,655.8499755859375,3397254,2024-08-19
2024-08-26,667.5077514648438,683.5,693.0,667.75,671.5,6587969,2024-08-26
2024-09-02,664.626708984375,680.5499877929688,707.7000122070312,668.2000122070312,688.9500122070312,10136684,2024-09-02
2024-09-09,660.0999755859375,660.0999755859375,685.4500122070312,649.0,676.0,3100848,2024-09-09
2024-09-16,644.5999755859375,644.5999755859375,664.7000122070312,638.5999755859375,664.7000122070312,3486864,2024-09-16
2024-09-23,675.25,675.25,686.2000122070312,642.2999877929688,647.2999877929688,5133138,2024-09-23
2024-09-30,645.75,645.75,701.9500122070312,642.8499755859375,677.0,6193385,2024-09-30
2024-10-07,647.7000122070312,647.7000122070312,664.9000244140625,621.0999755859375,648.3499755859375,3172694,2024-10-07
2024-10-14,641.5999755859375,641.5999755859375,653.3499755859375,627.0,649.0,1424649,2024-10-14
2024-10-21,597.2000122070312,597.2000122070312,644.2000122070312,591.7000122070312,643.0,4191318,2024-10-21
2024-10-28,626.7000122070312,626.7000122070312,632.0,589.5,595.0,2064703,2024-10-28
2024-11-04,618.6500244140625,618.6500244140625,647.0,591.5,626.7000122070312,3319334,2024-11-04
2024-11-11,554.2000122070312,554.2000122070312,616.75,524.0,614.5499877929688,7417056,2024-11-11
2024-11-18,564.2000122070312,564.2000122070312,568.0,546.2999877929688,560.5,1809125,2024-11-18
2024-11-25,638.7999877929688,638.7999877929688,640.8499755859375,569.0499877929688,570.5,5897525,2024-11-25
2024-12-02,636.7000122070312,636.7000122070312,663.6500244140625,628.25,633.0499877929688,5154987,2024-12-02
2024-12-09,619.3499755859375,619.3499755859375,639.0,605.0999755859375,634.0,1858771,2024-12-09
2024-12-16,583.7999877929688,583.7999877929688,630.9000244140625,582.0999755859375,618.0,2365257,2024-12-16
2024-12-23,571.5499877929688,571.5499877929688,596.4500122070312,570.5,588.5999755859375,1644263,2024-12-23
2024-12-30,567.0,567.0,578.9500122070312,547.3499755859375,571.9500122070312,2576288,2024-12-30
2025-01-06,546.4000244140625,546.4000244140625,573.5,535.6500244140625,567.0,3999735,2025-01-06
2025-01-13,563.1500244140625,563.1500244140625,564.9500122070312,516.2999877929688,545.9500122070312,2519242,2025-01-13
2025-01-20,556.4500122070312,556.4500122070312,570.9000244140625,537.0999755859375,566.7000122070312,1894850,2025-01-20
2025-01-27,553.75,553.75,567.0499877929688,517.0,552.0499877929688,3047314,2025-01-27
2025-02-03,576.6500244140625,576.6500244140625,584.7000122070312,540.75,550.25,2246401,2025-02-03
2025-02-10,551.7999877929688,551.7999877929688,580.5499877929688,527.5499877929688,576.9500122070312,3271477,2025-02-10
2025-02-17,543.6500244140625,543.6500244140625,562.0,530.5,554.0,3335666,2025-02-17
2025-02-24,468.8500061035156,468.8500061035156,552.1500244140625,465.25,543.0,4963672,2025-02-24
2025-03-03,502.45001220703125,502.45001220703125,510.79998779296875,449.0,475.0,2477089,2025-03-03
2025-03-10,482.3999938964844,482.3999938964844,507.95001220703125,480.0,505.0,1398195,2025-03-10
2025-03-17,491.0,491.0,503.8999938964844,472.0,482.3999938964844,1767688,2025-03-17
2025-03-24,496.45001220703125,496.45001220703125,511.0,489.04998779296875,495.70001220703125,3947962,2025-03-24
2025-03-31,491.45001220703125,491.45001220703125,505.1499938964844,485.04998779296875,496.45001220703125,1012272,2025-03-31
2025-04-07,480.79998779296875,480.79998779296875,487.45001220703125,451.54998779296875,458.79998779296875,1001330,2025-04-07
2025-04-14,507.1000061035156,507.1000061035156,515.0,480.79998779296875,480.79998779296875,2441903,2025-04-14
2025-04-21,487.6000061035156,487.6000061035156,520.0,487.0,513.4000244140625,3758393,2025-04-21
2025-04-28,484.45001220703125,484.45001220703125,506.3999938964844,480.1000061035156,490.0,1083614,2025-04-28
2025-05-05,466.3500061035156,466.3500061035156,498.8999938964844,461.20001220703125,487.04998779296875,1762479,2025-05-05
2025-05-12,510.45001220703125,510.45001220703125,514.9500122070312,479.8999938964844,485.0,2532156,2025-05-12
2025-05-19,513.4000244140625,513.4000244140625,525.0,494.3999938964844,513.0499877929688,2840337,2025-05-19
2025-05-26,535.4500122070312,535.4500122070312,558.0,525.0,527.0,14195000,2025-05-26
2025-06-02,547.0,547.0,562.9000244140625,528.0999755859375,536.0,3946734,2025-06-02
2025-06-09,536.0,536.0,560.0,525.0,549.0,2596308,2025-06-09
2025-06-16,522.8499755859375,522.8499755859375,548.7000122070312,513.1500244140625,537.0,1893427,2025-06-16
2025-06-23,546.2000122070312,546.2000122070312,558.5999755859375,517.25,519.0,2326693,2025-06-23
2025-06-30,558.3499755859375,558.3499755859375,573.75,549.2000122070312,550.0999755859375,3615763,2025-06-30
2025-07-07,539.0999755859375,539.0999755859375,561.8499755859375,537.2999877929688,560.9000244140625,1184402,2025-07-07
2025-07-14,551.0999755859375,551.0999755859375,552.7000122070312,533.2000122070312,537.0,574684,2025-07-14
