Date,Adj Close_COMSYN.NS,Close_COMSYN.NS,High_COMSYN.NS,Low_COMSYN.NS,Open_COMSYN.NS,Volume_COMSYN.NS,Date
2024-07-01,77.56999969482422,77.56999969482422,87.7699966430664,76.63999938964844,78.0,1027310,2024-07-01
2024-07-08,76.30999755859375,76.30999755859375,80.79000091552734,74.26000213623047,77.37999725341797,291324,2024-07-08
2024-07-15,75.54000091552734,75.54000091552734,80.9000015258789,70.5999984741211,76.73999786376953,287851,2024-07-15
2024-07-22,72.70999908447266,72.70999908447266,82.5,72.5,73.12000274658203,416698,2024-07-22
2024-07-29,72.87000274658203,72.87000274658203,81.01000213623047,69.0,72.98999786376953,584663,2024-07-29
2024-08-05,67.01000213623047,67.01000213623047,71.44000244140625,64.61000061035156,71.41000366210938,393850,2024-08-05
2024-08-12,64.7699966430664,64.7699966430664,69.0,64.0,67.04000091552734,184716,2024-08-12
2024-08-19,67.6500015258789,67.6500015258789,69.69999694824219,64.36000061035156,64.9000015258789,257508,2024-08-19
2024-08-26,67.52999877929688,67.52999877929688,69.0199966430664,65.55000305175781,66.4000015258789,289603,2024-08-26
2024-09-02,69.48999786376953,69.48999786376953,74.38999938964844,65.69999694824219,68.9000015258789,724150,2024-09-02
2024-09-09,67.45999908447266,67.45999908447266,73.19999694824219,66.5199966430664,68.9000015258789,437942,2024-09-09
2024-09-16,64.16999816894531,64.16999816894531,68.68000030517578,62.66999816894531,67.5,386966,2024-09-16
2024-09-23,64.36000061035156,64.36000061035156,68.98999786376953,63.709999084472656,65.4000015258789,301753,2024-09-23
2024-09-30,60.5099983215332,60.5099983215332,68.48999786376953,58.11000061035156,64.55999755859375,1229201,2024-09-30
2024-10-07,60.83000183105469,60.83000183105469,62.97999954223633,52.97999954223633,61.650001525878906,1451272,2024-10-07
2024-10-14,63.18000030517578,63.18000030517578,67.22000122070312,60.5,60.5,1693360,2024-10-14
2024-10-21,59.720001220703125,59.720001220703125,64.36000061035156,58.11000061035156,63.349998474121094,885830,2024-10-21
2024-10-28,68.30999755859375,68.30999755859375,69.95999908447266,58.220001220703125,59.63999938964844,524126,2024-10-28
2024-11-04,68.04000091552734,68.04000091552734,69.5,64.19000244140625,67.30000305175781,417395,2024-11-04
2024-11-11,73.05999755859375,73.05999755859375,73.98999786376953,61.900001525878906,69.0,673752,2024-11-11
2024-11-18,71.04000091552734,71.04000091552734,77.0999984741211,68.0199966430664,73.30000305175781,406578,2024-11-18
2024-11-25,71.43000030517578,71.43000030517578,75.73999786376953,66.3499984741211,72.88999938964844,591018,2024-11-25
2024-12-02,71.38999938964844,71.38999938964844,74.48999786376953,68.1500015258789,73.0,271380,2024-12-02
2024-12-09,75.58999633789062,75.58999633789062,81.30000305175781,68.5199966430664,71.30999755859375,883663,2024-12-09
2024-12-16,83.22000122070312,83.22000122070312,90.0,72.47000122070312,77.9000015258789,3461048,2024-12-16
2024-12-23,86.33000183105469,86.33000183105469,95.5,80.52999877929688,83.4000015258789,1789193,2024-12-23
2024-12-30,82.8499984741211,82.8499984741211,86.30000305175781,75.30999755859375,86.0,295199,2024-12-30
2025-01-06,75.93000030517578,75.93000030517578,86.0,75.0,86.0,120463,2025-01-06
2025-01-13,79.70999908447266,79.70999908447266,81.37999725341797,72.19999694824219,72.19999694824219,181885,2025-01-13
2025-01-20,75.16999816894531,75.16999816894531,79.9800033569336,71.69999694824219,78.25,68662,2025-01-20
2025-01-27,76.13999938964844,76.13999938964844,76.75,67.7300033569336,73.30000305175781,47621,2025-01-27
2025-02-03,76.98999786376953,76.98999786376953,78.98999786376953,70.0,75.30000305175781,37677,2025-02-03
2025-02-10,71.8499984741211,71.8499984741211,77.0,69.6500015258789,74.1500015258789,46829,2025-02-10
2025-02-17,72.0,72.0,74.44999694824219,65.0,71.11000061035156,25666,2025-02-17
2025-02-24,75.0,75.0,78.37000274658203,69.19999694824219,74.4000015258789,241629,2025-02-24
2025-03-03,86.51000213623047,86.51000213623047,86.98999786376953,72.5199966430664,78.75,459767,2025-03-03
2025-03-10,83.06999969482422,83.06999969482422,86.51000213623047,83.06999969482422,86.5,15343,2025-03-10
2025-03-17,76.0,76.0,81.4000015258789,75.05999755859375,81.4000015258789,28544,2025-03-17
2025-03-24,75.44000244140625,75.44000244140625,75.62000274658203,71.11000061035156,74.5,241721,2025-03-24
2025-03-31,81.62999725341797,81.62999725341797,81.62999725341797,74.5,75.44000244140625,27440,2025-03-31
2025-04-07,82.62000274658203,82.62000274658203,82.62000274658203,80.0,80.0999984741211,109977,2025-04-07
2025-04-14,82.30000305175781,82.30000305175781,82.30999755859375,80.69999694824219,81.94000244140625,8812,2025-04-14
2025-04-21,84.86000061035156,84.86000061035156,86.41000366210938,80.0,86.41000366210938,71516,2025-04-21
2025-04-28,89.0,89.0,92.44999694824219,81.01000213623047,82.0,140718,2025-04-28
2025-05-05,100.75,100.75,105.0,88.0,100.0,666477,2025-05-05
2025-05-12,106.86000061035156,106.86000061035156,107.9000015258789,99.0,101.98999786376953,617676,2025-05-12
2025-05-19,114.69999694824219,114.69999694824219,115.5199966430664,104.41999816894531,108.0,2254947,2025-05-19
2025-05-26,109.43000030517578,109.43000030517578,114.0,101.4000015258789,113.98999786376953,1536227,2025-05-26
2025-06-02,127.16000366210938,127.16000366210938,129.97000122070312,113.0,113.5,2075798,2025-06-02
2025-06-09,126.16000366210938,126.16000366210938,134.0,123.0,128.75,1146693,2025-06-09
2025-06-16,133.82000732421875,133.82000732421875,136.88999938964844,124.05999755859375,126.16000366210938,819195,2025-06-16
2025-06-23,135.9499969482422,135.9499969482422,143.0,129.39999389648438,133.80999755859375,876517,2025-06-23
2025-06-30,125.87000274658203,125.87000274658203,140.80999755859375,123.6500015258789,135.0,661298,2025-06-30
2025-07-07,131.75,131.75,134.0,123.30000305175781,125.9800033569336,944995,2025-07-07
2025-07-14,131.91000366210938,131.91000366210938,134.39999389648438,124.80999755859375,130.4499969482422,691920,2025-07-14
