Date,Adj Close_KCP.NS,Close_KCP.NS,High_KCP.NS,Low_KCP.NS,Open_KCP.NS,Volume_KCP.NS,Date
2021-02-22,72.28948211669922,74.4000015258789,76.6500015258789,73.1500015258789,75.5999984741211,1159175,2021-02-22
2021-03-01,81.4228286743164,83.80000305175781,86.6500015258789,75.55000305175781,75.55000305175781,4417691,2021-03-01
2021-03-08,78.50792694091797,80.80000305175781,86.25,79.6500015258789,85.0,1796132,2021-03-08
2021-03-15,78.11927032470703,80.4000015258789,84.9000015258789,76.0999984741211,81.5,2571105,2021-03-15
2021-03-22,82.34587097167969,84.75,89.4000015258789,79.69999694824219,80.9000015258789,2550422,2021-03-22
2021-03-29,81.95721435546875,84.3499984741211,86.3499984741211,82.1500015258789,84.75,627833,2021-03-29
2021-04-05,92.49943542480469,95.19999694824219,99.25,81.0,84.0,2926226,2021-04-05
2021-04-12,94.73419189453125,97.5,102.4000015258789,84.9000015258789,94.0999984741211,2924250,2021-04-12
2021-04-19,95.02568054199219,97.80000305175781,101.5999984741211,89.4000015258789,94.0999984741211,1780646,2021-04-19
2021-04-26,95.46292114257812,98.25,103.5999984741211,94.75,98.44999694824219,2939947,2021-04-26
2021-05-03,101.72994232177734,104.69999694824219,110.44999694824219,97.69999694824219,97.8499984741211,3235623,2021-05-03
2021-05-10,104.79058074951172,107.8499984741211,113.44999694824219,102.3499984741211,105.8499984741211,2285070,2021-05-10
2021-05-17,108.92003631591797,112.0999984741211,114.55000305175781,109.0,109.0,1841288,2021-05-17
2021-05-24,104.40193176269531,107.44999694824219,114.0,105.80000305175781,111.0,2762249,2021-05-24
2021-05-31,103.86753845214844,106.9000015258789,110.94999694824219,99.55000305175781,107.1500015258789,2187119,2021-05-31
2021-06-07,111.203369140625,114.44999694824219,117.9000015258789,107.0,108.0,4406168,2021-06-07
2021-06-14,115.91578674316406,119.30000305175781,124.5,110.9000015258789,115.0,4928342,2021-06-14
2021-06-21,133.5994873046875,137.5,144.0,115.0999984741211,118.0,8371807,2021-06-21
2021-06-28,142.92718505859375,147.10000610351562,157.39999389648438,138.75,145.0,13031075,2021-06-28
2021-07-05,145.79348754882812,150.0500030517578,161.8000030517578,144.5,149.0,5158604,2021-07-05
2021-07-12,150.3115692138672,154.6999969482422,167.3000030517578,150.0,150.5,2650705,2021-07-12
2021-07-19,154.00376892089844,158.5,164.0,151.9499969482422,152.5,2221157,2021-07-19
2021-07-26,156.57859802246094,161.14999389648438,165.8000030517578,155.3000030517578,162.75,1955678,2021-07-26
2021-08-02,153.56654357910156,158.0500030517578,169.0,151.5500030517578,162.60000610351562,1972796,2021-08-02
2021-08-09,152.74066162109375,157.1999969482422,166.0,134.0,160.0,2487620,2021-08-09
2021-08-16,140.4495086669922,144.5500030517578,158.5500030517578,142.25,158.0,920627,2021-08-16
2021-08-23,134.57113647460938,138.5,147.0,132.60000610351562,145.0,1134995,2021-08-23
2021-08-30,139.63441467285156,141.64999389648438,143.1999969482422,136.5,139.4499969482422,833324,2021-08-30
2021-09-06,134.40985107421875,136.35000610351562,144.5,134.25,144.39999389648438,520070,2021-09-06
2021-09-13,145.1547393798828,147.25,152.3000030517578,136.64999389648438,139.1999969482422,1673483,2021-09-13
2021-09-20,137.56431579589844,139.5500030517578,147.1999969482422,137.10000610351562,147.1999969482422,831730,2021-09-20
2021-09-27,134.45912170410156,136.39999389648438,141.0,133.0500030517578,140.6999969482422,640344,2021-09-27
2021-10-04,137.07142639160156,139.0500030517578,145.89999389648438,135.10000610351562,137.1999969482422,1327389,2021-10-04
2021-10-11,140.52163696289062,142.5500030517578,147.25,137.10000610351562,141.0,1350069,2021-10-11
2021-10-18,126.27723693847656,128.10000610351562,147.0,125.4000015258789,143.0,1511545,2021-10-18
2021-10-25,128.84022521972656,130.6999969482422,133.0,125.5,129.89999389648438,1026917,2021-10-25
2021-11-01,129.03736877441406,130.89999389648438,133.1999969482422,128.5500030517578,133.0,295955,2021-11-01
2021-11-08,138.9443817138672,140.9499969482422,146.4499969482422,129.0,131.8000030517578,3007096,2021-11-08
2021-11-15,131.10751342773438,133.0,142.35000610351562,131.10000610351562,142.35000610351562,512246,2021-11-15
2021-11-22,127.01655578613281,128.85000610351562,135.39999389648438,122.5999984741211,133.0500030517578,820296,2021-11-22
2021-11-29,126.4743881225586,128.3000030517578,132.0,123.0,131.0,394772,2021-11-29
2021-12-06,130.9103546142578,132.8000030517578,135.89999389648438,125.69999694824219,127.05000305175781,508476,2021-12-06
2021-12-13,124.9464340209961,126.75,135.5,126.0999984741211,132.8000030517578,401129,2021-12-13
2021-12-20,120.16545104980469,121.9000015258789,126.94999694824219,115.0999984741211,122.0,798358,2021-12-20
2021-12-27,136.82498168945312,138.8000030517578,142.8000030517578,120.19999694824219,124.3499984741211,1314830,2021-12-27
2022-01-03,139.93016052246094,141.9499969482422,147.5,121.3499984741211,139.89999389648438,2422969,2022-01-03
2022-01-10,137.95860290527344,139.9499969482422,149.39999389648438,138.35000610351562,143.9499969482422,1520620,2022-01-10
2022-01-17,136.03636169433594,138.0,145.0,136.0,141.0,1343086,2022-01-17
2022-01-24,135.29702758789062,137.25,143.4499969482422,127.4000015258789,138.0,1108259,2022-01-24
2022-01-31,137.31787109375,139.3000030517578,142.0,133.5,140.0,958146,2022-01-31
2022-02-07,124.00996398925781,125.80000305175781,140.0,122.25,139.89999389648438,1238380,2022-02-07
2022-02-14,116.22236633300781,117.9000015258789,124.44999694824219,116.80000305175781,124.30000305175781,1335828,2022-02-14
2022-02-21,111.49066162109375,113.0999984741211,118.0,101.3499984741211,117.9000015258789,1121603,2022-02-21
2022-02-28,107.25186157226562,108.80000305175781,116.0,106.4000015258789,113.0999984741211,601117,2022-02-28
2022-03-07,110.65276336669922,112.25,114.1500015258789,101.5,107.94999694824219,1099205,2022-03-07
2022-03-14,118.14461517333984,119.8499984741211,121.5,111.5,111.5,733500,2022-03-14
2022-03-21,113.65937042236328,115.30000305175781,123.5999984741211,114.4000015258789,120.9000015258789,744075,2022-03-21
2022-03-28,117.25743103027344,118.94999694824219,120.1500015258789,112.05000305175781,117.0,1445281,2022-03-28
2022-04-04,123.46778106689453,125.25,127.19999694824219,118.94999694824219,119.0,1125705,2022-04-04
2022-04-11,122.97489929199219,124.75,133.35000610351562,123.5999984741211,127.75,876531,2022-04-11
2022-04-18,121.2990951538086,123.05000305175781,127.0,120.05000305175781,124.94999694824219,669165,2022-04-18
2022-04-25,114.39869689941406,116.05000305175781,128.0,115.0999984741211,122.69999694824219,670720,2022-04-25
2022-05-02,108.48406982421875,110.05000305175781,115.9000015258789,107.4000015258789,115.0,493638,2022-05-02
2022-05-09,100.49932861328125,101.94999694824219,113.0,98.5,109.19999694824219,934942,2022-05-09
2022-05-16,106.95613098144531,108.5,112.19999694824219,99.30000305175781,102.5999984741211,1410084,2022-05-16
2022-05-23,101.78082275390625,103.25,111.0,100.5,108.0,544983,2022-05-23
2022-05-30,109.56841278076172,111.1500015258789,113.9000015258789,104.0,104.0,890914,2022-05-30
2022-06-06,107.00541687011719,108.55000305175781,111.69999694824219,105.5,111.0999984741211,443892,2022-06-06
2022-06-13,103.25947570800781,104.75,108.9000015258789,103.19999694824219,105.5999984741211,538497,2022-06-13
2022-06-20,109.27268981933594,110.8499984741211,111.19999694824219,99.3499984741211,104.75,592076,2022-06-20
2022-06-27,106.51252746582031,108.05000305175781,112.4000015258789,105.0,112.4000015258789,339030,2022-06-27
2022-07-04,105.92106628417969,107.44999694824219,109.44999694824219,101.94999694824219,108.05000305175781,598070,2022-07-04
2022-07-11,102.9637451171875,104.44999694824219,110.94999694824219,103.75,108.6500015258789,299988,2022-07-11
2022-07-18,108.28691101074219,109.8499984741211,111.4000015258789,105.05000305175781,105.05000305175781,357235,2022-07-18
2022-07-25,108.1883316040039,109.75,114.80000305175781,107.0999984741211,109.8499984741211,398348,2022-07-25
2022-08-01,108.04046630859375,109.5999984741211,113.5999984741211,108.05000305175781,111.4000015258789,358054,2022-08-01
2022-08-08,104.67831420898438,105.25,111.44999694824219,101.5999984741211,108.0999984741211,511789,2022-08-08
2022-08-15,108.40794372558594,109.0,111.4000015258789,105.25,105.25,408708,2022-08-15
2022-08-22,117.60770416259766,118.25,120.75,105.55000305175781,109.8499984741211,1053279,2022-08-22
2022-08-29,114.52454376220703,115.1500015258789,119.75,113.9000015258789,116.55000305175781,429374,2022-08-29
2022-09-05,120.79031372070312,121.44999694824219,126.0,114.69999694824219,116.25,1049901,2022-09-05
2022-09-12,112.38622283935547,113.0,123.6500015258789,112.0,123.6500015258789,828579,2022-09-12
2022-09-19,111.64028930664062,112.25,121.25,111.1500015258789,113.05000305175781,897702,2022-09-19
2022-09-26,108.1593017578125,108.75,111.9000015258789,105.0,111.9000015258789,488415,2022-09-26
2022-10-03,116.06612396240234,116.69999694824219,124.19999694824219,106.0999984741211,110.0,1691758,2022-10-03
2022-10-10,121.48651885986328,122.1500015258789,128.0,115.0999984741211,116.0,2838200,2022-10-10
2022-10-17,117.0606918334961,117.69999694824219,126.5,116.80000305175781,122.0,1444197,2022-10-17
2022-10-24,115.22073364257812,115.8499984741211,122.0,115.30000305175781,118.0,526064,2022-10-24
2022-10-31,127.95121002197266,128.64999389648438,129.89999389648438,117.0,117.5,2911085,2022-10-31
2022-11-07,122.82918548583984,123.5,137.39999389648438,121.1500015258789,136.5,2956517,2022-11-07
2022-11-14,124.1718521118164,124.8499984741211,133.10000610351562,118.0999984741211,121.55000305175781,2035443,2022-11-14
2022-11-21,122.38162994384766,123.05000305175781,127.30000305175781,119.0,126.0,991872,2022-11-21
2022-11-28,121.4367904663086,122.0999984741211,127.0,120.19999694824219,123.0,1492898,2022-11-28
2022-12-05,118.85090637207031,119.5,127.19999694824219,118.8499984741211,122.44999694824219,1146456,2022-12-05
2022-12-12,117.25960540771484,117.9000015258789,123.80000305175781,117.5,118.8499984741211,1246851,2022-12-12
2022-12-19,108.80577087402344,109.4000015258789,119.19999694824219,105.0999984741211,119.0,1571981,2022-12-19
2022-12-26,113.23159790039062,113.8499984741211,116.55000305175781,108.0,110.4000015258789,1527138,2022-12-26
2023-01-02,111.59056091308594,112.19999694824219,116.0,111.0999984741211,114.9000015258789,843627,2023-01-02
2023-01-09,111.93866729736328,112.55000305175781,114.6500015258789,110.44999694824219,113.4000015258789,637634,2023-01-09
2023-01-16,108.25875854492188,108.8499984741211,114.19999694824219,108.0,112.5999984741211,506305,2023-01-16
2023-01-23,102.78863525390625,103.3499984741211,110.05000305175781,100.4000015258789,109.1500015258789,668851,2023-01-23
2023-01-30,100.79949188232422,101.3499984741211,107.75,100.0999984741211,103.0999984741211,527977,2023-01-30
2023-02-06,101.24705505371094,101.80000305175781,104.9000015258789,99.5,102.80000305175781,749755,2023-02-06
2023-02-13,100.40166473388672,100.94999694824219,102.80000305175781,95.30000305175781,101.0999984741211,574729,2023-02-13
2023-02-20,96.0752944946289,96.5999984741211,101.0,95.44999694824219,100.94999694824219,374769,2023-02-20
2023-02-27,100.55084991455078,101.0999984741211,102.5999984741211,93.0,96.80000305175781,544586,2023-02-27
2023-03-06,97.96498107910156,98.5,102.75,98.0,101.69999694824219,670003,2023-03-06
2023-03-13,95.13045501708984,95.6500015258789,98.9000015258789,91.69999694824219,98.9000015258789,725271,2023-03-13
2023-03-20,93.98670196533203,94.5,97.75,92.5,96.0,732541,2023-03-20
2023-03-27,102.93782043457031,103.5,104.5999984741211,94.25,94.25,2767721,2023-03-27
2023-04-03,105.72261810302734,106.30000305175781,108.9000015258789,104.05000305175781,105.44999694824219,449106,2023-04-03
2023-04-10,111.19274139404297,111.80000305175781,112.30000305175781,101.0,106.75,1176001,2023-04-10
2023-04-17,106.12043762207031,106.69999694824219,114.4000015258789,104.5999984741211,114.4000015258789,975473,2023-04-17
2023-04-24,105.22532653808594,105.80000305175781,108.4000015258789,101.8499984741211,107.8499984741211,708949,2023-04-24
2023-05-01,102.53998565673828,103.0999984741211,108.69999694824219,102.69999694824219,105.80000305175781,632390,2023-05-01
2023-05-08,103.03727722167969,103.5999984741211,105.9000015258789,100.0,103.80000305175781,651234,2023-05-08
2023-05-15,104.28048706054688,104.8499984741211,108.4000015258789,102.05000305175781,103.8499984741211,725199,2023-05-15
2023-05-22,101.34651184082031,101.9000015258789,109.0,99.30000305175781,105.6500015258789,1402666,2023-05-22
2023-05-29,102.987548828125,103.55000305175781,104.9000015258789,101.25,103.9000015258789,652177,2023-05-29
2023-06-05,109.30305480957031,109.9000015258789,113.3499984741211,103.0,103.0,2500190,2023-06-05
2023-06-12,105.67288208007812,106.25,110.6500015258789,105.4000015258789,110.44999694824219,999309,2023-06-12
2023-06-19,105.32478332519531,105.9000015258789,110.80000305175781,104.0,107.25,882121,2023-06-19
2023-06-26,106.07070922851562,106.6500015258789,109.5,105.0,105.30000305175781,598941,2023-06-26
2023-07-03,107.51283264160156,108.0999984741211,111.30000305175781,106.44999694824219,106.5,1185232,2023-07-03
2023-07-10,109.50196838378906,110.0999984741211,113.0,106.55000305175781,108.3499984741211,1411436,2023-07-10
2023-07-17,113.18187713623047,113.80000305175781,118.0,109.44999694824219,110.0999984741211,1849359,2023-07-17
2023-07-24,111.98839569091797,112.5999984741211,116.55000305175781,111.5999984741211,115.0,965628,2023-07-24
2023-07-31,118.15471649169922,118.80000305175781,122.05000305175781,112.5999984741211,112.5999984741211,1971101,2023-07-31
2023-08-07,117.20987701416016,117.8499984741211,126.5999984741211,116.0999984741211,119.75,2777055,2023-08-07
2023-08-14,114.26808166503906,114.80000305175781,119.80000305175781,112.0,119.80000305175781,806557,2023-08-14
2023-08-21,113.72062683105469,114.25,121.0,113.69999694824219,115.19999694824219,1144341,2023-08-21
2023-08-28,115.06436920166016,115.5999984741211,116.4000015258789,112.05000305175781,115.4000015258789,1127213,2023-08-28
2023-09-04,123.22637939453125,123.80000305175781,132.14999389648438,116.94999694824219,116.94999694824219,4364468,2023-09-04
2023-09-11,119.04582977294922,119.5999984741211,125.94999694824219,115.0,124.80000305175781,1930998,2023-09-11
2023-09-18,114.616455078125,115.1500015258789,120.0999984741211,113.69999694824219,119.80000305175781,865304,2023-09-18
2023-09-25,118.5979232788086,119.1500015258789,120.6500015258789,112.80000305175781,116.30000305175781,1586344,2023-09-25
2023-10-02,133.27957153320312,133.89999389648438,137.6999969482422,115.5,119.1500015258789,9441448,2023-10-02
2023-10-09,144.67652893066406,145.35000610351562,149.8000030517578,127.6500015258789,133.89999389648438,10050368,2023-10-09
2023-10-16,137.0619659423828,137.6999969482422,148.1999969482422,137.14999389648438,145.85000610351562,3265797,2023-10-16
2023-10-23,131.18931579589844,131.8000030517578,138.9499969482422,121.8499984741211,138.9499969482422,2270538,2023-10-23
2023-10-30,129.29811096191406,129.89999389648438,135.60000610351562,128.3000030517578,130.0,1220637,2023-10-30
2023-11-06,145.5225830078125,146.1999969482422,148.35000610351562,130.75,130.9499969482422,4513518,2023-11-06
2023-11-13,142.03880310058594,142.6999969482422,150.0,140.10000610351562,146.8000030517578,2513893,2023-11-13
2023-11-20,143.83045959472656,144.5,151.75,140.89999389648438,143.6999969482422,3141291,2023-11-20
2023-11-27,145.8709716796875,146.5500030517578,153.6999969482422,144.5,144.5,3354743,2023-11-27
2023-12-04,143.2830047607422,143.9499969482422,151.8000030517578,142.14999389648438,148.0500030517578,2493610,2023-12-04
2023-12-11,148.85707092285156,149.5500030517578,152.3000030517578,140.14999389648438,144.0,2161766,2023-12-11
2023-12-18,153.13714599609375,153.85000610351562,156.6999969482422,144.0,149.9499969482422,3579056,2023-12-18
2023-12-25,152.98782348632812,153.6999969482422,161.0,150.6999969482422,153.85000610351562,2510405,2023-12-25
2024-01-01,180.75856018066406,181.60000610351562,184.10000610351562,147.75,153.89999389648438,13186035,2024-01-01
2024-01-08,177.62315368652344,178.4499969482422,188.60000610351562,172.0,184.9499969482422,7335253,2024-01-08
2024-01-15,182.79905700683594,183.64999389648438,191.1999969482422,174.0,180.8000030517578,6835516,2024-01-15
2024-01-22,188.67172241210938,189.5500030517578,193.0,173.25,183.64999389648438,3778975,2024-01-22
2024-01-29,185.63584899902344,186.5,198.60000610351562,185.39999389648438,191.89999389648438,4743526,2024-01-29
2024-02-05,200.36727905273438,201.3000030517578,215.0,175.75,188.39999389648438,11776607,2024-02-05
2024-02-12,215.39730834960938,216.39999389648438,234.0,201.85000610351562,203.89999389648438,19304219,2024-02-12
2024-02-19,200.7156524658203,201.64999389648438,219.89999389648438,199.5,216.9499969482422,3584678,2024-02-19
2024-02-26,190.81175231933594,191.6999969482422,207.39999389648438,183.0500030517578,201.8000030517578,3842477,2024-02-26
2024-03-04,176.4287109375,177.25,197.8000030517578,174.25,194.10000610351562,2633110,2024-03-04
2024-03-11,169.46115112304688,170.25,183.3000030517578,154.0,180.5,3630677,2024-03-11
2024-03-18,172.4970245361328,173.3000030517578,176.35000610351562,161.6999969482422,169.5,2751340,2024-03-18
2024-03-25,172.9947052001953,173.8000030517578,181.6999969482422,170.0,173.3000030517578,1772176,2024-03-25
2024-04-01,185.53631591796875,186.39999389648438,191.39999389648438,175.3000030517578,175.3000030517578,1853617,2024-04-01
2024-04-08,177.52362060546875,178.35000610351562,188.89999389648438,176.14999389648438,188.10000610351562,1540586,2024-04-08
2024-04-15,169.11276245117188,169.89999389648438,177.4499969482422,164.75,173.0,1155165,2024-04-15
2024-04-22,180.80831909179688,181.64999389648438,194.1999969482422,170.4499969482422,170.4499969482422,2464881,2024-04-22
2024-04-29,173.1937713623047,174.0,183.6999969482422,171.9499969482422,183.10000610351562,1100904,2024-04-29
2024-05-06,158.6614227294922,159.39999389648438,176.25,155.0500030517578,175.3000030517578,2080249,2024-05-06
2024-05-13,168.36624145507812,169.14999389648438,171.9499969482422,156.10000610351562,160.89999389648438,1643348,2024-05-13
2024-05-20,182.00277709960938,182.85000610351562,191.0,168.1999969482422,168.1999969482422,3962302,2024-05-20
2024-05-27,174.23890686035156,175.0500030517578,183.9499969482422,170.10000610351562,182.85000610351562,1426483,2024-05-27
2024-06-03,247.94580078125,249.10000610351562,252.8000030517578,152.85000610351562,186.0,22565888,2024-06-03
2024-06-10,227.95884704589844,229.02000427246094,273.94000244140625,225.25,257.95001220703125,14467309,2024-06-10
2024-06-17,244.2430419921875,245.3800048828125,250.5,213.8000030517578,229.02000427246094,6521945,2024-06-17
2024-06-24,243.08840942382812,244.22000122070312,257.19000244140625,236.10000610351562,245.2899932861328,6594716,2024-06-24
2024-07-01,252.10643005371094,253.27999877929688,261.0,240.1999969482422,244.89999389648438,5768457,2024-07-01
2024-07-08,251.08120727539062,252.25,269.8999938964844,248.3000030517578,255.77999877929688,5254288,2024-07-08
2024-07-15,233.2243194580078,234.30999755859375,264.79998779296875,233.00999450683594,254.10000610351562,3816229,2024-07-15
2024-07-22,253.58953857421875,254.77000427246094,281.7900085449219,229.60000610351562,231.8000030517578,9827263,2024-07-22
2024-07-29,237.50440979003906,238.61000061035156,257.29998779296875,233.0,256.29998779296875,3117990,2024-07-29
2024-08-05,223.1114044189453,224.14999389648438,235.0,219.0,233.99000549316406,2622908,2024-08-05
2024-08-12,218.1743927001953,219.19000244140625,227.39999389648438,209.75,221.0,1481466,2024-08-12
2024-08-19,244.22000122070312,244.22000122070312,250.5,218.61000061035156,222.0,3537915,2024-08-19
2024-08-26,234.02000427246094,234.02000427246094,245.39999389648438,225.4600067138672,244.22000122070312,2527612,2024-08-26
2024-09-02,247.25,247.25,259.0,226.52000427246094,234.0,5892283,2024-09-02
2024-09-09,246.5800018310547,246.5800018310547,253.5,237.5,248.0,2390828,2024-09-09
2024-09-16,244.4600067138672,244.4600067138672,259.0,232.02000427246094,255.0,2763844,2024-09-16
2024-09-23,250.3300018310547,250.3300018310547,263.79998779296875,240.99000549316406,248.0,3632730,2024-09-23
2024-09-30,246.75,246.75,258.5,245.14999389648438,252.0,2681451,2024-09-30
2024-10-07,237.4499969482422,237.4499969482422,251.10000610351562,225.10000610351562,250.1999969482422,2104023,2024-10-07
2024-10-14,225.6999969482422,225.6999969482422,239.6999969482422,219.4499969482422,238.0,1197381,2024-10-14
2024-10-21,203.5500030517578,203.5500030517578,228.4499969482422,198.60000610351562,226.9499969482422,2248320,2024-10-21
2024-10-28,218.57000732421875,218.57000732421875,220.38999938964844,199.8000030517578,206.1999969482422,1317637,2024-10-28
2024-11-04,233.8699951171875,233.8699951171875,242.0,210.00999450683594,220.32000732421875,4992223,2024-11-04
2024-11-11,226.36000061035156,226.36000061035156,243.25,219.1199951171875,237.61000061035156,2336137,2024-11-11
2024-11-18,229.13999938964844,229.13999938964844,236.1699981689453,222.99000549316406,228.25,1490634,2024-11-18
2024-11-25,247.07000732421875,247.07000732421875,251.8000030517578,231.0,234.0,2921259,2024-11-25
2024-12-02,254.3300018310547,254.3300018310547,257.0,245.5,249.0,2457268,2024-12-02
2024-12-09,250.2100067138672,250.2100067138672,258.510009765625,242.4600067138672,254.89999389648438,1971129,2024-12-09
2024-12-16,247.25999450683594,247.25999450683594,266.75,246.00999450683594,250.2100067138672,3957659,2024-12-16
2024-12-23,235.8300018310547,235.8300018310547,251.3000030517578,235.0,249.8000030517578,1091544,2024-12-23
2024-12-30,240.9499969482422,240.9499969482422,244.8000030517578,228.14999389648438,234.0,1142663,2024-12-30
2025-01-06,217.75999450683594,217.75999450683594,245.0,215.0,241.88999938964844,1585877,2025-01-06
2025-01-13,219.80999755859375,219.80999755859375,223.38999938964844,205.0,215.00999450683594,1057112,2025-01-13
2025-01-20,212.75999450683594,212.75999450683594,229.7899932861328,211.61000061035156,220.0,1385310,2025-01-20
2025-01-27,205.60000610351562,205.60000610351562,217.0,189.1999969482422,210.0500030517578,1680936,2025-01-27
2025-02-03,208.80999755859375,208.80999755859375,221.0,198.60000610351562,202.5,1396958,2025-02-03
2025-02-10,187.5800018310547,187.5800018310547,208.97999572753906,182.6300048828125,208.80999755859375,2191842,2025-02-10
2025-02-17,194.24000549316406,194.24000549316406,197.19000244140625,180.41000366210938,182.5,1419098,2025-02-17
2025-02-24,171.74000549316406,171.74000549316406,198.4199981689453,167.5500030517578,194.0,2064775,2025-02-24
2025-03-03,195.8699951171875,195.8699951171875,200.16000366210938,169.4199981689453,171.50999450683594,1982715,2025-03-03
2025-03-10,190.60000610351562,190.60000610351562,200.0,181.0,195.8699951171875,1145987,2025-03-10
2025-03-17,207.27999877929688,207.27999877929688,209.89999389648438,184.5,191.39999389648438,1691915,2025-03-17
2025-03-24,201.27000427246094,201.27000427246094,211.41000366210938,194.0,210.97999572753906,2214549,2025-03-24
2025-03-31,199.6300048828125,199.6300048828125,212.0,195.0,201.27000427246094,1051220,2025-03-31
2025-04-07,200.27000427246094,200.27000427246094,204.97999572753906,172.35000610351562,172.35000610351562,844771,2025-04-07
2025-04-14,210.27000427246094,210.27000427246094,212.8000030517578,202.6300048828125,205.5500030517578,551212,2025-04-14
2025-04-21,210.44000244140625,210.44000244140625,220.88999938964844,208.4499969482422,213.8000030517578,1438379,2025-04-21
2025-04-28,199.35000610351562,199.35000610351562,211.47999572753906,198.00999450683594,207.0,746837,2025-04-28
2025-05-05,192.1199951171875,192.1199951171875,208.7899932861328,185.39999389648438,203.6999969482422,1364645,2025-05-05
2025-05-12,221.7899932861328,221.7899932861328,223.0,196.0,196.0,1463832,2025-05-12
2025-05-19,224.55999755859375,224.55999755859375,227.60000610351562,217.8300018310547,221.99000549316406,859676,2025-05-19
2025-05-26,211.3699951171875,211.3699951171875,230.0,210.61000061035156,226.0,1732193,2025-05-26
2025-06-02,205.50999450683594,205.50999450683594,213.0500030517578,202.6999969482422,213.0500030517578,818310,2025-06-02
2025-06-09,207.6300048828125,207.6300048828125,220.0,204.5500030517578,205.02000427246094,1492673,2025-06-09
2025-06-16,198.5,198.5,210.47000122070312,193.5,207.97999572753906,1292697,2025-06-16
2025-06-23,205.41000366210938,205.41000366210938,207.05999755859375,194.25,198.5,832170,2025-06-23
2025-06-30,203.91000366210938,203.91000366210938,210.30999755859375,201.10000610351562,205.99000549316406,747869,2025-06-30
2025-07-07,199.25,199.25,205.9600067138672,199.0,204.39999389648438,495661,2025-07-07
