Date,Adj Close_TTL.NS,Close_TTL.NS,High_TTL.NS,Low_TTL.NS,Open_TTL.NS,Volume_TTL.NS,Date
2025-03-17,12.350000381469727,12.350000381469727,13.970000267028809,9.989999771118164,10.579999923706055,2123395,2025-03-17
2025-03-24,13.760000228881836,13.760000228881836,15.739999771118164,12.390000343322754,12.5,2303369,2025-03-24
2025-03-31,13.800000190734863,13.800000190734863,14.899999618530273,13.25,13.760000228881836,495062,2025-03-31
2025-04-07,13.420000076293945,13.420000076293945,14.430000305175781,12.510000228881836,12.510000228881836,423399,2025-04-07
2025-04-14,14.100000381469727,14.100000381469727,14.399999618530273,13.300000190734863,13.420000076293945,781863,2025-04-14
2025-04-21,13.800000190734863,13.800000190734863,14.350000381469727,13.1899995803833,14.039999961853027,597661,2025-04-21
2025-04-28,13.25,13.25,14.100000381469727,13.210000038146973,13.800000190734863,251512,2025-04-28
2025-05-05,13.770000457763672,13.770000457763672,13.9399995803833,12.050000190734863,13.130000114440918,275998,2025-05-05
2025-05-12,13.649999618530273,13.649999618530273,14.15999984741211,13.270000457763672,14.0,589254,2025-05-12
2025-05-19,13.5600004196167,13.5600004196167,14.15999984741211,13.399999618530273,13.779999732971191,703697,2025-05-19
2025-05-26,14.699999809265137,14.699999809265137,15.229999542236328,13.0,13.600000381469727,3178013,2025-05-26
2025-06-02,15.079999923706055,15.079999923706055,16.200000762939453,14.3100004196167,14.800000190734863,2401101,2025-06-02
2025-06-09,15.789999961853027,15.789999961853027,16.690000534057617,15.09000015258789,15.300000190734863,6223345,2025-06-09
2025-06-16,14.609999656677246,14.609999656677246,16.0,14.25,16.0,931249,2025-06-16
2025-06-23,15.699999809265137,15.699999809265137,16.06999969482422,14.109999656677246,14.800000190734863,2185933,2025-06-23
2025-06-30,13.920000076293945,13.920000076293945,16.0,13.920000076293945,16.0,1746708,2025-06-30
2025-07-07,13.199999809265137,13.199999809265137,13.609999656677246,13.0,13.5600004196167,824284,2025-07-07
2025-07-14,14.119999885559082,14.119999885559082,14.180000305175781,12.609999656677246,13.050000190734863,819664,2025-07-14
