Date,Adj Close_SUMEETINDS.NS,Close_SUMEETINDS.NS,High_SUMEETINDS.NS,Low_SUMEETINDS.NS,Open_SUMEETINDS.NS,Volume_SUMEETINDS.NS,Date
2021-03-29,98.0,98.0,98.0,86.0,86.0,3315,2021-03-29
2021-04-05,121.0,121.0,121.0,101.0,102.0,71185,2021-04-05
2021-04-12,117.0,117.0,132.0,115.0,121.0,40271,2021-04-12
2021-04-19,97.0,97.0,112.0,97.0,112.0,15521,2021-04-19
2021-04-26,90.0,90.0,101.0,85.0,93.0,35695,2021-04-26
2021-05-03,86.0,86.0,94.0,85.0,94.0,11164,2021-05-03
2021-05-10,100.0,100.0,100.0,86.0,86.0,13947,2021-05-10
2021-05-17,99.0,99.0,105.0,94.0,105.0,22613,2021-05-17
2021-05-24,93.0,93.0,105.0,93.0,100.0,19899,2021-05-24
2021-05-31,95.0,95.0,99.0,85.0,97.0,23764,2021-05-31
2021-06-07,117.0,117.0,118.0,95.0,97.0,44203,2021-06-07
2021-06-14,117.0,117.0,126.0,112.0,122.0,55023,2021-06-14
2021-06-21,126.0,126.0,126.0,112.0,120.0,56001,2021-06-21
2021-06-28,156.0,156.0,156.0,130.0,132.0,39097,2021-06-28
2021-07-05,193.0,193.0,194.0,155.0,163.0,147106,2021-07-05
2021-07-12,244.0,244.0,244.0,196.0,200.0,38628,2021-07-12
2021-07-19,200.0,200.0,256.0,200.0,256.0,63989,2021-07-19
2021-07-26,189.0,189.0,190.0,164.0,190.0,53494,2021-07-26
2021-08-02,172.0,172.0,207.0,172.0,198.0,56393,2021-08-02
2021-08-09,155.0,155.0,178.0,145.0,164.0,46703,2021-08-09
2021-08-16,159.0,159.0,162.0,147.0,155.0,28092,2021-08-16
2021-08-23,153.0,153.0,168.0,147.0,159.0,30791,2021-08-23
2021-08-30,149.0,149.0,159.0,140.0,146.0,24874,2021-08-30
2021-09-06,147.0,147.0,156.0,142.0,149.0,19585,2021-09-06
2021-09-13,141.0,141.0,151.0,136.0,148.0,40701,2021-09-13
2021-09-20,138.0,138.0,144.0,134.0,144.0,16226,2021-09-20
2021-09-27,147.0,147.0,147.0,132.0,140.0,22776,2021-09-27
2021-10-04,185.0,185.0,185.0,153.0,153.0,17278,2021-10-04
2021-10-11,174.0,174.0,194.0,167.0,194.0,57056,2021-10-11
2021-10-18,156.0,156.0,180.0,156.0,180.0,35580,2021-10-18
2021-10-25,157.0,157.0,165.0,152.0,162.0,21977,2021-10-25
2021-11-01,172.0,172.0,180.0,164.0,164.0,16173,2021-11-01
2021-11-08,166.0,166.0,177.0,163.0,176.0,39881,2021-11-08
2021-11-15,172.0,172.0,181.0,163.0,168.0,28584,2021-11-15
2021-11-22,174.0,174.0,186.0,158.0,169.0,45210,2021-11-22
2021-11-29,173.0,173.0,181.0,164.0,170.0,21745,2021-11-29
2021-12-06,184.0,184.0,184.0,162.0,173.0,65664,2021-12-06
2021-12-13,193.0,193.0,220.0,182.0,196.0,235511,2021-12-13
2021-12-20,186.0,186.0,197.0,177.0,186.0,56828,2021-12-20
2021-12-27,190.0,190.0,197.0,178.0,192.0,71940,2021-12-27
2022-01-03,224.0,224.0,231.0,190.0,196.0,528736,2022-01-03
2022-01-10,216.0,216.0,235.0,200.0,228.0,302970,2022-01-10
2022-01-17,271.0,271.0,273.0,217.0,220.0,486850,2022-01-17
2022-01-24,263.0,263.0,274.0,234.0,274.0,163063,2022-01-24
2022-01-31,257.0,257.0,289.0,250.0,276.0,294702,2022-01-31
2022-02-07,234.0,234.0,271.0,219.0,259.0,144162,2022-02-07
2022-02-14,213.0,213.0,232.0,209.0,228.0,90381,2022-02-14
2022-02-21,193.0,193.0,215.0,184.0,207.0,95652,2022-02-21
2022-02-28,177.0,177.0,195.0,177.0,188.0,60313,2022-02-28
2022-03-07,193.0,193.0,193.0,162.0,182.0,36850,2022-03-07
2022-03-14,181.0,181.0,197.0,177.0,197.0,41187,2022-03-14
2022-03-21,164.0,164.0,183.0,163.0,181.0,84387,2022-03-21
2022-03-28,156.0,156.0,168.0,148.0,168.0,82981,2022-03-28
2022-04-04,202.0,202.0,215.0,163.0,163.0,77102,2022-04-04
2022-04-11,189.0,189.0,205.0,184.0,205.0,47057,2022-04-11
2022-04-18,201.0,201.0,215.0,186.0,189.0,85115,2022-04-18
2022-04-25,245.0,245.0,260.0,194.0,203.0,333921,2022-04-25
2022-05-02,201.0,201.0,233.0,201.0,233.0,49944,2022-05-02
2022-05-09,179.0,179.0,197.0,165.0,192.0,52164,2022-05-09
2022-05-16,176.0,176.0,187.0,166.0,187.0,47346,2022-05-16
2022-05-23,160.0,160.0,180.0,151.0,180.0,45150,2022-05-23
2022-05-30,160.0,160.0,171.0,154.0,167.0,66991,2022-05-30
2022-06-06,155.0,155.0,167.0,154.0,156.0,36129,2022-06-06
2022-06-13,144.0,144.0,163.0,144.0,157.0,38687,2022-06-13
2022-06-20,127.0,127.0,142.0,119.0,141.0,59029,2022-06-20
2022-06-27,139.0,139.0,152.0,131.0,133.0,19711,2022-06-27
2022-07-04,132.0,132.0,141.0,129.0,139.0,26212,2022-07-04
2022-07-11,126.0,126.0,138.0,122.0,128.0,33372,2022-07-11
2022-07-18,138.0,138.0,142.0,124.0,129.0,18006,2022-07-18
2022-07-25,132.0,132.0,142.0,130.0,140.0,23446,2022-07-25
2022-08-01,128.0,128.0,141.0,126.0,132.0,46794,2022-08-01
2022-08-08,145.0,145.0,145.0,117.0,131.0,67271,2022-08-08
2022-08-15,132.0,132.0,149.0,131.0,145.0,31640,2022-08-15
2022-08-22,124.0,124.0,136.0,119.0,131.0,110613,2022-08-22
2022-08-29,118.0,118.0,124.0,114.0,122.0,100973,2022-08-29
2022-09-05,129.0,129.0,138.0,117.0,120.0,120520,2022-09-05
2022-09-12,121.0,121.0,133.0,117.0,130.0,110559,2022-09-12
2022-09-19,119.0,119.0,126.0,118.0,123.0,48512,2022-09-19
2022-09-26,114.0,114.0,123.0,113.0,119.0,42518,2022-09-26
2022-10-03,126.0,126.0,129.0,110.0,114.0,35674,2022-10-03
2022-10-10,119.0,119.0,130.0,118.0,127.0,32589,2022-10-10
2022-10-17,115.0,115.0,127.0,113.0,120.0,37695,2022-10-17
2022-10-24,113.0,113.0,120.0,113.0,119.0,27517,2022-10-24
2022-10-31,112.0,112.0,116.0,100.0,114.0,50896,2022-10-31
2022-11-07,113.0,113.0,118.0,106.0,115.0,20852,2022-11-07
2022-11-14,101.0,101.0,116.0,93.0,116.0,65363,2022-11-14
2022-11-21,106.0,106.0,113.0,98.0,103.0,57332,2022-11-21
2022-11-28,104.0,104.0,111.0,102.0,109.0,34379,2022-11-28
2022-12-05,114.0,114.0,137.0,103.0,106.0,254558,2022-12-05
2022-12-12,126.0,126.0,131.0,110.0,117.0,94474,2022-12-12
2022-12-19,105.0,105.0,148.0,101.0,126.0,240195,2022-12-19
2022-12-26,101.0,101.0,120.0,101.0,106.0,63512,2022-12-26
2023-01-02,80.0,80.0,96.0,80.0,96.0,33566,2023-01-02
2023-01-09,80.0,80.0,91.0,76.0,76.0,77527,2023-01-09
2023-01-16,77.0,77.0,84.0,74.0,84.0,48552,2023-01-16
2023-01-23,76.0,76.0,79.0,74.0,77.0,12482,2023-01-23
2023-01-30,68.0,68.0,76.0,68.0,76.0,30219,2023-01-30
2023-02-06,75.0,75.0,76.0,64.0,70.0,47451,2023-02-06
2023-02-13,66.0,66.0,77.0,64.0,77.0,23796,2023-02-13
2023-02-20,64.0,64.0,68.0,61.0,68.0,14491,2023-02-20
2023-02-27,60.0,60.0,66.0,60.0,64.0,16818,2023-02-27
2023-03-06,51.0,51.0,62.0,51.0,62.0,41560,2023-03-06
2023-03-13,44.0,44.0,51.0,43.0,51.0,28019,2023-03-13
2023-03-20,50.0,50.0,50.0,40.0,44.0,28062,2023-03-20
2023-03-27,44.0,44.0,52.0,42.0,51.0,22215,2023-03-27
2023-04-03,50.0,50.0,50.0,44.0,44.0,5862,2023-04-03
2023-04-10,58.0,58.0,58.0,51.0,52.0,15108,2023-04-10
2023-04-17,64.0,64.0,69.0,56.0,60.0,23738,2023-04-17
2023-04-24,59.0,59.0,61.0,55.0,61.0,18675,2023-04-24
2023-05-01,66.0,66.0,70.0,58.0,59.0,46723,2023-05-01
2023-05-08,66.0,66.0,66.0,66.0,66.0,0,2023-05-08
2023-05-15,63.0,63.0,63.0,63.0,63.0,841,2023-05-15
2023-05-22,60.0,60.0,60.0,60.0,60.0,800,2023-05-22
2023-05-29,57.0,57.0,57.0,57.0,57.0,478,2023-05-29
2023-06-05,54.0,54.0,54.0,54.0,54.0,10686,2023-06-05
2023-06-12,52.0,52.0,52.0,52.0,52.0,1590,2023-06-12
2023-06-19,50.0,50.0,50.0,50.0,50.0,1140,2023-06-19
2023-06-26,48.0,48.0,48.0,48.0,48.0,1589,2023-06-26
2023-07-03,46.0,46.0,48.0,40.0,47.0,88775,2023-07-03
2023-07-10,54.0,54.0,54.0,48.0,48.0,27732,2023-07-10
2023-07-17,52.0,52.0,52.0,52.0,52.0,13681,2023-07-17
2023-07-24,50.0,50.0,50.0,50.0,50.0,536,2023-07-24
2023-07-31,48.0,48.0,48.0,48.0,48.0,1860,2023-07-31
2023-08-07,46.0,46.0,48.0,46.0,46.0,4622,2023-08-07
2023-08-14,44.0,44.0,46.0,44.0,46.0,781,2023-08-14
2023-08-21,42.0,42.0,43.0,42.0,42.0,2870,2023-08-21
2023-08-28,46.0,46.0,46.0,42.0,42.0,42729,2023-08-28
2023-09-04,56.0,56.0,56.0,48.0,48.0,12115,2023-09-04
2023-09-11,58.0,58.0,58.0,58.0,58.0,468,2023-09-11
2023-09-18,60.0,60.0,60.0,55.0,55.0,49411,2023-09-18
2023-09-25,59.0,59.0,63.0,57.0,63.0,23157,2023-09-25
2023-10-02,61.0,61.0,61.0,56.0,59.0,18963,2023-10-02
2023-10-09,64.0,64.0,64.0,60.0,60.0,8820,2023-10-09
2023-10-16,61.0,61.0,67.0,61.0,67.0,11819,2023-10-16
2023-10-23,58.0,58.0,60.0,58.0,58.0,3100,2023-10-23
2023-10-30,61.0,61.0,61.0,55.0,60.0,15132,2023-10-30
2023-11-06,73.0,73.0,73.0,64.0,64.0,49496,2023-11-06
2023-11-13,89.0,89.0,90.0,78.0,79.0,43293,2023-11-13
2023-11-20,89.0,89.0,89.0,89.0,89.0,0,2023-11-20
2023-11-27,89.0,89.0,89.0,89.0,89.0,0,2023-11-27
2023-12-04,85.0,85.0,85.0,85.0,85.0,95,2023-12-04
2023-12-11,97.0,97.0,97.0,80.0,81.0,88765,2023-12-11
2023-12-18,102.0,102.0,106.0,92.0,101.0,105141,2023-12-18
2023-12-25,97.0,97.0,102.0,97.0,102.0,6637,2023-12-25
2024-01-01,92.0,92.0,92.0,92.0,92.0,1480,2024-01-01
2024-01-08,88.0,88.0,88.0,88.0,88.0,932,2024-01-08
2024-01-15,84.0,84.0,84.0,84.0,84.0,1770,2024-01-15
2024-01-22,80.0,80.0,84.0,80.0,84.0,1010,2024-01-22
2024-01-29,82.0,82.0,82.0,76.0,76.0,37487,2024-01-29
2024-02-05,88.0,88.0,98.0,86.0,86.0,74868,2024-02-05
2024-02-12,80.0,80.0,92.0,79.0,92.0,31983,2024-02-12
2024-02-19,73.0,73.0,80.0,67.0,80.0,47299,2024-02-19
2024-02-26,71.0,71.0,80.0,70.0,76.0,63369,2024-02-26
2024-03-04,67.0,67.0,76.0,66.0,76.0,20515,2024-03-04
2024-03-11,58.0,58.0,69.0,55.0,69.0,31018,2024-03-11
2024-03-18,56.0,56.0,60.0,54.0,60.0,36524,2024-03-18
2024-03-25,50.0,50.0,58.0,50.0,56.0,32002,2024-03-25
2024-04-01,52.0,52.0,56.0,48.0,50.0,134930,2024-04-01
2024-04-08,48.0,48.0,56.0,48.0,53.0,144687,2024-04-08
2024-04-15,40.0,40.0,46.0,40.0,46.0,94146,2024-04-15
2024-04-22,43.0,43.0,46.0,38.0,41.0,459107,2024-04-22
2024-04-29,41.0,41.0,45.0,41.0,42.0,170122,2024-04-29
2024-05-06,46.0,46.0,46.0,39.0,41.0,61187,2024-05-06
2024-05-13,52.0,52.0,52.0,46.0,48.0,123913,2024-05-13
2024-05-20,50.0,50.0,52.0,50.0,52.0,2639,2024-05-20
2024-05-27,48.0,48.0,48.0,48.0,48.0,2546,2024-05-27
2024-06-03,46.0,46.0,47.0,46.0,46.0,121184,2024-06-03
2024-06-10,43.599998474121094,43.599998474121094,43.599998474121094,43.599998474121094,43.599998474121094,1067,2024-06-10
2024-06-17,42.20000076293945,42.20000076293945,45.400001525878906,41.400001525878906,43.599998474121094,114480,2024-06-17
2024-06-24,40.0,40.0,44.20000076293945,40.0,43.79999923706055,150033,2024-06-24
2024-07-01,50.79999923706055,50.79999923706055,50.79999923706055,38.599998474121094,40.0,61230,2024-07-01
2024-07-08,52.0,52.0,53.20000076293945,50.79999923706055,53.20000076293945,35442,2024-07-08
2024-07-15,59.20000076293945,59.20000076293945,59.20000076293945,49.400001525878906,49.400001525878906,70047,2024-07-15
2024-07-22,90.0,90.0,90.0,71.0,71.0,111642,2024-07-22
2024-07-29,99.80000305175781,99.80000305175781,105.80000305175781,94.4000015258789,94.4000015258789,94599,2024-07-29
2024-08-05,89.80000305175781,89.80000305175781,97.80000305175781,89.80000305175781,97.80000305175781,24832,2024-08-05
2024-08-12,82.5999984741211,82.5999984741211,88.0,82.5999984741211,88.0,11875,2024-08-12
2024-08-19,77.19999694824219,77.19999694824219,80.80000305175781,75.19999694824219,80.80000305175781,58994,2024-08-19
2024-08-26,76.0,76.0,81.5999984741211,76.0,78.5999984741211,19896,2024-08-26
2024-09-02,73.0,73.0,78.5999984741211,73.0,77.19999694824219,40025,2024-09-02
2024-09-09,60.0,60.0,71.4000015258789,59.20000076293945,70.5999984741211,99191,2024-09-09
2024-09-16,75.80000305175781,75.80000305175781,75.80000305175781,57.599998474121094,60.0,62915,2024-09-16
2024-09-23,83.19999694824219,83.19999694824219,83.19999694824219,77.19999694824219,77.19999694824219,72864,2024-09-23
2024-09-30,89.4000015258789,89.4000015258789,89.4000015258789,83.0,84.80000305175781,87667,2024-09-30
2024-10-07,94.4000015258789,94.4000015258789,96.4000015258789,90.0,91.0,123188,2024-10-07
2024-10-14,97.80000305175781,97.80000305175781,97.80000305175781,90.4000015258789,92.4000015258789,179694,2024-10-14
2024-10-21,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2024-10-21
2024-10-28,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2024-10-28
2024-11-04,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2024-11-04
2024-11-11,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2024-11-11
2024-11-18,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2024-11-18
2024-11-25,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2024-11-25
2024-12-02,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2024-12-02
2024-12-09,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2024-12-09
2024-12-16,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2024-12-16
2024-12-23,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2024-12-23
2024-12-30,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2024-12-30
2025-01-06,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-01-06
2025-01-13,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-01-13
2025-01-20,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-01-20
2025-01-27,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-01-27
2025-02-03,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-02-03
2025-02-10,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-02-10
2025-02-17,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-02-17
2025-02-24,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-02-24
2025-03-03,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-03-03
2025-03-10,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-03-10
2025-03-17,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-03-17
2025-03-24,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-03-24
2025-03-31,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-03-31
2025-04-07,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-04-07
2025-04-14,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-04-14
2025-04-21,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-04-21
2025-04-28,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-04-28
2025-05-05,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-05-05
2025-05-12,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-05-12
2025-05-19,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-05-19
2025-05-26,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-05-26
2025-06-02,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,97.80000305175781,0,2025-06-02
2025-06-09,94.13249969482422,94.13249969482422,97.80000305175781,94.13249969482422,97.80000305175781,0,2025-06-09
2025-06-16,58.75,58.75,94.13249969482422,53.29999923706055,94.13249969482422,77558,2025-06-16
2025-06-23,74.94000244140625,74.94000244140625,74.94000244140625,61.68000030517578,61.68000030517578,18553,2025-06-23
2025-06-30,104.94999694824219,104.94999694824219,104.94999694824219,78.68000030517578,78.68000030517578,25012,2025-06-30
2025-07-07,133.91000366210938,133.91000366210938,133.91000366210938,110.19000244140625,110.19000244140625,533699,2025-07-07
2025-07-14,137.77999877929688,137.77999877929688,140.60000610351562,137.77999877929688,140.60000610351562,154028,2025-07-14
