Date,Adj Close_NESCO.NS,Close_NESCO.NS,High_NESCO.NS,Low_NESCO.NS,Open_NESCO.NS,Volume_NESCO.NS,Date
2023-01-09,600.9613037109375,609.0999755859375,615.7999877929688,595.2999877929688,608.0499877929688,161635,2023-01-09
2023-01-16,595.4854736328125,603.5499877929688,616.0,600.5,609.0999755859375,183983,2023-01-16
2023-01-23,568.3529052734375,576.0499877929688,608.9000244140625,569.5999755859375,606.5999755859375,265000,2023-01-23
2023-01-30,566.3302612304688,574.0,593.0,564.3499755859375,576.0499877929688,493504,2023-01-30
2023-02-06,576.6900024414062,584.5,610.0,573.9500122070312,573.9500122070312,619381,2023-02-06
2023-02-13,554.638671875,562.1500244140625,586.7999877929688,559.0,584.0,231958,2023-02-13
2023-02-20,533.0313110351562,540.25,574.3499755859375,537.0,565.0,320293,2023-02-20
2023-02-27,511.76922607421875,518.7000122070312,541.5499877929688,510.0,540.25,771787,2023-02-27
2023-03-06,512.6571655273438,519.5999755859375,530.8499755859375,516.75,523.7999877929688,448574,2023-03-06
2023-03-13,508.6612854003906,515.5499877929688,525.0,510.95001220703125,522.0,271878,2023-03-13
2023-03-20,510.4372253417969,517.3499755859375,530.0,505.0,515.0999755859375,476188,2023-03-20
2023-03-27,510.7825622558594,517.7000122070312,528.4000244140625,508.0,518.0,241052,2023-03-27
2023-04-03,537.9151611328125,545.2000122070312,554.5,520.2999877929688,520.2999877929688,193936,2023-04-03
2023-04-10,528.7886962890625,535.9500122070312,553.5,530.5499877929688,547.7000122070312,137799,2023-04-10
2023-04-17,527.1607666015625,534.2999877929688,544.5,525.4000244140625,540.2000122070312,205492,2023-04-17
2023-04-24,546.5482177734375,553.9500122070312,575.7000122070312,533.0499877929688,533.0999755859375,453721,2023-04-24
2023-05-01,562.1371459960938,569.75,583.25,553.9500122070312,553.9500122070312,403822,2023-05-01
2023-05-08,584.4844970703125,592.4000244140625,598.4500122070312,571.0499877929688,571.4500122070312,346761,2023-05-08
2023-05-15,610.5809936523438,618.8499755859375,626.0,582.1500244140625,597.0,613378,2023-05-15
2023-05-22,601.1586303710938,609.2999877929688,630.0,600.7000122070312,611.0,383013,2023-05-22
2023-05-29,600.6160278320312,608.75,624.0,597.9000244140625,612.4000244140625,352336,2023-05-29
2023-06-05,627.5512084960938,636.0499877929688,654.9000244140625,609.0,614.0,741464,2023-06-05
2023-06-12,631.793701171875,640.3499755859375,657.7000122070312,626.0,639.25,476202,2023-06-12
2023-06-19,614.2808837890625,622.5999755859375,649.75,619.9000244140625,644.0,311667,2023-06-19
2023-06-26,623.111328125,631.5499877929688,634.9000244140625,601.0,629.8499755859375,338652,2023-06-26
2023-07-03,615.0703125,623.4000244140625,638.0,613.5499877929688,636.7999877929688,308341,2023-07-03
2023-07-10,611.7156982421875,620.0,630.9000244140625,616.6500244140625,623.4000244140625,244808,2023-07-10
2023-07-17,624.6900024414062,633.1500244140625,648.5499877929688,620.0499877929688,620.0499877929688,381140,2023-07-17
2023-07-24,677.1297607421875,686.2999877929688,691.9000244140625,626.0,635.0,1210683,2023-07-24
2023-07-31,678.8339233398438,683.3499755859375,713.5,676.0,695.25,1151623,2023-07-31
2023-08-07,670.04248046875,674.5,716.5999755859375,663.5,694.0,571666,2023-08-07
2023-08-14,664.7774658203125,669.2000122070312,689.9500122070312,662.0,675.0999755859375,388710,2023-08-14
2023-08-21,675.158447265625,679.6500244140625,695.0,664.0,664.0,317896,2023-08-21
2023-08-28,713.65234375,718.4000244140625,730.1500244140625,676.9000244140625,683.9500122070312,1181114,2023-08-28
2023-09-04,714.099365234375,718.8499755859375,747.9500122070312,709.7000122070312,723.4000244140625,724851,2023-09-04
2023-09-11,714.54638671875,719.2999877929688,731.0,671.2000122070312,726.0,770582,2023-09-11
2023-09-18,681.8638305664062,686.4000244140625,730.3499755859375,668.2999877929688,716.0,313700,2023-09-18
2023-09-25,682.1121826171875,686.6500244140625,698.5499877929688,676.0999755859375,679.0,236929,2023-09-25
2023-10-02,675.1087036132812,679.5999755859375,689.4500122070312,672.0999755859375,686.6500244140625,130969,2023-10-02
2023-10-09,666.714599609375,671.1500244140625,687.0499877929688,660.0999755859375,670.0,188808,2023-10-09
2023-10-16,667.7576904296875,672.2000122070312,689.75,665.0499877929688,674.0,147624,2023-10-16
2023-10-23,646.8468017578125,651.1500244140625,675.0,616.0499877929688,675.0,237819,2023-10-23
2023-10-30,646.7970581054688,651.0999755859375,662.5999755859375,641.0,654.4500122070312,154896,2023-10-30
2023-11-06,751.4508666992188,756.4500122070312,770.0,650.0,654.0,3884650,2023-11-06
2023-11-13,810.2596435546875,815.6500244140625,842.0,768.0,784.0,2504112,2023-11-13
2023-11-20,794.4647216796875,799.75,831.9500122070312,788.0499877929688,820.0,864719,2023-11-20
2023-11-27,829.0844116210938,834.5999755859375,839.7999877929688,785.5499877929688,799.75,653694,2023-11-27
2023-12-04,824.4651489257812,829.9500122070312,870.0999755859375,824.9000244140625,850.0,755473,2023-12-04
2023-12-11,824.8128051757812,830.2999877929688,852.8499755859375,818.0,834.0,420733,2023-12-11
2023-12-18,857.4954223632812,863.2000122070312,907.5999755859375,827.0499877929688,831.0,1310165,2023-12-18
2023-12-25,876.8665161132812,882.7000122070312,923.9500122070312,863.2000122070312,863.2000122070312,946563,2023-12-25
2024-01-01,881.1381225585938,887.0,918.5,870.0,889.5,635464,2024-01-01
2024-01-08,877.4129028320312,883.25,900.75,868.9000244140625,893.0,377960,2024-01-08
2024-01-15,853.8695068359375,859.5499877929688,891.0,838.0999755859375,884.0499877929688,392545,2024-01-15
2024-01-22,821.782958984375,827.25,862.4000244140625,814.0,859.5499877929688,227279,2024-01-22
2024-01-29,866.1875610351562,871.9500122070312,896.0999755859375,821.7999877929688,830.9500122070312,518612,2024-01-29
2024-02-05,849.15087890625,854.7999877929688,892.0,837.9000244140625,876.3499755859375,347778,2024-02-05
2024-02-12,882.628173828125,888.5,934.0,818.4500122070312,854.7999877929688,777033,2024-02-12
2024-02-19,877.4129028320312,883.25,917.0,866.5499877929688,898.8499755859375,628643,2024-02-19
2024-02-26,855.9556884765625,861.6500244140625,920.5,840.0999755859375,889.9000244140625,664430,2024-02-26
2024-03-04,852.2800903320312,857.9500122070312,908.9000244140625,851.0,880.0,467078,2024-03-04
2024-03-11,789.8453979492188,795.0999755859375,861.5,748.5999755859375,857.9500122070312,515658,2024-03-11
2024-03-18,806.1867065429688,811.5499877929688,822.4000244140625,784.8499755859375,806.9500122070312,238348,2024-03-18
2024-03-25,825.2598266601562,830.75,845.0,800.0499877929688,811.5499877929688,209706,2024-03-25
2024-04-01,843.8859252929688,849.5,861.0,830.0,834.9500122070312,284560,2024-04-01
2024-04-08,821.6836547851562,827.1500244140625,857.9500122070312,823.5999755859375,853.75,191316,2024-04-08
2024-04-15,793.1236572265625,798.4000244140625,825.5999755859375,791.5499877929688,818.0,170925,2024-04-15
2024-04-22,845.7733764648438,851.4000244140625,867.75,800.0,800.0,287231,2024-04-22
2024-04-29,839.018310546875,844.5999755859375,877.7000122070312,838.75,851.9500122070312,233154,2024-04-29
2024-05-06,837.3792114257812,842.9500122070312,887.9500122070312,813.2000122070312,840.0,377534,2024-05-06
2024-05-13,881.187744140625,887.0499877929688,890.8499755859375,822.0499877929688,842.9500122070312,353225,2024-05-13
2024-05-20,862.611328125,868.3499755859375,929.9000244140625,860.5999755859375,874.5999755859375,627223,2024-05-20
2024-05-27,846.0714111328125,851.7000122070312,885.9500122070312,846.2000122070312,879.4000244140625,233800,2024-05-27
2024-06-03,878.0089111328125,883.8499755859375,908.25,780.0,883.0,418006,2024-06-03
2024-06-10,967.3148193359375,973.75,1003.0,880.0,891.5,1637730,2024-06-10
2024-06-17,957.1821899414062,963.5499877929688,993.4500122070312,935.0499877929688,973.75,498389,2024-06-17
2024-06-24,917.3969116210938,923.5,970.7000122070312,904.0999755859375,962.5,552878,2024-06-24
2024-07-01,929.665283203125,935.8499755859375,979.7999877929688,919.0499877929688,931.0,579438,2024-07-01
2024-07-08,926.8341064453125,933.0,951.9500122070312,903.1500244140625,940.5499877929688,533470,2024-07-08
2024-07-15,900.8072509765625,906.7999877929688,957.0,899.7000122070312,939.9500122070312,274102,2024-07-15
2024-07-22,909.549072265625,915.5999755859375,920.9500122070312,863.2000122070312,900.2999877929688,269585,2024-07-22
2024-07-29,883.7000122070312,883.7000122070312,948.3499755859375,882.0,922.75,407181,2024-07-29
2024-08-05,904.5,904.5,941.9000244140625,833.8499755859375,867.0499877929688,508839,2024-08-05
2024-08-12,889.5499877929688,889.5499877929688,919.9500122070312,877.5,904.5,219428,2024-08-12
2024-08-19,943.7999877929688,943.7999877929688,982.0,900.0,908.0,839936,2024-08-19
2024-08-26,945.0999755859375,945.0999755859375,954.0,917.9500122070312,944.5499877929688,242655,2024-08-26
2024-09-02,995.2999877929688,995.2999877929688,1023.9000244140625,927.0,950.0,1051390,2024-09-02
2024-09-09,973.0999755859375,973.0999755859375,1029.9000244140625,966.5,1014.0,658803,2024-09-09
2024-09-16,971.9500122070312,971.9500122070312,984.0,915.7000122070312,984.0,338529,2024-09-16
2024-09-23,948.2000122070312,948.2000122070312,980.3499755859375,943.8499755859375,970.0,192337,2024-09-23
2024-09-30,928.9500122070312,928.9500122070312,954.3499755859375,912.5999755859375,948.2000122070312,205391,2024-09-30
2024-10-07,946.2999877929688,946.2999877929688,958.8499755859375,892.0,920.0,443418,2024-10-07
2024-10-14,964.2999877929688,964.2999877929688,1058.75,931.0,951.0499877929688,587077,2024-10-14
2024-10-21,889.4500122070312,889.4500122070312,965.0,871.0,965.0,330886,2024-10-21
2024-10-28,989.4000244140625,989.4000244140625,1004.2999877929688,877.5499877929688,887.0,468895,2024-10-28
2024-11-04,997.9000244140625,997.9000244140625,1021.0,973.6500244140625,993.6500244140625,584345,2024-11-04
2024-11-11,1002.5499877929688,1002.5499877929688,1027.0,968.1500244140625,1001.7000122070312,451553,2024-11-11
2024-11-18,989.75,989.75,1019.9000244140625,971.0999755859375,1002.5499877929688,290266,2024-11-18
2024-11-25,1056.1500244140625,1056.1500244140625,1075.0,997.5499877929688,999.0,758627,2024-11-25
2024-12-02,1040.25,1040.25,1081.9000244140625,1032.3499755859375,1057.0,375461,2024-12-02
2024-12-09,1019.2999877929688,1019.2999877929688,1070.0,1007.4500122070312,1046.0,486398,2024-12-09
2024-12-16,954.4500122070312,954.4500122070312,1034.1500244140625,951.0,1023.2999877929688,235815,2024-12-16
2024-12-23,953.2999877929688,953.2999877929688,961.0499877929688,935.9000244140625,960.9500122070312,119864,2024-12-23
2024-12-30,995.5999755859375,995.5999755859375,1006.3499755859375,940.4000244140625,956.9500122070312,199955,2024-12-30
2025-01-06,992.0,992.0,1048.949951171875,975.5999755859375,995.0,506392,2025-01-06
2025-01-13,1004.5,1004.5,1015.0,944.2999877929688,969.0,304793,2025-01-13
2025-01-20,1009.75,1009.75,1044.75,960.2999877929688,1004.5,227099,2025-01-20
2025-01-27,959.6500244140625,959.6500244140625,1002.5,932.0,1002.5,475315,2025-01-27
2025-02-03,993.0,993.0,1012.0,932.0999755859375,954.0,270393,2025-02-03
2025-02-10,925.5499877929688,925.5499877929688,994.4500122070312,916.1500244140625,981.5499877929688,354926,2025-02-10
2025-02-17,912.5,912.5,931.7000122070312,895.0,920.0499877929688,527649,2025-02-17
2025-02-24,870.0,870.0,918.1500244140625,865.0499877929688,902.0,176370,2025-02-24
2025-03-03,919.7000122070312,919.7000122070312,931.0,842.5999755859375,869.0,188156,2025-03-03
2025-03-10,885.0999755859375,885.0999755859375,924.9500122070312,880.0,924.9500122070312,115854,2025-03-10
2025-03-17,931.9500122070312,931.9500122070312,942.0,866.25,893.7999877929688,212087,2025-03-17
2025-03-24,911.5499877929688,911.5499877929688,952.0,900.0,932.0,197850,2025-03-24
2025-03-31,943.0999755859375,943.0999755859375,957.7999877929688,911.5499877929688,911.5499877929688,362984,2025-03-31
2025-04-07,950.7000122070312,950.7000122070312,966.4000244140625,875.0,875.0,353925,2025-04-07
2025-04-14,961.9500122070312,961.9500122070312,979.0,950.0499877929688,950.7000122070312,221375,2025-04-14
2025-04-21,954.0,954.0,975.0,946.5499877929688,962.4000244140625,344343,2025-04-21
2025-04-28,926.75,926.75,967.5499877929688,924.25,952.9000244140625,184463,2025-04-28
2025-05-05,907.6500244140625,907.6500244140625,932.9500122070312,904.0,926.6500244140625,242655,2025-05-05
2025-05-12,983.9000244140625,983.9000244140625,986.0,909.9500122070312,919.9000244140625,419430,2025-05-12
2025-05-19,945.4000244140625,945.4000244140625,963.0999755859375,928.5499877929688,951.0,656287,2025-05-19
2025-05-26,926.0,926.0,958.4000244140625,917.0499877929688,949.8499755859375,185863,2025-05-26
2025-06-02,945.25,945.25,949.2000122070312,911.6500244140625,926.6500244140625,243422,2025-06-02
2025-06-09,1000.2000122070312,1000.2000122070312,1050.0,943.4500122070312,949.9000244140625,895599,2025-06-09
2025-06-16,1026.75,1026.75,1045.699951171875,981.4000244140625,1011.5,340595,2025-06-16
2025-06-23,1118.050048828125,1118.050048828125,1135.300048828125,1011.5999755859375,1026.75,935015,2025-06-23
2025-06-30,1198.300048828125,1198.300048828125,1218.199951171875,1115.050048828125,1120.0,864023,2025-06-30
2025-07-07,1199.300048828125,1199.300048828125,1217.300048828125,1144.9000244140625,1204.300048828125,481643,2025-07-07
2025-07-14,1292.199951171875,1292.199951171875,1305.0,1180.300048828125,1205.4000244140625,859258,2025-07-14
