Date,Adj Close_GULFPETRO.NS,Close_GULFPETRO.NS,High_GULFPETRO.NS,Low_GULFPETRO.NS,Open_GULFPETRO.NS,Volume_GULFPETRO.NS,Date
2024-09-23,83.30999755859375,83.30999755859375,88.55999755859375,82.80999755859375,87.05000305175781,1722236,2024-09-23
2024-09-30,80.11000061035156,80.11000061035156,84.01000213623047,77.0,83.75,1288524,2024-09-30
2024-10-07,78.31999969482422,78.31999969482422,81.0,74.30999755859375,80.30000305175781,1506187,2024-10-07
2024-10-14,77.18000030517578,77.18000030517578,82.06999969482422,75.77999877929688,78.80000305175781,973688,2024-10-14
2024-10-21,66.52999877929688,66.52999877929688,78.33000183105469,65.81999969482422,77.9000015258789,1283707,2024-10-21
2024-10-28,70.58999633789062,70.58999633789062,72.69999694824219,64.0999984741211,67.0,958121,2024-10-28
2024-11-04,68.3499984741211,68.3499984741211,73.5,66.3499984741211,70.58999633789062,2586409,2024-11-04
2024-11-11,64.0999984741211,64.0999984741211,68.58999633789062,62.400001525878906,68.0,579276,2024-11-11
2024-11-18,61.2400016784668,61.2400016784668,66.0999984741211,59.61000061035156,63.5,651773,2024-11-18
2024-11-25,61.040000915527344,61.040000915527344,64.80000305175781,60.20000076293945,62.099998474121094,1127873,2024-11-25
2024-12-02,61.65999984741211,61.65999984741211,68.0,61.29999923706055,62.20000076293945,2810749,2024-12-02
2024-12-09,59.150001525878906,59.150001525878906,62.689998626708984,58.400001525878906,61.65999984741211,1941727,2024-12-09
2024-12-16,54.599998474121094,54.599998474121094,59.91999816894531,54.209999084472656,59.150001525878906,1586845,2024-12-16
2024-12-23,54.880001068115234,54.880001068115234,56.439998626708984,53.2599983215332,55.0,501550,2024-12-23
2024-12-30,57.79999923706055,57.79999923706055,58.650001525878906,53.54999923706055,55.70000076293945,873290,2024-12-30
2025-01-06,51.4900016784668,51.4900016784668,57.95000076293945,51.0,57.95000076293945,734892,2025-01-06
2025-01-13,53.25,53.25,53.880001068115234,48.599998474121094,50.5,470045,2025-01-13
2025-01-20,52.13999938964844,52.13999938964844,56.20000076293945,51.970001220703125,53.95000076293945,514846,2025-01-20
2025-01-27,54.58000183105469,54.58000183105469,56.0,46.16999816894531,53.0,1195465,2025-01-27
2025-02-03,51.16999816894531,51.16999816894531,54.56999969482422,50.790000915527344,54.56999969482422,477659,2025-02-03
2025-02-10,45.029998779296875,45.029998779296875,51.5,44.56999969482422,50.29999923706055,619102,2025-02-10
2025-02-17,43.58000183105469,43.58000183105469,45.93000030517578,42.56999969482422,45.029998779296875,930440,2025-02-17
2025-02-24,38.849998474121094,38.849998474121094,43.43000030517578,38.27000045776367,43.0,559910,2025-02-24
2025-03-03,42.209999084472656,42.209999084472656,44.279998779296875,37.0,38.95000076293945,1142933,2025-03-03
2025-03-10,37.529998779296875,37.529998779296875,44.45000076293945,37.02000045776367,42.209999084472656,1403335,2025-03-10
2025-03-17,40.709999084472656,40.709999084472656,41.099998474121094,36.5,37.75,1250964,2025-03-17
2025-03-24,37.150001525878906,37.150001525878906,42.5,37.0,41.0,1784855,2025-03-24
2025-03-31,39.209999084472656,39.209999084472656,40.4900016784668,37.150001525878906,37.150001525878906,671722,2025-03-31
2025-04-07,38.5,38.5,39.88999938964844,35.560001373291016,36.0,463839,2025-04-07
2025-04-14,40.2400016784668,40.2400016784668,41.04999923706055,38.5,38.5,574255,2025-04-14
2025-04-21,39.779998779296875,39.779998779296875,42.79999923706055,39.36000061035156,40.27000045776367,715574,2025-04-21
2025-04-28,39.0099983215332,39.0099983215332,40.970001220703125,38.70000076293945,39.59000015258789,294313,2025-04-28
2025-05-05,38.459999084472656,38.459999084472656,40.20000076293945,36.58000183105469,39.900001525878906,451301,2025-05-05
2025-05-12,43.95000076293945,43.95000076293945,45.33000183105469,39.25,39.25,699028,2025-05-12
2025-05-19,43.97999954223633,43.97999954223633,46.29999923706055,43.02000045776367,44.220001220703125,788296,2025-05-19
2025-05-26,50.43000030517578,50.43000030517578,51.95000076293945,43.0099983215332,44.29999923706055,2728838,2025-05-26
2025-06-02,48.790000915527344,48.790000915527344,51.54999923706055,46.20000076293945,51.0,1709921,2025-06-02
2025-06-09,45.970001220703125,45.970001220703125,49.95000076293945,45.060001373291016,49.18000030517578,1311224,2025-06-09
2025-06-16,45.209999084472656,45.209999084472656,47.529998779296875,44.099998474121094,45.61000061035156,807545,2025-06-16
2025-06-23,45.619998931884766,45.619998931884766,47.689998626708984,44.36000061035156,44.52000045776367,647949,2025-06-23
2025-06-30,45.22999954223633,45.22999954223633,46.59000015258789,44.84000015258789,45.95000076293945,595846,2025-06-30
2025-07-07,44.5,44.5,46.599998474121094,44.150001525878906,45.29999923706055,743111,2025-07-07
2025-07-14,45.33000183105469,45.33000183105469,45.5,44.31999969482422,44.5,134156,2025-07-14
