Date,Adj Close_RAMASTEEL.NS,Close_RAMASTEEL.NS,High_RAMASTEEL.NS,Low_RAMASTEEL.NS,Open_RAMASTEEL.NS,Volume_RAMASTEEL.NS,Date
2025-01-20,12.289999961853027,12.289999961853027,13.449999809265137,11.760000228881836,11.779999732971191,196618765,2025-01-20
2025-01-27,11.979999542236328,11.979999542236328,12.350000381469727,11.399999618530273,12.050000190734863,71776639,2025-01-27
2025-02-03,11.770000457763672,11.770000457763672,12.069999694824219,11.5600004196167,11.90999984741211,32680850,2025-02-03
2025-02-10,10.670000076293945,10.670000076293945,11.829999923706055,10.59000015258789,11.75,36088107,2025-02-10
2025-02-17,10.819999694824219,10.819999694824219,11.149999618530273,10.050000190734863,10.739999771118164,36514039,2025-02-17
2025-02-24,10.029999732971191,10.029999732971191,10.699999809265137,9.899999618530273,10.699999809265137,19507198,2025-02-24
2025-03-03,10.350000381469727,10.350000381469727,10.550000190734863,9.359999656677246,10.050000190734863,33515655,2025-03-03
2025-03-10,9.729999542236328,9.729999542236328,10.470000267028809,9.649999618530273,10.350000381469727,18349453,2025-03-10
2025-03-17,10.25,10.25,10.460000038146973,9.600000381469727,9.920000076293945,28648230,2025-03-17
2025-03-24,9.380000114440918,9.380000114440918,10.479999542236328,9.359999656677246,10.289999961853027,40683193,2025-03-24
2025-03-31,9.630000114440918,9.630000114440918,10.020000457763672,9.260000228881836,9.380000114440918,24847687,2025-03-31
2025-04-07,9.279999732971191,9.279999732971191,9.699999809265137,8.5,8.739999771118164,21494278,2025-04-07
2025-04-14,9.850000381469727,9.850000381469727,9.979999542236328,9.279999732971191,9.279999732971191,15536550,2025-04-14
2025-04-21,10.300000190734863,10.300000190734863,10.75,9.859999656677246,10.0,73222199,2025-04-21
2025-04-28,9.880000114440918,9.880000114440918,10.350000381469727,9.75,10.270000457763672,30137567,2025-04-28
2025-05-05,9.220000267028809,9.220000267028809,9.970000267028809,9.020000457763672,9.699999809265137,29727992,2025-05-05
2025-05-12,11.010000228881836,11.010000228881836,11.699999809265137,9.600000381469727,10.239999771118164,148114313,2025-05-12
2025-05-19,11.0,11.0,11.640000343322754,10.550000190734863,11.100000381469727,90298658,2025-05-19
2025-05-26,11.65999984741211,11.65999984741211,11.75,10.770000457763672,11.029999732971191,57779005,2025-05-26
2025-06-02,13.789999961853027,13.789999961853027,14.899999618530273,11.029999732971191,11.029999732971191,444187584,2025-06-02
2025-06-09,13.149999618530273,13.149999618530273,14.600000381469727,12.510000228881836,14.140000343322754,301551561,2025-06-09
2025-06-16,12.300000190734863,12.300000190734863,13.329999923706055,12.020000457763672,13.260000228881836,117765981,2025-06-16
2025-06-23,12.079999923706055,12.079999923706055,12.380000114440918,11.859999656677246,12.199999809265137,69682494,2025-06-23
2025-06-30,11.979999542236328,11.979999542236328,12.569999694824219,11.949999809265137,12.180000305175781,46337650,2025-06-30
2025-07-07,12.069999694824219,12.069999694824219,12.6899995803833,11.829999923706055,11.960000038146973,51009478,2025-07-07
2025-07-14,12.010000228881836,12.010000228881836,12.15999984741211,11.859999656677246,12.020000457763672,18493861,2025-07-14
