Date,Adj Close_ISGEC.NS,Close_ISGEC.NS,High_ISGEC.NS,Low_ISGEC.NS,Open_ISGEC.NS,Volume_ISGEC.NS,Date
2022-03-07,560.158203125,566.5,592.4500122070312,526.0,531.0,660502,2022-03-07
2022-03-14,554.0276489257812,560.2999877929688,575.0,545.0499877929688,566.0,355433,2022-03-14
2022-03-21,531.7301025390625,537.75,586.0,535.2000122070312,565.0,323581,2022-03-21
2022-03-28,528.8131103515625,534.7999877929688,537.9500122070312,504.04998779296875,534.0,494390,2022-03-28
2022-04-04,574.7925415039062,581.2999877929688,599.0,534.7999877929688,546.5,361211,2022-04-04
2022-04-11,544.4362182617188,550.5999755859375,589.9000244140625,547.8499755859375,589.9000244140625,136935,2022-04-11
2022-04-18,542.9530639648438,549.0999755859375,569.75,538.8499755859375,547.5999755859375,324196,2022-04-18
2022-04-25,539.8383178710938,545.9500122070312,569.7000122070312,538.5499877929688,545.0999755859375,299898,2022-04-25
2022-05-02,549.62744140625,555.8499755859375,586.0,533.8499755859375,545.0,203448,2022-05-02
2022-05-09,497.2702331542969,502.8999938964844,554.2999877929688,498.0,548.0,228457,2022-05-09
2022-05-16,504.98291015625,510.70001220703125,523.7999877929688,497.0,509.0,117015,2022-05-16
2022-05-23,490.24969482421875,495.79998779296875,545.5,481.0,514.5499877929688,155677,2022-05-23
2022-05-30,478.0379943847656,483.45001220703125,505.20001220703125,481.1000061035156,482.0,228532,2022-05-30
2022-06-06,466.6667175292969,471.95001220703125,494.0,461.8999938964844,494.0,102404,2022-06-06
2022-06-13,450.6974792480469,455.79998779296875,466.0,425.0,465.0,123545,2022-06-13
2022-06-20,478.7301330566406,484.1499938964844,519.0,425.8500061035156,446.0,437087,2022-06-20
2022-06-27,491.0901794433594,496.6499938964844,506.0,471.0,489.0,107203,2022-06-27
2022-07-04,477.3952331542969,482.79998779296875,498.0,463.6000061035156,496.6000061035156,112460,2022-07-04
2022-07-11,448.47265625,453.54998779296875,490.0,450.6499938964844,481.8999938964844,135670,2022-07-11
2022-07-18,499.39617919921875,505.04998779296875,522.5,455.3500061035156,458.04998779296875,224482,2022-07-18
2022-07-25,462.71148681640625,467.95001220703125,504.70001220703125,454.25,504.70001220703125,136981,2022-07-25
2022-08-01,454.89990234375,460.04998779296875,481.0,458.70001220703125,472.0,133602,2022-08-01
2022-08-08,445.2590637207031,450.29998779296875,480.0,440.0,470.0,121881,2022-08-08
2022-08-15,475.1872863769531,478.45001220703125,491.0,449.0,450.29998779296875,181068,2022-08-15
2022-08-22,468.0860290527344,471.29998779296875,479.20001220703125,453.0,475.0,140936,2022-08-22
2022-08-29,474.3430480957031,477.6000061035156,494.95001220703125,459.70001220703125,465.0,196676,2022-08-29
2022-09-05,529.365234375,533.0,567.9000244140625,468.0,481.6000061035156,1535647,2022-09-05
2022-09-12,523.9027709960938,527.5,568.0,520.5999755859375,537.7000122070312,650817,2022-09-12
2022-09-19,496.0937194824219,499.5,543.0999755859375,497.0,532.5,314619,2022-09-19
2022-09-26,502.5494079589844,506.0,537.0,484.5,494.0,362988,2022-09-26
2022-10-03,508.8560791015625,512.3499755859375,532.4000244140625,503.0,506.0,143626,2022-10-03
2022-10-10,502.5494079589844,506.0,521.5,497.1499938964844,512.3499755859375,196007,2022-10-10
2022-10-17,473.00225830078125,476.25,507.95001220703125,471.0,507.8999938964844,204234,2022-10-17
2022-10-24,473.8961181640625,477.1499938964844,497.8999938964844,469.54998779296875,480.95001220703125,88604,2022-10-24
2022-10-31,481.4443054199219,484.75,497.6499938964844,479.1499938964844,481.8500061035156,157761,2022-10-31
2022-11-07,479.3089599609375,482.6000061035156,498.0,471.5,478.1000061035156,186634,2022-11-07
2022-11-14,461.9283142089844,465.1000061035156,514.0,460.0,514.0,301643,2022-11-14
2022-11-21,462.8717956542969,466.04998779296875,482.70001220703125,448.8999938964844,467.0,241048,2022-11-21
2022-11-28,516.4042358398438,519.9500122070312,539.0,464.3999938964844,466.04998779296875,597151,2022-11-28
2022-12-05,505.4295959472656,508.8999938964844,534.0,501.45001220703125,521.0,258377,2022-12-05
2022-12-12,502.7976989746094,506.25,522.4500122070312,500.04998779296875,501.54998779296875,145121,2022-12-12
2022-12-19,458.2038879394531,461.3500061035156,539.9000244140625,460.1000061035156,506.5,378260,2022-12-19
2022-12-26,475.53485107421875,478.79998779296875,489.79998779296875,462.3999938964844,465.3500061035156,170822,2022-12-26
2023-01-02,455.82025146484375,458.95001220703125,492.5,457.0,484.29998779296875,182448,2023-01-02
2023-01-09,466.4969482421875,469.70001220703125,476.0,450.0,465.95001220703125,244811,2023-01-09
2023-01-16,450.0597839355469,453.1499938964844,469.70001220703125,449.1499938964844,467.0,250060,2023-01-16
2023-01-23,444.9449157714844,448.0,457.6499938964844,436.0,457.6499938964844,133906,2023-01-23
2023-01-30,447.6761779785156,450.75,472.0,432.20001220703125,449.3999938964844,288768,2023-01-30
2023-02-06,495.89508056640625,499.29998779296875,509.0,448.5,448.75,349586,2023-02-06
2023-02-13,454.82708740234375,457.95001220703125,512.0,455.0,499.8999938964844,267596,2023-02-13
2023-02-20,445.0442199707031,448.1000061035156,465.8999938964844,441.25,457.95001220703125,215678,2023-02-20
2023-02-27,452.046142578125,455.1499938964844,465.45001220703125,439.3999938964844,448.1000061035156,180544,2023-02-27
2023-03-06,511.6369934082031,515.1500244140625,519.7000122070312,454.04998779296875,457.95001220703125,836417,2023-03-06
2023-03-13,453.2876281738281,456.3999938964844,526.0,449.75,516.0,339675,2023-03-13
2023-03-20,436.3539123535156,439.3500061035156,462.0,436.0,443.04998779296875,262121,2023-03-20
2023-03-27,433.32470703125,436.29998779296875,460.5,417.8500061035156,453.6000061035156,496120,2023-03-27
2023-04-03,467.7384338378906,470.95001220703125,490.29998779296875,434.79998779296875,435.0,264321,2023-04-03
2023-04-10,472.2077331542969,475.45001220703125,483.5,455.20001220703125,474.8999938964844,152109,2023-04-10
2023-04-17,465.0071716308594,468.20001220703125,482.3500061035156,466.0,475.0,177985,2023-04-17
2023-04-24,483.9272766113281,487.25,501.29998779296875,470.0,476.0,260590,2023-04-24
2023-05-01,485.11907958984375,488.45001220703125,504.29998779296875,481.0,487.25,186590,2023-05-01
2023-05-08,516.5531616210938,520.0999755859375,522.0,477.8999938964844,494.0,419367,2023-05-08
2023-05-15,475.8328552246094,479.1000061035156,523.7999877929688,475.95001220703125,523.7999877929688,398415,2023-05-15
2023-05-22,506.1744689941406,509.6499938964844,517.9500122070312,479.04998779296875,479.1000061035156,282112,2023-05-22
2023-05-29,608.4224243164062,612.5999755859375,634.0,515.0999755859375,515.0999755859375,4323724,2023-05-29
2023-06-05,609.9122314453125,614.0999755859375,642.0,597.0,612.5999755859375,903395,2023-06-05
2023-06-12,643.7797241210938,648.2000122070312,654.75,600.0499877929688,617.1500244140625,832520,2023-06-12
2023-06-19,665.7289428710938,670.2999877929688,688.0,632.0999755859375,650.0,866093,2023-06-19
2023-06-26,688.8700561523438,693.5999755859375,702.0,646.7000122070312,669.0,435096,2023-06-26
2023-07-03,663.0971069335938,667.6500244140625,700.0,665.0,700.0,340860,2023-07-03
2023-07-10,683.5565185546875,688.25,700.0,665.0,670.0,318692,2023-07-10
2023-07-17,710.4716796875,715.3499755859375,724.0,672.0999755859375,690.5,694775,2023-07-17
2023-07-24,722.9362182617188,727.9000244140625,738.0,703.3499755859375,721.0,392712,2023-07-24
2023-07-31,734.7550048828125,739.7999877929688,754.0,725.0,727.2000122070312,404681,2023-07-31
2023-08-07,725.3197631835938,730.2999877929688,764.7999877929688,720.0,747.9500122070312,324105,2023-08-07
2023-08-14,702.5263061523438,707.3499755859375,768.4500122070312,698.5499877929688,739.0,543418,2023-08-14
2023-08-21,699.6897583007812,701.5999755859375,731.5,687.3499755859375,712.0,275785,2023-08-21
2023-08-28,692.5093994140625,694.4000244140625,713.9500122070312,690.0,701.5999755859375,254031,2023-08-28
2023-09-04,802.459228515625,804.6500244140625,811.9000244140625,691.7000122070312,695.0,1515540,2023-09-04
2023-09-11,733.9462280273438,735.9500122070312,837.0,729.1500244140625,820.0,910968,2023-09-11
2023-09-18,724.0233154296875,726.0,755.0,712.25,745.0,570604,2023-09-18
2023-09-25,725.4694213867188,727.4500122070312,737.9000244140625,710.0999755859375,726.0,254357,2023-09-25
2023-10-02,704.975341796875,706.9000244140625,736.3499755859375,704.2000122070312,727.4500122070312,272816,2023-10-02
2023-10-09,722.9263305664062,724.9000244140625,744.0,694.0999755859375,700.0,318196,2023-10-09
2023-10-16,722.9761962890625,724.9500122070312,748.9000244140625,722.0499877929688,729.9000244140625,259830,2023-10-16
2023-10-23,687.921875,689.7999877929688,726.2000122070312,656.0,716.0,336230,2023-10-23
2023-10-30,702.28271484375,704.2000122070312,724.0,667.0,691.0,312363,2023-10-30
2023-11-06,731.0541381835938,733.0499877929688,758.9000244140625,708.5999755859375,712.5,321376,2023-11-06
2023-11-13,845.7908935546875,848.0999755859375,869.0,748.0999755859375,762.0,1860744,2023-11-13
2023-11-20,904.6302490234375,907.0999755859375,937.6500244140625,854.0,858.3499755859375,1968392,2023-11-20
2023-11-27,930.7589111328125,933.2999877929688,959.4000244140625,901.0499877929688,907.0999755859375,766861,2023-11-27
2023-12-04,924.6256713867188,927.1500244140625,993.4500122070312,915.0,947.4000244140625,907204,2023-12-04
2023-12-11,930.060791015625,932.5999755859375,958.7999877929688,894.7999877929688,927.1500244140625,591456,2023-12-11
2023-12-18,926.2711791992188,928.7999877929688,960.0,878.0499877929688,937.4000244140625,545013,2023-12-18
2023-12-25,978.7279663085938,981.4000244140625,996.9000244140625,927.4000244140625,928.7999877929688,521835,2023-12-25
2024-01-01,964.8657836914062,967.5,999.0,949.5,985.6500244140625,397953,2024-01-01
2024-01-08,1002.1640014648438,1004.9000244140625,1058.0,944.9000244140625,967.5,944297,2024-01-08
2024-01-15,982.8666381835938,985.5499877929688,1018.8499755859375,945.0499877929688,1004.9000244140625,377946,2024-01-15
2024-01-22,1030.3868408203125,1033.199951171875,1040.0,958.75,985.5499877929688,378143,2024-01-22
2024-01-29,1035.62255859375,1038.449951171875,1069.0,1014.7000122070312,1035.0,464243,2024-01-29
2024-02-05,1124.978759765625,1128.050048828125,1178.25,1018.75,1038.3499755859375,807038,2024-02-05
2024-02-12,862.3955688476562,864.75,1142.949951171875,860.0,1128.050048828125,1197389,2024-02-12
2024-02-19,862.1961059570312,864.5499877929688,904.9000244140625,827.0,887.9500122070312,620534,2024-02-19
2024-02-26,880.246826171875,882.6500244140625,892.4000244140625,828.7000122070312,870.0,309575,2024-02-26
2024-03-04,926.769775390625,929.2999877929688,954.0,875.25,875.25,1252570,2024-03-04
2024-03-11,873.2659301757812,875.6500244140625,926.4500122070312,810.0,925.0,434471,2024-03-11
2024-03-18,891.7155151367188,894.1500244140625,904.5499877929688,817.6500244140625,875.5,305712,2024-03-18
2024-03-25,895.455322265625,897.9000244140625,933.0,866.5,894.1500244140625,179929,2024-03-25
2024-04-01,955.1921997070312,957.7999877929688,984.7000122070312,897.9500122070312,897.9500122070312,297617,2024-04-01
2024-04-08,970.0018310546875,972.6500244140625,997.0,909.9500122070312,957.8499755859375,996197,2024-04-08
2024-04-15,998.324462890625,1001.0499877929688,1022.0,935.2000122070312,959.9500122070312,571105,2024-04-15
2024-04-22,1096.5562744140625,1099.550048828125,1107.9000244140625,1000.0999755859375,1000.0999755859375,865843,2024-04-22
2024-04-29,1047.290771484375,1050.1500244140625,1140.0,1045.0,1105.0,588682,2024-04-29
2024-05-06,983.2655639648438,985.9500122070312,1057.0,963.0,1056.0,490909,2024-05-06
2024-05-13,1115.35498046875,1118.4000244140625,1137.0,959.25,981.6500244140625,541972,2024-05-13
2024-05-20,1184.96484375,1188.199951171875,1200.0,1092.0,1108.25,590871,2024-05-20
2024-05-27,1071.9234619140625,1074.8499755859375,1247.0,961.0,1240.0,2473548,2024-05-27
2024-06-03,1144.92431640625,1148.050048828125,1152.0,954.0,1090.0,988044,2024-06-03
2024-06-10,1207.9022216796875,1211.199951171875,1256.0,1121.1500244140625,1147.0,909174,2024-06-10
2024-06-17,1251.732666015625,1255.1500244140625,1296.8499755859375,1197.0,1211.199951171875,460201,2024-06-17
2024-06-24,1241.6102294921875,1245.0,1299.9000244140625,1200.0,1250.0,380197,2024-06-24
2024-07-01,1352.6571044921875,1356.3499755859375,1377.800048828125,1215.0,1233.699951171875,663138,2024-07-01
2024-07-08,1496.2650146484375,1500.3499755859375,1523.050048828125,1328.0,1356.3499755859375,954183,2024-07-08
2024-07-15,1384.1710205078125,1387.949951171875,1513.0,1356.0,1510.0,357144,2024-07-15
2024-07-22,1409.95068359375,1413.800048828125,1434.4000244140625,1294.550048828125,1352.0,381037,2024-07-22
2024-07-29,1456.2242431640625,1460.199951171875,1591.25,1406.0,1414.5,929450,2024-07-29
2024-08-05,1351.310791015625,1355.0,1438.800048828125,1268.0999755859375,1433.050048828125,1117925,2024-08-05
2024-08-12,1493.47265625,1497.550048828125,1535.800048828125,1340.050048828125,1350.0,732632,2024-08-12
2024-08-19,1419.4248046875,1423.300048828125,1524.9000244140625,1420.800048828125,1497.550048828125,251225,2024-08-19
2024-08-26,1378.949951171875,1378.949951171875,1549.0,1366.3499755859375,1427.199951171875,731437,2024-08-26
2024-09-02,1374.800048828125,1374.800048828125,1402.949951171875,1347.0999755859375,1379.0,227722,2024-09-02
2024-09-09,1346.449951171875,1346.449951171875,1375.4000244140625,1334.3499755859375,1374.0,126257,2024-09-09
2024-09-16,1379.800048828125,1379.800048828125,1419.949951171875,1313.1500244140625,1351.050048828125,313736,2024-09-16
2024-09-23,1386.0999755859375,1386.0999755859375,1432.699951171875,1367.300048828125,1379.800048828125,210033,2024-09-23
2024-09-30,1283.5,1283.5,1400.0,1266.050048828125,1386.0999755859375,249429,2024-09-30
2024-10-07,1331.9000244140625,1331.9000244140625,1364.8499755859375,1216.949951171875,1280.0,293739,2024-10-07
2024-10-14,1439.699951171875,1439.699951171875,1460.0,1331.0,1331.0,347962,2024-10-14
2024-10-21,1257.5,1257.5,1450.0,1240.050048828125,1450.0,209203,2024-10-21
2024-10-28,1350.550048828125,1350.550048828125,1370.0,1232.050048828125,1257.5,137182,2024-10-28
2024-11-04,1375.4000244140625,1375.4000244140625,1393.0999755859375,1282.25,1350.550048828125,163907,2024-11-04
2024-11-11,1266.949951171875,1266.949951171875,1389.4000244140625,1226.0,1377.949951171875,161882,2024-11-11
2024-11-18,1288.4000244140625,1288.4000244140625,1327.75,1251.5,1266.0999755859375,154882,2024-11-18
2024-11-25,1434.8499755859375,1434.8499755859375,1442.449951171875,1278.949951171875,1298.449951171875,372950,2024-11-25
2024-12-02,1499.449951171875,1499.449951171875,1513.550048828125,1430.25,1455.0,372543,2024-12-02
2024-12-09,1589.199951171875,1589.199951171875,1675.550048828125,1500.0,1500.0,1496592,2024-12-09
2024-12-16,1511.8499755859375,1511.8499755859375,1608.8499755859375,1505.25,1593.75,622697,2024-12-16
2024-12-23,1494.449951171875,1494.449951171875,1520.8499755859375,1467.9000244140625,1515.0,211045,2024-12-23
2024-12-30,1451.25,1451.25,1532.0,1409.699951171875,1479.550048828125,442355,2024-12-30
2025-01-06,1314.449951171875,1314.449951171875,1477.550048828125,1301.5999755859375,1451.25,430797,2025-01-06
2025-01-13,1218.199951171875,1218.199951171875,1310.75,1204.050048828125,1294.75,427620,2025-01-13
2025-01-20,1113.449951171875,1113.449951171875,1284.050048828125,1098.050048828125,1225.050048828125,480460,2025-01-20
2025-01-27,1156.25,1156.25,1209.0,1010.5999755859375,1110.949951171875,525355,2025-01-27
2025-02-03,1106.050048828125,1106.050048828125,1167.699951171875,1069.0,1156.25,276988,2025-02-03
2025-02-10,962.3499755859375,962.3499755859375,1111.8499755859375,946.0499877929688,1104.050048828125,404265,2025-02-10
2025-02-17,994.3499755859375,994.3499755859375,1017.8499755859375,842.4000244140625,954.0,3547656,2025-02-17
2025-02-24,930.0499877929688,930.0499877929688,1012.0499877929688,927.4000244140625,979.4500122070312,688337,2025-02-24
2025-03-03,1006.3499755859375,1006.3499755859375,1047.1500244140625,908.5999755859375,926.9500122070312,852534,2025-03-03
2025-03-10,945.2999877929688,945.2999877929688,1016.25,936.2000122070312,1006.3499755859375,666278,2025-03-10
2025-03-17,1076.0999755859375,1076.0999755859375,1088.75,929.5499877929688,945.2999877929688,1658340,2025-03-17
2025-03-24,1049.800048828125,1049.800048828125,1104.5999755859375,996.9500122070312,1069.4000244140625,787746,2025-03-24
2025-03-31,1069.550048828125,1069.550048828125,1128.300048828125,1022.5,1049.800048828125,297598,2025-03-31
2025-04-07,1033.199951171875,1033.199951171875,1056.5,903.3499755859375,909.0,990343,2025-04-07
2025-04-14,1090.699951171875,1090.699951171875,1134.0,1033.199951171875,1033.199951171875,161730,2025-04-14
2025-04-21,1213.0,1213.0,1264.699951171875,1061.0999755859375,1091.0,640406,2025-04-21
2025-04-28,1045.9000244140625,1045.9000244140625,1259.0,1036.0,1228.199951171875,439216,2025-04-28
2025-05-05,1054.0,1054.0,1116.4000244140625,1022.2999877929688,1055.800048828125,354571,2025-05-05
2025-05-12,1170.9000244140625,1170.9000244140625,1181.5,1080.0,1081.0,307141,2025-05-12
2025-05-19,1236.199951171875,1236.199951171875,1267.5999755859375,1121.699951171875,1183.5,492310,2025-05-19
2025-05-26,1212.9000244140625,1212.9000244140625,1281.300048828125,1205.0,1236.0,504391,2025-05-26
2025-06-02,1242.199951171875,1242.199951171875,1281.300048828125,1181.0,1220.0,835771,2025-06-02
2025-06-09,1241.0,1241.0,1276.699951171875,1218.5,1255.5,246574,2025-06-09
2025-06-16,1199.5,1199.5,1250.0999755859375,1162.0,1247.0,176374,2025-06-16
2025-06-23,1210.800048828125,1210.800048828125,1223.199951171875,1181.0,1199.5,147052,2025-06-23
2025-06-30,1211.4000244140625,1211.4000244140625,1249.0,1187.0999755859375,1222.0,188267,2025-06-30
2025-07-07,1179.5999755859375,1179.5999755859375,1230.9000244140625,1172.0999755859375,1219.0,163387,2025-07-07
2025-07-14,1202.4000244140625,1202.4000244140625,1221.0,1162.5,1179.5999755859375,63659,2025-07-14
