Date,Adj Close_DOLPHIN.NS,Close_DOLPHIN.NS,High_DOLPHIN.NS,Low_DOLPHIN.NS,Open_DOLPHIN.NS,Volume_DOLPHIN.NS,Date
2025-05-12,366.29998779296875,366.29998779296875,405.20001220703125,366.29998779296875,397.04998779296875,16448,2025-05-12
2025-05-19,361.3500061035156,361.3500061035156,373.45001220703125,351.8500061035156,359.0,20644,2025-05-19
2025-05-26,430.8999938964844,430.8999938964844,460.6499938964844,368.6000061035156,379.3999938964844,38183,2025-05-26
2025-06-02,417.3999938964844,417.3999938964844,423.04998779296875,380.6000061035156,423.04998779296875,35781,2025-06-02
2025-06-09,370.70001220703125,370.70001220703125,419.0,365.1000061035156,419.0,61924,2025-06-09
2025-06-16,363.8999938964844,363.8999938964844,384.54998779296875,357.04998779296875,375.04998779296875,28545,2025-06-16
2025-06-23,427.3999938964844,427.3999938964844,427.3999938964844,347.3500061035156,354.04998779296875,55261,2025-06-23
2025-06-30,449.3500061035156,449.3500061035156,486.95001220703125,430.20001220703125,439.8999938964844,107432,2025-06-30
2025-07-07,446.70001220703125,446.70001220703125,479.79998779296875,440.0,450.0,43730,2025-07-07
2025-07-14,448.8999938964844,448.8999938964844,458.0,441.0,454.0,12638,2025-07-14
