Date,Adj Close_INGERRAND.NS,Close_INGERRAND.NS,High_INGERRAND.NS,Low_INGERRAND.NS,Open_INGERRAND.NS,Volume_INGERRAND.NS,Date
2021-07-19,947.7785034179688,1012.3499755859375,1074.9000244140625,961.0499877929688,969.0,716317,2021-07-19
2021-07-26,923.483642578125,986.4000244140625,1030.0,980.7999877929688,1017.0,96364,2021-07-26
2021-08-02,925.6369018554688,988.7000122070312,1039.0,977.4500122070312,982.0499877929688,134167,2021-08-02
2021-08-09,920.1521606445312,979.8499755859375,1040.0,919.4500122070312,993.6500244140625,285275,2021-08-09
2021-08-16,877.98779296875,934.9500122070312,986.9500122070312,930.75,980.0,53416,2021-08-16
2021-08-23,863.9955444335938,920.0499877929688,953.9500122070312,898.9500122070312,936.0,63855,2021-08-23
2021-08-30,864.0424194335938,920.0999755859375,939.0,904.8499755859375,925.0,96229,2021-08-30
2021-09-06,914.799560546875,974.1500244140625,983.9500122070312,912.0499877929688,930.0,392110,2021-09-06
2021-09-13,937.618896484375,998.4500122070312,1028.0,958.0,975.0,330410,2021-09-13
2021-09-20,920.5747680664062,980.2999877929688,1015.0999755859375,952.0999755859375,982.0499877929688,131334,2021-09-20
2021-09-27,958.7481689453125,1020.9500122070312,1034.0,962.0,985.25,177715,2021-09-27
2021-10-04,1110.3148193359375,1182.3499755859375,1248.300048828125,1011.0,1027.0,1704902,2021-10-04
2021-10-11,1103.4127197265625,1175.0,1224.199951171875,1152.3499755859375,1182.3499755859375,168229,2021-10-11
2021-10-18,1043.546630859375,1111.25,1198.699951171875,1094.0,1180.9000244140625,227877,2021-10-18
2021-10-25,1064.863525390625,1133.949951171875,1188.0,1105.199951171875,1174.0,145081,2021-10-25
2021-11-01,1081.5321044921875,1151.699951171875,1182.25,1110.0,1110.0,46419,2021-11-01
2021-11-08,1140.8814697265625,1214.9000244140625,1300.0,1142.800048828125,1168.9000244140625,518885,2021-11-08
2021-11-15,1184.40771484375,1261.25,1350.0,1180.199951171875,1214.8499755859375,567638,2021-11-15
2021-11-22,1117.45166015625,1189.949951171875,1298.0,1172.5999755859375,1263.9000244140625,166714,2021-11-22
2021-11-29,1126.60791015625,1199.699951171875,1271.1500244140625,1134.9000244140625,1182.0,185348,2021-11-29
2021-12-06,1158.677001953125,1233.8499755859375,1290.0,1188.199951171875,1188.199951171875,98104,2021-12-06
2021-12-13,1115.2918701171875,1187.6500244140625,1259.800048828125,1152.0,1242.949951171875,87431,2021-12-13
2021-12-20,1098.7642822265625,1170.050048828125,1209.800048828125,1131.0999755859375,1155.0,64545,2021-12-20
2021-12-27,1099.9847412109375,1171.3499755859375,1190.0,1122.699951171875,1185.0,80337,2021-12-27
2022-01-03,1167.8331298828125,1243.5999755859375,1279.75,1145.6500244140625,1174.300048828125,213739,2022-01-03
2022-01-10,1250.2838134765625,1331.4000244140625,1372.75,1235.050048828125,1249.8499755859375,285453,2022-01-10
2022-01-17,1327.9923095703125,1414.1500244140625,1435.0,1310.0,1328.0,171952,2022-01-17
2022-01-24,1339.448974609375,1426.3499755859375,1503.0,1361.300048828125,1415.0,428369,2022-01-24
2022-01-31,1340.6226806640625,1427.5999755859375,1500.0,1372.0999755859375,1426.3499755859375,231080,2022-01-31
2022-02-07,1299.021728515625,1383.300048828125,1502.8499755859375,1375.0,1430.0,181898,2022-02-07
2022-02-14,1327.9923095703125,1414.1500244140625,1444.4000244140625,1250.0,1369.9000244140625,170674,2022-02-14
2022-02-21,1240.987060546875,1321.5,1422.75,1262.6500244140625,1415.0,102399,2022-02-21
2022-02-28,1278.315185546875,1361.25,1423.800048828125,1281.8499755859375,1302.0,64583,2022-02-28
2022-03-07,1266.38916015625,1348.550048828125,1381.800048828125,1277.3499755859375,1350.0,49088,2022-03-07
2022-03-14,1429.5531005859375,1522.300048828125,1634.8499755859375,1348.5999755859375,1349.0,1252550,2022-03-14
2022-03-21,1484.6298828125,1580.949951171875,1670.0,1505.300048828125,1534.5,380108,2022-03-21
2022-03-28,1546.2332763671875,1646.550048828125,1747.0,1574.0,1590.949951171875,371040,2022-03-28
2022-04-04,1508.76416015625,1606.6500244140625,1659.5999755859375,1580.9000244140625,1655.0,140165,2022-04-04
2022-04-11,1536.607666015625,1636.300048828125,1655.5,1586.0,1586.0,79265,2022-04-11
2022-04-18,1609.432861328125,1713.8499755859375,1805.9000244140625,1618.0999755859375,1638.5,270172,2022-04-18
2022-04-25,1597.835205078125,1701.5,1779.949951171875,1662.25,1713.050048828125,124840,2022-04-25
2022-05-02,1507.0736083984375,1604.8499755859375,1696.949951171875,1544.5,1696.949951171875,63776,2022-05-02
2022-05-09,1380.204833984375,1469.75,1641.449951171875,1421.6500244140625,1616.1500244140625,112022,2022-05-09
2022-05-16,1339.167236328125,1426.050048828125,1472.8499755859375,1380.0,1450.0,104291,2022-05-16
2022-05-23,1449.2269287109375,1543.25,1560.0,1409.0,1433.199951171875,107238,2022-05-23
2022-05-30,1440.587158203125,1534.050048828125,1584.0,1480.4000244140625,1551.0,72522,2022-05-30
2022-06-06,1419.4581298828125,1511.550048828125,1529.9000244140625,1448.050048828125,1522.0,59897,2022-06-06
2022-06-13,1259.5335693359375,1341.25,1530.0,1326.050048828125,1485.0,73374,2022-06-13
2022-06-20,1339.30810546875,1426.199951171875,1439.0,1293.800048828125,1311.0,51481,2022-06-20
2022-06-27,1335.364013671875,1422.0,1470.300048828125,1406.5999755859375,1440.0,19370,2022-06-27
2022-07-04,1428.7548828125,1521.449951171875,1548.0,1412.550048828125,1422.0,38104,2022-07-04
2022-07-11,1545.3177490234375,1624.199951171875,1685.0,1468.300048828125,1528.0,228669,2022-07-11
2022-07-18,1540.3704833984375,1619.0,1695.949951171875,1615.0,1630.0,67634,2022-07-18
2022-07-25,1560.5882568359375,1640.25,1661.0,1600.0,1600.0,27316,2022-07-25
2022-08-01,1594.1263427734375,1675.5,1730.0,1618.800048828125,1658.0,113257,2022-08-01
2022-08-08,1633.7535400390625,1717.1500244140625,1755.0,1675.0,1685.949951171875,58712,2022-08-08
2022-08-15,1659.5374755859375,1744.25,1799.0,1681.699951171875,1717.1500244140625,109864,2022-08-15
2022-08-22,1808.8648681640625,1901.199951171875,1930.0,1703.0,1721.0,182151,2022-08-22
2022-08-29,1896.6820068359375,1993.5,2020.0,1841.0999755859375,1890.0,112355,2022-08-29
2022-09-05,1979.028564453125,2080.050048828125,2138.0,2001.699951171875,2019.949951171875,104057,2022-09-05
2022-09-12,1860.622802734375,1955.5999755859375,2155.0,1945.0,2100.14990234375,101601,2022-09-12
2022-09-19,1925.510498046875,2023.800048828125,2099.0,1904.0999755859375,1985.0,83430,2022-09-19
2022-09-26,2101.287841796875,2208.550048828125,2225.0,1997.0999755859375,2030.0,185124,2022-09-26
2022-10-03,1972.3209228515625,2073.0,2229.85009765625,2050.14990234375,2210.89990234375,92212,2022-10-03
2022-10-10,1955.5284423828125,2055.35009765625,2196.0,2040.449951171875,2083.39990234375,79407,2022-10-10
2022-10-17,2049.72021484375,2154.35009765625,2185.949951171875,1983.800048828125,2055.35009765625,136079,2022-10-17
2022-10-24,2093.200927734375,2200.050048828125,2259.39990234375,2136.85009765625,2177.949951171875,88545,2022-10-24
2022-10-31,2030.64404296875,2134.300048828125,2221.949951171875,2069.300048828125,2211.10009765625,131771,2022-10-31
2022-11-07,2180.684814453125,2292.0,2324.949951171875,2124.0,2145.0,141094,2022-11-07
2022-11-14,2194.5283203125,2306.550048828125,2363.0,2250.550048828125,2300.85009765625,152055,2022-11-14
2022-11-21,2106.80615234375,2214.35009765625,2399.0,2200.800048828125,2318.10009765625,164771,2022-11-21
2022-11-28,2046.4349365234375,2144.550048828125,2250.0,2110.0,2187.0,246820,2022-11-28
2022-12-05,2011.89111328125,2108.35009765625,2161.35009765625,2080.300048828125,2127.949951171875,74072,2022-12-05
2022-12-12,1960.45703125,2054.449951171875,2125.0,2032.949951171875,2105.949951171875,57170,2022-12-12
2022-12-19,1834.01904296875,1921.949951171875,2064.75,1765.1500244140625,2060.0,270740,2022-12-19
2022-12-26,1833.01708984375,1920.9000244140625,1940.0,1851.300048828125,1851.300048828125,63720,2022-12-26
2023-01-02,1905.921875,1997.300048828125,2020.0,1902.0,1930.550048828125,66848,2023-01-02
2023-01-09,1949.006103515625,2042.449951171875,2045.0,1954.0,2000.050048828125,40059,2023-01-09
2023-01-16,1956.2584228515625,2050.050048828125,2067.89990234375,2000.0999755859375,2051.0,31744,2023-01-16
2023-01-23,1863.0283203125,1952.3499755859375,2079.0,1935.0,2069.949951171875,27142,2023-01-23
2023-01-30,1803.86474609375,1890.3499755859375,2000.949951171875,1882.050048828125,1922.0,30154,2023-01-30
2023-02-06,1886.4073486328125,1976.8499755859375,1988.4000244140625,1841.5,1916.0,48544,2023-02-06
2023-02-13,1986.74658203125,2082.0,2287.0,2061.10009765625,2200.0,457662,2023-02-13
2023-02-20,2055.78662109375,2154.35009765625,2163.5,2055.0,2072.0,54398,2023-02-20
2023-02-27,2186.56640625,2291.39990234375,2296.89990234375,2116.75,2186.5,108782,2023-02-27
2023-03-06,2365.344970703125,2478.75,2520.0,2292.10009765625,2313.0,289990,2023-03-06
2023-03-13,2325.2666015625,2436.75,2497.0,2285.10009765625,2481.0,82063,2023-03-13
2023-03-20,2313.719970703125,2424.64990234375,2466.0,2326.10009765625,2435.39990234375,95873,2023-03-20
2023-03-27,2499.130615234375,2618.949951171875,2672.39990234375,2363.25,2448.89990234375,97132,2023-03-27
2023-04-03,2558.48486328125,2681.14990234375,2774.39990234375,2621.39990234375,2690.0,129845,2023-04-03
2023-04-10,2636.63818359375,2763.050048828125,2808.0,2550.0,2681.14990234375,208468,2023-04-10
2023-04-17,2654.00537109375,2781.25,2932.0,2740.0,2784.89990234375,152531,2023-04-17
2023-04-24,2638.975830078125,2765.5,2845.449951171875,2740.0,2785.699951171875,71478,2023-04-24
2023-05-01,2519.4560546875,2640.25,2815.0,2592.0,2765.5,106080,2023-05-01
2023-05-08,2349.12255859375,2461.75,2646.85009765625,2439.800048828125,2640.25,155945,2023-05-08
2023-05-15,2368.159912109375,2481.699951171875,2534.0,2452.0,2481.25,79825,2023-05-15
2023-05-22,2621.84716796875,2747.550048828125,2909.800048828125,2459.449951171875,2466.050048828125,503639,2023-05-22
2023-05-29,2585.346923828125,2709.300048828125,2769.949951171875,2670.0,2749.949951171875,107527,2023-05-29
2023-06-05,2626.52294921875,2752.449951171875,2868.0,2690.14990234375,2736.300048828125,126432,2023-06-05
2023-06-12,2770.423583984375,2903.25,3030.0,2711.300048828125,2740.0,176152,2023-06-12
2023-06-19,2816.513916015625,2951.550048828125,3075.60009765625,2881.10009765625,2909.800048828125,163209,2023-06-19
2023-06-26,2728.38916015625,2859.199951171875,2997.949951171875,2853.85009765625,2957.0,72875,2023-06-26
2023-07-03,2636.113037109375,2762.5,2896.550048828125,2742.10009765625,2850.0,88393,2023-07-03
2023-07-10,2746.71044921875,2878.39990234375,2893.0,2718.050048828125,2749.0,84815,2023-07-10
2023-07-17,2647.56396484375,2774.5,2897.85009765625,2750.0,2879.89990234375,91891,2023-07-17
2023-07-24,2786.492919921875,2899.800048828125,2924.85009765625,2773.0,2787.0,70989,2023-07-24
2023-07-31,2821.710693359375,2936.449951171875,3050.0,2774.0,2900.0,231555,2023-07-31
2023-08-07,2910.212158203125,3028.550048828125,3221.0,2945.0,2950.0,408896,2023-08-07
2023-08-14,2970.318115234375,3091.10009765625,3217.0,2937.64990234375,3014.800048828125,121727,2023-08-14
2023-08-21,3138.0478515625,3265.64990234375,3334.25,3083.0,3119.699951171875,143790,2023-08-21
2023-08-28,3063.19140625,3187.75,3325.0,3163.199951171875,3260.050048828125,71639,2023-08-28
2023-09-04,3053.534423828125,3177.699951171875,3241.050048828125,3131.300048828125,3203.699951171875,86752,2023-09-04
2023-09-11,2875.666748046875,2992.60009765625,3211.0,2962.85009765625,3193.550048828125,79887,2023-09-11
2023-09-18,2869.997314453125,2986.699951171875,3155.0,2966.0,3007.60009765625,103427,2023-09-18
2023-09-25,2812.96630859375,2927.35009765625,3009.0,2862.5,2976.050048828125,114665,2023-09-25
2023-10-02,2803.06884765625,2917.050048828125,2963.949951171875,2805.0,2927.35009765625,94676,2023-10-02
2023-10-09,2812.486083984375,2926.85009765625,2998.39990234375,2824.0,2901.0,95452,2023-10-09
2023-10-16,2886.14111328125,3003.5,3048.89990234375,2876.449951171875,2939.89990234375,133438,2023-10-16
2023-10-23,2739.407470703125,2850.800048828125,3020.949951171875,2765.0,3003.60009765625,63182,2023-10-23
2023-10-30,2681.607666015625,2790.64990234375,2869.0,2760.0,2802.0,36541,2023-10-30
2023-11-06,2779.333740234375,2892.35009765625,3025.0,2781.050048828125,2802.25,144227,2023-11-06
2023-11-13,2833.72216796875,2948.949951171875,3032.10009765625,2889.0,2954.0,88163,2023-11-13
2023-11-20,2835.78857421875,2951.10009765625,3130.39990234375,2881.050048828125,2949.0,182733,2023-11-20
2023-11-27,2889.51025390625,2955.949951171875,3019.0,2915.0,2951.10009765625,75684,2023-11-27
2023-12-04,3057.644287109375,3127.949951171875,3191.0,2881.5,2997.0,211480,2023-12-04
2023-12-11,3068.983642578125,3139.550048828125,3191.0,3046.0,3163.0,134628,2023-12-11
2023-12-18,3022.208740234375,3091.699951171875,3262.050048828125,3074.10009765625,3140.050048828125,144168,2023-12-18
2023-12-25,3044.252197265625,3114.25,3136.39990234375,3080.0,3091.699951171875,67374,2023-12-25
2024-01-01,3033.939208984375,3103.699951171875,3145.0,3075.199951171875,3123.699951171875,69416,2024-01-01
2024-01-08,3081.88671875,3152.75,3213.0,3060.0,3114.89990234375,259626,2024-01-08
2024-01-15,3021.2314453125,3090.699951171875,3198.0,3033.050048828125,3154.75,72195,2024-01-15
2024-01-22,3062.238525390625,3132.64990234375,3140.0,2996.39990234375,3090.699951171875,54220,2024-01-22
2024-01-29,3181.887451171875,3255.050048828125,3307.449951171875,3092.0,3132.64990234375,114502,2024-01-29
2024-02-05,3334.478515625,3411.14990234375,3473.0,3223.050048828125,3290.0,173172,2024-02-05
2024-02-12,3392.152587890625,3470.14990234375,3585.0,3151.75,3411.14990234375,155495,2024-02-12
2024-02-19,3437.754150390625,3516.800048828125,3586.300048828125,3461.25,3470.14990234375,77726,2024-02-19
2024-02-26,3694.354248046875,3779.300048828125,3800.0,3359.199951171875,3543.0,355468,2024-02-26
2024-03-04,3562.974853515625,3644.89990234375,3842.449951171875,3519.050048828125,3807.949951171875,101432,2024-03-04
2024-03-11,3539.8076171875,3621.199951171875,3800.0,3425.0,3663.14990234375,329750,2024-03-11
2024-03-18,3472.89599609375,3552.75,3699.89990234375,3426.550048828125,3621.199951171875,57971,2024-03-18
2024-03-25,3597.62841796875,3680.35009765625,3769.89990234375,3460.0,3460.0,70125,2024-03-25
2024-04-01,3655.0576171875,3739.10009765625,3797.949951171875,3630.60009765625,3689.949951171875,76534,2024-04-01
2024-04-08,3571.919189453125,3654.050048828125,3789.699951171875,3611.0,3789.699951171875,39796,2024-04-08
2024-04-15,3843.133056640625,3931.5,4036.89990234375,3535.64990234375,3609.0,160852,2024-04-15
2024-04-22,3853.641357421875,3942.25,4039.949951171875,3876.550048828125,3951.199951171875,63709,2024-04-22
2024-04-29,3918.548828125,4008.64990234375,4076.800048828125,3902.300048828125,3902.300048828125,57718,2024-04-29
2024-05-06,4258.58056640625,4356.5,4470.0498046875,3925.75,4008.0,165918,2024-05-06
2024-05-13,4643.333984375,4750.10009765625,4973.75,4250.0,4399.7001953125,136155,2024-05-13
2024-05-20,4588.9345703125,4694.4501953125,5000.0,4680.39990234375,4979.0,76989,2024-05-20
2024-05-27,4245.6767578125,4343.2998046875,4750.89990234375,4127.60009765625,4711.9501953125,137704,2024-05-27
2024-06-03,4491.03564453125,4594.2998046875,4637.4501953125,3846.64990234375,4599.0,198694,2024-06-03
2024-06-10,4486.24560546875,4589.39990234375,4730.0,4499.0,4600.0,55658,2024-06-10
2024-06-17,4687.76171875,4795.5498046875,4980.0,4570.0,4589.39990234375,107937,2024-06-17
2024-06-24,4471.5341796875,4574.35009765625,4848.5498046875,4560.0498046875,4819.5498046875,56404,2024-06-24
2024-07-01,4460.537109375,4563.10009765625,4683.2998046875,4483.2001953125,4582.0498046875,161903,2024-07-01
2024-07-08,4332.67626953125,4432.2998046875,4654.0,4382.0,4576.0,80827,2024-07-08
2024-07-15,4069.553955078125,4144.60009765625,4434.9501953125,4121.5,4417.0,109043,2024-07-15
2024-07-22,4160.771484375,4237.5,4343.5498046875,4050.0,4095.0,60545,2024-07-22
2024-07-29,4212.27197265625,4289.9501953125,4539.5498046875,4208.2001953125,4253.0,68019,2024-07-29
2024-08-05,3946.62060546875,4019.39990234375,4254.89990234375,3903.050048828125,4230.0,240216,2024-08-05
2024-08-12,3939.551025390625,4012.199951171875,4272.75,3905.0,4039.39990234375,92513,2024-08-12
2024-08-19,4135.14404296875,4211.39990234375,4320.0,4002.35009765625,4002.35009765625,48353,2024-08-19
2024-08-26,4143.8828125,4220.2998046875,4277.9501953125,4165.0,4226.0,47931,2024-08-26
2024-09-02,4227.6875,4305.64990234375,4385.0,4170.5498046875,4226.9501953125,91202,2024-09-02
2024-09-09,4145.35546875,4221.7998046875,4409.7001953125,4185.0,4305.64990234375,61788,2024-09-09
2024-09-16,3996.79541015625,4070.5,4263.0,4053.050048828125,4242.7001953125,38727,2024-09-16
2024-09-23,4073.62841796875,4148.75,4240.0,4040.050048828125,4080.949951171875,50093,2024-09-23
2024-09-30,4023.993896484375,4098.2001953125,4221.60009765625,4030.949951171875,4160.0,86499,2024-09-30
2024-10-07,4354.4501953125,4434.75,4475.0,3997.85009765625,4100.0,110841,2024-10-07
2024-10-14,4386.80322265625,4467.7001953125,4694.0,4409.0,4490.0,107599,2024-10-14
2024-10-21,4203.68017578125,4281.2001953125,4486.4501953125,4169.2998046875,4433.0,56397,2024-10-21
2024-10-28,4258.9609375,4337.5,4408.89990234375,4176.10009765625,4295.0,45893,2024-10-28
2024-11-04,4170.59033203125,4247.5,4330.5,4010.0,4330.5,102058,2024-11-04
2024-11-11,4027.234130859375,4101.5,4385.0,3990.949951171875,4255.5,81876,2024-11-11
2024-11-18,4322.14599609375,4401.85009765625,4470.60009765625,3997.60009765625,4147.0,243299,2024-11-18
2024-11-25,4432.95263671875,4514.7001953125,4683.4501953125,4458.10009765625,4535.0,144270,2024-11-25
2024-12-02,4423.37158203125,4450.85009765625,4603.2998046875,4431.0,4514.7001953125,69317,2024-12-02
2024-12-09,4406.22802734375,4433.60009765625,4600.0,4406.7001953125,4529.9501953125,73001,2024-12-09
2024-12-16,4108.626953125,4134.14990234375,4469.7998046875,4081.0,4430.0498046875,59551,2024-12-16
2024-12-23,4149.02587890625,4174.7998046875,4205.9501953125,4041.0,4121.39990234375,226181,2024-12-23
2024-12-30,4105.74462890625,4131.25,4278.85009765625,4106.0,4174.7998046875,50568,2024-12-30
2025-01-06,3895.500732421875,3919.699951171875,4172.5498046875,3850.0,4172.5498046875,58691,2025-01-06
2025-01-13,3777.08642578125,3800.550048828125,3897.5,3688.699951171875,3897.5,123578,2025-01-13
2025-01-20,3761.8310546875,3785.199951171875,3894.699951171875,3750.0,3752.550048828125,44620,2025-01-20
2025-01-27,3705.23291015625,3728.25,3791.14990234375,3421.0,3641.39990234375,112856,2025-01-27
2025-02-03,3459.857177734375,3481.35009765625,3719.89990234375,3450.0,3719.89990234375,46405,2025-02-03
2025-02-10,3510.740966796875,3532.550048828125,3744.0,3055.0,3481.35009765625,211501,2025-02-10
2025-02-17,3442.266357421875,3463.64990234375,3596.0,3242.35009765625,3394.39990234375,269854,2025-02-17
2025-02-24,3153.80810546875,3173.39990234375,3535.0,3156.0,3434.0,88591,2025-02-24
2025-03-03,3478.640380859375,3500.25,3542.0,3125.75,3180.0,80735,2025-03-03
2025-03-10,3385.36962890625,3406.39990234375,3545.199951171875,3325.0,3501.0,61960,2025-03-10
2025-03-17,3517.349853515625,3539.199951171875,3617.699951171875,3361.5,3406.39990234375,124644,2025-03-17
2025-03-24,3554.866943359375,3576.949951171875,3742.5,3474.14990234375,3594.0,84351,2025-03-24
2025-03-31,3453.248046875,3474.699951171875,3630.0,3430.0,3576.949951171875,34419,2025-03-31
2025-04-07,3480.92626953125,3502.550048828125,3574.800048828125,3250.199951171875,3252.39990234375,48690,2025-04-07
2025-04-14,3567.73681640625,3589.89990234375,3629.800048828125,3505.0,3509.39990234375,28231,2025-04-14
2025-04-21,3720.388671875,3743.5,3976.89990234375,3575.89990234375,3589.89990234375,154063,2025-04-21
2025-04-28,3705.878662109375,3728.89990234375,3842.60009765625,3695.60009765625,3712.0,51292,2025-04-28
2025-05-05,3526.195068359375,3548.10009765625,3820.0,3490.60009765625,3730.0,192934,2025-05-05
2025-05-12,3842.52978515625,3866.39990234375,3921.199951171875,3635.0,3637.0,58861,2025-05-12
2025-05-19,4045.86669921875,4071.0,4115.7998046875,3861.0,3861.0,103068,2025-05-19
2025-05-26,3894.6064453125,3918.800048828125,4179.0,3877.89990234375,4125.0,125518,2025-05-26
2025-06-02,3777.13623046875,3800.60009765625,3991.39990234375,3737.0,3900.0,255053,2025-06-02
2025-06-09,3809.63427734375,3833.300048828125,3903.699951171875,3788.89990234375,3805.0,69062,2025-06-09
2025-06-16,3729.034912109375,3752.199951171875,3893.0,3660.0,3833.0,56335,2025-06-16
2025-06-23,3777.53369140625,3801.0,3848.300048828125,3705.10009765625,3747.0,30772,2025-06-23
2025-06-30,4020.22607421875,4045.199951171875,4080.800048828125,3801.0,3801.0,76721,2025-06-30
2025-07-07,4135.01318359375,4160.7001953125,4209.0,4001.60009765625,4075.0,90928,2025-07-07
2025-07-14,4238.89990234375,4238.89990234375,4282.0,4120.0,4199.89990234375,38013,2025-07-14
