Date,Adj Close_GOCOLORS.NS,Close_GOCOLORS.NS,High_GOCOLORS.NS,Low_GOCOLORS.NS,Open_GOCOLORS.NS,Volume_GOCOLORS.NS,Date
2024-07-29,1127.3499755859375,1127.3499755859375,1188.699951171875,1089.800048828125,1167.0,293773,2024-07-29
2024-08-05,1118.1500244140625,1118.1500244140625,1135.0,1085.0,1114.8499755859375,99487,2024-08-05
2024-08-12,1124.550048828125,1124.550048828125,1129.949951171875,1082.699951171875,1113.6500244140625,62914,2024-08-12
2024-08-19,1141.550048828125,1141.550048828125,1178.0,1123.050048828125,1125.0,85829,2024-08-19
2024-08-26,1186.0,1186.0,1246.0,1149.800048828125,1149.800048828125,291266,2024-08-26
2024-09-02,1152.0,1152.0,1194.949951171875,1130.0,1186.0,98313,2024-09-02
2024-09-09,1265.050048828125,1265.050048828125,1292.0999755859375,1112.0,1139.0999755859375,507666,2024-09-09
2024-09-16,1297.449951171875,1297.449951171875,1344.949951171875,1227.1500244140625,1265.199951171875,496374,2024-09-16
2024-09-23,1359.949951171875,1359.949951171875,1370.0,1267.5,1282.0,336919,2024-09-23
2024-09-30,1314.8499755859375,1314.8499755859375,1407.800048828125,1301.0999755859375,1364.9000244140625,601751,2024-09-30
2024-10-07,1263.5,1263.5,1324.9000244140625,1244.0,1324.9000244140625,180713,2024-10-07
2024-10-14,1234.6500244140625,1234.6500244140625,1285.0,1214.949951171875,1269.0,135515,2024-10-14
2024-10-21,1199.9000244140625,1199.9000244140625,1243.6500244140625,1169.050048828125,1243.6500244140625,394808,2024-10-21
2024-10-28,1173.25,1173.25,1199.0,1061.300048828125,1175.1500244140625,327322,2024-10-28
2024-11-04,1201.8499755859375,1201.8499755859375,1230.5999755859375,1138.25,1169.949951171875,305424,2024-11-04
2024-11-11,1090.800048828125,1090.800048828125,1252.0,1082.4000244140625,1182.5,132392,2024-11-11
2024-11-18,1082.5,1082.5,1117.5,1050.699951171875,1110.0,121527,2024-11-18
2024-11-25,1122.050048828125,1122.050048828125,1150.0,1061.5999755859375,1111.0,92075,2024-11-25
2024-12-02,1106.8499755859375,1106.8499755859375,1150.0999755859375,1087.0,1129.9000244140625,169146,2024-12-02
2024-12-09,1091.9000244140625,1091.9000244140625,1130.0,1062.800048828125,1106.8499755859375,135342,2024-12-09
2024-12-16,978.5999755859375,978.5999755859375,1098.75,970.0,1098.75,201174,2024-12-16
2024-12-23,944.25,944.25,999.3499755859375,936.0,981.0999755859375,150651,2024-12-23
2024-12-30,1017.7000122070312,1017.7000122070312,1028.1500244140625,936.8499755859375,949.2000122070312,174786,2024-12-30
2025-01-06,982.0,982.0,1025.949951171875,964.0499877929688,1023.0999755859375,734187,2025-01-06
2025-01-13,974.2999877929688,974.2999877929688,984.0,923.5999755859375,982.0,124032,2025-01-13
2025-01-20,934.5499877929688,934.5499877929688,1006.1500244140625,927.0,975.0,118703,2025-01-20
2025-01-27,914.5999755859375,914.5999755859375,930.1500244140625,840.4000244140625,930.0,219488,2025-01-27
2025-02-03,904.3499755859375,904.3499755859375,941.9500122070312,892.5499877929688,917.9500122070312,559087,2025-02-03
2025-02-10,857.7000122070312,857.7000122070312,912.5499877929688,822.0499877929688,900.0,158112,2025-02-10
2025-02-17,799.0499877929688,799.0499877929688,860.9000244140625,785.5,849.9000244140625,391720,2025-02-17
2025-02-24,709.5,709.5,796.0499877929688,698.1500244140625,796.0499877929688,259100,2025-02-24
2025-03-03,714.75,714.75,750.0,679.5,709.5,767790,2025-03-03
2025-03-10,699.5999755859375,699.5999755859375,725.4500122070312,692.0,714.7999877929688,183163,2025-03-10
2025-03-17,688.8499755859375,688.8499755859375,712.4500122070312,666.0,705.0,548488,2025-03-17
2025-03-24,672.9000244140625,672.9000244140625,709.4500122070312,666.0499877929688,688.5499877929688,564781,2025-03-24
2025-03-31,695.8499755859375,695.8499755859375,731.8499755859375,672.7999877929688,672.9000244140625,257023,2025-03-31
2025-04-07,701.8499755859375,701.8499755859375,714.7999877929688,661.0,665.0499877929688,100623,2025-04-07
2025-04-14,735.7000122070312,735.7000122070312,746.8499755859375,703.5,722.0,77836,2025-04-14
2025-04-21,733.9500122070312,733.9500122070312,756.3499755859375,724.5499877929688,735.7000122070312,582653,2025-04-21
2025-04-28,850.0,850.0,870.0,718.5999755859375,733.4000244140625,4055050,2025-04-28
2025-05-05,860.7999877929688,860.7999877929688,921.2000122070312,820.0,837.1500244140625,2045960,2025-05-05
2025-05-12,883.25,883.25,910.75,864.0999755859375,890.0,246893,2025-05-12
2025-05-19,853.0999755859375,853.0999755859375,943.75,848.1500244140625,885.0,272113,2025-05-19
2025-05-26,851.0999755859375,851.0999755859375,873.4000244140625,842.0,862.0,109988,2025-05-26
2025-06-02,870.5999755859375,870.5999755859375,905.0,832.5499877929688,841.7000122070312,918622,2025-06-02
2025-06-09,839.4500122070312,839.4500122070312,883.0,825.5,880.0,244274,2025-06-09
2025-06-16,855.4500122070312,855.4500122070312,880.9500122070312,831.0,839.4500122070312,350092,2025-06-16
2025-06-23,869.7999877929688,869.7999877929688,901.2000122070312,842.4500122070312,845.0,264491,2025-06-23
2025-06-30,903.4000244140625,903.4000244140625,919.9000244140625,862.2999877929688,862.2999877929688,292758,2025-06-30
2025-07-07,901.6500244140625,901.6500244140625,916.4000244140625,889.9500122070312,908.2000122070312,315210,2025-07-07
2025-07-14,899.7999877929688,899.7999877929688,908.0,888.0999755859375,906.4000244140625,242951,2025-07-14
