Date,Adj Close_TASTYBITE.NS,Close_TASTYBITE.NS,High_TASTYBITE.NS,Low_TASTYBITE.NS,Open_TASTYBITE.NS,Volume_TASTYBITE.NS,Date
2021-01-25,11587.197265625,11593.2998046875,12092.0,11566.0,12000.0,3535,2021-01-25
2021-02-01,12910.4501953125,12917.25,13490.0,11500.0,11780.2001953125,23531,2021-02-01
2021-02-08,14015.46875,14022.849609375,14419.0,12756.099609375,13000.0,26349,2021-02-08
2021-02-15,14629.0947265625,14636.7998046875,15485.5498046875,14002.650390625,14022.849609375,14932,2021-02-15
2021-02-22,15455.7607421875,15463.900390625,16124.900390625,14527.599609375,14975.0,16228,2021-02-22
2021-03-01,14280.4794921875,14288.0,15614.0,14000.0,15499.9501953125,7932,2021-03-01
2021-03-08,14627.89453125,14635.599609375,15198.0,13950.0,14480.0,5574,2021-03-08
2021-03-15,14220.810546875,14228.2998046875,14780.0,13510.150390625,14780.0,8048,2021-03-15
2021-03-22,13901.12890625,13908.4501953125,14370.4501953125,13132.849609375,14307.349609375,7354,2021-03-22
2021-03-29,14408.861328125,14416.4501953125,14641.900390625,13748.0,13908.4501953125,5204,2021-03-29
2021-04-05,14926.3388671875,14934.2001953125,15200.0,13952.5,14599.0,6498,2021-04-05
2021-04-12,14279.48046875,14287.0,14837.75,14064.75,14815.0498046875,4368,2021-04-12
2021-04-19,15557.2568359375,15565.4501953125,15994.7001953125,13912.150390625,14380.0,13595,2021-04-19
2021-04-26,16753.375,16762.19921875,17000.0,15565.0,15600.0,12701,2021-04-26
2021-05-03,15183.00390625,15191.0,17000.0,14766.75,16745.0,16049,2021-05-03
2021-05-10,16080.8310546875,16089.2998046875,16400.0,15001.0,15267.0,7575,2021-05-10
2021-05-17,15419.3291015625,15427.4501953125,16500.0,15000.0,16190.0,10844,2021-05-17
2021-05-24,15345.318359375,15353.400390625,15799.9501953125,15103.0,15499.900390625,4816,2021-05-24
2021-05-31,15536.5673828125,15544.75,15944.599609375,15380.0498046875,15480.0,7504,2021-05-31
2021-06-07,15434.62109375,15442.75,15850.0,14950.0,15695.0,7688,2021-06-07
2021-06-14,14773.26953125,14781.0498046875,15661.150390625,14592.5498046875,15640.0,6370,2021-06-14
2021-06-21,15649.0087890625,15657.25,15749.650390625,14590.0,14751.0,9763,2021-06-21
2021-06-28,17479.142578125,17488.349609375,17600.0,15650.0,15800.0,25561,2021-06-28
2021-07-05,19612.169921875,19622.5,21487.0,17426.75,17527.0,151204,2021-07-05
2021-07-12,18817.140625,18827.05078125,20198.0,18500.0,19780.0,33062,2021-07-12
2021-07-19,18507.93359375,18515.75,19063.150390625,18252.650390625,18848.80078125,9993,2021-07-19
2021-07-26,18318.013671875,18325.75,18954.650390625,18133.05078125,18699.80078125,8199,2021-07-26
2021-08-02,17872.103515625,17879.650390625,18624.94921875,17502.650390625,18624.94921875,16536,2021-08-02
2021-08-09,18938.552734375,18946.55078125,19870.0,16500.0,17949.599609375,51891,2021-08-09
2021-08-16,18122.9453125,18130.599609375,19855.44921875,17960.94921875,18862.19921875,18584,2021-08-16
2021-08-23,18280.080078125,18287.80078125,18690.0,17787.30078125,18299.0,8293,2021-08-23
2021-08-30,18864.8828125,18872.849609375,19000.0,18104.150390625,18284.80078125,8382,2021-08-30
2021-09-06,18550.916015625,18558.75,18958.5,18300.0,18621.0,3821,2021-09-06
2021-09-13,18730.490234375,18738.400390625,19850.0,18475.0,18558.0,11424,2021-09-13
2021-09-20,18432.31640625,18440.099609375,19275.94921875,18010.0,18500.0,7278,2021-09-20
2021-09-27,17644.798828125,17652.25,18740.0,17525.0,18740.0,7308,2021-09-27
2021-10-04,18130.14453125,18137.80078125,19100.0,17730.900390625,17799.94921875,10556,2021-10-04
2021-10-11,18012.79296875,18020.400390625,18500.0,17850.0,18345.0,4366,2021-10-11
2021-10-18,16909.556640625,16916.69921875,18158.55078125,16800.0,18143.94921875,7999,2021-10-18
2021-10-25,16510.578125,16517.55078125,18150.0,16434.599609375,17091.30078125,6159,2021-10-25
2021-11-01,16617.1328125,16624.150390625,16865.0,16000.0,16520.0,5958,2021-11-01
2021-11-08,15715.462890625,15722.099609375,16698.94921875,15660.0,16624.150390625,13366,2021-11-08
2021-11-15,13686.96875,13692.75,15255.0,13500.0,15255.0,28807,2021-11-15
2021-11-22,13736.599609375,13742.400390625,14540.0,13586.5498046875,13698.0,10982,2021-11-22
2021-11-29,13411.537109375,13417.2001953125,13800.0,13143.5498046875,13675.0,6770,2021-11-29
2021-12-06,13481.5068359375,13487.2001953125,13650.0,13060.0,13500.0,5203,2021-12-06
2021-12-13,12470.0341796875,12475.2998046875,13649.0,12300.0,13555.0,7152,2021-12-13
2021-12-20,12991.013671875,12996.5,14800.0,12027.7998046875,12300.0,45283,2021-12-20
2021-12-27,13829.1103515625,13834.9501953125,14273.75,12768.75,13000.0,23210,2021-12-27
2022-01-03,13993.140625,13999.0498046875,14440.0,13500.099609375,13651.0,15130,2022-01-03
2022-01-10,13983.9951171875,13989.900390625,14199.0,13788.849609375,14010.0,6762,2022-01-10
2022-01-17,13136.40234375,13141.9501953125,14125.0,13105.0,14125.0,3974,2022-01-17
2022-01-24,12870.064453125,12875.5,13377.150390625,12101.0,13290.0,8302,2022-01-24
2022-01-31,12929.291015625,12934.75,13157.650390625,12625.0,12905.0,3003,2022-01-31
2022-02-07,12872.4638671875,12877.900390625,13124.2001953125,11899.9501953125,13124.150390625,20497,2022-02-07
2022-02-14,12393.56640625,12398.7998046875,12799.9501953125,12200.0,12650.0,2788,2022-02-14
2022-02-21,11867.5869140625,11872.599609375,12399.0,11000.0,12399.0,6473,2022-02-21
2022-02-28,11617.0439453125,11621.9501953125,11999.0,10937.900390625,11999.0,4523,2022-02-28
2022-03-07,11573.6630859375,11578.5498046875,11685.0,10510.5,11251.0,8277,2022-03-07
2022-03-14,11108.3583984375,11113.0498046875,11550.0,10936.650390625,11550.0,5216,2022-03-14
2022-03-21,10711.4775390625,10716.0,11357.5,10639.5498046875,11170.0,7664,2022-03-21
2022-03-28,11008.201171875,11012.849609375,11218.900390625,10451.25,10776.9501953125,16771,2022-03-28
2022-04-04,11671.9716796875,11676.900390625,12111.0,11055.0,11087.7001953125,8689,2022-04-04
2022-04-11,11977.3427734375,11982.400390625,12020.0,11697.650390625,11743.0,2970,2022-04-11
2022-04-18,11404.1337890625,11408.9501953125,12045.0,10700.0,11950.0,6931,2022-04-18
2022-04-25,11716.3515625,11721.2998046875,11880.0,11110.0,11500.0,3846,2022-04-25
2022-05-02,10980.7119140625,10985.349609375,11745.0,10900.0,11721.2998046875,2949,2022-05-02
2022-05-09,9975.236328125,9979.4501953125,11031.7998046875,9930.0,10905.150390625,6083,2022-05-09
2022-05-16,9966.890625,9971.099609375,10499.900390625,9823.5498046875,10145.0,5014,2022-05-16
2022-05-23,9819.2021484375,9823.349609375,10149.9501953125,9684.25,9971.0,3428,2022-05-23
2022-05-30,9492.19140625,9496.2001953125,10085.0,9366.650390625,10085.0,7895,2022-05-30
2022-06-06,9358.998046875,9362.9501953125,9552.099609375,9305.2998046875,9465.9501953125,2552,2022-06-06
2022-06-13,8788.1376953125,8791.849609375,9350.0,8725.0,9300.0,3181,2022-06-13
2022-06-20,8605.9150390625,8609.5498046875,8896.0,8050.0,8850.0,5366,2022-06-20
2022-06-27,9812.2060546875,9816.349609375,10369.400390625,8555.0498046875,8750.0,20986,2022-06-27
2022-07-04,9938.8525390625,9943.0498046875,10081.650390625,9765.0498046875,9816.349609375,6604,2022-07-04
2022-07-11,11522.7333984375,11527.599609375,12500.0,9874.599609375,9980.0,76071,2022-07-11
2022-07-18,12102.4384765625,12107.5498046875,12649.9501953125,11688.9501953125,11689.0,22449,2022-07-18
2022-07-25,11747.2392578125,11752.2001953125,12345.0,11501.0,12240.75,6231,2022-07-25
2022-08-01,11456.912109375,11461.75,12600.0,11308.5,11780.0,6636,2022-08-01
2022-08-08,12311.5009765625,12316.7001953125,12780.0,11350.0,11578.0,15439,2022-08-08
2022-08-15,12332.791015625,12338.0,13279.75,12217.0,12316.7001953125,21238,2022-08-15
2022-08-22,13102.0654296875,13107.599609375,13700.0,12148.2001953125,12425.0,16933,2022-08-22
2022-08-29,12469.119140625,12473.4501953125,13106.25,12340.0,12850.0,6904,2022-08-29
2022-09-05,11960.794921875,11964.9501953125,12604.7001953125,11811.0,12475.0,8925,2022-09-05
2022-09-12,12034.6689453125,12038.849609375,12499.4501953125,11871.9501953125,11996.0,6855,2022-09-12
2022-09-19,12170.2724609375,12174.5,13155.7998046875,11749.9501953125,12038.849609375,20129,2022-09-19
2022-09-26,11920.8095703125,11924.9501953125,12100.349609375,11658.75,12056.0,5411,2022-09-26
2022-10-03,12583.4794921875,12587.849609375,12774.7001953125,11760.0498046875,11946.2001953125,5140,2022-10-03
2022-10-10,11991.78515625,11995.9501953125,12710.0,11755.0,12545.0,5944,2022-10-10
2022-10-17,12016.7763671875,12020.9501953125,12175.0,11764.099609375,12000.0,2800,2022-10-17
2022-10-24,11842.38671875,11846.5,12297.9501953125,11800.0,12030.0498046875,2133,2022-10-24
2022-10-31,12027.5224609375,12031.7001953125,12300.0,11701.0,11809.150390625,4524,2022-10-31
2022-11-07,12112.2431640625,12116.4501953125,12454.9501953125,11855.0,12031.7001953125,5503,2022-11-07
2022-11-14,11953.1982421875,11957.349609375,12209.9501953125,11850.0,12159.599609375,5106,2022-11-14
2022-11-21,11954.947265625,11959.099609375,12397.9501953125,11750.0,11936.7998046875,6114,2022-11-21
2022-11-28,11746.5703125,11750.650390625,11987.849609375,11555.0,11980.0,5693,2022-11-28
2022-12-05,11442.525390625,11446.5,11887.5498046875,11420.0,11750.0,3462,2022-12-05
2022-12-12,11181.8662109375,11185.75,11507.0,11001.0,11439.0,3865,2022-12-12
2022-12-19,10381.7939453125,10385.400390625,11350.0,10265.099609375,11100.0,6291,2022-12-19
2022-12-26,10504.3515625,10508.0,10842.849609375,10242.650390625,10360.0,3417,2022-12-26
2023-01-02,10270.482421875,10274.0498046875,10660.349609375,10200.0,10600.0,2350,2023-01-02
2023-01-09,10399.3388671875,10402.9501953125,10557.2001953125,10150.0,10469.9501953125,3232,2023-01-09
2023-01-16,10351.75390625,10355.349609375,10495.849609375,10093.5498046875,10376.5498046875,2670,2023-01-16
2023-01-23,10069.9521484375,10073.4501953125,10426.2001953125,10000.0,10350.0,3015,2023-01-23
2023-01-30,9972.5361328125,9976.0,10350.0,9768.0498046875,9990.4501953125,3908,2023-01-30
2023-02-06,9178.212890625,9181.400390625,10205.0,9115.349609375,10080.0,13507,2023-02-06
2023-02-13,9078.4970703125,9081.650390625,9184.0,8780.0,9181.4501953125,6978,2023-02-13
2023-02-20,9117.9326171875,9121.099609375,9199.7998046875,8902.25,9144.0,3066,2023-02-20
2023-02-27,8998.025390625,9001.150390625,9229.9501953125,8952.0,9212.2998046875,2778,2023-02-27
2023-03-06,9004.2734375,9007.400390625,9190.0,8918.099609375,9048.7998046875,2901,2023-03-06
2023-03-13,8583.6689453125,8586.650390625,9040.099609375,8454.2001953125,9040.099609375,6943,2023-03-13
2023-03-20,8204.150390625,8207.0,8850.0,8175.0,8669.0498046875,3898,2023-03-20
2023-03-27,8019.564453125,8022.35009765625,8314.400390625,7961.0,8207.0498046875,9868,2023-03-27
2023-04-03,9398.3349609375,9401.599609375,9521.0,8050.0,8051.0,13801,2023-04-03
2023-04-10,9377.9921875,9381.25,9590.0,8600.0,9371.0,18968,2023-04-10
2023-04-17,8663.3916015625,8666.400390625,9610.2998046875,8490.0498046875,9381.25,13084,2023-04-17
2023-04-24,9249.88671875,9253.099609375,9400.0,8585.0,8750.0,13370,2023-04-24
2023-05-01,9218.34765625,9221.5498046875,9499.7998046875,9170.0,9253.099609375,5653,2023-05-01
2023-05-08,9546.783203125,9550.099609375,9650.0,8600.0,9263.599609375,12247,2023-05-08
2023-05-15,10759.3623046875,10763.099609375,10945.099609375,9220.2001953125,9220.2001953125,23341,2023-05-15
2023-05-22,11713.8818359375,11717.9501953125,11862.0,10450.0,10850.0,19510,2023-05-22
2023-05-29,11547.939453125,11551.9501953125,12110.0498046875,11470.75,11600.2001953125,12337,2023-05-29
2023-06-05,11881.5234375,11885.650390625,12375.0,11575.0,11575.0,21787,2023-06-05
2023-06-12,11782.857421875,11786.9501953125,12055.0,11570.0,11945.0498046875,6813,2023-06-12
2023-06-19,12445.9267578125,12450.25,13350.7001953125,11784.7998046875,11784.7998046875,21075,2023-06-19
2023-06-26,13608.0234375,13612.75,14013.7998046875,12400.0498046875,12574.7001953125,23144,2023-06-26
2023-07-03,13704.390625,13709.150390625,13900.0,13500.0,13612.75,14729,2023-07-03
2023-07-10,13638.2626953125,13643.0,13826.849609375,13301.2001953125,13709.150390625,8644,2023-07-10
2023-07-17,13379.8203125,13382.5,13799.0,12951.0,13745.0,10547,2023-07-17
2023-07-24,14327.48046875,14330.349609375,14537.650390625,13311.0,13385.9501953125,15399,2023-07-24
2023-07-31,14095.3779296875,14098.2001953125,14600.0,13770.0498046875,14489.5,15512,2023-07-31
2023-08-07,18031.689453125,18035.30078125,19791.94921875,13900.0,14100.0,82137,2023-08-07
2023-08-14,17950.90625,17954.5,18800.0,17701.75,18035.30078125,8436,2023-08-14
2023-08-21,17522.390625,17525.900390625,18399.849609375,17351.0,18099.0,8671,2023-08-21
2023-08-28,16910.36328125,16913.75,17580.0,16400.0,17415.0,22930,2023-08-28
2023-09-04,16396.3671875,16399.650390625,16992.0,16337.0,16913.75,9904,2023-09-04
2023-09-11,16223.30078125,16226.5498046875,16981.0,15550.0498046875,16410.650390625,11966,2023-09-11
2023-09-18,16135.318359375,16138.5498046875,16400.0,15737.5,16112.0,4417,2023-09-18
2023-09-25,16316.232421875,16319.5,16899.0,15570.2998046875,16169.9501953125,11583,2023-09-25
2023-10-02,16588.376953125,16591.69921875,16981.900390625,16002.0,16319.5,12452,2023-10-02
2023-10-09,17393.466796875,17396.94921875,17575.849609375,16100.0,16572.0,14277,2023-10-09
2023-10-16,16727.849609375,16731.19921875,17499.849609375,16666.599609375,17310.05078125,5843,2023-10-16
2023-10-23,16147.6669921875,16150.900390625,16745.55078125,15325.75,16731.19921875,5612,2023-10-23
2023-10-30,16375.1708984375,16378.4501953125,16528.05078125,15596.0,16122.849609375,6616,2023-10-30
2023-11-06,15669.3125,15672.4501953125,16824.0,15650.0,16597.0,16787,2023-11-06
2023-11-13,16031.740234375,16034.9501953125,16269.7001953125,15470.0,15732.099609375,4898,2023-11-13
2023-11-20,15949.755859375,15952.9501953125,16267.4501953125,15601.0498046875,16080.0,5914,2023-11-20
2023-11-27,14986.048828125,14989.0498046875,16098.0,14750.0,15952.9501953125,15025,2023-11-27
2023-12-04,14041.5888671875,14044.400390625,15135.0,14000.0,15135.0,18420,2023-12-04
2023-12-11,14201.65625,14204.5,14549.9501953125,14053.0498046875,14100.0,9210,2023-12-11
2023-12-18,14013.0439453125,14015.849609375,14571.7998046875,13806.0498046875,14204.5,6363,2023-12-18
2023-12-25,13306.28515625,13308.9501953125,14150.0,13131.099609375,14015.849609375,13502,2023-12-25
2024-01-01,14428.2099609375,14431.099609375,15498.0,13071.0,13433.0,69172,2024-01-01
2024-01-08,13969.052734375,13971.849609375,14650.9501953125,13717.0,14490.0,9665,2024-01-08
2024-01-15,13777.8408203125,13780.599609375,14555.900390625,13600.0,13985.0,12716,2024-01-15
2024-01-22,13630.4208984375,13633.150390625,13780.599609375,13420.0,13780.599609375,3171,2024-01-22
2024-01-29,13837.3798828125,13840.150390625,14245.0,13320.0,13605.0,6978,2024-01-29
2024-02-05,13693.357421875,13696.099609375,14090.75,13500.099609375,13998.0,7403,2024-02-05
2024-02-12,12975.5517578125,12978.150390625,13599.0,12700.0,13500.0,8025,2024-02-12
2024-02-19,13671.1123046875,13673.849609375,14240.0,12950.0,12950.0,9792,2024-02-19
2024-02-26,13127.9208984375,13130.5498046875,13810.0,12982.0,13660.0498046875,8338,2024-02-26
2024-03-04,13477.30078125,13480.0,13499.7998046875,12975.0,13490.9501953125,5541,2024-03-04
2024-03-11,12494.7978515625,12497.2998046875,13500.0,12358.349609375,13500.0,6518,2024-03-11
2024-03-18,12785.189453125,12787.75,13100.099609375,12085.0,12650.0,15981,2024-03-18
2024-03-25,12360.4248046875,12362.900390625,12875.0,12151.5498046875,12787.75,12439,2024-03-25
2024-04-01,12128.87109375,12131.2998046875,12463.650390625,11814.0,12398.0,10910,2024-04-01
2024-04-08,11876.2724609375,11878.650390625,12246.9501953125,11800.099609375,12150.0,5284,2024-04-08
2024-04-15,11377.0712890625,11379.349609375,11980.5498046875,11250.0,11750.7001953125,7448,2024-04-15
2024-04-22,11884.2197265625,11886.599609375,12250.0,11454.150390625,11550.0498046875,9426,2024-04-22
2024-04-29,11943.80859375,11946.2001953125,12875.0,11510.25,11980.0,16434,2024-04-29
2024-05-06,11211.6044921875,11213.849609375,12059.0,10845.9501953125,12059.0,4308,2024-05-06
2024-05-13,10700.857421875,10703.0,11670.0,10652.5498046875,11382.0498046875,11640,2024-05-13
2024-05-20,10641.5693359375,10643.7001953125,11213.2001953125,10030.0,11213.2001953125,12085,2024-05-20
2024-05-27,10230.201171875,10232.25,11000.0,10151.7998046875,10664.9501953125,6279,2024-05-27
2024-06-03,10618.423828125,10620.5498046875,10732.099609375,9950.0498046875,10500.0,6806,2024-06-03
2024-06-10,11094.5283203125,11096.75,11777.2001953125,10562.650390625,10620.5498046875,22495,2024-06-10
2024-06-17,10912.814453125,10915.0,11397.099609375,10482.599609375,11096.75,23679,2024-06-17
2024-06-24,10640.119140625,10642.25,10999.0,10352.0,10999.0,7342,2024-06-24
2024-07-01,10372.1728515625,10374.25,10741.4501953125,10320.0498046875,10649.900390625,9251,2024-07-01
2024-07-08,10184.4111328125,10186.4501953125,10534.5,10146.7001953125,10400.099609375,12562,2024-07-08
2024-07-15,9858.076171875,9860.0498046875,10975.4501953125,9820.0,10290.0,24505,2024-07-15
2024-07-22,10185.6103515625,10187.650390625,10448.900390625,9828.0498046875,9930.099609375,31857,2024-07-22
2024-07-29,9907.416015625,9909.400390625,10594.599609375,9885.5498046875,10190.0,25268,2024-07-29
2024-08-05,10076.099609375,10076.099609375,10667.0,9100.0,9809.400390625,80703,2024-08-05
2024-08-12,10728.150390625,10728.150390625,10899.0,9703.400390625,10019.9501953125,32475,2024-08-12
2024-08-19,14526.4501953125,14526.4501953125,15199.0,10835.0,10855.400390625,457429,2024-08-19
2024-08-26,13986.400390625,13986.400390625,14849.849609375,13800.0,14590.0,67934,2024-08-26
2024-09-02,13840.75,13840.75,14350.0,13305.349609375,13900.0,34312,2024-09-02
2024-09-09,13305.599609375,13305.599609375,13835.5498046875,13000.0,13750.0,25427,2024-09-09
2024-09-16,13310.7001953125,13310.7001953125,13725.0,12516.0,13305.7001953125,30142,2024-09-16
2024-09-23,12769.9501953125,12769.9501953125,13567.0,12740.0498046875,13336.5498046875,22981,2024-09-23
2024-09-30,12520.7001953125,12520.7001953125,13100.0,12456.0,12774.0,21213,2024-09-30
2024-10-07,12975.349609375,12975.349609375,13583.9501953125,11650.0,12598.75,37279,2024-10-07
2024-10-14,13140.0,13140.0,13190.0,12451.5,12940.0,14982,2024-10-14
2024-10-21,12228.7001953125,12228.7001953125,13225.400390625,11651.099609375,13225.400390625,23954,2024-10-21
2024-10-28,12081.2998046875,12081.2998046875,12360.2998046875,11750.0,12200.0,13624,2024-10-28
2024-11-04,12332.650390625,12332.650390625,12597.650390625,11720.0,12180.0,16031,2024-11-04
2024-11-11,12180.400390625,12180.400390625,12360.0,11465.0498046875,12200.0,13404,2024-11-11
2024-11-18,10735.900390625,10735.900390625,12250.0,10605.0,12250.0,19485,2024-11-18
2024-11-25,10787.650390625,10787.650390625,11190.0,10650.0,10788.900390625,20070,2024-11-25
2024-12-02,10750.75,10750.75,11062.9501953125,10515.7001953125,10787.9501953125,13634,2024-12-02
2024-12-09,10734.400390625,10734.400390625,11099.9501953125,10635.900390625,10820.599609375,11566,2024-12-09
2024-12-16,10072.5,10072.5,10890.0,9865.0,10890.0,13381,2024-12-16
2024-12-23,10005.2998046875,10005.2998046875,10324.7001953125,9985.5498046875,10072.5,5610,2024-12-23
2024-12-30,10149.2001953125,10149.2001953125,10400.0,9901.0,9991.5,7729,2024-12-30
2025-01-06,9753.5498046875,9753.5498046875,10188.9501953125,9671.5,10159.25,9108,2025-01-06
2025-01-13,10104.0498046875,10104.0498046875,10300.0,9216.099609375,9671.4501953125,12591,2025-01-13
2025-01-20,9900.150390625,9900.150390625,10800.0,9870.0,10169.75,15780,2025-01-20
2025-01-27,9697.4501953125,9697.4501953125,9890.0,9178.0498046875,9856.150390625,15083,2025-01-27
2025-02-03,10051.650390625,10051.650390625,10190.349609375,9517.400390625,9726.5,8903,2025-02-03
2025-02-10,8956.7001953125,8956.7001953125,10648.0,8900.0,10218.7998046875,20955,2025-02-10
2025-02-17,8973.2001953125,8973.2001953125,9084.0,8412.7998046875,8900.0498046875,12335,2025-02-17
2025-02-24,8795.9501953125,8795.9501953125,9939.5,8640.0,8867.0,29584,2025-02-24
2025-03-03,8465.349609375,8465.349609375,9007.099609375,8350.0,8812.0,18230,2025-03-03
2025-03-10,8538.7001953125,8538.7001953125,8649.9501953125,8101.85009765625,8550.0,26842,2025-03-10
2025-03-17,8772.5498046875,8772.5498046875,8930.0,8265.0,8450.0498046875,21670,2025-03-17
2025-03-24,8219.2001953125,8219.2001953125,9000.0,8181.0,8780.0,30603,2025-03-24
2025-03-31,8004.25,8004.25,8540.0,7955.7998046875,8219.2001953125,16718,2025-03-31
2025-04-07,8021.14990234375,8021.14990234375,8160.64990234375,7543.39990234375,7600.0,12664,2025-04-07
2025-04-14,8335.5,8335.5,8469.5,8021.14990234375,8021.14990234375,9248,2025-04-14
2025-04-21,9069.0,9069.0,9380.0,8270.0,8340.0,30038,2025-04-21
2025-04-28,9476.0,9476.0,9900.0,8928.0,9149.0,23976,2025-04-28
2025-05-05,8905.0,8905.0,9684.0,8679.5,9645.0,17243,2025-05-05
2025-05-12,10613.5,10613.5,10739.0,9130.0,9249.0,26897,2025-05-12
2025-05-19,10551.5,10551.5,10855.0,10010.0,10667.0,20912,2025-05-19
2025-05-26,10533.0,10533.0,11043.0,10440.5,10887.0,32300,2025-05-26
2025-06-02,10331.0,10331.0,10774.0,10225.0,10649.0,11743,2025-06-02
2025-06-09,10793.0,10793.0,11207.0,10144.0,10320.0,30000,2025-06-09
2025-06-16,10395.0,10395.0,11131.0,10322.0,10701.0,13859,2025-06-16
2025-06-23,11113.0,11113.0,11467.0,10201.0,10330.0,21961,2025-06-23
2025-06-30,11165.0,11165.0,11497.0,10800.0,11250.0,24368,2025-06-30
2025-07-07,11056.0,11056.0,11775.0,10888.0,11053.0,19279,2025-07-07
2025-07-14,11284.0,11284.0,11495.0,10860.0,11056.0,8014,2025-07-14
