Date,Adj Close_V2RETAIL.NS,Close_V2RETAIL.NS,High_V2RETAIL.NS,Low_V2RETAIL.NS,Open_V2RETAIL.NS,Volume_V2RETAIL.NS,Date
2021-05-03,105.94999694824219,105.94999694824219,113.6500015258789,104.1500015258789,108.0,209370,2021-05-03
2021-05-10,109.9000015258789,109.9000015258789,112.5,102.0,108.0999984741211,254350,2021-05-10
2021-05-17,118.6500015258789,118.6500015258789,118.6500015258789,104.5,110.25,275662,2021-05-17
2021-05-24,119.55000305175781,119.55000305175781,134.9499969482422,116.5,124.44999694824219,480256,2021-05-24
2021-05-31,125.69999694824219,125.69999694824219,129.5500030517578,117.5,120.94999694824219,394726,2021-05-31
2021-06-07,135.5500030517578,135.5500030517578,144.5,126.80000305175781,134.0,567137,2021-06-07
2021-06-14,129.60000610351562,129.60000610351562,140.6999969482422,125.0999984741211,135.5500030517578,224199,2021-06-14
2021-06-21,128.1999969482422,128.1999969482422,135.0,120.55000305175781,130.64999389648438,308942,2021-06-21
2021-06-28,122.55000305175781,122.55000305175781,133.89999389648438,116.6500015258789,129.89999389648438,315330,2021-06-28
2021-07-05,118.4000015258789,118.4000015258789,126.0,117.0,123.0,148802,2021-07-05
2021-07-12,129.25,129.25,143.3000030517578,118.6500015258789,120.69999694824219,989976,2021-07-12
2021-07-19,123.25,123.25,133.14999389648438,118.8499984741211,128.0,346519,2021-07-19
2021-07-26,123.94999694824219,123.94999694824219,129.5,117.3499984741211,124.69999694824219,388462,2021-07-26
2021-08-02,118.0999984741211,118.0999984741211,127.75,117.5,123.19999694824219,215358,2021-08-02
2021-08-09,113.9000015258789,113.9000015258789,120.80000305175781,105.44999694824219,120.80000305175781,317087,2021-08-09
2021-08-16,110.0999984741211,110.0999984741211,116.94999694824219,108.55000305175781,112.25,117820,2021-08-16
2021-08-23,107.75,107.75,111.9000015258789,102.75,111.0999984741211,110844,2021-08-23
2021-08-30,110.80000305175781,110.80000305175781,114.5,105.30000305175781,108.0999984741211,147560,2021-08-30
2021-09-06,128.64999389648438,128.64999389648438,131.0,108.0,108.0999984741211,492250,2021-09-06
2021-09-13,121.0,121.0,129.85000610351562,118.3499984741211,129.85000610351562,177328,2021-09-13
2021-09-20,153.75,153.75,153.75,120.0,121.69999694824219,1535561,2021-09-20
2021-09-27,148.0500030517578,148.0500030517578,164.0,145.0,158.3000030517578,882697,2021-09-27
2021-10-04,158.9499969482422,158.9499969482422,162.9499969482422,141.5500030517578,148.0500030517578,661432,2021-10-04
2021-10-11,193.0500030517578,193.0500030517578,193.0500030517578,159.0,159.0,205854,2021-10-11
2021-10-18,165.3000030517578,165.3000030517578,202.6999969482422,163.10000610351562,202.6999969482422,508569,2021-10-18
2021-10-25,162.75,162.75,173.89999389648438,152.60000610351562,173.5500030517578,217276,2021-10-25
2021-11-01,182.35000610351562,182.35000610351562,182.4499969482422,157.5,162.64999389648438,163840,2021-11-01
2021-11-08,194.1999969482422,194.1999969482422,205.8000030517578,177.10000610351562,182.4499969482422,404929,2021-11-08
2021-11-15,175.64999389648438,175.64999389648438,194.14999389648438,174.5,190.39999389648438,57275,2021-11-15
2021-11-22,166.0,166.0,180.0,161.0,173.0,111930,2021-11-22
2021-11-29,153.0500030517578,153.0500030517578,164.89999389648438,151.60000610351562,158.0,82397,2021-11-29
2021-12-06,185.9499969482422,185.9499969482422,192.89999389648438,151.64999389648438,156.60000610351562,171944,2021-12-06
2021-12-13,165.35000610351562,165.35000610351562,188.0,162.0,185.89999389648438,110148,2021-12-13
2021-12-20,159.6999969482422,159.6999969482422,172.8000030517578,149.3000030517578,161.1999969482422,375686,2021-12-20
2021-12-27,162.0500030517578,162.0500030517578,165.0,151.25,156.64999389648438,276954,2021-12-27
2022-01-03,156.8000030517578,156.8000030517578,163.0,151.10000610351562,162.89999389648438,175292,2022-01-03
2022-01-10,159.5,159.5,168.9499969482422,152.35000610351562,153.5500030517578,257265,2022-01-10
2022-01-17,155.5,155.5,161.1999969482422,151.9499969482422,159.5,156884,2022-01-17
2022-01-24,148.1999969482422,148.1999969482422,157.6999969482422,142.4499969482422,157.6999969482422,91948,2022-01-24
2022-01-31,162.60000610351562,162.60000610351562,162.60000610351562,145.9499969482422,146.0500030517578,149335,2022-01-31
2022-02-07,155.5,155.5,169.6999969482422,153.10000610351562,169.6999969482422,220190,2022-02-07
2022-02-14,149.85000610351562,149.85000610351562,157.9499969482422,147.85000610351562,150.0,157793,2022-02-14
2022-02-21,146.0,146.0,151.1999969482422,140.0,146.0,150489,2022-02-21
2022-02-28,150.3000030517578,150.3000030517578,153.3000030517578,142.25,145.60000610351562,159866,2022-02-28
2022-03-07,147.10000610351562,147.10000610351562,151.5,139.0500030517578,139.0500030517578,188772,2022-03-07
2022-03-14,143.1999969482422,143.1999969482422,147.89999389648438,140.5,145.5500030517578,193916,2022-03-14
2022-03-21,140.1999969482422,140.1999969482422,146.0,138.3000030517578,146.0,134611,2022-03-21
2022-03-28,160.14999389648438,160.14999389648438,161.14999389648438,139.10000610351562,142.9499969482422,273732,2022-03-28
2022-04-04,160.9499969482422,160.9499969482422,171.60000610351562,160.0500030517578,161.25,251514,2022-04-04
2022-04-11,165.89999389648438,165.89999389648438,169.0,161.5,164.5,152063,2022-04-11
2022-04-18,160.75,160.75,163.89999389648438,153.1999969482422,158.10000610351562,141139,2022-04-18
2022-04-25,152.9499969482422,152.9499969482422,165.60000610351562,148.0,155.14999389648438,160065,2022-04-25
2022-05-02,138.0500030517578,138.0500030517578,155.0,137.0500030517578,148.0500030517578,84201,2022-05-02
2022-05-09,122.5999984741211,122.5999984741211,140.0,120.05000305175781,138.0,147896,2022-05-09
2022-05-16,131.85000610351562,131.85000610351562,134.8000030517578,115.25,125.05000305175781,70608,2022-05-16
2022-05-23,124.80000305175781,124.80000305175781,134.9499969482422,120.25,134.9499969482422,36351,2022-05-23
2022-05-30,115.5999984741211,115.5999984741211,129.85000610351562,107.3499984741211,127.8499984741211,133263,2022-05-30
2022-06-06,132.5,132.5,134.1999969482422,110.5,114.5,459004,2022-06-06
2022-06-13,104.94999694824219,104.94999694824219,127.30000305175781,102.80000305175781,125.05000305175781,299862,2022-06-13
2022-06-20,107.30000305175781,107.30000305175781,117.80000305175781,96.55000305175781,107.80000305175781,294332,2022-06-20
2022-06-27,105.8499984741211,105.8499984741211,114.0,104.4000015258789,108.30000305175781,86574,2022-06-27
2022-07-04,106.3499984741211,106.3499984741211,108.05000305175781,103.8499984741211,106.80000305175781,50063,2022-07-04
2022-07-11,105.0,105.0,110.94999694824219,104.0,105.19999694824219,102206,2022-07-11
2022-07-18,112.05000305175781,112.05000305175781,113.0,105.69999694824219,105.69999694824219,178847,2022-07-18
2022-07-25,119.75,119.75,122.0,106.1500015258789,109.4000015258789,197067,2022-07-25
2022-08-01,113.5999984741211,113.5999984741211,120.0,111.0,116.5,96212,2022-08-01
2022-08-08,110.5999984741211,110.5999984741211,119.94999694824219,103.4000015258789,115.8499984741211,212714,2022-08-08
2022-08-15,113.30000305175781,113.30000305175781,115.3499984741211,110.5999984741211,110.5999984741211,85874,2022-08-15
2022-08-22,113.4000015258789,113.4000015258789,120.94999694824219,112.05000305175781,113.9000015258789,203530,2022-08-22
2022-08-29,114.5,114.5,115.75,109.3499984741211,112.0,106026,2022-08-29
2022-09-05,121.75,121.75,129.0,114.75,115.4000015258789,522250,2022-09-05
2022-09-12,119.30000305175781,119.30000305175781,132.39999389648438,118.0,121.75,600495,2022-09-12
2022-09-19,111.9000015258789,111.9000015258789,121.69999694824219,110.6500015258789,120.25,189385,2022-09-19
2022-09-26,109.1500015258789,109.1500015258789,114.05000305175781,103.55000305175781,114.05000305175781,163145,2022-09-26
2022-10-03,111.0999984741211,111.0999984741211,112.94999694824219,107.30000305175781,110.0,111916,2022-10-03
2022-10-10,109.6500015258789,109.6500015258789,120.94999694824219,108.0,110.1500015258789,119582,2022-10-10
2022-10-17,106.9000015258789,106.9000015258789,111.75,105.69999694824219,110.9000015258789,109896,2022-10-17
2022-10-24,105.3499984741211,105.3499984741211,109.0,105.0,107.55000305175781,111773,2022-10-24
2022-10-31,104.1500015258789,104.1500015258789,108.0,102.5999984741211,106.94999694824219,93767,2022-10-31
2022-11-07,100.4000015258789,100.4000015258789,108.80000305175781,98.25,105.55000305175781,175775,2022-11-07
2022-11-14,96.6500015258789,96.6500015258789,100.6500015258789,96.0999984741211,100.1500015258789,88736,2022-11-14
2022-11-21,100.55000305175781,100.55000305175781,104.30000305175781,95.05000305175781,96.6500015258789,160062,2022-11-21
2022-11-28,100.94999694824219,100.94999694824219,103.5,99.0999984741211,99.0999984741211,57247,2022-11-28
2022-12-05,98.8499984741211,98.8499984741211,102.44999694824219,97.5,102.1500015258789,129824,2022-12-05
2022-12-12,98.30000305175781,98.30000305175781,101.94999694824219,90.5999984741211,100.0,231048,2022-12-12
2022-12-19,80.80000305175781,80.80000305175781,102.0,79.80000305175781,101.0,178350,2022-12-19
2022-12-26,103.19999694824219,103.19999694824219,111.3499984741211,80.69999694824219,81.5,1171822,2022-12-26
2023-01-02,96.1500015258789,96.1500015258789,102.25,94.0,102.0999984741211,197618,2023-01-02
2023-01-09,96.5999984741211,96.5999984741211,99.9000015258789,93.0,96.1500015258789,206814,2023-01-09
2023-01-16,93.4000015258789,93.4000015258789,104.30000305175781,93.0999984741211,96.6500015258789,212197,2023-01-16
2023-01-23,89.4000015258789,89.4000015258789,95.80000305175781,88.44999694824219,95.19999694824219,54813,2023-01-23
2023-01-30,82.9000015258789,82.9000015258789,93.44999694824219,79.55000305175781,88.1500015258789,106956,2023-01-30
2023-02-06,86.30000305175781,86.30000305175781,87.75,82.05000305175781,84.5,146749,2023-02-06
2023-02-13,86.94999694824219,86.94999694824219,91.3499984741211,83.4000015258789,90.0,296869,2023-02-13
2023-02-20,84.69999694824219,84.69999694824219,88.4000015258789,84.25,88.4000015258789,197882,2023-02-20
2023-02-27,87.75,87.75,97.0999984741211,83.0,86.0,235042,2023-02-27
2023-03-06,89.0,89.0,90.0,84.75,87.75,123256,2023-03-06
2023-03-13,83.1500015258789,83.1500015258789,89.44999694824219,81.0,88.05000305175781,118515,2023-03-13
2023-03-20,77.80000305175781,77.80000305175781,83.5999984741211,76.55000305175781,81.0,136435,2023-03-20
2023-03-27,69.69999694824219,69.69999694824219,79.5999984741211,67.05000305175781,79.5999984741211,234469,2023-03-27
2023-04-03,83.0,83.0,84.5999984741211,70.30000305175781,74.0,193321,2023-04-03
2023-04-10,81.6500015258789,81.6500015258789,84.44999694824219,78.0999984741211,83.0,81310,2023-04-10
2023-04-17,84.44999694824219,84.44999694824219,86.05000305175781,80.4000015258789,81.0,54326,2023-04-17
2023-04-24,82.1500015258789,82.1500015258789,86.9000015258789,81.3499984741211,86.0,130505,2023-04-24
2023-05-01,80.05000305175781,80.05000305175781,82.75,78.5999984741211,82.1500015258789,72768,2023-05-01
2023-05-08,78.75,78.75,85.94999694824219,78.0999984741211,82.0,180771,2023-05-08
2023-05-15,77.0999984741211,77.0999984741211,80.4000015258789,76.19999694824219,79.25,120388,2023-05-15
2023-05-22,76.9000015258789,76.9000015258789,81.8499984741211,75.0999984741211,78.5999984741211,213165,2023-05-22
2023-05-29,104.44999694824219,104.44999694824219,112.0999984741211,77.0,79.4000015258789,1995928,2023-05-29
2023-06-05,104.0,104.0,109.6500015258789,101.0,104.5,371756,2023-06-05
2023-06-12,107.19999694824219,107.19999694824219,115.0,101.0999984741211,105.0,558450,2023-06-12
2023-06-19,125.44999694824219,125.44999694824219,125.44999694824219,105.0999984741211,108.4000015258789,391473,2023-06-19
2023-06-26,132.35000610351562,132.35000610351562,135.0,125.1500015258789,131.6999969482422,279201,2023-06-26
2023-07-03,151.35000610351562,151.35000610351562,151.4499969482422,127.0999984741211,132.35000610351562,412395,2023-07-03
2023-07-10,136.89999389648438,136.89999389648438,151.35000610351562,128.0,151.35000610351562,151245,2023-07-10
2023-07-17,128.35000610351562,128.35000610351562,143.6999969482422,127.0,141.75,94906,2023-07-17
2023-07-24,137.60000610351562,137.60000610351562,137.60000610351562,120.0,127.25,128127,2023-07-24
2023-07-31,130.0,130.0,144.4499969482422,130.0,142.8000030517578,101364,2023-07-31
2023-08-07,129.0,129.0,130.10000610351562,126.0,128.0,42650,2023-08-07
2023-08-14,139.5,139.5,139.5,131.5500030517578,131.5500030517578,57633,2023-08-14
2023-08-21,151.60000610351562,151.60000610351562,151.85000610351562,142.25,142.25,121141,2023-08-21
2023-08-28,145.85000610351562,145.85000610351562,150.1999969482422,141.64999389648438,148.75,132290,2023-08-28
2023-09-04,137.5,137.5,148.75,135.14999389648438,145.75,79339,2023-09-04
2023-09-11,159.1999969482422,159.1999969482422,159.1999969482422,137.14999389648438,140.0,348143,2023-09-11
2023-09-18,168.1999969482422,168.1999969482422,175.5,165.39999389648438,167.14999389648438,173920,2023-09-18
2023-09-25,166.0,166.0,171.0,162.0,164.85000610351562,61970,2023-09-25
2023-10-02,172.10000610351562,172.10000610351562,172.10000610351562,162.6999969482422,166.0,60404,2023-10-02
2023-10-09,170.0,170.0,174.89999389648438,166.89999389648438,169.25,69893,2023-10-09
2023-10-16,182.8000030517578,182.8000030517578,182.8000030517578,168.0,169.0,120253,2023-10-16
2023-10-23,190.0500030517578,190.0500030517578,192.0,182.75,186.4499969482422,275007,2023-10-23
2023-10-30,209.75,209.75,209.75,193.85000610351562,193.85000610351562,56303,2023-10-30
2023-11-06,218.5500030517578,218.5500030517578,224.39999389648438,213.89999389648438,213.89999389648438,270096,2023-11-06
2023-11-13,227.10000610351562,227.10000610351562,227.10000610351562,209.9499969482422,214.0500030517578,87299,2023-11-13
2023-11-20,230.10000610351562,230.10000610351562,231.60000610351562,226.0,229.5,50000,2023-11-20
2023-11-27,228.5,228.5,236.0,226.5,230.10000610351562,48489,2023-11-27
2023-12-04,236.60000610351562,236.60000610351562,236.60000610351562,224.0,226.0,87562,2023-12-04
2023-12-11,261.20001220703125,261.20001220703125,265.0,240.0500030517578,248.39999389648438,233255,2023-12-11
2023-12-18,276.5,276.5,278.0,247.0,260.3500061035156,282002,2023-12-18
2023-12-25,300.3999938964844,300.3999938964844,320.0,276.5,276.5,436923,2023-12-25
2024-01-01,369.79998779296875,369.79998779296875,382.3999938964844,300.5,300.5,582573,2024-01-01
2024-01-08,340.6000061035156,340.6000061035156,388.25,327.04998779296875,388.25,427216,2024-01-08
2024-01-15,332.3500061035156,332.3500061035156,346.29998779296875,319.04998779296875,341.25,225098,2024-01-15
2024-01-22,340.70001220703125,340.70001220703125,340.70001220703125,312.70001220703125,332.3500061035156,79061,2024-01-22
2024-01-29,342.29998779296875,342.29998779296875,370.0,336.0,344.95001220703125,253901,2024-01-29
2024-02-05,390.1499938964844,390.1499938964844,395.0,345.1000061035156,359.0,1161173,2024-02-05
2024-02-12,372.79998779296875,372.79998779296875,413.45001220703125,352.1499938964844,409.6499938964844,1090451,2024-02-12
2024-02-19,374.45001220703125,374.45001220703125,385.8999938964844,360.20001220703125,373.3500061035156,200561,2024-02-19
2024-02-26,381.54998779296875,381.54998779296875,391.45001220703125,354.95001220703125,377.0,268107,2024-02-26
2024-03-04,373.8999938964844,373.8999938964844,386.79998779296875,358.6499938964844,375.95001220703125,153321,2024-03-04
2024-03-11,374.1499938964844,374.1499938964844,393.54998779296875,335.0,366.5,413795,2024-03-11
2024-03-18,422.95001220703125,422.95001220703125,423.8999938964844,370.0,374.1499938964844,441175,2024-03-18
2024-03-25,422.20001220703125,422.20001220703125,444.04998779296875,418.0,433.0,156229,2024-03-25
2024-04-01,485.20001220703125,485.20001220703125,519.7999877929688,409.0,422.20001220703125,454401,2024-04-01
2024-04-08,489.04998779296875,489.04998779296875,516.0,468.0,499.5,234653,2024-04-08
2024-04-15,491.3999938964844,491.3999938964844,495.0,451.1000061035156,489.70001220703125,106087,2024-04-15
2024-04-22,517.0999755859375,517.0999755859375,540.5,491.0,495.04998779296875,227512,2024-04-22
2024-04-29,493.8999938964844,493.8999938964844,530.0,489.0,515.0,89354,2024-04-29
2024-05-06,440.1499938964844,440.1499938964844,499.0,425.29998779296875,499.0,235516,2024-05-06
2024-05-13,471.8999938964844,471.8999938964844,494.95001220703125,421.0,439.45001220703125,131006,2024-05-13
2024-05-20,494.20001220703125,494.20001220703125,506.1499938964844,468.0,489.45001220703125,113612,2024-05-20
2024-05-27,537.6500244140625,537.6500244140625,547.0,475.0,493.95001220703125,251886,2024-05-27
2024-06-03,559.0,559.0,562.0,464.0,562.0,373083,2024-06-03
2024-06-10,613.7999877929688,613.7999877929688,640.0,562.0,586.9000244140625,170906,2024-06-10
2024-06-17,700.6500244140625,700.6500244140625,709.7999877929688,610.0,628.7999877929688,196106,2024-06-17
2024-06-24,772.3499755859375,772.3499755859375,780.0,691.0999755859375,720.0,385554,2024-06-24
2024-07-01,769.4500122070312,769.4500122070312,812.2000122070312,741.0499877929688,787.0,253144,2024-07-01
2024-07-08,779.5,779.5,779.5,701.1500244140625,771.0,147174,2024-07-08
2024-07-15,765.8499755859375,765.8499755859375,818.4500122070312,744.0,818.0,146821,2024-07-15
2024-07-22,851.75,851.75,873.9000244140625,727.5999755859375,764.9500122070312,303222,2024-07-22
2024-07-29,1008.9500122070312,1008.9500122070312,1018.0,851.0,875.9000244140625,755548,2024-07-29
2024-08-05,916.25,916.25,1032.0,855.5999755859375,967.0,350301,2024-08-05
2024-08-12,951.6500244140625,951.6500244140625,1010.1500244140625,930.0,950.0,105811,2024-08-12
2024-08-19,1085.6500244140625,1085.6500244140625,1156.6500244140625,954.0,954.0,498239,2024-08-19
2024-08-26,1147.6500244140625,1147.6500244140625,1247.0,1100.0,1120.0,466396,2024-08-26
2024-09-02,1090.5999755859375,1090.5999755859375,1160.0,1065.0,1149.699951171875,248802,2024-09-02
2024-09-09,1103.6500244140625,1103.6500244140625,1114.4000244140625,1030.0999755859375,1068.0,403404,2024-09-09
2024-09-16,1165.449951171875,1165.449951171875,1179.0,1098.0,1128.9000244140625,441723,2024-09-16
2024-09-23,1280.0999755859375,1280.0999755859375,1344.699951171875,1160.0,1160.0,379600,2024-09-23
2024-09-30,1369.8499755859375,1369.8499755859375,1430.0,1250.0,1282.0,388113,2024-09-30
2024-10-07,1441.050048828125,1441.050048828125,1475.0,1246.199951171875,1383.949951171875,300473,2024-10-07
2024-10-14,1319.3499755859375,1319.3499755859375,1484.0,1291.050048828125,1466.0,166506,2024-10-14
2024-10-21,1229.050048828125,1229.050048828125,1320.0,1222.75,1319.3499755859375,351711,2024-10-21
2024-10-28,1139.75,1139.75,1221.3499755859375,1071.0999755859375,1190.0,519017,2024-10-28
2024-11-04,1241.75,1241.75,1270.9000244140625,1082.800048828125,1158.0,287788,2024-11-04
2024-11-11,1151.800048828125,1151.800048828125,1240.0,1086.6500244140625,1239.9000244140625,230609,2024-11-11
2024-11-18,1222.699951171875,1222.699951171875,1269.8499755859375,1094.25,1151.800048828125,193298,2024-11-18
2024-11-25,1325.1500244140625,1325.1500244140625,1375.0,1211.0,1231.0999755859375,171284,2024-11-25
2024-12-02,1386.6500244140625,1386.6500244140625,1397.0,1290.0999755859375,1300.0,191918,2024-12-02
2024-12-09,1460.75,1460.75,1462.300048828125,1320.0,1398.199951171875,300498,2024-12-09
2024-12-16,1542.0,1542.0,1675.449951171875,1440.0,1444.0,344980,2024-12-16
2024-12-23,1626.8499755859375,1626.8499755859375,1673.0,1502.0,1502.0,106841,2024-12-23
2024-12-30,1728.8499755859375,1728.8499755859375,1728.8499755859375,1575.0,1600.050048828125,212232,2024-12-30
2025-01-06,1725.0999755859375,1725.0999755859375,1815.25,1645.5999755859375,1815.25,707096,2025-01-06
2025-01-13,1891.0,1891.0,1919.949951171875,1638.8499755859375,1655.0999755859375,349449,2025-01-13
2025-01-20,1841.050048828125,1841.050048828125,1924.9000244140625,1636.0,1910.0,253609,2025-01-20
2025-01-27,1915.699951171875,1915.699951171875,1933.0999755859375,1713.050048828125,1933.0999755859375,440716,2025-01-27
2025-02-03,1942.0999755859375,1942.0999755859375,2097.0,1860.0,1952.9000244140625,294468,2025-02-03
2025-02-10,1629.300048828125,1629.300048828125,1979.9000244140625,1629.300048828125,1979.9000244140625,313539,2025-02-10
2025-02-17,1585.550048828125,1585.550048828125,1694.0,1390.199951171875,1556.0999755859375,416486,2025-02-17
2025-02-24,1575.8499755859375,1575.8499755859375,1765.3499755859375,1531.0,1550.5,391926,2025-02-24
2025-03-03,1709.699951171875,1709.699951171875,1729.0,1465.050048828125,1599.9000244140625,375834,2025-03-03
2025-03-10,1692.5,1692.5,1749.949951171875,1600.0,1709.699951171875,104529,2025-03-10
2025-03-17,1617.5999755859375,1617.5999755859375,1775.4000244140625,1581.0,1703.0,115745,2025-03-17
2025-03-24,1718.550048828125,1718.550048828125,1783.3499755859375,1601.949951171875,1644.0,277145,2025-03-24
2025-03-31,1804.050048828125,1804.050048828125,1900.3499755859375,1700.0,1718.550048828125,631871,2025-03-31
2025-04-07,1693.1500244140625,1693.1500244140625,1799.5,1629.0,1713.8499755859375,181068,2025-04-07
2025-04-14,1733.5,1733.5,1780.0,1690.0999755859375,1693.1500244140625,167877,2025-04-14
2025-04-21,1838.4000244140625,1838.4000244140625,1974.9000244140625,1734.800048828125,1747.0,226456,2025-04-21
2025-04-28,1674.9000244140625,1674.9000244140625,1820.0,1576.300048828125,1819.800048828125,368767,2025-04-28
2025-05-05,1659.5,1659.5,1735.0,1601.0999755859375,1661.0,147152,2025-05-05
2025-05-12,1844.699951171875,1844.699951171875,1844.699951171875,1620.0999755859375,1734.9000244140625,198617,2025-05-12
2025-05-19,1893.0,1893.0,1934.699951171875,1815.5999755859375,1855.0,177210,2025-05-19
2025-05-26,1860.0999755859375,1860.0999755859375,2070.0,1750.0,1893.0,490541,2025-05-26
2025-06-02,1820.800048828125,1820.800048828125,1895.0,1770.0,1834.199951171875,188698,2025-06-02
2025-06-09,1833.4000244140625,1833.4000244140625,1900.0,1780.0999755859375,1809.9000244140625,139391,2025-06-09
2025-06-16,1836.9000244140625,1836.9000244140625,1920.0,1800.199951171875,1811.300048828125,187563,2025-06-16
2025-06-23,1781.5,1781.5,1950.0,1753.199951171875,1805.0999755859375,207471,2025-06-23
2025-06-30,1923.9000244140625,1923.9000244140625,1923.9000244140625,1787.0999755859375,1787.0999755859375,492735,2025-06-30
2025-07-07,1915.199951171875,1915.199951171875,2014.0,1898.9000244140625,1939.0999755859375,247385,2025-07-07
2025-07-14,1906.0,1906.0,1949.4000244140625,1866.0,1915.300048828125,59724,2025-07-14
