Date,Adj Close_AARTIPHARM.NS,Close_AARTIPHARM.NS,High_AARTIPHARM.NS,Low_AARTIPHARM.NS,Open_AARTIPHARM.NS,Volume_AARTIPHARM.NS,Date
2024-04-29,509.332275390625,511.8999938964844,525.0,505.70001220703125,523.0999755859375,557133,2024-04-29
2024-05-06,499.9297180175781,502.45001220703125,518.7000122070312,487.8500061035156,515.5,589337,2024-05-06
2024-05-13,612.0643920898438,615.1500244140625,624.0499877929688,495.95001220703125,502.3500061035156,11184019,2024-05-13
2024-05-20,594.1048583984375,597.0999755859375,638.75,567.0,614.0,3866313,2024-05-20
2024-05-27,559.1809692382812,562.0,596.3499755859375,550.5499877929688,593.5,782530,2024-05-27
2024-06-03,599.3285522460938,602.3499755859375,608.8499755859375,497.04998779296875,570.0,1302184,2024-06-03
2024-06-10,603.1095581054688,606.1500244140625,624.7999877929688,591.7999877929688,609.9000244140625,674931,2024-06-10
2024-06-17,630.173095703125,633.3499755859375,653.0,606.1500244140625,606.1500244140625,1320196,2024-06-17
2024-06-24,608.03466796875,611.0999755859375,643.0499877929688,605.0,623.8499755859375,573243,2024-06-24
2024-07-01,619.7257080078125,622.8499755859375,662.7999877929688,603.4500122070312,612.0,976422,2024-07-01
2024-07-08,605.44775390625,608.5,645.7000122070312,604.3499755859375,623.0,898816,2024-07-08
2024-07-15,574.8519897460938,577.75,632.9500122070312,575.0,610.9500122070312,937427,2024-07-15
2024-07-22,602.1642456054688,605.2000122070312,606.7000122070312,551.0499877929688,565.0499877929688,708671,2024-07-22
2024-07-29,644.5008544921875,647.75,659.0,594.9000244140625,607.0,1649141,2024-07-29
2024-08-05,592.9794921875,595.0,669.9500122070312,590.0499877929688,641.5,1293137,2024-08-05
2024-08-12,583.7609252929688,585.75,611.9500122070312,558.5,599.9500122070312,723117,2024-08-12
2024-08-19,665.6319580078125,667.9000244140625,688.5499877929688,585.7000122070312,585.75,1413169,2024-08-19
2024-08-26,686.2117919921875,688.5499877929688,721.7000122070312,651.0999755859375,676.0,3720091,2024-08-26
2024-09-02,693.7361450195312,696.0999755859375,715.5,663.0999755859375,686.0999755859375,1487254,2024-09-02
2024-09-09,656.6126708984375,658.8499755859375,700.9500122070312,655.5999755859375,700.0,511358,2024-09-09
2024-09-16,632.2457275390625,634.4000244140625,680.0,629.5,661.0,1183424,2024-09-16
2024-09-23,613.8085327148438,615.9000244140625,650.0,611.5,639.25,857076,2024-09-23
2024-09-30,619.0407104492188,621.1500244140625,643.9000244140625,600.75,615.7999877929688,442350,2024-09-30
2024-10-07,604.4404296875,606.5,624.6500244140625,581.8499755859375,617.0,536037,2024-10-07
2024-10-14,607.779052734375,609.8499755859375,647.5,599.7999877929688,604.0,468677,2024-10-14
2024-10-21,603.34423828125,605.4000244140625,624.0,579.0499877929688,609.8499755859375,1233359,2024-10-21
2024-10-28,640.3181762695312,642.5,649.9000244140625,595.0,609.75,957886,2024-10-28
2024-11-04,656.5130004882812,658.75,697.9000244140625,632.0,647.5999755859375,1317083,2024-11-04
2024-11-11,655.1177368164062,657.3499755859375,665.3499755859375,630.0,652.0999755859375,642330,2024-11-11
2024-11-18,651.1812133789062,653.4000244140625,674.7999877929688,602.5999755859375,659.9000244140625,904224,2024-11-18
2024-11-25,631.7474365234375,633.9000244140625,662.5,618.9500122070312,655.9500122070312,441548,2024-11-25
2024-12-02,629.654541015625,631.7999877929688,672.9000244140625,625.0999755859375,631.8499755859375,864737,2024-12-02
2024-12-09,606.782470703125,608.8499755859375,636.7999877929688,588.75,634.9500122070312,1227747,2024-12-09
2024-12-16,569.0111694335938,570.9500122070312,615.0499877929688,557.0499877929688,610.0,1745797,2024-12-16
2024-12-23,675.1495361328125,677.4500122070312,715.0,559.9000244140625,571.5,8255792,2024-12-23
2024-12-30,668.3726196289062,670.6500244140625,719.7999877929688,666.0,676.0,3400093,2024-12-30
2025-01-06,667.2265014648438,669.5,675.9500122070312,636.5,670.6500244140625,1267206,2025-01-06
2025-01-13,655.4168090820312,657.6500244140625,693.4500122070312,646.7999877929688,669.5,1521826,2025-01-13
2025-01-20,619.190185546875,621.2999877929688,687.5999755859375,617.0,667.0,1307362,2025-01-20
2025-01-27,586.25244140625,588.25,617.9500122070312,568.0999755859375,617.9500122070312,3275268,2025-01-27
2025-02-03,738.334228515625,740.8499755859375,771.0,573.9500122070312,584.7000122070312,16648843,2025-02-03
2025-02-10,716.408935546875,718.8499755859375,753.75,701.0,734.0,4210454,2025-02-10
2025-02-17,764.3499755859375,764.3499755859375,837.25,708.5,718.8499755859375,5767158,2025-02-17
2025-02-24,733.2000122070312,733.2000122070312,793.9000244140625,715.9000244140625,736.7999877929688,2254266,2025-02-24
2025-03-03,739.0,739.0,773.0,685.7000122070312,735.7000122070312,2299401,2025-03-03
2025-03-10,738.9500122070312,738.9500122070312,770.0,712.5999755859375,744.9000244140625,1219380,2025-03-10
2025-03-17,761.0999755859375,761.0999755859375,793.7000122070312,717.5999755859375,744.4500122070312,4326319,2025-03-17
2025-03-24,749.25,749.25,771.9500122070312,710.0,770.0,2672254,2025-03-24
2025-03-31,695.8499755859375,695.8499755859375,820.7999877929688,691.0,749.25,4478718,2025-03-31
2025-04-07,679.4000244140625,679.4000244140625,681.0,574.4500122070312,585.0,3820964,2025-04-07
2025-04-14,733.5999755859375,733.5999755859375,736.6500244140625,679.4000244140625,679.4000244140625,1113030,2025-04-14
2025-04-21,735.1500244140625,735.1500244140625,767.7999877929688,685.4000244140625,733.5999755859375,2349092,2025-04-21
2025-04-28,708.7000122070312,708.7000122070312,748.9500122070312,695.0,727.2000122070312,803631,2025-04-28
2025-05-05,765.4500122070312,765.4500122070312,775.0,687.7000122070312,707.9500122070312,2169369,2025-05-05
2025-05-12,796.5,796.5,831.4000244140625,740.2999877929688,794.5499877929688,3942050,2025-05-12
2025-05-19,866.4000244140625,866.4000244140625,883.7999877929688,790.5499877929688,800.0,3433046,2025-05-19
2025-05-26,911.0,911.0,917.0,864.5999755859375,875.0,1682954,2025-05-26
2025-06-02,909.25,909.25,949.5,886.5499877929688,915.0,1623456,2025-06-02
2025-06-09,885.6500244140625,885.6500244140625,947.0999755859375,881.5,921.8499755859375,1156982,2025-06-09
2025-06-16,853.25,853.25,906.0999755859375,838.6500244140625,890.0,1439076,2025-06-16
2025-06-23,859.5499877929688,859.5499877929688,884.7999877929688,843.7000122070312,849.7999877929688,1349297,2025-06-23
2025-06-30,900.3499755859375,900.3499755859375,928.9000244140625,863.0,863.7999877929688,1733994,2025-06-30
2025-07-07,927.2000122070312,927.2000122070312,932.4000244140625,887.0999755859375,904.0,1590431,2025-07-07
2025-07-14,944.7000122070312,944.7000122070312,962.9000244140625,912.0,927.2000122070312,745380,2025-07-14
