Date,Adj Close_MEDIASSIST.NS,Close_MEDIASSIST.NS,High_MEDIASSIST.NS,Low_MEDIASSIST.NS,Open_MEDIASSIST.NS,Volume_MEDIASSIST.NS,Date
2024-07-01,537.7684326171875,541.0499877929688,575.0,534.8499755859375,555.0,676074,2024-07-01
2024-07-08,549.5962524414062,552.9500122070312,576.9500122070312,511.1499938964844,541.0499877929688,1209088,2024-07-08
2024-07-15,554.6156005859375,558.0,563.4500122070312,522.5499877929688,550.0,613331,2024-07-15
2024-07-22,577.0288696289062,580.5499877929688,584.25,534.0,555.0,529614,2024-07-22
2024-07-29,579.1161499023438,582.6500244140625,621.0,566.0,580.0,1216728,2024-07-29
2024-08-05,526.1890869140625,529.4000244140625,575.0,517.0,570.0,1137958,2024-08-05
2024-08-12,556.4544067382812,559.8499755859375,575.0,524.5499877929688,524.8499755859375,592096,2024-08-12
2024-08-19,566.5428466796875,570.0,578.0,538.25,559.7999877929688,608544,2024-08-19
2024-08-26,586.4712524414062,590.0499877929688,639.0,553.25,580.0,4224224,2024-08-26
2024-09-02,641.0382690429688,644.9500122070312,698.5,601.0,610.9500122070312,6499219,2024-09-02
2024-09-09,655.7000122070312,655.7000122070312,690.75,634.9500122070312,644.9500122070312,6523282,2024-09-09
2024-09-16,683.2999877929688,683.2999877929688,716.1500244140625,641.5499877929688,660.0,2247850,2024-09-16
2024-09-23,640.9000244140625,640.9000244140625,693.8499755859375,618.5499877929688,693.8499755859375,1270216,2024-09-23
2024-09-30,637.5999755859375,637.5999755859375,678.0,625.0,646.0,1275958,2024-09-30
2024-10-07,668.25,668.25,676.9500122070312,617.0,632.0,849055,2024-10-07
2024-10-14,640.6500244140625,640.6500244140625,689.25,626.0499877929688,668.25,695178,2024-10-14
2024-10-21,599.5,599.5,647.4500122070312,591.0499877929688,641.7000122070312,1061924,2024-10-21
2024-10-28,624.2000122070312,624.2000122070312,655.0,577.1500244140625,602.5,1435386,2024-10-28
2024-11-04,619.25,619.25,634.8499755859375,610.25,629.7999877929688,490944,2024-11-04
2024-11-11,589.5999755859375,589.5999755859375,626.0,579.1500244140625,619.0,656752,2024-11-11
2024-11-18,560.7999877929688,560.7999877929688,594.7999877929688,548.25,594.7999877929688,986404,2024-11-18
2024-11-25,595.9500122070312,595.9500122070312,605.2999877929688,562.2999877929688,580.0,1054113,2024-11-25
2024-12-02,601.6500244140625,601.6500244140625,613.4000244140625,579.5,599.9500122070312,1569905,2024-12-02
2024-12-09,620.7999877929688,620.7999877929688,634.5,603.0,610.0,824940,2024-12-09
2024-12-16,594.7000122070312,594.7000122070312,625.0,588.0,625.0,710086,2024-12-16
2024-12-23,583.75,583.75,608.0,561.1500244140625,606.5999755859375,906212,2024-12-23
2024-12-30,608.7000122070312,608.7000122070312,615.0,569.1500244140625,589.0,784334,2024-12-30
2025-01-06,592.0499877929688,592.0499877929688,627.7000122070312,581.3499755859375,609.9000244140625,664971,2025-01-06
2025-01-13,598.0999755859375,598.0999755859375,629.5999755859375,560.2999877929688,592.0,722426,2025-01-13
2025-01-20,570.7000122070312,570.7000122070312,618.0,568.0,607.0499877929688,277663,2025-01-20
2025-01-27,579.2000122070312,579.2000122070312,584.2999877929688,510.20001220703125,570.7000122070312,902515,2025-01-27
2025-02-03,562.0999755859375,562.0999755859375,584.9500122070312,545.0999755859375,566.0,588682,2025-02-03
2025-02-10,490.75,490.75,565.0,467.3999938964844,565.0,2345982,2025-02-10
2025-02-17,484.1499938964844,484.1499938964844,507.04998779296875,444.0,455.0,1151651,2025-02-17
2025-02-24,451.70001220703125,451.70001220703125,483.1499938964844,445.3999938964844,480.0,592547,2025-02-24
2025-03-03,460.04998779296875,460.04998779296875,471.95001220703125,432.0,455.0,998964,2025-03-03
2025-03-10,439.45001220703125,439.45001220703125,467.8500061035156,430.6499938964844,462.04998779296875,609155,2025-03-10
2025-03-17,443.6499938964844,443.6499938964844,452.0,417.54998779296875,442.0,821425,2025-03-17
2025-03-24,455.1000061035156,455.1000061035156,473.6000061035156,440.20001220703125,451.0,1176888,2025-03-24
2025-03-31,468.20001220703125,468.20001220703125,512.9500122070312,448.6499938964844,455.1000061035156,734335,2025-03-31
2025-04-07,455.8999938964844,455.8999938964844,472.0,415.25,415.25,481511,2025-04-07
2025-04-14,449.3500061035156,449.3500061035156,465.0,445.79998779296875,463.95001220703125,418804,2025-04-14
2025-04-21,445.20001220703125,445.20001220703125,465.75,437.25,455.0,2646580,2025-04-21
2025-04-28,441.0,441.0,451.1499938964844,436.6499938964844,439.0,553125,2025-04-28
2025-05-05,442.20001220703125,442.20001220703125,452.6499938964844,420.0,446.1000061035156,571125,2025-05-05
2025-05-12,468.1000061035156,468.1000061035156,496.45001220703125,446.0,446.0,1811336,2025-05-12
2025-05-19,496.8500061035156,496.8500061035156,500.0,463.79998779296875,470.0,1576278,2025-05-19
2025-05-26,495.3500061035156,495.3500061035156,520.5,492.20001220703125,501.0,964606,2025-05-26
2025-06-02,495.3999938964844,495.3999938964844,509.0,490.29998779296875,495.0,1014953,2025-06-02
2025-06-09,491.20001220703125,491.20001220703125,512.0,481.1000061035156,496.95001220703125,397223,2025-06-09
2025-06-16,473.04998779296875,473.04998779296875,505.25,468.29998779296875,494.75,497318,2025-06-16
2025-06-23,500.0,500.0,514.5,468.04998779296875,470.0,956309,2025-06-23
2025-06-30,526.6500244140625,526.6500244140625,536.0499877929688,500.0,506.0,1300628,2025-06-30
2025-07-07,567.5999755859375,567.5999755859375,592.7999877929688,517.7000122070312,531.9000244140625,3040957,2025-07-07
2025-07-14,563.0999755859375,563.0999755859375,576.5,557.0,571.8499755859375,604531,2025-07-14
