Date,Adj Close_DEEDEV.NS,Close_DEEDEV.NS,High_DEEDEV.NS,Low_DEEDEV.NS,Open_DEEDEV.NS,Volume_DEEDEV.NS,Date
2025-03-24,242.05999755859375,242.05999755859375,268.0,236.0,259.3500061035156,739693,2025-03-24
2025-03-31,254.2100067138672,254.2100067138672,267.2900085449219,240.39999389648438,242.05999755859375,391485,2025-03-31
2025-04-07,227.61000061035156,227.61000061035156,242.0,225.0,236.0,501391,2025-04-07
2025-04-14,240.35000610351562,240.35000610351562,241.5500030517578,227.61000061035156,227.61000061035156,252264,2025-04-14
2025-04-21,229.6199951171875,229.6199951171875,249.89999389648438,226.0500030517578,238.85000610351562,310063,2025-04-21
2025-04-28,222.10000610351562,222.10000610351562,236.32000732421875,219.0,229.6199951171875,198527,2025-04-28
2025-05-05,222.85000610351562,222.85000610351562,238.80999755859375,210.0,223.94000244140625,385783,2025-05-05
2025-05-12,238.67999267578125,238.67999267578125,239.69000244140625,226.10000610351562,228.0,251927,2025-05-12
2025-05-19,238.77999877929688,238.77999877929688,252.58999633789062,237.5,243.6999969482422,452219,2025-05-19
2025-05-26,291.75,291.75,316.0,240.77000427246094,241.14999389648438,5325990,2025-05-26
2025-06-02,276.54998779296875,276.54998779296875,300.95001220703125,273.8999938964844,292.70001220703125,641292,2025-06-02
2025-06-09,286.6499938964844,286.6499938964844,303.29998779296875,272.1000061035156,279.70001220703125,822574,2025-06-09
2025-06-16,309.70001220703125,309.70001220703125,314.04998779296875,275.04998779296875,288.0,2046484,2025-06-16
2025-06-23,320.8500061035156,320.8500061035156,329.0,300.1000061035156,303.5,3068057,2025-06-23
2025-06-30,313.04998779296875,313.04998779296875,336.20001220703125,311.0,321.29998779296875,1094486,2025-06-30
2025-07-07,297.54998779296875,297.54998779296875,321.3999938964844,293.20001220703125,313.04998779296875,726576,2025-07-07
2025-07-14,302.3500061035156,302.3500061035156,303.0,292.20001220703125,298.5,166043,2025-07-14
