Date,Adj Close_VOLTAMP.NS,Close_VOLTAMP.NS,High_VOLTAMP.NS,Low_VOLTAMP.NS,Open_VOLTAMP.NS,Volume_VOLTAMP.NS,Date
2021-04-05,1068.1031494140625,1106.8499755859375,1125.0,1048.5999755859375,1081.6500244140625,46142,2021-04-05
2021-04-12,1037.6094970703125,1075.25,1105.25,1026.0999755859375,1097.449951171875,29712,2021-04-12
2021-04-19,1029.6964111328125,1067.050048828125,1084.800048828125,1021.5,1079.949951171875,20695,2021-04-19
2021-04-26,1043.0616455078125,1080.9000244140625,1095.949951171875,1044.0,1067.050048828125,31621,2021-04-26
2021-05-03,1083.9290771484375,1123.25,1125.0,1063.25,1070.0999755859375,65832,2021-05-03
2021-05-10,1116.8353271484375,1157.3499755859375,1197.6500244140625,1135.0,1135.0,102264,2021-05-10
2021-05-17,1126.581787109375,1167.449951171875,1195.0,1143.050048828125,1163.1500244140625,56869,2021-05-17
2021-05-24,1152.78125,1194.5999755859375,1242.800048828125,1172.5,1180.0,119511,2021-05-24
2021-05-31,1165.2298583984375,1207.5,1215.0,1115.199951171875,1197.9000244140625,47060,2021-05-31
2021-06-07,1377.190673828125,1427.1500244140625,1567.5,1230.050048828125,1256.0,789436,2021-06-07
2021-06-14,1323.7298583984375,1371.75,1427.1500244140625,1325.0,1421.800048828125,124593,2021-06-14
2021-06-21,1374.536865234375,1424.4000244140625,1484.8499755859375,1338.1500244140625,1360.0,134625,2021-06-21
2021-06-28,1328.024169921875,1376.199951171875,1463.0,1350.25,1459.0,89522,2021-06-28
2021-07-05,1435.717529296875,1487.800048828125,1509.0,1361.0,1380.0999755859375,219412,2021-07-05
2021-07-12,1518.2244873046875,1573.300048828125,1684.800048828125,1520.0,1520.0,489087,2021-07-12
2021-07-19,1479.47998046875,1533.1500244140625,1581.949951171875,1514.6500244140625,1575.0,54064,2021-07-19
2021-07-26,1501.819580078125,1556.300048828125,1617.550048828125,1486.0,1525.0,89449,2021-07-26
2021-08-02,1538.73046875,1594.550048828125,1687.300048828125,1547.0,1558.0,175898,2021-08-02
2021-08-09,1547.7532958984375,1603.9000244140625,1642.75,1415.050048828125,1619.0,85958,2021-08-09
2021-08-16,1321.992919921875,1369.949951171875,1550.0,1360.0,1550.0,72595,2021-08-16
2021-08-23,1373.861328125,1423.699951171875,1449.9000244140625,1324.1500244140625,1370.5,50815,2021-08-23
2021-08-30,1349.5916748046875,1398.550048828125,1474.0,1380.0,1400.0,97475,2021-08-30
2021-09-06,1356.2984619140625,1405.5,1428.0,1381.5999755859375,1399.0,64981,2021-09-06
2021-09-13,1372.3656005859375,1422.1500244140625,1448.0,1386.0,1405.5,54220,2021-09-13
2021-09-20,1387.17822265625,1437.5,1456.699951171875,1400.0,1420.0,72146,2021-09-20
2021-09-27,1497.03857421875,1524.449951171875,1569.9000244140625,1425.199951171875,1438.0,111137,2021-09-27
2021-10-04,1469.640380859375,1496.550048828125,1560.300048828125,1476.1500244140625,1530.0,33024,2021-10-04
2021-10-11,1451.5711669921875,1478.1500244140625,1525.0,1455.0,1504.050048828125,21705,2021-10-11
2021-10-18,1415.62939453125,1441.550048828125,1498.0,1400.25,1467.0,56485,2021-10-18
2021-10-25,1469.984130859375,1496.9000244140625,1555.0,1390.0,1464.949951171875,92171,2021-10-25
2021-11-01,1568.82421875,1597.550048828125,1658.0,1490.5999755859375,1529.949951171875,178191,2021-11-01
2021-11-08,1830.5323486328125,1864.050048828125,1977.699951171875,1597.550048828125,1600.0,370913,2021-11-08
2021-11-15,1858.961669921875,1893.0,2069.0,1789.4000244140625,1864.050048828125,148251,2021-11-15
2021-11-22,1904.183837890625,1939.050048828125,2010.8499755859375,1822.0999755859375,1902.5,88099,2021-11-22
2021-11-29,2144.82763671875,2184.10009765625,2243.949951171875,1590.0,1885.050048828125,245258,2021-11-29
2021-12-06,2129.55712890625,2168.550048828125,2255.25,2066.0,2145.0,107930,2021-12-06
2021-12-13,2026.05224609375,2063.14990234375,2215.0,2030.0,2185.35009765625,44566,2021-12-13
2021-12-20,1851.8912353515625,1885.800048828125,2065.0,1875.0,2065.0,48543,2021-12-20
2021-12-27,1956.2308349609375,1992.050048828125,2066.0,1881.3499755859375,1885.800048828125,54579,2021-12-27
2022-01-03,2017.6561279296875,2054.60009765625,2148.199951171875,1999.050048828125,2002.050048828125,63560,2022-01-03
2022-01-10,1935.7554931640625,1971.199951171875,2095.0,1945.199951171875,2064.89990234375,38716,2022-01-10
2022-01-17,1964.626953125,2000.5999755859375,2030.0,1910.050048828125,1980.0,36664,2022-01-17
2022-01-24,1969.2425537109375,2005.300048828125,2055.050048828125,1858.949951171875,2010.6500244140625,49193,2022-01-24
2022-01-31,2056.83837890625,2094.5,2159.699951171875,2000.800048828125,2015.3499755859375,76090,2022-01-31
2022-02-07,1952.989990234375,1988.75,2144.85009765625,1981.3499755859375,2110.0,33819,2022-02-07
2022-02-14,1875.754150390625,1910.0999755859375,1950.3499755859375,1861.050048828125,1901.0,29832,2022-02-14
2022-02-21,1846.6864013671875,1880.5,1971.6500244140625,1829.9000244140625,1899.449951171875,39040,2022-02-21
2022-02-28,1835.3441162109375,1868.949951171875,1920.0,1838.25,1889.949951171875,14935,2022-02-28
2022-03-07,1870.9423828125,1905.199951171875,1934.949951171875,1744.9000244140625,1878.300048828125,91624,2022-03-07
2022-03-14,1997.8192138671875,2034.4000244140625,2056.800048828125,1885.0,1914.75,23943,2022-03-14
2022-03-21,1963.9395751953125,1999.9000244140625,2120.39990234375,1960.0999755859375,2039.0,41673,2022-03-21
2022-03-28,1933.1533203125,1968.550048828125,2035.0,1935.0,2009.9000244140625,28167,2022-03-28
2022-04-04,2020.50390625,2057.5,2140.89990234375,1959.949951171875,1978.4000244140625,67932,2022-04-04
2022-04-11,1961.140869140625,1997.050048828125,2117.0,1984.449951171875,2067.800048828125,24099,2022-04-11
2022-04-18,1792.528076171875,1825.3499755859375,2003.1500244140625,1801.0999755859375,1980.0,62899,2022-04-18
2022-04-25,1843.5440673828125,1877.300048828125,1930.0,1801.0,1833.0,74748,2022-04-25
2022-05-02,1817.8642578125,1851.1500244140625,1937.949951171875,1802.25,1875.0,66836,2022-05-02
2022-05-09,1751.037841796875,1783.0999755859375,1950.0,1729.0,1851.1500244140625,96145,2022-05-09
2022-05-16,1835.197021484375,1868.800048828125,1899.9000244140625,1753.449951171875,1781.0999755859375,69713,2022-05-16
2022-05-23,2092.28955078125,2130.60009765625,2199.0,1840.0,1878.1500244140625,215106,2022-05-23
2022-05-30,2299.1025390625,2341.199951171875,2466.0,2121.5,2189.0,256313,2022-05-30
2022-06-06,2439.825927734375,2484.5,2522.0,2269.5,2325.0,135814,2022-06-06
2022-06-13,2433.491943359375,2478.050048828125,2545.0,2351.0,2400.10009765625,335547,2022-06-13
2022-06-20,2545.687744140625,2592.300048828125,2708.89990234375,2305.550048828125,2480.0,379388,2022-06-20
2022-06-27,2909.623779296875,2962.89990234375,2989.85009765625,2620.0,2620.0,566389,2022-06-27
2022-07-04,3190.7265625,3249.14990234375,3285.75,2852.199951171875,2962.0,469866,2022-07-04
2022-07-11,3031.786865234375,3087.300048828125,3319.10009765625,3035.550048828125,3268.800048828125,243871,2022-07-11
2022-07-18,3316.47412109375,3377.199951171875,3470.0,3057.0,3102.0,180367,2022-07-18
2022-07-25,3432.84326171875,3495.699951171875,3549.89990234375,3100.0,3350.0,150451,2022-07-25
2022-08-01,3308.126953125,3368.699951171875,3691.199951171875,3351.0,3494.0,128761,2022-08-01
2022-08-08,3383.030517578125,3410.35009765625,3509.949951171875,3267.64990234375,3368.699951171875,85937,2022-08-08
2022-08-15,2766.50927734375,2788.85009765625,3410.35009765625,2752.10009765625,3410.35009765625,378155,2022-08-15
2022-08-22,2741.65966796875,2763.800048828125,2838.0,2657.64990234375,2784.0,150705,2022-08-22
2022-08-29,2735.658203125,2757.75,2860.0,2682.10009765625,2682.10009765625,63246,2022-08-29
2022-09-05,2452.4453125,2472.25,2789.949951171875,2460.0,2789.949951171875,380103,2022-09-05
2022-09-12,2536.020263671875,2556.5,2625.0,2381.0,2460.199951171875,342345,2022-09-12
2022-09-19,2539.492431640625,2560.0,2608.64990234375,2442.25,2560.0,132371,2022-09-19
2022-09-26,2583.338134765625,2604.199951171875,2649.89990234375,2466.60009765625,2560.0,108287,2022-09-26
2022-10-03,2607.641845703125,2628.699951171875,2680.0,2547.10009765625,2599.0,32891,2022-10-03
2022-10-10,2563.6474609375,2584.35009765625,2669.0,2565.0,2603.0,68379,2022-10-10
2022-10-17,2610.171630859375,2631.25,2660.85009765625,2527.550048828125,2546.5,37535,2022-10-17
2022-10-24,2729.458251953125,2751.5,2860.0,2602.949951171875,2644.0,105881,2022-10-24
2022-10-31,2767.550537109375,2789.89990234375,2872.5,2704.0,2775.0,50647,2022-10-31
2022-11-07,2991.83935546875,3016.0,3044.949951171875,2795.0,2795.0,120497,2022-11-07
2022-11-14,2843.239501953125,2866.199951171875,3048.449951171875,2860.0,3025.0,54668,2022-11-14
2022-11-21,2723.25830078125,2745.25,2880.550048828125,2602.0,2874.39990234375,610638,2022-11-21
2022-11-28,2627.531494140625,2648.75,2859.0,2640.10009765625,2759.0,55390,2022-11-28
2022-12-05,2556.90185546875,2577.550048828125,2683.0,2530.10009765625,2650.25,29936,2022-12-05
2022-12-12,2481.659423828125,2501.699951171875,2649.89990234375,2488.85009765625,2582.0,42547,2022-12-12
2022-12-19,2497.18408203125,2517.35009765625,2575.10009765625,2400.0,2502.0,53049,2022-12-19
2022-12-26,2750.2900390625,2772.5,2788.800048828125,2491.0,2491.0,69157,2022-12-26
2023-01-02,2610.02294921875,2631.10009765625,2769.949951171875,2608.0,2750.0,37636,2023-01-02
2023-01-09,2527.092529296875,2547.5,2680.0,2541.0,2612.0,19745,2023-01-09
2023-01-16,2462.761962890625,2482.64990234375,2560.800048828125,2477.550048828125,2550.949951171875,25576,2023-01-16
2023-01-23,2397.439453125,2416.800048828125,2514.60009765625,2398.5,2495.10009765625,30980,2023-01-23
2023-01-30,2512.361328125,2532.64990234375,2650.0,2387.5,2407.800048828125,60130,2023-01-30
2023-02-06,2925.52490234375,2949.14990234375,3086.35009765625,2689.949951171875,2698.0,286549,2023-02-06
2023-02-13,2962.57568359375,2986.5,3155.0,2875.0,2955.0,77622,2023-02-13
2023-02-20,2703.120849609375,2724.949951171875,2995.10009765625,2713.25,2986.5,44778,2023-02-20
2023-02-27,2755.795654296875,2778.050048828125,2848.0,2665.64990234375,2744.39990234375,39837,2023-02-27
2023-03-06,2708.080810546875,2729.949951171875,2809.949951171875,2721.199951171875,2791.949951171875,15859,2023-03-06
2023-03-13,2713.685791015625,2735.60009765625,2809.949951171875,2636.050048828125,2743.60009765625,50545,2023-03-13
2023-03-20,2678.3212890625,2699.949951171875,2772.0,2581.199951171875,2744.85009765625,48590,2023-03-20
2023-03-27,2670.88134765625,2692.449951171875,2762.39990234375,2578.0,2699.949951171875,43259,2023-03-27
2023-04-03,2792.697509765625,2815.25,2904.449951171875,2705.89990234375,2705.949951171875,45770,2023-04-03
2023-04-10,2765.021240234375,2787.35009765625,2950.0,2775.0,2815.25,67624,2023-04-10
2023-04-17,2767.005126953125,2789.35009765625,2884.0,2751.10009765625,2790.0,60189,2023-04-17
2023-04-24,2963.171142578125,2987.10009765625,3096.89990234375,2750.050048828125,2789.39990234375,134340,2023-04-24
2023-05-01,2974.529296875,2998.550048828125,3069.89990234375,2885.0,2987.10009765625,58034,2023-05-01
2023-05-08,3137.76123046875,3163.10009765625,3254.0,3000.0,3013.550048828125,111962,2023-05-08
2023-05-15,3233.736083984375,3259.85009765625,3334.89990234375,3150.0,3198.699951171875,109811,2023-05-15
2023-05-22,3840.23828125,3871.25,4028.0,3267.199951171875,3276.14990234375,338784,2023-05-22
2023-05-29,4067.056396484375,4099.89990234375,4275.0,3815.60009765625,3881.35009765625,288205,2023-05-29
2023-06-05,4151.77197265625,4185.2998046875,4336.89990234375,4000.0,4100.0498046875,255070,2023-06-05
2023-06-12,4071.421142578125,4104.2998046875,4228.25,4068.39990234375,4199.85009765625,56593,2023-06-12
2023-06-19,3930.310791015625,3962.050048828125,4170.0,3922.35009765625,4120.0,53365,2023-06-19
2023-06-26,4020.333740234375,4052.800048828125,4130.7001953125,3880.0,3960.0,60979,2023-06-26
2023-07-03,4029.212158203125,4061.75,4215.89990234375,3897.0,4079.949951171875,138883,2023-07-03
2023-07-10,4040.173583984375,4072.800048828125,4197.64990234375,3970.0,4069.25,94876,2023-07-10
2023-07-17,4614.63427734375,4651.89990234375,4849.0,4061.0,4061.0,324613,2023-07-17
2023-07-24,4433.05078125,4468.85009765625,4763.35009765625,4316.10009765625,4664.14990234375,125074,2023-07-24
2023-07-31,4589.04150390625,4626.10009765625,4772.0498046875,4432.9501953125,4466.0,120154,2023-07-31
2023-08-07,5284.72314453125,5327.39990234375,5399.0,4502.10009765625,4659.9501953125,388649,2023-08-07
2023-08-14,5088.111328125,5129.2001953125,5484.0498046875,5103.25,5320.0,94910,2023-08-14
2023-08-21,5744.65869140625,5791.0498046875,5973.2998046875,5129.2001953125,5184.9501953125,170938,2023-08-21
2023-08-28,5642.8310546875,5688.39990234375,5935.7001953125,5546.10009765625,5791.0498046875,235430,2023-08-28
2023-09-04,5253.32666015625,5295.75,5714.9501953125,5282.0,5714.9501953125,94921,2023-09-04
2023-09-11,5073.6279296875,5114.60009765625,5349.64990234375,4670.0,5325.0,237177,2023-09-11
2023-09-18,4885.10009765625,4924.5498046875,5172.9501953125,4886.10009765625,5119.0,47906,2023-09-18
2023-09-25,4452.990234375,4488.9501953125,5000.0,4415.0,4949.0,801148,2023-09-25
2023-10-02,4398.876953125,4434.39990234375,4539.0,4212.0498046875,4488.9501953125,204057,2023-10-02
2023-10-09,4512.013671875,4548.4501953125,4610.0,4290.0,4411.5,118171,2023-10-09
2023-10-16,4408.7470703125,4444.35009765625,4600.0,4360.0,4600.0,119158,2023-10-16
2023-10-23,4948.98486328125,4988.9501953125,5020.0,4265.75,4475.0,489711,2023-10-23
2023-10-30,5209.53076171875,5251.60009765625,5300.0498046875,4780.60009765625,5020.0,341558,2023-10-30
2023-11-06,5187.607421875,5229.5,5426.2001953125,5095.5498046875,5261.0,151436,2023-11-06
2023-11-13,5122.63232421875,5164.0,5387.2998046875,5151.0,5244.0,86149,2023-11-13
2023-11-20,5126.947265625,5168.35009765625,5399.0,5015.60009765625,5164.0,123549,2023-11-20
2023-11-27,5682.70947265625,5728.60009765625,5765.2001953125,4951.0,5168.35009765625,239078,2023-11-27
2023-12-04,5720.25634765625,5766.4501953125,6097.75,5625.0,5785.89990234375,176129,2023-12-04
2023-12-11,6431.859375,6483.7998046875,6700.0,5754.5498046875,5794.89990234375,321121,2023-12-11
2023-12-18,6134.80859375,6184.35009765625,6650.75,5750.0,6546.25,130486,2023-12-18
2023-12-25,6468.36474609375,6520.60009765625,6563.75,6060.0498046875,6184.35009765625,98627,2023-12-25
2024-01-01,6527.9833984375,6580.7001953125,6774.89990234375,6313.2001953125,6553.25,187761,2024-01-01
2024-01-08,6669.49072265625,6723.35009765625,6890.0,6508.0498046875,6641.7001953125,109020,2024-01-08
2024-01-15,7525.626953125,7586.39990234375,8112.14990234375,6660.0,6722.0,333285,2024-01-15
2024-01-22,7122.77978515625,7180.2998046875,7739.35009765625,6708.64990234375,7586.39990234375,128832,2024-01-22
2024-01-29,7930.8046875,7994.85009765625,8580.0,7159.75,7194.9501953125,325981,2024-01-29
2024-02-05,7614.6083984375,7676.10009765625,8129.89990234375,7622.0,8074.39990234375,109664,2024-02-05
2024-02-12,7422.4599609375,7482.39990234375,7766.35009765625,7033.0,7676.10009765625,137561,2024-02-12
2024-02-19,8121.5146484375,8187.10009765625,8335.0,7131.0,7550.0,188728,2024-02-19
2024-02-26,8583.7314453125,8653.0498046875,9145.849609375,8247.650390625,8340.0,315005,2024-02-26
2024-03-04,8458.39453125,8526.7001953125,8915.7001953125,8080.0,8890.0498046875,128314,2024-03-04
2024-03-11,8150.33251953125,8216.150390625,8586.7998046875,7199.0498046875,8586.7998046875,371557,2024-03-11
2024-03-18,8946.9990234375,9019.25,9099.0,8080.7001953125,8280.0,128511,2024-03-18
2024-03-25,9593.478515625,9670.9501953125,9998.900390625,8881.599609375,9019.25,136204,2024-03-25
2024-04-01,9792.3720703125,9871.4501953125,10100.0,9602.75,9757.2001953125,137994,2024-04-01
2024-04-08,9894.546875,9974.4501953125,10377.599609375,9901.5,10046.4501953125,72503,2024-04-08
2024-04-15,9995.4814453125,10076.2001953125,10498.900390625,9640.0,9750.0498046875,80989,2024-04-15
2024-04-22,10177.6103515625,10259.7998046875,10659.0,9857.0,10219.7998046875,173343,2024-04-22
2024-04-29,9903.0771484375,9983.0498046875,10988.7998046875,9510.0,10454.9501953125,196172,2024-04-29
2024-05-06,9763.703125,9842.5498046875,10134.150390625,9692.0,9985.0,106898,2024-05-06
2024-05-13,11059.3896484375,11148.7001953125,11241.5498046875,9574.0498046875,9925.0,100286,2024-05-13
2024-05-20,11869.9443359375,11965.7998046875,12500.0,11128.9501953125,11526.0,76776,2024-05-20
2024-05-27,11168.111328125,11258.2998046875,11995.0,10769.7001953125,11995.0,105155,2024-05-27
2024-06-03,10797.7529296875,10884.9501953125,12000.0498046875,9551.0,12000.0,137134,2024-06-03
2024-06-10,11036.7734375,11125.900390625,11200.0,10333.0,11087.0,122468,2024-06-10
2024-06-17,11219.1494140625,11309.75,11999.0,11112.0,11112.0,89379,2024-06-17
2024-06-24,10915.650390625,11003.7998046875,11549.7998046875,10657.2001953125,11349.849609375,104527,2024-06-24
2024-07-01,13113.9482421875,13219.849609375,13468.900390625,11145.7998046875,11347.0,342163,2024-07-01
2024-07-08,11996.32421875,12093.2001953125,13455.2001953125,12046.0498046875,13286.9501953125,123058,2024-07-08
2024-07-15,11144.7998046875,11234.7998046875,12557.2998046875,11175.150390625,12380.0,81419,2024-07-15
2024-07-22,12123.794921875,12221.7001953125,12283.7001953125,11022.0,11199.0,107062,2024-07-22
2024-07-29,13627.0,13627.0,14567.0,12219.5498046875,12450.0,285044,2024-07-29
2024-08-05,13309.650390625,13309.650390625,13739.900390625,12912.0,13300.0,98183,2024-08-05
2024-08-12,13939.9501953125,13939.9501953125,14100.0,12900.099609375,13305.0,79392,2024-08-12
2024-08-19,14457.599609375,14457.599609375,14631.2001953125,13739.099609375,14050.0,107557,2024-08-19
2024-08-26,14104.4501953125,14104.4501953125,14800.0,13960.0,14400.0498046875,141049,2024-08-26
2024-09-02,13779.5498046875,13779.5498046875,14400.0,13697.25,14249.900390625,58759,2024-09-02
2024-09-09,14024.849609375,14024.849609375,14125.0,13430.900390625,13800.0,50833,2024-09-09
2024-09-16,13575.7998046875,13575.7998046875,14259.900390625,13200.0,14159.150390625,100925,2024-09-16
2024-09-23,13290.0,13290.0,14020.0,13210.0,13779.349609375,64340,2024-09-23
2024-09-30,12235.650390625,12235.650390625,13404.9501953125,12121.25,13290.0,88807,2024-09-30
2024-10-07,13599.0,13599.0,13684.7998046875,11396.349609375,12200.0,145601,2024-10-07
2024-10-14,13299.150390625,13299.150390625,14280.0,13221.0,13697.0,119847,2024-10-14
2024-10-21,12220.4501953125,12220.4501953125,13464.25,11679.0,13299.150390625,101612,2024-10-21
2024-10-28,11952.0,11952.0,12099.9501953125,10073.7001953125,12099.9501953125,378061,2024-10-28
2024-11-04,10335.849609375,10335.849609375,12024.9501953125,10256.0498046875,11950.0,287033,2024-11-04
2024-11-11,9232.650390625,9232.650390625,10471.150390625,9171.0,10399.900390625,243868,2024-11-11
2024-11-18,9562.099609375,9562.099609375,10188.9501953125,9187.099609375,9299.9501953125,233744,2024-11-18
2024-11-25,10161.150390625,10161.150390625,10378.349609375,9757.5498046875,9798.9501953125,140028,2024-11-25
2024-12-02,11137.7001953125,11137.7001953125,11384.9501953125,10129.5,10300.0,183285,2024-12-02
2024-12-09,10804.9501953125,10804.9501953125,11547.650390625,10683.349609375,11300.0,176100,2024-12-09
2024-12-16,9870.7998046875,9870.7998046875,10940.0,9825.0,10904.849609375,104336,2024-12-16
2024-12-23,10162.849609375,10162.849609375,10316.9501953125,9879.25,10038.150390625,59231,2024-12-23
2024-12-30,10219.5498046875,10219.5498046875,10565.0,9899.599609375,10200.0,76301,2024-12-30
2025-01-06,8725.5498046875,8725.5498046875,10258.0498046875,8681.0,10219.5498046875,156781,2025-01-06
2025-01-13,8412.150390625,8412.150390625,8806.150390625,8100.0,8665.150390625,237153,2025-01-13
2025-01-20,7633.7001953125,7633.7001953125,8573.0,7595.0,8539.9501953125,183232,2025-01-20
2025-01-27,7973.0498046875,7973.0498046875,8540.0,6880.25,7650.0,529898,2025-01-27
2025-02-03,7416.4501953125,7416.4501953125,8085.64990234375,7305.0498046875,7969.0,214872,2025-02-03
2025-02-10,6673.10009765625,6673.10009765625,7478.5498046875,6573.64990234375,7478.5498046875,181170,2025-02-10
2025-02-17,6820.10009765625,6820.10009765625,7199.89990234375,6051.5,6692.7998046875,636099,2025-02-17
2025-02-24,6278.0,6278.0,7100.0,6183.5,6699.35009765625,275351,2025-02-24
2025-03-03,6920.35009765625,6920.35009765625,7227.0,6051.0,6370.0498046875,396961,2025-03-03
2025-03-10,6431.7001953125,6431.7001953125,6999.0,6400.2001953125,6931.5,169270,2025-03-10
2025-03-17,7219.2001953125,7219.2001953125,7390.0,6371.0498046875,6431.7001953125,258392,2025-03-17
2025-03-24,7136.35009765625,7136.35009765625,7960.0,7052.0,7250.0,414254,2025-03-24
2025-03-31,6765.5,6765.5,7217.7001953125,6690.0,7136.35009765625,155548,2025-03-31
2025-04-07,6977.5,6977.5,7058.9501953125,6099.9501953125,6100.0,210168,2025-04-07
2025-04-14,7268.5,7268.5,7449.0,6977.5,6977.5,127748,2025-04-14
2025-04-21,7296.0,7296.0,7987.0,7250.0,7420.5,323602,2025-04-21
2025-04-28,7389.5,7389.5,7741.0,7100.0,7401.0,178772,2025-04-28
2025-05-05,7494.0,7494.0,8372.0,7322.0,7850.0,561471,2025-05-05
2025-05-12,8579.0,8579.0,8786.5,7825.0,7849.0,341891,2025-05-12
2025-05-19,8409.5,8409.5,8875.0,8296.5,8799.5,179870,2025-05-19
2025-05-26,8286.5,8286.5,8611.5,8244.0,8460.0,122881,2025-05-26
2025-06-02,9156.5,9156.5,9335.0,8200.0,8285.0,523444,2025-06-02
2025-06-09,8775.0,8775.0,9280.0,8333.5,9172.0,161829,2025-06-09
2025-06-16,8521.0,8521.0,8893.5,8436.0,8779.0,148036,2025-06-16
2025-06-23,9286.0,9286.0,9450.0,8423.5,8469.0,231261,2025-06-23
2025-06-30,9348.5,9348.5,9927.5,9320.5,9441.5,238926,2025-06-30
2025-07-07,9646.5,9646.5,10088.0,9310.0,9387.5,210406,2025-07-07
2025-07-14,9745.5,9745.5,9955.5,9530.0,9646.5,66100,2025-07-14
