Date,Adj Close_YUKEN.NS,Close_YUKEN.NS,High_YUKEN.NS,Low_YUKEN.NS,Open_YUKEN.NS,Volume_YUKEN.NS,Date
2022-01-17,592.0833740234375,594.25,611.25,585.75,595.0,11488,2022-01-17
2022-01-24,576.639892578125,578.75,603.5499877929688,566.25,595.0,5455,2022-01-24
2022-01-31,586.8026733398438,588.9500122070312,591.0,571.0,588.0,9524,2022-01-31
2022-02-07,565.381103515625,567.4500122070312,603.25,559.0499877929688,579.0,8655,2022-02-07
2022-02-14,567.423583984375,569.5,603.25,546.2999877929688,561.2999877929688,7727,2022-02-14
2022-02-21,572.2060546875,574.2999877929688,598.7000122070312,481.54998779296875,578.2999877929688,33934,2022-02-21
2022-02-28,550.9339599609375,552.9500122070312,595.0,552.0,567.1500244140625,8812,2022-02-28
2022-03-07,539.426025390625,541.4000244140625,573.7999877929688,517.5999755859375,517.5999755859375,7946,2022-03-07
2022-03-14,542.265625,544.25,555.75,530.25,530.25,6073,2022-03-14
2022-03-21,538.4794921875,540.4500122070312,560.0,532.4500122070312,554.7000122070312,31046,2022-03-21
2022-03-28,544.7067260742188,546.7000122070312,568.7999877929688,532.0,533.0,12988,2022-03-28
2022-04-04,547.3469848632812,549.3499755859375,559.0,535.0,558.7999877929688,13960,2022-04-04
2022-04-11,544.0092163085938,546.0,572.0,539.2999877929688,551.75,5450,2022-04-11
2022-04-18,542.1162109375,544.0999755859375,559.9000244140625,518.4500122070312,551.5999755859375,25154,2022-04-18
2022-04-25,539.5755004882812,541.5499877929688,547.9500122070312,527.2999877929688,540.0,85165,2022-04-25
2022-05-02,522.0396728515625,523.9500122070312,569.0,516.5999755859375,569.0,62597,2022-05-02
2022-05-09,477.3033447265625,479.04998779296875,538.0,472.29998779296875,514.25,16429,2022-05-09
2022-05-16,496.6824645996094,498.5,525.5499877929688,462.5,493.0,140368,2022-05-16
2022-05-23,456.4297790527344,458.1000061035156,521.4500122070312,444.20001220703125,504.79998779296875,62059,2022-05-23
2022-05-30,470.82708740234375,472.54998779296875,499.95001220703125,446.29998779296875,488.0,12028,2022-05-30
2022-06-06,450.30218505859375,451.95001220703125,478.95001220703125,446.20001220703125,478.0,7207,2022-06-06
2022-06-13,401.7299499511719,403.20001220703125,456.8999938964844,391.0,445.25,107310,2022-06-13
2022-06-20,423.400634765625,424.95001220703125,438.95001220703125,401.25,410.0,66707,2022-06-20
2022-06-27,456.37994384765625,458.04998779296875,470.0,426.8999938964844,431.04998779296875,170210,2022-06-27
2022-07-04,443.27789306640625,444.8999938964844,465.0,433.54998779296875,453.79998779296875,22653,2022-07-04
2022-07-11,427.5354919433594,429.1000061035156,453.04998779296875,423.1000061035156,449.75,12313,2022-07-11
2022-07-18,439.34228515625,440.95001220703125,443.95001220703125,423.0,428.5,7112,2022-07-18
2022-07-25,455.7821350097656,457.45001220703125,463.8999938964844,415.0,435.04998779296875,7914,2022-07-25
2022-08-01,449.7541809082031,451.3999938964844,466.54998779296875,419.1499938964844,454.45001220703125,8534,2022-08-01
2022-08-08,437.4990234375,439.1000061035156,451.8999938964844,426.0,451.8999938964844,10811,2022-08-08
2022-08-15,441.5840759277344,443.20001220703125,460.0,431.20001220703125,439.1000061035156,17445,2022-08-15
2022-08-22,526.8221435546875,528.75,560.0,435.95001220703125,438.70001220703125,130196,2022-08-22
2022-08-29,556.4636840820312,558.5,565.0,522.0,528.0,67261,2022-08-29
2022-09-05,599.1574096679688,601.3499755859375,620.0,542.0499877929688,560.0,171875,2022-09-05
2022-09-12,587.0457153320312,588.3499755859375,610.0,563.0499877929688,605.0,48569,2022-09-12
2022-09-19,545.4381713867188,546.6500244140625,591.9500122070312,530.25,588.3499755859375,34290,2022-09-19
2022-09-26,545.6876831054688,546.9000244140625,557.4000244140625,503.04998779296875,538.5499877929688,37259,2022-09-26
2022-10-03,521.7408447265625,522.9000244140625,559.9500122070312,505.29998779296875,549.9000244140625,23548,2022-10-03
2022-10-10,510.0168762207031,511.1499938964844,530.6500244140625,501.1000061035156,530.6500244140625,16607,2022-10-10
2022-10-17,512.5113525390625,513.6500244140625,529.8499755859375,500.0,509.0,19219,2022-10-17
2022-10-24,519.8450927734375,521.0,539.9500122070312,509.0,515.0,16752,2022-10-24
2022-10-31,528.8749389648438,530.0499877929688,559.0,518.0,523.9500122070312,103838,2022-10-31
2022-11-07,471.45257568359375,472.5,542.2999877929688,462.54998779296875,527.25,97208,2022-11-07
2022-11-14,480.9315185546875,482.0,533.9000244140625,462.20001220703125,479.54998779296875,75959,2022-11-14
2022-11-21,498.59228515625,499.70001220703125,564.0,462.5,485.3500061035156,253912,2022-11-21
2022-11-28,498.99139404296875,500.1000061035156,514.0,487.75,507.75,34889,2022-11-28
2022-12-05,495.9481506347656,497.04998779296875,516.0,482.0,500.25,35376,2022-12-05
2022-12-12,502.333984375,503.45001220703125,569.0,486.70001220703125,504.45001220703125,92477,2022-12-12
2022-12-19,458.082275390625,459.1000061035156,512.9500122070312,450.54998779296875,504.5,29793,2022-12-19
2022-12-26,516.203125,517.3499755859375,540.0,456.04998779296875,467.04998779296875,74327,2022-12-26
2023-01-02,532.06787109375,533.25,569.0,503.04998779296875,509.6499938964844,55432,2023-01-02
2023-01-09,534.1632080078125,535.3499755859375,546.9500122070312,512.2000122070312,539.0,22067,2023-01-09
2023-01-16,539.102294921875,540.2999877929688,548.7999877929688,493.6499938964844,534.75,21521,2023-01-16
2023-01-23,543.0933837890625,544.2999877929688,555.7999877929688,526.0,536.0999755859375,17979,2023-01-23
2023-01-30,543.0435180664062,544.25,585.0,525.0,537.25,76623,2023-01-30
2023-02-06,558.0601806640625,559.2999877929688,570.0,538.0,538.0,15127,2023-02-06
2023-02-13,537.4559326171875,538.6500244140625,559.9500122070312,511.29998779296875,555.0499877929688,51091,2023-02-13
2023-02-20,537.80517578125,539.0,546.0,490.0,546.0,9885,2023-02-20
2023-02-27,526.0811767578125,527.25,546.0,509.54998779296875,539.0,23661,2023-02-27
2023-03-06,522.4892578125,523.6500244140625,544.0,515.0,527.9500122070312,10216,2023-03-06
2023-03-13,509.6177673339844,510.75,535.0,462.1000061035156,523.6500244140625,132653,2023-03-13
2023-03-20,496.447021484375,497.54998779296875,523.0,493.54998779296875,510.75,19530,2023-03-20
2023-03-27,500.6377258300781,501.75,513.9500122070312,471.0,492.0,19713,2023-03-27
2023-04-03,517.7996215820312,518.9500122070312,520.0,495.0,495.0,39722,2023-04-03
2023-04-10,534.36279296875,535.5499877929688,541.5499877929688,511.25,517.7000122070312,31137,2023-04-10
2023-04-17,529.4237670898438,530.5999755859375,544.9000244140625,524.0499877929688,531.7999877929688,16473,2023-04-17
2023-04-24,544.6898803710938,545.9000244140625,556.0,523.0,530.5499877929688,39638,2023-04-24
2023-05-01,600.5158081054688,601.8499755859375,607.9000244140625,540.0,545.9000244140625,54222,2023-05-01
2023-05-08,619.5236206054688,620.9000244140625,667.0499877929688,598.0499877929688,620.0,227758,2023-05-08
2023-05-15,587.5446166992188,588.8499755859375,640.0,585.0499877929688,621.9000244140625,52900,2023-05-15
2023-05-22,597.8218383789062,599.1500244140625,605.9500122070312,575.0,589.0499877929688,41740,2023-05-22
2023-05-29,615.5823974609375,616.9500122070312,620.0,572.6500244140625,595.0,154181,2023-05-29
2023-06-05,608.6477661132812,610.0,632.7000122070312,594.4500122070312,620.25,39339,2023-06-05
2023-06-12,610.2941284179688,611.6500244140625,630.0,601.0,609.0,19931,2023-06-12
2023-06-19,612.8384399414062,614.2000122070312,617.9000244140625,596.0499877929688,617.0,21916,2023-06-19
2023-06-26,649.1078491210938,650.5499877929688,668.7999877929688,616.0,625.0,109059,2023-06-26
2023-07-03,635.438232421875,636.8499755859375,658.5499877929688,629.0,655.8499755859375,30922,2023-07-03
2023-07-10,629.0025634765625,630.4000244140625,654.9500122070312,621.7000122070312,636.8499755859375,37834,2023-07-10
2023-07-17,625.959228515625,627.3499755859375,639.7999877929688,613.0,632.1500244140625,95048,2023-07-17
2023-07-24,637.6333618164062,639.0499877929688,646.9000244140625,618.0499877929688,632.0,27224,2023-07-24
2023-07-31,622.9659423828125,624.3499755859375,654.7999877929688,619.4000244140625,645.0,30405,2023-07-31
2023-08-07,624.7620239257812,626.1500244140625,650.0,616.5,634.9500122070312,56848,2023-08-07
2023-08-14,609.595703125,610.9500122070312,640.4500122070312,604.4500122070312,624.0999755859375,18908,2023-08-14
2023-08-21,760.9594116210938,762.6500244140625,784.5499877929688,603.0,612.4500122070312,670641,2023-08-21
2023-08-28,750.482666015625,752.1500244140625,790.2000122070312,743.5499877929688,783.9500122070312,98120,2023-08-28
2023-09-04,750.8817749023438,752.5499877929688,800.2999877929688,706.0,790.0,180251,2023-09-04
2023-09-11,731.1740112304688,732.0,759.5,698.0999755859375,755.7999877929688,82755,2023-09-11
2023-09-18,709.3486938476562,710.1500244140625,743.0,703.5,743.0,25829,2023-09-18
2023-09-25,736.4180908203125,737.25,764.7000122070312,705.1500244140625,719.7999877929688,53162,2023-09-25
2023-10-02,708.3997192382812,709.2000122070312,740.0,705.0,737.25,34618,2023-10-02
2023-10-09,718.4383544921875,719.25,737.0,702.7000122070312,705.2000122070312,40675,2023-10-09
2023-10-16,763.7871704101562,764.6500244140625,822.0999755859375,719.4000244140625,719.6500244140625,231193,2023-10-16
2023-10-23,693.5664672851562,694.3499755859375,767.2000122070312,663.0499877929688,751.0,127008,2023-10-23
2023-10-30,684.326904296875,685.0999755859375,705.7999877929688,672.0,699.75,83004,2023-10-30
2023-11-06,691.4688110351562,692.25,700.0,672.0,687.1500244140625,35268,2023-11-06
2023-11-13,679.0828247070312,679.8499755859375,710.7999877929688,674.0,708.7000122070312,30972,2023-11-13
2023-11-20,680.1316528320312,680.9000244140625,707.7000122070312,677.0,689.0,33520,2023-11-20
2023-11-27,685.6754150390625,686.4500122070312,699.0,680.0,680.9000244140625,19171,2023-11-27
2023-12-04,684.8763427734375,685.6500244140625,704.7999877929688,676.9500122070312,694.0,21320,2023-12-04
2023-12-11,688.6220703125,689.4000244140625,698.75,655.5999755859375,692.4500122070312,36025,2023-12-11
2023-12-18,651.763671875,652.5,693.0,647.0499877929688,691.0,37440,2023-12-18
2023-12-25,714.2930297851562,715.0999755859375,721.5,652.5,652.5,57162,2023-12-25
2024-01-01,747.3057861328125,748.1500244140625,780.5999755859375,681.2000122070312,719.5499877929688,174772,2024-01-01
2024-01-08,740.2137451171875,741.0499877929688,765.5499877929688,725.6500244140625,751.9000244140625,39989,2024-01-08
2024-01-15,737.017333984375,737.8499755859375,747.0,695.0999755859375,741.0499877929688,22409,2024-01-15
2024-01-22,692.8673095703125,693.6500244140625,739.4500122070312,685.5,737.8499755859375,21787,2024-01-22
2024-01-29,695.3644409179688,696.1500244140625,722.9000244140625,666.0,688.0,33120,2024-01-29
2024-02-05,688.9716796875,689.75,708.0,633.5499877929688,690.5,30980,2024-02-05
2024-02-12,738.4158325195312,739.25,801.9000244140625,629.5499877929688,690.0499877929688,134403,2024-02-12
2024-02-19,735.3692626953125,736.2000122070312,759.4000244140625,710.1500244140625,741.0,68573,2024-02-19
2024-02-26,834.70703125,835.6500244140625,866.0,724.0499877929688,739.9000244140625,561216,2024-02-26
2024-03-04,758.8927001953125,759.75,844.0,751.0499877929688,842.8499755859375,113077,2024-03-04
2024-03-11,726.4293212890625,727.25,764.5999755859375,702.7000122070312,763.5,101934,2024-03-11
2024-03-18,748.5543823242188,749.4000244140625,757.0499877929688,720.0999755859375,727.25,45959,2024-03-18
2024-03-25,814.0303955078125,814.9500122070312,844.9000244140625,742.4000244140625,749.4000244140625,85024,2024-03-25
2024-04-01,848.6912231445312,849.6500244140625,884.0,798.0,819.0,100577,2024-04-01
2024-04-08,924.855224609375,925.9000244140625,945.0,821.1500244140625,849.6500244140625,209640,2024-04-08
2024-04-15,1060.4019775390625,1061.5999755859375,1082.0,893.0,893.0,371565,2024-04-15
2024-04-22,1273.211669921875,1274.6500244140625,1343.0,1010.0499877929688,1122.0,893964,2024-04-22
2024-04-29,1351.872802734375,1353.4000244140625,1479.699951171875,1265.050048828125,1279.0,470749,2024-04-29
2024-05-06,1223.367919921875,1224.75,1395.949951171875,1205.0,1359.949951171875,136501,2024-05-06
2024-05-13,1302.029052734375,1303.5,1304.8499755859375,1170.0,1229.050048828125,199376,2024-05-13
2024-05-20,1207.2861328125,1208.6500244140625,1424.0,1201.0,1242.75,396822,2024-05-20
2024-05-27,1161.7376708984375,1163.050048828125,1255.0,1131.300048828125,1208.0,170200,2024-05-27
2024-06-03,1310.619384765625,1312.0999755859375,1332.0,995.0499877929688,1207.5,577662,2024-06-03
2024-06-10,1290.5421142578125,1292.0,1377.5,1255.0999755859375,1322.4000244140625,286952,2024-06-10
2024-06-17,1260.1763916015625,1261.5999755859375,1314.9000244140625,1233.050048828125,1292.0,94176,2024-06-17
2024-06-24,1236.3033447265625,1237.699951171875,1294.199951171875,1190.0,1268.199951171875,153568,2024-06-24
2024-07-01,1252.534912109375,1253.949951171875,1265.4000244140625,1120.0,1236.5,211098,2024-07-01
2024-07-08,1491.56494140625,1493.25,1569.9000244140625,1232.0,1266.0,972514,2024-07-08
2024-07-15,1335.3914794921875,1336.9000244140625,1533.8499755859375,1335.4000244140625,1519.0,119255,2024-07-15
2024-07-22,1325.6524658203125,1327.1500244140625,1407.0999755859375,1236.4000244140625,1343.0,105990,2024-07-22
2024-07-29,1241.447509765625,1242.8499755859375,1364.75,1216.0,1339.9000244140625,87283,2024-07-29
2024-08-05,1271.2138671875,1272.6500244140625,1309.699951171875,1175.050048828125,1211.0,97553,2024-08-05
2024-08-12,1254.4827880859375,1255.9000244140625,1303.0,1226.5999755859375,1231.0,48102,2024-08-12
2024-08-19,1282.80078125,1284.25,1319.4000244140625,1250.0999755859375,1275.0,76595,2024-08-19
2024-08-26,1275.2093505859375,1276.6500244140625,1359.449951171875,1258.199951171875,1314.0,100448,2024-08-26
2024-09-02,1232.699951171875,1232.699951171875,1304.949951171875,1204.3499755859375,1298.0,48478,2024-09-02
2024-09-09,1243.8499755859375,1243.8499755859375,1296.699951171875,1212.0999755859375,1227.0,41580,2024-09-09
2024-09-16,1211.0999755859375,1211.0999755859375,1306.0,1176.050048828125,1255.0,87343,2024-09-16
2024-09-23,1159.3499755859375,1159.3499755859375,1229.0,1150.0,1220.0,74975,2024-09-23
2024-09-30,1153.300048828125,1153.300048828125,1217.300048828125,1135.050048828125,1170.0,56188,2024-09-30
2024-10-07,1202.1500244140625,1202.1500244140625,1207.8499755859375,1100.0,1132.300048828125,29922,2024-10-07
2024-10-14,1222.050048828125,1222.050048828125,1232.949951171875,1175.0,1218.5999755859375,29329,2024-10-14
2024-10-21,1088.1500244140625,1088.1500244140625,1240.0,1072.800048828125,1238.9000244140625,27876,2024-10-21
2024-10-28,1195.449951171875,1195.449951171875,1218.050048828125,1059.9000244140625,1062.050048828125,25628,2024-10-28
2024-11-04,1152.300048828125,1152.300048828125,1224.9000244140625,1142.3499755859375,1199.0,26934,2024-11-04
2024-11-11,1128.5,1128.5,1177.4000244140625,1040.0,1141.0,30940,2024-11-11
2024-11-18,1068.5,1068.5,1145.0,1029.5999755859375,1143.949951171875,21741,2024-11-18
2024-11-25,1052.949951171875,1052.949951171875,1102.0,1038.550048828125,1081.0,34474,2024-11-25
2024-12-02,1154.1500244140625,1154.1500244140625,1180.0,1053.0,1068.0,32577,2024-12-02
2024-12-09,1111.9000244140625,1111.9000244140625,1200.0,1100.0,1150.3499755859375,31911,2024-12-09
2024-12-16,1047.0,1047.0,1148.0,1040.0,1102.0,32524,2024-12-16
2024-12-23,986.7000122070312,986.7000122070312,1080.0,954.4000244140625,1080.0,59963,2024-12-23
2024-12-30,1086.4000244140625,1086.4000244140625,1110.0,964.0,983.9000244140625,42120,2024-12-30
2025-01-06,1067.550048828125,1067.550048828125,1149.699951171875,968.0999755859375,1102.699951171875,161697,2025-01-06
2025-01-13,996.9500122070312,996.9500122070312,1085.449951171875,980.2999877929688,1068.0,48936,2025-01-13
2025-01-20,967.6500244140625,967.6500244140625,1015.0,937.2999877929688,1015.0,47244,2025-01-20
2025-01-27,884.25,884.25,1000.0499877929688,811.0,967.0,98288,2025-01-27
2025-02-03,889.3499755859375,889.3499755859375,925.0,854.0,890.0,47449,2025-02-03
2025-02-10,765.2999877929688,765.2999877929688,898.0999755859375,747.0,898.0999755859375,128151,2025-02-10
2025-02-17,791.1500244140625,791.1500244140625,825.0499877929688,730.0,735.0,54538,2025-02-17
2025-02-24,770.2000122070312,770.2000122070312,808.7999877929688,750.2000122070312,799.0499877929688,63834,2025-02-24
2025-03-03,818.0499877929688,818.0499877929688,871.4500122070312,712.7000122070312,770.2000122070312,97972,2025-03-03
2025-03-10,789.0499877929688,789.0499877929688,833.9000244140625,756.0,825.0,76621,2025-03-10
2025-03-17,818.5499877929688,818.5499877929688,824.7000122070312,755.5499877929688,789.0499877929688,66060,2025-03-17
2025-03-24,799.2999877929688,799.2999877929688,856.5,769.4500122070312,818.5999755859375,127659,2025-03-24
2025-03-31,787.7999877929688,787.7999877929688,838.0,783.0,799.2999877929688,30878,2025-03-31
2025-04-07,793.8499755859375,793.8499755859375,803.9500122070312,735.0,760.0,30969,2025-04-07
2025-04-14,807.5499877929688,807.5499877929688,820.7999877929688,794.5499877929688,795.0499877929688,16534,2025-04-14
2025-04-21,830.5999755859375,830.5999755859375,904.9500122070312,799.25,819.5499877929688,37994,2025-04-21
2025-04-28,810.0,810.0,838.0,804.5499877929688,820.0,28510,2025-04-28
2025-05-05,788.9500122070312,788.9500122070312,826.5499877929688,756.0499877929688,818.3499755859375,34717,2025-05-05
2025-05-12,963.1500244140625,963.1500244140625,973.0,802.0,814.0,57353,2025-05-12
2025-05-19,1103.949951171875,1103.949951171875,1122.25,945.0,972.3499755859375,112529,2025-05-19
2025-05-26,1037.800048828125,1037.800048828125,1102.449951171875,1023.5999755859375,1095.0,56652,2025-05-26
2025-06-02,1064.699951171875,1064.699951171875,1131.0,1025.699951171875,1048.199951171875,60421,2025-06-02
2025-06-09,1062.699951171875,1062.699951171875,1108.9000244140625,1035.199951171875,1071.199951171875,47317,2025-06-09
2025-06-16,1158.0,1158.0,1204.4000244140625,1033.5,1060.0,349752,2025-06-16
2025-06-23,1182.199951171875,1182.199951171875,1193.300048828125,1125.800048828125,1159.0,43061,2025-06-23
2025-06-30,1098.300048828125,1098.300048828125,1187.9000244140625,1091.699951171875,1178.199951171875,64368,2025-06-30
2025-07-07,1122.9000244140625,1122.9000244140625,1168.199951171875,1048.0,1090.0,85604,2025-07-07
2025-07-14,1088.0999755859375,1088.0999755859375,1128.800048828125,1082.4000244140625,1122.9000244140625,9766,2025-07-14
