Date,Adj Close_KITEX.NS,Close_KITEX.NS,High_KITEX.NS,Low_KITEX.NS,Open_KITEX.NS,Volume_KITEX.NS,Date
2025-04-07,218.35000610351562,218.35000610351562,218.35000610351562,189.24000549316406,189.24000549316406,3144192,2025-04-07
2025-04-14,252.75,252.75,252.75,218.35000610351562,218.35000610351562,1780543,2025-04-14
2025-04-21,232.6199951171875,232.6199951171875,276.29998779296875,231.16000366210938,255.0,3001479,2025-04-21
2025-04-28,242.0,242.0,256.4599914550781,225.0,232.0,2049816,2025-04-28
2025-05-05,254.16000366210938,254.16000366210938,256.0,229.5800018310547,246.0,2556781,2025-05-05
2025-05-12,276.0799865722656,276.0799865722656,276.0799865722656,241.39999389648438,266.8599853515625,8704896,2025-05-12
2025-05-19,293.5299987792969,293.5299987792969,324.4200134277344,281.75,283.79998779296875,10989432,2025-05-19
2025-05-26,297.9599914550781,297.9599914550781,303.0,276.25,280.0,3929367,2025-05-26
2025-06-02,281.1000061035156,281.1000061035156,299.70001220703125,274.1000061035156,291.0,1799413,2025-06-02
2025-06-09,264.95001220703125,264.95001220703125,290.75,262.6000061035156,289.54998779296875,1643444,2025-06-09
2025-06-16,256.6499938964844,256.6499938964844,267.20001220703125,250.6999969482422,258.0,1243167,2025-06-16
2025-06-23,280.54998779296875,280.54998779296875,291.25,247.0,252.10000610351562,3158933,2025-06-23
2025-06-30,280.6000061035156,280.6000061035156,287.25,270.54998779296875,287.25,2406457,2025-06-30
2025-07-07,285.5,285.5,303.95001220703125,278.6499938964844,280.79998779296875,5991970,2025-07-07
2025-07-14,282.54998779296875,282.54998779296875,285.5,272.6499938964844,285.5,801679,2025-07-14
