Date,Adj Close_DEVYANI.NS,Close_DEVYANI.NS,High_DEVYANI.NS,Low_DEVYANI.NS,Open_DEVYANI.NS,Volume_DEVYANI.NS,Date
2022-05-23,157.25,157.25,158.60000610351562,144.14999389648438,153.4499969482422,7333681,2022-05-23
2022-05-30,162.89999389648438,162.89999389648438,173.9499969482422,156.4499969482422,157.25,10230862,2022-05-30
2022-06-06,162.8000030517578,162.8000030517578,167.10000610351562,155.0,162.75,6187746,2022-06-06
2022-06-13,146.4499969482422,146.4499969482422,159.39999389648438,142.5,158.25,5037167,2022-06-13
2022-06-20,152.60000610351562,152.60000610351562,153.6999969482422,141.0500030517578,147.1999969482422,5641813,2022-06-20
2022-06-27,158.10000610351562,158.10000610351562,159.6999969482422,148.0,153.89999389648438,6219306,2022-06-27
2022-07-04,167.5500030517578,167.5500030517578,168.39999389648438,156.10000610351562,158.89999389648438,8649155,2022-07-04
2022-07-11,164.75,164.75,170.85000610351562,160.0500030517578,166.9499969482422,4007240,2022-07-11
2022-07-18,166.3000030517578,166.3000030517578,170.8000030517578,164.25,166.10000610351562,5333474,2022-07-18
2022-07-25,178.9499969482422,178.9499969482422,181.89999389648438,154.4499969482422,167.4499969482422,15719732,2022-07-25
2022-08-01,187.3000030517578,187.3000030517578,195.35000610351562,176.0,179.0,40571485,2022-08-01
2022-08-08,202.25,202.25,206.89999389648438,182.6999969482422,187.89999389648438,32907442,2022-08-08
2022-08-15,198.35000610351562,198.35000610351562,215.0,197.5,202.25,28859618,2022-08-15
2022-08-22,185.25,185.25,203.85000610351562,182.3000030517578,198.35000610351562,40607328,2022-08-22
2022-08-29,182.0,182.0,184.5,177.0,180.5,15494176,2022-08-29
2022-09-05,192.8000030517578,192.8000030517578,195.8000030517578,182.14999389648438,183.0500030517578,23707686,2022-09-05
2022-09-12,193.14999389648438,193.14999389648438,196.75,187.89999389648438,194.0,24450049,2022-09-12
2022-09-19,190.85000610351562,190.85000610351562,201.89999389648438,185.25,194.0,23765051,2022-09-19
2022-09-26,194.6999969482422,194.6999969482422,195.0,179.25,188.0,12438629,2022-09-26
2022-10-03,197.5500030517578,197.5500030517578,201.89999389648438,191.14999389648438,194.5,13490456,2022-10-03
2022-10-10,186.89999389648438,186.89999389648438,198.3000030517578,186.0500030517578,194.8000030517578,9228096,2022-10-10
2022-10-17,191.8000030517578,191.8000030517578,195.89999389648438,183.5,186.0,6813704,2022-10-17
2022-10-24,192.4499969482422,192.4499969482422,200.75,192.0,193.8000030517578,5545001,2022-10-24
2022-10-31,187.75,187.75,200.89999389648438,182.5500030517578,193.0,21711380,2022-10-31
2022-11-07,181.4499969482422,181.4499969482422,190.60000610351562,173.10000610351562,189.1999969482422,14988476,2022-11-07
2022-11-14,181.89999389648438,181.89999389648438,185.8000030517578,173.10000610351562,181.6999969482422,13577127,2022-11-14
2022-11-21,189.9499969482422,189.9499969482422,191.0500030517578,180.5,181.0,9242940,2022-11-21
2022-11-28,188.0,188.0,190.35000610351562,184.64999389648438,190.0500030517578,6934573,2022-11-28
2022-12-05,188.3000030517578,188.3000030517578,194.0,187.0,189.60000610351562,7877559,2022-12-05
2022-12-12,188.60000610351562,188.60000610351562,195.39999389648438,183.39999389648438,188.64999389648438,21472790,2022-12-12
2022-12-19,171.1999969482422,171.1999969482422,189.64999389648438,166.3000030517578,188.3000030517578,8906179,2022-12-19
2022-12-26,180.75,180.75,187.0,168.4499969482422,170.10000610351562,6064969,2022-12-26
2023-01-02,171.39999389648438,171.39999389648438,182.0,169.6999969482422,181.0,6523745,2023-01-02
2023-01-09,162.39999389648438,162.39999389648438,173.35000610351562,161.60000610351562,172.3000030517578,7185840,2023-01-09
2023-01-16,161.64999389648438,161.64999389648438,166.5,156.10000610351562,164.10000610351562,9644985,2023-01-16
2023-01-23,152.85000610351562,152.85000610351562,162.64999389648438,152.3000030517578,162.5,2851478,2023-01-23
2023-01-30,151.60000610351562,151.60000610351562,159.89999389648438,148.0500030517578,152.85000610351562,7994317,2023-01-30
2023-02-06,157.89999389648438,157.89999389648438,163.89999389648438,151.60000610351562,151.64999389648438,9310775,2023-02-06
2023-02-13,153.4499969482422,153.4499969482422,159.0,151.1999969482422,158.8000030517578,4752087,2023-02-13
2023-02-20,148.85000610351562,148.85000610351562,156.89999389648438,148.0,155.0,3635862,2023-02-20
2023-02-27,152.0500030517578,152.0500030517578,155.0,146.64999389648438,148.9499969482422,5265793,2023-02-27
2023-03-06,149.25,149.25,154.8000030517578,148.35000610351562,153.0,4686155,2023-03-06
2023-03-13,144.4499969482422,144.4499969482422,149.85000610351562,142.3000030517578,149.25,4493407,2023-03-13
2023-03-20,138.0500030517578,138.0500030517578,148.25,136.1999969482422,146.0,54315692,2023-03-20
2023-03-27,144.64999389648438,144.64999389648438,146.4499969482422,133.9499969482422,138.0500030517578,9644124,2023-03-27
2023-04-03,145.1999969482422,145.1999969482422,148.3000030517578,144.10000610351562,144.8000030517578,3721809,2023-04-03
2023-04-10,156.1999969482422,156.1999969482422,157.0,144.64999389648438,145.5500030517578,9181389,2023-04-10
2023-04-17,160.0500030517578,160.0500030517578,163.6999969482422,155.8000030517578,156.5,11571793,2023-04-17
2023-04-24,161.39999389648438,161.39999389648438,162.8000030517578,157.0,160.1999969482422,3984917,2023-04-24
2023-05-01,177.3000030517578,177.3000030517578,177.89999389648438,161.39999389648438,161.39999389648438,14537072,2023-05-01
2023-05-08,176.4499969482422,176.4499969482422,179.8000030517578,173.75,177.8000030517578,6271205,2023-05-08
2023-05-15,182.9499969482422,182.9499969482422,187.60000610351562,166.1999969482422,177.10000610351562,21917686,2023-05-15
2023-05-22,187.10000610351562,187.10000610351562,190.89999389648438,175.1999969482422,181.0,7653221,2023-05-22
2023-05-29,185.60000610351562,185.60000610351562,190.89999389648438,177.6999969482422,190.10000610351562,11111197,2023-05-29
2023-06-05,180.75,180.75,186.5,178.25,186.5,6762166,2023-06-05
2023-06-12,192.1999969482422,192.1999969482422,199.3000030517578,175.89999389648438,181.5500030517578,14353774,2023-06-12
2023-06-19,188.75,188.75,197.0,186.0,193.0,6863327,2023-06-19
2023-06-26,188.35000610351562,188.35000610351562,195.8000030517578,184.39999389648438,188.5,6247888,2023-06-26
2023-07-03,191.4499969482422,191.4499969482422,197.0,186.10000610351562,189.0,6439883,2023-07-03
2023-07-10,193.75,193.75,198.0,187.6999969482422,191.4499969482422,10032700,2023-07-10
2023-07-17,198.0500030517578,198.0500030517578,201.75,191.1999969482422,194.0,13256997,2023-07-17
2023-07-24,196.89999389648438,196.89999389648438,204.8000030517578,193.14999389648438,198.89999389648438,12419570,2023-07-24
2023-07-31,188.85000610351562,188.85000610351562,198.0,185.10000610351562,196.1999969482422,8838005,2023-07-31
2023-08-07,198.35000610351562,198.35000610351562,202.5,184.1999969482422,188.5,10576534,2023-08-07
2023-08-14,197.85000610351562,197.85000610351562,201.0,193.75,198.25,4376460,2023-08-14
2023-08-21,191.35000610351562,191.35000610351562,198.3000030517578,190.5,197.0,3404745,2023-08-21
2023-08-28,197.0500030517578,197.0500030517578,199.0,188.5,191.35000610351562,6123065,2023-08-28
2023-09-04,222.4499969482422,222.4499969482422,226.1999969482422,197.64999389648438,199.75,35734651,2023-09-04
2023-09-11,211.4499969482422,211.4499969482422,227.5,205.5500030517578,225.5,16099061,2023-09-11
2023-09-18,208.6999969482422,208.6999969482422,212.6999969482422,205.0,211.4499969482422,3015382,2023-09-18
2023-09-25,214.35000610351562,214.35000610351562,215.89999389648438,205.25,208.6999969482422,8373794,2023-09-25
2023-10-02,222.0,222.0,223.0,212.3000030517578,214.35000610351562,7210521,2023-10-02
2023-10-09,210.85000610351562,210.85000610351562,220.5,210.25,220.0,5079948,2023-10-09
2023-10-16,195.5500030517578,195.5500030517578,213.89999389648438,192.0,210.85000610351562,6098478,2023-10-16
2023-10-23,188.0500030517578,188.0500030517578,200.0,180.6999969482422,197.89999389648438,9364533,2023-10-23
2023-10-30,185.60000610351562,185.60000610351562,188.4499969482422,178.8000030517578,187.25,8738193,2023-10-30
2023-11-06,182.75,182.75,198.89999389648438,178.5,187.9499969482422,19333251,2023-11-06
2023-11-13,185.3000030517578,185.3000030517578,185.89999389648438,180.6999969482422,185.0,6907839,2023-11-13
2023-11-20,182.1999969482422,182.1999969482422,187.6999969482422,179.0500030517578,186.5,6518944,2023-11-20
2023-11-27,175.10000610351562,175.10000610351562,182.8000030517578,172.60000610351562,182.1999969482422,10332614,2023-11-27
2023-12-04,186.75,186.75,190.3000030517578,176.0,180.5,12838596,2023-12-04
2023-12-11,184.89999389648438,184.89999389648438,189.35000610351562,181.0,188.89999389648438,9432092,2023-12-11
2023-12-18,190.10000610351562,190.10000610351562,197.5,181.85000610351562,186.0,35219710,2023-12-18
2023-12-25,193.75,193.75,195.0,188.10000610351562,190.10000610351562,7682604,2023-12-25
2024-01-01,186.35000610351562,186.35000610351562,194.85000610351562,185.89999389648438,193.89999389648438,6912188,2024-01-01
2024-01-08,185.75,185.75,190.5,183.75,186.35000610351562,6940603,2024-01-08
2024-01-15,182.75,182.75,187.89999389648438,179.4499969482422,185.75,6365703,2024-01-15
2024-01-22,178.14999389648438,178.14999389648438,183.39999389648438,172.1999969482422,182.75,3475973,2024-01-22
2024-01-29,173.0,173.0,184.3000030517578,171.0500030517578,178.85000610351562,14767106,2024-01-29
2024-02-05,154.25,154.25,171.4499969482422,148.14999389648438,171.4499969482422,22634554,2024-02-05
2024-02-12,158.75,158.75,162.6999969482422,147.1999969482422,156.5,18128140,2024-02-12
2024-02-19,160.9499969482422,160.9499969482422,175.0,159.10000610351562,160.6999969482422,33075425,2024-02-19
2024-02-26,154.39999389648438,154.39999389648438,163.6999969482422,150.89999389648438,163.6999969482422,27938012,2024-02-26
2024-03-04,155.75,155.75,158.64999389648438,151.8000030517578,158.64999389648438,13513733,2024-03-04
2024-03-11,154.10000610351562,154.10000610351562,155.9499969482422,142.25,155.8000030517578,16773956,2024-03-11
2024-03-18,155.1999969482422,155.1999969482422,160.39999389648438,152.75,154.14999389648438,11571740,2024-03-18
2024-03-25,150.4499969482422,150.4499969482422,156.6999969482422,147.14999389648438,155.1999969482422,4891738,2024-03-25
2024-04-01,156.5,156.5,157.64999389648438,151.0,151.0,11762263,2024-04-01
2024-04-08,164.0500030517578,164.0500030517578,168.0,155.5,157.89999389648438,18885866,2024-04-08
2024-04-15,161.0500030517578,161.0500030517578,164.75,155.64999389648438,160.0,7218790,2024-04-15
2024-04-22,168.64999389648438,168.64999389648438,170.6999969482422,159.8000030517578,162.35000610351562,11238291,2024-04-22
2024-04-29,165.5500030517578,165.5500030517578,169.89999389648438,163.60000610351562,169.89999389648438,6494257,2024-04-29
2024-05-06,161.1999969482422,161.1999969482422,168.85000610351562,160.0,166.4499969482422,6195686,2024-05-06
2024-05-13,152.35000610351562,152.35000610351562,163.39999389648438,149.39999389648438,163.39999389648438,21797990,2024-05-13
2024-05-20,151.8000030517578,151.8000030517578,154.0,151.39999389648438,152.1999969482422,6228595,2024-05-20
2024-05-27,154.0,154.0,155.85000610351562,149.75,151.85000610351562,8197500,2024-05-27
2024-06-03,172.0500030517578,172.0500030517578,176.89999389648438,142.4499969482422,157.0,24829229,2024-06-03
2024-06-10,178.38999938964844,178.38999938964844,180.9499969482422,172.0500030517578,173.0500030517578,13419734,2024-06-10
2024-06-17,171.38999938964844,171.38999938964844,178.5,167.6999969482422,178.38999938964844,13234319,2024-06-17
2024-06-24,164.7100067138672,164.7100067138672,172.10000610351562,162.5,171.1999969482422,5728672,2024-06-24
2024-07-01,165.2899932861328,165.2899932861328,170.49000549316406,164.85000610351562,165.99000549316406,6100851,2024-07-01
2024-07-08,163.02999877929688,163.02999877929688,169.39999389648438,161.5,165.35000610351562,8860459,2024-07-08
2024-07-15,175.22000122070312,175.22000122070312,177.8000030517578,162.2100067138672,163.9499969482422,16174626,2024-07-15
2024-07-22,176.94000244140625,176.94000244140625,182.0,168.1999969482422,175.0,13274616,2024-07-22
2024-07-29,177.85000610351562,177.85000610351562,182.9499969482422,170.10000610351562,178.0,12390530,2024-07-29
2024-08-05,172.5500030517578,172.5500030517578,188.57000732421875,167.0,174.10000610351562,27094845,2024-08-05
2024-08-12,170.30999755859375,170.30999755859375,173.4499969482422,165.66000366210938,172.5,11418729,2024-08-12
2024-08-19,184.9199981689453,184.9199981689453,191.3300018310547,169.10000610351562,171.1999969482422,27120886,2024-08-19
2024-08-26,175.91000366210938,175.91000366210938,188.5,174.75999450683594,185.92999267578125,12645185,2024-08-26
2024-09-02,183.47999572753906,183.47999572753906,188.8000030517578,174.9600067138672,177.38999938964844,9498091,2024-09-02
2024-09-09,189.91000366210938,189.91000366210938,192.0,178.99000549316406,183.35000610351562,15876504,2024-09-09
2024-09-16,209.8800048828125,209.8800048828125,211.0,185.32000732421875,190.5,38576542,2024-09-16
2024-09-23,195.60000610351562,195.60000610351562,222.74000549316406,194.99000549316406,209.8800048828125,29261336,2024-09-23
2024-09-30,178.4499969482422,178.4499969482422,197.99000549316406,177.16000366210938,195.0,10508067,2024-09-30
2024-10-07,182.00999450683594,182.00999450683594,183.88999938964844,169.91000366210938,179.38999938964844,13883415,2024-10-07
2024-10-14,174.97999572753906,174.97999572753906,183.6999969482422,173.00999450683594,183.0,5550075,2024-10-14
2024-10-21,163.3800048828125,163.3800048828125,176.83999633789062,160.30999755859375,175.99000549316406,8683954,2024-10-21
2024-10-28,170.97000122070312,170.97000122070312,171.9499969482422,160.4499969482422,163.5,3869388,2024-10-28
2024-11-04,170.89999389648438,170.89999389648438,174.7899932861328,167.1999969482422,170.97000122070312,4342229,2024-11-04
2024-11-11,163.9600067138672,163.9600067138672,180.6999969482422,163.13999938964844,170.75,12683054,2024-11-11
2024-11-18,167.8300018310547,167.8300018310547,169.0,158.5,164.52999877929688,3882732,2024-11-18
2024-11-25,165.22999572753906,165.22999572753906,171.49000549316406,164.7100067138672,171.49000549316406,5700293,2024-11-25
2024-12-02,168.9600067138672,168.9600067138672,169.89999389648438,161.3000030517578,165.49000549316406,17605707,2024-12-02
2024-12-09,168.47000122070312,168.47000122070312,175.85000610351562,166.77999877929688,168.9600067138672,7941602,2024-12-09
2024-12-16,172.3699951171875,172.3699951171875,174.99000549316406,165.0,168.2100067138672,8550778,2024-12-16
2024-12-23,192.72000122070312,192.72000122070312,195.0,172.86000061035156,172.99000549316406,22534073,2024-12-23
2024-12-30,190.0800018310547,190.0800018310547,198.5,179.27999877929688,194.0,15209694,2024-12-30
2025-01-06,180.19000244140625,180.19000244140625,209.75,179.25999450683594,191.25,55080263,2025-01-06
2025-01-13,185.13999938964844,185.13999938964844,198.8699951171875,175.2100067138672,178.4499969482422,40676118,2025-01-13
2025-01-20,171.22000122070312,171.22000122070312,186.3000030517578,170.64999389648438,185.25,5890308,2025-01-20
2025-01-27,181.86000061035156,181.86000061035156,185.3800048828125,157.1199951171875,169.25,8074751,2025-01-27
2025-02-03,179.5,179.5,194.0,176.10000610351562,177.0,17615160,2025-02-03
2025-02-10,158.2899932861328,158.2899932861328,181.47000122070312,156.10000610351562,179.5,12467299,2025-02-10
2025-02-17,176.52999877929688,176.52999877929688,182.4499969482422,153.8000030517578,158.2899932861328,8248725,2025-02-17
2025-02-24,165.02000427246094,165.02000427246094,181.8000030517578,164.0,176.44000244140625,6798789,2025-02-24
2025-03-03,168.8800048828125,168.8800048828125,176.4199981689453,160.5,167.4600067138672,4783655,2025-03-03
2025-03-10,152.38999938964844,152.38999938964844,174.88999938964844,150.6999969482422,169.00999450683594,9410373,2025-03-10
2025-03-17,150.11000061035156,150.11000061035156,155.44000244140625,146.72000122070312,153.89999389648438,15154890,2025-03-17
2025-03-24,149.13999938964844,149.13999938964844,153.00999450683594,146.7100067138672,152.24000549316406,19971405,2025-03-24
2025-03-31,145.27999877929688,145.27999877929688,153.36000061035156,143.30999755859375,149.13999938964844,10286890,2025-03-31
2025-04-07,155.9199981689453,155.9199981689453,157.8300018310547,134.0,135.0,11369405,2025-04-07
2025-04-14,165.30999755859375,165.30999755859375,167.75,155.9199981689453,155.9199981689453,6456610,2025-04-14
2025-04-21,175.1999969482422,175.1999969482422,180.58999633789062,166.1999969482422,169.6999969482422,18883937,2025-04-21
2025-04-28,177.0,177.0,180.39999389648438,172.5,175.0,6768720,2025-04-28
2025-05-05,176.74000549316406,176.74000549316406,185.5,166.08999633789062,176.02000427246094,9234440,2025-05-05
2025-05-12,186.88999938964844,186.88999938964844,190.5,173.11000061035156,180.10000610351562,13793790,2025-05-12
2025-05-19,179.67999267578125,179.67999267578125,188.0,177.5,187.0,7420541,2025-05-19
2025-05-26,167.58999633789062,167.58999633789062,181.1300048828125,167.11000061035156,180.4499969482422,11914607,2025-05-26
2025-06-02,171.10000610351562,171.10000610351562,171.75,166.10000610351562,170.0,3632789,2025-06-02
2025-06-09,165.7100067138672,165.7100067138672,175.9600067138672,165.0,171.49000549316406,6277857,2025-06-09
2025-06-16,166.60000610351562,166.60000610351562,175.24000549316406,163.5500030517578,166.17999267578125,9470227,2025-06-16
2025-06-23,171.52000427246094,171.52000427246094,173.39999389648438,161.6699981689453,165.60000610351562,7431978,2025-06-23
2025-06-30,172.9600067138672,172.9600067138672,174.8000030517578,163.50999450683594,173.0,15686344,2025-06-30
2025-07-07,169.3300018310547,169.3300018310547,174.9499969482422,168.55999755859375,173.5,7197565,2025-07-07
2025-07-14,174.89999389648438,174.89999389648438,176.5,166.1999969482422,168.02000427246094,10700520,2025-07-14
