Date,Adj Close_OAL.NS,Close_OAL.NS,High_OAL.NS,Low_OAL.NS,Open_OAL.NS,Volume_OAL.NS,Date
2021-01-11,568.6185913085938,571.0499877929688,578.5999755859375,533.0,574.7000122070312,142859,2021-01-11
2021-01-18,603.6190185546875,606.2000122070312,680.0,571.0999755859375,576.0,703783,2021-01-18
2021-01-25,580.9160766601562,583.4000244140625,624.0,575.1500244140625,614.7999877929688,161514,2021-01-25
2021-02-01,591.9688110351562,594.5,619.75,578.0,587.25,107315,2021-02-01
2021-02-08,627.5167846679688,630.2000122070312,646.0,576.8499755859375,595.75,144143,2021-02-08
2021-02-15,610.2406616210938,612.8499755859375,678.0,602.25,636.5,188882,2021-02-15
2021-02-22,593.1637573242188,595.7000122070312,628.2000122070312,580.0,613.0,155145,2021-02-22
2021-03-01,601.6773071289062,604.25,630.0,592.0,610.0,92433,2021-03-01
2021-03-08,586.9901123046875,589.5,629.0,579.9500122070312,614.7000122070312,63748,2021-03-08
2021-03-15,559.9556884765625,562.3499755859375,644.0,548.9500122070312,591.2000122070312,114026,2021-03-15
2021-03-22,558.163330078125,560.5499877929688,581.9000244140625,545.0499877929688,557.0,61890,2021-03-22
2021-03-29,586.1437377929688,588.6500244140625,595.0,560.5499877929688,560.5499877929688,54878,2021-03-29
2021-04-05,718.6272583007812,721.7000122070312,754.7999877929688,585.4500122070312,595.0,402905,2021-04-05
2021-04-12,702.4962158203125,705.5,745.0,659.2000122070312,736.2000122070312,119029,2021-04-12
2021-04-19,722.908935546875,726.0,755.1500244140625,684.0,690.0499877929688,95926,2021-04-19
2021-04-26,888.1524047851562,891.9500122070312,1009.9500122070312,711.0,739.9500122070312,749307,2021-04-26
2021-05-03,865.0512084960938,868.75,946.0,865.0,885.0,151689,2021-05-03
2021-05-10,807.2483520507812,810.7000122070312,903.0,800.0999755859375,865.0499877929688,230680,2021-05-10
2021-05-17,788.8768310546875,792.25,820.6500244140625,779.6500244140625,794.5,188940,2021-05-17
2021-05-24,805.1572875976562,808.5999755859375,842.0999755859375,744.0,799.7000122070312,108094,2021-05-24
2021-05-31,802.2695922851562,805.7000122070312,838.0,784.7999877929688,820.0,105625,2021-05-31
2021-06-07,787.6321411132812,791.0,820.8499755859375,778.0,815.0,87715,2021-06-07
2021-06-14,766.4229125976562,769.7000122070312,798.9000244140625,760.9500122070312,798.0,110611,2021-06-14
2021-06-21,767.96630859375,771.25,817.0,761.0499877929688,761.0499877929688,60121,2021-06-21
2021-06-28,819.695068359375,823.2000122070312,869.0,762.0,785.0,181196,2021-06-28
2021-07-05,852.5048217773438,856.1500244140625,917.9500122070312,841.0,848.75,199275,2021-07-05
2021-07-12,950.3365478515625,954.4000244140625,1019.0,860.2000122070312,871.9500122070312,390573,2021-07-12
2021-07-19,916.6803588867188,920.5999755859375,984.7999877929688,899.0,957.0,168817,2021-07-19
2021-07-26,920.713134765625,924.6500244140625,975.3499755859375,915.1500244140625,921.0,100232,2021-07-26
2021-08-02,878.49365234375,882.25,950.0,874.8499755859375,922.0,76702,2021-08-02
2021-08-09,905.6774291992188,909.5499877929688,950.0,760.0499877929688,882.25,115788,2021-08-09
2021-08-16,802.0206909179688,805.4500122070312,915.0,780.4000244140625,909.5499877929688,54770,2021-08-16
2021-08-23,810.68359375,814.1500244140625,848.9500122070312,761.0999755859375,805.5,63175,2021-08-23
2021-08-30,918.4229125976562,922.3499755859375,971.0,819.4000244140625,820.0,168013,2021-08-30
2021-09-06,939.2339477539062,943.25,962.1500244140625,893.0,932.5,138436,2021-09-06
2021-09-13,1015.4580078125,1019.7999877929688,1100.0,944.3499755859375,947.5,483000,2021-09-13
2021-09-20,955.364990234375,959.4500122070312,1036.300048828125,917.0,999.4000244140625,116412,2021-09-20
2021-09-27,937.0931396484375,941.0999755859375,973.7999877929688,857.7999877929688,960.0,97521,2021-09-27
2021-10-04,914.5892944335938,918.5,974.9500122070312,913.25,955.0,105954,2021-10-04
2021-10-11,900.2506103515625,904.0999755859375,935.0,901.0,916.0999755859375,51882,2021-10-11
2021-10-18,845.0865478515625,848.7000122070312,925.0,821.0,916.0,122968,2021-10-18
2021-10-25,765.4271850585938,768.7000122070312,859.75,760.0,849.0,189330,2021-10-25
2021-11-01,806.8499755859375,810.2999877929688,824.9000244140625,750.0499877929688,785.0,123528,2021-11-01
2021-11-08,796.5938110351562,800.0,820.0,785.25,815.0,51757,2021-11-08
2021-11-15,764.281982421875,767.5499877929688,810.0,765.0,810.0,48186,2021-11-15
2021-11-22,743.9689331054688,747.1500244140625,768.0,711.0,760.0,48635,2021-11-22
2021-11-29,769.1611328125,772.4500122070312,796.7999877929688,680.0,726.0,68523,2021-11-29
2021-12-06,772.1981811523438,775.5,780.0,742.5,762.0999755859375,40109,2021-12-06
2021-12-13,721.7822265625,723.4500122070312,786.0,716.6500244140625,783.0,30966,2021-12-13
2021-12-20,699.5336303710938,701.1500244140625,730.75,658.2999877929688,723.4500122070312,89790,2021-12-20
2021-12-27,767.12744140625,768.9000244140625,777.5,690.0,701.1500244140625,61436,2021-12-27
2022-01-03,791.171875,793.0,809.8499755859375,760.9500122070312,781.0,73024,2022-01-03
2022-01-10,795.2124633789062,797.0499877929688,851.75,777.8499755859375,782.2999877929688,106390,2022-01-10
2022-01-17,737.7453002929688,739.4500122070312,813.0,733.0999755859375,790.0499877929688,54039,2022-01-17
2022-01-24,716.2449951171875,717.9000244140625,750.0,646.5499877929688,692.0,152167,2022-01-24
2022-01-31,681.5751342773438,683.1500244140625,739.9000244140625,674.9500122070312,739.9000244140625,52055,2022-01-31
2022-02-07,644.660400390625,646.1500244140625,697.4500122070312,643.0499877929688,694.9000244140625,35293,2022-02-07
2022-02-14,619.568359375,621.0,664.8499755859375,606.0,610.0499877929688,44900,2022-02-14
2022-02-21,615.2283935546875,616.6500244140625,649.5499877929688,564.5999755859375,610.0,58110,2022-02-21
2022-02-28,604.2537841796875,605.6500244140625,631.9000244140625,600.1500244140625,609.7999877929688,26374,2022-02-28
2022-03-07,663.0678100585938,664.5999755859375,695.0499877929688,579.75,600.0,66688,2022-03-07
2022-03-14,683.470703125,685.0499877929688,696.3499755859375,625.7000122070312,664.5999755859375,202872,2022-03-14
2022-03-21,734.702392578125,736.4000244140625,804.3499755859375,664.0,689.9000244140625,726375,2022-03-21
2022-03-28,715.9456787109375,717.5999755859375,759.2000122070312,693.0,740.0,128827,2022-03-28
2022-04-04,699.8827514648438,701.5,734.9000244140625,689.2000122070312,728.5,77988,2022-04-04
2022-04-11,689.706298828125,691.2999877929688,711.9500122070312,685.7999877929688,702.0,20285,2022-04-11
2022-04-18,696.4906005859375,698.0999755859375,714.0,666.0499877929688,699.8499755859375,94345,2022-04-18
2022-04-25,689.3571166992188,690.9500122070312,710.0,667.0,687.6500244140625,69189,2022-04-25
2022-05-02,667.7071533203125,669.25,699.0,661.75,680.5999755859375,92673,2022-05-02
2022-05-09,531.5218505859375,532.75,668.4000244140625,500.70001220703125,667.5499877929688,245358,2022-05-09
2022-05-16,550.8770751953125,552.1500244140625,570.2999877929688,528.5,534.9000244140625,47695,2022-05-16
2022-05-23,540.1519165039062,541.4000244140625,564.0,525.0,545.0,44931,2022-05-23
2022-05-30,526.8326416015625,528.0499877929688,558.2000122070312,516.9500122070312,546.75,38738,2022-05-30
2022-06-06,591.8324584960938,593.2000122070312,607.7000122070312,520.0,533.25,293772,2022-06-06
2022-06-13,533.7167358398438,534.9500122070312,619.0,531.0,578.9000244140625,146643,2022-06-13
2022-06-20,566.141845703125,567.4500122070312,585.7000122070312,505.0,534.9500122070312,124785,2022-06-20
2022-06-27,564.49560546875,565.7999877929688,605.0,556.0999755859375,573.0499877929688,46577,2022-06-27
2022-07-04,558.260009765625,559.5499877929688,580.0,548.2999877929688,558.9500122070312,22083,2022-07-04
2022-07-11,552.772705078125,554.0499877929688,570.0,542.0,565.0499877929688,18473,2022-07-11
2022-07-18,568.8355712890625,570.1500244140625,585.1500244140625,550.0,553.5,42917,2022-07-18
2022-07-25,572.4771728515625,573.7999877929688,622.0499877929688,537.3499755859375,575.8499755859375,55205,2022-07-25
2022-08-01,517.0552368164062,518.25,573.0,514.9500122070312,562.0499877929688,115936,2022-08-01
2022-08-08,523.3406982421875,524.5499877929688,534.6500244140625,515.0,523.3499755859375,38804,2022-08-08
2022-08-15,519.4497680664062,520.6500244140625,529.9000244140625,516.0,524.5499877929688,48896,2022-08-15
2022-08-22,509.27325439453125,510.45001220703125,523.9000244140625,509.5,523.9000244140625,34237,2022-08-22
2022-08-29,509.52264404296875,510.70001220703125,533.5999755859375,505.0,510.0,52013,2022-08-29
2022-09-05,516.7061157226562,517.9000244140625,523.0,503.0,513.9000244140625,56958,2022-09-05
2022-09-12,532.1703491210938,533.4000244140625,624.4000244140625,516.0,518.0,225147,2022-09-12
2022-09-19,511.7175598144531,512.9000244140625,555.9000244140625,504.95001220703125,530.0,82431,2022-09-19
2022-09-26,504.1351013183594,505.29998779296875,524.3499755859375,490.45001220703125,508.04998779296875,42996,2022-09-26
2022-10-03,507.128173828125,508.29998779296875,515.0,496.1499938964844,501.1499938964844,29894,2022-10-03
2022-10-10,474.4037780761719,475.5,513.2000122070312,469.0,513.2000122070312,56767,2022-10-10
2022-10-17,453.552001953125,454.6000061035156,490.0,451.0,480.20001220703125,62771,2022-10-17
2022-10-24,459.4882507324219,460.54998779296875,478.0,451.0,454.6000061035156,33616,2022-10-24
2022-10-31,487.323974609375,488.45001220703125,523.7999877929688,454.04998779296875,460.0,64487,2022-10-31
2022-11-07,467.07073974609375,468.1499938964844,496.0,461.1499938964844,493.25,33097,2022-11-07
2022-11-14,466.5220031738281,467.6000061035156,480.1499938964844,445.8999938964844,480.1499938964844,36293,2022-11-14
2022-11-21,452.30487060546875,453.3500061035156,472.25,445.04998779296875,472.25,26242,2022-11-21
2022-11-28,452.60418701171875,453.6499938964844,469.0,451.79998779296875,457.8500061035156,28481,2022-11-28
2022-12-05,450.9579772949219,452.0,466.04998779296875,447.75,453.0,28352,2022-12-05
2022-12-12,440.482177734375,441.5,459.3999938964844,437.79998779296875,459.0,35912,2022-12-12
2022-12-19,402.2704772949219,403.20001220703125,459.8999938964844,397.1000061035156,438.0,45208,2022-12-19
2022-12-26,417.9342956542969,418.8999938964844,425.0,400.0,400.0,19336,2022-12-26
2023-01-02,417.3855285644531,418.3500061035156,434.54998779296875,404.0,423.04998779296875,27357,2023-01-02
2023-01-09,410.8506164550781,411.79998779296875,429.8999938964844,406.79998779296875,424.8999938964844,15374,2023-01-09
2023-01-16,404.46539306640625,405.3999938964844,428.5,404.04998779296875,424.8999938964844,22090,2023-01-16
2023-01-23,380.07177734375,380.95001220703125,409.3999938964844,379.0,405.1499938964844,22832,2023-01-23
2023-01-30,395.2367248535156,396.1499938964844,404.75,360.0,384.75,26670,2023-01-30
2023-02-06,409.6534118652344,410.6000061035156,422.6499938964844,371.04998779296875,390.0,27100,2023-02-06
2023-02-13,383.0648498535156,383.95001220703125,420.04998779296875,377.5,419.8999938964844,24359,2023-02-13
2023-02-20,354.0319519042969,354.8500061035156,387.75,345.25,383.95001220703125,37008,2023-02-20
2023-02-27,354.63055419921875,355.45001220703125,364.8999938964844,340.0,358.3500061035156,45797,2023-02-27
2023-03-06,359.26983642578125,360.1000061035156,379.5,348.6499938964844,361.45001220703125,33714,2023-03-06
2023-03-13,356.22686767578125,357.04998779296875,365.0,343.3999938964844,361.0,22725,2023-03-13
2023-03-20,349.9413757324219,350.75,394.0,340.0,355.25,71773,2023-03-20
2023-03-27,350.5400390625,351.3500061035156,358.25,295.54998779296875,352.0,198028,2023-03-27
2023-04-03,360.9160461425781,361.75,376.29998779296875,351.95001220703125,354.79998779296875,20125,2023-04-03
2023-04-10,383.563720703125,384.45001220703125,393.79998779296875,340.70001220703125,361.75,44048,2023-04-10
2023-04-17,403.4178466796875,404.3500061035156,408.79998779296875,372.1499938964844,387.54998779296875,79224,2023-04-17
2023-04-24,411.1998291015625,412.1499938964844,424.8999938964844,395.0,409.8999938964844,41982,2023-04-24
2023-05-01,384.3618469238281,385.25,417.6000061035156,381.0,412.1499938964844,39428,2023-05-01
2023-05-08,382.51611328125,383.3999938964844,399.04998779296875,375.20001220703125,386.0,58426,2023-05-08
2023-05-15,369.39642333984375,370.25,382.54998779296875,362.04998779296875,382.54998779296875,43137,2023-05-15
2023-05-22,366.85235595703125,367.70001220703125,374.5,360.04998779296875,368.1499938964844,24103,2023-05-22
2023-05-29,344.7034912109375,345.5,389.0,333.54998779296875,367.70001220703125,77069,2023-05-29
2023-06-05,317.11724853515625,317.8500061035156,356.8999938964844,309.70001220703125,345.5,143528,2023-06-05
2023-06-12,346.39959716796875,347.20001220703125,363.0,317.54998779296875,319.45001220703125,139298,2023-06-12
2023-06-19,345.1025695800781,345.8999938964844,360.45001220703125,345.0,348.95001220703125,44547,2023-06-19
2023-06-26,342.2591247558594,343.04998779296875,349.29998779296875,338.6000061035156,345.8999938964844,27388,2023-06-26
2023-07-03,333.8785095214844,334.6499938964844,346.3999938964844,326.6000061035156,344.79998779296875,69645,2023-07-03
2023-07-10,333.7787170410156,334.54998779296875,343.79998779296875,323.70001220703125,334.6499938964844,36414,2023-07-10
2023-07-17,374.48468017578125,375.3500061035156,389.1000061035156,321.75,334.54998779296875,686590,2023-07-17
2023-07-24,448.1145324707031,449.1499938964844,503.20001220703125,353.20001220703125,380.0,2055259,2023-07-24
2023-07-31,443.37548828125,444.3999938964844,477.29998779296875,423.04998779296875,459.0,258940,2023-07-31
2023-08-07,382.7071838378906,383.1499938964844,468.29998779296875,379.04998779296875,449.95001220703125,144140,2023-08-07
2023-08-14,367.7745056152344,368.20001220703125,392.0,362.3500061035156,383.1499938964844,89034,2023-08-14
2023-08-21,393.544677734375,394.0,418.45001220703125,368.20001220703125,368.20001220703125,184087,2023-08-21
2023-08-28,387.701416015625,388.1499938964844,403.95001220703125,382.0,396.0,106926,2023-08-28
2023-09-04,388.30072021484375,388.75,407.8999938964844,376.5,386.0,119688,2023-09-04
2023-09-11,373.5677795410156,374.0,392.70001220703125,366.1000061035156,392.45001220703125,69504,2023-09-11
2023-09-18,360.68267822265625,361.1000061035156,377.95001220703125,355.0,375.0,33650,2023-09-18
2023-09-25,361.2320556640625,361.6499938964844,369.70001220703125,352.3500061035156,361.1000061035156,33839,2023-09-25
2023-10-02,376.81402587890625,377.25,394.45001220703125,352.6000061035156,361.6499938964844,102796,2023-10-02
2023-10-09,367.1751708984375,367.6000061035156,384.0,363.6000061035156,377.25,62211,2023-10-09
2023-10-16,365.9765625,366.3999938964844,374.8999938964844,364.04998779296875,366.0,38199,2023-10-16
2023-10-23,339.8567810058594,340.25,369.95001220703125,326.6000061035156,369.95001220703125,57261,2023-10-23
2023-10-30,338.8579406738281,339.25,349.29998779296875,330.04998779296875,344.5,26177,2023-10-30
2023-11-06,342.50372314453125,342.8999938964844,365.0,339.25,344.0,53843,2023-11-06
2023-11-13,344.05194091796875,344.45001220703125,359.0,342.8500061035156,350.8999938964844,28148,2023-11-13
2023-11-20,343.45263671875,343.8500061035156,355.8500061035156,341.1000061035156,346.20001220703125,34064,2023-11-20
2023-11-27,355.3887939453125,355.79998779296875,369.0,341.20001220703125,343.8500061035156,71643,2023-11-27
2023-12-04,347.3980407714844,347.79998779296875,362.8999938964844,345.0,362.8999938964844,109353,2023-12-04
2023-12-11,349.84521484375,350.25,358.29998779296875,347.04998779296875,347.79998779296875,76150,2023-12-11
2023-12-18,345.5502014160156,345.95001220703125,355.0,337.20001220703125,352.95001220703125,115683,2023-12-18
2023-12-25,399.7375183105469,400.20001220703125,415.8500061035156,345.95001220703125,345.95001220703125,500336,2023-12-25
2024-01-01,384.70489501953125,385.1499938964844,423.1000061035156,382.6000061035156,400.5,189336,2024-01-01
2024-01-08,403.33331298828125,403.79998779296875,424.8999938964844,373.04998779296875,383.6000061035156,392016,2024-01-08
2024-01-15,384.65496826171875,385.1000061035156,424.3999938964844,366.5,407.25,116822,2024-01-15
2024-01-22,379.3610534667969,379.79998779296875,403.0,371.25,385.1000061035156,33508,2024-01-22
2024-01-29,377.8128662109375,378.25,386.95001220703125,370.0,378.0,58228,2024-01-29
2024-02-05,378.3622131347656,378.79998779296875,389.95001220703125,362.54998779296875,389.95001220703125,100377,2024-02-05
2024-02-12,363.9788513183594,364.3999938964844,396.5,358.0,378.79998779296875,82404,2024-02-12
2024-02-19,361.3319396972656,361.75,374.8999938964844,356.5,364.04998779296875,44789,2024-02-19
2024-02-26,350.2947082519531,350.70001220703125,367.8999938964844,347.5,365.54998779296875,73383,2024-02-26
2024-03-04,352.7918395996094,353.20001220703125,357.95001220703125,339.0,352.6499938964844,45460,2024-03-04
2024-03-11,332.1157531738281,332.5,352.20001220703125,311.29998779296875,348.04998779296875,145917,2024-03-11
2024-03-18,324.1249694824219,324.5,332.5,293.0,332.5,150284,2024-03-18
2024-03-25,297.7055358886719,298.04998779296875,322.5,295.0,317.0,81361,2024-03-25
2024-04-01,335.81146240234375,336.20001220703125,342.0,297.8500061035156,302.3500061035156,101168,2024-04-01
2024-04-08,331.9659118652344,332.3500061035156,338.0,320.04998779296875,335.0,53512,2024-04-08
2024-04-15,320.8787536621094,321.25,337.45001220703125,316.95001220703125,328.1499938964844,29597,2024-04-15
2024-04-22,369.8720397949219,370.29998779296875,417.3999938964844,314.54998779296875,320.04998779296875,639045,2024-04-22
2024-04-29,372.06951904296875,372.5,386.95001220703125,359.0,378.95001220703125,91684,2024-04-29
2024-05-06,352.6419677734375,353.04998779296875,386.8999938964844,341.79998779296875,378.70001220703125,228287,2024-05-06
2024-05-13,353.0415344238281,353.45001220703125,360.8500061035156,342.04998779296875,353.04998779296875,76786,2024-05-13
2024-05-20,335.7115783691406,336.1000061035156,356.8999938964844,333.5,345.0,62453,2024-05-20
2024-05-27,344.3016662597656,344.70001220703125,410.0,333.0,333.0,686883,2024-05-27
2024-06-03,353.3411865234375,353.75,368.6000061035156,318.1000061035156,351.0,177589,2024-06-03
2024-06-10,378.3622131347656,378.79998779296875,389.0,345.0,355.45001220703125,226695,2024-06-10
2024-06-17,383.4064025878906,383.8500061035156,405.1000061035156,378.79998779296875,378.79998779296875,160519,2024-06-17
2024-06-24,384.0057067871094,384.45001220703125,393.0,372.29998779296875,384.3999938964844,99253,2024-06-24
2024-07-01,438.14306640625,438.6499938964844,456.0,372.54998779296875,390.20001220703125,874917,2024-07-01
2024-07-08,435.7957763671875,436.29998779296875,450.0,418.0,441.0,198780,2024-07-08
2024-07-15,447.7818908691406,448.29998779296875,498.0,423.20001220703125,440.8999938964844,724935,2024-07-15
2024-07-22,455.0235290527344,455.54998779296875,484.6000061035156,406.75,443.0,265102,2024-07-22
2024-07-29,458.9689636230469,459.5,494.54998779296875,445.0,463.8999938964844,120861,2024-07-29
2024-08-05,504.3164978027344,504.8999938964844,539.9000244140625,426.3999938964844,464.95001220703125,1225505,2024-08-05
2024-08-12,481.25,481.25,539.9000244140625,475.0,509.8999938964844,266675,2024-08-12
2024-08-19,523.7999877929688,523.7999877929688,564.7999877929688,483.54998779296875,486.8999938964844,785311,2024-08-19
2024-08-26,527.4000244140625,527.4000244140625,558.6500244140625,520.0,528.5999755859375,277278,2024-08-26
2024-09-02,510.1000061035156,510.1000061035156,531.9000244140625,498.0,525.0,204631,2024-09-02
2024-09-09,507.79998779296875,507.79998779296875,549.9000244140625,504.0,508.1000061035156,341102,2024-09-09
2024-09-16,486.79998779296875,486.79998779296875,519.5,485.0,508.79998779296875,135626,2024-09-16
2024-09-23,513.0499877929688,513.0499877929688,535.0,486.79998779296875,486.79998779296875,232043,2024-09-23
2024-09-30,490.79998779296875,490.79998779296875,523.5999755859375,479.25,512.2000122070312,96375,2024-09-30
2024-10-07,509.20001220703125,509.20001220703125,514.25,465.54998779296875,498.1499938964844,134026,2024-10-07
2024-10-14,544.5999755859375,544.5999755859375,555.0,484.0,505.0,209507,2024-10-14
2024-10-21,549.7000122070312,549.7000122070312,610.0,532.5999755859375,555.0,1409708,2024-10-21
2024-10-28,585.4500122070312,585.4500122070312,601.0999755859375,539.7999877929688,543.75,261264,2024-10-28
2024-11-04,618.7999877929688,618.7999877929688,656.7000122070312,573.7999877929688,594.2000122070312,1186021,2024-11-04
2024-11-11,546.2000122070312,546.2000122070312,624.7000122070312,515.75,622.7000122070312,1205218,2024-11-11
2024-11-18,538.5999755859375,538.5999755859375,558.0,520.7000122070312,546.2000122070312,201403,2024-11-18
2024-11-25,477.6499938964844,477.6499938964844,547.25,470.0,540.0999755859375,501641,2024-11-25
2024-12-02,470.25,470.25,489.8999938964844,455.3500061035156,477.6499938964844,453069,2024-12-02
2024-12-09,445.3999938964844,445.3999938964844,478.0,435.6000061035156,470.25,157981,2024-12-09
2024-12-16,429.70001220703125,429.70001220703125,462.0,426.6000061035156,444.0,224707,2024-12-16
2024-12-23,413.45001220703125,413.45001220703125,434.1000061035156,411.1000061035156,429.70001220703125,99744,2024-12-23
2024-12-30,438.0,438.0,456.0,393.6000061035156,413.45001220703125,247990,2024-12-30
2025-01-06,395.1499938964844,395.1499938964844,449.70001220703125,393.6000061035156,449.70001220703125,157511,2025-01-06
2025-01-13,386.3500061035156,386.3500061035156,397.5,374.0,395.1000061035156,68430,2025-01-13
2025-01-20,357.45001220703125,357.45001220703125,394.70001220703125,353.3500061035156,389.04998779296875,76143,2025-01-20
2025-01-27,356.95001220703125,356.95001220703125,362.6499938964844,327.0,345.1000061035156,134710,2025-01-27
2025-02-03,337.20001220703125,337.20001220703125,378.75,330.75,363.70001220703125,135315,2025-02-03
2025-02-10,293.6000061035156,293.6000061035156,340.5,289.0,340.5,132602,2025-02-10
2025-02-17,326.04998779296875,326.04998779296875,338.3500061035156,284.79998779296875,291.8500061035156,155153,2025-02-17
2025-02-24,276.75,276.75,326.04998779296875,275.0,326.04998779296875,106421,2025-02-24
2025-03-03,327.8999938964844,327.8999938964844,338.79998779296875,261.54998779296875,280.20001220703125,187863,2025-03-03
2025-03-10,289.3999938964844,289.3999938964844,327.8999938964844,288.1000061035156,327.8999938964844,92121,2025-03-10
2025-03-17,304.0,304.0,315.1499938964844,279.75,299.75,125080,2025-03-17
2025-03-24,276.1499938964844,276.1499938964844,319.70001220703125,272.5,304.0,300316,2025-03-24
2025-03-31,335.75,335.75,347.25,276.1499938964844,276.1499938964844,442034,2025-03-31
2025-04-07,307.54998779296875,307.54998779296875,334.20001220703125,300.6000061035156,321.0,188296,2025-04-07
2025-04-14,309.79998779296875,309.79998779296875,317.70001220703125,306.1000061035156,310.0,147081,2025-04-14
2025-04-21,329.45001220703125,329.45001220703125,335.0,305.1000061035156,313.1000061035156,400674,2025-04-21
2025-04-28,333.0,333.0,350.0,328.0,333.0,302949,2025-04-28
2025-05-05,342.79998779296875,342.79998779296875,364.0,334.04998779296875,341.54998779296875,236778,2025-05-05
2025-05-12,385.8500061035156,385.8500061035156,388.1499938964844,349.8999938964844,349.8999938964844,216724,2025-05-12
2025-05-19,413.5,413.5,423.0,378.95001220703125,385.8500061035156,230996,2025-05-19
2025-05-26,361.6000061035156,361.6000061035156,432.0,357.95001220703125,413.0,476501,2025-05-26
2025-06-02,382.3500061035156,382.3500061035156,386.95001220703125,356.95001220703125,363.3999938964844,105959,2025-06-02
2025-06-09,381.8999938964844,381.8999938964844,387.0,368.79998779296875,383.75,100825,2025-06-09
2025-06-16,389.3500061035156,389.3500061035156,396.8999938964844,372.20001220703125,383.79998779296875,119368,2025-06-16
2025-06-23,378.3500061035156,378.3500061035156,404.5,373.8999938964844,373.8999938964844,88947,2025-06-23
2025-06-30,369.29998779296875,369.29998779296875,385.5,368.04998779296875,380.0,67255,2025-06-30
2025-07-07,375.45001220703125,375.45001220703125,390.3500061035156,361.3500061035156,373.0,65846,2025-07-07
2025-07-14,378.0,378.0,384.8999938964844,370.1499938964844,372.1499938964844,19663,2025-07-14
